131.objectid,190.0,131
601.rockname,nconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2046.rockname,Unconsolidated sand and gravel qauifers,Unconsolidated sand and gravel aquifers
345.shapearea,3.0307168E-4,1.061973E-4
425.shapearea,2.9330961E-4,0.02061579224
355.shapearea,0.01141123046,5.815849E-5
1985.rockname,Carbonate-rock auqifers,Carbonate-rock aquifers
1356.rocktype,134,100
146.shapeleng,2.62787756083,1.21222801565
271.rocktype,125,100
1401.aqname,Plaeozoic aquifers,Paleozoic aquifers
2805.rockname,Unconsolidated sand and grvel aquifers,Unconsolidated sand and gravel aquifers
3763.rockname,Semiconsolidated sand aqufiers,Semiconsolidated sand aquifers
4246.aqname,Hawaiian Volcanic-rock anquifers,Hawaiian Volcanic-rock aquifers
317.aqcode,104.0,999
424.rocktype,300.0,999
2481.rocktype,461,400
2403.rockname,Carboante-rock aquifers,Carbonate-rock aquifers
406.shapearea,0.01778996879,1.17811989329
3984.aqname,tOher rocks,Other rocks
3008.aqname,Cagstle Hayne aquifer,Castle Hayne aquifer
1188.rocktype,134,100
2143.rocktype,131,100
3705.aqname,Coalstal lowlands aquifer system,Coastal lowlands aquifer system
3766.aqname,Coastallowlands aquifer system,Coastal lowlands aquifer system
3926.rockname,Carbonate-ock aquifers,Carbonate-rock aquifers
406.aqcode,314.0,999
187.rocktype,179,100
1700.aqcode,115,101
2917.rockname,Uncosolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
272.aqname,Pacific Northwest basin-fill aquifers,Cambrian-Ordovician aquifer system
2358.rockname,Unconsolidaited sand and gravel aquifers,Unconsolidated sand and gravel aquifers
291.aqname,Other rocks,Cambrian-Ordovician aquifer system
4016.rockname,Unconsolidated sand and gravelq aquifers,Unconsolidated sand and gravel aquifers
560.shapearea,0.39830744027,16.8390544604
259.shapearea,2.3833903E-4,0.00369153594
2145.rocktype,167,100
129.shapeleng,45.3865380162,2.98919469882
779.aqname,Pacific Northwest basin-fill aqufers,Pacific Northwest basin-fill aquifers
206.shapearea,46.2714378139,0.00168517974
465.objectid,28.0,396
381.shapearea,1.61985191315,0.04424877879
585.rockname,Carbontae-rock aquifers,Carbonate-rock aquifers
3269.aqname,wOther rocks,Other rocks
265.shapearea,0.00381309877,0.0053009746
3949.rockname,Semicxonsolidated sand aquifers,Semiconsolidated sand aquifers
3297.aqname,Othe rrocks,Other rocks
1372.rockname,Sandstone and carbonate-rnock aquifers,Sandstone and carbonate-rock aquifers
16.shapearea,0.07438600542,7.05922773966
418.shapearea,0.00381309877,3.005592E-5
167.shapearea,0.07438600542,1.104499E-5
382.shapeleng,12.2975702626,0.35718690449
208.shapearea,9.9032086E-4,0.02680213801
1441.aqname,Pacific Nocrthwest basin-fill aquifers,Pacific Northwest basin-fill aquifers
31.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
2108.aqcode,147,101
2071.rockname,Unconsolidated sand and gravel aquiefrs,Unconsolidated sand and gravel aquifers
653.rockname,Carbonat-rock aquifers,Carbonate-rock aquifers
107.shapeleng,0.23195370575,0.20638606761
24.shapeleng,0.98458395081,0.33113480039
2534.rockname,Carboate-rock aquifers,Carbonate-rock aquifers
3904.aqname,Floridan aquifer systgem,Floridan aquifer system
4009.rockname,Unconsolidated san and gravel aquifers,Unconsolidated sand and gravel aquifers
1946.rockname,Carbonaterock aquifers,Carbonate-rock aquifers
495.shapeleng,2.62787756083,0.12432289113
4252.aqname,Hawaiian Sedimentry deposit aquifers,Hawaiian Sedimentary deposit aquifers
1891.aqcode,487,401
2801.aqname,Northern Atlantic Coasatl Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
2608.rockname,Carbobnate-rock aquifers,Carbonate-rock aquifers
2264.aqcode,134,101
2603.aqcode,437,401
338.shapearea,5.03036146227,6.636782E-5
3342.aqcode,465,401
183.shapearea,0.39830744027,0.18887710592
2991.rocktype,110,100
3205.aqname,California Coastal Basinr aquifers,California Coastal Basin aquifers
72.aqname,Silurian-Devonian aquifers,Other rocks
3817.aqname,Otherr ocks,Other rocks
1113.aqname,Other rcks,Other rocks
616.aqname,Silurian-Devonitan aquifers,Silurian-Devonian aquifers
1387.aqname,Othre rocks,Other rocks
3572.rockname,Semiconsolidated sand quifers,Semiconsolidated sand aquifers
2408.aqname,Mississippian aquifrs,Mississippian aquifers
3804.rockname,Semiconsolidted sand aquifers,Semiconsolidated sand aquifers
2626.aqname,Othfer rocks,Other rocks
2866.aqname,Northern Atlantic Coastal Plain aquifer systme,Northern Atlantic Coastal Plain aquifer system
141.objectid,113.0,141
2392.rockname,Carbonate-rock aquifeurs,Carbonate-rock aquifers
195.shapearea,0.00279542612,0.00275827679
1929.rockname,Unconsolidated sand and ravel aquifers,Unconsolidated sand and gravel aquifers
69.objectid,9.0,69
321.shapearea,9.9032086E-4,1.775291E-5
214.shapeleng,51.7024711845,2.67795352599
90.aqcode,314.0,999
114.shapearea,0.07438600542,0.62207181157
58.aqname,Pacific Northwest basin-fill aquifers,Other rocks
2700.rockname,Carbonate-rock auifers,Carbonate-rock aquifers
233.aqname,Lower Tertiary aquifers,Puget Sound aquifer system
294.aqname,Lower Tertiary aquifers,Cambrian-Ordovician aquifer system
1226.rocktype,176,100
155.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Columbia Plateau basin-fill aquifers
1421.rocktype,133,100
357.shapeleng,0.23195370575,0.07360645327
2165.rocktype,108,100
2453.rockname,Unconsolidated sand and gravl aquifers,Unconsolidated sand and gravel aquifers
2085.rockname,Carbonate-rock qauifers,Carbonate-rock aquifers
487.objectid,7.0,418
1621.aqname,Othr rocks,Other rocks
1815.rockname,Unconsolidatd sand and gravel aquifers,Unconsolidated sand and gravel aquifers
63.objectid,28.0,63
4003.aqname,Surficial aquifer sysem,Surficial aquifer system
1686.aqname,ther rocks,Other rocks
258.rocktype,999.0,300
1277.aqname,vOther rocks,Other rocks
2028.rocktype,414,400
24.shapearea,0.00279542612,0.00463803185
49.rocktype,100.0,300
4324.rockname,Igneous and meatmorphic-rock aquifers,Igneous and metamorphic-rock aquifers
325.shapearea,5.03036146227,0.00296688063
483.objectid,6.0,414
555.shapearea,7.142954E-5,0.00444761884
452.shapeleng,0.23195370575,70.3308484215
320.aqname,Other rocks,Valley and Ridge aquifers
2317.rockname,Sandstone and carbonate-rock aqiufers,Sandstone and carbonate-rock aquifers
4576.aqname,Oather rocks,Other rocks
1980.aqcode,127,101
140.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
1081.rockname,Unconsolidated sand and gavel aquifers,Unconsolidated sand and gravel aquifers
2116.rockname,Carbonate-yrock aquifers,Carbonate-rock aquifers
3499.rockname,Unconsolidated sand and gravel auqifers,Unconsolidated sand and gravel aquifers
449.shapeleng,0.23195370575,0.07479882477
1438.rocktype,127,100
437.aqname,Lower Tertiary aquifers,Pacific Northwest basin-fill aquifers
1735.rockname,Unconsolidated sand and graevl aquifers,Unconsolidated sand and gravel aquifers
1086.rocktype,178,100
363.aqname,Other rocks,Hawaiian Sedimentary deposit aquifers
3427.aqcode,127,101
2946.rockname,Unconsolidated sand and gravel aqufers,Unconsolidated sand and gravel aquifers
2523.rockname,Unconsolidated sand adnd gravel aquifers,Unconsolidated sand and gravel aquifers
4265.aqname,Hawaiian Sdeimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
1026.aqname,Pacific Northweslt basin-fill aquifers,Pacific Northwest basin-fill aquifers
2388.rockname,Cabronate-rock aquifers,Carbonate-rock aquifers
631.rockname,Unconsoliwdated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2164.rockname,Unconsolidated sand and gravle aquifers,Unconsolidated sand and gravel aquifers
1772.rocktype,472,400
2942.rockname,Semiconsolidted sand aquifers,Semiconsolidated sand aquifers
221.shapearea,46.2714378139,0.01954359612
3551.rockname,hCarbonate-rock aquifers,Carbonate-rock aquifers
4327.rockname,Igneous and metamorphic-rock aqxuifers,Igneous and metamorphic-rock aquifers
753.rocktype,181,100
2794.rockname,Unconsolidate dsand and gravel aquifers,Unconsolidated sand and gravel aquifers
3626.rockname,Unconsolidated sand and gravl aquifers,Unconsolidated sand and gravel aquifers
889.rockname,Unconsolidvated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
4380.rockname,Igneous and metamorphic-ock aquifers,Igneous and metamorphic-rock aquifers
3538.aqname,Coastal lowlands aquifer sytsem,Coastal lowlands aquifer system
2571.rockname,Carbonate-rock aquifes,Carbonate-rock aquifers
772.rockname,Unconsolidtaed sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3187.rockname,Unconsolidated sand and hgravel aquifers,Unconsolidated sand and gravel aquifers
2188.rockname,Uncnsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1839.rocktype,149,100
2910.rockname,Unconsolidated sand andgravel aquifers,Unconsolidated sand and gravel aquifers
4204.aqname,Hawaiiean Sedimentary deposit aquifers,Hawaiian Sedimentary deposit aquifers
153.objectid,8.0,153
1079.aqname,Nnorthern Rocky Mountains Intermontane Basins aquifer system,Northern Rocky Mountains Intermontane Basins aquifer system
103.shapeleng,61.2794868582,2.33020107267
3836.aqname,Coastal lowlaends aquifer system,Coastal lowlands aquifer system
1580.aqname,Pennslyvanian aquifers,Pennsylvanian aquifers
2440.aqname,Northern Atlantic Coastal Plain aquifer sstem,Northern Atlantic Coastal Plain aquifer system
4536.aqname,Otehr rocks,Other rocks
3021.aqcode,162,101
106.aqname,Puget Sound aquifer system,Other rocks
14.shapearea,3.0307168E-4,0.00285737751
1645.rockname,Carboante-rock aquifers,Carbonate-rock aquifers
427.aqname,Lower Tertiary aquifers,Pacific Northwest basaltic-rock aquifers
564.shapeleng,2.62787756083,0.03777437424
249.shapearea,22.5365375988,0.07313240219
3831.rockname,Carbonate-rock aquiers,Carbonate-rock aquifers
561.shapeleng,0.05899403906,0.53653494903
2904.rockname,Unconsolidated sand adn gravel aquifers,Unconsolidated sand and gravel aquifers
2684.aqcode,109,101
2747.rockname,Unconsolidated sand and gravel aquifesr,Unconsolidated sand and gravel aquifers
2206.aqcode,479,401
218.shapeleng,35.2860867019,0.17559853002
66.rocktype,100.0,300
345.aqname,Lower Tertiary aquifers,Surficial aquifer system
4242.rockname,Igneous and metmaorphic-rock aquifers,Igneous and metamorphic-rock aquifers
4533.rockname,Unconsolidated and and gravel aquifers,Unconsolidated sand and gravel aquifers
276.objectid,2.0,276
52.aqcode,999.0,105
2005.rocktype,470,400
379.shapeleng,1.31336979544,0.58659049707
366.shapeleng,271.57011945,0.07039123787
185.shapeleng,0.64274561535,0.2011113091
3447.aqcode,493,401
1869.rockname,Crabonate-rock aquifers,Carbonate-rock aquifers
2280.rockname,Unconsolidated sand and gravel aqufers,Unconsolidated sand and gravel aquifers
3034.rocktype,135,100
3964.rockname,Unconsolidated sand adn gravel aquifers,Unconsolidated sand and gravel aquifers
1146.rocktype,103,100
833.aqname,Other rocmks,Other rocks
231.shapeleng,7.60187630707,1.70582056424
3479.aqname,Surficial aquifer ssytem,Surficial aquifer system
3953.aqname,Othre rocks,Other rocks
390.shapearea,0.01778996879,0.00431214982
511.shapeleng,2.62787756083,0.01965720919
798.rockname,Unconsolidated sand and rgravel aquifers,Unconsolidated sand and gravel aquifers
1750.aqname,Other brocks,Other rocks
1572.rockname,Unconsolidated sanda nd gravel aquifers,Unconsolidated sand and gravel aquifers
2151.rockname,Unconsolidated sand wand gravel aquifers,Unconsolidated sand and gravel aquifers
2022.rockname,Unconsolidaed sand and gravel aquifers,Unconsolidated sand and gravel aquifers
734.rocktype,129,100
3511.rockname,Semiconsolidated sand aquifrs,Semiconsolidated sand aquifers
2523.aqcode,119,101
1822.rockname,Sandstone aquifesr,Sandstone aquifers
2099.aqcode,456,401
3468.rockname,Unconsolidated sand an dgravel aquifers,Unconsolidated sand and gravel aquifers
3340.aqname,tOther rocks,Other rocks
1880.rocktype,462,400
104.shapearea,0.031690302,0.04759310473
359.shapearea,0.00381309877,4.8126902E-4
461.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Other rocks
4128.rockname,Unconsolidated sand and gravl aquifers,Unconsolidated sand and gravel aquifers
2072.rockname,Unconsolidated sand tand gravel aquifers,Unconsolidated sand and gravel aquifers
4268.aqname,Hawaiian Sedimentary deposit quifers,Hawaiian Sedimentary deposit aquifers
498.shapeleng,61.2794868582,0.02466991836
873.aqname,Other rjocks,Other rocks
1003.aqname,Pacifc Northwest basaltic-rock aquifers,Pacific Northwest basaltic-rock aquifers
3353.aqname,Other rocs,Other rocks
2077.rocktype,132,100
2678.rockname,Carbonate-rock aqduifers,Carbonate-rock aquifers
2018.aqcode,406,401
3407.aqname,Edwadrs-Trinity aquifer system,Edwards-Trinity aquifer system
181.aqname,Lower Cretaceous aquifers,Northern Rocky Mountains Intermontane Basins aquifer system
1615.rockname,Igneous and metamorpic-rock aquifers,Igneous and metamorphic-rock aquifers
1504.rocktype,160,100
3788.aqname,Coastal lowlancds aquifer system,Coastal lowlands aquifer system
2081.rocktype,475,400
1985.rocktype,411,400
469.aqname,Lower Tertiary aquifers,Other rocks
3733.aqname,Coastalp lowlands aquifer system,Coastal lowlands aquifer system
1069.rockname,Carbonater-ock aquifers,Carbonate-rock aquifers
3912.rockname,Carbonate-rock qauifers,Carbonate-rock aquifers
407.shapearea,0.07438600542,0.01604166127
1869.aqcode,482,401
2414.rockname,Sandston aquifers,Sandstone aquifers
123.shapeleng,0.12444068585,0.20225427961
3519.aqname,Coastal lowlands aquifersystem,Coastal lowlands aquifer system
2645.rockname,Cabrbonate-rock aquifers,Carbonate-rock aquifers
3649.aqname,Coastal lowlands aquifer sysrtem,Coastal lowlands aquifer system
160.aqname,Lower Tertiary aquifers,Other rocks
3121.aqname,Other rocsk,Other rocks
1969.rocktype,184,100
56.shapeleng,2.62787756083,0.47347276332
1344.aqname,Ppaleozoic aquifers,Paleozoic aquifers
4574.rockname,Unconsolidate sand and gravel aquifers,Unconsolidated sand and gravel aquifers
3729.aqname,Coasta llowlands aquifer system,Coastal lowlands aquifer system
558.shapeleng,45.3865380162,0.68609245062
2904.aqcode,109,101
375.aqname,Puget Sound aquifer system,Columbia Plateau basin-fill aquifers
119.aqname,Northern Rocky Mountains Intermontane Basins aquifer system,Pacific Northwest basaltic-rock aquifers
344.rocktype,600.0,100
431.objectid,19.0,362
3785.rockname,Carbonae-rock aquifers,Carbonate-rock aquifers
3142.rockname,Uconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
2926.rockname,Sandstone and carobnate-rock aquifers,Sandstone and carbonate-rock aquifers
98.rocktype,178,100
503.rocktype,300.0,999
1404.rockname,Unconsolidated sand and gravelaquifers,Unconsolidated sand and gravel aquifers
284.shapeleng,7.60187630707,0.81289122047
62.aqname,Silurian-Devonian aquifers,Puget Sound aquifer system
558.rocktype,100.0,600
362.rocktype,300.0,600
376.rocktype,300.0,999
192.aqcode,112.0,304
2901.aqname,Ohter rocks,Other rocks
1303.aqname,Paleozoic aqufiers,Paleozoic aquifers
3934.rockname,Carbonate-rocck aquifers,Carbonate-rock aquifers
3794.aqname,Coastal lowlands aquife rsystem,Coastal lowlands aquifer system
3210.rockname,Unconsolidated saxnd and gravel aquifers,Unconsolidated sand and gravel aquifers
1315.rockname,Igneous and metamorphi-rock aquifers,Igneous and metamorphic-rock aquifers
397.shapearea,0.01499092116,0.00420228576
1250.rockname,Unconsolidated sand anpd gravel aquifers,Unconsolidated sand and gravel aquifers
247.shapearea,46.2714378139,1.4149405E-4
441.shapeleng,12.2975702626,0.0409044836
359.aqname,Pacific Northwest basin-fill aquifers,Hawaiian Sedimentary deposit aquifers
3712.aqname,Coastl lowlands aquifer system,Coastal lowlands aquifer system
210.shapearea,0.07438600542,0.01146712447
731.aqname,New York and New England crabonate-rock aquifers,New York and New England carbonate-rock aquifers
108.shapeleng,0.23195370575,0.24073717446
585.shapearea,3.012388E-5,9.37132E-5
1473.aqname,Other rcks,Other rocks
263.aqname,Puget Sound aquifer system,Cambrian-Ordovician aquifer system
193.shapearea,22.5365375988,0.00835715806
4563.rockname,Unconsolidated sanxd and gravel aquifers,Unconsolidated sand and gravel aquifers
903.rocktype,171,100
1625.aqcode,137,101
983.aqname,Other rockqs,Other rocks
2376.rockname,Unconsolidated sand and gravel aquifres,Unconsolidated sand and gravel aquifers
1917.aqname,Pacific Northwest basin-fill aquiferrs,Pacific Northwest basin-fill aquifers
2247.aqname,Other ruocks,Other rocks
3012.rocktype,191,100
368.shapeleng,0.32106460835,2.43656252439
460.rocktype,300.0,999
2596.aqname,Northern Atlantic Coasatl Plain aquifer system,Northern Atlantic Coastal Plain aquifer system
1020.rockname,Carbosnate-rock aquifers,Carbonate-rock aquifers
142.shapearea,0.07438600542,0.01730756362
43.shapearea,0.00421440549,0.00226899726
338.aqcode,314.0,111
3843.aqname,lForidan aquifer system,Floridan aquifer system
2969.rockname,Uqnconsolidated sand and gravel aquifers,Unconsolidated sand and gravel aquifers
1526.aqname,Other rcks,Other rocks
2624.rockname,Unconsolidated sand andg ravel aquifers,Unconsolidated sand and gravel aquifers
2100.rocktype,140,100
339.objectid,22.0,4019
311.aqname,Silurian-Devonian aquifers,Other rocks
371.rocktype,999.0,600
2517.aqname,Valleay and Ridge carbonate-rock aquifers,Valley and Ridge carbonate-rock aquifers
