indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,gAe,1.0,35-44 years,1.32,1993.0,20.0,35-44 eyars,3.2,15.5,...***
Death rate for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,1.0,35-44 years,1.32,1983.0,21.0,53-44 years,3.2,15.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,wAge,1.0,All persons,1.32,2004.0,22.0,35-44 yvears,3.2,15.3,...
Deathr ates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,1999.0,2.0,35-44 yeasr,3.2,14.3,..k.
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,1984.0,24.0,35-44 years,0.0,14.5,..
Death ratesf or suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,1995.0,25.0,35-44 yeasr,3.2,14.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,35-44 years,32.32,1980.0,26.0,35-44 yearws,3.2,15.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,35-44 years,24.32,2003.0,18.0,35-44 years,0.0,15.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,1991.0,28.0,35-4q4 years,3.2,15.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,35-44 years,49.32,1980.0,29.0,3-44 years,3.2,15.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Agde,1.0,35-44 years,98.32,2006.0,7.0,3-544 years,3.2,15.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.32,2007.0,5.0,3544 years,3.2,15.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,1960.0,32.0,3-44 years,3.2,15.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.32,2009.0,8.0,35y-44 years,3.2,16.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,35-44 years,92.32,1980.0,34.0,35-44 years,0.0,16.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,35-44 years,77.32,1984.0,35.0,35-44c years,3.2,16.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,0.0,1981.0,36.0,35-44 years,0.0,16.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.32,1970.0,37.0,35-4 years,3.2,16.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,35-44 years,41.32,1991.0,38.0,35-4 years,3.2,16.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,1987.0,39.0,35-44 yeras,3.2,17.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,2016.0,39.0,35-44 yaers,3.2,17.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.32,1980.0,41.0,35-44 yeasr,3.2,17.9,...
Death rates for osuicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,35-44 years,26.32,1994.0,42.0,35-44a years,3.2,18.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1950.0,60.0,45-6 years,4.0,23.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,1.4,1999.0,2.0,45-64 years,0.0,22.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1970.0,54.0,s45-64 years,4.0,20.6,...
Death rateus for suicide,"Deaths per 100,000 resident population, crude",1.0,Total,1.0,45-64 years,1.4,1980.0,14.0,45-64 years,0.0,15.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,1.4,1993.0,5.0,4e5-64 years,4.0,16.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,45-64 years,1.4,1992.0,6.0,45-6o4 years,4.0,16.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,1.4,1970.0,7.0,45-64 years,0.0,16.4,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,2.1,1996.0,8.0,45-64 years,0.0,16.8,...
Deah rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,45-64 years,21.4,1984.0,9.0,45-64h years,4.0,16.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Axge,1.0,All persons,1.4,1980.0,10.0,45-64c years,4.0,16.8,..
Death artes for suicide,"Deaths per 100,000 resident population, crude",1.0,Agse,1.0,45-64 years,16.4,1970.0,11.0,45-64 years,0.0,16.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1982.0,12.0,45-64 kyears,4.0,15.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,10.4,1989.0,4.0,4u5-64 years,4.0,15.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.4,1986.0,14.0,45r-64 years,4.0,15.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.4,1981.0,15.0,45-64 years,0.0,15.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,81.4,1993.0,16.0,45-c64 years,4.0,14.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,45-64 years,22.4,1987.0,17.0,54-64 years,4.0,14.5,j...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,44.4,1994.0,6.0,4-564 years,4.0,13.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1991.0,19.0,45-64 yeras,4.0,13.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,56.4,1996.0,6.0,45-64 years,0.0,14.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,47.4,1960.0,21.0,456-4 years,4.0,14.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,47.4,1980.0,22.0,45-64 years,0.0,13.9,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1980.0,23.0,4-64 years,4.0,13.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.4,2000.0,11.0,45-64 eyars,4.0,13.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.4,2001.0,33.0,45-6 4years,4.0,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,2002.0,39.0,45-64 years,0.0,14.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.4,2003.0,8.0,4564 years,4.0,15.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1992.0,28.0,4-64 years,4.0,15.4,..
Death rates for suicied,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1980.0,29.0,45-64y ears,4.0,15.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.4,1960.0,30.0,45-64 yars,4.0,16.0,...***
Death rates sfor suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1980.0,31.0,4564 years,4.0,16.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1960.0,32.0,45-64 years,0.0,17.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,45-64 years,21.4,1960.0,33.0,45-64 years,0.0,17.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,2010.0,2.0,45-46 years,4.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,77.4,1994.0,35.0,45-64 yeas,4.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,31.4,1991.0,36.0,45-64 yaers,4.0,19.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-64 years,98.4,2013.0,11.0,5-64 years,4.0,19.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1989.0,38.0,45-64years,4.0,19.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.4,2015.0,1.0,45-64years,4.0,19.6,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Ae,1.0,All persons,1.4,2016.0,5.0,45-64 yeayrs,4.0,19.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.4,1993.0,41.0,45-64 years,0.0,19.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Agre,1.0,45-64 years,22.4,1950.0,42.0,5-64 years,4.0,20.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Agze,1.0,All persons,1.41,1950.0,1.0,45-54years,4.1,20.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1960.0,2.0,45-54 years,0.0,20.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1993.0,3.0,54-54 years,4.1,20.0,...
Deathrates for suicide,"Deaths per 100,000 resident population, crude",1.0,gAe,1.0,All persons,1.41,2001.0,4.0,45-54 years,0.0,15.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,1.41,1984.0,5.0,45-54 years,0.0,16.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,fAge,1.0,45-54 years,1.41,1960.0,6.0,45-54u years,4.1,16.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,1.41,1987.0,7.0,45-54 yearcs,4.1,16.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,46.41,1984.0,8.0,45-54 years,0.0,16.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.41,1999.0,9.0,54-54 years,4.1,15.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,pAge,1.0,All persons,1.41,1989.0,10.0,45-54 years,0.0,16.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,lAge,1.0,All persons,1.41,1987.0,11.0,45-54years,4.1,16.1,...
Death rateas for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1988.0,44.0,45-54 yaers,4.1,14.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1987.0,13.0,455-4 years,4.1,14.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,gAe,1.0,All persons,1.41,1993.0,14.0,45-54 years,0.0,14.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,1.41,1960.0,15.0,45-54 eyars,4.1,15.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,1.41,1999.0,16.0,45-54 years,0.0,14.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1970.0,17.0,s45-54 years,4.1,14.4,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1996.0,18.0,45-4 years,4.1,14.2,...
Death rates fory suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1995.0,23.0,45-54 yeras,4.1,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,pAge,1.0,All persons,1.41,1981.0,20.0,5-54 years,4.1,14.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,56.41,1997.0,25.0,45-54 yeras,4.1,14.5,a...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1983.0,22.0,45-54y ears,4.1,14.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,fAge,1.0,45-54 years,68.41,1999.0,10.0,4-554 years,4.1,13.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,1.41,2000.0,14.0,45b-54 years,4.1,14.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Ahge,1.0,45-54 years,50.41,1981.0,25.0,45-54 years,0.0,15.1,..s.
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,2002.0,23.0,45-54 yeras,4.1,15.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1987.0,27.0,45-54 years,0.0,15.9,...
Deatyh rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,2004.0,1.0,45-4 years,4.1,16.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,45-54 years,59.41,2005.0,25.0,45-54 yeards,4.1,16.5,...
Death ratse for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1982.0,30.0,45-54 yehars,4.1,17.2,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,1980.0,31.0,45-54years,4.1,17.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,1.0,All persons,1.41,1991.0,32.0,45-54 eyars,4.1,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,95.41,1950.0,33.0,45-54 yars,4.1,19.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,15.41,1983.0,34.0,45-54 yeasr,4.1,19.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Ae,1.0,45-54 years,98.41,2001.0,35.0,45-54 yeasr,4.1,19.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,rAge,1.0,All persons,1.41,1970.0,36.0,5-54 years,4.1,20.0,...
Death artes for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.41,2013.0,25.0,45-54 yeras,4.1,19.7,...
Deatzh rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,45-54 years,40.41,1960.0,38.0,45-54 ears,4.1,20.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,45-54 years,86.41,1982.0,39.0,45-54 yeasr,4.1,20.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,gAe,1.0,All persons,1.41,2016.0,5.0,z45-54 years,4.1,19.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.41,2017.0,20.0,45-4 years,4.1,20.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Agpe,1.0,All persons,1.41,1980.0,42.0,45-4 years,4.1,20.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,55-64 years,1.42,2004.0,1.0,55-64 years,0.0,26.8,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,55-64 years,1.42,1986.0,2.0,55-64 years,0.0,23.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,55-64 years,1.42,1960.0,3.0,55-64 eyears,4.2,21.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,55-64 years,1.42,1980.0,18.0,55-64 yeards,4.2,15.9,...
Death rate sfor suicide,"Deaths per 100,000 resident population, crude",1.0,Agee,1.0,55-64 years,9.42,1984.0,5.0,f55-64 years,4.2,16.4,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.42,1982.0,77.0,55-64 years,0.0,17.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,Male,0.0,1950.0,7.0,55-64 years,0.0,16.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1984.0,36.0,55-64 hyears,4.2,17.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.42,1985.0,107.0,55-64 years,0.0,16.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.42,1970.0,10.0,55-64 ryears,4.2,17.2,...
Detah rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,55-64 years,29.42,1987.0,11.0,55-64d years,4.2,16.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,55-64 years,98.42,1988.0,104.0,55-64 years,0.0,15.8,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1989.0,83.0,55-64 yaers,4.2,15.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1982.0,14.0,55-64 years,0.0,16.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1993.0,15.0,55-64 years,0.0,15.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Agte,1.0,All persons,1.42,2001.0,16.0,55-64 yars,4.2,14.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,55-64 years,35.42,1987.0,17.0,55-64 years,0.0,14.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Aeg,1.0,All persons,1.42,1970.0,18.0,55r-64 years,4.2,13.3,...
Detah rates for suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,55-64 years,44.42,1986.0,19.0,55-64 years,0.0,13.2,...
Death ratebs for suicide,"Deaths per 100,000 resident population, crude",1.0,Ae,1.0,All persons,1.42,2004.0,20.0,55-64 yeasr,4.2,13.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,55-64 years,11.42,1991.0,21.0,55-64y ears,4.2,13.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1998.0,23.0,55-64 years,0.0,12.9,..v.
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,55-64 years,18.42,1999.0,20.0,55-6 4years,4.2,12.2,...***
Death rates ofr suicide,"Deaths per 100,000 resident population, crude",1.0,ge,1.0,All persons,1.42,1996.0,24.0,55-64 ycears,4.2,12.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Ae,1.0,All persons,1.42,2001.0,3.0,5-64 years,4.2,13.2,...
Death rates forsuicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,2.1,1950.0,26.0,55-64 years,0.0,13.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1993.0,27.0,55-64 yuears,4.2,13.7,...
eDath rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1980.0,28.0,55-64 yars,4.2,13.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",1.0,Age,0.0,All persons,1.42,1981.0,29.0,55-64 yars,4.2,13.7,...
