OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MCDName,TotalStructures_072014,LikelyOccupied_072014,PotentiallyVacant_072014,LikelyVacant_072014,VeryLikelyVacant_072014,TotalStructures_112014,LikelyOccupied_112014,PotentiallyVacant_112014,LikelyVacant_112014,VeryLikelyVacant_112014,TotalStructures_052015,LikelyOccupied_052015,PotentiallyVacant_052015,LikelyVacant_052015,VeryLikelyVacant_052015,GlobalID,Shape_STArea__,Shape_STLength__
5149,26,163,536100,1007,261635361001007,Block 1007,Detroit,28,18,5,0,5,28,18,5,0,5,28,19,4,1,4,10065f89-baf9-4e76-af6c-675e527e4240,251241.26093429,2345.57779004387
5150,26,163,536100,4003,261635361004003,Block 4003,Detroit,30,16,1,4,9,30,14,3,4,9,30,11,3,8,8,4c5fd127-0096-4022-bf85-8b22cda33601,261117.757846725,2376.87775247442
5151,26,163,536300,2007,261635363002007,Block 2007,Detroit,14,10,2,1,1,14,11,1,0,2,14,11,1,0,2,9f3826e2-5c3a-4a79-ab14-297ff88b241c,124625.691752564,1410.45278452849
5152,26,163,536300,2006,261635363002006,Block 2006,Detroit,11,7,0,0,4,11,7,0,0,4,12,7,0,3,2,f7a6b33e-83e4-45d8-9325-8234d8e4d28b,125690.824035817,1429.74817901897
5153,26,163,530200,4000,261635302004000,Block 4000,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,d3c18be0-c1fa-4bd4-806a-8fe6c7477558,2588178.84955255,6478.38502768948
5154,26,163,530200,4003,261635302004003,Block 4003,Detroit,25,19,2,0,4,25,19,2,0,4,25,19,2,0,4,9f293549-ec65-4b2e-b0e1-0cfd0c0d7285,292153.573257287,2457.36592773305
5155,26,163,530200,4013,261635302004013,Block 4013,Detroit,15,6,1,0,8,15,6,1,2,6,15,6,1,2,6,07419d8f-6877-46f4-a9aa-594c388b3f4d,103649.804447552,1304.99485246446
5156,26,163,535100,2001,261635351002001,Block 2001,Detroit,33,26,2,4,1,33,26,2,3,2,33,28,3,1,1,bc768b8e-5bea-476a-8f03-86a069f59bde,286031.785684766,2400.53072347284
5157,26,163,535100,2010,261635351002010,Block 2010,Detroit,36,23,3,3,7,36,23,3,4,6,36,20,5,5,6,43a9221f-02ee-4e98-8d3b-0d482d925e20,282041.126802217,2376.12845330083
5158,26,163,545300,1000,261635453001000,Block 1000,Detroit,9,2,0,1,6,9,2,0,1,6,9,2,0,0,7,24a675f7-1339-40ac-9e6a-829b75706c83,190463.16232615,1925.91167012049
5159,26,163,535400,2007,261635354002007,Block 2007,Detroit,36,32,3,1,0,36,33,2,1,0,36,27,6,3,0,bb90f7bf-ef54-425a-907a-77191020fa63,251693.38352206,2331.19496948622
5160,26,163,535400,2006,261635354002006,Block 2006,Detroit,37,25,4,3,5,37,24,5,3,5,37,20,8,3,6,5cc3e997-58d2-44d4-a1cf-c014ff6fe281,251335.854257727,2330.37631397716
5161,26,163,535500,1004,261635355001004,Block 1004,Detroit,24,20,2,1,1,24,21,0,2,1,24,18,5,0,1,f2af7a16-71f8-4a37-b8ce-74a0fca98244,257267.15866396,2319.13405931943
5162,26,163,535500,1005,261635355001005,Block 1005,Detroit,26,22,1,2,1,26,22,1,2,1,26,21,1,2,2,268098a1-5c4a-4d94-b3fd-aa78d583eafa,273163.307549516,2427.75285018605
5163,26,163,535400,1020,261635354001020,Block 1020,Detroit,6,4,1,1,0,6,4,1,1,0,6,4,0,2,0,51b6cc92-da95-41ba-b1a9-39234de604f4,468286.215573483,2657.00624030098
5164,26,163,535500,2006,261635355002006,Block 2006,Detroit,35,27,5,3,0,35,27,5,3,0,35,28,4,3,0,18931a86-1839-490f-9795-c743c9a5bf47,269721.905559157,2349.76691854125
5165,26,163,535500,3003,261635355003003,Block 3003,Detroit,36,23,3,2,8,36,23,3,2,8,36,22,5,2,7,61b5a501-b740-4de7-a5ad-27e10b8bb446,269085.682339772,2348.26715114947
5166,26,163,535500,2003,261635355002003,Block 2003,Detroit,33,22,4,1,6,33,21,5,1,6,33,25,2,1,5,3cf6eefa-ebfe-46a1-8325-7d0907eae450,283170.993429429,2383.3635465971
5167,26,163,545600,1000,261635456001000,Block 1000,Detroit,33,29,2,2,0,33,29,2,2,0,33,30,1,2,0,49b2f834-a94d-4c91-8414-5fdf281c5d11,419720.446577878,3274.55985697888
5168,26,163,535500,3000,261635355003000,Block 3000,Detroit,27,15,2,2,8,27,15,2,2,8,27,12,4,2,9,ceaebcb6-e355-46e6-9833-d9d820c33ab9,1470618.49969514,5585.20093317313
5169,26,163,537200,1011,261635372001011,Block 1011,Detroit,19,9,0,2,8,19,9,0,1,9,16,7,1,0,8,7873b52f-6f67-40b4-b4c8-d11db153ccda,192680.596156474,1903.30674024399
5170,26,163,522000,1078,261635220001078,Block 1078,Detroit,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,cd503fb8-7f46-4bdb-b715-7e0af3d66e9f,275880.252531819,2117.73590699986
5171,26,163,521900,3052,261635219003052,Block 3052,Detroit,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,f7e31dc2-1a9f-4293-8c53-2c16d5360d81,170058.414090544,1762.11793579959
5172,26,163,522000,1013,261635220001013,Block 1013,Detroit,4,3,1,0,0,4,3,1,0,0,4,3,1,0,0,12284b8c-ca50-495c-b021-1f62bbd1278d,237156.867600642,2371.57918607037
5173,26,163,521900,3013,261635219003013,Block 3013,Detroit,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,660bce07-1262-4df6-80c9-f32759776ecd,109042.14526719,1344.61303473575
5174,26,163,521900,3029,261635219003029,Block 3029,Detroit,8,5,0,2,1,8,5,0,2,1,8,5,1,1,1,93ed236c-e956-4333-a26e-cea901b62638,93212.4115507283,1227.74114959294
5175,26,163,521900,3012,261635219003012,Block 3012,Detroit,2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,aabd3d87-e9f3-44c7-99c1-fcef2eb37891,106092.158845924,1334.46035369708
5176,26,163,522000,1035,261635220001035,Block 1035,Detroit,7,5,1,1,0,7,5,1,1,0,7,5,1,0,1,06cce03a-3887-4782-adcf-2b853b1f3400,248339.871684226,2107.85964483994
5177,26,163,521900,3068,261635219003068,Block 3068,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a469cfb8-192b-4180-be1b-5e02ac7bb7f6,86505.5882966653,1228.51567437887
5178,26,163,522400,2007,261635224002007,Block 2007,Detroit,6,6,0,0,0,6,6,0,0,0,6,5,1,0,0,2e63a911-cf65-4f6f-8812-e058ba6063b9,251871.765056934,2270.57698981435
5179,26,163,532700,1008,261635327001008,Block 1008,Detroit,22,8,5,0,9,24,10,5,0,9,24,11,4,3,6,94f1dbd3-014a-4185-b1a9-d047615f0e27,231451.619930499,2297.60161054405
5180,26,163,532700,2005,261635327002005,Block 2005,Detroit,22,11,2,6,3,22,11,2,5,4,25,13,3,5,4,78cd74d9-510d-4e6e-8940-530c9833459f,203757.236506994,2088.75333579423
5181,26,163,520200,2018,261635202002018,Block 2018,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4f6227f4-d3bc-4d45-9490-ee224f3e1a76,55867.8805384993,1097.41416730255
5182,26,163,520200,2019,261635202002019,Block 2019,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5be8f356-c451-4aca-a485-6d7a724aeb6d,111543.172257811,2254.32914042659
5183,26,163,520200,2013,261635202002013,Block 2013,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2fbaef2c-6d33-4cce-986c-de5debe18728,506764.592459235,2862.2292615811
5184,26,163,521900,3071,261635219003071,Block 3071,Detroit,8,7,1,0,0,8,7,1,0,0,8,7,1,0,0,c5262338-4159-4b58-9df1-1061df47c1a3,228863.00216921,1926.10101149306
5185,26,163,522000,1043,261635220001043,Block 1043,Detroit,6,6,0,0,0,6,6,0,0,0,6,4,2,0,0,46a581b3-0efc-4779-a985-4a1997bd18d0,75884.2988571508,1131.87958699311
5186,26,163,520200,1004,261635202001004,Block 1004,Detroit,8,7,1,0,0,8,7,1,0,0,8,7,1,0,0,908823de-4717-49c5-b83b-6deccdbd5e35,418632.7416207,2694.09573364887
5187,26,163,521800,1001,261635218001001,Block 1001,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dbb97e3c-e576-4c3f-9b7a-8163f7291bc4,198970.778899664,5053.67113678752
5188,26,163,533900,3003,261635339003003,Block 3003,Detroit,22,20,2,0,0,22,20,2,0,0,22,19,3,0,0,12d4a56a-d4a7-4b7f-bd66-d787a904226d,316134.006935028,2506.92988590498
5189,26,163,511400,1030,261635114001030,Block 1030,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db11c152-b34d-4b2b-ba8c-04ea77442704,184291.551043201,5404.04975976748
5190,26,163,501200,1031,261635012001031,Block 1031,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ffde52a8-a5f5-4248-ba22-3ca5ce324574,10612.4305412983,560.737533501992
5191,26,163,501200,1017,261635012001017,Block 1017,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b4e14f04-be4b-4966-8aef-f8a3ecde23bf,49684.0732738235,1099.77245822461
5192,26,163,501200,1030,261635012001030,Block 1030,Detroit,4,2,0,0,2,4,2,0,0,2,4,1,0,3,0,3c59663b-bc7f-4b10-837d-aa6926b92ec5,97689.8521613107,1240.42011445047
5193,26,163,501300,5030,261635013005030,Block 5030,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cace9f58-9b65-4ddc-87ca-6aeb95141c3b,23037.0418544019,770.174671262856
5194,26,163,501300,5010,261635013005010,Block 5010,Detroit,10,7,2,1,0,10,6,3,1,0,10,9,0,0,1,8ce6f914-41ce-4830-a037-18fad95f7c8b,89728.9379042544,1203.83982315985
5195,26,163,515200,1018,261635152001018,Block 1018,Detroit,4,3,1,0,0,4,3,1,0,0,4,3,1,0,0,fa463d59-3906-4154-8506-f7d8cbf0da43,87055.5417484458,1180.34464126829
5196,26,163,515400,2012,261635154002012,Block 2012,Detroit,14,11,2,0,1,14,13,0,0,1,14,13,0,0,1,a61acee5-576e-452a-bb33-629b86633832,179721.438118687,1698.3444150123
5197,26,163,515300,1008,261635153001008,Block 1008,Detroit,25,17,2,2,4,26,16,4,2,4,26,16,4,0,6,df2b79f6-6b7a-44ac-ba7f-83e83b778773,280416.328997942,2195.48996774072
5198,26,163,515300,1006,261635153001006,Block 1006,Detroit,4,3,0,0,1,4,3,0,1,0,4,3,0,1,0,b55a9a8a-77a1-4991-80bc-a0e19d32d9ce,166702.578121734,1633.29803008548
5199,26,163,515400,2014,261635154002014,Block 2014,Detroit,12,11,1,0,0,12,11,1,0,0,12,9,3,0,0,3d9c949f-5727-49bb-ab6b-577be6c08b00,303433.127803499,2335.58021587751
5200,26,163,985500,1005,261639855001005,Block 1005,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cd1b19aa-8ef7-4e67-8eae-75d841b2fbd0,694493.101272158,11085.4591018795
5201,26,163,517200,2048,261635172002048,Block 2048,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85cc2e22-da1d-45ea-9df0-1419064909dc,114117.806628925,1422.07754821331
5202,26,163,517200,2038,261635172002038,Block 2038,Detroit,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,be30c51f-97ac-4996-8f54-93e33e927bcf,96633.5299140913,1263.53163618399
5203,26,163,517200,2046,261635172002046,Block 2046,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,e696c1bd-33fa-415a-bb5b-e19c64c8121f,85486.6824592089,1228.60368220194
5204,26,163,518900,1079,261635189001079,Block 1079,Detroit,6,4,0,1,1,6,4,0,1,1,6,4,0,1,1,36815612-8fed-4d8e-9548-2726f65bee37,88128.234937326,1260.59168681693
5205,26,163,542600,3015,261635426003015,Block 3015,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165b3498-5497-49d4-bdf0-959b1e6c01bd,224821.707865765,7300.24022956154
5206,26,163,537300,2024,261635373002024,Block 2024,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7610f62a-da12-4186-a68a-48283678008b,60564.9314084517,2362.61436388557
5207,26,163,534700,4028,261635347004028,Block 4028,Detroit,23,21,1,1,0,23,20,2,1,0,23,20,2,1,0,966683e4-3873-4a91-9944-ba819b26764f,177952.684864662,1863.53923829548
5208,26,163,545600,1010,261635456001010,Block 1010,Detroit,12,10,1,0,1,12,10,1,0,1,12,10,2,0,0,544eed75-3577-4dd7-97e3-da771325c085,178489.731253355,1839.47955994706
5209,26,163,526100,1004,261635261001004,Block 1004,Detroit,28,26,1,1,0,28,26,1,0,1,29,27,1,0,1,e44e0531-6b2b-45fc-8910-a0b3b1acb387,224956.43139654,2118.39075539851
5210,26,163,526000,1002,261635260001002,Block 1002,Detroit,4,2,2,0,0,4,3,1,0,0,4,3,1,0,0,b4747aeb-8d46-4106-8545-62d5d8180b12,113079.800885415,1416.32108859761
5211,26,163,526100,1005,261635261001005,Block 1005,Detroit,26,21,2,2,1,26,21,2,2,1,26,21,2,2,1,f14ec608-8ccd-4fcd-a7f5-54379c5e0873,233835.395977498,2176.52527638951
5212,26,163,526200,1006,261635262001006,Block 1006,Detroit,53,35,4,3,11,53,34,5,3,11,53,34,4,6,9,e6957beb-aa70-411d-b603-529e746bddfc,291069.627979444,2587.32029984335
5213,26,163,526100,2012,261635261002012,Block 2012,Detroit,15,13,1,0,1,15,13,1,0,1,15,13,1,0,1,57ce060e-ea02-484d-b828-a0d5cb83b120,95608.9292318745,1243.71963536825
5214,26,163,526000,1000,261635260001000,Block 1000,Detroit,16,7,1,5,3,16,7,2,2,5,16,6,3,2,5,a3693483-9f04-4338-95b5-45c91d05b0f0,336680.308530678,2828.02502452971
5215,26,163,524500,1011,261635245001011,Block 1011,Detroit,10,7,0,2,1,10,7,0,2,1,11,7,0,3,1,fbc4f8a3-f8be-4eea-b664-bb24bee6899d,267807.210094094,2325.15652347809
5216,26,163,524500,1001,261635245001001,Block 1001,Detroit,4,4,0,0,0,4,3,1,0,0,4,3,1,0,0,e1c7b4d0-d6fe-4efe-8183-28caf285411e,1971029.8977469,7140.92146502678
5217,26,163,524900,1074,261635249001074,Block 1074,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eaa85461-889c-43f5-a0b2-5389fd2bb947,71802.4079378172,1088.53090643403
5218,26,163,524800,5010,261635248005010,Block 5010,Detroit,32,30,1,1,0,32,29,2,1,0,32,28,2,2,0,a8bcb06e-4fba-4d0d-80e7-30b46fcd884e,212186.699341421,2044.37584741946
5219,26,163,530300,2002,261635303002002,Block 2002,Detroit,30,18,6,2,4,30,18,6,1,5,30,17,6,2,5,3fb91698-65f9-4f53-a79c-d6f861a9bbbf,244553.43753362,2178.91100817119
5220,26,163,530300,3028,261635303003028,Block 3028,Detroit,23,14,1,1,7,23,13,2,1,7,23,13,2,1,7,23cc3eaf-33fd-4556-abd3-b93b63de4034,209591.580588737,1958.24167765811
5221,26,163,530300,2004,261635303002004,Block 2004,Detroit,21,11,5,2,3,21,10,6,1,4,21,11,5,1,4,347fb0e3-33de-46e4-9619-f75d1d9adc88,196205.41602022,1906.74802683225
5222,26,163,530300,3023,261635303003023,Block 3023,Detroit,20,12,2,1,5,20,12,2,1,5,20,11,3,1,5,9446c196-82d8-47c0-80dd-1dae3131804b,218738.265206788,1989.09857975391
5223,26,163,530300,2010,261635303002010,Block 2010,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b3b5a162-a42e-4d96-9937-935956e1750c,116157.969766759,3161.49327541082
5224,26,163,530200,1007,261635302001007,Block 1007,Detroit,38,33,1,0,4,38,33,1,0,4,38,35,0,1,2,d6063ce6-b0de-44b4-acc5-e824f8dce26b,284934.940823859,2387.58538236553
5225,26,163,530200,1000,261635302001000,Block 1000,Detroit,30,25,3,1,1,30,25,2,2,1,30,21,6,2,1,8da65ddf-a0ae-4062-9379-a987d4235644,259782.210251437,2324.93850563566
5226,26,163,530200,3003,261635302003003,Block 3003,Detroit,47,27,6,6,8,47,26,7,6,8,47,23,11,5,8,f6c5a528-3918-4600-80fd-458fbc82145a,344971.811206108,3094.16601303303
5227,26,163,530100,3008,261635301003008,Block 3008,Detroit,36,33,3,0,0,36,33,3,0,0,36,32,3,1,0,5bb6fb06-427b-47f8-910b-afe91d163231,336364.279905517,2521.68114887811
5228,26,163,530100,1008,261635301001008,Block 1008,Detroit,36,22,2,3,9,36,22,2,3,9,36,24,3,5,4,8c7684ae-025c-49f6-9113-25d33c4643dd,282940.32890155,2374.21986319121
5229,26,163,530300,3016,261635303003016,Block 3016,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b121e092-53f5-4902-9a15-54ed16aab6a7,154725.186439051,2989.08812866224
5230,26,163,530300,1013,261635303001013,Block 1013,Detroit,3,0,1,1,1,3,0,1,1,1,3,0,1,1,1,8780f58e-9862-428b-b55b-63c7d53308ba,657897.438657454,3300.1957141657
5231,26,163,530300,1005,261635303001005,Block 1005,Detroit,20,4,5,4,7,20,4,4,5,7,20,5,4,4,7,9f3bbad0-33fc-4355-baae-eba004de838b,244708.155682449,2175.85453659248
5232,26,163,530300,1014,261635303001014,Block 1014,Detroit,12,6,2,2,2,12,6,2,1,3,12,7,1,1,3,a7255695-26cd-4b31-b583-492354951552,406342.5997982,2781.72789232495
5233,26,163,535200,4009,261635352004009,Block 4009,Detroit,13,6,2,5,0,13,6,1,5,1,11,4,3,3,1,06c76b94-b3fc-4af1-a954-e959a970441f,170188.776606232,1747.46301791549
5234,26,163,534200,5005,261635342005005,Block 5005,Detroit,19,9,8,0,2,19,10,5,3,1,19,9,6,3,1,675f47f0-ed41-4b26-8437-6c0a67ab7a65,131920.367925209,1495.23740631293
5235,26,163,534200,5006,261635342005006,Block 5006,Detroit,16,8,2,1,5,16,8,2,1,5,16,6,4,2,4,1a1a0d65-2815-48a3-9826-672184c716b2,141993.482853569,2361.98162504867
5236,26,163,536600,1017,261635366001017,Block 1017,Detroit,16,9,2,1,4,16,9,2,1,4,16,8,3,1,4,225cfb8f-48d1-4834-a0af-e17cf5803774,141957.97994216,1562.20853083101
5237,26,163,538800,1019,261635388001019,Block 1019,Detroit,19,15,1,1,2,19,15,1,1,2,19,15,1,1,2,de2272d5-ac2b-4553-ad9e-fa5bca050b53,190715.926312303,1888.60649560651
5238,26,163,538800,1007,261635388001007,Block 1007,Detroit,23,19,3,1,0,23,20,2,1,0,23,20,2,1,0,fffde289-81b9-4fd9-999a-d479c837fb9c,192927.479489363,1903.98944638997
5239,26,163,538800,1018,261635388001018,Block 1018,Detroit,13,12,0,0,1,13,12,0,0,1,13,11,1,0,1,84305f79-f638-4706-a281-67e891a5288a,188625.784543631,1889.54771631335
5240,26,163,538700,2001,261635387002001,Block 2001,Detroit,30,22,5,2,1,30,21,5,3,1,30,22,5,3,0,95d9500e-e75e-4c11-93c9-330e2a76d66d,194244.44853714,1913.61328170623
5241,26,163,539400,2022,261635394002022,Block 2022,Detroit,22,15,7,0,0,22,15,6,1,0,22,19,3,0,0,25a9f1a2-9a1e-4522-90da-727f6f401c48,205198.293152713,1949.35281242607
5242,26,163,530100,1012,261635301001012,Block 1012,Detroit,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3633dc6d-0c75-42fb-b15d-35ce3c1a14e3,151289.960452402,3017.79381757063
5243,26,163,540200,6004,261635402006004,Block 6004,Detroit,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,c63d66e6-b428-47b9-914b-3b91f97e7548,189841.299531918,1898.67093022703
5244,26,163,540200,6016,261635402006016,Block 6016,Detroit,19,11,2,0,6,19,11,2,0,6,18,9,3,0,6,8ee6640d-b0b7-4d2a-a557-c375df17f368,198691.488403993,1905.40688597891
5245,26,163,540500,2002,261635405002002,Block 2002,Detroit,35,31,1,2,1,35,30,2,1,2,35,29,2,2,2,d729cbca-5f9f-477d-9af4-d08df33145d5,241764.987664086,2178.32394934423
5246,26,163,540500,1001,261635405001001,Block 1001,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2f6dd30c-d252-4b17-9943-f47b38da6870,110037.510704834,2704.5720850255
5247,26,163,540300,5007,261635403005007,Block 5007,Detroit,20,13,3,3,1,20,13,3,3,1,20,16,1,2,1,05155327-5925-4409-bf3f-676473b5a377,196362.494333858,1919.30275784741
5248,26,163,540300,5004,261635403005004,Block 5004,Detroit,17,16,0,1,0,17,15,1,1,0,17,14,1,2,0,4ca0e8ac-8a2c-4d44-ac71-1df17a56edbd,190744.386483222,1895.58670028397
5249,26,163,540400,4004,261635404004004,Block 4004,Detroit,21,19,0,2,0,21,19,1,1,0,21,19,1,0,1,4659cfb4-d5c7-4351-97a6-d8c93e1c672c,194927.218466994,1909.05916603715
5250,26,163,540400,4019,261635404004019,Block 4019,Detroit,62,30,13,5,14,62,29,15,4,14,62,31,13,7,11,bf57257b-cdba-47cb-9d91-58fae12d7d17,1365743.63255321,4700.57018488209
5251,26,163,540100,3001,261635401003001,Block 3001,Detroit,30,19,7,0,4,30,17,9,1,3,30,19,6,1,4,e30be248-c77b-47c1-8601-78a55729129c,210991.613909856,1960.01133248592
5252,26,163,540100,3000,261635401003000,Block 3000,Detroit,29,22,1,3,3,29,21,2,3,3,29,18,3,7,1,e8c88266-9615-4fe4-ab96-cef955246095,218676.690596812,1981.75177972427
5253,26,163,540200,4001,261635402004001,Block 4001,Detroit,28,17,2,0,9,28,14,5,0,9,28,17,1,4,6,02b7c96e-ac91-458c-ac8f-d123f161d844,186633.051003299,1873.07639856345
5254,26,163,540100,2005,261635401002005,Block 2005,Detroit,28,25,3,0,0,28,25,3,0,0,28,28,0,0,0,f8b4f87c-0e26-4b67-9926-4b94a30af089,402999.113662289,3246.83971256567
5255,26,163,540100,1023,261635401001023,Block 1023,Detroit,23,21,2,0,0,23,20,2,1,0,23,22,1,0,0,d8d0c49f-7b72-427a-925d-3107776cc3eb,208927.308051368,1953.1908241297
5256,26,163,538700,3013,261635387003013,Block 3013,Detroit,32,27,4,1,0,32,27,4,1,0,32,28,3,1,0,2a478630-e97f-43ee-b670-fa70637b41d6,199523.619033243,1919.5830959993
5257,26,163,538700,1003,261635387001003,Block 1003,Detroit,30,27,1,2,0,30,24,4,2,0,30,24,3,3,0,d3bec2b2-6c40-401f-878e-9689247f7224,193207.374900582,1905.66061884127
5258,26,163,538700,3010,261635387003010,Block 3010,Detroit,33,30,2,1,0,33,29,2,2,0,33,31,0,2,0,acabb579-e136-4a9b-bafe-755f4e2eb402,192583.652495186,1897.94092065221
5259,26,163,538700,3009,261635387003009,Block 3009,Detroit,21,19,1,1,0,21,19,1,1,0,21,18,3,0,0,62b815ca-d7de-487c-a9a6-ffd3a9f6a8b9,189308.019371767,1887.94504793242
5260,26,163,538700,1009,261635387001009,Block 1009,Detroit,23,15,4,4,0,23,15,4,4,0,23,20,0,3,0,829b6cb6-a9a9-4403-b9a9-f5bb67ed1050,190976.993431681,1900.5790436714
5261,26,163,538500,6005,261635385006005,Block 6005,Detroit,18,9,6,1,2,18,10,4,2,2,18,11,5,1,1,72ec90be-21fe-4f24-9d16-286a9e95fef5,192492.211314187,1907.44395295314
5262,26,163,539000,3010,261635390003010,Block 3010,Detroit,35,19,10,2,4,35,19,10,2,4,35,25,5,2,3,e8cc33c2-d32f-4647-87f6-574ae36a97c1,266841.524276221,2373.93664664684
5263,26,163,538900,1003,261635389001003,Block 1003,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad83f625-c749-45da-a906-ec7040c4d0f1,257670.239194673,2311.9644451483
5264,26,163,538900,4009,261635389004009,Block 4009,Detroit,26,21,3,2,0,26,20,4,2,0,26,23,2,1,0,1e1a48ac-49d4-45e0-b443-9dcedeb8c666,184640.035212617,1838.68957207811
5265,26,163,538900,4017,261635389004017,Block 4017,Detroit,26,20,1,4,1,26,20,2,3,1,26,20,3,2,1,60ec56cf-4368-4816-99d2-8b88f85ce19e,193493.443167035,1900.17150866304
5266,26,163,538600,5003,261635386005003,Block 5003,Detroit,21,17,4,0,0,21,17,3,1,0,21,17,3,0,1,00b7080c-b21b-4521-80cc-b36cc7b43abc,190646.910687947,1892.09288462083
5267,26,163,538900,4020,261635389004020,Block 4020,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0f229325-772d-43b7-927b-d9ec8d8d3600,362474.677746279,2400.37122895966
5268,26,163,539000,2011,261635390002011,Block 2011,Detroit,37,27,3,3,4,37,27,3,3,4,37,26,4,5,2,356a0845-7674-4639-926a-70ccaf5a7dd9,292126.371277764,2437.91860920819
5269,26,163,521300,1054,261635213001054,Block 1054,Detroit,8,6,0,0,2,8,6,0,0,2,8,6,0,0,2,8ac26164-4de6-407f-a51f-3856d43797f5,140280.686786044,1589.65396102068
5270,26,163,522000,1089,261635220001089,Block 1089,Detroit,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,4453d166-b3c5-4818-bc72-8fa338763b47,287647.707632468,2157.80451753379
5271,26,163,521300,1026,261635213001026,Block 1026,Detroit,16,10,1,1,4,16,10,1,1,4,16,8,3,1,4,f5b9fe63-c99c-4a33-bac2-955f8530797b,182462.036298416,1816.21333256914
5272,26,163,521300,1024,261635213001024,Block 1024,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aaa8fd71-402c-476d-8e85-b7048d18f52d,52430.0350969933,1359.2392427258
5273,26,163,523100,1018,261635231001018,Block 1018,Detroit,4,0,1,2,1,4,0,1,2,1,4,0,1,2,1,42242981-cca5-482f-9864-f2349d92a834,254342.221835047,2102.78669788681
5274,26,163,521500,2007,261635215002007,Block 2007,Detroit,7,4,2,1,0,7,4,2,0,1,7,4,2,0,1,97abd744-8b36-462f-9334-318201dfc3c0,222748.684411653,1933.9100081297
5275,26,163,521500,2002,261635215002002,Block 2002,Detroit,3,1,2,0,0,3,1,2,0,0,3,1,1,1,0,f702d845-eabc-4045-9a3a-7f897b31cf9f,196599.889075558,1845.30907017511
5276,26,163,521300,1066,261635213001066,Block 1066,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352891aa-7f71-48bb-a68b-cf94640ed3be,15092.590938111,1027.50853987761
5277,26,163,521300,1064,261635213001064,Block 1064,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39765366-baa4-4150-9bec-8d457d87843d,59534.0196113942,1274.43365059484
5278,26,163,521500,2025,261635215002025,Block 2025,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a00d8036-7a84-4cad-81a1-56c6cf728f66,15191.7985505929,874.702165451968
5279,26,163,521500,1051,261635215001051,Block 1051,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0d16bc0e-9489-46a1-a40a-ce214fa9bd88,37728.0239160535,1087.12532965304
5280,26,163,521400,1020,261635214001020,Block 1020,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3b7bc79c-b1ef-470d-9d57-8b309bfb27a7,133544.116738531,2386.6029254377
5281,26,163,521400,1062,261635214001062,Block 1062,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff220e72-bc22-4f8b-a281-60ceb8e434be,13318.5031334035,574.2466047521
5282,26,163,521400,1060,261635214001060,Block 1060,Detroit,4,3,0,1,0,4,3,0,1,0,5,3,1,1,0,2be313fa-b056-4199-b352-2e40c05eead6,119132.699455789,1354.48992955345
5283,26,163,522500,1028,261635225001028,Block 1028,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7c556238-a4e9-4107-b931-9741eb1472f1,32242.5677624773,897.600951720416
