objectid(long),routeid,beginpoint(double precision),endpoint(double precision),xsp,stlnstlocname,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
6024,159-N,10.49,13.0,CONT,EAST ST SOUTH,139,SUFFIELD,2022,c5d6a2c5-63d9-4e06-abc6-3b5cc9464eb9,13220.6865040901
6025,159-S,8.24,8.64,REV,SOUTH MAIN ST,165,WINDSOR LOCKS,2022,9ee7c88d-3856-4d27-8128-3bdbd817c1fc,2037.27728747235
6026,16-E,15.21,17.05,CONT,LEBANON AVE,70,LEBANON,1878,729e8651-5c98-4e6f-b668-b853cb447262,9736.12608495979
6027,262-N,2.54,3.75,CONT,FROST BRIDGE RD,153,WATERTOWN,2022,c295b2b5-3d11-47fe-8689-ad7d0eaf5b90,6435.55992299779
6028,262-N,4.34,4.36,CONT,THOMASTON AVE,151,WATERBURY,2022,39f2e0cf-a1ab-4f17-8c43-38fcb7d84116,101.033033057055
6029,287-E,0.76,0.83,CONT,BERLIN TPKE,93,NEWINGTON,2842,70caca1d-1dc6-4fb7-917c-9617cf57f4f5,338.680171282147
6030,2A-E,8.62,9.11,CONT,POQUETANOCK RD,113,PRESTON,2747,2649f16f-ffa2-4dff-9304-bee6cd53f475,2526.1067910519
6031,3-N,5.43,7.52,CONT,CROMWELL AVE,118,ROCKY HILL,2022,782d45b5-8e39-4adf-b203-cf32e36d8876,10951.7436711134
6032,5-S,38.27,43.22,REV,JOHN FITCH BLVD,132,SOUTH WINDSOR,2558,ec73ac80-4fdb-4289-8a46-1569bb82c933,26127.6236371252
6033,502-E,0.52,4.05,CONT,SILVER LA,42,EAST HARTFORD,2022,e0e9b340-fefc-44a1-8092-f713a8e46682,18629.9047157195
6034,511-E,0.0,0.38,CONT,HOOKER ST,109,PLAINVILLE,2022,7368f364-656e-4b84-aa0e-0e248d11be74,1993.64692614739
6035,1-N,31.39,32.21,LOG,BOSTON AVE,15,BRIDGEPORT,2022,22caefce-e1d2-4e33-89b0-09ae003bbdc4,4337.19237673436
6036,1-S,25.66,25.81,REV,POST RD,50,FAIRFIELD,2022,1366b722-3824-4657-b842-3f2f2afdf99a,653.530637225709
6037,1-S,50.61,52.16,REV,SALTONSTALL PKWY,43,EAST HAVEN,2022,135234d5-9b84-48fd-87c6-d44ab5a24025,8220.87732846394
6038,1-S,92.62,93.11,REV,BOSTON POST RD,44,EAST LYME,2022,49862081-c037-4d25-836a-4fe08067ebf5,2712.95777600347
6039,10-N,4.69,4.88,CONT,FITCH ST,61,HAMDEN,2022,4a54c42a-c0dd-4cdc-9534-7fc7d8d8393a,1082.64651444759
6040,10-N,4.88,5.18,CONT,ARCH ST,61,HAMDEN,2022,dbb88ac8-f9f5-44a4-8f61-9fc1d23bb894,1617.16317594285
6041,10-N,41.14,48.56,CONT,HOPMEADOW ST,128,SIMSBURY,2022,06d64704-85db-40bf-bb40-d82271316cdf,39275.1664586713
6042,10-N,26.81,27.01,LOG,QUEEN ST,131,SOUTHINGTON,2022,78b94881-8ed5-4f6d-91b9-342df923930c,1077.02468178452
6043,106-N,0.0,1.06,CONT,COURTLAND AVE,135,STAMFORD,2022,29507c7d-93f0-4c54-b114-7103dfdc56a9,5651.88674275683
6044,106-N,1.06,1.28,CONT,GLEN BROOK RD,135,STAMFORD,2022,41f05e27-b9db-4929-8568-54157c3ea371,1143.69653501641
6045,106-N,6.8,6.92,CONT,MAIN ST,89,NEW CANAAN,2022,a11286fc-4d06-46b3-bf95-8aa324443026,595.876145126074
6046,109-E,0.0,3.52,CONT,CHESTNUT LAND RD,95,NEW MILFORD,2022,4c118fad-1bbd-4a71-9607-de6086f73f96,18516.1983556115
6047,160-E,1.05,3.21,CONT,NEW BRITAIN AVE,118,ROCKY HILL,2022,fb1656d3-b054-4be1-a82b-63f94d423e5c,11416.0471751429
6048,160-E,3.4,5.49,CONT,ELM ST,118,ROCKY HILL,2022,2e9c2e81-00e6-4a9b-a77c-85bd6fa67bbc,11166.430088258
6049,162-E,0.77,1.26,CONT,SOUTH BROAD ST,83,MILFORD,1885,0a066583-d4f3-4eac-8611-baf8c1590775,2531.34903581912
6050,162-E,5.35,7.42,CONT,JONES HILL RD,156,WEST HAVEN,1747,b4504d45-716c-4a23-9ec4-88b770782e7e,10984.6504447256
6051,162-W,5.3,5.35,REV,JONES HILL RD,156,WEST HAVEN,2022,b1d1450f-ab2c-4084-8a92-b70d5ad5a0c6,224.655075745522
6052,32-N,19.77,23.79,CONT,WILLIMANTIC RD,52,FRANKLIN,1815,32fb956a-7ccd-4514-9530-23129cee5a35,21216.8594735257
6053,32-N,47.93,48.84,CONT,RIVER RD,134,STAFFORD,1118,3a97b59b-7915-4a70-86e2-2924d405e1dd,4830.53941980862
6054,32-N,48.85,48.86,LOG,MAIN ST,134,STAFFORD,2022,4a560411-6df0-4f04-b065-96cbba47c6ad,48.2644131798879
6055,320-N,0.0,0.54,CONT,WILLINGTON HILL RD,77,MANSFIELD,2022,a43b7aa9-599c-4435-9662-14f409a35a65,2856.68718266124
6056,517-N,0.0,1.2,LOG,MAIN ST,42,EAST HARTFORD,2022,a7c916b3-0165-4bf6-9bc1-5e8ea63846dd,6352.89303939289
6057,53-N,1.79,3.65,CONT,CHESTNUT HILL RD,102,NORWALK,2022,37158ac0-b13c-4ed5-89de-2b76b2fe313a,9815.06340854464
6058,53-N,7.29,11.72,CONT,NEWTOWN TPKE,157,WESTON,2022,23800a34-8e89-4381-b9f6-5b404db55b39,23383.7291891605
6059,53-S,22.42,22.71,REV,MAIN ST,34,DANBURY,2022,753dd2a9-97cc-49c7-b7f9-ffc7a6277eea,1613.11760211451
6060,531-E,0.0,0.84,CONT,SOUTH RD,51,FARMINGTON,2022,e78eb4cf-1c99-467e-b925-e43f2f1c430d,4493.86721378742
6061,536-E,0.15,1.13,CONT,WOODFORD AVE,109,PLAINVILLE,2315,e076955c-66e9-4b20-b92a-cb3ce2c88c33,5162.44091745809
6062,539-E,1.09,3.7,CONT,MOUNTAIN RD,55,GRANBY,2022,b465959c-7d9d-4fb0-b28c-d39a1cc3d424,13813.2311015828
6063,109-E,8.19,10.46,CONT,OLD LITCHFIELD RD,150,WASHINGTON,2022,f7437b1a-30f8-499f-8310-3f649a19fe8a,11972.1141883264
6064,111-N,0.09,4.07,CONT,MAIN ST,144,TRUMBULL,2022,7cbc1e2f-aaac-4aba-ac81-0015f2755f9a,21077.9170713982
6065,111-N,7.25,7.41,LOG,MONROE TPKE,84,MONROE,2022,5c96c8ad-8f40-4916-8ed1-cfc0bcfeb3bc,679.697837251375
6066,112-E,0.0,2.02,CONT,INTERLAKEN RD,121,SALISBURY,2022,9b18f2f3-67c3-4903-ab9e-40e0a5ee6030,10687.8562991972
6067,112-E,2.02,6.68,CONT,LIME ROCK RD,121,SALISBURY,2022,1345e9b2-e1bc-4ac6-85b5-ce7502108ef5,24634.9162731217
6068,113-S,5.61,6.01,REV,MAIN ST,138,STRATFORD,2022,164b990a-0b46-4f9d-807c-1e954a259a8d,2138.05183785361
6069,166-E,0.89,1.62,CONT,SPENCER PLAINS RD,105,OLD SAYBROOK,2022,3ac6b732-20c7-4090-ad75-f1be1f57d961,3915.99786787026
6070,169-N,2.88,3.19,CONT,NORWICH AVE,103,NORWICH,2022,4a54ff2f-764e-4d10-b108-0ac8a38efdd4,1640.49203224847
6071,17-N,0.26,1.19,CONT,MIDDLETOWN AVE,92,NEW HAVEN,2022,7be2903b-4158-4a1c-adc8-762d613085a3,5033.03450231518
6072,17-N,23.64,24.11,CONT,MAIN ST,112,PORTLAND,2022,ae02c196-e5c4-4922-acbe-bf3b44e96995,2780.78991017871
6073,17-N,34.05,34.21,LOG,GLASTONBURY EXPWY,53,GLASTONBURY,2022,3e9e06e5-a024-4e40-b970-5958cd8f1b66,837.497606420433
6074,17-S,0.03,0.26,REV,MIDDLETOWN AVE,92,NEW HAVEN,2022,94978cf5-c0a0-4afd-be30-47b15e667ade,1128.0764672976
6075,174-E,0.0,0.26,LOG,EAST MAIN ST,88,NEW BRITAIN,2022,1b1a23e4-3cdf-4ea7-8ee8-f6d1cd0114f7,1395.82146376013
6076,177-N,1.56,2.29,CONT,NORTH WASHINGTON ST,109,PLAINVILLE,2022,7b6c0561-c75e-4011-922f-5cfa7f05e4a8,3841.1041773798
6077,178-E,3.86,4.39,CONT,WINTONBURY AVE,11,BLOOMFIELD,2022,4d296735-3a41-4ef8-816c-e4948e3bb072,2780.31180045076
6078,364-E,2.99,4.56,CONT,SOUTHINGTON RD,7,BERLIN,2022,0eb59cb0-3174-4b31-a68f-6d8058e8aa90,8276.34832606166
6079,37-N,15.64,17.07,CONT,BARNS HILL RD,127,SHERMAN,2022,8832cddf-80ea-4e7c-9eac-15b196a97260,7506.45924513186
6080,541-N,0.0,0.42,CONT,SOUTH FRONTAGE RD,146,VERNON,2022,5432dbc1-a786-485d-a8a1-6f1310eca67f,2304.91447043233
6081,541-N,0.42,0.82,CONT,BOLTON RD,146,VERNON,2022,d6846e79-c415-454d-9cd6-61dc221452d3,2190.07709037048
6082,555-E,0.0,1.3,CONT,WEST MAIN ST,88,NEW BRITAIN,2022,94e8ce4e-c2b7-458b-86b1-bdd3d9783b8c,6947.72174398466
6083,57-N,0.0,0.15,CONT,KINGS HWY NORTH,158,WESTPORT,1286,70b00ce1-ac2b-4ecb-889f-5436440848a1,841.002165196655
6084,57-N,0.39,1.21,CONT,MAIN ST,158,WESTPORT,2022,44771ef0-3faf-4415-8257-a5ba607fac92,4354.9368110848
6085,57-N,8.98,9.15,CONT,GEORGETOWN RD,116,REDDING,2022,d30d18d6-cc35-4ff6-bda6-89047b5f17ea,927.99631100806
6086,57-N,9.15,9.32,CONT,REDDING RD,116,REDDING,2022,ce713635-539e-471e-9f90-32f8512a37ac,906.874660252869
6087,572-N,0.0,0.12,CONT,FRONTAGE RD,7,BERLIN,2022,e2646ed4-6ca0-4c2e-b41c-908aea97e9a9,628.527944550792
6088,572-N,0.12,0.48,CONT,WORTHINGTON RIDGE RD,7,BERLIN,2022,243a26b6-9ef0-4aa0-9c7e-6f38f0b682f2,1948.84062327732
6089,58-N,0.48,1.05,CONT,TUNXIS HILL CUTOFF,50,FAIRFIELD,2022,b881d04f-2419-4640-a764-28dd8fdec4ad,2984.26379094515
6090,115-N,0.85,2.18,CONT,MAIN ST,2,ANSONIA,2022,bd099da5-3e5e-400b-b850-9b775cf6dc36,7174.73362424548
6091,117-N,10.39,11.32,CONT,HALLVILLE POQUETANUCK RD,113,PRESTON,2022,f6368080-9a2b-4a36-affd-3ba39680fb24,4914.82658286562
6092,12-N,14.26,14.82,CONT,BOSWELL AVE,103,NORWICH,2022,e8844022-bb68-44e3-ba1c-9db6e1c20e2e,2973.80461186287
6093,12-N,45.66,46.22,CONT,SCHOOL ST,115,PUTNAM,2022,9a69f7d3-4571-4c2f-8c54-70115bc836c3,3054.1834889985
6094,12-N,46.95,54.46,CONT,RIVERSIDE DR,141,THOMPSON,2022,34f1d362-5594-4359-9661-6f50030bb3d7,39735.0590825814
6095,178-E,4.99,6.89,CONT,PARK AVE,164,WINDSOR,2022,44dc74bb-b0e3-470c-881b-8eb24547e031,10174.280643299
6096,179-N,12.1,14.59,CONT,EAST HARTLAND RD,5,BARKHAMSTED,1465,28718102-262b-43f6-b4da-c5d6bbdc7682,13113.8354762216
6097,17A-N,0.0,3.02,CONT,MAIN ST,112,PORTLAND,2022,3a3b4e14-9d86-44de-aa6f-fbf10a685f28,15944.8396588096
6098,183-S,8.96,9.1,REV,MAIN ST,162,WINCHESTER,2022,484ac4c1-5fc2-46e7-a082-7855419714be,770.882486125546
6099,185-E,0.0,0.4,CONT,HARTFORD RD,128,SIMSBURY,2022,8b4b07d6-e66d-4642-9e99-e239d1db6723,2173.20024798333
6100,30-N,0.11,3.95,CONT,ELLINGTON RD,132,SOUTH WINDSOR,2022,a65af35c-d7f8-4117-ae53-f526a5265c0e,20310.5463726593
6101,30-N,3.95,5.37,CONT,OAKLAND RD,132,SOUTH WINDSOR,2022,6d88f39b-0f57-4432-aa51-cb9b59db082e,7458.97543243805
6102,30-N,6.05,6.18,CONT,TOLLAND TPKE,76,MANCHESTER,2022,3348b464-aad1-4d64-b2d7-2f00a6d13f14,706.523364235043
6103,30-N,17.05,18.7,CONT,STAFFORD RD,47,ELLINGTON,2022,0821fcf8-de4c-4837-87d4-458ae7cd0da6,8717.48316150481
6104,309-E,2.57,4.74,CONT,FARMS VILLAGE RD,128,SIMSBURY,2022,96438220-39cc-43d1-8353-281983b27a1f,11393.8421575239
6105,59-N,0.0,0.64,LOG,BROOKLAWN AVE,15,BRIDGEPORT,2022,92460e2f-7659-4622-b25f-e5816f7d422a,3397.1099478586
6106,597-S,0.0,0.58,REV,I-84 & RTE 10 CONNECTOR,131,SOUTHINGTON,2022,668e59ec-6223-45a8-b15c-c23158a612dc,3458.74024111904
6107,6-E,38.27,38.67,CONT,WATERTOWN RD,140,THOMASTON,2022,55969e77-34b4-4c5a-8ed3-5a787e5d3a36,2205.01714723359
6108,6-E,40.61,40.85,CONT,EAST MAIN ST,140,THOMASTON,2296,0cbf3e8a-b663-4387-8fb9-5637679327d1,1265.61022209396
6109,6-E,52.68,55.82,CONT,COLT HWY,51,FARMINGTON,2022,d245152c-887a-4b68-b2f5-5e5973c8bcd3,16491.1158196665
6110,6-E,55.92,56.17,CONT,COLT HWY,51,FARMINGTON,2022,e1f02e28-c5b7-4bf1-8252-303cd028aee2,1247.48426881935
6111,6-E,96.96,98.94,CONT,HAMPTON RD,24,CHAPLIN,2022,10fedf35-6364-457d-b293-529858375624,10448.0264562358
6112,120-N,0.0,3.11,CONT,MERIDEN AVE,131,SOUTHINGTON,2022,9470d638-ffb7-4335-90b0-2243d1315f0b,16493.6574857785
6113,123-N,2.64,5.02,CONT,NEW NORWALK RD,89,NEW CANAAN,2022,20506b31-82a5-4ebd-b7d6-2e08d2ee08a5,12644.6271217044
6114,124-N,5.01,5.07,CONT,CHERRY ST,89,NEW CANAAN,2022,a755c4fb-9900-4c41-bdab-7544e2fd8292,334.940427722993
6115,126-N,1.93,2.23,CONT,MAIN ST,21,CANAAN,2423,5488c0bd-4258-4e31-bf3f-0eb13eee655c,1564.83683534699
6116,130-E,0.09,0.49,CONT,POST RD,50,FAIRFIELD,2848,cf14196e-0d19-4512-bded-b9699cce22a8,2163.33374099057
6117,187-N,0.0,1.7,CONT,BLUE HILLS AVE,63,HARTFORD,2022,e00c96c8-7dca-4b49-9c26-d8df3430767c,8984.99284347032
6118,187-N,12.49,14.79,CONT,NORTH MAIN ST,39,EAST GRANBY,2022,a27898d0-6dc3-432b-8625-525547e887ee,12091.1246468861
6119,188-N,0.0,1.19,CONT,SQUANTUCK RD,124,SEYMOUR,2022,490e0819-e245-46ea-81d6-5dc9cc4f2b42,6288.70689370988
6120,188-N,7.06,7.89,CONT,QUAKER FARMS RD,130,SOUTHBURY,2022,081075e9-6bce-40f0-a820-7d5b9efdeed2,4390.28119475491
6121,188-N,13.25,14.03,CONT,WEST ST,80,MIDDLEBURY,2022,4bc872f1-2557-49f6-b37a-768555090e9a,4218.940251526
6122,322-E,0.0,1.58,CONT,CENTER ST,166,WOLCOTT,2022,656457cd-fd6d-40e3-a634-9f45cd2cf7c5,8365.4162819092
6123,33-N,5.89,5.91,CONT,WESTPORT RD,161,WILTON,2022,7009b9b5-4698-4e09-ba35-2db20c7ca9f6,108.734768465134
6124,334-E,0.0,1.99,CONT,GREAT HILL RD,124,SEYMOUR,2022,b1ec3c9d-fdc9-4721-b80e-7a42a7b1b1f5,10533.7042768241
6125,334-E,4.09,4.4,CONT,MAPLE ST,2,ANSONIA,2022,9fe82d6d-de08-40d4-a992-c2fa14ef94a1,1654.74625598904
6126,34-W,14.25,14.49,REV,DERBY AVE,36,DERBY,2022,355e9cce-b2dc-40a5-b7c2-97036d45f2f9,1300.68922125591
6127,6-E,116.28,116.33,CONT,PROVIDENCE TPKE,68,KILLINGLY,2022,67e9d3e0-e49a-4142-ab1e-49b7623321c7,407.017557495096
6128,6-E,8.52,8.76,LOG,NEWTOWN RD,34,DANBURY,3008,2d36bbf7-9841-400a-b5de-ea129f5c7d74,1311.80934967431
6129,6-E,22.19,22.52,LOG,MAIN ST NORTH,130,SOUTHBURY,2624,9bcdce44-8411-4c7f-a448-57c01a6d6655,1751.85160409268
6130,6-E,87.57,87.81,LOG,WILLIMANTIC RD,30,COLUMBIA,2022,438379f6-079e-481e-9508-18f78a8522b9,1213.9885393719
6131,6-E,110.85,112.187,LOG,PROVIDENCE TPKE,68,KILLINGLY,2022,266a05d3-4bea-4a6b-b132-fd0d87b3f5a9,7070.4043914207
6132,6-W,70.05,70.36,REV,MIDDLE TURNPIKE WEST,76,MANCHESTER,2022,52695cbb-4e43-469b-8e3d-2704e1f38f35,1629.27439638088
6133,6-W,70.36,70.43,REV,CENTER ST,76,MANCHESTER,2022,12cdff1d-93e4-41af-8f98-cefb652deeb6,340.957996611603
6134,603-E,0.0,1.04,CONT,LONDON RD,66,HEBRON,2022,1503d04b-7c0b-4591-9121-1db22e7d030a,5496.00334815819
6135,605-E,0.0,0.3,CONT,OLD SHETUCKET TPKE,113,PRESTON,2022,7ac2e01b-5522-411f-88de-ebacf4dfe154,1547.82975173159
6136,628-E,0.0,0.2,CONT,SPRING BROOK RD,105,OLD SAYBROOK,2022,675b4601-c8fb-47f3-893b-8d5b16a3d7b6,1095.07508714064
6137,130-E,5.76,7.18,CONT,STRATFORD AVE,138,STRATFORD,2022,22e0a6e7-b932-4d22-b433-6e0eb0fb8d38,7463.15614764268
6138,130-E,7.18,7.92,CONT,FERRY BLVD,138,STRATFORD,1995,2a1ebf47-76ed-4a60-9e3a-6099d3babe16,3816.36110973547
6139,130-W,0.5,1.7,REV,FAIRFIELD AVE,15,BRIDGEPORT,2022,1fd4cf57-7344-413c-b435-2a39e6875d63,6384.56860677179
6140,132-N,6.86,7.49,CONT,EAST ST,10,BETHLEHEM,2890,f16a8674-8e41-4954-b6d0-1def247a4569,3320.60880299767
6141,133-N,1.26,1.29,CONT,WHISCONIER RD,18,BROOKFIELD,2022,e3bfb0e9-0456-49a0-9810-47a290db1ab5,124.267706559789
6142,188-N,14.03,15.92,CONT,WHITTEMORE RD,80,MIDDLEBURY,2022,d091254e-7fcc-4f6a-8e27-33ca1fc7d449,9957.35591419995
6143,189-N,0.0,0.47,CONT,BLOOMFIELD AVE,63,HARTFORD,2022,de9a1c7a-ae4f-454c-b1be-f7a9b768c531,2461.93549683196
6144,189-N,1.59,3.46,CONT,BLOOMFIELD AVE,11,BLOOMFIELD,2022,4788a27c-b145-4900-ad59-9b3eeb63968a,9875.04082861925
6145,189-N,3.46,7.16,CONT,TUNXIS AVE,11,BLOOMFIELD,2022,865d0437-d186-4209-8e3e-82d456fc3398,19616.8909390974
6146,27-N,0.42,1.56,CONT,GREENMANVILLE RD,137,STONINGTON,2022,1fc0816c-eb44-488d-b4c8-7928e755d452,6070.20351271286
6147,272-N,5.08,7.18,CONT,HALL MEADOW RD,54,GOSHEN,2022,9409d498-d6e2-4244-99d2-01c43978fa4a,11072.3004557533
6148,628-W,0.2,0.3,REV,SPRING BROOK RD,105,OLD SAYBROOK,2022,c563a4ed-2e68-4928-b5d0-ce65aee0ecd8,469.402443636554
6149,63-N,5.54,11.2,CONT,AMITY RD,8,BETHANY,2022,efb9cd94-74fb-4c29-ab91-b499936f0ce3,29917.4678213447
6150,63-N,15.8,17.11,CONT,NORTH CHURCH ST,87,NAUGATUCK,2657,41b1cdab-0d55-4a4f-956f-adbe2cc355c3,6909.95217125762
6151,63-N,17.16,19.39,CONT,BRADLEYVILLE RD,80,MIDDLEBURY,1153,3bce5fc4-587b-41a5-b496-9f006f0255e3,11813.9843503611
6152,63-N,34.95,34.99,CONT,EAST ST #2,73,LITCHFIELD,2022,d61f9971-ae81-4edc-b72f-d8edee192746,241.297432997288
6153,63-S,41.18,41.22,REV,NORTH ST,54,GOSHEN,2022,c0588f44-8917-418f-9363-fa5b89f95d53,176.511494990302
6154,719-N,0.0,2.02,CONT,MAIN AVE,102,NORWALK,2595,ec3aabd4-4eca-4f39-9b3a-77a17b868ef6,10695.8593295767
6155,71A-N,2.46,2.92,CONT,KENSINGTON AVE,88,NEW BRITAIN,2022,fa7285ae-bbe6-4d8e-87e8-f02fb8ee41eb,2408.22263787901
6156,72-N,7.62,8.35,CONT,PINE ST,17,BRISTOL,2022,c7b31d07-5399-489e-83ad-cc02029f2957,3842.23194194448
6157,72-N,12.97,13.53,CONT,NORTH RIVERSIDE AVE,110,PLYMOUTH,2022,c3ca29ef-792b-4eb9-a06c-96df784ea02b,2950.75921457949
6158,72-S,6.51,7.62,REV,PINE ST,17,BRISTOL,1842,6b8735b9-11b6-4045-80e6-86e64136131c,5971.66365651759
6159,726-E,0.0,0.1,CONT,JEFFERSON ST,50,FAIRFIELD,2022,8ea3b3de-534d-4fa7-b587-5f3a54477ab2,552.610789648225
6160,189-N,12.96,16.62,CONT,NORTH GRANBY RD,55,GRANBY,2022,e6a7e17f-f86d-423d-ab85-4e4bbd7832cc,19427.2994498895
6161,190-E,1.69,2.3,CONT,EAST ST NORTH,139,SUFFIELD,2022,09e8cf99-a5d5-474e-ad5e-b427e1379afe,3293.28695835584
6162,190-E,13.27,15.78,CONT,CHESTNUT HILL RD,134,STAFFORD,2022,91616df5-931a-4a06-9dfb-1e76be2f37e5,13258.0028036712
6163,3-N,0.0,2.96,CONT,NEWFIELD ST,82,MIDDLETOWN,2022,75880c70-66c7-4487-9f0a-ae645625086d,15648.0179448706
6164,30-N,6.82,11.91,CONT,HARTFORD TPKE,146,VERNON,1399,09bbd5a5-b253-40c6-8b14-f00d8b053e8d,26875.2014155575
6165,302-E,1.48,1.72,CONT,MILWAUKEE AVE,9,BETHEL,2022,570cdc69-a723-460e-904a-1570f2bd5d83,1250.6436327676
6166,31-E,6.9,13.66,CONT,MAIN ST,32,COVENTRY,2022,096b5baf-3caf-4c81-88cf-b1abacd2dd17,35577.7480753378
6167,313-E,0.0,0.35,CONT,RIVER ST,124,SEYMOUR,2022,a2a3c286-1d49-48d7-ba2c-4912667b22fa,1882.5727466097
6168,313-E,2.55,3.42,CONT,RIMMON RD,124,SEYMOUR,2022,fe5eee40-571e-4d09-a08a-5fa4191b644f,4496.37947909641
6169,317-E,0.4,2.73,CONT,GOOD HILL RD,119,ROXBURY,2022,7160c2f4-4b76-4d69-829d-223a378e8ebe,12246.022435318
6170,649-E,0.0,0.21,CONT,RAINVILLE AVE,58,GROTON,2022,e68c9bb7-a04c-40f3-ab67-cd5610d5a4da,1112.94452872617
6171,649-E,1.1,2.1,CONT,TOWER AVE,58,GROTON,2022,071e8404-06f2-4d5f-971c-12d4f39d4de9,5182.2819227278
6172,649-E,2.1,2.69,CONT,SOUTH RD,58,GROTON,2022,706221db-e50a-44c7-99de-a3f545ee8453,3108.09733242767
6173,66-E,7.96,8.82,CONT,MARLBOROUGH ST,112,PORTLAND,1345,e9652ed0-c41d-4c21-8f4f-533e7265a774,4520.89489550068
6174,66-E,25.9,27.36,CONT,MAIN ST,66,HEBRON,2022,0e0764a2-e8f2-4fa8-9c4d-b4a4e0a55349,7693.06012465033
6175,73-E,1.41,2.85,CONT,WATERTOWN AVE,151,WATERBURY,2022,20e8632c-e2ba-4cb1-befb-efd5acca055e,7552.27441799449
6176,732-N,0.0,1.05,CONT,BLACK ROCK TPKE,50,FAIRFIELD,2022,7f5ed2ff-7d23-4ae3-89ec-69bbf8c9bad9,5694.23004611947
6177,735-E,0.0,0.03,CONT,FORBES PL,43,EAST HAVEN,2022,bc36de77-1d21-4cd5-863f-86c85a0ec856,138.110937732632
6178,738-E,0.0,0.8,CONT,EAST CENTER ST,148,WALLINGFORD,2022,a9ebdc6c-e5ca-464a-b32a-11f406af557e,4262.74388898464
6179,739-N,0.0,0.21,CONT,PARK ST,144,TRUMBULL,2022,42a8ea86-2a62-4f97-bf2d-d4c4b0bdab4d,1147.24177936518
6180,190-E,15.78,18.25,CONT,WEST STAFFORD RD,134,STAFFORD,2022,41eb3301-d341-4038-a651-460025464da9,13113.0810825396
6181,190-E,23.37,28.27,CONT,BUCKLEY HWY,145,UNION,2022,4a3edc9a-447f-4e06-9174-3eff4d8cb04a,25835.0859537216
6182,190-E,19.28,19.3,LOG,EAST MAIN ST,134,STAFFORD,1213,2d5861b1-cc4e-48b0-bbe9-e19a6d56605f,91.9107263533938
6183,190-W,3.19,4.37,REV,HAZARD AVE,48,ENFIELD,2022,8ad3ec95-750c-4713-bb97-8ba52d11168f,6293.44945036587
6184,195-N,0.99,7.04,CONT,STORRS RD,77,MANSFIELD,2022,aeaaa8e6-93a1-4c3d-9977-185d87b278e1,31828.5439189719
6185,196-N,4.595,5.11,CONT,SUMMIT ST,41,EAST HAMPTON,2022,62b23608-2462-4a5e-98b8-1d46f1b25a97,2718.60241310651
6186,318-E,0.74,1.47,CONT,PLEASANT VALLEY RD,5,BARKHAMSTED,2022,d7fe26bd-f0f8-4700-83cc-71b33f035248,3802.16160384704
6187,319-W,0.0,0.05,CONT,ORCUTTVILLE RD,134,STAFFORD,2022,fbdec0cf-cf91-41da-be63-11a46c35b4dd,268.382886091073
6188,32-N,29.13,29.27,CONT,BRIDGE ST,163,WINDHAM,1953,aee6411d-9a50-44fe-a334-f4859489132f,736.39837614723
6189,32-S,1.13,1.89,REV,MOHEGAN AVE,94,NEW LONDON,2022,be979eb0-d31d-492b-b53f-3102e3a52ada,4039.85405468244
6190,322-E,4.48,6.0,CONT,MERIDEN WATERBURY TPKE,131,SOUTHINGTON,2022,40da8e3a-9aab-44c0-a8f3-5661cddd10b0,8030.44174248706
6191,33-N,1.6,4.12,CONT,WILTON RD,158,WESTPORT,2022,7d57b6d5-c8f3-4470-b9bd-2df5dc492df9,13226.7637217221
6192,66-E,27.36,32.26,CONT,MIDDLETOWN RD,30,COLUMBIA,2022,b9e54c4d-a931-40d7-8334-879d06d95881,25916.0001239415
6193,66-E,36.91,37.06,CONT,WILLOWBROOK ST,163,WINDHAM,2238,5666a88f-48cb-445a-8b25-49d1aa476bad,761.030768596761
6194,66-W,1.22,2.13,REV,MERIDEN RD,81,MIDDLEFIELD,2022,ae377a8f-3d26-44dc-821b-d39d0d9ee222,4619.22270407848
6195,664-N,0.0,1.04,CONT,LAKE ST,108,PLAINFIELD,2022,1d04afb2-85cb-48e6-b235-fddea055757d,5487.4175803844
6196,74-E,0.0,2.9,CONT,ELLINGTON RD,132,SOUTH WINDSOR,2022,274b19c7-9f1c-4642-b204-4a0360a2b43d,15267.7337434842
6197,74-E,5.01,5.71,CONT,WINDSOR AVE,146,VERNON,1365,4f551366-7cb2-4821-9920-b1484672a0b8,3706.26430107705
6198,74-E,5.71,6.62,CONT,UNION ST,146,VERNON,2022,b7c81cea-d7e2-458c-a0b2-83a31560fce2,4797.58922735188
6199,197-E,0.89,2.85,CONT,RED WHITE SCHOOL RD,169,WOODSTOCK,2022,d4e61e09-81af-45a0-a187-aa0bfdee4a4d,10383.2977415662
6200,1A-E,0.0,0.65,CONT,NORTH WATER ST,137,STONINGTON,2022,a3a1bb1d-c8eb-4882-b20a-790b33ed69ec,3456.25508506841
6201,2-E,54.41,55.27,CONT,NORWICH WESTERLY RD,101,NORTH STONINGTON,2022,62e8b6a0-5ced-4dcd-ab9e-621dcc7037ea,4666.15693544788
6202,20-E,2.22,2.34,CONT,MAIN ST,5,BARKHAMSTED,2890,deb375e0-66fe-4a89-935e-ce0c1e819e8f,637.091687625303
6203,20-E,21.87,22.13,CONT,NORTH GRANBY RD,55,GRANBY,2022,8416091f-1b05-443b-a803-0d948d114f1e,1377.33618163226
