OBJECTID,CYCLE,ID_305b,Water_Name,LOCATION_DESCRIPTION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,HUC_8,HU_8_Name,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Drinking_Water_Attainment_Code,Drinking_Water_Attainment,Impaired,SHAPE_Length
249,2018,CT3300-00_01,French River (Thompson)-01,"Mouth confluence Quinebaug River (just DS West Thompson Flood Control dam), US to North Grosvenordale Pond outlet dam (just US Buckley Hill Road crossing), Thompson.",4.61,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,24349.5341708195
250,2018,CT3300-00_02,French River (Thompson)-02,"Inlet North Grosvenordale Pond (east of Route 12, just DS of Langers Pond), US to Massachusetts State line.  Segment includes Langers Pond, Thompson.",1.08,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5700.27897904739
251,2018,CT3300-02_01,Long Branch Brook (Thompson)-01,"Mouth at INLET to Langers Pond (part of French River segment 2) parallel to Wilsonville Road, US to confluence with Knowlton Brook, US of Labby Road crossing, Thompson.",0.96,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5086.74159322194
252,2018,CT3300-02_02,Long Branch Brook (Thompson)-02,"Knowlton Brook confluence US Labby Rd crossing, US to CT/MA state boarder, Thompson.",0.76,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,4019.77935067201
253,2018,CT3300-04_01,Knowlton Brook (Thompson)-01,"Mouth Long Branch Brook, east of Labby Rd (US of LBB crossing) US to HW US Wilsonville Rd crossing, Thompson.",0.86,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,4519.25401894627
254,2018,CT3300-05_01,Backwater Brook (Thompson)-01,"Mouth French River, just DS Main St crossing, US to HW just south of Laporte Rd, Thompson. ",2.99,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,15789.1956472402
255,2018,CT3300-06_01,Sunset Hill Brook (Thompson)-01,"Mouth French River DS Route 12 crossing, US to HW US Lowell Davis Rd crossing and parallel I395, Thompson.",2.44,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,12897.0701233783
256,2018,CT3300-08_01,Stoud Brook (Thompson)-01,"Mouth Inlet Masonville Pond section of Sunset Hill Brook just DS Route 200 road crossing, US to HW, US and parallel Pasay Rd crossing, Thompson.",2.5,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,13199.0074584367
257,2018,CT3300-09_01,Little Mountain Brook (Thompson)-01,"Mouth at ponded portion of Quinnatisset Brook on east side of Route 12 before joining the French River, US to HW at Duck Pond outlet dam, Lambert Rd crossing, Thompson.",1.1,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5791.36262234579
258,2018,CT3300-10_01,Quinatissett Brook (Thompson)-01,"Mouth at Mechanicville Pond section of French River just DS of Route 12 crossing, US to Reams Pond outlet dam, US Route 21 crossing, Thompson.",1.97,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10409.8544409407
259,2018,CT3400-00_01,Fivemile River (Killingly)-01,"From mouth at confluence with Quinebaug River (just DS of Route 6 crossing), Danielson, US through Fivemile Pond to river entrance at northwest portion.",0.95,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5035.95161748999
260,2018,CT3400-00_02,Fivemile River (Killingly)-02,"From entrance to Fivemile Pond (northwest portion), US to confluence with Attawaugan Brook, just west of Route 395 crossing.",4.52,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,23874.638059922
261,2018,CT3400-00_03,Fivemile River (Killingly-Thompson)-03,"From confluence with Attawaugan Brook (just west of Route 395 crossing), US to Quaddick Reservoir outlet dam (just US of Quaddick Road crossing).  Segment includes Ballouville and Lower Ponds. ",10.06,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,53109.684017698
262,2018,CT3400-00_04,Fivemile River (Thompson)-04,"From inlet to Quaddick Reservoir (northwest portion, also called Stump Pond), US to Little (Schoolhouse) Pond outlet dam (just US of Jezierski Road crossing), Thompson.",4.54,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,23972.6447893976
263,2018,CT3400-15_01,Kelly Brook (Killingly)-01,"Mouth confluence Barley Brook east side of Yosemite Valley Rd, US along east side of Yosemite Valley Rd to HW, US of Chestnut Hill Rd crossing, Killingly",2.04,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,10770.9142624494
264,2018,CT3401-00_01,Rocky Brook-01,"From mouth at confluence with Fivemile River (DS of New Road crossing), US to confluence with unnamed tributary near East Thompson Road (in marsh), Thompson.",0.72,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3795.8355143465
265,2018,CT3401-00_02,Rocky Brook (Thompson)-02,"Confluence unnamed tributary (in marsh, south side of East Thompson Road), US to Massachusetts border, Thompson.",0.24,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,1241.99947572718
266,2018,CT3402-00_01,Mary Brown Brook (Putnam)-01,"Mouth Five Mile River DS Route 44 crossing, US to Cadyville Pond outlet at CT/RI state line, north side of Rhode Island Line Rd, Putnam.",2.26,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,11933.9573642034
267,2018,CT3403-05_01,Shady Oak Schoolhouse Brook (Putnam/Killingly)-01,"Mouth at confluence with Cady Brook US of Cady Brookk crossing Chase Road, Putnam, US to HW 0.75 miles US of Tucker District Road crossing, Killingly.",1.73,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,9129.4548006188
268,2018,CT3404-00_01,Whetstone Brook-01,"From mouth at confluence with Fivemile River, US to Bog Meadow Reservoir outlet dam, Killingly.",4.64,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,24523.2593522675
269,2018,CT3404-06_01,Slater Brook (Killingly)-01,"Mouth at Mashentuck Brook, just DS of Burlingame Road crossing, US to HW , US of Bailey Hill Road Crossing, Killingly.",2.6,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,13717.0175841813
270,2018,CT3500-00_01,Moosup River-01,"From mouth at confluence with Quinebaug River, Plainfield, US to and including Plainfield North POTW outfall, Central Village.",1.77,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,9334.18012493851
271,2018,CT3500-00_02,Moosup River-02,"From POTW outfall (just DS from Black Hill Road crossing), Central Village, US to Brunswick Mill Dam #1(first impoundment in Almyville, parallel to Route 14), Plainfield.",4.01,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,21166.1349196916
272,2018,CT3500-00_03,Moosup River-03,"From Brunswick Mill Dam #1 (first impoundment in Almyville, parallel to Route 14), Plainfield, US to Rhode Island border.",7.36,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,38843.8145446406
273,2018,CT3501-00_01,Quanduck Brook-01,"From mouth at confluence with Moosup River, US to Rhode Island border (parallel with Snake Meadow Hill Road).",4.05,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,21377.4336600635
274,2018,CT3502-00_01,Snake Meadow Brook (Plainfield/Killingly)-01,"Mouth at Sterling Rd crossing (inlet to Rogers Lake), Plainfield, US to Tetreault Pond outlet, US Halls Hill Rd crossing, Killingly.",5.08,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,26842.9702773876
275,2018,CT3600-00_04,Pachaug River-04,"From Doanville Pond inlet (just DS of Lillibridge Avenue crossing), Griswold, US to Beachdale Pond outlet dam, Voluntown.",1.1,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5822.37677333154
276,2018,CT3600-00_05,Pachaug River-05,"From inlet to Beachdale Pond (just DS from Ekonk Hill Road (Route 49) crossing), US to Beach Pond outlet dam (parallel to North Shore Road), Voluntown.",2.66,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,14033.1989992662
277,2018,CT3600-00-trib_01,Partridge Brook (Griswold)-01,"Mouth at Hopeville Pond just DS Route 201 crossing, US to HW at unnamed pond on farm property, Griswold.  Enters Hopeville Pond in cove just US of state park beach. May locally be called Palmer Brook.",0.8,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,3974.47500356915
278,2018,CT3600-05_01,Crooked Brook (Griswold)-01,"From mouth at confluence with Patchaug River (just DS of Campbell Road crossing), US to Crooked Brook Pond dam at outlet of Welsh Pond, Griswold.",1.91,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,10082.9054913131
279,2018,CT3601-00_01,Great Meadow Brook (Voluntown)-01,"Mouth at confluence with Patchaug River, US to Mason-Gray Pond outlet dam (just US of Campbell Mill Road crossing), Voluntown.",1.12,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,5900.5478393281
280,2018,CT3601-00_02,Great Meadow Brook (Voluntown)-02,"Mason-Gray Pond OUTLET dam (includes Mason-Gray pond, just US of Campbell Mill Road crossing, US to Great Meadow Brook Pond outlet dam near end of Pratt Street, Voluntown.",1.8,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,9495.25196559408
281,2018,CT3602-01_01,Lowden Brook (Voluntown)-01,"Mouth at confluence with Misery Brook DS of Trail 1 Road crossing near Stone Hill Road intersection (and parallel to Trail 2 Rd), US to HW near Plainfield border, parallel to Route 49, on south side of Hell Hollow Road, Voluntown.",3.4,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,17803.2271839967
282,2018,CT3603-00_01,Denison Brook (Voluntown)-01,"Mouth on Beachdale Pond at US side of Route 165/138/49 crossing, US to HW (this brook runs north) parallel to Route 49 near Gallup Farm Airport, Voluntown.",3.57,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,18837.4419647491
283,2018,CT3604-00_01,Myron Kinney Brook Voluntown/North Stonington)-01,"Mouth Glasgo Pond inlet (southeast side) at Voluntown/Griswold line, US to HW, parallel  Pendleton Hill Road (Route 49), North Stonington.",4.33,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,22848.3738135097
284,2018,CT3604-01_01,Koistenen Brook (Voluntown/North stonington)-01,"Mouth confluence Myron Kinney Brook (0.6 miles DS Route 49 crossing), Voluntown, US to HW 1 mile US Sand Hill Road crossing, North Stonington.",2,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,10460.4979314007
285,2018,CT3700-00_01,Quinebaug River (Lisbon/Griswold)-01,"Mouth confluence Shetucket River, Lisbon/Norwich town border, US to Aspinook Pond outlet dam (US of River Road (Route 12) crossing), Lisbon/Griswold border.",7.46,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,39405.3170208283
286,2018,CT3700-00_02,Quinebaug River (Canterbury)-02,"Aspinook Pond INLET (at Butts Bridge Road crossing), US to confuence Mill Brook, Canterbury.",2.98,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,15747.6495735035
287,2018,CT3700-00_03,Quinebaug River (Canterbury/Plainfield)-03,"Confluence Mill Brook, near Yaworski Landfill, US to confluence Moosup River (river forms town boundary for Canterbury and Plainfield).",6.3,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,X,UNASSESSED,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,33258.704960061
288,2018,CT3700-00_04,Quinebaug River (Putnam)-04,"Confluence Moosup River (river forms town boundary for Canterbury and Plainfield), US to Putnum POTW (parallel to Kennedy Drive near I-395), Putnam.",17.61,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,N,NOT SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,93004.1998788916
289,2018,CT3700-00_05,Quinebaug River (Putnam/Thompson)-05,"Just US of Putnam POTW (just DS of Railroad crossing), Putnam, US to confluence French River, Thompson.",3.32,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,17506.639749261
290,2018,CT3700-00_06,Quinebaug River (Thompson)-06,"French River, US to West Thompson Flood Control Dam outlet (Thompson Reservoir), Thompson.",0.22,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,X,UNASSESSED,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,1141.77694998557
291,2018,CT3700-00_07,Quinebaug River (Thompson)-07,"INLET West Thompson Lake (Reservoir) just DS of  Blain Road crossing, US to Massachusetts border (US of Route 197 crossing), Thompson.",6.4,Miles,RIVER,01100001,Quinebaug,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,F,FULLY SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,33778.6222701043
292,2018,CT3700-14_01,Culver Brook (Putnam)-01,"Mouth at confluence Quinebaug River, just DS of I395 crossing, US to HW just US Pitkin Road crossing, Putnam.",2.9,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,15429.3047144186
293,2018,CT3700-17_01,Durkee Brook (Pomfret)-01,"Mouth at confluence with Quinebaug River DS of River Road crossing, US to confluence with Bark Meadow Brook, just US of Holmes Road crossing, Pomfret",1.72,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9092.0330416353
294,2018,CT3701-02_01,Browns Brook (MA/Union)-01,"Mouth at Hamilton Reservoir in Massachusetts along Maybrook Road, US (flowing south into CT) to west of I84, through Sessions Meadow Marsh Dam to HW .8 mile above Bear Den Road crossing, Union, CT.",3.6,Miles,RIVER,01100001,Quinebaug,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,18869.546978211
295,2018,CT3701-03_01,May Brook (MA/Union)-01,"Mouth at confluence with Browns Brook near Hamilton Reservoir in Massachusetts, US (flowing south into CT) to west of I84, through unnamed pond near Pain Hill Road at CT border, to HW at unnamed pond 1 mile US of Massey Drive road crossing, Union, CT.",2.2,Miles,RIVER,01100001,Quinebaug,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,11474.9139207995
296,2018,CT3705-00_01,Lebanon Brook (Woodstock)-01,"State border (MA) DS of Pole Bridge Rd crossing (Laurel Ridge on east side) US (moving south) to HW at Griggs Pond outlet dam, just US of Route 198 crossing, Woodstock.",3.9,Miles,RIVER,01100001,Quinebaug,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,No,20604.5175344227
297,2018,CT3706-00_01,English Neighborhood Brook (Woodstock)-01,"Mouth at confluence Muddy Brook parallel along south side of Route 197, US to HW 2 miles US of northern most English Neighborhood Road crossing, Woodstock.",4,Miles,RIVER,01100001,Quinebaug,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,21235.2415959322
298,2018,CT3707-00_01,Mill Brook (Woodstock)-01,"Mouth at Roseland Lake above Little River paralle to Stone Bridge Rd (near Putnam Fish & Game Club property), US to Norwich Worchester Tpke (Route 171/Route 169) crossing, Woodstock.",1.09,Miles,RIVER,01100001,Quinebaug,50,Inland Surface Waters Class AA,I,INSUFFICIENT INFORMATION,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,No,5767.99760988435
