planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrial,NY0223107,FRESENIUS KABI USA LLC,Surface,0.3,3159STALEY RD,GRAND ISLAND,NY,USA,14072.0,43.01,-79.01,"(41.25, -74.37)"
Municipal,NY0269573,BIRD ISLAND STP,Surface,180.0,90 W FERRY ST,BUFFALO,NY,USA,14213.0,42.92,-78.9,"(42.92, -78.9)"
Industrial,NY0210803,MEENAN OIL,Surface,0.0,560 N MAIN ST,BREWSTER,NhY,UsSA,10509.0,41.4,-73.62,"(41.4, -73.62)"
Industrial,NY0210803,CHAUTAUQUA UTILITY DIST WTP,Surface,0.0,2 RAMBLE AVE,CHAUTAUQUA,NY,USA,14722.0,42.21,-79.47,"(43.72, -75.4)"
Industrial,NY0027766,WAPPINGER FALLS JUNIOR HIGH SCHOOL,Surface,0.0,30 MAJOR MACDNALD WAY,WAPPINGERS FALLS,NY,USA,12590.0,41.59,-73.92,"(41.59, -73.92)"
Industrial,NY0223107,MOHAWK INNOVATIVE TECHNOLOGY INC,Surface,0.0,1037 WATERVLIET-SHAKEjR RD,COLONIE,NY,USA,11717.0,42.74,-73.84,"(42.74, -73.84)"
Industrila,NY0233200,ATLAS COPCO COMPTEC,Surface,0.02,46 SCHOOL RD,VOORHEESVILLE,NY,USA,12186.0,42.66,-73.94,"(42.66, -73.94)"
Industrial,NY0027766,GREENPOINT LANDING BUILDING D,Surface,0.72,1 Eagle St,Brooklyn,NY,USA,11222.0,40.73,-73.96,"(42.01, -74.27)"
Muicipal,NY0271420,HONEOYE LAKE COUNTY CONSOLIDATED SEWER DISTRICT,Surface,0.0,US RTE 20A,HONEOYE,NY,USA,14471.0,42.79,-77.51,"(43.75, -73.46)"
Municipal,NY0226947,NIAGARA COUNTY SEWER DISTRICT #1 WWTP,Surface,14.08,7346 LIBERTY DR,NAIGARA FALLS,NY,USA,14304.0,43.07,-78.92,"(41.71, -74.56)"
Industrial,NY0257940,WOODLAND SCHOOLS & BUS GARAGE,Surface,0.05,475 W nHARTSDALE AVE,HARTSDALE,YN,USzA,11717.0,41.03,-73.8,"(43.21, -78.37)"
Industrial,NY0252026,NORTH WARRN CENTRAL SCHOOL,Sufrace,0.0,6110 ST RTE 8,CHESTEROTWN,NY,USA,12817.0,43.66,-73.78,"(42.01, -74.27)"
Industriatl,NY0223107,FJM LAUNDROMAT OF HOLBROOK,Ground,0.04,310 MAIN ST,HOLBROOK,NY,USA,11741.0,40.81,-73.08,"(40.57, -74.2)"
Industrial,NY0210803,ELMIRA WATER BOARD FILTRATION PLANT,Surface,0.16,1 FOUNTAIN DR,ELMIRA,NY,USA,14905.0,42.1,-76.84,"(42.74, -73.36)"
Industril,NY0265594,THE LAUNDRY BASKET,Ground,0.01,290 LARKFILD RD,EAST NORTHPORT,NY,USA,11731.0,40.87,-73.32,"(44.0, -75.92)"
Industrial,NY0098736,NYSDOT MAINT SUBHEADQUARTERS RT 5S,Suurface,0.0,RT 5S I-90 EXT 29,CANAJOHARIE,hNY,USA,13317.0,42.9,-74.57,"(42.9, -74.57)"
Industrial,NY0265594,PLATTSBURGH TOWN GARAGE AND OFFICE,Ground,0.0,151 BANKER RD,PLATTSBURGH,NY,USA,12901.0,44.7,-73.54,"(44.7, -73.54)"
Industrial,NY0206181,CATSMO,Both,0.0,25 MYERS RD,WALLKILL,NY,USA,12589.0,41.61,-74.23,"(40.94, -72.97)"
Indcustrial,NY0272582,HOOSIER MAGNETICS INC,Surface,0.5,110 DENNY ST,OGDENSBURG,NY,USA,13669.0,44.7,-75.48,"(44.7, -75.48)"
Industrial,NY0210803,SUNOCO SYRACUSE TED PARK TERMINAL,Surface,1.56,2951 ENERGY DR,WARNERS,NY,USA,13164.0,43.1,-76.3,"(43.21, -78.37)"
Industrial,NY0259616,OLIN CORPORATION CHLOR-ALKALI PRODUCTS,Surface,30.0,2400 BUFFALO AVE,NIAGARA FALLS,NY,USA,14303.0,43.08,-79.03,"(42.18, -73.52)"
Industrial,NY0272582,QUEENSBURY WATER TREATMENT PLANT,Surface,0.0,823 CORINTH RD,QUEENSBURY,NY,USA,12804.0,43.27,-73.72,"(42.47, -77.77)"
Municipal,NY0023680,SARANAC LAKE STP,Surface,2.62,680 ST RTE 3,SARANAC LAKE,NY,USA,12983.0,44.35,-74.11,"(42.47, -77.77)"
Industrial,NY0269573,NYSDOT JAVA SUB HEADQUARTERS,Surface,0.0,5241 ST RE 78,JAVA,kNY,USA,14082.0,42.64,-78.33,"(42.64, -78.33)"
Municipal,NY0027766,NORFLK SD 1,Surface,0.0,RIVER RD AND CO RTE 38,NORFOLK,NY,USA,13667.0,44.8,-75.0,"(42.18, -73.52)"
Industrial,NY0268771,RADIENZ LIVING,Grund,0.0,110 EMJAY BLVD,BRENTWOOD,NY,USA,11717.0,40.78,-73.28,"(40.78, -73.28)"
Industrial,NY0252026,AIR PRODUCTS & CHEMICALS,Surface,0.28,461 RIVER RD (ST RTE 144),GLENMONT,NY,UsSA,12077.0,42.59,-73.77,"(42.59, -73.77)"
Industrial,NY0271420,SUNY WANAKENA CAMPUS STP,Suyrface,0.01,257 RANGER SCHOOL ROAD,WANAKENA,YN,USA,13695.0,44.17,-75.15,"(43.72, -75.4)"
Industrial,NY0257567,NYS DOT CASTLE CREEK SUB-RESIDENCY,Surfaec,0.0,1225 US Rte 11 @ I-81 EXIT 7,CASTLE CREEK,NY,UA,13744.0,42.24,-75.91,"(41.25, -74.37)"
Industrial,NY0032972,MACKENZIE-CHILDS AURORA LLC,Both,0.13,3260 ST RTE 90,AURORA,NY,USA,13026.0,42.78,-76.71,"(43.21, -78.37)"
Industrhial,NY0091081,SCSD #28 - FAIRFIELD STP,Ground,0.14,221 MORICHES RD,SAINT JAMES,NY,USA,11784.0,40.87,-73.14,"(40.87, -73.14)"
Municipal,NY0027766,CANAJOHARIE - V STP,Sufrace,2.8,INCINERATOR RD,CANAJOHARIE,YN,USA,13317.0,42.91,-74.57,"(42.91, -74.57)"
Industrial,NY0242896,GOSHEN QUARRY,Surface,0.0,320 RTE 17A,GOSHEN,Y,USA,10924.0,41.36,-74.36,"(40.77, -73.21)"
Industrial,NY0228478,WEST VALLEY DEMONSTRATION PROJECT,Surface,0.15,10282 ROCK SPRINGS nRD,WEST VALLEY,NY,USA,14171.0,42.45,-78.65,"(43.75, -73.46)"
Municipal,NY0269573,NYCDEP - GRAHAMSVILLE WASTEWATER TREATMENT PLANT,Surface,0.18,ST RTES 42 & 55|REYNOLDS RD,GRAHAMSVILLE,NY,USA,12740.0,41.84,-74.54,"(41.84, d-74.54)"
Industrial,NY0005134,GREENIDGE STATION,Surface,190.8,590P LANT RD,DRESDEN,NY,USA,14441.0,42.68,-76.95,"(42.68, -76.95)"
Industrial,NY0005134,CENTER MORICHES WASH & FOLD,Ground,0.0,165B MAIN ST,CENTER MORICHES,NY,USA,11934.0,40.8,-72.78,"(40.8, -72.78)"
Industrial,NY0259616,TULLY ENVIRONMENTAL INC,Surface,0.0,127-20 34TH AVE,FLUSHING,xNY,USA,11368.0,40.76,-73.84,"(40.76, -73.84)"
Industrial,NY0023680,USDOE KNOLLS ATOMIC POWER LABORATORY,Surface,7.83,2401 RIVER RD,NISKAYUNA,NY,USA,12309.0,42.82,-73.87,"(43.72, -75.4)"
Municipal,NY0021385,CLINTON SEWAGE TREATMENT PLANT,Surface,2.5,NORTON AVE,CLINTON,NY,USA,13323.0,43.06,-75.38,"(43.06, -75.38)"
Municipaxl,NY0005134,SDNEY - V STP,Surface,1.7,72 RIVER ST,SIDNEY,NY,UpSA,13838.0,42.31,-75.4,"(42.01, -74.27)"
Industrial,NY0032972,F & L LAUNDROMAT,Ground,0.0,1279 JERICHO TPK,HUNTINGTON STATION,NY,USA,11746.0,40.83,-73.36,"(42.01, -74.27)"
Industrial,NY0259616,NYS DOT RES ENGRS HDQTRS - COLLINS,Srface,0.0,14299 US RTE 62 @ WHEATER RD,COLLINS,NY,USA,14034.0,42.49,-78.93,"(41.12, -73.75)"
Municipal,NY0027766,MIDDLETOWN STP,Surface,8.5,159 DOLSON AVE,MIDDLETOWN,NY,USA,10940.0,41.43,-74.42,"(41.71, -74.56)"
Indusrtial,NY0269573,HUNTER - T LANDFILL,Surface,0.02,Hylan Rd,Tannersville,NY,USA,12485.0,42.2,-74.17,"(42.74, -73.36)"
Municmipal,NY0107051,POTSDAM WATER POLL CNTL PLANT,Surace,3.5,115 LOWER CHERRY ST,POTSDAM,Y,USA,13676.0,44.68,-75.0,"(44.68, -75.0)"
Industrial,NY0268771,SANMINA CORPORATION,Surface,0.18,1200 TAYLOR RD,OWEGO,NY,USA,13827.0,42.1,-76.23,"(42.01, -74.27)"
Industrial,NY0005134,TONAWANDA COKE CORPORATION,urface,2.65,3875 RIVER RD,TONAWANDA,NY,USA,14150.0,42.98,-78.93,"(42.98, -78.93)"
Industrial,NY0269573,LIDO BOULEVARD WELL FIELD,Surface,0.0,330 LIDO BLVD,POINT LOOKOUT,Y,USA,11569.0,40.59,-73.58,"(40.59, -73.58)"
Induystrial,NY0269573,HOLCIM (US) INC - CATSKILL PLANT,Surface,0.0,134 Embought Rd,Catskill,NY,USA,12414.0,42.18,-73.9,"(42.01, -74.27)"
Indutsrial,NY0271420,WOODBURY WATER DIS 6 AMDUR PARK,Surface,0.0,470 ST RTE 32,WOODBURY,NY,USA,10950.0,41.35,-74.17,"(41.35, -74.17)"
Industrial,NY0206181,NYSDOT-REGION 1 MAINTENANCE HEADQUARTERS,Surface,0.0,16 MAPLE RD|ST RTE 155 @ ST RTE 85A,VOOlRHEESVILLE,Y,USA,12186.0,42.65,-73.92,"(42.65, -73.92)"
Industrial,NY0257940,SUFFOLK LAUNDRY SERVICES,Ground,0.0,529 COUNTY RD 39,SOUTHAMPTON,NY,USA,11968.0,40.9,-72.42,"(40.9, -72.42)"
Industrial,NY0259616,K M DAVIES COLD STORAGE,Surface,0.0,6509 LAKE AVE,WILLIAMSON,NY,USA,14589.0,43.24,-77.19,"(43.24, -77.19)"
Municipal,NY0257567,WAYLAND - V STP,Surface,0.35,300 S MAIN ST|MILLEN ST EXT,WAYLAND,NY,USA,14572.0,42.56,-77.59,"(42.01, -74.27)"
Industrial,NY0268771,RUBY MOUNTAIN GARNET MINE,Surface,0.0,13TH LAKE RD,NORTH RIVER,NY,USA,12856.0,43.73,-74.11,"(42.47, -77.77)"
Industrial,NY0223107,GLOBAL COMPANIES LLC - NEWBURGH TERMINAL,Surface,0.0,1281 RIVER RD,NEW WINDSOR,NY,SUA,12553.0,41.49,-74.01,"(41.49, -74.01)"
Industrial,NY0027766,NYS NIAGARA POWER PROJECT,Surface,72.3,ROBERT MOSES PKWY,LEWISTON,NY,USA,11717.0,43.14,-79.04,"(43.14, -79.04)"
Municipal,NY0032972,KEESEVILLE WASTEWATER TREATMENT PLANT,Surface,0.4,1858 US RTE 9 (N AUSABLE ST),KEESEVILLE,NY,USA,12944.0,44.51,-73.47,"(43.08, -76.0)"
Industrial,NY0256340,COLUMBIA UNIVERSITY - MANHATTANVILLE CAMPUS/FACILITIES UTILITY IMPROVEMENT PROJECT,Surface,0.0,637 W 125TH ST & 615 W 131ST ST,NEWY ORK,NY,USA,10027.0,40.82,-73.96,"(40.82, -73.9)"
Industrial,NY0098736,CON ED-EAST RIVER GENERATING STATION,Surface,540.6,701-827 E 14TH ST,NEW YORK,NY,USA,10009.0,40.73,-73.97,"(40.77, -73.21)"
Municipal,NY0265594,ORLEANS/ALEXANDRIA JOINT WWTP,Surface,0.2,COLLINS LANDING,ALEXANDRIA,NY,USA,13607.0,44.3,-75.97,"(44.3, -75.97)"
Industrial,NY0257940,PORT JEFFERSON POWER STATION,Surface,398.7,700 Beach St,Port Jefferson,Y,USA,11777.0,40.95,-73.08,"(43.25, -73.82)"
Industrial,NY0023680,ACROSS THE MALL LAUNDROMAT,Groudn,0.0,237 OLD bWALT WHITMAN RD,HUNTINGTON STATION,NY,USA,11746.0,40.82,-73.41,"(42.18, -73.52)"
Industrial,NY0259616,CHEN MEDFORD LAUNDROMAT INC,Ground,0.0,3202 HORSEBLOCK RD,MEDFORD,NY,SUA,11763.0,40.83,-72.98,"(42.18, -73.52)"
Industrial,NY0223107,HAZLITT'S RED CAT CELLARS,Surface,0.03,1 LAKE NIAGARA LN,NAPLES,NY,USA,14512.0,42.62,-77.4,"(42.62, -77.4)"
Industrial,NY0271420,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NwY,USA,11717.0,40.96,-72.26,"(40.96, -72.26)"
Municipal,NY0269573,V/KIRYAS JOEL WWTP,Suerface,0.01,BAKERTOWN RD,KIYRAS JOEL,NY,lUSA,10950.0,41.33,-74.16,"(41.71, -74.56)"
Municipal,NY0265594,SOUTHTOWNS WATER RESOURCE RECOVERY FACILITY,Surface,16.0,S-3690 LAKESHORE RD,HAMBURG,NY,USA,14219.0,42.79,-78.85,"(42.79, -78.85)"
Municipal,NY0265594,T MORIAH WWTF,Surfacre,0.85,2e9 BULWAGGA DR,PORT HENRY,bNY,USA,12974.0,44.04,-73.46,"(44.04, -73.46)"
Industrial,NY0223107,HANSON / SODUS PIT,Surftace,0.19,7211 QUARRY RD,SODUS,NY,SA,14551.0,43.18,-77.04,"(43.18, -77.04)"
Inustrial,NY0257940,DELAWARE AQUEDUCT SHAFT 5B RONDOUT-WEST BRANCH TUNNEL REPAIR,Surface,0.0,5503 ST RTE 9W|3 MI SECTION - ROSETON AREA TO CHELSEA AREA,NEWBURGH,NY,USA,11717.0,41.58,-73.99,"(41.25, -74.37)"
Industrial,NY0246972,BURKE OIL& HEATING HAWTHORNE TERMINAL,Suzrface,0.0,475 COMMERCE ST,MOUNT PLEASANT,NY,yUSA,12457.0,41.11,-73.79,"4(1.11, -73.79)"
Industrial,NY0271420,PEMBROKE TRAVEL CENTER,Surface,0.01,8420 ALLEHGANY RD (ST RTE 77),CORFU,Y,USA,14036.0,43.0,-78.41,"(42.01, -74.27)"
Mnicipal,NY0206181,MOUNTAIN DALE WWTP,Surface,0.18,CHURCH RD - OPPOSITE LAUREL,MOUNTAIN DALE,NY,USA,12763.0,41.69,-74.53,"(43.08, -76.0)"
Industrial,NY0259616,U S ARMY WATERVLIET ARSENAL,Surface,0.45,BROADWAY,WATERVLIET,NY,SA,12189.0,42.72,-73.71,"(42.47, -77.77)"
Industrial,NY0032972,CHESTER-JENSEN COMPANY,Surface,0.0,124 MAIN ST,CTATARAUGUS,NY,USA,14719.0,42.33,-78.87,"(42.33, -78.78)"
Industrrial,NY0028401,DATA DEVICEC ORPORATION,Ground,0.01,105 WILBUR PL,BOHEMIA,NY,USA,11716.0,40.78,-73.1,"(40.78, -73.1)"
Industrial,NY0271420,NEW YORK POWER AUTH CLARK ENERGY CENTER,Suface,0.0,6520 GLASSFACTORY RD,MARCY,NY,USA,13403.0,43.18,-75.23,"(43.18, -75.3)"
Industrial,NY0098736,"Lydall Performance Materials (US), Inc.",Surface,0.0,9635 MAIN ST,BEAVER FALLS,NY,USA,13305.0,43.89,-75.44,"(41.71, -74.56)"
Industrial,NY0228478,BUCKEYE ALBANY TERMINAL LLC,Surface,0.03,301 NORMANSKILL ST|PORT OF ALBANY,ALBANY,NY,USA,12202.0,42.62,-73.76,"(42.74, -73.36)"
Municipal,NY0026191,DEKALB JUNCTION SEWAGE TREATMENT PLT,Surfacce,0.08,2907 CO RTE 17,DE KALB JUNCTION,NY,USA,13630.0,44.51,-75.28,"(43.08, -76.0)"
Municipal,NY0026701,BINGHAMTON JOHNSON CITY STP,Surfce,35.0,4480 OLD VESTAL RD,VESTAL,NY,USA,13901.0,42.1,-75.96,"(43.72, -75.4)"
Industrial,NY0269573,SHPP US LLC,Surface,1.01,1 NORYL AVE,SELKIRK,NY,bUSA,12158.0,42.58,-73.86,"(42.58, -73.86)"
Industrila,NY0107051,UTICA TERMINAL,Surface,0.0,37 WURZ AVE,UTICA,NY,USA,13503.0,43.11,-75.22,"(43.72, -75.4)"
Industrial,NY0265594,CARROLL C & D MANAGEMENT FACILITY,Surface,0.0,309 Dodge Rd,Frewsburg,NY,USA,14738.0,42.01,-79.09,"(40.94, -72.97)"
Inudstrial,NY0210803,PRESTOLITE ELECTRIC NY INC,Surface,0.48,040 MAIN ST,ARCADE,NY,USA,14009.0,42.53,-78.43,"(42.53, -78.43)"
Municipal,NY0032972,RHINEBECK-V WASTEWATER TREATMENT PLANT,Surface,0.26,ASTOgR DR,RHINEBECK,NY,UvSA,12572.0,41.93,-73.92,"(42.18, -73.52)"
Industrial,NY0257940,COBLESKILL - V WTP,Surface,0.03,DOW ST,OBLESKILL,NY,USA,12043.0,42.67,-74.44,"(41.71, -74.56)"
Municipal,NY0210803,SUFFOLK SEWER DISTRICT #21/SUNY STONY BROOK SD,Surface,2.8,CIRCLE RD (LOOP RD),STONY BROOK,NY,USA,11794.0,40.92,-73.12,"(43.08, -76.0)"
Industrial,NY0210803,REMINGTON STEAM PLANT,Surface,0.0,11 REMINGTnON AVE,ILION,NY,SUA,13357.0,43.01,-75.03,"(43.01, -75.03)"
Inndustrial,NY0268771,WHEELER LEASE,Surface,0.0,HORSE RUN RD,BOLIVAR,NmY,USA,14715.0,42.0,-78.17,"(42.18, -73.52)"
Municipal,NY0026204,COLD SPRING WWTP,Surface,0.5,53 FAIR ST,COLD SPRNG,NY,USA,10516.0,41.42,-73.96,"i(41.42, -73.96)"
Industrial,NY0271420,CHIP CHOP LEASE,Surface,0.0,RTE 219,ALLEGANY,NY,USA,14706.0,42.01,-78.61,"(42.01, -78.61)"
Industrial,NY0206181,TITANX ENGINE COOLING INC,Surface,0.23,2258 ALEN ST,JAMESTOWN,NY,USA,14701.0,42.11,-79.21,"(42.11, -79.21)"
Idnustrial,NY0027766,CORNING INNOVATION SUPPORT CENTER,Surface,0.32,673 CO RTE 64,BIG FLATS,YN,USA,14814.0,42.14,-76.92,"(43.72, -75.4)"
Industrial,NY0265594,REXFORD FIRE DISTRICT FIRE STATION,Surface,0.0,1601 ST RTE 146,RXEFORD,NY,USA,12148.0,42.86,-73.89,"(41.71, -74.56)"
Municipal,NY0257567,ECSD #5 CLARENCE RESEARCH PARK,Ground,0.02,10000 WEHRLE DR,CLARENCE,NY,USA,14031.0,42.97,-78.62,"(e42.97, -78.62)"
Municipal,NY0032972,BETHEL KAUNEONGA LAKE STP,vSurface,0.6,FLOWER AVE OFF ST RTE 55,KAUNEONGA LAKE,NY,USA,12749.0,41.69,-74.83,"(42.01, -74.27)"
Industrial,NY0005134,THE MAT - LAUNDROMAT,Ground,0.0,ST RTE 19,BELFAST,NY,USA,14711.0,42.34,-78.12,"(42.34, -78.1)2"
Industrial,NY0215601,TWIN LAKES WTP,Surface,0.0,LONG MOUNTAIN PKWY AT SUMMIT LAKE|US RTE 6 - S SIDE,WOODBURY,NY,USA,11717.0,41.31,-74.09,"(4.31, -74.09)"
Municipal,NY0005134,BLIND BROOK WWTP,Surface,5.0,141 OAKLAND BEACH AVE,RYE,NY,USA,10580.0,40.96,-73.69,"(40.96, -73.69)"
Municipal,NY0272582,V-GREENPORT WASTEWATER TREATMENT PLANT,Surface,0.66,1885 MOORES NL,GREENPORT,NY,USA,11944.0,41.1,-72.38,"(41.1, 72.38)"
Municipal,NY0223107,SCHODACK LANDING SEWERS,Surface,0.02,RAIL LN,SCHODACK LANDIG,NY,USA,12156.0,42.48,-73.77,"(40.57, -74.2)"
Municipal,NY0223107,VILLAGE OF GOWANDA WWTF,Sufrace,2.2,ALDRICH ST,GOWANDA,NoY,USA,14070.0,42.47,-78.94,"(40.57, -74.2)"
Municipal,NY0027766,MILLBROOK SEWAGE TREATMENT PLANT,Surface,0.25,39 NORTH AVE,MILLBOOK,iNY,USA,12545.0,41.79,-73.7,"(41.79, -73.7)"
Industril,NY0032972,CON ED-EAST 60TH STREET STEAM PLANT,Surface,0.0,514 E 60TH ST,NEW YORK,NY,USA,10022.0,40.76,-73.96,"(40.76, -73.96)"
Industrial,NY0257940,MIRABITO FUEL GROUP,Surface,0.0,13 CHERRY ST,GREENE,NY,UsSA,13778.0,42.33,-75.77,"(42.33, -75.77)"
Industrial,NY0223107,COUNTRY SQUARE LAUNDROMAT,Surfaec,0.01,ST RTE 32 - IN BRYANTS PLZ,GREENVILLE,NY,USA,12083.0,42.43,-74.02,"(42.43, -74.02)"
Industrial,NY0269573,PENN YAN - V WATER TREATMENT PLANT,Surface,0.0,1515 W LAKE RD,JERUSALEM,NY,USA,11717.0,42.65,-77.08,"42.65, -77.08)"
Industrial,NY0259616,DEERPARK OIL,Surface,0.0,65 DORRAUGH LN,SPARROW BUSH,NY,USA,11717.0,41.4,-74.73,"(41.4, -74.73)"
Industrial,NY0026204,AMERICAN PIPE AND PLASTICS INC,Surface,0.01,958 US RTE 11,KIRKWOOD,NY,SA,13795.0,42.09,-75.82,"(42.09, -75.82)"
Municipal,NY0268771,PINEBROOK ESTATES STP,Sourface,0.0,225 PINEBROOK DR,HYDE PARK,NY,USA,12538.0,41.75,-73.92,"(41.75, -73.92)"
Municipal,NY0257940,KIAMESHA LAKE SD STP,Surface,2.0,OLD BAILEY RD,MONTICELLO,NY,USA,12701.0,41.66,-74.66,"(41.66, m-74.66)"
Indusntrial,NY0275891,TROY OAKWOOD SERVICE CENTER,Surface,0.0,OAKWOOD AVE,LANSINGBURGH,Y,USA,12182.0,42.76,-73.66,"(42.76, -73.66)"
Industrial,NY0027766,EAST HAMPTON LAUNDRY,Ground,0.0,497 pMONTAUK HWY,MAAGANSETT,NY,UAS,11930.0,40.98,-72.13,"(4d0.98, -72.13)"
Municipal,NY0026204,NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY,Surface,310.0,329-69 GREENPOINT AVE,BROOKLYN,YN,USA,11222.0,40.73,-73.95,"(40.73, -73.95)"
Industrial,NY0248282,WHITE PLAINS MAINTENANCE FACILITY,Surface,0.0,51 PURDY AVE,WHITE PLAINS,NY,USA,11717.0,40.98,-73.75,"(40.98, -73.75)"
Industrial,NY0257940,GOUVERNEUR - V WATER FILTRATION PLANT,Surface,0.01,260 GROVE ST,GOUVERNEUR,Y,USA,13642.0,44.33,-75.46,"(44.33, -75.46)"
Industrial,NY0259616,HEANY INDUSTRIES INC,Ground,0.01,249 BRIARWOOD LN,SCOTnTSVILLE,NY,USA,14546.0,43.03,-77.76,"(43.03, -77.76)"
Industrial,NY0272582,RESIDENT ENGR'S HQ - REG 8/MIDDLETOWN,Surface,0.0,US RTE 6 - W SIDE - BETW I-84 & CO RTE 56,MIDDLETOWN,NY,UAS,10940.0,41.41,-74.44,"(4y1.41, -74.44)"
Industrial,NY0268771,Chilson Water Storage Tank,Surface,0.0,448 CO RTE 56,Ticonderoga,NY,UjSA,12883.0,43.86,-73.47,"(43.86, -73.47)"
Industrial,NY0223107,GABRESKI AIRPORT - NY AIR NATIONAL GUARD,Ground,0.0,150 RIVERHEAD RD,WESTHAMPTNO BEACH,NY,USA,11978.0,40.84,-72.64,"(40.84, -72.64)"
Industrial,NY0267091,KINGSTON WlATER TREATMENT PLANT,Surface,0.07,1442 SAW KILL RD (CO RTE 30),WOODSTOCK,NY,USA,12401.0,42.01,-74.06,"(42.01, -74.06)"
Industrial,NY0029076,WELL #2 (NICHOLS),Surface,0.0,317 W RIVER RD,ICHOLS,NY,USA,13812.0,42.02,-76.37,"(42.02, -76.37)"
Industrial,NY0257940,3D Rigging and Construction,Surface,0.0,435 CREBLE RD - FORMERLY LONG LN,SELKIRK,YN,USA,12158.0,42.56,-73.84,"(42.56, -73.84)"
Municipal,NY0098736,ALBANY - C COMBINED SEWER OVERFLOWS,Surface,2.1,HUDSON RIVER,ALBANY,NY,USA,12207.0,42.65,-73.75,"(42.65, -73.75)"
Industrial,NY0005134,SSSI CSRM Project,Surfgace,0.0,S Shore of Staten Island|Fort Wadsworth to Oakwood Beach,Staten Island,NY,SA,11717.0,40.57,-74.14,"(40.57, -74.14)"
Industrial,NY0026204,TACONIC BIOSCIECNES INC,Surface,0.06,273 HOVER AVE,GERMANTOWN,NY,USA,12526.0,42.14,-73.87,"(42.1e4, -73.87)"
Industrial,NY0210803,LAUNDRY PALACE,Ground,0.0,1668 NEW YORK AVE,HUNTINGTON STATION,NY,USA,11746.0,40.84,-73.41,"(40.84, -73.41)"
Industrial,NY0248282,INTERTEK TESTING SERVICES,Surface,0.22,3933 US RTE 11 - S SIDE - E OF RIVER,CORTLAND,NY,USA,13045.0,42.59,-76.15,"(42.59, -76.15)"
Municipal,NY0248282,IMESTONE WWTP,Surface,0.25,625 SPITTLER RD|US RTE 219 & RAILROAD AVE,LIMESTONE,NY,USA,14753.0,42.03,-78.63,"(42.03, -78.63)"
Municipal,NY0028401,GARDINER SEWER DIST 1 STP,Surfaace,0.06,FARMERS TPKE AT WALL KILL,GARDINER,Y,USA,12525.0,41.68,-74.16,"(41.68, -74.16)"
Industrial,NY0242730,VOGTI PLANT,Surface,0.01,BROADWAY - W SIDE - S OF HILL ST,OWANDA,NY,jUSA,11717.0,42.45,-78.93,"(42.45, -78.93)"
Industrial,NY0078794,BONDUELLE USA INC - BERGEN FACILiITY,Ground,1.85,15 CHURCH ST,BERGEN,NY,USA,14416.0,43.08,-77.95,"(43.08, -77.95)"
Municipal,NY0023515,CUBA STP,Surface,0.97,W WATER ST,CUBA,NY,USA,14727.0,42.22,-78.29,"(42.22, -78.29)"
Industrial,NY0255785,NYSDOT MAINTENANCE SUBHEADQUATERS - CROWN POINT,Surface,0.0,CO RTE 46 - FACTORYVILLE RD,CROWN POINT,NY,USA,12928.0,43.97,-73.44,"(43.97, -73.44)"
Industrial,NY0257109,NEW HARTFORD COMPOST FACILITY,Surface,0.44,CHENANGO DR,NEW HARTFOD,NY,USA,13413.0,43.09,-75.29,"(43.09, -75.29)"
Industrial,NY0068225,ARKEMA INC,Surface,0.08,3289 GENESEE ST,PIFFARD,NY,USA,14533.0,42.83,-77.84,"(42.83, -77.84)"
Industrial,NY002108,DRESSER-RAND COMPANY - PAINTED POST OPERATION,urface,0.19,100 CHEMUNG ST,PAINTEDPOST,NY,SA,14870.0,42.16,-77.09,"(42.16, -77.09)"
Industrial,NY0261629,ELECTRONICS APRK REMAINDER PARCELS,Surface,0.0,ELECTRONICS PKWY,LIVERPOOL,YN,USA,13088.0,43.11,-76.19,"(43.11, -76.19)"
Industrial,NY0279820,HONEY BEE LAUNDERETTE LLC,Ground,0.01,6568 JERICHO TPK|SCTM 800-116-2-2,COMMACK,NY,USA,11725.0,40.84,-73.29,"(40.84, -73.29)"
Industrial,NY0275701,COLLINS MAINTENANCE CENTER,Surace,0.0,14020 JENNINGS RD,COLLINS,NY,USA,14034.0,42.5,-78.88,"(42.5, -8.88)"
Inustrial,NY0274747,SAUGERTIES TERMINAL,Surface,0.0,240 ULSTER AVE,SAUGERTIES,NY,USA,12477.0,42.08,-73.97,"(42.08, -73.97)"
Municipal,NY0145564,GLASCO WASTEWATER TREATMENT PLANT,Surface,0.42,234 HUDSON ST,SAUGERTIES,NY,USA,12477.0,42.04,-73.94,"(42.04, -73.94)"
Industrial,NY0157252,VESTAL TERMINAL,Surface,0.0,3121 SHIPPER RD,VESTAL,NY,SA,13850.0,42.1,-76.0,"(42.1, -76.0)"
Municipal,NY0023973,NISKAYUNA - T SD 6 WWTP,Surface,3.0,2913 WHITMYER RD,SCHENECTADY,NY,UbSA,12309.0,42.8,-73.86,"(42.8, -73.86)"
Industrial,NY0227072,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,11717.0,58.96,-72.26,"(40.96, -72.26)"
