uniqueid,indicatorid,namevalue,measure,measureinfo,geotypename,geojoinid,geoplacename,timeperiod,startdate,datavalue
169533.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2013,06/01/2013,10.56
169534.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,208,Riverdale and Fieldston (CD8),Summer 2013,06/01/2013,10.01
169535.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,209,Parkchester and Soundview (CD9),Summer 2013,06/01/2013,10.37
169536.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),Summer 2013,06/01/2013,10.25
169537.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),Summer 2013,06/01/2013,10.12
169538.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,212,Williamsbridge and Baychester (CD12),Summer 2013,06/01/2013,10.06
169539.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,301,Greenpoint and Williamsburg (CD1),Summer 2013,06/01/2013,11.64
169540.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2013,06/01/2013,10.98
169541.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,303,Bedford Stuyvesant (CD3),Summer 2013,06/01/2013,10.37
169542.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,304,Bushwick (CD4),Summer 2013,06/01/2013,10.42
169543.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),Summer 2013,06/01/2013,10.33
169544.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2013,06/01/2013,10.89
169545.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,307,Sunset Park (CD7),Summer 2013,06/01/2013,10.7
169546.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2013,06/01/2013,10.31
169547.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2013,06/01/2013,10.18
169548.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2013,06/01/2013,9.91
169549.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Summer 2013,06/01/2013,9.77
169550.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Summer 2013,06/01/2013,10.02
169551.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Summer 2013,06/01/2013,9.63
169552.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2013,06/01/2013,10.09
169553.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2013,06/01/2013,9.75
169554.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2013,06/01/2013,10.44
169555.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2013,06/01/2013,10.28
169556.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Summer 2013,06/01/2013,9.82
169557.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Summer 2013,06/01/2013,10.35
169558.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2013,06/01/2013,11.59
169559.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,403,Jackson Heights (CD3),Summer 2013,06/01/2013,10.0
169560.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,404,Elmhurst and Corona (CD4),Summer 2013,06/01/2013,10.46
219988.0,386.0,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2014,06/01/2014,32.43
169561.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,405,Ridgewood and Maspeth (CD5),Summer 2013,06/01/2013,10.41
169562.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,406,Rego Park and Forest Hills (CD6),Summer 2013,06/01/2013,10.35
169563.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,407,Flushing and Whitestone (CD7),Summer 2013,06/01/2013,10.13
169564.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2013,06/01/2013,9.99
169565.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2013,06/01/2013,10.09
169566.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,9.73
169567.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,411,Bayside and Little Neck (CD11),Summer 2013,06/01/2013,9.91
169568.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,412,Jamaica and Hollis (CD12),Summer 2013,06/01/2013,10.07
169569.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,413,Queens Village (CD13),Summer 2013,06/01/2013,9.77
169570.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,414,Rockaway and Broad Channel (CD14),Summer 2013,06/01/2013,9.44
169571.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,501,St. George and Stapleton (CD1),Summer 2013,06/01/2013,9.47
169572.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Summer 2013,06/01/2013,9.41
169573.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2013,06/01/2013,9.13
170164.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,101,Financial District (CD1),Annual Average 2009,12/01/2008,13.05
170165.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,102,Greenwich Village and Soho (CD2),Annual Average 2009,12/01/2008,12.82
170166.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2009,12/01/2008,11.85
170167.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,104,Clinton and Chelsea (CD4),Annual Average 2009,12/01/2008,13.22
170168.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,105,Midtown (CD5),Annual Average 2009,12/01/2008,16.09
170169.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2009,12/01/2008,14.08
170170.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,107,Upper West Side (CD7),Annual Average 2009,12/01/2008,12.16
170171.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,108,Upper East Side (CD8),Annual Average 2009,12/01/2008,12.91
170172.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2009,12/01/2008,11.69
170173.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,110,Central Harlem (CD10),Annual Average 2009,12/01/2008,11.55
170174.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,111,East Harlem (CD11),Annual Average 2009,12/01/2008,11.54
170175.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,112,Washington Heights and Inwood (CD12),Annual Average 2009,12/01/2008,11.55
170176.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,201,Mott Haven and Melrose (CD1),Annual Average 2009,12/01/2008,11.86
170177.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,202,Hunts Point and Longwood (CD2),Annual Average 2009,12/01/2008,11.64
170178.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,203,Morrisania and Crotona (CD3),Annual Average 2009,12/01/2008,11.37
170179.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,204,Highbridge and Concourse (CD4),Annual Average 2009,12/01/2008,11.96
170180.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,205,Fordham and University Heights (CD5),Annual Average 2009,12/01/2008,12.1
170181.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,206,Belmont and East Tremont (CD6),Annual Average 2009,12/01/2008,11.46
170182.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2009,12/01/2008,11.47
170183.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,208,Riverdale and Fieldston (CD8),Annual Average 2009,12/01/2008,11.02
170184.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,209,Parkchester and Soundview (CD9),Annual Average 2009,12/01/2008,10.82
170185.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2009,12/01/2008,10.47
170186.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2009,12/01/2008,10.63
170187.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2009,12/01/2008,10.64
170188.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2009,12/01/2008,12.03
170189.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2009,12/01/2008,11.55
170190.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,303,Bedford Stuyvesant (CD3),Annual Average 2009,12/01/2008,10.84
170191.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,304,Bushwick (CD4),Annual Average 2009,12/01/2008,10.81
170192.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),Annual Average 2009,12/01/2008,10.54
170193.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2009,12/01/2008,11.43
170194.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,307,Sunset Park (CD7),Annual Average 2009,12/01/2008,11.13
170195.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2009,12/01/2008,10.79
170196.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2009,12/01/2008,10.63
170197.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2009,12/01/2008,10.18
170198.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2009,12/01/2008,9.84
170199.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2009,12/01/2008,10.3
170200.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2009,12/01/2008,9.43
170201.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2009,12/01/2008,10.34
170202.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2009,12/01/2008,9.59
170203.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2009,12/01/2008,10.78
170204.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2009,12/01/2008,10.57
170205.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2009,12/01/2008,9.81
170206.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2009,12/01/2008,10.69
170207.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2009,12/01/2008,11.89
170208.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,403,Jackson Heights (CD3),Annual Average 2009,12/01/2008,10.26
170209.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,404,Elmhurst and Corona (CD4),Annual Average 2009,12/01/2008,10.73
170210.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2009,12/01/2008,10.7
170211.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2009,12/01/2008,10.6
170212.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,407,Flushing and Whitestone (CD7),Annual Average 2009,12/01/2008,10.21
170213.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2009,12/01/2008,10.0
170214.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2009,12/01/2008,10.25
170215.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2009,12/01/2008,9.76
170216.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,411,Bayside and Little Neck (CD11),Annual Average 2009,12/01/2008,9.72
170217.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,412,Jamaica and Hollis (CD12),Annual Average 2009,12/01/2008,9.92
170218.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,413,Queens Village (CD13),Annual Average 2009,12/01/2008,9.37
170219.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2009,12/01/2008,8.75
170220.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,501,St. George and Stapleton (CD1),Annual Average 2009,12/01/2008,9.99
170221.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2009,12/01/2008,9.85
170222.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2009,12/01/2008,9.67
170223.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,101,Financial District (CD1),Annual Average 2010,12/01/2009,12.14
170224.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,102,Greenwich Village and Soho (CD2),Annual Average 2010,12/01/2009,11.63
170225.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2010,12/01/2009,10.62
170226.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,104,Clinton and Chelsea (CD4),Annual Average 2010,12/01/2009,11.95
170227.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,105,Midtown (CD5),Annual Average 2010,12/01/2009,15.51
170228.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2010,12/01/2009,13.12
170229.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,107,Upper West Side (CD7),Annual Average 2010,12/01/2009,10.98
170230.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,108,Upper East Side (CD8),Annual Average 2010,12/01/2009,11.87
170231.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2010,12/01/2009,10.69
170232.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,110,Central Harlem (CD10),Annual Average 2010,12/01/2009,10.59
170233.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,111,East Harlem (CD11),Annual Average 2010,12/01/2009,10.41
170234.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,112,Washington Heights and Inwood (CD12),Annual Average 2010,12/01/2009,10.74
170235.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,201,Mott Haven and Melrose (CD1),Annual Average 2010,12/01/2009,10.88
170236.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,202,Hunts Point and Longwood (CD2),Annual Average 2010,12/01/2009,10.71
170237.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,203,Morrisania and Crotona (CD3),Annual Average 2010,12/01/2009,10.57
170238.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,204,Highbridge and Concourse (CD4),Annual Average 2010,12/01/2009,11.19
170239.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,205,Fordham and University Heights (CD5),Annual Average 2010,12/01/2009,11.4
170240.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,206,Belmont and East Tremont (CD6),Annual Average 2010,12/01/2009,10.67
170241.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2010,12/01/2009,10.7
170242.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,208,Riverdale and Fieldston (CD8),Annual Average 2010,12/01/2009,10.09
170243.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,209,Parkchester and Soundview (CD9),Annual Average 2010,12/01/2009,9.96
170244.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2010,12/01/2009,9.5
170245.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2010,12/01/2009,9.71
170246.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2010,12/01/2009,9.6
170247.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2010,12/01/2009,10.73
170248.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2010,12/01/2009,10.52
170249.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,303,Bedford Stuyvesant (CD3),Annual Average 2010,12/01/2009,9.9
170250.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,304,Bushwick (CD4),Annual Average 2010,12/01/2009,9.84
170251.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),Annual Average 2010,12/01/2009,9.74
170252.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2010,12/01/2009,10.45
170253.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,307,Sunset Park (CD7),Annual Average 2010,12/01/2009,10.29
170254.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2010,12/01/2009,9.98
170255.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2010,12/01/2009,9.91
170256.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2010,12/01/2009,9.41
170257.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,311,Bensonhurst (CD11),Annual Average 2010,12/01/2009,9.18
170258.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Annual Average 2010,12/01/2009,9.64
170259.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,313,Coney Island (CD13),Annual Average 2010,12/01/2009,8.76
170260.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Annual Average 2010,12/01/2009,9.72
170261.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Annual Average 2010,12/01/2009,8.94
170262.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Annual Average 2010,12/01/2009,10.0
170263.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Annual Average 2010,12/01/2009,9.87
170264.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Annual Average 2010,12/01/2009,9.09
170265.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,401,Long Island City and Astoria (CD1),Annual Average 2010,12/01/2009,9.43
170266.0,365.0,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Annual Average 2010,12/01/2009,10.56
