OBJECTID,ACRES,USE_,MODIFICATIONS,LANDUSE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SHAPESTArea,SHAPESTLength
7446,6.83393047,,,Business/Commercial,,,,,297686.035516482,2367.58480928763
7447,21.43346053,,,Business/Commercial,,,,,933641.711200743,5110.63940980439
7448,16.51572691,,,Business/Commercial,,,,,719425.071297029,3343.43631800254
7449,16.05413272,,,Business/Commercial,,,,,699317.868791617,5415.5952054862
7450,1.4193678,,,Business/Commercial,,,,,61827.6646042388,1056.14905985875
7451,16.96802383,,,Low Density Residential,,,,,739127.072550494,5468.20454749136
7452,15.45349258,,,Low Density Residential,,,,,673154.158698314,6186.44167062762
7453,24.50577474,,,Low Density Residential,,,,,1067471.63439029,6297.06661709546
7454,6.07225157,,,Low Density Residential,,,,,264507.135256441,4677.15982225154
7455,13.25804033,,,Medium Density Residential,,,,,577520.367796067,7772.77669342077
7456,6.51526201,,,Low Density Residential,,,,,283804.776295603,2822.87257765117
7457,2.01523739,,,Medium Density Residential,,,,,87783.7427228974,1223.26278521405
7458,4.67370076,,,Low Density Residential,,,,,203586.489114186,2176.04853143222
7459,11.21247708,,,Low Density Residential,,,,,488415.528911708,3873.66414006969
7460,2.37600569,,,Medium Density Residential,,,,,103498.795020198,2203.27421430913
7461,3.47710328,,,Low Density Residential,,,,,151462.62939671,1816.16484284433
7462,7.59647533,,,Low Density Residential,,,,,330902.462816131,3717.08707783821
7463,5.85363147,,,Low Density Residential,,,,,254984.110534509,2325.15802936523
7464,6.10234421,,,Low Density Residential,,,,,265818.201651223,2805.17020291488
7465,5.37817351,,,Low Density Residential,,,,,234273.260343734,2280.54218836725
7466,3.62021008,,,Low Density Residential,,,,,157696.343148197,1835.41118819103
7467,4.49523584,,,Low Density Residential,,,,,195812.451688214,1874.58285961897
7468,16.00593922,,,Low Density Residential,,,,,697218.782757908,4388.09892949478
7469,4.23020779,,,Low Density Residential,,,,,184267.865836145,1869.16215377131
7470,84.4560991,,,Low Density Residential,,,,,3678907.56692115,8904.7251849496
7471,3.78576854,Crossings at WB Park,10/14/10,Recreation,,,,,164908.075380407,1718.67151550853
7472,8.9370793,,,Low Density Residential,,,,,389299.224940592,4390.38365914941
7473,24.31177065,,,Low Density Residential,,,,,1059020.76399952,4944.45442028396
7474,4.95020252,Miars Plantation Park,10/14/10,Recreation,,,,,215630.812567252,2560.74424084772
7475,58.19586136,,,Low Density Residential,,,,,2535011.7469593,8133.46419215547
7476,541.4339832,,10/14/10,Agriculture/Open Space,,,,,23584864.268165,23946.4123818799
7477,21.7109227,TNC Property,Rural to Conserv 110504,Conservation,,,,,945727.913702985,4052.09889227363
7478,5.63198953,,,Low Density Residential,,,,,245329.465513282,2282.87514805613
7479,1.21910966,,,Business/Commercial,,,,,53104.4709906195,882.756004568606
7480,1.54489073,,,Medium Density Residential,,,,,67295.426855282,1061.47453714562
7481,4.32150126,,,Business/Commercial,,,,,188244.567140076,1752.69890526089
7482,47.95868562,,Change per PUD plan 5/20/13,Low Density Residential,,,,,2089080.38885016,6737.74629528341
7483,5.38004009,,,Low Density Residential,,,,,234354.543461741,2249.07427853211
7484,0.03261345,,,Low Density Residential,,,,,1420.63806074884,273.863651837348
7485,55.94881471,,,Business/Commercial,,,,,2437130.28406566,7550.22777543944
7486,2.74721497,,,Medium Density Residential,,,,,119668.749957327,1531.37766764356
7487,2.24642078,,,Medium Density Residential,,,,,97854.1408803522,1280.84641874683
7488,6.48067091,,,Business/Commercial,,,,,282298.118570724,2221.23013199565
7489,3.0879775,,,Medium Density Residential,,,,,134512.231535473,1518.002320413
7490,255.76135247,Cavalier,,Industrial/Logistics,,,,,11140964.2834393,21397.7959320073
7491,7.31834908,,,Medium Density Residential,,,,,318787.318561064,3032.8962217854
7492,6.39462336,,,Medium Density Residential,,,,,278549.847011776,2805.29306372542
7493,1.83653721,,,Business/Commercial,,,,,79999.4913332884,2735.04778787656
7494,0.67746955,,,Medium Density Residential,,,,,29510.6005250679,976.939036146448
7495,133.96194578,,,Regional Mixed Use,,,,,5835382.4111835,13897.0729354578
7496,3.49228023,,,Medium Density Residential,,,,,152123.697664675,1621.95250040686
7497,3.19405672,,,Industrial/Logistics,,,,,139133.220037434,1507.98632989127
7498,14.22598074,,,Low Density Residential,,,,,619683.653835762,4632.8316449055
7499,3.73560041,,,Low Density Residential,,,,,162722.77145539,1585.93694950534
7500,4.12173466,,,Low Density Residential,,,,,179542.930555544,2445.5924804132
7501,18.05590644,,,Low Density Residential,,,,,786515.212138223,4652.25027349879
7502,264.85967172,,,Low Density Residential,,,,,11537287.6954889,38621.336005135
7503,4.22648751,,,Conservation,,,,,184105.838551907,1894.58772243009
7504,21.8514509,,,Low Density Residential,,,,,951849.324877525,5668.55564334225
7505,67.7245013,,,Conservation,,,,,2950079.14381869,13165.4725979995
7506,0.490738,,,Conservation,,,,,21376.5183066513,583.964907345116
7507,20.19780452,,,Low Density Residential,,,,,879816.337479648,8776.0374665677
7508,1.91661236,,10/14/10,Agriculture/Open Space,,,,,83487.6712616591,1442.28845474104
7509,148.33143551,TNC Property,Rural to Conserv110504,Conservation,,,,,6461317.49132761,13486.9721984548
7510,1.38682334,,,Low Density Residential,,,,,60410.0183089546,1489.52309964065
7511,0.9027339,,,Business/Commercial,,,,,39323.0592803147,808.913565726076
7512,4.23819238,,,Medium Density Residential,,,,,184615.616233134,1958.15490584498
7513,3.94505927,,,Medium Density Residential,,,,,171846.819370775,2062.87724652761
7514,4.40763563,,,Medium Density Residential,,,,,191996.672827365,2102.53061912879
7515,4.21047496,,,Medium Density Residential,,,,,183408.323928254,2654.64522183565
7516,32.93953936,School,,Institution/Government,,,,,1434846.18002632,5644.73009866289
7517,1.92600996,,,Low Density Residential,,,,,83896.9308957362,1660.86472451056
7518,111.18260345,,,Regional Mixed Use,,,,,4843114.33472879,19873.3645845788
7519,0.8989664,,,Business/Commercial,,,,,39158.9809521405,813.684375717991
7520,8.08775513,,,Low Density Residential,,,,,352302.66295285,2580.6770264048
7521,29.67713835,,,High Density Residential,,,,,1292736.14472083,16761.1985941797
7522,367.38293697,,,Low Density Residential,,,,,16003200.88684,42261.4573368292
7523,0.65020367,,,Medium Density Residential,,,,,28322.8941629449,1671.17717939601
7524,11.50621074,Golf Course,10/14/10,Recreation,,,,,501210.517295966,3291.83541596005
7525,3.63393847,,,Business/Commercial,,,,,158294.341721905,2090.78909489059
7526,3.11646032,,,Medium Density Residential,,,,,135752.998872551,1642.55004704339
7527,1.73581976,,,Medium Density Residential,,,,,75612.3031751984,1490.01439528827
7528,22.11353895,,,Business/Commercial,,,,,963265.742306408,4231.37460275326
7529,1.46626707,,,Medium Density Residential,,,,,63870.5643474791,1281.45391808574
7530,7.9461389,,,Medium Density Residential,,,,,346133.816216473,2666.79249012725
7531,15.4087579,,,Conservation,,,,,671205.602814498,8966.4730114572
7532,16.87891742,,,Low Density Residential,,,,,735245.797380923,7450.99566409636
7533,132.69014036,,,Low Density Residential,,,,,5779982.55917355,37857.0245104986
7534,57.71909113,,,Low Density Residential,,,,,2514243.52844109,11023.1927794315
7535,55.45215921,,,Conservation,,,,,2415496.34922189,11942.1749781191
7536,20.01993807,,10/14/10,Agriculture/Open Space,,,,,872068.320383594,5318.97027735048
7537,143.68367792,,10/14/10,Agriculture/Open Space,,,,,6258860.8691964,14256.1736939598
7538,46.81935193,,,Low Density Residential,,,,,2039450.87255612,12329.6444004143
7539,0.00932325,,,Business/Commercial,,,,,406.123567158848,97.9249536274313
7540,0.11635666,,,Medium Density Residential,,,,,5068.49374746402,283.008682791752
7541,0.29548342,,10/14/10,Agriculture/Open Space,,,,,12871.2354108888,612.723422719639
7542,0.14247569,,,Medium Density Residential,,,,,6206.22584751651,322.152923283788
7543,0.58231087,,,Industrial/Logistics,,,,,25365.4671774192,922.478037551287
7544,0.02784135,,,Low Density Residential,,,,,1212.7684984031,163.348390331444
7545,13.88376993,,,Industrial/Logistics,,,,,604776.974006427,3701.56702462367
7546,6.85071367,,,High Density Residential,,,,,298417.10067984,2573.42055469896
7547,55.51500123,,,Medium Density Residential,,,,,2418233.56840151,22224.6421738845
7548,3.27211623,,,Low Density Residential,,,,,142533.399512651,3431.42438813504
7549,0.22339105,,,Low Density Residential,,,,,9730.90142562579,485.105661992106
7550,81.00445683,,,Business/Commercial,,,,,3528554.29132481,18719.6269142378
7551,7.2017717,,,Medium Density Residential,,,,,313709.166520562,2292.58821384148
7552,5.58464836,,,Low Density Residential,,,,,243267.194495404,3483.98494040407
7553,75.59818557,,,Low Density Residential,,,,,3293056.85528278,19328.5581377225
7554,115.91475656,,,Low Density Residential,,,,,5049246.74201145,14487.6661964397
7555,110.26530091,,,Low Density Residential,,,,,4803156.53328056,31661.5802046429
7556,8.5695893,,,Low Density Residential,,,,,373291.260340825,3707.51607299448
7557,18.12566202,,10/14/10,Suburban Mixed Use,,,,,789553.841122748,3796.55237415226
7558,258.83949748,,10/14/10,Agriculture/Open Space,,,,,11275049.0555774,23143.7809697796
7559,,,,Recreation,,,,,51.8992119409756,542.975138174894
7560,,,,Recreation,,,,,412022.343633035,2832.1840155589
7561,35.85596963,,,Business/Commercial,,,,,302775.224529668,3040.82435971044
7562,999.3450059,,10/6/10,Low Density Residential,,,,,19589445.667776,70961.631388556
7563,18.57985179,,,Conservation,,,,,229855.893891658,2814.25976331952
7564,76.98884111,,,Conservation,,,,,1666275.20879102,17740.5810630832
7565,39.04870534,,,Conservation,,,,,580526.199947157,6382.7357256459
7566,11.67534538,,,Low Density Residential,,,,,508578.195086249,6785.96871581033
7567,16.90897028,,,Low Density Residential,,,,,736554.857714572,3941.22960006853
7568,31.70123587,,,Medium Density Residential,,,,,1380905.8562865,11682.8427211356
7569,164.32008448,,Change per PUD plan 5/20/13,Business/Commercial,,,,,7157782.71953453,13303.9927057832
7570,6.45732071,,,Medium Density Residential,,,,,281280.777703999,5043.02152651703
7571,2.34603588,,,Business/Commercial,,,,,102193.401240828,1705.95519871158
7572,23.01977708,,,Business/Commercial,,,,,1002741.55827437,3991.70583315557
7573,1.40935888,,,High Density Residential,,,,,61391.6616553609,2568.40348542956
7574,2.02695033,,,High Density Residential,,,,,88293.9736078472,1244.13161615646
7575,7.5364955,,,Low Density Residential,,,,,328289.702491535,2967.85402736289
7576,4.99059568,,,Business/Commercial,,,,,217390.307811112,2519.24917284554
7577,2.83164847,,,Business/Commercial,,,,,123346.574708528,1415.27714088487
7578,2.493877,,,High Density Residential,,,,,108633.300856553,1707.25041355987
7579,0.96146944,,,Medium Density Residential,,,,,41881.6248781856,974.340124256996
7580,19.96868645,,,Low Density Residential,,,,,869835.935442417,3949.35034567924
7581,2.29512861,,,Medium Density Residential,,,,,99975.811688253,1262.65005444162
7582,142.51601809,,10/6/10,Suburban Mixed Use,,,,,6207997.88126735,13487.6100382593
7583,4.19148789,,,Low Density Residential,,,,,182581.280714556,1776.75995513959
7584,4.05559789,,,Low Density Residential,,,,,176661.808115249,1804.46417747223
7585,6.28765603,,,Low Density Residential,,,,,273890.288478622,2523.99650220389
7586,21.13179912,,,Low Density Residential,,,,,920501.112780656,5131.20393559455
7587,5.77522048,,,Low Density Residential,,,,,251568.506400456,2185.58411232954
7588,1.35661175,,,High Density Residential,,,,,59094.021301933,1003.37562747641
7589,1.80546525,,,Business/Commercial,,,,,78646.0954616728,1158.97048521188
7590,0.82246467,,,High Density Residential,,,,,35826.5697312954,792.678654163935
7591,14.65713609,School,,Institution/Government,,,,,638464.906173655,3674.8067181932
7592,4.94663657,,,Low Density Residential,,,,,215475.54177705,2071.27645985045
7593,1.45428504,,,Low Density Residential,,,,,63348.6540801232,1272.93300888291
7594,48.21570648,,,Low Density Residential,,,,,2100276.15792521,17423.5945053449
7595,28.2460723,,,Low Density Residential,,,,,1230399.06264929,9463.27016637105
7596,6.45374205,,,Low Density Residential,,,,,281125.010621046,3903.63487365756
7597,21.48548541,School  Greenbier Christian Academy,,Institution/Government,,,,,935907.790925037,4157.78982963935
7598,7.96796504,Park,10/14/10,Recreation,,,,,347084.492184583,2804.7271959109
7599,8.75001774,,,Low Density Residential,,,,,381150.682787149,2543.45081999381
7600,2.13896877,Park,10/14/10,Recreation,,,,,93173.5761144717,1325.37048372981
7601,1.83676558,,,High Density Residential,,,,,80009.5159580372,1200.59477935152
7602,7.67266786,,,Low Density Residential,,,,,334221.359820816,2824.85610011026
7603,14.62760645,,,Low Density Residential,,,,,637178.62347524,5448.91784972944
7604,917.0111384,,10/14/10,Agriculture/Open Space,,,,,39945005.4938909,76330.0895288201
7605,8.66384224,,,Medium Density Residential,,,,,377396.985213108,2826.21980385236
7606,2.29283709,,,Medium Density Residential,,,,,99875.9723494703,1762.88926157734
7607,0.27441446,,10/6/10,Industrial/Logistics,,,,,11953.4909887003,850.863505428651
7608,3.56562544,,,Low Density Residential,,,,,155318.520297923,1619.81094416569
7609,6.43393551,,,Low Density Residential,,,,,280262.198064693,2575.20093847183
7610,3.90837651,,,Low Density Residential,,,,,170248.918656122,2370.66296174761
7611,22.05159252,,,Low Density Residential,,,,,960567.405816456,3926.81823687399
7612,23.25146554,,,Low Density Residential,,,,,1012833.80410251,7290.35047445258
7613,8.42264456,,,Low Density Residential,,,,,366890.368890883,2759.91723062474
7614,4.23695303,,,Medium Density Residential,,,,,184561.644738049,2160.13088824635
7615,27.0675824,,,Business/Commercial,,,,,1179063.92983754,5979.6519462527
7616,3.33415045,,,Medium Density Residential,,,,,145235.609244067,2500.80884756238
7617,15.52025913,,,Business/Commercial,,,,,676062.509272328,3810.59380726282
7618,7.25089397,,,Low Density Residential,,,,,315848.870589185,3394.70210820912
7619,6.09151705,,,Low Density Residential,,,,,265346.491285808,2522.6898027206
7620,2.43099679,,10/14/10,Agriculture/Open Space,,,,,105894.22920002,2061.36483219854
7621,15.60618547,,10/14/10,Agriculture/Open Space,,,,,679805.335824036,5261.38888080088
7622,0.73491552,,10/14/10,Agriculture/Open Space,,,,,32012.9447626802,1301.80029330943
7623,42.78352705,,,Low Density Residential,,,,,1863650.46496982,17462.1836615855
7624,4.43011136,,,Office,,,,,192975.684678076,1889.02298795122
7625,0.84571704,,,Office,,,,,36839.4504092068,809.147509426105
7626,3.85620596,,,Office,,,,,167976.477826868,1688.54222737942
7627,13.77935932,,,Low Density Residential,,,,,600228.92028269,4771.73425245022
7628,1.65279375,,,Low Density Residential,,,,,71995.6895149748,1429.25914493071
7629,2.71918848,,10/14/10,Agriculture/Open Space,,,,,118447.867543686,1729.00293055967
7630,5.03222389,,10/14/10,Agriculture/Open Space,,,,,219203.659385423,2147.77502159412
7631,1.0268472,,10/14/10,Agriculture/Open Space,,,,,44729.5023944272,1164.38573187025
7632,2.74323177,,,Business/Commercial,,,,,119495.20982969,1594.20342658597
7633,0.00136406,,,Business/Commercial,,,,,59.4177995857766,36.7089309608576
7634,43.16307887,,,Low Density Residential,,,,,1880183.67916895,12232.1029426425
7635,4.61030411,,,Low Density Residential,,,,,200824.838602792,2037.80143207647
7636,8.15940506,,,Low Density Residential,,,,,355423.668405811,2455.01003767293
7637,1.46718201,,,Medium Density Residential,,,,,63910.4295123659,1301.64472619315
7638,0.78774444,,,Medium Density Residential,,,,,34314.1247627996,941.211569840189
7639,128.85595389,,,Industrial/Logistics,,,,,5612965.22217178,10410.0641356554
7640,11.67502067,,,Business/Commercial,,,,,508563.94709438,3167.19523514636
7641,6.29253316,,,Business/Commercial,,,,,274102.704189273,2120.69521512632
7642,0.94530984,,,Medium Density Residential,,,,,41177.6837876819,874.157344027597
7643,0.08357138,,,Medium Density Residential,,,,,3640.36013430091,270.008013700188
7644,1.467023,Unknown,,Institution/Government,,,,,63903.5167004649,1187.68755614295
7645,19.72972344,Correctional Facility,,Institution/Government,,,,,859426.901399853,4536.49671960334
7646,30.19602937,City Garage,,Institution/Government,,,,,1315339.06514953,6074.31304032069
7647,1.35697709,,,Low Density Residential,,,,,59109.9249502216,1012.15033083587
