indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",16.0,Smex,59.0,Malve,2.1,1999-2002,49.0,20 ears and over,54.0,27.5,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,tSex,12.0,Maule,2.1,2001-2004,81.0,20 years and ovre,64.0,29.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,vSex,35.0,Mle,2.1,2003-2006,4.0,20 years andover,77.0,32.4,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,cSex,77.0,aMle,2.1,2005-2008,5.0,20y ears and over,101.0,32.7,1.2,---
"Normal weight, overweght, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,ex,33.0,oMale,2.1,2007-2010,6.0,20 years nd over,10.0,33.9,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obeszity (BMI greater than or equal to 30.0),3.0,"Percento f population, age-adjusted",1.0,Sxe,28.0,Malle,2.1,2009-2012,7.0,20 years and over,9.0,34.6,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",35.0,eSx,20.0,Mle,2.1,2011-2014,8.0,20 years an over,1.0,34.5,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex,2.0,ale,2.1,2013-2016,9.0,20 years ando over,41.0,36.8,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Slex,13.0,Mle,2.1,2015-2018,10.0,20 yearso and over,1.0,40.5,1.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjuted",1.0,Sx,42.0,Female,2.2,d1988-1994,1.0,20 yeas and over,52.0,25.5,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of poulation, age-adjusted",1.0,rSex,20.0,emale,2.2,1999-2002,101.0,20 years an over,42.0,33.2,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",14.0,Sxe,2.0,Female,2.2,2001-2004,78.0,20 years and ovr,66.0,33.2,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Perecnt of population, age-adjusted",1.0,Sx,2.0,Female,2.2,2003-2006,4.0,20 years an over,1.0,34.3,1.1,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sxe,83.0,Fehmale,2.2,2005-2008,5.0,20 yaers and over,70.0,35.4,0.9,---
"Normal weight, overweight, and obesity among adultsk aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of populatoin, age-adjusted",1.0,Ssex,6.0,Female,2.2,2007-2010,6.0,20 years and over,42.0,35.5,0.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",22.0,ex,89.0,Female,2.2,2009-2012,7.0,20 years and over,46.0,35.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",26.0,jSex,2.0,Female,2.2,2011-2014,8.0,20 years adn over,79.0,38.1,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",63.0,pSex,68.0,Feale,2.2,2013-2016,9.0,20 yeears and over,37.0,40.7,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,ex,95.0,Femawle,2.2,2015-2018,10.0,20 years an over,1.0,41.5,1.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, agea-djusted",1.0,Racea nd Hispanic origin,73.0,Not Hispanic or Latino: White only,3.11,9188-1994,1.0,20 yearjs and over,83.0,21.6,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",67.0,Race and Hispanic sorigin,33.0,Not Hispanic or Latino: White only,3.11,1999-2002,41.0,20 years and over,95.0,29.4,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percet of population, age-adjusted",1.0,Race land Hispanic origin,3.0,Not Hispanic or Latino: White only,64.11,2001-2004,13.0,20 years an over,1.0,30.5,0.9,-p--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjustxed",1.0,Race and Hispanic origin,22.0,Not Hispanic or Latino: White only,78.11,2003-2006,4.0,20 years and over,5.0,32.0,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of pohpulation, age-adjusted",1.0,Race zand Hispanic origin,33.0,Not Hispanic or Latino: White only,3.11,2005-2008,5.0,20 years nd over,1.0,32.8,1.2,---
"Normal weight, overweigt, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origdin,3.0,Not Hispanic or Latino: White only,6.109999999999999,2007-2010,6.0,20 years and over,28.0,33.3,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of ppulation, age-adjusted",1.0,Racea nd Hispanic origin,3.0,Not Hispanic or Latino: White only,29.11,2009-2012,7.0,20 years and over,24.0,33.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 ad over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and iHspanic origin,5.0,Not Hispanic or Latino: White only,3.11,2011-2014,8.0,20 years and ovre,101.0,34.6,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hiscpanic origin,46.0,Not Hispanic or Latino: White only,3.11,2013-2016,9.0,20 years and over,62.0,37.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hispanc origin,13.0,Not Hispanic or Latino: White only,3.11,2015-2018,10.0,20 ears and over,1.0,40.2,1.5,
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race an dHispanic origin,4.0,Male: Not Hispanic or Latino: White only,3.111,1e988-1994,1.0,20 yeazrs and over,1.0,20.2,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,101.111,1999-2002,88.0,0 years and over,1.0,28.0,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",72.0,Sex and race and Hispanic oriign,4.0,Male: Not Hispanic or Latino: White only,3.111,2001-2004,3.0,20 years and over,58.0,30.2,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,102.111,2003-2006,4.0,20 yers and over,1.0,32.4,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,9.111,2005-2008,5.0,20 years and over,84.0,32.6,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,59.111,2007-2010,6.0,20 years and over,1.0,34.1,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent fo population, age-adjusted",1.0,Sex and race an Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,32.111,2009-2012,7.0,20 years and over,77.0,34.4,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of popultion, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,3.111,2011-2014,8.0,20 years adn over,33.0,34.0,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 andover",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hijspanic origin,4.0,Male: Not Hispanic or Latino: White only,3.111,213-2016,9.0,2u0 years and over,1.0,37.0,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",87.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: White only,79.111,2015-2018,10.0,20 ears and over,1.0,41.3,2.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, crude",2.0,Totral,78.0,20 years and over,1.1,2015-2x018,10.0,20 years an over,92.0,41.2,1.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,3.112,1988-1949,1.0,20 yaers and over,1.0,22.9,1.1,---
"Norbmal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,90.112,1999-2002,72.0,20 years and over,1.0,30.7,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,74.112,2001-2004,100.0,20 years and over,1.0,30.7,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent jof population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,54.112,2003-2006,4.0,20 yers and over,1.0,31.6,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,103.112,20052-008,5.0,20 years and over,90.0,33.1,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of oppulation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,47.112,2070-2010,6.0,20 years and over,2.0,32.5,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",34.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,83.112,2009-2012,7.0,20 years and over,1.0,32.3,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of poplation, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,48.112,2011-2014,8.0,20 years and over,1.0,35.3,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of popultion, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,67.112,2013-2016,9.0,20 years and over,1.0,37.9,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Sex and race and Hispanic origin,4.0,Female: Not Hispanic or Latino: White only,44.112,2015-2018,10.0,20 years and over,1.0,39.0,1.7,.
"Normal weight, overweight, and obesity among adults abged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Raceand Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,3.12,198-1994,1.0,2 0years and over,34.0,30.7,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",4.0,Race and Hispanic origin,99.0,Not Hispanic or Latino: Black or African American only,60.12,199-92002,2.0,20 gyears and over,1.0,39.2,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, ageadjusted",1.0,Race anyd Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,9.12,2001-2004,3.0,20 years andc over,1.0,42.0,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population,a ge-adjusted",1.0,Raceo and Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,12.12,2003-o2006,4.0,20 years and over,1.0,45.5,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,30.0,Not Hispanic or Latino: Black or African American only,25.12,2005-2008,5.0,20 years and over,1.0,45.0,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hispanic orgiin,3.0,Not Hispanic or Latino: Black or African American only,41.12,2007-2010,6.0,20 years and over,1.0,47.0,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,70.0,Not Hispanic or Latino: Black or African American only,60.12,2009-2012,7.0,20 years and over,1.0,48.8,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,78.0,Not Hispanic or Latino: Black or African American only,70.12,2011-2014,8.0,20 years and over,1.0,48.0,1.3,---
"Normalweight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of populaqtion, age-adjusted",1.0,aRce and Hispanic origin,3.0,Not Hispanic or Latino: Black or African American only,26.12,2013-2016,9.0,20 years and over,1.0,47.9,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",1.0,Race and Hispanic origin,45.0,Not Hispanic or Latino: Black or African American only,85.12,2015-2018,10.0,20 years and over,1.0,48.6,1.4,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3.0,"Percent of population, age-adjusted",92.0,Sex and race and Hispanic origin,4.0,Male: Not Hispanic or Latino: Black or African American only,81.121,1898-1994,1.0,20 years and over,1.0,20.9,1.0,---
