OBJECTID,Case_id,SN_Full,Geo_State,Prjt_Name,Ref_Num,Acq_Method,Int_Acq,Esmt_Rgts,Acc_Rgts,Esmt_exp,Acq_Fund,Fund_Year,Purpose,Pmnt_Made,Acq_Value,Width,Length_Feet,Length_Miles,Area_Acq,Deed_Sign,Recorded,County_Rec,Tax_ID,Rsts_Acq,NGO_Name,NGO_Invol,Title_Acpt,Public_Display,Source,Other_Funds,Appropriation_Reference,Administrating_Agency,Media_Links,Photo_Links,ID,SHAPE_Length,SHAPE_Area
558,8757375,IDI    034310,ID,HENRYS LAKE ACEC,,,Easment,Exclusive,,,"LWCF;",,"70;AG-GRAZING,70;WILDLIFE AREA","$70,000.0","$70,000.0",,,,40,2004/06/22 00:00:00+00,INSTR #3040322353V,FREMONT,,"EXCLUSIVE, EXCLUSIVE",,,2004/10/05 00:00:00+00,Yes,CadNSDI,,,,,,,0.0239422852418416,1.837532433524e-05
559,8758126,WYW    157496,WY,N PLATTE RIVER SRMA,PROJ-K033,,Fee,Exclusive,,,"LWCF;",,"T&E; BALD EAGLE,FISHERIES,GRAZING,WILDLIFE,RECREATION,RIPARIAN,WETLANDS","$870,500.0","$870,500.0",,,,193.42,2003/07/30 00:00:00+00,"0722603;0;1-6",NATRONA,,"ALL MINERALS, SAND AND GRAVEL, S&G",,,2003/07/30 00:00:00+00,Yes,CadNSDI,,,BLM CASPER FO,https://www.blm.gov/press-release/partners-celebrate-acquisition-15-miles-along-north-platte-river,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=North%20PLATTE%20RIVER,,0.0869917215073646,0.000159575196498603
560,8758769,MTM    092474,MT,BEAVERHEAD RVR,,,Fee,Exclusive,,,"LWCF;",,"RIPARIAN,4.5,0.2,WETLANDS,4.5,FISHERIES,2.0,WILDLIFE,5.4,RECREATION,5.4,CULTURAL","$19,000.0","$19,000.0",,,,5.45,2004/02/25 00:00:00+00,"251124,BK319,PG1308-",BEAVERHEAD,,"COMPLEX RESERVAT/SEGR, ALL MINERALS",,,2004/02/25 00:00:00+00,Yes,CadNSDI,,,BLM DILLON FO,,,,0.0167486673246807,1.71105246376015e-05
561,8759036,OROR   058453,OR,STEENS MTN CMPA,,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,RECREATION,WILDLIFE","$5,000.0","$5,000.0",,,,20,2003/08/11 00:00:00+00,20031768,HARNEY,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2003/09/24 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Steens%20Mountain%20CMPA,,0.0133238267874675,8.68766003698214e-06
562,8759037,OROR   058454,OR,STEENS MTN CMPA,,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,RECREATION,WILDLIFE","$5,000.0","$5,000.0",,,,20,2003/08/11 00:00:00+00,20031769,HARNEY,,ALL MINERALS,,,2003/09/24 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Steens%20Mountain%20CMPA,,0.0132222216179842,8.69057482275671e-06
563,8762143,CACA   045289,CA,SR/SJMNM,PROJ-1210/$17250,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,160,T&E,160,BIGHORN","$56,000.0","$56,000.0",,,,160,2003/11/06 00:00:00+00,GD #2003-928515,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/06/07 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0316838097737252,6.22091442425298e-05
564,8762231,CACA   045296,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,5,T&E,5,BIGHORN","$1,750.0","$1,750.0",,,,5,2003/08/18 00:00:00+00,GD #2003-670457,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2003/11/14 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.00575293891744758,1.93231139990621e-06
565,8762241,CACA   045297,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40,T&E,40,BIGHORN","$15,000.0","$15,000.0",,,,40,2003/11/12 00:00:00+00,GD #2004-0101436,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/03/05 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0157868339087242,1.54645080009899e-05
566,8762455,CACA   045303,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,,"$207,500.0","$207,500.0",,,,411.86,2003/08/12 00:00:00+00,GD #2003-672922,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., SEE REMARKS",,,2003/10/02 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0572692616252622,0.000163539849875119
567,8762559,NMNM   109015,NM,KASHA-KATUWE TENT R,,,Fee,Exclusive,,,"LWCF;",,"CULTURAL,RECREATION","$803,000.0","$803,000.0",,,,963.3,2005/03/18 00:00:00+00,"408,9920",SANDOVAL,,"ALL SURFACE RIGHTS U.S., SUBJ TO EXISTNG R/W-ESMT",,,2006/08/08 00:00:00+00,Yes,CadNSDI,,,BLM ALBUQUERQUE DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=KASHA-KATUWE,,0.0868328569682485,0.000388515887387525
568,8762707,OROR   058491,OR,STEENS MTN CMPA,PROJ-HOO3,,Fee,Exclusive,,,"LWCF;",,"GRAZING,20,WILDLIFE,20,RECREATION,20,WILDERNESS,20","$5,000.0",$0.00,,,,20,2003/11/28 00:00:00+00,20040063,HARNEY,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/05/10 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Steens%20Mountain%20CMPA,,0.0133109009690616,8.72557573825266e-06
569,8763713,CAAZCA 045335,CA,AZ WILDERNESS PROJECT,PROJ A931,,Fee,Exclusive,,,"LWCF;",,,"$30,000.0","$30,000.0",,,,20,2004/08/02 00:00:00+00,20040568193,SAN BERNARDINO,,,,,2005/07/18 00:00:00+00,Yes,CadNSDI,,,BLM LAKE HAVASU FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0125717823876279,8.11839259051263e-06
570,8763753,CAAZCA 045336,CA,AZ WILDERNESS PROJECT,PROJ A501,,Fee,Exclusive,,,"LWCF;",,,"$17,000.0","$17,000.0",,,,20,2004/08/02 00:00:00+00,20040570238,SAN BERNARDINO,,,,,2005/07/18 00:00:00+00,Yes,CadNSDI,,,BLM LAKE HAVASU FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0125933146590988,8.13762395680464e-06
571,8763759,CAAZCA 045338,CA,ARIZONA WILDERNESS,A931,,Fee,Exclusive,,,"LWCF;",,,"$50,000.0","$50,000.0",,,,20,2004/07/30 00:00:00+00,20040568192,SAN BERNARDINO,,,,,2005/07/18 00:00:00+00,Yes,CadNSDI,,,,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=ARIZONA%20WILDERNESS,,0.0126382544716174,8.20815254555237e-06
572,8764203,IDI    034495,ID,UPPERSNAKE/SOUTHFORK,,,Easment,Exclusive,,,"LWCF;",,"361;RIPARIAN,FISHERIES,361;FISHING AREA,361;RECREATION,361;AG-GRAZING","$2,619,250.0","$2,619,250.0",,,,361.04,2004/10/07 00:00:00+00,INSTR #1166781,BONNEVILLE,,"EXCLUSIVE, EXCLUSIVE",TETON REGIONAL LAND TRUST,,2004/12/16 00:00:00+00,Yes,CadNSDI,,,TETON REGIONAL LAND TRUST,,,,0.178277532526587,0.00145484873393836
573,8765905,IDI    034454,ID,SNAKE RIVER  BOP NCA,,,Fee,Exclusive,,,"LWCF;",,"320;AG-GRAZING","$80,000.0","$80,000.0",,,,320,2004/03/23 00:00:00+00,INSTR #104067454,ADA,,"ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS, EXCLUSIVE, EXCLUSIVE",,,2004/08/20 00:00:00+00,Yes,CadNSDI,,,BLM LOWER SNAKE RIVER DIST,,,,0.0542614048994453,0.000144021950477493
574,8765906,IDI    034455,ID,SNAKE RIVER BOP NCA,,,Fee,Nonexclusive,,,"LWCF;",,"320;AG-GRAZING","$80,000.0","$80,000.0",,,,320,2003/10/31 00:00:00+00,INSTR #103192090,ADA,,"EXCLUSIVE, EXCLUSIVE, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",,,2003/12/19 00:00:00+00,Yes,CadNSDI,,,BLM LOWER SNAKE RIVER DIST,,,,0.0541413348337524,0.000143668994014947
575,8765908,IDI    034457,ID,SNAKE RIVER BOP NCA,,,Fee,Nonexclusive,,,"LWCF;",,"320;AG-GRAZING","$80,000.0","$80,000.0",,,,320,2003/10/28 00:00:00+00,INSTR #103192089,ADA,,"EXCLUSIVE, EXCLUSIVE, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",,,2003/12/19 00:00:00+00,Yes,CadNSDI,,,BLM LOWER SNAKE RIVER DIST,,,,0.0488060461678132,0.000143627076376652
576,8766458,OROR   056173P1,OR,STEENS MOUNTAIN,H003,,Easment,Exclusive,,,"LWCF;",,,$0.00,$0.00,30,13349,,10.57,2002/02/14 00:00:00+00,20020391,HARNEY,,,,,2002/02/25 00:00:00+00,Yes,CadNSDI,,,BLM BURNS DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Steens%20Mountain%20CMPA,,0.146722770851319,0.000178510787254028
577,8766715,IDI    034506,ID,TOWER CREEK BOTTOMS,,,Fee,Exclusive,,,"LWCF;",,"286;RIPARIAN,286;RECREATION,286;WILDLIFE","$486,250.0","$486,250.0",,,,286.03,2003/09/16 00:00:00+00,INSTR #256025,LEMHI,,"EXCLUSIVE, EXCLUSIVE, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",,,2003/09/25 00:00:00+00,Yes,CadNSDI,,,BLM SALMON FO,,,,0.103713114277823,0.000127459409526424
578,8767124,CACA   045440,CA,SOUTH FORK EEL,"PROJ-B009;INHOLDINGS",Donation,Fee,Exclusive,,,"LWCF;",,"160;WILDLIFE AREA","$96,000.0","$245,000.0",,,,160,2004/10/05 00:00:00+00,2004-23047,MENDOCINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/12/09 00:00:00+00,Yes,CadNSDI,,,BLM ARCATA FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Eel%20Wild%20and%20Scenic%20River,,0.0325786455506654,6.54288139494346e-05
579,8831341,OROR   057957,OR,GRANDE RONDE NWSR,PROJ-H021,,Fee,Exclusive,,,"LWCF;",,"RECREATION,360","$180,000.0","$180,000.0",,,,360,2003/09/22 00:00:00+00,2003-049118,WALLOWA,,SUBJECT TO PRIOR RIGHTS,,,2004/09/29 00:00:00+00,Yes,CadNSDI,,,BLM VALE DO,,,,0.0888273336207296,0.000172016215108425
580,8831542,COC    067109,CO,CYNS OF ANCIENTS NM,,,Fee,Exclusive,,,"LWCF;",,"RECREATION,440,WILDLIFE,440,CULTURAL,440","$600,000.0","$608,000.0",,,,440,2004/02/26 00:00:00+00,RCPT 520833,MONTEZUMA,,ALL SURFACE RIGHTS U.S.,,,2004/09/01 00:00:00+00,Yes,CadNSDI,,,BLM TRES RIOS FO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=CANYONS%20ANCIENTS%20NM,,0.0636579373470054,0.000181955007426537
581,8831828,WAOR   058504,WA,MOSES COULEE,PROJ-H008,,Fee,Exclusive,,,"LWCF;",,,"$82,000.0","$82,000.0",,,,117,2005/01/25 00:00:00+00,AF #3083574,DOUGLAS,,ALL MINERALS,,,2006/03/07 00:00:00+00,Yes,CadNSDI,,,BLM SPOKANE DO,,,,0.0323044710414356,5.83514100627278e-05
582,8833836,UTU    080977,UT,GUNNISON SAGE GROUSE,,,Easment,Exclusive,,1/1/9999,"LWCF;",,"WILDLIFE,320,SAGE GROUSE","$57,600.0","$57,600.0",,,,320,2003/11/20 00:00:00+00,"VOL070775,PG0193",SAN JUAN,,ALL SURFACE RIGHTS U.S.,,,2003/12/05 00:00:00+00,Yes,CadNSDI,,,BLM MONTICELLO FIELD OFFICE,,,,0.0603742529062204,0.00013300664319837
583,8834408,CACA   045581,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,680","$176,800.0","$176,800.0",,,,680,2005/02/21 00:00:00+00,GD #2005-0156390,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2005/04/11 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.161660487533693,0.000270296446986253
584,8836037,WYW    151432,WY,BROWN/HOWE ACEC,PROJ-K052,,Fee,Exclusive,,,"LWCF;",,CULTURAL,"$148,000.0","$148,000.0",,,,160,2003/04/17 00:00:00+00,"921076;SD64;247-250",BIG HORN,,ALL MINERALS,,,2003/04/17 00:00:00+00,Yes,CadNSDI,,,BLM CODY FO,,,,0.0413248628540573,7.18358694559193e-05
585,8836328,CACA   04159601,CA,COWHEAD SLOUGH,"PROJ-BOO9;INHOLDINGS",,Fee,Exclusive,,,"LWCF;",,"T&E,274,TUI CHUB","$24,000.0","$24,000.0",,,,80,2003/10/30 00:00:00+00,DOC NO 2003-0007264,MODOC,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/09/10 00:00:00+00,Yes,CadNSDI,,,BLM SURPRISE FO,,,,0.0269458383582562,3.57614752458139e-05
586,8841245,MTM    091223,MT,HAYES 40,,,Fee,Exclusive,,,"LWCF;",,"RECREATION,40,RIPARIAN,10,0.3,T&E,10,BULL TROUT","$281,000.0","$281,000.0",,,,40,2003/12/17 00:00:00+00,"BK723,PG1939",MISSOULA,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2005/04/12 00:00:00+00,Yes,CadNSDI,,,BLM MISSOULA FO,,,,0.0178527886839923,1.92234949891568e-05
587,8843824,IDI    034577,ID,UPPERSNAKE/SOUTH FOR,,,Easment,Exclusive,,,"LWCF;",,"644;WILDLIFE AREA,644;RECREATION,644;AG-GRAZING","$2,270,000.0","$2,320,000.0",,,,644,2005/03/09 00:00:00+00,INSTR #1180373,BONNEVILLE,,"EXCLUSIVE, EXCLUSIVE",THE CONSERVATION FUND,,2005/04/29 00:00:00+00,Yes,CadNSDI,,,,,,,0.177875621652396,0.00173984275385877
588,8850404,UTU    081054,UT,KANARRA MOUNTAIN,,,Fee,Exclusive,,,"LWCF;",,,"$101,200.0","$101,200.0",,,,126.489,2003/12/31 00:00:00+00,00114677,IRON,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/01/06 00:00:00+00,Yes,CadNSDI,,,BLM CEDAR CITY FIELD OFFICE,,,,0.0668291698403785,0.000274727710719619
589,8850710,CACA   045839,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40","$9,000.0","$9,000.0",,,,40,2004/12/10 00:00:00+00,GD 2004-0938927,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2005/01/19 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0160361150645912,1.59273986478286e-05
590,8850714,CACA   045840,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40,T&E,40,TORTOISE","$12,000.0","$12,000.0",,,,40,2004/12/03 00:00:00+00,GD #2005-0029955,SAN BERNARDINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2005/02/02 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0160055698957795,1.58695036889776e-05
591,8850974,CACA   045843,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40,T&E,40,TORTOISE","$12,000.0","$12,000.0",,,,40,2005/01/28 00:00:00+00,GD #2005-0096123,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2005/03/14 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0160064019628797,1.58707953218866e-05
592,8850989,CACA   045844,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,160","$41,600.0","$41,600.0",,,,160,2007/03/23 00:00:00+00,GD #2007-0219187,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR, SEE REMARKS",,,2007/04/17 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0320072934964218,6.35203738376307e-05
593,8850993,CACA   045845,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40","$10,400.0","$10,400.0",,,,40,2005/03/31 00:00:00+00,GD 2005-0286431,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2005/05/12 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0160214617776828,1.591499583421e-05
594,8851025,CACA   045846,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,80","$20,800.0","$20,800.0",,,,80,2005/04/01 00:00:00+00,GD 2005-0329641,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2005/05/19 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0232910556058662,3.1818545132258e-05
595,8851287,CACA   045848,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,20,T&E,20,BIGHORN","$7,000.0","$7,000.0",,,,20,2004/08/05 00:00:00+00,GD #2004-0658987,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/09/13 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0164433909107922,7.72099177994384e-06
596,8851292,CACA   045849,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,10,T&E,10,BIGHORN","$3,500.0","$3,500.0",,,,10,2004/07/23 00:00:00+00,GD #2004-0592969,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/09/13 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0104130657853678,3.88197012605416e-06
597,8851317,CACA   045851,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"T&E,19.54,BIGHORN,WILDERNESS,19.54","$6,839.0","$6,839.0",,,,19.54,2004/07/23 00:00:00+00,GD #2004-0664349,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/09/15 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0125607604847004,8.10407802279288e-06
598,8851936,CACA   045852,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"T&E,20,BIGHORN,WILDERNESS,20","$7,000.0","$7,000.0",,,,20,2004/08/05 00:00:00+00,GD #2004-0658986,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/09/13 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.012256954711555,7.80624348519451e-06
599,8851974,CACA   045853,CA,SR/SJMNM,PROJ-B018,,Fee,Exclusive,,,"LWCF;",,"T&E,20,BIGHORN SHEEP,WILDERNESS,20","$7,000.0","$7,000.0",,,,20,2004/07/19 00:00:00+00,GD #2004-0592970,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/09/13 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,https://www.flickr.com/search/?user_id=91981596%40N06&view_all=1&text=Santa%20Rosa,,0.0122477819631,7.79808659777319e-06
600,8852470,IDI    034697,ID,SODA HILLS,,,Fee,Exclusive,,,"LWCF;",,"80;WILDLIFE AREA,80; AG-GRAZING","$64,000.0","$64,000.0",,,,80,2004/09/20 00:00:00+00,INSTR #172683,CARIBOU,,"ALL MINERALS, ALL MINERALS, EXCLUSIVE, EXCLUSIVE, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT",,,2005/03/25 00:00:00+00,Yes,CadNSDI,,,BLM POCATELLO FO,,,,0.0267846085558812,3.53476550958694e-05
601,8852547,CACA   045854,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"T&E,40,TORTOISE,WILDERNESS,40","$12,000.0","$12,000.0",,,,40,2004/10/11 00:00:00+00,GD #2004-0784244,SAN BERNARDINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/11/18 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0160046447383187,1.58674543384314e-05
602,8853173,CACA   045856,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,160,T&E,160,TORTOISE","$64,000.0","$64,000.0",,,,160,2004/08/03 00:00:00+00,GD #2004-0590084,SAN BERNARDINO,,"ALL MINERALS, ALL SURFACE RIGHTS U.S.",,,2004/09/14 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0324965228029052,6.52029541564117e-05
603,8853195,CACA   045889,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40","$10,400.0","$10,400.0",,,,40,2005/03/08 00:00:00+00,GD #2005-0217511,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2005/05/13 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0160222660269777,1.5916623785087e-05
604,8853198,CACA   045891,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40","$10,400.0","$10,400.0",,,,40,2005/04/23 00:00:00+00,GD #2005-0348038,RIVERSIDE,,"ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, ALL MINERALS, EXCEPTED RIGHTS PRECD-S",,,2005/12/01 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.016037210200748,1.59369423310969e-05
605,8853291,CACA   045892,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"WILDERNESS,40,T&E,40,TORTOISE","$16,000.0","$16,000.0",,,,40,2004/08/30 00:00:00+00,GD #2004-0689523,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2004/10/12 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.016135110046341,1.61016952055319e-05
606,8853295,CACA   045893,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"T&E,40,TORTOISE,WILDERNESS,40","$16,000.0","$16,000.0",,,,40,2004/05/28 00:00:00+00,GD #2004-413367,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2004/07/27 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0161007066475185,1.60335070909184e-05
607,8853307,CACA   045896,CA,CA WILDERNESS,PROJ-B022,,Fee,Exclusive,,,"LWCF;",,"T&E,5,TORTOISE,WILDERNESS,25","$8,500.0","$4,500.0",,,,25,2005/02/01 00:00:00+00,GD #2005-0153205,SAN BERNARDINO,,"ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR",,,2005/05/27 00:00:00+00,Yes,CadNSDI,,,BLM CALIFORNIA DESERT DO,,"Search: ""California WILDERNESS"" | Flickr",,0.0219562292471852,1.00129906150873e-05
608,8854682,COC    067493,CO,MCINNIS CANYONS NCA,,,Fee,Exclusive,,,"LWCF;",,"WILDLIFE,829,RECREATION,829","$753,000.0","$753,000.0",,,,829.1,2005/08/08 00:00:00+00,"BK3964,PG187",MESA,,COMPLEX RESERVAT/SEGR,,,2005/08/11 00:00:00+00,Yes,CadNSDI,,,BLM GRAND JCT FO,https://www.blm.gov/press-release/blm-acquires-land-improve-recreation-and-conservation-colorado-river,https://www.flickr.com/photos/mypubliclands/albums/72157634710824014,,0.381518242349645,0.000632153620497958
609,8854858,IDI    034434,ID,BIRCH CREEK,,,Fee,Exclusive,,,"LWCF;",,"80;RIPARIAN,80;WILDLIFE AREA","$20,000.0","$80,000.0",,,,80,2004/03/31 00:00:00+00,INSTR #258272,LEMHI,,"EXCLUSIVE, EXCLUSIVE, ALL SURFACE RIGHTS U.S., ALL SURF RIGHT, ALL MINERALS, ALL MINERALS",,,2004/05/25 00:00:00+00,Yes,CadNSDI,,,BLM SALMON FO,,,,0.0245713023155989,3.64858606962446e-05
610,8856272,CACA   045961,CA,POTRERO,PROJ-B017,,Fee,Exclusive,,,"LWCF;",,"WILDLIFE,320,SKR","$1,120,000.0","$1,120,000.0",,,,320,2004/10/18 00:00:00+00,DOC.#0908295,RIVERSIDE,,"ALL MINERALS, ALL SURFACE RIGHTS U.S., EXCEPTED RIGHTS FOLLOW-S, OIL & GAS, EXCEPTED RIGHTS PRECD-S, ALL SURFACE RIGHTS U.S., COMPLEX RESERVAT/SEGR,  SEE REMARKS",,,2005/01/19 00:00:00+00,Yes,CadNSDI,,,BLM PALM SPGS-SOUTH COAST FO,,,,0.0462187242546412,0.00012510877103626
