county,district,co_dist_code,site_code,school_site,total_enrollment,telephone,principal,principles_email,mailing_address,mailing_city,mailing_state,mailing_zip,grades_low_high,certified_staff
CREEK       ,MANNFORD                      ,19-I003,500.0,Mannford MS                   ,359.0,(918) 865-4680,Steve Anderson,andersons@mannford.k12.ok.us,136 Evans Ave,Mannford,OK,74044.0,06-08,29.0
CREEK       ,MANNFORD                      ,19-I003,705.0,Mannford HS                   ,499.0,(918) 865-3841,Tim Wright,wrightt@mannford.k12.ok.us,136 Evans Ave,Mannford,OK,74044.0,09-12,46.0
CREEK       ,MOUNDS                        ,19-I005,105.0,Mounds ES                     ,407.0,(918) 827-6100,Nate Meaders,nmeaders@moundsps.com,1603 Russell Ave,Mounds,OK,74047.0,PK-08,40.0
CREEK       ,MOUNDS                        ,19-I005,705.0,Mounds HS                     ,180.0,(918) 827-6100,Stephen Sturgeon,ssturgeon@moundsps.com,1603 Russell Ave,Mounds,OK,74047.0,09-12,23.0
CREEK       ,OLIVE                         ,19-I017,105.0,Olive ES                      ,251.0,(918) 352-9569,Angela Ragland,aragland@olive.k12.ok.us,9352 South 436Th West Ave,Drumright,OK,74030.0,PK-08,27.0
CREEK       ,OLIVE                         ,19-I017,715.0,Olive HS                      ,109.0,(918) 352-9568,Jimmy Reynolds,jreynolds@olive.k12.ok.us,9352 South 436Th West Ave,Drumright,OK,74030.0,09-12,18.0
CREEK       ,KIEFER                        ,19-I018,105.0,Kiefer ES                     ,416.0,(918) 321-5444,Brent Weaver,bweaver@kiefer.k12.ok.us,4600 West 151St Street,Kiefer,OK,74041.0,PK-06,33.0
CREEK       ,KIEFER                        ,19-I018,505.0,Rongey MS                     ,98.0,(918) 321-3421,Cory Campbell,ccampbell@kiefer.k12.ok.us,4600 West 151St Street,Kiefer,OK,74041.0,07-08,21.0
CREEK       ,KIEFER                        ,19-I018,705.0,Kiefer HS                     ,217.0,(918) 321-3533,Sabrina Shaw,sshaw@kiefer.k12.ok.us,4600 West 151St Street South,Kiefer,OK,74041.0,09-12,25.0
CREEK       ,OILTON                        ,19-I020,105.0,J. F. Kennedy ES              ,189.0,(918) 862-3215,Matt Posey,mposey@oilton.k12.ok.us,PO Box 130,Oilton,OK,74052.0,PK-08,19.0
CREEK       ,OILTON                        ,19-I020,715.0,Oilton HS                     ,96.0,(918) 862-3272,Daniel Mcentire,dmcentire@oilton.k12.ok.us,PO Box 130,Oilton,OK,74052.0,09-12,13.0
CREEK       ,DEPEW                         ,19-I021,105.0,Depew ES                      ,235.0,(918) 324-5368,Jayson Larremore,jlarremore@depew.k12.ok.us,PO Box 257,Depew,OK,74028.0,PK-08,22.0
CREEK       ,DEPEW                         ,19-I021,705.0,Depew HS                      ,126.0,(918) 324-5543,Tony Martin,tmartin@depew.k12.ok.us,PO Box 257,Depew,OK,74028.0,09-12,15.0
CREEK       ,KELLYVILLE                    ,19-I031,105.0,Kellyville ES                 ,338.0,(918) 247-6300,Mark Dolezal,mdolezal@kellyvilleschools.org,PO Box 99,Kellyville,OK,74039.0,PK-03,30.0
CREEK       ,KELLYVILLE                    ,19-I031,110.0,Kellyville Upper ES           ,241.0,(918) 247-2257,John Castillo,jcastillo@kellyvilleschools.org,PO Box 99,Kellyville,OK,74039.0,04-06,24.0
CREEK       ,KELLYVILLE                    ,19-I031,505.0,Kellyville MS                 ,163.0,(918) 247-6134,Rod Pitts,pittsr@kellyvilleschools.org,PO Box 99,Kellyville,OK,74039.0,07-08,30.0
CREEK       ,KELLYVILLE                    ,19-I031,705.0,Kellyville HS                 ,347.0,(918) 247-6333,Danny Wood,woodd@kellyvilleschools.org,PO Box 99,Kellyville,OK,74039.0,09-12,45.0
CREEK       ,SAPULPA                       ,19-I033,125.0,Liberty ES                    ,268.0,(918) 224-1492,Tom Walsh,twalsh@sapulpaps.org,631 North Brown,Sapulpa,OK,74066.0,PK-05,26.0
CREEK       ,SAPULPA                       ,19-I033,150.0,Freedom ES                    ,469.0,(918) 227-7838,Alison Owens,aowens@sapulpaps.org,9171 Freedom Road,Sapulpa,OK,74066.0,PK-05,37.0
CREEK       ,SAPULPA                       ,19-I033,160.0,Jefferson Heights ES          ,365.0,(918) 224-2028,Sandee Cross,scross@sapulpaps.org,1521 South Wickham Road,Sapulpa,OK,74066.0,PK-05,31.0
CREEK       ,SAPULPA                       ,19-I033,165.0,Holmes Park ES                ,684.0,(918) 227-6800,Bobby Alfred,balfred@sapulpaps.org,1231 E Dewey Ave,Sapulpa,OK,74066.0,PK-05,71.0
CREEK       ,SAPULPA                       ,19-I033,505.0,Sapulpa MS                    ,517.0,(918) 224-8441,Michael Reid,mreid@sapulpaps.org,1304 East Cleveland,Sapulpa,OK,74066.0,06-07,43.0
CREEK       ,SAPULPA                       ,19-I033,610.0,Sapulpa JHS                   ,625.0,(918) 224-6710,Johnny Bilby,jbilby@sapulpaps.org,7 South Mission Street,Sapulpa,OK,74066.0,08-09,84.0
CREEK       ,SAPULPA                       ,19-I033,705.0,Sapulpa HS                    ,1037.0,(918) 224-6560,Johnny Bilby,jbilby@sapulpaps.org,3 South Mission Street,Sapulpa,OK,74066.0,10-12,102.0
CREEK       ,DRUMRIGHT                     ,19-I039,115.0,Bradley ES                    ,251.0,(918) 352-9519,Tara Osterhout,tosterhout@drumright.k12.ok.us,508 South Skinner Ave,Drumright,OK,74030.0,PK-05,22.0
CREEK       ,DRUMRIGHT                     ,19-I039,505.0,Virgil Cooper MS              ,107.0,(918) 352-2318,Kevin Bilyeu,kbilyeu@drumright.k12.ok.us,510 South Skinner Ave,Drumright,OK,74030.0,06-08,18.0
CREEK       ,DRUMRIGHT                     ,19-I039,705.0,Drumright HS                  ,202.0,(918) 352-2152,Judd Matthes,jmatthes@drumright.k12.ok.us,301 South Pennsylvania Ave,Drumright,OK,74030.0,09-12,22.0
CUSTER      ,ARAPAHO-BUTLER                ,20-I005,105.0,Arapaho-Butler ES             ,339.0,(580) 323-7264,Brad Southall,southall@arapaho.k12.ok.us,PO Box 160,Arapaho,OK,73620.0,PK-08,30.0
CUSTER      ,ARAPAHO-BUTLER                ,20-I005,715.0,Arapaho-Butler HS             ,95.0,(580) 323-3261,James Edelen,jedelen@arapaho.k12.ok.us,PO Box 160,Arapaho,OK,73620.0,09-12,18.0
CUSTER      ,THOMAS-FAY-CUSTER UNIFIED DIST,20-I007,105.0,Thomas ES                     ,286.0,(580) 661-3521,Leesa Brandly,lbrandly@thomas.k12.ok.us,PO Box 190,Thomas,OK,73669.0,PK-06,24.0
CUSTER      ,THOMAS-FAY-CUSTER UNIFIED DIST,20-I007,615.0,Thomas-Fay-Custer Unified JHS ,105.0,(580) 661-3522,Ray Oakes,roakes@thomas.k12.ok.us,PO Box 190,Thomas,OK,73669.0,07-09,13.0
CUSTER      ,THOMAS-FAY-CUSTER UNIFIED DIST,20-I007,715.0,Thomas-Fay-Custer Unified HS  ,79.0,(580) 661-3522,Ray Oakes,roakes@thomas.k12.ok.us,PO Box 190,Thomas,OK,73669.0,10-12,17.0
CUSTER      ,WEATHERFORD                   ,20-I026,105.0,Weatherford East ES           ,381.0,(580) 772-3533,Brad Howl,bhowl@wpsok.org,701 East Proctor Ave,Weatherford,OK,73096.0,02-03,28.0
CUSTER      ,WEATHERFORD                   ,20-I026,115.0,Weatherford West ES           ,313.0,(580) 772-5888,Sean Buchanan,sbuchanan@wpsok.org,811 West Huber Ave,Weatherford,OK,73096.0,04-05,23.0
CUSTER      ,WEATHERFORD                   ,20-I026,120.0,Burcham ES                    ,580.0,(580) 774-0812,Marla Pankratz,mpankratz@wpsok.org,1401 North Lark Street,Weatherford,OK,73096.0,PK-01,38.0
CUSTER      ,WEATHERFORD                   ,20-I026,510.0,Weatherford MS                ,479.0,(580) 772-2270,Steven Callen,scallen@wpsok.org,509 North Custer Street,Weatherford,OK,73096.0,06-08,44.0
CUSTER      ,WEATHERFORD                   ,20-I026,705.0,Weatherford HS                ,515.0,(580) 772-3385,Mark Shadid,mshadid@wpsok.org,1500 North Washington Street,Weatherford,OK,73096.0,09-12,56.0
CUSTER      ,CLINTON                       ,20-I099,110.0,Nance ES                      ,464.0,(580) 323-0260,Janalyn Taylor,janalyn.taylor@clintonokschools.org,PO Box 729,Clinton,OK,73601.0,PK-01,37.0
CUSTER      ,CLINTON                       ,20-I099,115.0,Southwest ES                  ,501.0,(580) 323-1290,Jason Bengs,jason.bengs@clintonokschools.org,PO Box 729,Clinton,OK,73601.0,02-04,40.0
CUSTER      ,CLINTON                       ,20-I099,120.0,Washington ES                 ,350.0,(580) 323-0311,Gene Ray,gene.ray@clintonokschools.org,PO Box 729,Clinton,OK,73601.0,05-06,27.0
CUSTER      ,CLINTON                       ,20-I099,505.0,Clinton MS                    ,362.0,(580) 323-4228,Mark Moring,mark.moring@clintonokschools.org,PO Box 729,Clinton,OK,73601.0,07-08,33.0
CUSTER      ,CLINTON                       ,20-I099,705.0,Clinton HS                    ,636.0,(580) 323-1230,Kenny Stringer,kenny.stringer@clintonokschools.org,PO Box 729,Clinton,OK,73601.0,09-12,69.0
DELAWARE    ,CLEORA                        ,21-C006,105.0,Cleora Public School          ,120.0,(918) 256-6401,Kenny Guthrie,kguthrie@cleora.net,451358 East 295 Road,Afton,OK,74331.0,PK-08,18.0
DELAWARE    ,LEACH                         ,21-C014,105.0,Leach Public School           ,145.0,(918) 868-2277,Andrea Sealock,asealock@leachschool.net,55979 S. 530 Rd.,Rose,OK,74364.0,PK-08,14.0
DELAWARE    ,KENWOOD                       ,21-C030,105.0,Kenwood Public School         ,101.0,(918) 434-5799,Billy Taylor,billyt@sstelco.com,48625 South 502 Road,Salina,OK,74365.0,KG-08,10.0
DELAWARE    ,MOSELEY                       ,21-C034,105.0,Moseley Public School         ,244.0,(918) 505-1000,Charlene Carter,charlene@moseleyschool.com,7904 North Moseley Road,Colcord,OK,74338.0,PK-08,22.0
DELAWARE    ,JAY                           ,21-I001,105.0,Jay ES                        ,659.0,(918) 253-4413,Jan Fasano,jfasano@jay.k12.ok.us,PO Box 630,Jay,OK,74346.0,PK-03,61.0
DELAWARE    ,JAY                           ,21-I001,305.0,Jay Upper ES                  ,247.0,(918) 253-3535,Marvin Stockton,mstockto@jay.k12.ok.us,PO Box 630,Jay,OK,74346.0,04-05,25.0
DELAWARE    ,JAY                           ,21-I001,505.0,Jay MS                        ,360.0,(918) 253-8510,Chris Bozarth,cbozarth@jay.k12.ok.us,PO Box 630,Jay,OK,74346.0,06-08,27.0
DELAWARE    ,JAY                           ,21-I001,705.0,Jay HS                        ,440.0,(918) 253-4466,James Bryant,jbryant@jay.k12.ok.us,PO Box 630,Jay,OK,74346.0,09-12,42.0
DELAWARE    ,GROVE                         ,21-I002,105.0,Grove Upper ES                ,528.0,(918) 786-2297,Shelly Barnes,sbarnes@ridgerunners.net,PO Box 450789,Grove,OK,74345.0,04-06,38.0
DELAWARE    ,GROVE                         ,21-I002,110.0,Grove Lower ES                ,897.0,(918) 786-5573,Kelly Trumbull,ktrumbull@ridgerunners.net,PO Box 450789,Grove,OK,74345.0,PK-03,62.0
DELAWARE    ,GROVE                         ,21-I002,505.0,Grove MS                      ,361.0,(918) 786-3003,Pat Dodson,pndodson@ridgerunners.net,PO Box 450789,Grove,OK,74345.0,07-08,52.0
DELAWARE    ,GROVE                         ,21-I002,705.0,Grove HS                      ,675.0,(918) 786-3003,Renae Dozier,rdozier@ridgerunners.net,PO Box 450789,Grove,OK,74345.0,09-12,73.0
DELAWARE    ,KANSAS                        ,21-I003,105.0,Kansas ES                     ,396.0,(918) 868-2427,Gina Glass,gina@kansasps.com,275 W Main,Kansas,OK,74347.0,PK-05,29.0
DELAWARE    ,KANSAS                        ,21-I003,505.0,Kansas MS                     ,178.0,(918) 868-5308,Bryon Arnold,bryon@kansasps.com,PO Box 196,Kansas,OK,74347.0,06-08,25.0
DELAWARE    ,KANSAS                        ,21-I003,715.0,Kansas HS                     ,299.0,(918) 868-3308,Phil Isom,phili@kansasps.com,700 N Wood Ave,Kansas,OK,74347.0,09-12,37.0
DELAWARE    ,COLCORD                       ,21-I004,105.0,Colcord ES                    ,382.0,(918) 326-4117,Robert Hampton,rhampton@colcordschools.com,433 South Larmon,Colcord,OK,74338.0,PK-08,38.0
DELAWARE    ,COLCORD                       ,21-I004,715.0,Colcord HS                    ,225.0,(918) 326-4107,Jerry Swank,jlswank@colcordschools.com,433 South Larmon,Colcord,OK,74338.0,09-12,24.0
DELAWARE    ,OAKS-MISSION                  ,21-I005,105.0,Oaks-Mission ES               ,189.0,(918) 868-2455,Barbara Tucker,bthompson@oaksschools.com,PO Box 160,Oaks,OK,74359.0,PK-08,19.0
DELAWARE    ,OAKS-MISSION                  ,21-I005,715.0,Oaks-Mission HS               ,109.0,(918) 868-2499,John Sheridan,oakssupt@oaksschools.com,PO Box 160,Oaks,OK,74359.0,09-12,14.0
DEWEY       ,VICI                          ,22-I005,105.0,Vici ES                       ,254.0,(580) 995-4252,Kas Nelson,knelson@vicischools.k12.ok.us,PO Box 60,Vici,OK,73859.0,PK-08,28.0
DEWEY       ,VICI                          ,22-I005,705.0,Vici HS                       ,89.0,(580) 995-4251,Sheldon Halderman,shalderman@vicischools.k12.ok.us,PO Box 60,Vici,OK,73859.0,09-12,18.0
DEWEY       ,SEILING                       ,22-I008,105.0,Seiling ES                    ,243.0,(580) 922-7381,Brandon Nyberg,bnyberg@seiling.k12.ok.us,PO Box 780,Seiling,OK,73663.0,PK-06,30.0
DEWEY       ,SEILING                       ,22-I008,615.0,Seiling Jr-Sr HS (Jr)         ,103.0,(580) 922-7382,Gary Baker,gbaker@seiling.k12.ok.us,PO Box 780,Seiling,OK,73663.0,07-09,25.0
DEWEY       ,SEILING                       ,22-I008,715.0,Seiling Jr-Sr HS (Sr)         ,90.0,(580) 922-7382,Gary Baker,gbaker@seiling.k12.ok.us,PO Box 780,Seiling,OK,73663.0,10-12,24.0
DEWEY       ,TALOGA                        ,22-I010,105.0,Taloga ES                     ,88.0,(580) 328-5586,Lora Burch,lburch@taloga.k12.ok.us,PO Box 158,Taloga,OK,73667.0,PK-08,20.0
DEWEY       ,TALOGA                        ,22-I010,705.0,Taloga HS                     ,21.0,(580) 328-5586,Lora Burch,lburch@taloga.k12.ok.us,PO Box 158,Taloga,OK,73667.0,09-12,10.0
ELLIS       ,FARGO                         ,23-I002,105.0,Fargo ES                      ,134.0,(580) 698-2298,Pamela Myers,pmyers@fargo.k12.ok.us,PO Box 200,Fargo,OK,73840.0,PK-08,21.0
ELLIS       ,FARGO                         ,23-I002,705.0,Fargo HS                      ,57.0,(580) 698-2298,Sherri Tune,stune@fargo.k12.ok.us,PO Box 200,Fargo,OK,73840.0,09-12,16.0
ELLIS       ,ARNETT                        ,23-I003,105.0,Arnett ES                     ,154.0,(580) 885-7285,Scot Friesen,sfriesen@arnett.k12.ok.us,PO Box 317,Arnett,OK,73832.0,PK-08,22.0
ELLIS       ,ARNETT                        ,23-I003,705.0,Arnett HS                     ,58.0,(580) 885-7285,Bob Dobrinski,bdobrinski@arnett.k12.ok.us,PO Box 317,Arnett,OK,73832.0,09-12,17.0
ELLIS       ,GAGE                          ,23-I039,105.0,Gage ES                       ,62.0,(580) 923-7909,Greg Gregory,jsprague@gage.k12.ok.us,PO Box 60,Gage,OK,73843.0,PK-08,14.0
ELLIS       ,GAGE                          ,23-I039,705.0,Gage HS                       ,31.0,(580) 923-7909,Jeff Sprague,jsprague@gage.k12.ok.us,PO Box 60,Gage,OK,73843.0,09-12,9.0
ELLIS       ,SHATTUCK                      ,23-I042,105.0,Shattuck ES                   ,258.0,(580) 938-2222,Camille Holt,cholt@shattuck.k12.ok.us,PO Box 159,Shattuck,OK,73858.0,PK-08,33.0
ELLIS       ,SHATTUCK                      ,23-I042,705.0,Shattuck HS                   ,95.0,(580) 938-2586,Terry Conder,tconder@shattuck.k12.ok.us,PO Box 159,Shattuck,OK,73858.0,09-12,18.0
GARFIELD    ,WAUKOMIS                      ,24-I001,105.0,Waukomis ES                   ,300.0,(580) 758-3264,Daniel Ingram,danielingram@waukomis.k12.ok.us,PO Box 729,Waukomis,OK,73773.0,PK-08,29.0
GARFIELD    ,WAUKOMIS                      ,24-I001,705.0,Waukomis HS                   ,116.0,(580) 758-3245,Matt Cue,mattcue@waukomis.k12.ok.us,PO Box 729,Waukomis,OK,73773.0,09-12,18.0
GARFIELD    ,KREMLIN-HILLSDALE             ,24-I018,105.0,Kremlin-Hillsdale ES          ,238.0,(580) 874-2283,Brad Hawkins,hawkinsb@kremlin.k12.ok.us,605 Fifth,Kremlin,OK,73753.0,PK-08,20.0
GARFIELD    ,KREMLIN-HILLSDALE             ,24-I018,705.0,Kremlin-Hillsdale HS          ,79.0,(580) 874-2281,Jeremy Brashears,brashearsj@kremlin.k12.ok.us,705 Fifth,Kremlin,OK,73753.0,09-12,16.0
GARFIELD    ,CHISHOLM                      ,24-I042,105.0,Chisholm ES                   ,486.0,(580) 237-5645,Darla Smith,dsmith@chisholm.k12.ok.us,300 Colorado Ave,Enid,OK,73701.0,PK-05,35.0
GARFIELD    ,CHISHOLM                      ,24-I042,505.0,Chisholm MS                   ,237.0,(580) 234-0234,Crystal Szymanski,cszymanski@chisholm.k12.ok.us,4202 West Carrier Road,Enid,OK,73703.0,06-08,29.0
GARFIELD    ,CHISHOLM                      ,24-I042,705.0,Chisholm HS                   ,300.0,(580) 233-2852,Shane Dent,sdent@chisholm.k12.ok.us,4018 West Carrier Road,Enid,OK,73703.0,09-12,32.0
GARFIELD    ,GARBER                        ,24-I047,105.0,Garber ES                     ,269.0,(580) 863-2232,Phil Hoopes,phoopes@garber.k12.ok.us,PO Box 539,Garber,OK,73738.0,PK-08,25.0
GARFIELD    ,GARBER                        ,24-I047,715.0,Garber HS                     ,108.0,(580) 863-2231,Marc Hatton,mhatton@pldi.net,PO Box 539,Garber,OK,73738.0,09-12,17.0
GARFIELD    ,PIONEER-PLEASANT VALE         ,24-I056,105.0,Pioneer-Pleasant Vale ES      ,311.0,(580) 234-9628,Larry Coonrod,lcoonrod@ppv.k12.ok.us,6020 East Willow Road,Enid,OK,73701.0,PK-06,27.0
GARFIELD    ,PIONEER-PLEASANT VALE         ,24-I056,610.0,Pioneer-Pleasant Vale JHS     ,75.0,(580) 758-3282,Tom Betchan,tbetchan@ppv.k12.ok.us,6520 East Wood Road,Waukomis,OK,73773.0,07-08,23.0
GARFIELD    ,PIONEER-PLEASANT VALE         ,24-I056,705.0,Pioneer-Pleasant Vale HS      ,160.0,(580) 758-3282,Tom Betchan,tbetchan@ppv.k12.ok.us,6520 East Wood Road,Waukomis,OK,73773.0,09-12,22.0
GARFIELD    ,ENID                          ,24-I057,105.0,Adams ES                      ,346.0,(580) 366-7600,Beverly James,bjjames@enidk12.org,2200 East Randolph Ave,Enid,OK,73701.0,KG-05,35.0
GARFIELD    ,ENID                          ,24-I057,115.0,Carver Early Childhood Ctr    ,172.0,(580) 366-8601,Chris Smith,cmsmith@enidk12.org,815 South 5Th Street,Enid,OK,73701.0,PK-PK,14.0
GARFIELD    ,ENID                          ,24-I057,120.0,Coolidge ES                   ,537.0,(580) 366-7550,Jennifer Cruz,jrcruz@enidk12.org,1515 East Ash Ave,Enid,OK,73701.0,PK-05,39.0
GARFIELD    ,ENID                          ,24-I057,125.0,Eisenhower ES                 ,161.0,(580) 366-8100,Polly Maxwell,pemaxwell@enidk12.org,1301 Fox Drive,Enid,OK,73703.0,PK-05,15.0
GARFIELD    ,ENID                          ,24-I057,130.0,Garfield ES                   ,623.0,(580) 366-7700,Jane Johnson,jmjohnson@enidk12.org,400 N. 7Th Street,Enid,OK,73701.0,PK-05,51.0
GARFIELD    ,ENID                          ,24-I057,132.0,Glenwood ES                   ,488.0,(580) 366-7800,James Rainey,jbrainey@enidk12.org,824 North Oakwood Road,Enid,OK,73703.0,PK-05,39.0
GARFIELD    ,ENID                          ,24-I057,137.0,Hayes ES                      ,308.0,(580) 366-7650,Lyntel Murphy,lamurphy@enidk12.org,2102 Beverly Drive,Enid,OK,73703.0,PK-05,24.0
GARFIELD    ,ENID                          ,24-I057,140.0,Hoover ES                     ,329.0,(580) 366-7350,Karen Heizer,kkheizer@enidk12.org,2800 West Maine Ave,Enid,OK,73703.0,PK-05,30.0
GARFIELD    ,ENID                          ,24-I057,160.0,Mckinley ES                   ,310.0,(580) 366-7400,Kay Kiner,klkiner@enidk12.org,1701 West Broadway Ave,Enid,OK,73703.0,PK-05,24.0
GARFIELD    ,ENID                          ,24-I057,165.0,Monroe ES                     ,415.0,(580) 366-7500,M. Scott Allen,msallen@enidk12.org,400 West Cottonwood Ave,Enid,OK,73701.0,PK-05,37.0
GARFIELD    ,ENID                          ,24-I057,170.0,Prairie View ES               ,558.0,(580) 366-8000,Clark Koepping,cskoepping@enidk12.org,4700 W. Willow Road,Enid,OK,73703.0,PK-05,35.0
GARFIELD    ,ENID                          ,24-I057,175.0,Taft ES                       ,351.0,(580) 366-7450,Peggy Kenaga,pakenaga@enidk12.org,1002 Sequoyah Drive,Enid,OK,73703.0,PK-05,27.0
