License_No,License_Type,Issue_Date,License_Status,Expire_date,Legal_Name,Street1,Street2,City,State,Zip,County_Code
02259572,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,GUJJAR CORPORATION,2601 SOUTH BRADDOCK AVENU                                   ,                                        ,SWISSVALE                               ,PA ,15218     ,02                                      
02260279,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,RLC BOTTLE SHOP LLC,1301 PITTSBURGH STREET                                      ,                                        ,CHESWICK                                ,PA ,15024     ,02                                      
02259944,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,OM SHIVA GROUP INC,238 E 8TH AVE                                               ,                                        ,HOMESTEAD                               ,PA ,15120-1516,02                                      
02259900,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,ZEE2 LLC,448 PITTSBURGH ST                                           ,                                        ,SPRINGDALE                              ,PA ,15144-1408,02                                      
02260375,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,LIBERTY GASOLINE SERVICE LP,2615 LIBERTY WAY                                            ,                                        ,MCKEESPORT                              ,PA ,15133     ,02                                      
70052039,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,ROBERT VIETMEIER,850 BOYCE ROAD                                              ,                                        ,BRIDGEVILLE                             ,PA ,15017     ,02                                      
02224979,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,CRAIG LENNIX,2532 BROWNSVILLE RD                                         ,                                        ,PITTSBURGH                              ,PA ,15210     ,02                                      
02264988,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,JAY GANESH OIL CORPORATION INC,533 BROOKLINE BOULEVARD                                     ,                                        ,PITTSBURGH                              ,PA ,15226     ,02                                      
02261434,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,AKSHAR GAS & YOUGH LAKE SPORTS SHOP CORP,2524 APPLETREE DRIVE                                        ,                                        ,PITTSBURGH                              ,PA ,15241     ,02                                      
02261576,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,KRISH OIL CORPORATION INC,411 PERRY HWY                                               ,                                        ,PITTSBURGH                              ,PA ,15229-1818,02                                      
02240647,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CASH MARKET INC,1017 4TH AVE                                                ,                                        ,CORAOPOLIS                              ,PA ,15108     ,02                                      
02051392,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,Oakmont Country Club,1233 HULTON ROAD                                            ,                                        ,OAKMONT                                 ,PA ,15139     ,02                                      
02263244,Cig/OTP Retail,6/20/2016,Issued,2/28/2017,LOHMANS BEER DISTRIBUTOR LLC,2614 BRANDT SCHOOL ROAD                                     ,                                        ,WEXFORD                                 ,PA ,15090     ,02                                      
02231266,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,FIFTH AVENUE FOODLAND INC,815 FIFTH AVE                                               ,                                        ,MCKEESPORT                              ,PA ,15132-2509,02                                      
02234508,Cig/OTP Retail,5/2/2016,Issued,2/28/2017,BOBS AUTOTORIUM INC,1408 RIVER RD                                               ,                                        ,HOMESTEAD                               ,PA ,15120-2302,02                                      
02248643,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,EAST COURSE INC,1233 HULTON ROAD                                            ,                                        ,OAKMONT                                 ,PA ,15139-1199,02                                      
02228666,Cig/OTP Retail,2/25/2016,Issued,2/28/2017,J MAURO & SONS AMOCO,7409 SALTSBURG RD                                           ,                                        ,PITTSBURGH                              ,PA ,15235-3632,02                                      
02252335,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,NICO RECOVERY ROOM INC,176 178 PEARL ST                                            ,                                        ,PITTSBURGH                              ,PA ,15224     ,02                                      
02259775,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,AKSHAR CONVENIENCE CORP,298 KNOEDLER RD                                             ,                                        ,PITTSBURGH                              ,PA ,15236-2705,02                                      
02266682,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,DES DRAGONS INC,15 FOSTER AVE                                               ,                                        ,PITTSBURGH                              ,PA ,15205-2351,02                                      
02237151,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,55 BEER INC,450 56TH ST UNIT E                                          ,                                        ,PITTSBURGH                              ,PA ,15201-2322,02                                      
02266182,Cig/OTP Retail,3/8/2016,Issued,2/28/2017,DOLGENCORP LLC,28 MONONGAHELA AVE                                          ,                                        ,GLASSPORT                               ,PA ,15045-1315,02                                      
02266198,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,12818 FRANKSTOWN RD                                         ,                                        ,PENN HILLS                              ,PA ,15235-1947,02                                      
