ID,Q1a_Service_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Promote_diversity/inclusiveness,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Are_emp_ethical-way_conduct_business,Q1l_Sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_of_streets-neighborhood,Q2b_Condition_of_sidewalks-neighborhood,Q2c_Maint_of_private_property-neighbor,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_of_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q3_Most_emphasis,Q3_2nd_emphasis,Q4_Condition_of_your_neighborhood,Q5_Public_safety_concern,Q6_Services/Facility_uses-past_12_mo,Q6_2nd,Q6_3rd,Q6_4th,Q6_5th,Q6_6th,Q6_7th,Q6_8th,Q6_9th,Q6_10th,Q6_11th,Q6_12th,Q6_13th,Q6_14th,Q6_15th,Q6_Other,Q7a_Quality_of_large_parks,Q7b_Recreation_centers,Q7c_Swimming_pools_and_programs,Q7d_Outdoor_athletic_fields,Q7e_Programs_for_youth,Q7f_Programs_for_adults,Q7g_City_golf_courses,Q7h_Tempe_history_museum,Q7i_Library_facilities,Q7j_Disability_access-prog/fac,Q8_Most_emphasis-programs,Q8_2nd_-_programs,Q9a_Library_services,Q9b_Condition_of_streets,Q9c_Condition/clarity_st_signs,Q9d_Local_transit_service,Q9e_Traffic_flow_streets,Q9f_Walking/biking_paths,Q9g_Availability_of_information,Q9h_Enforces_property_maint_codes,Q9i_Landscape_maint-st/sidewalks,Q9j_Appearance_of_residential_property,Q9k_Appearance_commercial_property,Q9l_Cleanliness_city_streets,Q9m_Residential_trash_collection,Q9n_Recycling_services,Q9o_Bulky_item_pick_up/removal_svc,Q9p_Water_service,Q9q_Local_polices_services,Q9r_Enforcement_of_traffic_laws,Q9s_Local_fire_services,Q9t_Efforts_to_prevent_crims,Q9u_Recreation_prot/svcs,Q9v_Maintenance_city_parks,Q10_Most_emphasis-city_services,Q10_2nd-city_services,Q10_3rd-city_services,Q11_Social/human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Most_emphasis-social/human_svcs,Q12_2nd-social/human_svcs,Q12_3rd-social/human_svcs,Q13_Use_to_get_information_about_city,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_receive_info,Q13a_2nd_preference,Q13a_3rd_preference,Q14a_Contacted_the_city_past_12_mo,Q14b_How_easy_city_was_to_contact,Q14c_Way_you_were_treated,Q14d_Accuracy_of_information_given,Q14e_How_quickly_responded,Q14f_How_ell_issue_handled,Q15_City's_top_priority_next_year,Q15_2nd_priority,Q15_3rd_priority,Q15_4th_priority,Q15_5th_priority,Q18a_Years_lived_in_Tempe,Q18b_What_is_your_age,Q18c_Gender,Q18d_Used_public_transit_past_yr,Q18e_Are_you_full-time_student,Q18f_Own_or_rent,Q18g_Does_home_have_alley,Q18h_Highest_level_of_education,Q18i_Describe_your_home,Q18j_Have_cable_TV,Q18_j_Have_Smart_Phone,Q18-j_Internet_access-home,Q18k_Visited_downtown_during_past_yr,Q18l_Race/ethnicity,Q18l_2nd,Q18l_3rd,Q18l_4th,Q18l_5th,Zip,OBJECTID
226,4,3,4,4,4,4,4,4,4,3,9,4,9,3,3,4,4,9,4,5,1,G,C,4,,2,3,4,7,11,12,13,14,,,,,,,,,4,4,9,9,9,4,9,4,4,9,F,,4,3,3,4,4,5,5,3,2,2,2,3,5,5,5,4,5,5,5,4,4,5,I,J,H,2,,,,,,,,,2,3,,5,7,8,,,,,,,,5,8,7,1,5,5,4,5,5,2,8,,,,1,4,1,1,2,1,2,4,1,1,1,1,1,3,,,,,85283,225
227,5,5,5,4,5,4,5,4,4,3,4,4,3,4,4,5,5,9,4,5,5,E,,3,,3,4,6,7,12,,,,,,,,,,,,5,5,9,9,9,4,9,4,9,9,F,E,9,4,5,9,4,5,4,4,5,3,4,5,5,5,9,5,5,5,9,3,4,5,T,U,,99,,,,,,,,,99,,,1,3,8,,,,,,,,99,,,2,,,,,,2,6,,,,1,1,2,2,1,2,2,3,1,1,1,1,1,3,,,,,85283,226
228,5,5,5,3,4,4,5,5,5,5,5,4,4,4,4,4,3,4,4,5,5,C,E,4,,2,3,4,5,6,12,,,,,,,,,,,5,5,3,4,3,3,3,4,4,3,E,I,4,4,4,3,4,4,5,2,4,2,4,4,5,5,5,4,5,4,4,4,4,5,H,J,T,99,,,,,,,,,6,7,9,2,5,7,9,10,,,,,,5,2,9,1,5,5,5,4,4,3,8,,,,1,4,1,2,2,1,1,3,1,1,2,1,1,4,,,,,85283,227
229,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,5,,1,2,3,4,8,12,,,,,,,,,,,5,5,5,9,9,9,5,5,5,9,Z,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,99,,,,,,,,,99,,,1,2,3,5,7,9,,,,,99,,,1,5,5,5,5,5,99,,,,,4,6,1,1,2,1,2,4,1,1,1,1,1,3,,,,,85284,228
230,9,4,4,9,4,4,9,9,9,9,9,9,5,9,4,4,4,9,3,4,1,G,E,4,,2,3,4,12,14,,,,,,,,,,,,4,4,4,9,4,3,9,4,5,9,I,A,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,9,4,9,9,4,9,T,A,E,99,,,,,,,,,9,8,4,2,5,6,,,,,,,,6,,,2,,,,,,4,11,,,,1,2,1,2,2,1,2,5,1,2,1,1,1,3,,,,,85283,229
231,4,4,4,3,4,4,9,4,3,2,3,9,2,3,4,4,3,9,4,4,4,E,C,4,,2,3,4,5,14,,,,,,,,,,,,4,9,9,4,3,4,4,4,4,5,D,I,2,4,4,9,4,3,2,2,4,2,4,5,5,5,5,4,5,1,5,4,9,4,R,J,L,99,,,,,,,,,99,,,5,8,,,,,,,,,6,7,9,2,,,,,,2,6,,,,1,2,2,2,2,1,2,4,1,1,1,1,1,3,,,,,85284,230
232,5,5,5,3,4,4,4,4,3,4,4,5,3,4,4,3,3,3,4,4,3,Z,,4,,99,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,Z,,4,4,4,5,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,R,T,Q,99,,,,,,,,,3,2,6,5,7,9,,,,,,,,5,7,9,2,,,,,,2,6,,,,1,6,1,2,2,1,1,3,1,2,2,2,2,4,,,,,85282,231
233,5,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,2,2,5,4,1,G,E,3,,2,3,6,9,,,,,,,,,,,,,4,3,4,3,3,4,3,4,4,4,C,E,4,4,4,3,4,3,4,4,2,2,4,4,4,4,5,3,4,4,3,4,3,4,Q,S,B,4,,,,,,,,,3,9,4,5,,,,,,,,,,5,4,8,1,5,5,5,5,5,8,11,,,,1,5,2,2,2,2,1,4,1,2,2,1,1,3,,,,,85282,232
234,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,G,A,3,,3,14,,,,,,,,,,,,,,,9,9,9,4,9,9,9,9,4,9,Z,,3,2,3,9,4,4,9,9,3,4,4,1,1,4,4,4,4,4,4,4,4,4,O,N,P,99,,,,,,,,,99,,,99,,,,,,,,,,99,,,2,,,,,,99,,,,,1,5,1,2,2,1,1,5,1,1,1,1,1,3,,,,,85282,233
235,4,4,4,4,4,3,4,4,3,5,4,4,3,4,4,4,4,4,4,4,4,E,G,4,,2,3,,,,,,,,,,,,,,,4,3,9,3,9,3,9,9,4,3,Z,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,B,J,C,99,,,,,,,,,99,,,1,5,,,,,,,,,99,,,1,4,4,4,4,4,2,10,,,,1,4,2,2,2,1,2,4,1,1,1,1,1,3,,,,,85284,234
236,4,4,4,9,4,3,3,4,9,9,9,4,9,4,4,4,4,3,3,4,3,G,E,3,,3,4,11,,,,,,,,,,,,,,4,9,9,4,9,9,9,4,9,9,A,D,9,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,T,H,N,99,,,,,,,,,1,7,4,7,8,9,,,,,,,,7,8,9,2,,,,,,3,6,,,,1,1,1,1,1,2,2,4,1,1,2,1,1,3,,,,,85283,235
237,4,4,4,3,4,4,4,4,3,3,3,3,3,3,2,2,3,9,4,3,2,A,G,4,,4,6,8,,,,,,,,,,,,,,9,9,9,9,9,9,2,9,9,9,Z,,9,2,3,9,3,3,9,2,2,2,2,2,4,4,4,4,4,4,4,4,4,9,B,C,T,99,,,,,,,,,99,,,2,5,6,7,9,10,,,,,99,,,2,,,,,,3,8,,,,1,3,1,2,2,1,2,4,1,1,2,1,1,3,,,,,85284,236
238,5,5,5,9,9,9,9,9,4,9,4,9,9,9,4,4,2,4,4,4,4,C,A,3,,6,,,,,,,,,,,,,,,,9,9,3,9,9,3,9,9,4,9,C,F,4,4,4,4,3,3,4,2,4,2,3,4,5,5,5,4,5,2,4,4,3,3,R,U,V,99,,,,,,,,,99,,,5,7,9,,,,,,,,5,7,9,2,,,,,,6,,,,,3,6,2,2,2,1,2,3,1,1,2,2,2,3,,,,,85282,237
239,5,5,5,4,5,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,4,G,F,5,,2,3,4,11,,,,,,,,,,,,,4,9,9,9,4,4,4,9,4,9,I,A,4,4,4,2,4,4,4,9,4,4,4,4,4,4,4,4,4,2,4,4,4,4,D,R,A,99,,,,,,,,,1,4,6,2,5,,,,,,,,,6,10,2,1,4,5,5,5,5,1,4,10,,,4,3,2,1,2,1,2,5,1,1,2,1,1,3,,,,,85283,238
240,4,4,4,3,4,4,4,3,4,4,9,4,4,4,3,3,3,9,4,4,3,C,G,3,,8,11,,,,,,,,,,,,,,,4,4,9,9,9,4,5,9,9,9,Z,,9,3,9,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,T,R,Q,99,,,,,,,,,99,,,99,,,,,,,,,,99,,,2,,,,,,1,8,,,,3,5,1,1,2,1,1,2,1,2,2,2,1,4,,,,,85281,239
241,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,4,,99,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,Z,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,99,,,,,,,,,99,,,99,,,,,,,,,,99,,,2,,,,,,6,8,,,,3,6,2,2,2,1,1,2,1,2,2,2,2,4,,,,,85281,240
242,5,5,5,4,5,4,4,5,9,4,9,4,9,9,4,4,4,4,4,5,4,G,E,4,,3,4,11,,,,,,,,,,,,,,5,9,9,9,9,9,9,9,4,9,Z,,4,4,4,2,4,4,4,9,4,4,4,4,5,5,5,5,5,4,9,4,9,5,D,T,R,99,,,,,,,,,99,,,5,8,,,,,,,,,5,8,,9,,,,,,6,10,,,,4,1,2,1,2,2,1,4,1,1,1,1,1,3,,,,,85282,241
243,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,3,5,5,5,A,B,4,,3,4,10,11,,,,,,,,,,,,,5,9,9,9,9,5,9,9,5,9,Z,,5,4,5,5,5,5,5,4,5,4,5,4,5,9,9,5,9,9,9,9,5,5,H,J,L,99,,,,,,,,,99,,,9,,,,,,,,,,99,,,2,,,,,,99,,,,,3,6,2,1,2,1,2,3,1,1,2,2,1,3,,,,,85282,242
244,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,A,C,3,,4,6,8,14,,,,,,,,,,,,,4,9,9,3,9,3,4,9,9,9,A,G,9,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E,J,K,99,,,,,,,,,99,,,5,8,9,,,,,,,,8,5,9,2,,,,,,2,11,,,,3,3,1,2,2,1,1,3,1,1,2,1,2,3,,,,,85282,243
245,2,2,2,1,1,2,2,1,1,2,2,1,3,1,2,4,1,1,2,4,4,D,C,1,,2,3,4,,,,,,,,,,,,,,2,3,3,4,4,2,4,3,2,3,F,I,2,2,4,1,1,3,4,1,1,1,1,2,1,1,1,1,2,2,3,1,3,4,O,H,J,99,,,,,,,,,2,3,9,2,5,8,9,,,,,,,2,5,8,1,2,1,2,1,1,2,5,,,,3,4,1,2,2,1,1,5,1,1,2,1,1,3,,,,,85282,244
246,4,4,4,9,5,4,4,4,4,4,9,9,9,4,9,4,2,2,4,4,1,G,D,4,,2,3,4,11,,,,,,,,,,,,,4,9,9,9,3,3,4,9,3,9,Z,,3,4,4,4,3,5,4,9,4,2,4,4,4,4,4,4,3,9,4,3,9,4,Z,,,99,,,,,,,,,99,,,1,5,10,,,,,,,,99,,,2,,,,,,6,11,,,,3,4,2,1,2,1,2,5,1,1,2,1,1,3,,,,,85282,245
247,4,4,4,2,4,3,3,3,3,3,3,3,3,3,4,4,9,9,3,3,2,G,E,3,,3,4,7,11,14,,,,,,,,,,,,4,9,9,9,9,3,9,4,4,9,Z,,4,3,4,4,2,3,3,2,3,3,3,3,4,4,4,4,1,3,4,2,9,2,Q,H,E,99,,,,,,,,,99,,,2,5,,,,,,,,,2,5,,1,4,3,1,1,9,6,8,,,,3,3,1,2,2,1,2,3,1,1,2,1,2,4,,,,,85281,246
248,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,F,E,3,,2,3,5,6,,,,,,,,,,,,,5,4,4,5,3,3,3,9,5,9,Z,,5,5,5,5,5,4,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,Q,N,M,99,,,,,,,,,99,,,8,,,,,,,,,,99,,,1,5,5,5,5,5,2,6,,,,3,2,1,1,2,1,2,4,2,2,1,1,1,5,,,,,85283,247
249,4,4,4,3,2,2,3,2,2,1,1,3,2,1,2,3,2,9,2,4,4,C,E,4,,2,3,4,,,,,,,,,,,,,,5,4,3,3,3,3,3,3,4,3,I,A,4,2,4,3,1,4,3,1,3,2,2,3,4,4,4,4,5,2,5,2,4,4,E,J,T,99,,,,,,,,,99,,,7,8,,,,,,,,,99,,,1,3,3,3,2,3,6,8,,,,3,4,1,2,2,1,2,3,1,1,1,1,1,3,,,,,85283,248
250,4,4,4,3,3,5,4,3,3,3,3,5,4,4,5,5,3,9,4,5,5,G,F,2,,4,11,12,,,,,,,,,,,,,,5,9,9,9,9,3,9,9,4,4,Z,,4,5,5,5,4,4,4,3,2,3,5,3,4,5,3,5,5,5,4,5,9,5,V,D,C,6,,,,,,,,,99,,,9,,,,,,,,,,99,,,2,,,,,,1,6,,,,4,5,2,1,2,2,2,4,1,2,2,2,1,3,,,,,85281,249
251,4,3,3,9,3,2,4,9,3,9,9,9,9,4,4,4,3,2,2,4,4,Z,,3,,2,3,4,6,7,10,12,14,,,,,,,,,5,4,9,9,9,9,9,4,5,9,Z,,5,4,4,9,4,3,3,3,3,3,3,4,5,5,5,5,9,9,9,9,9,4,J,L,H,2,,,,,,,,,6,9,1,7,,,,,,,,,,7,5,6,1,5,5,5,5,5,1,11,,,,9,5,2,2,2,2,1,3,1,2,2,1,1,4,,,,,85282,250
252,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,2,G,D,3,,14,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,E,A,3,4,3,3,2,3,3,2,3,3,3,3,4,4,4,4,4,2,4,4,3,3,R,O,H,99,,,,,,,,,7,4,9,5,,,,,,,,,,99,,,2,,,,,,2,6,,,,3,2,1,2,2,1,1,3,1,1,1,1,2,3,,,,,85282,251
253,5,5,5,5,5,4,9,4,4,3,9,9,4,9,5,5,4,4,4,9,5,A,E,4,,14,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,Z,,9,4,5,9,2,9,4,9,4,4,4,5,5,5,9,5,4,3,9,4,9,4,R,T,E,99,,,,,,,,,3,2,,5,7,9,10,,,,,,,7,5,,2,,,,,,8,12,,,,3,6,1,2,2,1,1,3,1,1,2,1,2,3,,,,,85282,252
254,4,4,4,4,4,3,4,5,3,5,5,4,4,5,4,4,9,9,4,5,4,Z,,4,,4,7,11,,,,,,,,,,,,,,5,4,9,4,9,3,4,5,9,3,J,F,4,4,4,4,4,3,4,3,9,3,3,4,5,4,5,4,4,4,4,4,3,4,T,,,2,,,,,,,,,99,,,99,,,,,,,,,,99,,,9,,,,,,99,,,,,3,6,1,1,2,2,2,2,1,1,2,2,1,3,,,,,85282,253
255,4,4,4,3,4,4,3,4,3,3,3,4,4,3,5,4,4,4,4,3,4,E,C,5,,8,,,,,,,,,,,,,,,,5,9,9,9,9,9,4,9,9,9,G,E,9,5,5,9,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,9,9,Q,S,T,99,,,,,,,,,99,,,5,7,,,,,,,,,5,9,,1,5,5,3,5,2,8,12,,,,3,5,1,2,2,1,1,5,1,1,2,1,1,0,,,,,85283,254
256,3,4,3,3,2,1,2,2,2,2,2,4,1,1,4,4,4,4,2,5,4,E,G,3,,2,4,11,,,,,,,,,,,,,,5,9,9,9,3,9,4,9,5,4,E,F,5,3,4,4,1,2,1,3,3,4,4,4,5,2,9,3,2,2,4,1,3,5,R,T,Q,99,,,,,,,,,99,,,5,10,,,,,,,,,6,5,8,1,4,4,3,1,1,6,11,,,,3,2,2,1,2,1,1,5,1,1,1,1,1,3,,,,,85282,255
257,5,5,4,4,4,4,5,5,5,5,4,5,5,5,5,9,5,9,5,9,4,E,G,5,,2,3,8,,,,,,,,,,,,,,4,4,9,4,9,9,4,9,5,9,E,B,5,5,5,9,5,5,5,9,5,4,4,5,5,5,5,5,5,5,9,5,9,5,T,Q,H,99,,,,,,,,,7,9,5,5,7,9,,,,,,,,9,5,7,2,,,,,,8,12,,,,4,3,2,2,2,1,2,5,1,1,2,1,1,3,,,,,85284,256
258,4,5,5,5,3,1,3,4,4,4,1,2,4,4,4,4,4,4,1,4,4,Z,,1,,2,11,,,,,,,,,,,,,,,4,4,4,4,2,4,9,4,4,4,Z,,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,9,9,4,9,4,4,Z,,,1,2,3,4,,,,,,99,,,7,,,,,,,,,,7,,,1,4,9,4,9,9,1,8,10,,,4,4,1,2,2,2,2,3,1,2,2,2,1,3,,,,,85281,257
259,4,3,5,9,5,4,4,4,5,5,4,4,3,3,5,5,5,4,4,5,3,E,D,4,,2,3,4,11,,,,,,,,,,,,,9,9,9,9,9,4,9,9,4,9,Z,,4,4,4,5,4,4,2,4,4,4,4,4,5,5,5,5,5,5,5,9,9,4,F,G,V,99,,,,,,,,,6,8,9,5,10,,,,,,,,,5,3,6,1,5,5,5,5,5,4,11,,,,1,1,1,1,1,2,1,5,1,2,1,1,1,3,,,,,85282,258
260,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,E,F,5,,2,3,4,11,12,14,,,,,,,,,,,5,5,5,9,4,4,9,5,5,9,E,A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,A,V,Q,99,,,,,,,,,4,6,9,5,7,9,10,,,,,,,5,,,2,,,,,,1,11,,,,5,4,2,1,2,2,1,5,1,1,1,1,1,3,,,,,85282,259
261,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,C,E,5,,5,8,14,,,,,,,,,,,,,,4,4,4,4,4,4,2,4,4,4,G,A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,I,E,C,99,,,,,,,,,4,7,9,4,7,10,,,,,,,,4,10,5,1,5,5,5,5,5,1,11,,,,5,3,1,2,2,1,1,4,1,1,1,1,2,3,,,,,85282,260
262,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,9,4,4,3,3,3,E,F,5,,2,3,8,,,,,,,,,,,,,,5,3,5,9,2,2,4,9,5,5,Z,,5,5,5,4,4,4,4,4,4,4,3,4,4,4,5,4,5,4,4,4,3,4,T,P,U,99,,,,,,,,,2,9,4,5,,,,,,,,,,99,,,2,,,,,,4,11,,,,5,5,2,2,2,1,1,4,1,1,1,1,1,3,,,,,85284,261
263,2,4,4,3,4,3,9,9,4,2,9,9,9,2,5,9,4,9,4,4,2,C,D,5,,3,6,10,,,,,,,,,,,,,,4,4,4,9,4,4,9,9,4,9,Z,,4,5,4,4,4,1,3,1,3,4,3,5,5,5,5,4,4,3,4,3,3,4,J,H,,99,,,,,,,,,99,,,2,4,7,9,10,,,,,,99,,,1,5,5,2,1,1,2,6,,,,5,4,2,2,2,1,2,5,1,1,2,1,1,3,,,,,85284,262
264,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,G,D,4,,2,11,14,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,B,J,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,T,O,N,1,,,,,,,,,2,3,4,1,8,,,,,,,,,1,8,,1,5,5,5,5,5,8,10,,,,5,5,2,1,2,1,2,3,2,1,2,1,1,3,,,,,85284,263
265,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,3,9,4,4,4,A,E,4,,4,11,14,,,,,,,,,,,,,,4,4,4,9,9,4,4,4,4,4,A,B,4,4,3,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,Q,J,,99,,,,,,,,,2,3,7,5,7,9,,,,,,,,5,7,9,2,,,,,,9,11,,,,3,3,2,2,2,1,2,3,1,2,2,1,1,3,,,,,85284,264
266,4,4,4,5,5,5,5,5,4,4,4,5,5,5,4,4,4,9,5,5,4,B,G,4,,2,3,4,11,12,13,14,,,,,,,,,,4,4,9,4,4,4,9,9,4,4,A,I,4,4,4,3,2,4,4,3,3,4,4,4,5,5,5,5,4,2,9,4,4,4,E,R,H,99,,,,,,,,,9,6,2,1,2,5,9,,,,,,,99,,,1,4,5,5,5,5,3,10,,,,1,5,1,1,2,1,2,5,1,1,1,1,1,3,,,,,85284,265
267,4,4,4,4,5,4,4,4,5,4,3,4,4,4,4,4,4,9,5,4,5,E,F,5,,2,3,4,6,,,,,,,,,,,,,4,9,9,4,4,4,9,4,4,9,I,A,2,4,4,4,4,5,5,4,4,4,4,3,4,4,5,4,4,3,4,4,4,3,V,T,Q,99,,,,,,,,,99,,,5,7,8,9,,,,,,,5,8,9,1,4,4,4,4,4,3,8,,,,5,4,1,1,2,1,2,5,1,1,2,1,1,3,,,,,85284,266
268,4,4,4,9,3,4,4,3,5,4,2,4,4,9,4,3,3,4,4,5,4,E,G,4,,2,6,7,13,14,,,,,,,,,,,,4,9,9,9,9,3,9,4,4,9,E,F,4,4,3,9,4,9,4,3,4,4,4,4,5,5,3,4,4,4,4,9,9,4,T,O,P,99,,,,,,,,,7,4,3,4,10,,,,,,,,,7,10,5,1,3,4,4,4,4,8,12,,,,5,6,1,2,2,1,1,5,2,2,2,1,1,4,,,,,85283,267
269,4,4,5,4,4,4,9,4,4,9,9,5,9,9,4,4,3,4,3,4,5,E,C,4,,2,6,11,,,,,,,,,,,,,,5,9,3,4,5,9,9,9,4,9,I,A,4,3,3,5,3,5,3,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,A,B,J,99,,,,,,,,,99,,,2,5,7,9,,,,,,,5,9,6,2,,,,,,3,4,,,,5,4,1,1,2,2,1,2,1,1,2,1,1,1,,,,,85282,268
270,5,5,5,5,5,4,9,5,4,4,9,5,5,5,5,5,3,4,4,5,5,C,F,4,,2,3,4,6,10,12,14,,,,,,,,,,5,9,9,9,9,4,9,9,4,9,I,,4,5,5,5,3,5,5,4,5,4,4,5,5,5,5,5,5,5,5,9,9,5,J,H,V,99,,,,,,,,,9,7,6,2,4,5,7,8,9,10,,,,99,,,1,5,5,5,5,5,7,9,,,,5,4,2,1,2,1,1,5,1,1,2,1,1,3,,,,,85282,269
271,5,5,5,4,5,5,5,4,4,4,4,4,4,4,5,5,4,5,5,5,5,C,,5,,5,8,,,,,,,,,,,,,,,4,3,3,4,4,4,4,3,3,3,G,F,3,4,4,3,2,3,4,2,4,2,4,4,5,5,4,4,4,4,4,4,4,4,E,J,H,99,,,,,,,,,99,,,5,7,9,10,,,,,,,7,10,9,2,,,,,,5,11,,,,5,5,2,2,2,1,2,5,1,1,2,1,1,3,,,,,85282,270
272,4,4,4,3,4,4,2,3,3,9,9,2,2,2,5,5,4,9,5,5,5,C,,5,,3,4,11,,,,,,,,,,,,,,5,9,9,4,9,3,3,3,4,9,E,I,4,4,4,4,3,4,1,2,3,4,3,3,5,5,5,4,4,4,4,9,9,5,T,U,,1,,,,,,,,,7,9,3,5,,,,,,,,,,6,8,5,2,,,,,,1,,,,,5,2,1,1,2,1,2,5,2,2,1,1,1,9,,,,,85284,271
273,3,4,4,3,3,3,3,4,3,3,4,4,5,4,4,4,4,9,3,5,4,E,A,3,,2,3,4,9,10,,,,,,,,,,,,5,4,4,9,9,4,9,9,4,9,I,A,4,4,4,9,4,5,5,4,4,4,5,4,4,3,4,4,4,4,4,4,9,5,T,N,C,99,,,,,,,,,9,3,2,2,5,8,,,,,,,,2,5,8,2,,,,,,8,12,,,,1,4,2,2,2,2,2,3,1,1,2,1,1,4,,,,,85283,272
274,5,5,4,9,5,4,9,4,9,9,9,4,4,9,5,5,5,2,4,5,4,D,E,4,,3,4,,,,,,,,,,,,,,,5,9,9,9,9,9,9,9,9,9,Z,,9,5,4,4,4,5,5,9,4,4,4,4,5,5,2,4,4,4,9,9,9,4,O,,,99,,,,,,,,,99,,,2,5,8,,,,,,,,6,,,1,5,5,5,5,5,99,,,,,1,2,1,2,2,2,1,3,1,1,1,1,1,3,,,,,85282,273
275,4,5,5,4,5,5,4,4,5,4,4,4,3,3,5,4,4,9,5,5,4,C,F,4,,2,3,5,8,10,11,15,,,,,,,,,WATER                         ,5,5,4,5,9,4,4,9,4,9,F,,5,5,5,5,4,5,4,4,4,4,4,5,5,4,4,2,4,4,5,5,2,4,U,P,I,99,,,,,,,,,99,,,3,5,7,8,,,,,,,3,5,8,9,,,,,,4,11,,,,5,3,1,1,2,1,2,5,1,1,1,1,1,3,,,,,85284,274
276,4,4,4,4,3,3,4,4,4,4,9,4,3,4,2,2,3,9,2,4,2,E,A,3,,2,3,4,5,11,13,14,,,,,,,,,,5,4,9,4,9,4,4,9,4,3,A,J,4,3,5,2,2,4,4,3,3,3,3,3,4,4,2,4,4,3,4,3,4,4,R,T,J,99,,,,,,,,,8,4,2,7,8,9,10,,,,,,,8,9,10,1,3,4,1,4,2,2,11,,,,4,1,2,2,2,2,2,4,2,1,1,1,1,3,,,,,85283,275
277,4,4,4,4,4,3,4,3,4,2,4,4,2,3,4,4,4,9,4,2,4,G,F,5,,2,3,4,6,9,,,,,,,,,,,,5,3,5,3,3,3,9,9,5,9,I,A,3,4,4,5,1,4,3,4,4,4,4,4,4,2,5,3,1,1,4,1,3,4,Z,,,99,,,,,,,,,99,,,5,,,,,,,,,,99,,,1,2,3,3,3,3,99,,,,,3,2,1,2,2,1,2,4,1,1,2,1,1,3,,,,,85284,276
