id,obsdate,asm(double precision),asmdoneone(double precision),asmd(double precision),asmddoneone(double precision),asmi(double precision),asmidoneone(double precision),rpm(double precision),rpmdoneone(double precision),rpmd(double precision),rpmddoneone(double precision),rpmi(double precision),rpmidoneone(double precision),loadfactor(double precision),loadfactordoneone(double precision),loadfactord(double precision),loadfactorddoneone(double precision),loadfactori(double precision),loadfactoridoneone(double precision),enplanei(double precision),enplaneidoneone(double precision),enplaned(double precision),enplaneddoneone(double precision),enplane(double precision),enplanedoneone(double precision),airrpmtsi(double precision),airrpmtsidoneone(double precision),airrtmfm(double precision),airrtmfmdoneone(double precision),railfrtcarloads(long),railfrtcarloadsdoneone(long),railfrtintermodal(long),railfrtintermodaldoneone(long),railpm(double precision),railpmdoneone(double precision),transit(double precision),transitdoneone(double precision),petroleum(double precision),petroleumdoneone(double precision),naturalgas(double precision),naturalgasdoneone(double precision),waterborne(double precision),waterbornedoneone(double precision),truckdoneone(double precision),vmt(double precision),vmtdoneone(double precision),tsifreight(double precision),tsifreightc(double precision),tsipassenger(double precision),tsipassengerc(double precision),tsitotal(double precision),tsitotalc(double precision),indpro(double precision),manuf(double precision),invtosales(double precision),idxairrpm(double precision),idxairrtmfm(double precision),idxrailfrtcarloads(double precision),idxrailfrtintermodal(double precision),idxrailpm(double precision),idxtransitdoneone(double precision),idxpetroleumdoneone(double precision),idxnaturalgasdoneone(double precision),idxwaterbornedoneone(double precision),idxtruckdoneone(double precision)
SATD201602,02/01/2016,81955424.0,92167366.0,57466886.0,64030061.0,24488538.0,28137305.0,64559135.0,76861437.0,46460173.0,54232620.0,18098962.0,22628817.0,78.8,83.4,80.8,84.7,73.9,80.4,7386.0,8597.0,51111.0,59097.0,58497.0,67694.0,65026219.0,77973741.0,2558377.0,2927204.0,1014985,1078446,1087281,1150676,425393477.0,552845337.0,832503.0,863024.0,235963.0,251207.0,2652.3,2193.1,42.9,47.7,101.7,223011.0,261752.0,121.8,-0.6,124.9,0.5,122.8,-0.2,106.68623347,126.13221017,1.49,1.3213,1.1402,0.7708,1.5071,1.1861,1.096,1.123,1.1707,0.9652,1.3571
SATD201603,03/01/2016,94156648.0,92469877.0,66469562.0,64291617.0,27687086.0,28178260.0,78684812.0,75664324.0,56704006.0,53317744.0,21980806.0,22346581.0,83.6,81.8,85.3,82.9,79.4,79.3,8962.0,8541.0,61593.0,58726.0,70555.0,67267.0,79121758.0,76643311.0,3083370.0,2995304.0,1057654,1056138,1102697,1121875,555131660.0,548812434.0,907384.0,860708.0,256477.0,252671.0,2356.3,2094.2,44.2,44.5,101.7,265147.0,262392.0,120.7,-0.9,123.3,-1.3,121.5,-1.1,105.87056243,126.57424329,1.51,1.2988,1.1667,0.7549,1.4694,1.1774,1.0931,1.1295,1.1179,0.9006,1.3578
ATD201604,04/01/2016,91606913.0,92486279.0,63775639.0,64307978.0,27831274.0,28178301.0,75127770.0,76979925.0,53623642.0,54280425.0,21504128.0,22699500.0,82.0,83.2,84.1,84.4,77.3,80.6,8342.0,8587.0,58894.0,59146.0,67236.0,67734.0,75617435.0,77619863.0,3046837.0,3025268.0,1012381,1037833,1101110,1109957,512433020.0,545260944.0,871083.0,857448.0,257720.0,258067.0,2083.9,2363.5,45.1,45.5,103.2,269653.0,264735.0,123.2,2.1,124.2,0.7,123.4,1.6,106.19193315,126.83752142,1.51,1.3154,1.1784,0.7418,1.4538,1.1698,1.0889,1.1536,1.2617,0.9204,1.3772
SATD20605,05/01/2016,96381341.0,92933166.0,66545378.0,64647181.0,29835963.0,28285986.0,80784690.0,77414346.0,57131553.0,54858865.0,23653137.0,22555481.0,83.8,83.3,85.9,84.9,79.3,79.7,8763.0,8562.0,62752.0,60006.0,71515.0,68568.0,81226986.0,77923284.0,2978308.0,2978551.0,1058600,1051229,1148705,1126992,571922265.0,552683675.0,879877.0,859205.0,264596.0,255913.0,1965.8,2376.8,46.4,44.7,102.0,277972.0,264565.0,122.3,-0.7,124.7,0.4,123.0,-0.3,105.9472642,126.94403198,1.51,1.3205,1.1602,0.7514,1.4761,1.1857,1.0912,1.144,1.2688,0.9053,1.3615
SATD201606,06/01/2016,99866149.0,93269681.0,68799372.0,64960119.0,31066777.0,28309562.0,86518457.0,77682549.0,60278335.0,54916350.0,26240122.0,22766199.0,86.6,83.3,87.6,84.5,84.5,80.4,9744.0,8636.0,64757.0,60138.0,74501.0,68774.0,87042101.0,78235887.0,3050262.0,3051622.0,1073479,1082563,1120398,1117696,624827889.0,553954431.0,867550.0,860217.0,261461.0,261125.0,2000.7,2410.9,44.9,44.8,102.1,276991.0,264364.0,123.3,0.8,125.1,0.3,123.8,0.7,106.45105785,127.81125071,1.49,1.3258,1.1887,0.7737,1.4639,1.1885,1.0925,1.1673,1.287,0.9063,1.3637
SATD201607,07/01/2016,104401229.0,93466155.0,71524272.0,65176111.0,32876957.0,28290044.0,90628483.0,77400413.0,62349264.0,54538547.0,28279219.0,22861866.0,86.8,82.8,87.2,83.7,86.0,80.8,10751.0,8696.0,66136.0,59423.0,76887.0,68119.0,91256833.0,78019516.0,3031681.0,3047079.0,1139143,1111615,1115819,1106472,681258622.0,563945669.0,809114.0,849543.0,270082.0,264915.0,2186.6,2387.0,47.0,46.8,104.9,285160.0,265645.0,125.7,1.9,124.4,-0.6,125.1,1.1,106.6242032,126.90262707,1.5,1.3221,1.1869,0.7945,1.4492,1.2099,1.0789,1.1843,1.2742,0.9478,1.4
SATD201608,08/01/2016,101837319.0,93564550.0,69971945.0,65256055.0,31865374.0,28308495.0,86136355.0,77189847.0,59282193.0,54471649.0,26854162.0,22718198.0,84.6,82.5,84.7,83.5,84.3,80.3,9950.0,8655.0,63500.0,58911.0,73450.0,67566.0,86708521.0,77375863.0,3089859.0,3086864.0,1192602,1110490,1175723,1112610,622399656.0,543715550.0,864510.0,850362.0,273449.0,268573.0,2208.4,2416.7,49.4,46.9,101.4,279213.0,264145.0,123.7,-1.6,123.7,-0.6,123.5,-1.3,106.50888085,127.37292975,1.5,1.3112,1.2024,0.7937,1.4573,1.1665,1.0799,1.2006,1.2901,0.9484,1.3539
SATD201609,09/01/2016,90445645.0,93744184.0,62507832.0,65481436.0,27937813.0,28262747.0,75323792.0,79376802.0,52660648.0,56462381.0,22663144.0,22914421.0,83.3,84.7,84.2,86.2,81.1,81.1,7857.0,8702.0,58620.0,60898.0,66477.0,69601.0,75735172.0,79335099.0,3144378.0,3140404.0,1146142,1129216,1116007,1105837,529746419.0,548481146.0,884140.0,849985.0,251894.0,256112.0,1947.8,2331.9,47.5,47.0,100.2,262039.0,263573.0,122.5,-1.0,125.9,1.8,123.6,0.1,106.39938394,127.89120503,1.5,1.3444,1.2232,0.8071,1.4484,1.1767,1.0795,1.1449,1.2448,0.9516,1.3378
SATD201610,10/01/2016,92169699.0,93411814.0,64769650.0,65305936.0,27400049.0,28105879.0,77274227.0,78573907.0,55320061.0,55728943.0,21954166.0,22844964.0,83.8,84.1,85.4,85.3,80.1,81.3,7830.0,8650.0,61709.0,61012.0,69539.0,69662.0,77790770.0,78711359.0,3363915.0,3174818.0,1184052,1124024,1192422,1121190,515715563.0,532805535.0,889002.0,827413.0,271800.0,268305.0,1925.2,2219.2,49.9,46.2,101.7,275610.0,266664.0,123.3,0.7,124.2,-1.4,123.5,-0.1,106.48989419,127.96687607,1.49,1.3338,1.2367,0.8034,1.4685,1.1431,1.0508,1.1994,1.1846,0.9358,1.3573
SATD201611,11/01/2016,86896657.0,93405699.0,62885803.0,65846022.0,24010854.0,27559677.0,72215277.0,78454122.0,53280611.0,55865966.0,18934666.0,22588156.0,83.1,84.0,84.7,84.8,78.9,82.0,7322.0,8651.0,59269.0,60840.0,66591.0,69491.0,72625059.0,79136498.0,3397217.0,3232720.0,1123870,1137133,1121925,1136957,541014515.0,542985962.0,839892.0,843675.0,257922.0,263154.0,2159.5,2126.2,46.1,45.7,102.4,255154.0,265314.0,123.6,0.2,125.4,1.0,124.1,0.5,106.04521809,127.6279269,1.51,1.3411,1.2592,0.8128,1.4892,1.1649,1.0714,1.1764,1.135,0.9257,1.3672
SATD201612,12/01/2016,92983411.0,94383462.0,65698076.0,66052065.0,27285335.0,28331396.0,76957615.0,79132297.0,54812269.0,56067986.0,22145346.0,23064310.0,82.8,83.8,83.4,84.9,81.2,81.4,8805.0,8865.0,59178.0,60887.0,67983.0,69752.0,77310983.0,79484089.0,3455965.0,3215529.0,1091370,1118995,1131383,1164053,562539179.0,544763753.0,807517.0,843169.0,270123.0,264495.0,2866.3,2259.8,44.9,46.5,103.2,264778.0,267135.0,124.8,1.0,125.7,0.2,125.0,0.7,106.69885528,130.2692747,1.48,1.3469,1.2525,0.7998,1.5246,1.1688,1.0708,1.1824,1.2063,0.9407,1.3777
SATD201701,01/1/2017,89957347.0,95047863.0,63084040.0,66595149.0,26873307.0,28452714.0,71433297.0,80033633.0,50136641.0,56807540.0,21296656.0,23226093.0,79.4,84.2,79.5,85.3,79.2,81.6,8512.0,8907.0,54109.0,61633.0,62621.0,70541.0,71876269.0,80204383.0,2993084.0,3193632.0,1106215,1127504,1113971,1134664,458016423.0,559060213.0,802693.0,855530.0,270123.0,267820.0,2913.8,2159.1,43.9,46.2,103.0,242600.0,266509.0,124.1,-0.6,127.1,1.1,125.0,0.0,106.51395115,130.50342661,1.48,1.3592,1.244,0.8059,1.4862,1.1994,1.0865,1.1972,1.1525,0.9352,1.3749
SATD201702,2/01/2017,81365955.0,94842403.0,57436642.0,66306672.0,23929313.0,28535731.0,64261254.0,79025332.0,46484890.0,55993647.0,17776364.0,23031685.0,79.0,83.3,80.9,84.4,74.3,80.7,7299.0,8840.0,51078.0,61192.0,58377.0,70032.0,64666236.0,79486601.0,2710384.0,3242047.0,1035202,1146639,1040348,1136895,405865664.0,544670167.0,777821.0,846422.0,245467.0,271340.0,2340.2,2025.6,43.0,47.7,104.0,225644.0,265234.0,124.8,0.6,125.9,-0.9,125.1,0.1,106.17186771,130.70245574,1.48,1.347,1.2628,0.8195,1.4891,1.1686,1.0749,1.213,1.0813,0.966,1.3891
SATD201703,03/01/2017,96763000.0,95018468.0,68737057.0,66400892.0,28025943.0,28617576.0,80838984.0,78593971.0,58791439.0,55675246.0,22047545.0,22918725.0,83.5,82.7,85.5,83.8,78.7,80.1,8999.0,8705.0,63963.0,60875.0,72962.0,69579.0,81311996.0,79655684.0,3435973.0,3295383.0,1126912,1126675,1123340,1129244,530748447.0,550116644.0,886230.0,839219.0,274785.0,271104.0,2523.3,2250.4,47.7,48.2,103.0,268343.0,265123.0,125.2,0.3,125.8,-0.1,125.2,0.1,106.8782576,130.63135351,1.49,1.3499,1.2836,0.8053,1.4791,1.1802,1.0658,1.2119,1.2013,0.9759,1.3749
SATD20104,04/01/2017,94777063.0,95730291.0,66075380.0,66730352.0,28701683.0,28999938.0,79494360.0,80401050.0,56302476.0,56454013.0,23191884.0,23947037.0,83.9,84.0,85.2,84.6,80.8,82.6,9163.0,9196.0,61099.0,61722.0,70262.0,70918.0,79935852.0,80828925.0,3249956.0,3310143.0,1089556,1111035,1103713,1140801,561148298.0,576328062.0,834677.0,839129.0,279556.0,280467.0,1932.0,2201.6,44.1,43.9,104.4,272864.0,270670.0,125.5,0.2,127.2,1.1,125.9,0.6,107.9375188,129.75099943,1.48,1.3697,1.2894,0.7941,1.4942,1.2365,1.0657,1.2538,1.1753,0.8885,1.3933
SATD201705,05/01/2017,99451590.0,95912551.0,68835215.0,66880757.0,30616375.0,29031794.0,83542041.0,79991220.0,59016291.0,56553844.0,24525750.0,23437376.0,84.0,83.4,85.7,84.6,80.1,80.7,9236.0,9037.0,64443.0,61388.0,73679.0,70425.0,83939006.0,80515378.0,3395667.0,3361536.0,1134834,1124730,1171410,1146914,574606036.0,554651861.0,875749.0,839257.0,290050.0,281123.0,1892.0,2289.7,42.6,40.5,104.7,281264.0,266153.0,126.1,0.5,126.7,-0.4,126.1,0.2,108.02867632,131.00142776,1.49,1.3644,1.3094,0.8039,1.5022,1.19,1.0658,1.2567,1.2223,0.8206,1.3979
SATD201706,06/01/2017,103710325.0,96745151.0,71663412.0,67587865.0,32046913.0,29157286.0,89667877.0,79940023.0,62468978.0,56575371.0,27198899.0,23364653.0,86.5,82.6,87.2,83.7,84.9,80.1,10262.0,8989.0,66746.0,60943.0,77008.0,69933.0,90130486.0,80448243.0,3442624.0,3432180.0,1129103,1137351,1156506,1150436,636313142.0,560593616.0,842737.0,830997.0,278060.0,278174.0,1910.4,2300.5,44.7,44.4,103.6,280290.0,266376.0,126.2,0.1,126.3,-0.3,126.1,0.0,108.21832712,130.50856653,1.49,1.3633,1.3369,0.8129,1.5068,1.2027,1.0553,1.2435,1.2281,0.8986,1.3833
SATD201707,07/01/2017,108632534.0,97523366.0,74806757.0,68391488.0,33825777.0,29131878.0,94106754.0,80862765.0,65035238.0,57347353.0,29071516.0,23515412.0,86.6,82.9,86.9,83.9,85.9,80.7,11242.0,9094.0,68575.0,62286.0,79817.0,71381.0,94641128.0,81205431.0,3451415.0,3465103.0,1129179,1102197,1153881,1143858,667515087.0,554023834.0,790814.0,833178.0,284041.0,279353.0,2141.6,2315.4,45.7,45.8,107.3,288566.0,269548.0,128.7,2.0,127.2,0.7,128.0,1.5,108.03169693,130.54997144,1.5,1.3761,1.3497,0.7878,1.4982,1.1886,1.0581,1.2488,1.236,0.9273,1.4322
SATD201708,08/01/2071,105782526.0,97213688.0,73231170.0,68240728.0,32551356.0,28972961.0,90444528.0,80907858.0,62520313.0,57381852.0,27924215.0,23526006.0,85.5,83.2,85.4,84.1,85.8,81.2,10437.0,9112.0,66665.0,61891.0,77102.0,71003.0,90980861.0,81296896.0,3534006.0,3519457.0,1184965,1104187,1216328,1152697,628885839.0,549083958.0,837928.0,824495.0,281100.0,276203.0,2093.8,2276.2,47.0,44.7,108.3,282558.0,267211.0,129.2,0.4,127.0,-0.2,128.2,0.2,107.54192752,132.17475728,1.5,1.3777,1.3709,0.7892,1.5098,1.178,1.0471,1.2347,1.2151,0.9055,1.4463
SATD201709,09/01/2017,91409247.0,94865396.0,63120361.0,66371761.0,28288886.0,28493635.0,74645832.0,79312842.0,51871588.0,56189480.0,22774244.0,23123362.0,81.7,83.6,82.2,84.7,80.5,81.2,7773.0,8684.0,57145.0,60128.0,64918.0,68812.0,75092290.0,79742068.0,3514537.0,3520466.0,1113057,1100932,1139093,1125194,511006011.0,529569941.0,844867.0,828270.0,260591.0,266813.0,1920.5,2289.8,44.0,44.0,109.0,265212.0,266506.0,129.2,0.0,125.4,-1.3,127.6,-0.5,107.64452018,132.96516276,1.46,1.3513,1.3713,0.7869,1.4738,1.1362,1.0519,1.1927,1.2223,0.8915,1.4547
SATD201710,10/01/2017,96446815.0,97330157.0,68007445.0,68222449.0,28439370.0,29107708.0,80629312.0,81810081.0,58257903.0,58431652.0,22371409.0,23378428.0,83.6,84.1,85.7,85.6,78.7,80.3,8079.0,8996.0,64625.0,63026.0,72704.0,72022.0,81168039.0,81896267.0,3725503.0,3497308.0,1173743,1120154,1233353,1163753,544835510.0,553153344.0,910849.0,833001.0,290875.0,287221.0,2031.5,2324.9,45.7,42.1,109.4,278888.0,268718.0,130.3,0.9,128.0,2.1,129.3,1.3,109.00077151,134.37235865,1.46,1.3878,1.3623,0.8006,1.5243,1.1868,1.0579,1.284,1.2411,0.8512,1.4602
SAT2D01711,11/01/2071,90290523.0,97107612.0,65149170.0,68197796.0,25141353.0,28909816.0,75655182.0,81858311.0,55883967.0,58312628.0,19771215.0,23545684.0,83.8,84.3,85.8,85.5,78.6,81.4,7719.0,9008.0,61911.0,63682.0,69630.0,72690.0,76124199.0,82231477.0,3845508.0,3652649.0,1106644,1122546,1143806,1164518,552222667.0,549292744.0,831770.0,835694.0,293896.0,297987.0,2357.3,2308.9,46.6,46.4,110.2,258159.0,268212.0,132.2,1.5,128.5,0.4,130.6,1.0,109.20131806,136.54797259,1.45,1.3935,1.4228,0.8023,1.5253,1.1785,1.0613,1.3321,1.2326,0.9391,1.4712
SATD201712,12/01/2017,96283221.0,97562071.0,68235415.0,68640699.0,28047806.0,28921372.0,79629124.0,81830534.0,56980320.0,58349739.0,22648804.0,23480795.0,82.7,83.9,83.5,85.0,80.8,81.2,8955.0,9067.0,61374.0,63456.0,70329.0,72523.0,80037671.0,82410670.0,3809832.0,3589414.0,1102229,1126204,1155490,1177856,558435738.0,544790081.0,773762.0,826747.0,300128.0,293066.0,3086.0,2441.8,43.9,45.2,112.1,267958.0,272319.0,133.8,1.2,128.3,-0.2,131.5,0.7,109.37586584,136.53169617,1.44,1.3965,1.3981,0.8049,1.5427,1.1688,1.0499,1.3101,1.3035,0.9156,1.4963
SATD201801,01/01/2018,93056109.0,98333251.0,65566520.0,69165706.0,27489589.0,29167545.0,73352756.0,82509504.0,51716869.0,58740110.0,21635887.0,23769394.0,78.8,83.9,78.9,84.9,78.7,81.5,8598.0,9058.0,55830.0,63834.0,64428.0,72891.0,73795634.0,82770150.0,3401406.0,3602655.0,1074022,1092528,1159338,1176752,438710211.0,541021454.0,788672.0,823999.0,291804.0,287896.0,3340.9,2502.6,45.0,47.1,109.1,244736.0,268361.0,131.7,-1.6,128.5,0.2,130.4,-0.8,109.32969375,137.60850942,1.45,1.4026,1.4033,0.7809,1.5413,1.1607,1.0465,1.287,1.3359,0.9532,1.4562
SATD201802,02/01/2018,85156278.0,99292017.0,60464271.0,69788595.0,24692007.0,29503422.0,68213441.0,84029569.0,49452398.0,59567077.0,18761043.0,24462492.0,80.1,84.6,81.8,85.4,76.0,82.9,7637.0,9282.0,54078.0,64896.0,61715.0,74178.0,68674043.0,84036837.0,3085190.0,3717417.0,1028163,1137719,1105421,1204374,397611189.0,539847476.0,766031.0,835208.0,264816.0,291712.0,2710.7,2344.0,43.9,48.7,111.7,227759.0,267857.0,134.1,1.8,130.4,1.5,132.5,1.6,109.71999897,138.20074243,1.45,1.4241,1.448,0.8132,1.5775,1.1582,1.0607,1.304,1.2513,0.986,1.4916
SATD201803,03/01/2018,100683549.0,98955173.0,71674603.0,69293256.0,29008946.0,29661918.0,85599897.0,82899008.0,61707206.0,58297433.0,23892691.0,24601574.0,85.0,83.8,86.1,84.1,82.4,82.9,9647.0,9181.0,66643.0,63785.0,76290.0,72967.0,86103037.0,84183228.0,3751133.0,3687790.0,1164406,1163411,1201985,1215002,507584752.0,511560822.0,841125.0,810833.0,291322.0,288504.0,2796.7,2512.9,49.8,50.3,112.2,270705.0,268556.0,135.6,1.1,129.4,-0.8,133.1,0.5,110.33674164,138.6921759,1.45,1.4266,1.4365,0.8315,1.5914,1.0975,1.0297,1.2897,1.3414,1.0178,1.4976
SsATD201804,04/01/2018,99520372.0,100582337.0,70357641.0,70927802.0,29162731.0,29654535.0,82536712.0,84195858.0,59340837.0,59786689.0,23195875.0,24409170.0,82.9,83.7,84.3,84.3,79.5,82.3,9074.0,9191.0,64557.0,64892.0,73631.0,74083.0,83009406.0,84052391.0,3551100.0,3539835.0,1126657,1142153,1179073,1209222,502623911.0,540940198.0,829115.0,815854.0,283594.0,285065.0,2350.5,2686.6,52.5,51.9,111.5,275127.0,273320.0,135.5,-0.1,129.6,0.2,133.1,0.0,111.58328031,138.66105083,1.45,1.4244,1.3788,0.8163,1.5838,1.1606,1.0361,1.2743,1.4341,1.0508,1.4885
SATD201805,05/01/2018,104550878.0,100835937.0,73310982.0,71204583.0,31239896.0,29631354.0,88019738.0,83663407.0,62580573.0,59461161.0,25439165.0,24202246.0,84.2,83.0,85.4,83.5,81.4,81.7,9452.0,9177.0,67844.0,64437.0,77296.0,73615.0,88525173.0,84531712.0,3754233.0,3700918.0,1171733,1155426,1244509,1223835,556052014.0,535534715.0,857964.0,822206.0,298650.0,289569.0,2055.0,2491.7,54.2,51.9,113.0,283713.0,267556.0,136.3,0.6,130.4,0.6,133.9,0.6,110.54710516,140.33752142,1.44,1.4325,1.4416,0.8258,1.6029,1.149,1.0442,1.2945,1.3301,1.051,1.508
SATD201806,06/01/2018,107912286.0,101094301.0,75323764.0,71520451.0,32588522.0,29573850.0,94375329.0,84254931.0,66095834.0,60166620.0,28279495.0,24088311.0,87.5,83.3,87.7,84.1,86.8,81.5,10606.0,9265.0,70278.0,64683.0,80884.0,73948.0,94917275.0,85081443.0,3700670.0,3696859.0,1152587,1161131,1233577,1225089,600475156.0,527156885.0,822283.0,826387.0,290939.0,290547.0,2063.1,2478.4,53.8,53.1,113.9,282648.0,269325.0,137.2,0.7,131.1,0.5,134.7,0.6,111.38564648,141.13877784,1.45,1.4418,1.44,0.8299,1.6046,1.131,1.0495,1.2988,1.323,1.0753,1.5211
SATD201807,07/01/2018,112677219.0,101178734.0,78406996.0,71559661.0,34270223.0,29619073.0,98883723.0,84511231.0,69091770.0,60513809.0,29791953.0,23997422.0,87.8,83.5,88.1,84.6,86.9,81.0,11421.0,9308.0,72540.0,64748.0,83961.0,74056.0,99373376.0,85194085.0,3653015.0,3637364.0,1168482,1146756,1232880,1221695,655798387.0,539428613.0,797080.0,819599.0,290901.0,286318.0,2350.7,2520.9,49.8,50.1,113.4,290989.0,270452.0,136.2,-0.7,131.0,-0.1,134.0,-0.5,111.61003423,140.80525414,1.45,1.4437,1.4168,0.8196,1.6001,1.1573,1.0409,1.2799,1.3457,1.0146,1.5143
SAfTD201808,08/01/2018,110046265.0,101303301.0,76722877.0,71575249.0,33323388.0,29728052.0,94835592.0,84523692.0,66132066.0,60549541.0,28703526.0,23974151.0,86.2,83.4,86.2,84.6,86.1,80.6,10649.0,9271.0,70339.0,64327.0,80988.0,73598.0,95268669.0,85179151.0,3670746.0,3641591.0,1226049,1148159,1276948,1210011,622165201.0,537654224.0,833069.0,818601.0,296027.0,290965.0,2313.8,2501.4,52.0,50.1,114.1,284989.0,267900.0,136.6,0.3,130.9,-0.1,134.3,0.2,112.38827135,141.86950314,1.46,1.4435,1.4185,0.8206,1.5848,1.1535,1.0396,1.3007,1.3353,1.0146,1.5232
SATD201809,90/01/2018,98096193.0,101698014.0,68530530.0,72040167.0,29565663.0,29657847.0,79102243.0,84736569.0,55431382.0,60550251.0,23670861.0,24186317.0,80.6,83.3,80.9,84.1,80.1,81.6,8233.0,9234.0,60469.0,64842.0,68702.0,74077.0,79470511.0,84797743.0,3699181.0,3730900.0,1145301,1139511,1209202,1202921,495908489.0,515339795.0,816289.0,819714.0,305793.0,314164.0,2156.1,2568.0,50.3,51.1,115.2,267434.0,269877.0,138.6,1.5,130.5,-0.3,135.4,0.8,112.37349197,142.47401485,1.47,1.437,1.4533,0.8145,1.5756,1.1056,1.041,1.4044,1.3708,1.0344,1.5379
SATD201810,10/012018,101209471.0,101887520.0,72044942.0,72048829.0,29164529.0,29838691.0,84374600.0,85955493.0,61011632.0,61404498.0,23362968.0,24550995.0,83.4,84.4,84.7,85.2,80.1,82.3,8424.0,9459.0,67082.0,65183.0,75506.0,74642.0,84871382.0,86020467.0,3947441.0,3692029.0,1183163,1136233,1279057,1205780,541695863.0,542206485.0,921343.0,830061.0,313644.0,310488.0,2285.9,2599.0,56.2,52.6,116.1,281382.0,270155.0,139.4,0.6,132.3,1.4,136.6,0.9,112.24522416,142.53483724,1.46,1.4577,1.4381,0.8121,1.5793,1.1633,1.0542,1.388,1.3874,1.0642,1.5502
SAT2D01811,11/01/2018,94867555.0,101551678.0,69098159.0,72065594.0,25769396.0,29486084.0,79461417.0,85354490.0,58779362.0,60791565.0,20682055.0,24562926.0,83.8,84.1,85.1,84.4,80.3,83.3,8079.0,9339.0,64660.0,65773.0,72739.0,75112.0,79928484.0,85665355.0,3813572.0,3624411.0,1109139,1126108,1183104,1199540,561549866.0,550878557.0,812423.0,811818.0,314398.0,316963.0,2715.9,2639.9,50.2,50.0,117.1,260473.0,269052.0,139.7,0.2,131.1,-0.9,136.4,-0.1,112.15104604,140.48343804,1.45,1.4517,1.4118,0.8049,1.5711,1.1819,1.031,1.4169,1.4092,1.013,1.5634
SATD201812,12/01/2018,100428417.0,101429888.0,71865620.0,72211966.0,28562797.0,29217923.0,82764474.0,85728616.0,59477976.0,61522828.0,23286498.0,24205788.0,82.4,84.5,82.8,85.2,81.5,82.8,9238.0,9350.0,63646.0,66977.0,72884.0,76327.0,83062296.0,85843024.0,3841788.0,3633310.0,1124343,1144935,1199347,1219586,551882741.0,544519045.0,763255.0,819824.0,326224.0,317360.0,2999.5,2385.2,50.2,51.3,115.2,270370.0,277525.0,137.7,-1.4,131.7,0.5,135.3,-0.8,112.05255276,139.09822958,1.49,1.4547,1.4152,0.8183,1.5974,1.1682,1.0412,1.4187,1.2733,1.0381,1.5381
SAD201901,01/0y1/2019,96987157.0,102338496.0,68754681.0,72477167.0,28232476.0,29861329.0,76935981.0,86565367.0,54357953.0,61679694.0,22578028.0,24885673.0,79.3,84.6,79.1,85.1,80.0,83.3,8984.0,9473.0,58034.0,66957.0,67018.0,76429.0,77340229.0,86399666.0,3500821.0,3702782.0,1106095,1122100,1181896,1200930,443790117.0,548236303.0,773669.0,807824.0,326965.0,322015.0,3424.3,2582.4,48.2,50.0,115.7,248927.0,273421.0,138.8,0.8,131.8,0.1,136.0,0.5,111.40463314,138.47344375,1.49,1.4641,1.4423,0.802,1.5729,1.1762,1.0259,1.4395,1.3785,1.0119,1.5441
SATD201902,02/01/2019,87915449.0,102683316.0,62805313.0,72585521.0,25110136.0,30097795.0,70762598.0,87383437.0,51406118.0,61915954.0,19356480.0,25467483.0,80.5,85.1,81.8,85.3,77.1,84.6,7898.0,9655.0,55679.0,67070.0,63577.0,76724.0,71123685.0,86963373.0,3016466.0,3659135.0,997818,1105164,1088287,1183907,400576951.0,546158634.0,740735.0,811180.0,293373.0,321606.0,3019.1,2601.2,39.5,44.6,115.9,231791.0,272141.0,137.9,-0.6,132.5,0.5,135.7,-0.2,110.91626615,139.14591662,1.49,1.4737,1.4253,0.7899,1.5507,1.1717,1.0302,1.4377,1.3886,0.9028,1.5478
SATD201903,03/01/2019,105309484.0,103567093.0,75651237.0,73124473.0,29658247.0,30442620.0,90028517.0,87843836.0,65407751.0,62125804.0,24620766.0,25718032.0,85.5,84.8,86.5,85.0,83.0,84.5,9977.0,9617.0,70233.0,67606.0,80210.0,77223.0,90478107.0,89201993.0,3782254.0,3676192.0,1064444,1059607,1182130,1183619,517020057.0,551325913.0,832480.0,818297.0,328368.0,326233.0,2927.8,2665.1,46.0,46.2,115.9,272379.0,270920.0,138.1,0.1,135.3,2.1,136.9,0.9,111.00720792,138.70816676,1.48,1.5116,1.4319,0.7573,1.5503,1.1828,1.0392,1.4584,1.4227,0.935,1.5479
SATD201904,04/01/2019,101856842.0,103317397.0,72335257.0,73044422.0,29521585.0,30272975.0,86209795.0,87496069.0,61953259.0,62059878.0,24256536.0,25436192.0,84.6,84.7,85.6,85.0,82.2,84.0,9489.0,9575.0,66938.0,66797.0,76427.0,76372.0,86684142.0,87180307.0,3618255.0,3644892.0,1120790,1129321,1133354,1166366,532041046.0,549666985.0,853038.0,821516.0,317497.0,319641.0,2212.4,2527.7,51.0,50.0,116.7,273413.0,271928.0,138.9,0.6,133.2,-1.6,136.6,-0.2,110.44904339,137.85665334,1.48,1.4774,1.4198,0.8072,1.5277,1.1793,1.0433,1.4289,1.3493,1.0111,1.5586
