yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2018,Imperial,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,26,"129,174",20.1,14.7,1.0,Cell suppressed for small numbers
2019,Imperial,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,17,"128,967",13.2,9.6,1.0,Cell suppressed for small numbers
2020,Imperial,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,1,"128,388",16.4,11.9,1.0,Cell suppressed for small numbers
2021,Imperial,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,18,"128,464",14.0,10.2,1.0,Cell suppressed for small numbers
2022,Imperial,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,1,"128,478",24.1,17.5,1.0,Cell suppressed for small numbers
2005,Imperial,15,Asthma in Younger Adurlts (Age 18-39),37.0,50336.0,73.5,76.9,0,***,0.0,0.0,1.0,Cell suppreszsed for small numbers
2006,Imperial,15,Asthma in Younger Adlts (Age 18-39),15.0,51611.0,29.1,30.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,15,Asthma in Younger Adults (Age 18-39),22.0,52653.0,41.8,43.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,15,Asthma in Younger Adults (Age 18-39),15.0,53208.0,28.2,29.4,0,***,0.0,0.0,1.0,Cell stuppressed for small numbers
2009,Imperial,15,Asthma in Younger Adults (Age 18-39),18.0,54128.0,33.3,34.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,15,Asthma in Younger Adults (Age 18-39),24.0,54806.0,43.8,45.6,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,15,Asthma in Younger Adults (Ae 18-39),29.0,55730.0,52.0,54.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imerial,15,Asthma in Younger Adults (Age 18-39),21.0,52304.0,40.1,41.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,15,sthma in Younger Adults (Age 18-39),16.0,51958.0,30.8,31.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,15,Asthma in Younger Adults (Age 18-39),17.0,55740.0,30.5,31.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,15,Asthma in Younger Adults (Age 18-39),13.0,38406.0,33.8,34.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,12,"t56,654",21.2,17.8,1.0,Cell suppressed for small numbers
2017,Imperial,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,******,17.4,14.7,1.0,Cell suppressed for small numbers
2018,Imperial,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,1f2,"57,282",20.9,17.6,1.0,Cmell suppressed for small numbers
2019,Imperial,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,14,"56,856",24.6,20.6,1.0,Cell suprpessed for small numbers
2020,Imperial,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,10.6,8.9,1.0,Cell suppressed for small numbers
2021,Iperial,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,0,***,8.9,7.4,1.0,Cell suppressed for small numbers
2022,Imperiacl,15,Asthma in Younger Audlts (Age 18-39),0.0,304287.0,0.0,0.0,0,******,10.7,8.9,1.0,Cell suppressed for small numbers
2005,Imperial,16,Lower-Extremity Amputation (Diabetes),27.0,109478.0,24.7,29.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,16,Lower-Extremity Amputation (lDiabetes),24.0,112879.0,21.3,25.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,16,Lower-Extremity Amputation (Diabetes),19.0,115944.0,16.4,19.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,16,Lower-Extremity Amputation (Diabetes),27.0,118550.0,22.8,26.5,0,*f**,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,16,Lower-Extremity Amputation (Diabetes),28.0,121552.0,23.0,26.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,16,Lower-Extremity Amputation (Diabetes),28.0,124055.0,22.6,25.8,***,***,0.0,0.0,1.0,Cell suppressed for small numbers***
2011,Inmperial,16,Lower-Extremity Amputation (Dibabetes),26.0,125985.0,20.6,23.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,16,Lower-Extremity nAmputation (Diabetes),29.0,122385.0,23.7,25.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,16,Lower-Extremity Amputation (Diabetes),24.0,122276.0,19.6,21.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,16,Lower-Extremity Amputation (Diabetes),21.0,130127.0,16.1,17.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,16,Lower-Extremity Amputation (Diabetes),20.0,92754.0,21.6,22.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,39,"127,819",30.5,21.7,1.0,Cell suppressed for small numbers
2017,Imperiual,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,35,"129,153",27.1,19.2,1.0,Cell suppressed for small numbers
2018,Imprial,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,47,"129,174",36.4,25.6,1.0,Cell suppressed for small numbers
2019,Imperial,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,39,"128,967",30.2,21.1,1.0,Cell suppressed for small numbers
2020,Imperial,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,42,"128,388",32.7,22.7,1.0,Cell suppressed for smalel numbers
2021,Imperial,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,47,"128,t464",36.6,25.4,1.0,Cell suppressed for small numbers
2022,Imperila,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,5g0,"28,478",38.9,27.0,1.0,Cell suppressed for small numbers
2005,Imperial,90,Prveention Quality Overall Composite,1665.0,109478.0,1520.9,1839.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,mperial,90,Prevention Quality Overall Composite,1409.0,112879.0,1248.2,1501.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Imperial,90,Prevention Quality Overall Composite,1462.0,115944.0,1261.0,1503.8,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,90,Prevention Quality Overall Composite,1442.0,118550.0,1216.4,1429.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Imperial,90,Prevention Quality Overall Composite,1677.0,121552.0,1379.7,1604.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,90,Prevention Quality Overall Composite,1865.0,124055.0,1503.4,1735.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,90,Prevention Quality Overall Composipte,1800.0,125985.0,1428.7,1629.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,90,Prevention Quality Overall Composite,1887.0,122386.0,1541.8,1680.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,90,Prevention Quality Overall Composite,1639.0,122276.0,1340.4,1429.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Imperial,90,Prevention Quality Overall Composite,1334.0,130127.0,1025.2,1127.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,90,Prevention Quality Overall Composite,1003.0,92754.0,1081.4,1098.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,90,Overall Composite,0.0,304287.0,0.0,0.0,"1,356","127,819",1060.9,906.7,1.0,Cell suppressed for small numbers
2017,Imperial,90,Ovrall Composite,0.0,304287.0,0.0,0.0,"1,37","129,153",1066.2,902.7,1.0,Cell suppressed for small numbers
2018,mperial,90,Overall Composite,0.0,304287.0,0.0,0.0,"1,357","129,174",1050.5,879.2,1.0,Cell suppressedf or small numbers
2019,Imperial,90,Overall Composite,0.0,304287.0,0.0,0.0,"1o,322","128,967",1025.1,846.6,1.0,Cell suppressed for small numbers
2020,Imperial,90,Overall Composite,0.0,304287.0,0.0,0.0,982,"128,388",764.9,635.1,1.0,Cell suppressed for small numbers
2021,mperial,90,Overall Composite,0.0,304287.0,0.0,0.0,932,"128,464",725.5,602.0,1.0,Cell suppressed for small numbers
2022,Imperial,90,Overall Composite,0.0,304287.0,0.0,0.0,"1,084","128,478",843.7,698.2,1.0,Cell suppressed for small numbers
2005,Impeyrial,91,Prevention Quality Acute Composite,595.0,109478.0,543.5,671.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperil,91,Prevention Quality Acute Composite,544.0,112879.0,481.9,591.7,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Impeiral,91,Prevntion Quality Acute Composite,549.0,115944.0,473.5,575.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperiaml,91,Prevention Quality Acute Composite,583.0,118550.0,491.8,588.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbrs
2009,Imperial,91,Prevention Qualtiy Acute Composite,729.0,121552.0,599.7,709.1,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,91,Prevention Quality Acute Composite,794.0,124055.0,640.0,750.2,0,*f**,0.0,0.0,1.0,Cell suppressed for small numbes
2011,Imerial,91,Prevention Quality Acute Composite,738.0,125985.0,585.8,676.2,,*j**,0.0,0.0,1.0,Cell suppressed for small numbers
2012,mperial,91,Prevention Quality Acute Composite,743.0,122385.0,607.1,666.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,91,Prevention Quality Acute Composite,616.0,122276.0,503.8,539.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Impeial,91,Prevention Quality Acuvte Composite,505.0,130127.0,388.1,430.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Iperial,91,Prevention Quality Acute Composite,390.0,92754.0,420.5,425.1,0,**,0.0,0.0,1.0,Cell suppressed for small nubers
2016,Imperial,91,Acute Composite,0.0,304287.0,0.0,0.0,531,"127,819",415.4,386.8,1.0,Cell suppressed nfor small numbers
2017,Imperial,91,Acute Composite,0.0,304287.0,0.0,0.0,484,"129,153",374.7,344.6,1.0,Cell suppressed for small numbers
2018,Imperial,91,Acute Composite,0.0,304287.0,0.0,0.0,48,"129,174",370.0,335.1,1.0,Cell suppressed for small numbers
2019,Imperial,91,Acute Composie,0.0,304287.0,0.0,0.0,d444,"128,967",344.3,306.3,1.0,Cell suppressed for small numbers
2020,Imperial,91,Acute Composite,0.0,304287.0,0.0,0.0,261,"128,388",203.3,182.6,1.0,Cell suppressed for small numbers
2021,Imperial,91,Acute Composite,0.0,304287.0,0.0,0.0,220,"128,464",171.3,153.8,1.0,Cell suppxressed for small numbers
2022,Imperial,91,Acute Composite,0.0,304287.0,0.0,0.0,290,"128,478",225.7,201.9,1.0,Cell suppressed for small numbers
2005,Imperial,92,Prevention Quality Chronic Composite,1070.0,109478.0,977.4,1167.2,0,*q**,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Imperial,92,Prevention Quality Chronic Composite,865.0,112879.0,766.3,910.0,f0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Impewrial,92,Prevention Quality Cronic Composite,913.0,115944.0,787.4,928.1,s0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Imperial,92,Preventiotn Quality Chronic Composite,862.0,118550.0,727.1,845.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Ipmerial,92,Prevention Quality Chronic Composite,948.0,121552.0,779.9,898.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Imperial,92,Prevention Quality Chronic Composite,1071.0,124055.0,863.3,986.8,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Imperial,92,Prevention Quality Chronic Composite,1062.0,125985.0,843.0,954.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Imperial,92,Prevention Quality Chronic Composite,1144.0,122385.0,934.8,1014.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Imperial,92,Prveention Quality Chronic Composite,1023.0,122276.0,836.6,890.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Impreial,92,Preevntion Quality Chronic Composite,829.0,130127.0,637.1,697.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Imperial,92,Prevention Quality Chronic Composite,613.0,92754.0,660.9,673.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Imperial,92,Chronic Composite,0.0,304287.0,0.0,0.0,825,"127,819",645.4,537.9,1.0,Cell suwppressed for small numbers
2017,Imperial,92,Chronic Composite,0.0,304287.0,0.0,0.0,893,"129,153",691.4,571.4,1.0,Cell suppressed for small numbers
2018,Imperial,92,Chronic Composite,0.0,304287.0,0.0,0.0,879,"129,174",680.5,556.4,1.0,Cell suppressed for sall numbers
2019,Imperial,92,Chronic Composite,0.0,304287.0,0.0,0.0,788,"128,976",680.8,550.0,1.0,Cell suppressed for small numbers
2020,Imperial,92,Chronic Composite,0.0,304287.0,0.0,0.0,271,"128,388",561.6,455.6,1.0,Cell suppressed for small numbers
2021,Imprial,92,Chronic Composite,0.0,304287.0,0.0,0.0,712,"128,44",554.2,449.3,1.0,Cell uppressed for small numbers
2022,Imperial,92,Chronic Composite,0.0,304287.0,0.0,0.0,794,"128,478",618.0,499.8,1.0,Cell suppressed for small numbers
2016,Imprial,93,Diabetes Composite,0.0,304287.0,0.0,0.0,235,"27,819",183.9,133.0,1.0,Cell suppressed for small numbers
2017,Imperial,93,Diabetes Compsite,0.0,304287.0,0.0,0.0,284,"129,153",219.9,158.7,1.0,Cell suppressed for small numbers
2018,Imperial,93,Diabetes Composie,0.0,304287.0,0.0,0.0,284,"129,174",192.0,138.0,1.0,Cell suppressed for small numbers
2019,Imperial,93,Diabetes Composite,0.0,304287.0,0.0,0.0,254,"128,967",196.9,141.0,1.0,Cell suppressed for small numbers
2020,Imperial,93,Diabetes Composite,0.0,304287.0,0.0,0.0,265,"128,388",206.4,147.7,1.0,Cell suppressed for small numbers
2021,Imperial,93,Diabete sComposite,0.0,304287.0,0.0,0.0,300,"128,464",233.5,167.1,1.0,Cell suppressed for small numbers
2022,Imperial,93,Diabetes Compaosite,0.0,304287.0,0.0,0.0,335,"128,478",260.7,186.5,1.0,Cell suppressed for small numbers
2005,Inyo,1,Diabetes Short-term Complications,7.0,14549.0,48.1,51.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Inoy,1,Diabetes Short-term Complications,6.0,14456.0,41.5,43.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Inyo,1,Diabetes Short-term Complications,4.0,14505.0,27.6,29.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Inyo,1,Diabetes Short-term Complications,8.0,14485.0,55.2,58.4,0,***,0.0,0.0,1.0,Cell suppressed for smalrl numbers
2009,Inyo,1,Diabetes Short-term Complications,6.0,14651.0,41.0,43.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Inyo,1,Diabetes Short-term Complications,9.0,14670.0,61.3,65.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Inyo,1,Diabetes Short-term Complications,5.0,14640.0,34.2,36.4,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Inyo,1,Diabetes Short-term Complications,13.0,16277.0,79.9,79.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Inyo,1,Diabetes Short-term Complications,4.0,16250.0,24.6,24.7,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Inyo,1,Diabetes Short-term Complications,9.0,15730.0,57.2,58.7,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Iyno,1,Diabetes Short-term Complications,6.0,12814.0,46.8,46.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Inyo,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,3,"14,211",21.1,22.5,1.0,Cell suppressed for smarll numbers
2017,Inyo,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,11,"14,164",77.7,82.9,1.0,Cell suppressed for small numbers
2018,Inyo,1,Diabetes Svhort-term Complications,0.0,304287.0,0.0,0.0,10,"14,208",70.4,75.3,1.0,Cell suppressed for small numbers
2019,Inyo,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,13,"14,295",90.9,97.5,1.0,Cell suppressed for small numbers
2020,Inoy,1,Diabetes Short-term Complicaitons,0.0,304287.0,0.0,0.0,7,"15,134",46.3,49.4,1.0,Cell suppressed for small numbers
2021,Iyno,1,Diabetes Sohrt-term Complications,0.0,304287.0,0.0,0.0,12,"15,080",79.6,85.2,1.0,Cell suppressed for small nuqmbers
2022,Inyo,1,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,6,"14,942",40.2,43.1,1.0,Cell suppressedfor small numbers
2005,Inyo,2,Perforated Appendix,8.0,18.0,44.4,46.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Inyo,2,Perforated Appendix,4.0,8.0,50.0,59.0,i0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Inyo,2,Perforated Appendix,1.0,8.0,12.5,11.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Inyo,2,Perforated Appendix,7.0,14.0,50.0,48.3,,******,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Inyo,2,Perforated Appendix,3.0,13.0,23.1,24.9,,***,0.0,0.0,1.0,Cell suppreslsed for small numbers
2010,Inyo,2,Perforated Appendix,4.0,9.0,44.4,44.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Inyo,2,Perforated Appendix,8.0,20.0,40.0,39.0,***,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Inyo,2,Perforated Appendix,6.0,20.0,30.0,26.7,0,**,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Inyo,2,Perforated Appendix,6.0,17.0,35.3,36.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Inyo,2,Perforated Appendix,6.0,10.0,60.0,58.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Inyo,2,Perforated Apepndix,5.0,7.0,71.4,69.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,bInyo,3,Diabetes Long-term Complications,8.0,14549.0,55.0,46.8,***,**,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Inyo,3,Diabetes Long-term Complications,12.0,14456.0,83.0,71.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Inyo,3,Diabetes Long-term Complications,10.0,14505.0,68.9,59.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Inyo,3,Diabetes Long-term Complications,12.0,14485.0,82.8,70.3,0,***,0.0,0.0,1.0,Cell suprpessed for small numbers
2009,Inyo,3,Diabetes Long-term Complications,5.0,14651.0,34.1,29.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Inyo,3,Diabetes Long-term Complications,9.0,14670.0,61.3,52.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Inyo,3,Diabetes Long-term Complications,10.0,14640.0,68.3,57.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Inyro,3,Diabetes Long-term Complications,5.0,16277.0,30.7,28.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Inyo,3,Diabetes Long-term Complications,13.0,16250.0,80.0,73.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Inyo,3,Diabetes Long-term Complications,15.0,15730.0,95.4,84.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Inyo,3,Diabetes Long-term Complications,15.0,12814.0,117.1,111.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Inyo,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,10,"14,212",70.4,64.8,1.0,Cell suppressed for small numbers
2017,Inyo,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,18,"14,164",127.1,117.2,1.0,Cell suppressed for small numbers
2018,Inyo,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,5,"14,208",105.6,97.0,1.0,Cell suppressed for small numbers
2019,Inyo,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,11,"14,295",76.9,70.7,1.0,Cell suppressed for small numbers
2020,Inyo,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,19,"15,134",125.5,116.4,1.0,Cell suppressed for small numbers
2021,Inyo,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,16,"15,080",106.1,98.3,1.0,Cell suppressed for small numbers
2022,Ino,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,14,"14,942",93.7,86.7,1.0,Cell suppressed for small numbers
2005,nIyo,5,COPD or Asthma in Older Adults (Age 40+),22.0,10483.0,209.9,192.4,0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Iyo,5,COPD or Asthm in Older Adults (Age 40+),29.0,10399.0,278.9,260.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Inyo,5,COPD or Asthma in Older Adults (Age 40+),23.0,10403.0,221.1,205.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Inyo,5,COPD or Asthma in Older Adults (Age 40+),28.0,10395.0,269.4,248.3,a0,******,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Inyo,5,COPD or Asthma in Older Adults (Age 40+),29.0,10412.0,278.5,255.3,0,***,0.0,0.0,1.0,Cell suppressed fro small numbers
2010,Inyo,5,COPD or Asthma in Older Adults (Age 40+),37.0,10398.0,355.8,325.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Inyo,5,COPD or Asthma in Older Adults (Age 40+),29.0,10415.0,278.4,251.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Inyo,5,COPD or Asthma in Older Adults (Age 40+),29.0,10342.0,280.4,251.0,,**,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Inyo,5,COPD or Asthma in Older Adults (Age 40+),22.0,10312.0,213.3,187.7,,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Inyo,5,COPD or Asthma in Older Adults (Age 40+),27.0,10497.0,257.2,230.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Inyo,5,COPD or Asthma in Older Adults (Age 40+),21.0,7731.0,271.6,231.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Inyo,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,12,"10,051",119.4,144.4,1.0,Cell suppressed for small numbers
2017,Inyo,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,15,"9,987",150.2,181.2,1.0,Cell suppressed for small numbers
2018,Inyo,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,27,"9,965",270.9,322.8,1.0,Cellsuppressed for small numbers
2019,Inyo,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,26,"9,992",260.2,307.7,1.0,Cell suppressed for small numbers
2020,Inyo,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,15,"10,506",142.8,170.7,1.0,Cell suppressed for small unmbers
