year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,notes
2013,California,SSI,Ovarian surgery,70000147,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,94.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000053,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,244.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000125,San Dimas Community Hospital,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,220000019,San Francisco General Hospital,.,.,.,.,San Francisco,75.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000041,"San Gabriel Valley Medical Center, San Gabriel",.,.,.,.,Los Angeles,121.0,0.0,NULL
2013,California,SSI,Ovarian surgery,250000101,"San Gorgonio Memorial Hospital, Banning",.,.,.,.,Riverside,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,120000411,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,188.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000135,"San Joaquin General Hospital, French Camp",.,.,.,.,San Joaquin,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,220000007,San Mateo Medical Center,.,.,.,.,San Mateo,52.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000704,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000280,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,218.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000149,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,159.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000118,"Washington Hospital, Fremont",.,.,.,.,Alamedoa,44.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000049,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,51.0,1.0,NULL
2013,California,SSI,Ovarian surgery,140001268,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,43.0,0.0,NULL
2013,California,SSI,Ovarian surgery,80000022,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,41.0,0.0,NULL
2013,California,SSI,Ovarian surgery,80000150,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diego,119.0,0.0,NULL
2013,California,SSI,Ovarian surgery,80000149,"Scripps Memorial Hospital, La Jolla",.,.,.,.,San Diego,456.0,1.0,NULL
2013,California,SSI,Ovarian surgery,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,160.0,1.0,NULL
2013,California,SSI,Ovarian surgery,220000025,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,192.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000026,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,90000021,Sharp Chula Vista Medical Center,.,.,.,.,San Diego,160.0,0.0,NULL
2013,California,SSI,Ovarian surgery,90000033,Sharp Coronado Hospital and Healthcare Center,.,.,.,.,San Diego,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,80001470,"Sharp Mary Birch for Women & Newborns, San Diego",.,.,.,.,San Diego,368.0,0.0,NULL
2013,California,SSI,Ovarian surgery,80000036,"Sharp Memorial Hospital, San Diego",.,.,.,.,San Diego,191.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000016,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000140,Sherman Oaks Hospital,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",.,.,.,.,Nevada,45.0,0.0,NULL
2013,California,SSI,Ovarian surgery,120001464,"Sierra View District Hospital, Porterville",.,.,.,.,Tulare,65.0,0.0,NULL
2013,California,SSI,Ovarian surgery,50000031,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000455,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,77.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000056,Sonoma Valley Hospital,.,.,.,.,Sonoma,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,65.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000015,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,110.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000103,St Bernardine Medical Center,.,.,.,.,San Bernardino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,230000020,"St Elizabeth Community Hospital, Red Bluff",.,.,.,.,Tehama,90.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000044,"St Helena Hospital, Clearlake",.,.,.,.,Lake,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,110000058,"St Helena Hospital, St Helena",.,.,.,***,Napa,29.0,0.0,NULL
2013,California,SSI,Ovarian surgery,50000026,"St John's Pleasant Valley Hospital, Arillo",.,.,.,.,Ventura,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,98.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000067,"St Joseph Hospital, Eureka",.,.,.,.,Humboldt,76.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,461.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000143,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,97.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000068,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,145.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,57.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000103,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,39.0,0.0,NULL
2013,California,SSI,Ovarian surgery,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,30.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000041,"St Rose Hospital, Hayward",.,.,.,.,Alameda,32.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70001357,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,319.0,1.0,NULL
2013,California,SSI,Ovarian surgery,30001661,"Stanislaus Surgical Hospital, Modesto",.,.,.,.,Stanislaus,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30000108,"Sutter Amador Hospital, Jackson",.,.,.,.,Amador,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30000109,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,30.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000049,"Sutter Coast Hospital, Crescent City",.,.,.,.,Del Norte,31.0,1.0,NULL
2013,California,SSI,Ovarian surgery,30000149,"Sutter Davis Hospital, Davis",.,.,.,.,Yolo,33.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000016,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,59.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000151,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,427.0,1.0,NULL
2013,California,SSI,Ovarian surgery,110000019,"Sutter Lakeside Hospital, Lakeport",.,.,k.,.,Lake,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,70000959,Sutter Maternity & Surgery Center of Santa Cruz,.,.,.,.,Santa Cruz,64.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000007,Sutter Medical Center of Santa Rosa,.,.,.,.,Sonoma,83.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000134,Sutter Roseville Medical Center,.,.,.,.,Placer,247.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000068,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,37.0,0.0,NULL
2013,California,SSI,Ovarian surgery,630011844,"Sutter Surgical Hospital, North Valley, Yuba City",.,.,.,.,Sutter,56.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000141,Sutter Tracy Community Hospital,.,.,.,.,San Joaquin,33.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000265,"Tahoe forest Hospital, Truckee",.,.,.,.,Nevada,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000143,"Temple Community Hospital, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000127,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,48.0,0.0,NULL
2013,California,SSI,Ovarian surgery,80000152,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,163.0,0.0,NULL
2013,California,SSI,Ovarian surgery,230000022,"Trinity Hospital, Weaverville",.,.,.,.,Trinity,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,120001467,Tulare Regional Medical Center,.,.,.,.,Tulare,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,50000037,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,220000031,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,618.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000187,"USC Verdugo Hills Hospital, Glendale",.,.,.,.,Los Angeles,27.0,0.0,NULL
2013,California,SSI,Ovarian surgery,110000070,"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,.,.,.,Mendocino,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,30000113,"University of California Davis Medical Center, Sacramento",.,.,.,.,Sacramento,330.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000071,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,204.0,0.0,NULL
2013,California,SSI,Ovarian surgery,90000154,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,San Diego,165.0,1.0,NULL
2013,California,SSI,Ovarian surgery,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,99.0,0.0,NULL
2013,California,SSI,Ovarian surgery,140000797,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,40.0,0.0,NULL
2013,California,SSI,Ovarian surgery,50000039,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,43.0,0.0,NULL
2013,California,SSI,Ovarian surgery,240000054,"Victor Valley Community Hospital, Victorville",.,.,.,.,San Bernardino,67.0,0.0,NULL
2013,California,SSI,Ovarian surgery,70000155,Watsonville Community Hospital,.,.,.,.,Santa Cruz,21.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000016,"West Anaheim Medical Center, Anaheim",.,.,.,.,Orange,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Ovarian surgery,930000028,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,117.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000074,Western Medical Center  Anaheim,.,.,.,.,Orange,35.0,0.0,NULL
2013,California,SSI,Ovarian surgery,60000073,Western Medical Center Santa Ana,.,.,.,.,Orange,48.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000191,"White Memorial Medical Center, Los Angeles",.,.,.,.,Los Angeles,79.0,0.0,NULL
2013,California,SSI,Ovarian surgery,930000151,Whittier Hospital Medical Center,.,.,.,.,Los Angeles,93.0,0.0,NULL
2013,California,SSI,Ovarian surgery,30000146,Woodland Memorial Hospital,.,.,.,.,Yolo,32.0,0.0,NULL
