license_no(long),license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code(long)
70158439,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,623 SAINT CLAIR AVE,,CLAIRTON,PA,15025-1436,2
2246433,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,CRAGO VII INC,1207 SPRING RUN RD EXT,,MOON TWP,PA,15108-9042,2
2236721,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,ELIE FLOUTY,937 BEAVER GRADE ROAD,,MOON TWP,PA,15108,2
70118010,Cig/OTP Retail,2/11/2016,Issued,2/28/2017,OM SHIVA ENTERPRISE INC,1329 BABCOCK BLVD,,PITTSBURGH,PA,15209-1628,2
70118015,Cig/OTP Retail,2/10/2016,Issued,2/28/2017,OM SHIVA ENTERPRISE INC,825 DUQUESNE BLVD,,DUQUESNE,PA,15110-1523,2
2240100,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,WINTERS BUSINESS CORPORATION,801 W MAIN ST,,CARNEGIE,PA,15106-2567,2
2245906,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,ROBINSON BEER & BEVERAGE INC,5899 REAR STEUBENVILLE PK,,MCKEES ROCKS,PA,15136,2
2247071,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,TONIC INC,971 LIBERTY AVE,,PITTSBURGH,PA,15222-3701,2
2258295,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,HOWARDS TAVERN,98 CENTER AVE,,WEST VIEW,PA,15229-1904,2
70073212,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,140 TOWNE CENTRE DR,,WEXFORD,PA,15090-5615,2
70073213,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,155 TOWNE CENTRE DR,,WEXFORD,PA,15090-5613,2
70073214,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,100 SETTLERS RIDGE CENTER DR,,PITTSBURGH,PA,15205-1421,2
2255666,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,DUNCAN MANOR BEER DIST,11566 PERRY HWY,,WEXFORD,PA,15090-8779,2
70073224,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1671 BUTLER PLANK RD,,GLENSHAW,PA,15116-1744,2
70008056,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,ECKERD CORPORATION,4770 MCKNIGHT RD STE A,,PITTSBURGH,PA,15237-3416,2
70190414,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,ECKERD CORPORATION,3730 BRIGHTON RD,,PITTSBURGH,PA,15212-1966,2
2260067,Cig/OTP Retail,12/24/2015,Issued,2/28/2017,SHADY MED INC,5020 CENTRE AVE,,PITTSBURGH,PA,15213-1808,2
2240884,Cig/OTP Retail,3/17/2016,Issued,2/28/2017,SYED ABID,253 EDGEWOOD AVE,,PITTSBURGH,PA,15218,2
2252920,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,J & D SUPERMARKETS LLC,799 CASTLE SHANNON BLVD,,PITTSBURGH,PA,15234-1601,2
70073234,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1043 S BRADDOCK AVE,,PITTSBURGH,PA,15218-1236,2
2254074,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,RAYARAJ INC,3349 LIBERTY AVENUE,,PITTSBURGH,PA,15201,1
2264305,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,OPHELIA HOLDINGS LP,103 E 22ND AVE,,MUNHALL,PA,15120-2536,1
2265653,Cig/OTP Retail,12/28/2015,Issued,2/28/2017,GLADYS GINES SHAEF INC,295 BROADWAY AVE,,MC KEES ROCKS,PA,15136-3464,2
2265777,Cig/OTP Retail,1/12/2016,Issued,2/28/2017,CHRISTINA CROFUTT,322 SEWICKLEY-OAKMONT RD,,PITTSBURGH,PA,15237,2
70073226,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,6507 UNIVERSITY BLVD,,CORAOPOLIS,PA,15108-2578,2
70073229,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,5990 UNIVERSITY BLVD STE 4,,CORAOPOLIS,PA,15108-4231,2
70073231,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1700 WILLIAM FLYNN HWY,,GLENSHAW,PA,15116-1739,2
2267016,Cig/OTP Retail,2/8/2016,Issued,2/28/2017,SHREEJI ENTERPRISE LLC,815 UNIVERSAL RD,,PITTSBURGH,PA,15235-3856,2
70190128,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,4960 ROUTE 8 STE 10,,ALLISON PARK,PA,15101-2354,2
70073178,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,4685 OLD WILLIAM PENN HWY,,MONROEVILLE,PA,15146-1835,2
70190129,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,2501 SAW MILL RUN BLVD,,PITTSBURGH,PA,15234-3110,2
70190134,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,3700 FORBES AVE,,PITTSBURGH,PA,15213-3409,2
70190135,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,410 COOKE LN,,PITTSBURGH,PA,15234-1414,2
70190274,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,4534 BROADWAY BLVD,,MONROEVILLE,PA,15146-4745,1
70190285,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,400 LINCOLN HWY,,E MCKEESPORT,PA,15035-1404,2
70190304,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,109 ALLEGHENY RIVER BLVD,,OAKMONT,PA,15139-1859,2
2250963,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,REVV INC,2311 FREEPORT RD,,NATRONA HEIGHTS,PA,15065-1650,1
70190185,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,568 CASTE VLG,,PITTSBURGH,PA,15236-1555,2
70190187,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,4411 HOWLEY ST,,PITTSBURGH,PA,15224-1509,2
70190189,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,2501 BANKSVILLE RD,,PITTSBURGH,PA,15216-2853,2
70190201,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,6200 SALTSBURG RD,,PITTSBURGH,PA,15235-2066,2
70190219,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,5633 BAUM BLVD,,PITTSBURGH,PA,15206-3778,2
33166578,Cig/OTP Retail,3/3/2016,Issued,2/28/2017,"MACBETH'S CABINS, INC",15361 RT 36,,COOKSBURG,PA,16217,2
2266745,Cig/OTP Retail,2/12/2016,Issued,2/28/2017,"H & R BROTHERS 4, LLC",1936 MURRAY AVE,,PITTSBURGH,PA,15217-1608,2
2238455,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,BREWSKIS DISTRIBUTOR INC,908 LITTLE DEER CRK VLYRD,,RUSSELLTON,PA,15076,2
70388044,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,2351 CENTURY DR,,WEST MIFFLIN,PA,15122-2430,2
70190138,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,417 CHARTIERS ST,,BRIDGEVILLE,PA,15017-2033,2
70190139,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,SHOPPING CENTER,200 CRAFTON BLVD,PITTSBURGH,PA,15205,1
70190141,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,519 PENN AVE,,PITTSBURGH,PA,15222-3208,2
70052157,Cig/OTP Retail,2/25/2016,Issued,2/28/2017,ANSA CORPORATION,22 GRANT AVE,,PITTSBURGH,PA,15223-1842,2
2253042,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,POPEYES MINI MART LLC,1510 SAXONBURG BLVD,,TARENTUM,PA,15084-2300,2
2259627,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,EGAL INC,7305 UNIVERSITY BLVD DE,,CORAOPOLIS,PA,15108,2
70388059,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,250 SUMMIT PARK DR,,PITTSBURGH,PA,15275-1202,2
70388070,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,100 WALMART DR,,NORTH VERSAILLES,PA,15137-1535,2
70388077,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,300 WALMART DR,,GIBSONIA,PA,15044-9610,2
70388098,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,877 FREEPORT RD,,PITTSBURGH,PA,15238-2709,2
70073183,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1001 LEBANON & NOBLE ROAD,,WEST MIFFLIN,PA,15122,1
70190143,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,535 LINCOLN AVE,,BELLEVUE,PA,15202-3548,2
70073241,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,280 CRAFTON INGRAM SHOPPING CE,,PITTSBURGH,PA,15205,1
2266492,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,ELIZABETH PHARMACY INC,5041 2ND AVE STE 1,,PITTSBURGH,PA,15207-1638,2
70052024,Cig/OTP Retail,2/29/2016,Issued,2/28/2017,7 ELEVEN FOOD STORE 56165B,6403 BROWNSVILLE RD,,PITTSBURGH,PA,15236-3530,2
2264859,Cig/OTP Retail,2/9/2016,Issued,2/28/2017,GOLDEN OHM BEER LLC,2604 GOLDEN MILE HWY,,PITTSBURGH,PA,15239-2440,2
2265328,Cig/OTP Retail,1/11/2016,Issued,2/28/2017,CR PETROLEUM LLC,101 MILE LOCK LN,,BRACKENRIDGE,PA,15014,2
2265866,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,SPC RETAIL COMPANY,7208 STATE ROUTE 908,,TARENTUM,PA,15084-3454,2
2267900,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,SPC RETAIL COMPANY,4732 LEBANON CHURCH RD,,DRAVOSBURG,PA,15034-1031,2
70388112,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,5055 LIBRARY RD,,BETHEL PARK,PA,15102-2813,2
70388116,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,2200 WASHINGTON PIKE,,CARNEGIE,PA,15106-3750,2
70388124,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,2010 VILLAGE CENTER DR,,TARENTUM,PA,15084-3850,2
70388131,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,WALMART STORES EAST LP,4015 FREEPORT RD,,NATRONA HEIGHTS,PA,15065-1912,1
70190048,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1700 PINE HOLLOW RD,,MC KEES ROCKS,PA,15136-1578,1
70190052,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,10554 PERRY HWY,,WEXFORD,PA,15090-9244,2
70190147,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1125 FREEPORT RD,,PITTSBURGH,PA,15238-3103,2
2264312,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,DESDEMONA HOLDINGS LP,73 E CARSON ST,,PITTSBURGH,PA,15219-1101,2
2167551,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,RON EIBEN INC,2929 CHURCHVIEW AVE,,PITTSBURGH,PA,15227-4153,2
2224753,Cig/OTP Retail,3/16/2016,Issued,2/28/2017,D T L INC,RT 837,PO BOX 706,WEST ELIZABETH,PA,15088-0706,2
2227825,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,JDDM INC,12 E MAIN ST,,CARNEGIE,PA,15106-2456,2
2259945,Cig/OTP Retail,3/17/2016,Issued,2/28/2017,OM SHIVA MANAGEMENT INC,231 FIFTH AVE,,MCKEESPORT,PA,15132-2626,2
70158423,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,900 MOUNT ROYAL BLVD STE 3,,PITTSBURGH,PA,15223-1060,2
70158559,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,1800 1814 MORNINGSIDE AVE,,PITTSBURGH,PA,15206,2
70158565,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,155 CHARTIERS AVE,,MC KEES ROCKS,PA,15136-3851,2
70158578,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,802 PENNSYLVANIA AVE,,PITTSBURGH,PA,15233-1407,2
70158580,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,103 W ALLEGHENY RD,,IMPERIAL,PA,15126-9779,2
70158589,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,4934 2ND AVE,,PITTSBURGH,PA,15207-1623,2
70158625,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,1529 FREEPORT RD,,NATRONA HEIGHTS,PA,15065-1314,2
70158631,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,100 WILLIAM MARKS WAY,,MUNHALL,PA,15120-1945,2
70158648,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,5100 LIBRARY RD,,BETHEL PARK,PA,15102-2829,2
70158655,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,201 GRACE STREET,,PITTSBURGH,PA,15211,2
70158664,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,3210 BANKSVILLE RD,,PITTSBURGH,PA,15216-2757,2
70158684,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,3700 WALNUT ST,,MCKEESPORT,PA,15132-7338,2
70158685,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,4155 EWALT RD,,GIBSONIA,PA,15044-7513,2
70158690,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,2270 NOBLESTOWN RD,,PITTSBURGH,PA,15205-4146,2
70158696,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,201 DEVINE DR,,WEXFORD,PA,15090-7650,1
70073245,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1200 HOFFMAN BLVD,,WEST MIFFLIN,PA,15122-2305,1
70073247,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,3247 E CARSON ST,,PITTSBURGH,PA,15203-2132,2
2214009,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,KENNETH WEIGHTTMAN,901 ELIZABETH STREET,,PITTSBURGH,PA,15221,2
2231063,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,RSG INC,"CARROZZI,PAUL",1904 PENN AVE,PITTSBURGH,PA,15222-4416,2
2260422,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,BRYANT STREET MARKET,5901 BRYANT ST,,PITTSBURGH,PA,15206-1656,2
2150319,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,RICHARD SOVICH,403 STATE ST,,CLAIRTON,PA,15025,2
2106576,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,JOHN PODMILSAK,200 HERRON AVE,,CHESWICK,PA,15024,2
70073249,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,7675 MCKNIGHT RD,,PITTSBURGH,PA,15237-3517,2
70073252,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1701 LINCOLN HWY STE 1,,N VERSAILLES,PA,15137-2550,2
2202315,Cig/OTP Retail,4/14/2016,Issued,2/28/2017,JAMARK INC,750 AIRBRAKE AVE,,WILMERDING,PA,15148-1014,2
2258175,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,MORNING SIDE MARKETS LLC,1748 CHISLETT ST,,PITTSBURGH,PA,15206-1130,2
2269014,Cig/OTP Retail,2/2/2016,Issued,2/28/2017,"RBJ PRODUCTIONS, INC.",200 3RD ST,,CARNEGIE,PA,15106-2515,2
70073255,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1356 HOFFMAN BLVD STE 1,,WEST MIFFLIN,PA,15122-2322,2
2265926,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,GREENFIELD TOBACCO SHOP LLC,4205 MURRAY AVE,,PITTSBURGH,PA,15217-2903,2
2264730,Cig/OTP Retail,2/16/2016,Issued,2/28/2017,GREENOCK DELI LLC,1127 BUENA VISTA RD,,MCKEESPORT,PA,15135,2
70052151,Cig/OTP Retail,2/12/2016,Issued,2/28/2017,STEPHEN VACCO,1 BIGELOW BLVD,,PITTSBURGH,PA,15219,2
2204495,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,A E V INC,4770 MCKNIGHT RD,,PITTSBURGH,PA,15237-3416,2
2184819,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,ALBERT HANDZA,24 BRADDOCK AVE,,BRADDOCK,PA,15104-1428,2
70190062,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,3434 WILLIAM PENN HWY,,PITTSBURGH,PA,15235-5411,2
70190066,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1236 LONG RUN RD,,WHITE OAK,PA,15131-2035,2
70020003,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,O C I INC,2131 ARDMORE BLVD,,PITTSBURGH,PA,15221-4823,2
70020005,Cig/OTP Retail,1/21/2016,Issued,2/28/2017,O C I INC,3RD & RICHLAND AVE,,DRAVOSBURG,PA,15034,2
2268187,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,ESAM ALSAIDI,3801 FORBES AVE,,PITTSBURGH,PA,15213,2
2268258,Cig/OTP Retail,3/9/2016,Issued,2/28/2017,OAK HILL CONVENIENCE INC,504 OAK HILL DR,,PITTSBURGH,PA,15213-2320,2
70190069,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1956 GREENTREE RD,,PITTSBURGH,PA,15220-1813,2
70190080,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,411 CORBET ST,,TARENTUM,PA,15084-1818,2
2248860,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ROSE OIL INC,4785 WILLIAM FLYNN HWY,,ALLISON PARK,PA,15101-2401,2
70190151,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,517 BEAVER ST,,SEWICKLEY,PA,15143-1701,2
70190152,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,402 CLAIRTON BLVD,,PLEASANT HILLS,PA,15236-3808,2
70073257,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1000 HAYDEN BLVD,,ELIZABETH,PA,15037-1668,1
70190253,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,880 BUTLER ST,,PITTSBURGH,PA,15223-1319,2
2261043,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,HARGOVIND LLC,5724 ELLSWORTH AVE,,PITTSBURGH,PA,15232-1741,2
2261232,Cig/OTP Retail,3/7/2016,Issued,2/28/2017,INDO PARTNERS LLC,1602 5TH AVE,,CORAOPOLIS,PA,15108-2030,2
2267851,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,"SG MANAGEMENT SERVICES, LLC",9411 UNIVERSITY BLVD,,CORAOPOLIS,PA,15108-4223,2
2267852,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,"SG MANAGEMENT SERVICES, LLC",100 FOX CHAPEL RD,,PITTSBURGH,PA,15238-3028,2
70190088,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1200 PITTSBURGH ST,,CHESWICK,PA,15024-1445,2
2264306,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,HYPATIA HOLDINGS LP,2619 WEXFORD BAYNE RD,,SEWICKLEY,PA,15143-4029,2
2263600,Cig/OTP Retail,7/12/2016,Issued,2/28/2017,NILU ENTERPRISE INC,244 PROVOST RD,,PITTSBURGH,PA,15227-1044,2
70073258,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,GIANT EAGLE INC,1000 HAYDEN BLVD,,ELIZABETH,PA,15037-1668,2
2238629,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,FIFIS INC,1506 5TH AVE,,PITTSBURGH,PA,15219,2
70190257,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,1710 MT ROYAL BLVD,,GLENSHAW,PA,15116-2115,2
70052142,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,MEENAKSHI ARORA VIBHOR JAIN,601 PENN AVE,,PITTSBURGH,PA,15222,2
2249082,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MUFTI & KHAN INC,2100 NOBLE ST,,SWISSVALE,PA,15218-2514,1
70158429,Cig/OTP Retail,1/7/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,3939 BUTLER ST,,PITTSBURGH,PA,15201-3222,1
2264408,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,PRESTO BEER LLC,5237 THOMS RUN RD,,PRESTO,PA,15142-1116,2
70190096,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,5235 LIBRARY RD,,BETHEL PARK,PA,15102-2714,2
70190113,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,10740 FRANKSTOWN RD,,PITTSBURGH,PA,15235-3039,2
65268942,Cig/OTP Retail,2/16/2016,Issued,2/28/2017,NILU ENTERPRISE INC,11835 FRANKSTOWN RD,,PITTSBURGH,PA,15235-3409,2
70516002,Cig/OTP Retail,2/16/2016,Issued,2/28/2017,NILU ENTERPRISE INC,2 BEAVER GRADE RD,,MC KEES ROCKS,PA,15136-1147,2
70516003,Cig/OTP Retail,2/17/2016,Issued,2/28/2017,NILU ENTERPRISE INC,1001 EVERGREEN AVE,,MILLVALE,PA,15209-1903,2
70190160,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,2100 WASHINGTON PIKE STE 4,,CARNEGIE,PA,15106-3751,1
70190163,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,THRIFT DRUG INC,623 E OHIO ST,,PITTSBURGH,PA,15212-5619,2
70516005,Cig/OTP Retail,2/16/2016,Issued,2/28/2017,NILU ENTERPRISE INC,3405 SOUTH PARK ROAD,,BETHEL PARK,PA,15102,2
2288852,Cig/OTP Retail,8/4/2016,Issued,2/28/2017,AAA & FGA LLC,203 WHITAKER ST,,HOMESTEAD,PA,15120-2412,2
2288871,Cig/OTP Retail,6/28/2016,Issued,2/28/2017,"PARK AVENUE CONVENIENCE STORE, LLC",1574 PARK AVE,,WILKINSBURG,PA,15221-1828,2
2188388,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,LEBANON SHOPS PHARMACY,300 MT LEBANON BLVD,,PITTSBURGH,PA,15234,2
2289863,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,S N R QUICK STOP LLC,4637 CENTRE AVENUE,,PITTSBURGH,PA,15213,2
2289701,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,J P TYKE AUTO SERVICE INC,2531 GREENSBURG PIKE,,PITTSBURGH,PA,15221,2
2289464,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,JOES BUTCHER SHOP LLC,502 BROADWAY,,PITCAIRN,PA,15140,2
2289289,Cig/OTP Retail,2/19/2016,Issued,2/28/2017,JD DOGGY INC,3113 GREEN GARDEN ROAD,,ALIQUIPPA,PA,15004,2
2289924,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,KC CASTLE DINER INC,160 BROWNSVILLE ROAD,,PITTSBURGH,PA,15210,2
2290175,Cig/OTP Retail,3/22/2016,Issued,2/28/2017,CIGAR BAR MOUNT LEBANON LLC,1500 WASHINGTON SUITE 1301,,PITTSBURGH,PA,15228,2
2289789,Cig/OTP Retail,3/3/2016,Issued,2/28/2017,Y HOTEL MASTER TENANT LLC,120 WHITFIELD ST,,PITTSBURGH,PA,15206,2
2076153,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,GEORGE RADEMACHER,1498 CENTRE AVE,,PITTSBURGH,PA,15229,2
2289615,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,RITE AID OF PENNSYLVANIA INC,100 FORBES AVE,STE 100,PITTSBURGH,PA,15222,2
2188317,Cig/OTP Retail,3/4/2016,Issued,2/28/2017,UNIVERSAL JOINT INC,2310 MAIN ST,,PENN HILLS,PA,15235-3639,2
2289675,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,HAIBOUNA MARKET INC,7521 WASHINGTON AVENUE,,PITTSBURGH,PA,15218,2
2289558,Cig/OTP Retail,1/19/2016,Issued,2/28/2017,BROWNSVILLE FOOD & DRINKS LLC,1810 BROWNSVILLE ROAD,,PITTSBURGH,PA,15210,2
2289382,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,BHANGAL LLC,4616 MCKNIGHT RD,,ROSS TOWNSHIP,PA,15237,2
2290014,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,"KHAMLAI MATA, LLC",4207 WILLIAM PENN HIGHWAY,,MONROEVILLE,PA,15146,2
2289397,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,M.A.A UNITED LLC,4341 OLD WILLIAM PENN HIGHWAY,,MONROEVILLE,PA,15146,2
2290012,Cig/OTP Retail,2/26/2016,Issued,2/28/2017,JAY SHAKTI LLC,830 ALLEGHENY RIVER BLVD.,,OAKMONT,PA,15139,2
2249222,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,S & R MARKET LLC,4915 SECOND AVENUE,,PITTSBURGH,PA,15207,2
2261072,Cig/OTP Retail,3/28/2016,Issued,2/28/2017,AIRPORT MANAGEMENT SERVICES LLC,PITTSBURGH INTL AIRPORT,CONCOURSE D AIRSIDE,PITTSBURGH,PA,15231,2
2289794,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,KIRILL FAEROVITCH,1500 WASHINGTON ROAD,# 1301,PITTSBURGH,PA,15228,2
2289034,Cig/OTP Retail,6/20/2016,Issued,2/28/2017,VILLAIN VAPE SHOP LLC,5218 BUTLER ST,1ST FLOOR,PITTSBURGH,PA,15201,2
2289901,Retail - Itinerant,12/18/2015,Issued,2/28/2017,CARL LEWIS,337 5TH AVENUE,,RANKIN,PA,15104-1005,2
2289707,Cig/OTP Retail,12/28/2015,Issued,2/28/2017,EXTRA EXTRA NEWS & VARIETY LLC,413 7TH AVE,,PITTSBURGH,PA,15219-1903,2
2289050,Cig/OTP Retail,12/31/2015,Issued,2/28/2017,PERRYS HONEYDRIPPER LLC,7006 FRANKSTOWN AVENUE,,PITTSBURGH,PA,15208,2
