objectid(long),routeid(long),beginpoint(double precision),endpoint(double precision),routedirection,roadnumber(long),roadsuffix,nedesc,assumedownership,assmowndesc,assumedroadtype,assmrdtypdesc,townnumber(long),townname,yearvalue(long),global_id,shape_length(double precision)
4859,13561825,0.0,0.31,L,1,W,LEXINGTON GARDENS (North Haven),PRI,Private Entity,M,Mainline,100,NORTH HAVEN,2375,b56cac93-0a40-4817-acad-18cb1a944fe5,1630.48220464627
4860,13561881,0.0,0.54,L,1,W,LYON RD (Private),PRI,Private Entity,M,Mainline,169,WOODSTOCK,2022,9ca5184b-2c34-4b01-9c79-69fab4488fb1,2876.36787787823
4861,13564228,0.0,0.07,L,1,W,YALE NEW HAVEN HEALTH (Westport),PRI,Private Entity,M,Mainline,158,WESTPORT,2022,e7509ade-ac29-4c89-a282-2a2df6601977,362.478619614666
4862,16043313,0.0,0.04,L,1,W,BAYBERRY CT (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,38aac157-dc40-450f-aba3-a3102ea55936,231.007827457586
4863,16043333,0.0,0.06,L,1,W,HAWTHORN CT (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,406d5663-9a66-4dbb-910a-0b046a2faf90,290.652518386563
4864,16043341,0.0,0.02,L,1,W,DEBRA CT (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,ec17dc19-03ba-4dcc-b080-85e17f3115e4,100.116186824856
4865,16043348,0.0,0.29,L,1,W,AGAWAM DR (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,5efe609c-b8d5-49f9-b45c-2fc5b2ecb8e7,1517.55890612097
4866,16051260,0.0,0.03,L,1,W,CHERRY HILL CT (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,b6654647-4c86-4e0c-bbf6-62cd0deb0ed2,177.832746923707
4867,16051303,0.0,0.26,L,1,W,LOGGING TRAIL (Private),PRI,Private Entity,M,Mainline,34,DANBURY,2022,2ad7c09f-d1ed-4d07-a7df-c170a0f3cadf,1395.05986734528
4868,16051323,0.0,0.22,L,1,W,CYPRESS DR (Private),PRI,Private Entity,M,Mainline,34,DANBURY,2022,38f1aa65-3313-405a-abe1-dc62ba330a86,1181.18215057539
4869,16051345,0.0,0.49,L,1,W,SKYVIEW DR (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,5c433cc4-4895-4b47-a62d-45ff29e23c9e,2565.61564097003
4870,16051383,0.0,0.08,L,1,W,SPRING RD (Private),PRI,Private Entity,M,Mainline,32,COVENTRY,2022,80f54407-ea56-4656-a8f0-f1823c796a08,428.91927279475
4871,16051389,0.0,0.09,L,1,W,SPRUCE LA (Private),PRI,Private Entity,M,Mainline,33,CROMWELL,2022,195c7e2c-29c6-4ff3-9658-66c90064f4a0,478.938362131508
4872,16051430,0.0,0.11,L,1,W,MCKAY RD (Private),PRI,Private Entity,M,Mainline,34,DANBURY,2022,ec3a09b7-7f6c-4384-9525-f2e7a4a91349,585.305577716815
4873,15961771,0.0,0.27,L,1,W,CURRIER CT (Private),PRI,Private Entity,M,Mainline,25,CHESHIRE,2022,c225efd3-aa1f-49c0-8edc-c88575431e25,1426.26154613373
4874,15961786,0.0,0.72,L,1,W,OSPREY COMMONS (Private),PRI,Private Entity,M,Mainline,27,CLINTON,2022,5da8d0ff-5ef9-40eb-87b3-398833e3c3df,3786.29278815231
4875,15961869,0.0,0.14,L,1,W,CEMETERY RD (Private),PRI,Private Entity,M,Mainline,27,CLINTON,1368,0d4554a1-103c-4dd6-88a8-206efee61c25,743.107697787845
4876,15961961,0.0,0.15,L,1,W,SLOCUM RD (Private),PRI,Private Entity,M,Mainline,27,CLINTON,2022,018fb664-009c-4333-a480-75785f72efeb,774.866299573729
4877,15961982,0.0,0.12,L,1,W,JOSHUA LA (Private),PRI,Private Entity,M,Mainline,27,CLINTON,2022,81714f81-7043-415d-8a86-8065a137c01f,655.073731392486
4878,15962091,0.0,0.17,L,1,W,CURRIER PL (Private),PRI,Private Entity,M,Mainline,25,CHESHIRE,2022,52203ae1-0406-46b1-a7dd-8db545c86270,908.300511011421
4879,15962100,0.0,0.13,L,1,W,HIGHLAND ELEMENTARY SCHOOL (Cheshire),PRI,Private Entity,M,Mainline,25,CHESHIRE,2022,cea9ae70-2abb-409a-b2c0-5f73bbcd27b1,674.913543616449
4880,16031600,0.0,0.04,L,1,W,BURNING TREE PL (Private),PRI,Private Entity,M,Mainline,25,CHESHIRE,2022,42e41cc6-c84e-4b8f-959d-1464e28deb12,223.43558755723
4881,16042821,0.0,0.14,L,1,W,DAWSON LA (Private),PRI,Private Entity,M,Mainline,25,CHESHIRE,2700,939ea946-3e1b-499a-a0e5-a9e19234b563,734.664586404216
4882,16042895,0.0,0.08,L,1,W,ASH TRAIL (Private),PRI,Private Entity,M,Mainline,32,COVENTRY,1653,ff8825c7-d152-4b1f-90c5-409b24ad15cf,397.539302797436
4883,13574046,0.0,0.18,L,1,W,PHILIP LAUTER PARK (Windham),PRI,Private Entity,M,Mainline,163,WINDHAM,2147,94425b5e-be2e-416a-b682-3548070a3538,951.164233148549
4884,13574379,0.0,0.02,L,1,W,TOWN LINE RD (Private),PRI,Private Entity,M,Mainline,140,THOMASTON,2926,9deccc80-8698-48e7-943f-8f8bffed5294,103.975187366893
4885,13574393,0.0,0.04,L,1,W,PRICE RIGHT (Private),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,159,WETHERSFIELD,2022,df6e4476-3d1a-4a0e-b8eb-3f7429ef1c5c,232.603069113811
4886,13574417,0.0,0.08,L,1,W,SPAULDING ELEMENTARY SCHOOL (Suffield),PRI,Private Entity,M,Mainline,139,SUFFIELD,2022,e883ae87-51bb-4308-b3e4-24312963f8a4,454.840571985528
4887,13580306,0.0,0.13,L,1,W,SUNSHINE MARKET (Avon),PRI,Private Entity,M,Mainline,4,AVON,1528,9da8fae9-948b-4ca3-815d-c6645c8ed779,701.669469062551
4888,13580317,0.0,0.19,L,1,W,AVON MIDDLE SCHOOL (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,d1cd33fd-cd60-4957-b017-71c7fc5ca9cd,1016.84954459992
4889,13580350,0.0,0.09,L,1,W,BUSINESS CENTER SOUTH (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,4834b1ea-2745-4365-b51e-818fd8a8a8b6,495.582315408651
4890,13581076,0.0,0.09,L,1,W,STATE POLICE F (Westbrook),PRI,Private Entity,M,Mainline,154,WESTBROOK,2022,0207630e-8913-48cd-bdd6-b4cf7366ddef,480.010407131665
4891,13581951,0.0,0.1,L,1,W,STRATFORD TRAIN STATION W (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,8ca29195-65d8-4e4e-a42a-03c97db1ef22,558.16910218128
4892,13581957,0.0,0.07,L,1,W,STRATFORD TOWN HALL (Stratford),PRI,Private Entity,M,Mainline,138,STRATFORD,2022,08acaa46-187d-412b-bba8-528d451ccb4c,394.505108011981
4893,13590226,0.0,0.02,L,1,W,TOWN BEACH PARKING (Old Saybrook),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,0ea64ee8-caae-43a1-b931-d804f0bea573,92.3900903068269
4894,13590230,0.0,0.01,L,1,W,HARBOR ONE MARINA (Old Saybrook),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,91849667-a3c6-4448-8ed7-d1ce05e08324,85.9981218038491
4895,13590516,0.0,0.04,L,1,W,MARINA POINT DR (Private),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,5d0f1cc9-6c46-4c3b-b4b4-6f7d92dbb1d7,232.888724654817
4896,13590530,0.0,0.17,L,1,W,NORTH COVE LANDING (Private),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,e820e78b-5d0d-4fd4-b389-c098b20d8306,904.631115731012
4897,13590541,0.0,0.02,L,1,W,OLD SAYBROOK AUTO MALL (Old Saybrook),PRI,Private Entity,M,Mainline,105,OLD SAYBROOK,2022,ac9f898a-03a1-4052-ae8b-02dccea0963d,121.355688245189
4898,13593641,0.0,0.52,L,1,W,CANYON RIDGE (East Windsor),PRI,Private Entity,M,Mainline,46,EAST WINDSOR,2022,603e62f2-c666-4b06-b5e9-46696217f04a,2786.92779860035
4899,13594002,0.0,0.06,L,1,W,PARK AND RIDE (Old Lyme),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,fd76cff6-b227-4a7a-9e80-4655983db15f,333.989832018343
4900,13594011,0.0,0.22,L,1,W,GOULD LA (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,d41c27f8-076a-4f05-9cde-79b873e16e5f,1275.78417240452
4901,13594316,0.0,0.24,L,1,W,CAMP CONNRI (Ashford),PRI,Private Entity,M,Mainline,3,ASHFORD,2022,903fba0e-8f60-4550-a500-1326ed507fd7,1248.26511707821
4902,13594719,0.0,0.03,L,1,W,DEMING PL (Private),LA,Local Authority,M,Mainline,63,HARTFORD,2022,dcd6d5cc-166c-475f-81e7-a6b6fa8fb16c,164.615354356219
4903,13594724,0.0,1.02,L,1,W,COLEBROOK RIVER DAM (Colebrook),PRI,Private Entity,M,Mainline,29,COLEBROOK,3018,1951d923-89fa-4b0b-8a80-316cdee51f79,5429.50513830097
4904,13594769,0.0,0.14,L,1,W,RTE 156 PICNIC AREA (Old Lyme),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,82705233-46be-4a37-9232-30e73fc606cc,750.57229929226
4905,13595623,0.0,0.42,L,1,W,BISCAYNE BLVD (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,53896e0b-ff73-4473-a325-4721c74f7a45,2241.99675347542
4906,13595631,0.0,0.36,L,1,W,GORTON AV (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,1812,f9c5743a-4ccc-4e3e-af30-34f80cfd96dc,1933.41526931021
4907,13595652,0.0,0.15,L,1,W,BROOKSIDE AV (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,89f3c323-a548-4837-8b3c-0b5b6c9519f2,784.00236789596
4908,13595668,0.0,0.45,L,1,W,SALTAIRE DR (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,b3be86df-a7b2-4069-b698-9ccce3c3d2d8,2379.15933087468
4909,13595695,0.0,0.02,L,1,W,PHELPS HOUSE (Simsbury),PRI,Private Entity,M,Mainline,128,SIMSBURY,2022,65421c53-29d7-4a91-9bd1-95d371ef0a74,118.917652128967
4910,13595705,0.0,0.13,L,1,W,CROSSWOODS DR (Private),PRI,Private Entity,M,Mainline,128,SIMSBURY,2335,fde795d1-20ff-407f-9cec-44c51a0d66d5,702.003367884152
4911,13595739,0.0,0.06,L,1,W,MAPLEWOOD COMMONS (Seymour),PRI,Private Entity,M,Mainline,124,SEYMOUR,2022,ab3349ac-2308-424f-aa6b-d953923cf1be,288.306963387276
4912,13595768,0.0,0.22,L,1,W,LYMAN ORCHARDS (Middlefield),PRI,Private Entity,M,Mainline,81,MIDDLEFIELD,2022,a7e4a123-4f5c-4661-be82-1ca5824ba608,1169.18477837707
4913,13596084,0.0,0.09,L,1,W,MAPLE CT (Private),PRI,Private Entity,M,Mainline,128,SIMSBURY,2022,68cc4eea-0f08-4edb-aa04-21bdba6d8e15,497.326326983147
4914,13597409,0.0,0.09,L,1,W,YALE NEW HAVEN HEALTH SHORELINE MEDICAL CENTER (Guildford),PRI,Private Entity,M,Mainline,59,GUILFORD,2022,81c15325-fe99-4063-bbce-696ade7dfb4d,459.482007659419
4915,13597720,0.0,1.04,L,1,W,TRADITIONS BLVD (Private),PRI,Private Entity,M,Mainline,130,SOUTHBURY,2022,4bf2ae8f-cab6-4160-828b-6c167ada44f2,5477.33474208411
4916,13597731,0.0,0.04,L,1,W,GLEN ST (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,6a0d4995-9ebd-4697-befa-418d7b66db09,237.674740981883
4917,13597758,0.0,0.46,L,1,W,THE MASTERS SCHOOL (Simsbury),PRI,Private Entity,M,Mainline,128,SIMSBURY,2022,ef249897-2b89-44ce-bff6-a344709c4c70,2412.32185021007
4918,13597967,0.0,0.44,L,1,W,BILLOW RD (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,2022,5b88478d-e35c-46b4-a93d-768014cdad28,2324.76031927604
4919,13597991,0.0,0.18,L,1,W,CLARKS LA (Private),PRI,Private Entity,M,Mainline,44,EAST LYME,3021,f88d23fb-3211-43ed-aab9-11924b7e1395,938.145002319331
4920,13597995,0.0,0.08,L,1,W,PFIZER WEST CAMPUS (Groton),PRI,Private Entity,M,Mainline,58,GROTON,1627,8bc042d4-b45b-4149-bec0-93756209e9e1,415.141003780156
4921,13598017,0.0,0.31,L,1,W,CUTLER RD (Private),PRI,Private Entity,M,Mainline,104,OLD LYME,1669,30cafa66-779b-4b69-9d74-4c17d4452627,1627.79015596707
4922,13598092,0.0,0.06,L,1,W,YORK CORRECTIONAL FACILITY (East Lyme),PRI,Private Entity,M,Mainline,44,EAST LYME,2022,154a8b31-1418-4c6b-a83d-eb88d7e801d3,332.609932844
4923,13598168,0.0,0.01,L,1,W,LAKE MCDONOUGH RECREATION AREA (Barkhamsted),PRI,Private Entity,M,Mainline,5,BARKHAMSTED,2022,b959cf0d-5d1a-449f-bb1a-4d8981ac5b4f,72.1381181089065
4924,13598177,0.0,0.04,L,1,W,RTE 184 WALMART (Groton),PRI,Private Entity,M,Mainline,58,GROTON,1587,3f9aaaef-5375-47f1-88a0-4e1e86a1f82b,212.452588209337
4925,13599519,0.0,0.06,L,1,W,WALMART (West Haven),PRI,Private Entity,M,Mainline,156,WEST HAVEN,2022,5ba7eeec-f2f0-4578-8cf4-98010ddc3ef7,367.647682254415
4926,13599524,0.0,0.09,L,1,W,ALDI (West Haven),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,156,WEST HAVEN,1828,89bb5bd2-72b4-4537-9342-8928620691a4,508.473934067432
4927,13601602,0.0,0.11,L,1,W,URBAN AIR (Orange),PRI,Private Entity,M,Mainline,106,ORANGE,2022,692a37f6-24b4-4148-8d75-e28b981f8781,615.952850737772
4928,13604494,0.0,0.07,L,1,W,WINDSOR LOCKS AMTRAK (Windsor Locks),PRI,Private Entity,M,Mainline,165,WINDSOR LOCKS,2022,3b330a84-7553-4b16-99e3-c52a73ac62b2,392.782563122486
4929,13604509,0.0,0.11,L,1,W,TRINITY HEALTH (Waterbury),PRI,Private Entity,M,Mainline,151,WATERBURY,2022,8aadfd23-f092-4c7a-bf97-d80109ffe39b,568.201755794234
4930,13604544,0.0,0.13,L,1,W,FIRTREE LA (Private),PRI,Private Entity,M,Mainline,96,NEWTOWN,2022,a5564ee3-af73-4ae5-8d24-6a83a8438917,677.920876636867
4931,13604558,0.0,0.18,R,1,W,THE WATERVIEW (Monroe),PRI,Private Entity,M,Mainline,84,MONROE,2022,72abdb6e-cd26-4881-891a-f69f6904a5f4,942.106173767109
4932,13604919,0.0,0.19,L,1,W,DAISY HILL CONDOS (Derby),PRI,Private Entity,M,Mainline,36,DERBY,2022,5c99d532-94fe-4952-863e-62004956a4b3,991.065131094246
4933,13604958,0.0,0.35,L,1,W,BRYAN LA (Private),PRI,Private Entity,M,Mainline,96,NEWTOWN,2022,7ed7fc84-4dec-46ab-b592-c61f41ece58a,1866.64925498371
4934,13605017,0.0,0.06,L,1,W,SEDOR LA (Private),PRI,Private Entity,M,Mainline,96,NEWTOWN,2022,2ecfcb97-3adf-45bd-b5e7-f701ee4e3fed,333.887147992554
4935,13605022,0.0,0.08,L,1,W,CEDARBROOK APTS (Brookfield),PRI,Private Entity,M,Mainline,18,BROOKFIELD,1671,ce4a58ef-df96-4acb-b1d2-d7284cb9c5aa,383.917971934157
4936,13605107,0.0,0.24,L,1,W,PUTNAM PLACE PLAZA (Hamden),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,61,HAMDEN,2022,de588668-a9f3-4975-920f-000698a8cc56,1289.33988613679
4937,13606722,0.0,0.07,L,1,W,DIME BANK (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2420,584fda40-13ab-46c7-a5ba-5ad703428f28,368.785524830208
4938,13606737,0.0,0.1,L,1,W,MYSTIC SEAPORT SOUTH PARKING (Stonington),PRI,Private Entity,M,Mainline,137,STONINGTON,2022,b98e7949-f148-4904-a883-af99e61862cd,534.06770669995
4939,13606761,0.0,0.13,L,1,W,COOPER RD (Private),PRI,Private Entity,M,Mainline,34,DANBURY,1925,633c7b39-6d56-4003-b838-46048e2437ec,719.825584327054
4940,13607068,0.0,0.15,L,1,W,MOUNT CARMEL VILAGE (Hamden),PRI,Private Entity,M,Mainline,61,HAMDEN,2022,bfdfc2ce-a8bf-4d83-a2e6-687b6d8816ac,796.754016394716
4941,13607074,0.0,0.03,L,1,W,NEW FAIRFIELD CONSOLIDATED SCHOOL (New Fairfield),LA,Local Authority,M,Mainline,90,NEW FAIRFIELD,2022,0d3a3521-7f17-4e85-ad08-1983d86925bf,188.173380027026
4942,13607080,0.0,0.15,L,1,W,HAMPTON INN (Norwich),PRI,Private Entity,M,Mainline,103,NORWICH,2595,5c613771-19ae-44a4-a7d8-c21c5f5972eb,836.470372784918
4943,13607088,0.0,0.08,L,1,W,STOP AND SHOP (New Fairfield),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,2022,a3725fe3-f02d-46da-abac-cb1be12f66eb,448.690024268724
4944,13607214,0.0,0.04,L,1,W,PLEASANT VIEW RD (Private),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,2022,0a57f5ea-81c7-47b2-bfa5-b04eb326d0fe,226.279854685532
4945,13607241,0.0,0.42,L,1,W,CANDLEVIEW DR (Private),PRI,Private Entity,M,Mainline,127,SHERMAN,2022,7ca2004a-ff95-47b6-a04c-3cfa29efc123,2213.85234923565
4946,13607265,0.0,0.03,L,1,W,CTOWN SUPERMARKET (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,506a5156-9931-4092-9503-fc19fadcecf9,149.101180724116
4947,13607696,0.0,0.2,L,1,W,LAKEWOOD APTS (Danbury),PRI,Private Entity,M,Mainline,34,DANBURY,2022,4c26fdc8-1584-4d02-9d82-8ece2f1caf23,1059.16624162736
4948,13607702,0.0,0.14,L,1,W,MONTVILLE TOWN OFFICES (Montville),PRI,Private Entity,M,Mainline,85,MONTVILLE,2022,d13af5d1-b855-46bf-9ae9-078ce590203e,783.149354508168
4949,13607709,0.0,0.07,L,1,W,STOP AND SHOP (New Fairfield),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,2022,4c9ad6e9-0b5b-4b61-94fa-bfa26322e69d,396.357962908949
4950,13607742,0.0,0.42,L,1,W,MONTVILLE COMMONS SOUTH (Montville),PRI,Private Entity,M,Mainline,85,MONTVILLE,1160,f841f11b-c51c-467d-8cd6-65cd0b2e28e5,2249.2301002561
4951,13608118,0.0,0.21,L,1,W,CRYSTAL LA (Private),PRI,Private Entity,M,Mainline,77,MANSFIELD,2022,6a1c888d-00e2-4348-a389-b2252b781896,1134.08453708204
4952,13608243,0.0,0.36,R,1,W,KILLINGLY COMMONS WEST (Killingly),PRI,Private Entity,M,Mainline,68,KILLINGLY,2022,05b85cf7-9848-412d-98e2-7991fffe445b,1937.74841183338
4953,13564834,0.0,0.14,L,1,W,LAMBERT COMMONS (Wilton),PRI,Private Entity,M,Mainline,161,WILTON,2840,7234ee0c-e7ff-419e-a565-64f4032b845f,769.908961411968
4954,13564839,0.0,0.12,L,1,W,WILTON CROSSING (Wilton),PRI,Private Entity,M,Mainline,161,WILTON,2690,afd83df0-9ebf-4939-9cd4-69c86c2de7b1,695.822296584392
4955,13565247,0.0,0.2,L,1,W,AUER FARM RD (Private),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,b8b49864-5717-47d1-84e4-041a8c0de67b,1064.93273183332
4956,13566463,0.0,0.11,L,1,W,WILTON WELLNESS (Wilton),PRI,Private Entity,M,Mainline,161,WILTON,2159,7a2d0804-5e15-44e5-996a-b168ea9dc70d,610.451462588535
4957,13573170,0.0,0.44,L,1,W,NORTH FARMS CONDOS (North Branford),PRI,Private Entity,M,Mainline,98,NORTH BRANFORD,2022,0648be23-5d6a-4f73-934c-dc16a6acce6a,2316.28510553091
4958,13573189,0.0,0.14,L,1,W,STOP AND SHOP (Torrington),PRI,Private Entity,M,Mainline,143,TORRINGTON,2022,833c8847-6341-4259-8eb5-b451bf996a65,785.387361388332
4959,13573199,0.0,0.16,L,1,W,HERITAGE DR (Private),PRI,Private Entity,M,Mainline,164,WINDSOR,2022,9a064d64-4519-49cc-8150-8af8f43e5c72,863.496652916247
4960,13573225,0.0,0.28,L,1,W,WESTFORD DR (Private),PRI,Private Entity,M,Mainline,3,ASHFORD,2022,affa6504-bd64-4043-8a87-3974ef612505,2398.40926829561
4961,13573256,0.0,0.21,L,1,W,UNION DR (Private),PRI,Private Entity,M,Mainline,3,ASHFORD,2022,4206b071-0a4e-444a-b918-ce57dee042ed,1099.65148102093
4962,13573288,0.0,0.12,L,1,W,OAK PARK (Madison),PRI,Private Entity,M,Mainline,75,MADISON,2301,1e06e37b-2133-4582-b895-860ec74396e7,664.913139950885
4963,13573306,0.0,0.16,L,1,W,LAUREL RIDGE (Guilford),PRI,Private Entity,M,Mainline,59,GUILFORD,2022,2e584773-f561-4c3d-a9ae-668b49b38079,868.257066600589
4964,13573348,0.0,0.1,L,1,W,STOP AND SHOP (Colchester),PRI,Private Entity,PLSC,Parking Lot/Shopping Center,28,COLCHESTER,2022,cbe748d0-8c94-4449-bab2-01e4cc95ac79,518.217895424052
4965,13573382,0.0,0.1,L,1,W,HERON POINTE (Morris),PRI,Private Entity,M,Mainline,86,MORRIS,2022,f7ac239f-0f02-4f09-a606-85387e3b4bf0,566.307614316796
4966,13573385,0.0,0.2,L,1,W,GOVERNORS CIR (Private),PRI,Private Entity,M,Mainline,58,GROTON,2022,febd4565-80eb-4006-a784-215944fba6e0,1239.10757897399
4967,13573471,0.0,0.46,L,1,W,TURTLE BAY DR (Private),PRI,Private Entity,M,Mainline,14,BRANFORD,2022,3d184bee-ecb9-473d-8819-23b4a110c4e3,2462.72994588295
4968,13573820,0.0,0.08,L,1,W,INDUSTRIAL PARK RD (Private),PRI,Private Entity,M,Mainline,70,LEBANON,2022,acf7255b-a31a-4a96-a0ac-6ee44a1f47fe,435.186544279132
4969,13573869,0.0,0.09,L,1,W,MARS ATHLETIC CENTER (Salisbury),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,c213fd95-7b51-41fb-8943-b7adc6fcc919,482.539714444835
4970,13573899,0.0,0.35,L,1,W,WILDLIFE HEIGHTS (Salisbury),PRI,Private Entity,M,Mainline,121,SALISBURY,2022,0ddfe2ec-b371-43e7-a449-95c7cfbe0c74,1874.11746291118
4971,13573903,0.0,0.04,L,1,W,OLD TOWN PLAZA (Hebron),PRI,Private Entity,M,Mainline,66,HEBRON,2022,c1ed7642-34b9-4d4b-aece-da1519676299,206.223028517833
4972,13573925,0.0,0.1,L,1,W,WINDHAM MILLS (Windham),PRI,Private Entity,M,Mainline,163,WINDHAM,2022,a389c043-62f7-413f-a57b-411a7a169fea,554.735468480122
4973,13573931,0.0,0.2,L,1,W,LONG DR (Private),PRI,Private Entity,M,Mainline,163,WINDHAM,2022,bc15cf71-c3a7-40db-8216-ba33425fa642,1057.58692846767
4974,13730028,0.0,0.13,L,1,W,LAWRENCE AND MEMORIAL HOSPITAL (New London),PRI,Private Entity,M,Mainline,94,NEW LONDON,1870,be343ecb-6f97-43ce-9d4e-35674ce7a96e,724.898177936646
4975,13730184,0.0,0.03,L,1,W,DUNKIN (Plainville),PRI,Private Entity,M,Mainline,109,PLAINVILLE,2022,d528bad5-71ac-4db5-8ed7-3d548bd13aa0,170.021462734665
4976,13730940,0.0,0.03,L,1,W,HARWICH LA (Private),PRI,Private Entity,M,Mainline,155,WEST HARTFORD,2022,36443f57-0103-4ccf-a30b-2a2c4f8f3d7f,182.745034117596
4977,13730967,0.0,0.41,L,1,W,BRIAR LA (Private),PRI,Private Entity,M,Mainline,103,NORWICH,2022,0ddac569-3544-4fff-b78d-35c491e45c7d,2157.48456702598
4978,13803512,0.0,0.12,L,1,W,AVON MEADOW (Avon),PRI,Private Entity,M,Mainline,4,AVON,2022,e2be7e28-c5e6-44a8-9a51-e79c5d40f726,641.402887885584
4979,13803811,0.0,0.14,L,1,W,RIVERVIEW DR (Private),PRI,Private Entity,M,Mainline,22,CANTERBURY,2732,78472ffe-5cd0-4200-ad42-14017806adb0,738.581298836355
4980,13844551,0.0,0.33,L,1,W,CARMEL RIDGE (Private),PRI,Private Entity,M,Mainline,144,TRUMBULL,2022,2f3c811e-83ca-40cf-b120-d48fd1a6a6e8,1753.90396404304
4981,13844579,0.0,0.38,L,1,W,HILL TOP DR (Private),PRI,Private Entity,M,Mainline,128,SIMSBURY,2022,8ea625b6-fd4e-49b8-8fbe-93d150ff055d,1989.16803680974
4982,13844966,0.0,0.2,L,1,W,WINSOME RD (Private),PRI,Private Entity,M,Mainline,37,DURHAM,2022,b467a640-5ed6-472a-b763-fbaf82edafbd,1057.19176203683
4983,13847637,0.0,0.17,L,1,W,GREAT MEADOW RD (Private),PRI,Private Entity,M,Mainline,90,NEW FAIRFIELD,2022,f00b5f64-9b05-44dc-8911-aa74ce152807,914.388552980643
4984,13850174,0.0,0.16,L,1,W,CIGNA SOUTH DRIVE (Bloomfield),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,62821ffa-1871-4237-895f-b4cf8b0a85dd,878.96667357951
4985,13850182,0.0,0.14,L,1,W,CIGNA WAY (Bloomfield),PRI,Private Entity,M,Mainline,11,BLOOMFIELD,2022,01b28ee4-0452-447b-8013-0b873ab36853,753.640592419441
4986,13850223,0.0,0.05,L,1,W,MEXICALI (South Windsor),PRI,Private Entity,M,Mainline,132,SOUTH WINDSOR,1611,c7065a0d-90a7-421b-85a2-cff264014dfd,287.107842305027
4987,13852579,0.0,0.09,L,1,W,FARM LN (Private),PRI,Private Entity,M,Mainline,49,ESSEX,2022,715f9967-0e6c-497c-944b-a5154160bbd4,512.569567293718
4988,13852619,0.0,0.14,L,1,W,LAURELVIEW ESTATES (Clinton),PRI,Private Entity,M,Mainline,27,CLINTON,1534,e831ad81-652c-4a90-936a-048b98d4dea5,757.603393142005
4989,13852622,0.0,0.48,L,1,W,INDUSTRIAL DR (Private),PRI,Private Entity,M,Mainline,47,ELLINGTON,2022,121413e5-053e-4434-8853-4575541e7560,2548.59560580114
4990,13852663,0.0,0.23,L,1,W,SHERWOOD FOREST LA (Private),PRI,Private Entity,M,Mainline,69,KILLINGWORTH,1029,7b0c41b1-5420-4c91-a737-cf0dd9f37032,1246.04282171754
4991,13852987,0.0,0.01,L,1,W,KILLINGWORTH VILLAGE (Killingworth),PRI,Private Entity,M,Mainline,69,KILLINGWORTH,2022,90002c92-cd45-459a-b394-1eb6effd5aec,64.0839320810148
4992,13853047,0.0,0.2,L,1,W,WEST LA (Private),PRI,Private Entity,M,Mainline,10,BETHLEHEM,2075,b98bb0b9-b18a-466b-9ef5-8a03d53fc553,1077.95107890339
4993,13853095,0.0,0.05,L,1,W,SAM ASH MUSIC STORE (New Haven),PRI,Private Entity,M,Mainline,92,NEW HAVEN,2022,e84d2775-7a00-4ad0-be7c-4094774e2c54,239.914682025994
4994,13853101,0.0,0.1,L,1,W,TOKENEKE RIDGE RD (Private),PRI,Private Entity,M,Mainline,35,DARIEN,2022,3a83ae52-567f-4cd2-bd9f-c426b99dbe5a,548.641532109908
4995,13853109,0.0,0.19,L,1,W,PHEASANT RUN (Private),PRI,Private Entity,M,Mainline,35,DARIEN,2022,50f2b248-2246-43e1-829e-ca021c195dda,999.036159336456
