OBJECTID,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION,SHAPEAREA,SHAPELEN,S_USAEcosys_BaileysEcoregionAREA
597,2120.497,598,717,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,3.5357241688602e-05,0.0233419326373949,251787.59
598,23924.229,599,15,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,0.00398334312968149,0.296247596986799,28397856
599,1819.601,600,718,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.60633807674315e-05,0.0233806224579331,233438.81
600,1764.541,601,719,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,2.8376336229223e-05,0.0203997714723248,187684.53
601,3400.178,602,720,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,9.25153685652255e-05,0.0410859597826519,598861.68
602,10329.343,603,721,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000910229259132324,0.12556558380899,5599448.5
603,2919.27,604,722,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,8.43892706886915e-05,0.0403339419651219,557493.12
604,2269.581,605,724,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,4.45102356403615e-05,0.026946766029663,288772.93
605,1742.078,606,725,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,2.29947826946355e-05,0.0206540687549612,148894.21
606,5642.212,607,726,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.000235664668198008,0.0711135677810984,1559129.1
607,75967.641,608,729,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.0122680454534002,0.968840900064541,75674648
608,3473.258,609,730,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000101419838299574,0.0405400506478805,658226.93
609,3056.245,610,731,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,8.3403197665708e-05,0.0348931723110877,541478.43
610,1815.263,611,732,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.6275005144894e-05,0.0269437875826626,219513.09
611,3275.685,612,733,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000110114633158874,0.0440267682590323,713711.56
612,24482.947,613,734,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,0.0021088790038581,0.279672948730617,14512589
613,2208.56,614,735,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,4.3632151761464e-05,0.0252614623787193,287528.78
614,9937.912,615,736,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,0.00071250742637366,0.120727009928354,4300281
615,3030.439,616,737,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,8.14695457438495e-05,0.041399697527707,499127
616,30848.744,617,738,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00482436794086562,0.442320315932385,29587876
617,2277.356,618,739,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,5.75731127522745e-05,0.0342428846434167,352844.18
618,2599.291,619,740,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,6.52760257875895e-05,0.0371959406680076,449045.5
619,53520.25,620,742,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00621391978455989,0.780296959445316,38447416
620,330676.09,621,743,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.169503012886311,4.99272683061241,1030000000
621,278367.62,622,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.132910321235478,3.91497070551712,820550592
622,2930.531,623,745,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,8.3570714172977e-05,0.0434508201771436,515901.59
623,3693.379,624,746,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000152821217010123,0.0533815685341485,945508.75
624,1941.295,625,747,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,4.01410087306305e-05,0.0252102888729689,265592.09
625,3159.772,626,748,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,8.70533431978815e-05,0.0476292085671228,534859.5
626,45732.297,627,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.0117247347462329,0.611626586531286,72474584
627,1889.719,628,749,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.2059533803265e-05,0.0274558413906189,207910.62
628,34032.066,629,750,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.00486638302069191,0.350761559173104,32337864
629,2772.205,630,751,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,6.3065502995317e-05,0.0342794221198843,386475.59
630,4044.374,631,752,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000110887164522284,0.0551039847443946,726808.25
631,2242.387,632,753,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,4.4807130707928e-05,0.0282259787257514,293791.12
632,1801.182,633,755,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.0191789808307e-05,0.0277440781317054,197582.71
633,190187.15,634,756,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.0736001613343167,2.84048436388578,449833024
634,4737.903,635,758,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,0.000156604999491275,0.0577055294025705,1080597.2
635,3344.883,636,759,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,9.42929115176705e-05,0.0534111277921957,571024.37
636,1972.189,637,760,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.9836362516703e-05,0.0278583026339996,241177.03
637,4413.496,638,761,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,0.000178047267036203,0.05864828292327,1228062
638,27656.541,639,763,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,0.00214907111360323,0.349245642866191,14845518
639,2691.847,640,764,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,7.86384027544715e-05,0.0389397935415246,479225.18
640,4455.286,641,765,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,0.000140335115169561,0.0569204571779426,968346.87
641,107349.53,642,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.0294938683293446,1.64711230722778,179473360
642,3093.108,643,766,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,6.7398739036369e-05,0.0384026411340771,465365.65
643,2975.433,644,767,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,6.4619601886039e-05,0.0388472229315682,430322.65
644,2425.851,645,768,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,5.28028604473065e-05,0.0293008499013882,351814.25
645,3160.703,646,769,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,6.8790827312303e-05,0.0399948228220121,475625.5
646,1928.775,647,770,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.13280115537085e-05,0.0235138804602169,205311.56
647,30682.889,648,771,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00703501317431505,0.373897475243369,45811344
648,3054.807,649,772,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,5.5223880971499e-05,0.0410288517829664,362229.34
649,7905.71,650,773,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000250196849850244,0.110452904747888,1644655.5
650,45725.457,651,774,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00621973065562928,0.653948480237473,40837376
651,3940.364,652,775,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00017053629557997,0.0518186132875135,1035185.3
652,4392.417,653,776,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000199735112485723,0.0670611839696329,1217505.6
653,1915.782,654,777,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,4.02136513654355e-05,0.0265005638978188,248879.71
654,1770.932,655,778,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.00763860487015e-05,0.0212049060031296,197640.78
655,5257.026,656,779,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000228562002071091,0.0727202824747961,1418401.3
656,2890.623,657,780,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,8.7359824610272e-05,0.0366870564739358,542577.62
657,22792.82,658,781,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00170944002038264,0.380803449856491,10446850
658,5075.418,659,782,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000169719135422376,0.0666116297682202,1118871.5
659,11025.342,660,784,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000999539342953249,0.132067052170425,6589255.5
660,7151.593,661,786,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.000243876319794497,0.0902070728902282,1644247
661,8829.295,662,787,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.000330646007991734,0.120570181227416,2231411.7
662,2929.497,663,788,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,7.7702070400808e-05,0.0345117336986288,523391.03
663,18989.355,664,789,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00106611162169544,0.269854159946006,7029893.5
664,2826.178,665,790,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,6.6888847141166e-05,0.041510409146669,442197.68
665,3258.044,666,791,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,7.20093694643015e-05,0.0408647896867811,476261.28
666,22295.279,667,792,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00107471702237137,0.322434282151618,6581740
667,1456.901,668,793,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,1.9209934969005e-05,0.0179733699362919,127163
668,3631.647,669,794,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,0.000100149307981659,0.0410842032884025,609732.62
669,165259.51,670,16,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.0454943983856409,2.15762169459629,305394592
670,3302.049,671,795,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,0.000117781876795033,0.0435629398680055,717189.5
671,4261.217,672,796,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,0.000148761470666597,0.055656881624067,905641.93
672,3270.81,673,797,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,8.1881970318506e-05,0.0464454397657047,498230.15
673,3361.021,674,798,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,9.2750839841897e-05,0.0443180682694213,564377.62
674,3208.579,675,799,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,9.16283448623505e-05,0.0475922338644873,558233.62
675,109038.88,676,16,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.0255297523173001,1.42285256101114,174226704
676,29091.307,677,800,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section,0.00424008600184071,0.396476648774478,25843164
677,1739.041,678,801,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,3.068833915962e-05,0.0249464531198268,187221.93
678,15121.729,679,802,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000986109788260303,0.215212869560248,6024926.5
679,1817.874,680,803,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,3.53854227524015e-05,0.0226452706572218,236310.87
680,2218.867,681,804,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,4.7315897022437e-05,0.0335720755764525,289940.93
681,23992.41,682,805,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00332600872272096,0.361911888699645,20356784
682,21128.295,683,806,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.00191451299507048,0.250679681339974,11708969
683,1630.814,684,807,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,2.15473913242425e-05,0.0203689937404451,142640.15
684,12613.854,685,808,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000816538764144568,0.158905772417491,4980849.5
685,2405.831,686,809,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,5.7786181788367e-05,0.0305642669735044,354276.53
686,17820.629,687,810,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000978489083843994,0.287553487332993,6003092
687,20629.994,688,811,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.00280878715895615,0.276524395484974,19066632
688,4347.883,689,812,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.000137081061048238,0.0519511301940867,930906.37
689,495439.62,690,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.447869299060687,8.23400627910332,2760000000
690,7674.256,691,813,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000578140598640427,0.10897073203806,3540472
691,12883.822,692,814,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000805326713625402,0.14873648767412,4926690.5
692,67723.938,693,16,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.0248437860260579,0.906876444407673,169301184
693,10382.634,694,815,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section,0.000792995834514388,0.128193374262544,4856437.5
694,11717.735,695,816,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.00121158225487556,0.165224824231728,8181006.5
695,1863.767,696,817,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,2.65532406691285e-05,0.0258712777692646,179640.56
696,51661.422,697,818,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section,0.0172991020239816,0.621640052646796,120119200
697,3164.14,698,819,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,7.8938410396747e-05,0.0454026478691078,535510.75
698,5131.875,699,820,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section,0.000183594926277217,0.0656169888036618,1245365.2
