objectid(long),statefp(long),countyfp(long),tractce(long),geoid(long),namevalue(double precision),namelsad,mtfcc,funcstat,aland(long),awater(long),li_cor_dac,shape_area(double precision),shape_length(double precision)
828.0,6,37,405203.0,6037405203.0,4052.03,Census Tract 4052.03,G5020,S,719302.0,0,Both,1051074.50390625,5021.20650023161
829.0,6,37,408401.0,6037408401.0,4084.01,Census Tract 4084.01,G5020,S,1158806.0,0,Both,1691003.01171875,6267.71184708055
830.0,6,37,408501.0,6037408501.0,4085.01,Census Tract 4085.01,G5020,S,863905.0,0,Both,1260462.20703125,6045.65605455129
831.0,6,37,431800.0,6037431800.0,4318.0,Census Tract 4318,G5020,S,1482899.0,0,LIC,2169073.93359375,5934.7733176456
832.0,6,37,431900.0,6037431900.0,4319.0,Census Tract 4319,G5020,S,1069135.0,0,LIC,1563509.59375,5441.5308933571
833.0,6,37,432000.0,6037432000.0,4320.0,Census Tract 4320,G5020,S,2238475.0,0,LIC,3272953.21484375,9183.11861510956
834.0,6,85,503117.0,6085503117.0,5031.17,Census Tract 5031.17,G5020,S,501091.0,0,Both,793886.9296875,4041.36353945287
835.0,6,37,432201.0,6037432201.0,4322.01,Census Tract 4322.01,G5020,S,1151859.0,0,Both,1683575.46875,5720.151202815
836.0,6,37,432202.0,6037432202.0,4322.02,Census Tract 4322.02,G5020,S,1382316.0,1122,Both,2021979.3828125,7413.98810351349
837.0,6,37,460900.0,6037460900.0,4609.0,Census Tract 4609,G5020,S,2433107.0,20361,LIC,3593535.39453125,9317.22150092978
838.0,6,65,46500.0,6065046500.0,465.0,Census Tract 465,G5020,S,4729041.0,14300,Both,6914266.0234375,14443.2330925788
839.0,6,37,461000.0,6037461000.0,4610.0,Census Tract 4610,G5020,S,1828144.0,188,LIC,2678553.5390625,9379.36869329274
840.0,6,65,940900.0,6065940900.0,9409.0,Census Tract 9409,G5020,S,2215865.0,354836,LIC,3730593.28125,7745.19189826553
841.0,6,1,435602.0,6001435602.0,4356.02,Census Tract 4356.02,G5020,S,1143700.0,0,LIC,1829126.296875,6129.93876270822
842.0,6,1,437101.0,6001437101.0,4371.01,Census Tract 4371.01,G5020,S,49031968.0,7227925,DAC,89809217.890625,52848.2446515123
843.0,6,1,438203.0,6001438203.0,4382.03,Census Tract 4382.03,G5020,S,5286791.0,0,Both,8440239.41796875,19536.6409863811
844.0,6,1,403502.0,6001403502.0,4035.02,Census Tract 4035.02,G5020,S,182461.0,0,LIC,292864.91796875,2816.22278453754
845.0,6,111,3013.0,6111003013.0,30.13,Census Tract 30.13,G5020,S,1280667.0,1063,LIC,1879795.00390625,5966.89429153558
846.0,6,111,4716.0,6111004716.0,47.16,Census Tract 47.16,G5020,S,3897648.0,0,LIC,5710079.23828125,11354.3195004076
847.0,6,85,503337.0,6085503337.0,5033.37,Census Tract 5033.37,G5020,S,767707.0,0,LIC,1215445.03125,4795.98937538213
848.0,6,85,512043.0,6085512043.0,5120.43,Census Tract 5120.43,G5020,S,891039.0,0,LIC,1409249.3515625,5259.44048190517
849.0,6,85,503713.0,6085503713.0,5037.13,Census Tract 5037.13,G5020,S,487663.0,0,LIC,773374.16796875,3895.9033752886
850.0,6,85,503902.0,6085503902.0,5039.02,Census Tract 5039.02,G5020,S,1025949.0,0,LIC,1627411.17578125,5292.66829017871
851.0,6,65,941000.0,6065941000.0,9410.0,Census Tract 9410,G5020,S,10322092.0,342,LIC,14984969.703125,20856.6473381347
852.0,6,65,941100.0,6065941100.0,9411.0,Census Tract 9411,G5020,S,2235012.0,352990,LIC,3756956.3125,7760.88725687666
853.0,6,65,941400.0,6065941400.0,9414.0,Census Tract 9414,G5020,S,2568727.0,0,LIC,3731474.203125,7741.76219423639
854.0,6,65,40607.0,6065040607.0,406.07,Census Tract 406.07,G5020,S,21344763.0,4765,DAC,31144599.5039063,32302.5510775811
855.0,6,37,403316.0,6037403316.0,4033.16,Census Tract 4033.16,G5020,S,2928005.0,0,LIC,4274070.62890625,10376.425483577
856.0,6,37,403319.0,6037403319.0,4033.19,Census Tract 4033.19,G5020,S,2224166.0,9919,LIC,3259587.19140625,7344.42316416967
857.0,6,37,405400.0,6037405400.0,4054.0,Census Tract 4054,G5020,S,1347559.0,0,LIC,1969812.234375,7524.8359858182
858.0,6,37,405500.0,6037405500.0,4055.0,Census Tract 4055,G5020,S,1855454.0,0,LIC,2711436.640625,7403.24153607862
859.0,6,37,408626.0,6037408626.0,4086.26,Census Tract 4086.26,G5020,S,2484012.0,0,LIC,3622018.265625,9672.93813675318
860.0,6,37,432300.0,6037432300.0,4355.0,Census Tract 4323,G5020,S,1951202.0,30496,Both,2896463.953125,7451.22358889223
861.0,6,37,432401.0,6037432401.0,4324.01,Census Tract 4324.01,G5020,S,1049352.0,0,Both,1533871.609375,6835.82596188657
862.0,6,37,432402.0,6037432402.0,4324.02,Census Tract 4324.02,G5020,S,1494699.0,10754,Both,2200283.25,6925.50058369048
863.0,6,13,381000.0,6013381000.0,3810.0,Census Tract 3810,G5020,S,1961894.0,0,Both,3158659.3046875,8563.21476996315
864.0,6,85,511915.0,6085511915.0,5119.15,Census Tract 5119.15,G5020,S,1051515.0,74592,LIC,1780225.6328125,6044.73789242251
865.0,6,85,512038.0,6085512038.0,5120.38,Census Tract 5120.38,G5020,S,1379834.0,0,LIC,2180765.12109375,8189.73111272554
866.0,6,37,432500.0,6037432500.0,4325.0,Census Tract 4325,G5020,S,2611603.0,204455,Both,4116740.0,9444.33307566563
867.0,6,37,432601.0,6037432601.0,4326.01,Census Tract 4326.01,G5020,S,1404869.0,0,Both,2053131.671875,6394.12717156878
868.0,6,37,461300.0,6037461300.0,4613.0,Census Tract 4613,G5020,S,1949039.0,1061,LIC,2856091.43359375,10755.3614555793
869.0,6,37,461400.0,6037461400.0,4614.0,Census Tract 4614,G5020,S,1016353.0,0,LIC,1488491.8359375,5851.60550906098
870.0,6,37,461600.0,6037461600.0,4616.0,Census Tract 4616,G5020,S,1649668.0,11915,Both,2432881.3203125,6646.07941460189
871.0,6,37,576401.0,6037576401.0,5764.01,Census Tract 5764.01,G5020,S,324020.0,0,Both,470208.3828125,2913.10469395915
872.0,6,37,572002.0,6037572002.0,5720.02,Census Tract 5720.02,G5020,S,1046070.0,0,Both,1519581.43359375,5132.37781023863
873.0,6,37,570502.0,6037570502.0,5705.02,Census Tract 5705.02,G5020,S,1997821.0,0,Both,2905133.40625,7334.30431865361
874.0,6,37,504102.0,6037504102.0,5041.02,Census Tractr 5041.02,G5020,S,6362888.0,96817,DAC,9400574.69140625,22550.6606088961
875.0,6,37,542501.0,6037542501.0,5425.01,Census Tract 5425.01,G5020,S,577487.0,7732,Both,851487.19921875,4414.67273223231
876.0,6,81,600402.0,6081600402.0,6004.02,Census Tract 6004.02,G5020,S,402368.0,0,LIC,643908.78125,3404.1603285739
877.0,6,13,314104.0,6013314104.0,3141.04,Census Tract 3141.04,G5020,S,2322932.0,0,Both,3749337.55859375,9680.41962474933
878.0,6,81,601901.0,6081601901.0,6019.01,Census Tract 6019.01,G5020,S,887843.0,0,LIC,1419328.74609375,6059.36133279245
879.0,6,81,609202.0,6081609202.0,6092.02,Census Tract 6092.02,G5020,S,908759.0,0,LIC,1446650.2734375,5353.79522136014
880.0,6,37,408303.0,6037408303.0,4083.03,Census Tract 4083.03,G5020,S,1652406.0,75634,LIC,2522619.7265625,9212.04942737898
881.0,6,65,45303.0,6065045303.0,453.03,Census Tract 453.03,G5020,S,3231145.0,0,Both,4683070.515625,12964.1516996603
882.0,6,65,48902.0,6065048902.0,489.02,Census Tract 489.02,G5020,S,1659763.0,0,Both,2415228.50390625,6830.58233227731
883.0,6,65,49500.0,6065049500.0,495.0,Census Tract 495,G5020,S,3524583.0,0,Both,5106610.8125,9841.91050455103
884.0,6,37,408628.0,6037408628.0,4086.28,Census Tract 4086.28,G5020,S,2460564.0,0,LIC,3587725.80078125,9568.40017319064
885.0,6,13,307102.0,6013307102.0,3071.02,Census Tract 3071.02,G5020,S,1603153.0,0,Both,2585985.95703125,8212.79640333688
886.0,6,13,331000.0,6013331000.0,3310.0,Census Tract 3310,G5020,S,2818715.0,0,LIC,4543791.74609375,9398.95464275866
887.0,6,81,600401.0,6081600401.0,6004.01,Census Tract 6004.01,G5020,S,519859.0,0,LIC,831933.90625,5113.36618429597
888.0,6,81,603801.0,6081603801.0,6038.01,Census Tract 6038.01,G5020,S,227422.0,0,LIC,363116.33203125,2944.7927185524
889.0,6,65,43316.0,6065043316.0,433.16,Census Tract 433.16,G5020,S,5058386.0,0,LIC,7330033.0390625,13558.5711967597
890.0,6,65,44515.0,6065044515.0,445.15,Census Tract 445.15,G5020,S,6795525.0,248358,LIC,10259023.734375,13543.6689889144
891.0,6,19,502.0,6019000502.0,5.02,Census Tract 5.02,G5020,S,1181124.0,0,Both,1842996.46484375,5960.09341375136
892.0,6,37,405800.0,6037405800.0,4058.0,Census Tract 4058,G5020,S,1895336.0,0,LIC,2771307.984375,7708.71047014939
893.0,6,37,405900.0,6037405900.0,4059.0,Census Tract 4059,G5020,S,1319991.0,0,LIC,1930034.04296875,5865.44312695264
894.0,6,85,512313.0,6085512313.0,5123.13,Census Tract 5123.13,G5020,S,2627972.0,0,LIC,4140450.30859375,8592.70575624242
895.0,6,85,512314.0,6085512314.0,5123.14,Census Tract 5123.14,G5020,S,3721203.0,0,LIC,5864782.04296875,10747.7772130512
896.0,6,85,512604.0,6085512604.0,5126.04,Census Tract 5126.04,G5020,S,2218639.0,0,Both,3486761.95703125,9962.04024433512
897.0,6,37,117530.0,6037117530.0,1175.3,Census Tract 1175.30,G5020,S,544546.0,12334,Both,816580.328125,3672.77777402506
898.0,6,37,119310.0,6037119310.0,1193.1,Census Tract 1193.10,G5020,S,425105.0,3695,LIC,629075.3359375,3710.1103289436
899.0,6,37,406000.0,6037406000.0,4060.0,Census Tract 4060,G5020,S,1908788.0,0,LIC,2790244.61328125,9654.4174906901
900.0,6,37,406101.0,6037406101.0,4061.01,Census Tract 4061.01,G5020,S,1388119.0,0,LIC,2029049.84765625,6489.53399066402
901.0,6,37,406200.0,6037406200.0,4062.0,Census Tract 4062,G5020,S,1901210.0,0,Both,2778148.6875,9762.11176448374
902.0,6,97,153300.0,6097153300.0,1533.0,Census Tract 1533,G5020,S,32708095.0,0,LIC,53330954.5,33917.8197662786
903.0,6,97,153002.0,6097153002.0,1530.02,Census Tract 1530.02,G5020,S,2244330.0,0,LIC,3663996.27734375,9381.49562224428
904.0,6,97,151204.0,6097151204.0,1512.04,Census Tract 1512.04,G5020,S,3324350.0,0,LIC,5408974.5078125,11899.6245065949
905.0,6,97,152501.0,6097152501.0,1525.01,Census Tract 1525.01,G5020,S,1990911.0,0,LIC,3252465.5234375,13682.7356328936
906.0,6,37,408704.0,6037408704.0,4087.04,Census Tract 4087.04,G5020,S,1144292.0,0,LIC,1668425.1875,6158.93429665854
907.0,6,13,368001.0,6013368001.0,3680.01,Census Tract 3680.01,G5020,S,768503.0,0,Both,1238102.828125,4720.69767975267
908.0,6,13,303205.0,6013303205.0,3032.05,Census Tract 3032.05,G5020,S,13503720.0,0,LIC,21729765.5625,20768.1757066191
909.0,6,37,221602.0,6037221602.0,2216.02,Census Tract 2216.02,G5020,S,522794.0,0,Both,763253.65625,4414.59957419325
910.0,6,37,234902.0,6037234902.0,2349.02,Census Tract 2349.02,G5020,S,447718.0,0,Both,652792.203125,3666.94169966738
911.0,6,37,236203.0,6037236203.0,2362.03,Census Tract 2362.03,G5020,S,339340.0,0,Both,495187.79296875,3987.62432271457
912.0,6,37,236204.0,6037236204.0,2362.04,Census Tract 2362.04,G5020,S,229868.0,0,Both,335410.5625,2467.56468773548
913.0,6,37,237101.0,6037237101.0,2371.01,Census Tract 2371.01,G5020,S,628939.0,0,Both,917090.46484375,3809.99946012482
914.0,6,37,237202.0,6037237202.0,2372.02,Census Tract 2372.02,G5020,S,1108042.0,472,Both,1616380.453125,5294.128214195
915.0,6,37,119340.0,6037119340.0,1193.4,Census Tract 1193.40,G5020,S,122149.0,0,Both,179150.21875,1710.52736888778
916.0,6,37,408705.0,6037408705.0,4087.05,Census Tract 4087.05,G5020,S,1927095.0,953,LIC,2811163.06640625,7030.81906125233
917.0,6,37,432602.0,6037432602.0,4326.02,Census Tract 4326.02,G5020,S,1064490.0,0,Both,1555668.7578125,5436.95069534368
918.0,6,37,432700.0,6037432700.0,4327.0,Censs Tract 4327,G5020,S,1825590.0,50344,Both,2741173.21484375,8325.49654616539
919.0,6,37,432801.0,6037432801.0,4328.01,Census Tract 4328.01,G5020,S,791496.0,7057,Both,1166905.86328125,4941.5673258173
920.0,6,37,432802.0,6037432802.0,4328.02,Census Tract 4328.02,G5020,S,591782.0,0,Both,864791.35546875,4335.84187970658
921.0,6,37,432902.0,6037432902.0,4329.02,Census Tract 4329.02,G5020,S,1083977.0,0,LIC,1584044.47265625,5457.96390866052
922.0,6,65,43814.0,6065043814.0,438.14,Census Tract 438.14,G5020,S,1662772.0,0,LIC,2423096.671875,7351.14477222361
923.0,6,37,237401.0,6037237401.0,2374.01,Census Tract 2374.01,G5020,S,516110.0,0,Both,752438.27734375,3520.00769218047
924.0,6,37,237402.0,6037237402.0,2374.02,Census Tract 2374.02,G5020,S,521230.0,0,Both,759905.62109375,3543.17110158236
925.0,6,37,239202.0,6037239202.0,2392.02,Census Tract 2392.02,G5020,S,1275621.0,0,Both,1860057.5078125,5836.34609940153
926.0,6,37,239501.0,6037239501.0,2395.01,Census Tract 2395.01,G5020,S,474213.0,0,Both,691270.43359375,3887.25737346176
927.0,6,37,239502.0,6037239502.0,2395.02,Census Tract 2395.02,G5020,S,510917.0,0,Both,744715.0078125,3977.58190494188
928.0,6,37,239602.0,6037239602.0,2396.02,Census Tract 2396.02,G5020,S,358086.0,0,Both,521950.62109375,3409.40526169949
929.0,6,37,239701.0,6037239701.0,2397.01,Census Tract 2397.01,G5020,S,409688.0,0,Both,597118.75390625,3488.44582248243
930.0,6,37,214502.0,6037214502.0,2145.02,Census Tract 2145.02,G5020,S,258191.0,0,LIC,377207.3203125,2910.51218575212
931.0,6,37,234501.0,6037234501.0,2345.01,Census Tract 2345.01,G5020,S,751799.0,0,Both,1096539.40625,4689.25133634658
932.0,6,37,234502.0,6037234502.0,2345.02,Census Tract 2345.02,G5020,S,544856.0,0,Both,794785.95703125,4288.76550937233
933.0,6,37,265201.0,6037265201.0,2652.01,Census Tract 2652.01,G5020,S,438820.0,0,LIC,641079.9921875,4383.5551459309
934.0,6,37,119700.0,6037119700.0,1197.0,Census Tract 1197,G5020,S,1288673.0,21675,LIC,1921259.0703125,7506.86251761808
935.0,6,37,119800.0,6037119800.0,1198.0,Census Tract 1198,G5020,S,1236126.0,5942,Both,1821688.3671875,5514.11266206587
936.0,6,37,119900.0,6037119900.0,1199.0,Census Tract 1199,G5020,S,1052206.0,0,Both,1543004.7109375,5409.28292582581
937.0,6,37,120020.0,6037120020.0,1200.2,Census Tract 1200.20,G5020,S,537593.0,14554,Both,809515.80078125,5996.07311528524
938.0,6,37,120030.0,6037120030.0,1200.3,Census Tract 1200.30,G5020,S,358619.0,0,Both,525741.04296875,2922.37995015948
939.0,6,37,462100.0,6037462100.0,4621.0,Census Tract 4621,G5020,S,1043919.0,0,LIC,1528540.28125,5061.47166028524
940.0,6,37,102103.0,6037102103.0,1021.03,Census Tract 1021.03,G5020,S,1186484.0,0,LIC,1739800.37890625,6028.75124260533
941.0,6,37,533001.0,6037533001.0,5330.01,Census Tract 5330.01,G5020,S,477675.0,0,Both,696431.1015625,4069.850616182
942.0,6,37,536104.0,6037536104.0,5361.04,Census Tract 5361.04,G5020,S,1963265.0,0,Both,2860033.078125,9639.93788236626
943.0,6,37,600304.0,6037600304.0,6003.04,Census Tract 6003.04,G5020,S,445759.0,0,Both,649223.87109375,3557.12162088201
944.0,6,37,602508.0,6037602508.0,6025.08,Census Tract 6025.08,G5020,S,647547.0,0,Both,942625.53125,3885.73203890552
945.0,6,37,602509.0,6037602509.0,6025.09,Census Tract 6025.09,G5020,S,2108025.0,11775,Both,3086154.53125,8665.8956119714
946.0,6,37,602801.0,6037602801.0,6028.01,Census Tract 6028.01,G5020,S,1253726.0,0,Both,1825647.703125,5796.03311176485
947.0,6,37,910715.0,6037910715.0,9107.15,Census Tract 9107.15,G5020,S,1986480.0,985,LIC,2937115.06640625,7947.22277150981
948.0,6,37,104201.0,6037104201.0,1042.01,Census Tract 1042.01,G5020,S,1090103.0,0,Both,1600788.34375,5470.88642579556
949.0,6,37,910716.0,6037910716.0,9107.16,Census Tract 9107.16,G5020,S,2452287.0,15014,LIC,3645557.1796875,9149.6746460299
950.0,6,37,104310.0,6037104310.0,1043.1,Census Tract 1043.10,G5020,S,1508623.0,0,Both,2214855.16796875,7054.24661294887
951.0,6,37,104320.0,6037104320.0,1043.2,Census Tract 1043.20,G5020,S,1212169.0,0,Both,1779481.87890625,5394.8367894311
952.0,6,37,104401.0,6037104401.0,1044.01,Census Tract 1044.01,G5020,S,681117.0,0,Both,999745.4375,4589.2514734877
953.0,6,37,602802.0,6037602802.0,6028.02,Census Tract 6028.02,G5020,S,1335285.0,0,Both,1944088.24609375,5893.333815922
954.0,6,37,603006.0,6037603006.0,6030.06,Census Tract 6030.06,G5020,S,687534.0,0,LIC,1000320.609375,4029.90357722896
955.0,6,37,603801.0,6037603801.0,6047.01,Census Tract 6038.01,G5020,S,666616.0,0,Both,970060.54296875,3987.03526920388
956.0,6,37,700101.0,6037700101.0,7001.01,Census Tract 7001.01,G5020,S,674088.0,0,LIC,985383.92578125,5012.90310135818
957.0,6,37,406901.0,6037406901.0,4069.01,Census Tract 4069.01,G5020,S,954499.0,3490,Both,1399303.4140625,5988.28941839783
958.0,6,37,433101.0,6037433101.0,4331.01,Census Tract 4331.01,G5020,S,1490274.0,70816,Both,2280732.03515625,9501.49596660694
959.0,6,37,104500.0,6037104500.0,1045.0,Census Tract 1045,G5020,S,531002.0,0,Both,779197.625,4173.33512186787
960.0,6,37,104610.0,6037104610.0,1046.1,Census Tract 1046.10,G5020,S,592138.0,0,Both,869006.8125,4283.90748096501
961.0,6,37,104620.0,6037104620.0,1046.2,Census Tract 1046.20,G5020,S,531171.0,0,Both,779486.5859375,4173.36856345369
962.0,6,37,104701.0,6037104701.0,1047.01,Census Tract 1047.01,G5020,S,550504.0,0,Both,808058.515625,4097.8409150762
963.0,6,37,104810.0,6037104810.0,1048.1,Census Tract 1048.10,G5020,S,1123361.0,0,Both,1648225.58203125,5258.80529061989
964.0,6,37,125200.0,6037125200.0,1252.0,Census Tract 1252,G5020,S,1303249.0,498,LIC,1909052.1171875,5854.57645299858
965.0,6,37,406902.0,6037406902.0,4069.02,Census Tract 4069.02,G5020,S,1002352.0,0,LIC,1464002.8828125,5803.11555167918
966.0,6,37,407502.0,6037407502.0,4075.02,Census Tract 4075.02,G5020,S,1029828.0,0,LIC,1503691.85546875,5796.01399969443
967.0,6,13,303204.0,6013303204.0,3032.04,Census Tract 3032.04,G5020,S,2066325.0,0,LIC,3326677.984375,8873.28061103889
968.0,6,13,355110.0,6013355110.0,3551.1,Census Tract 3551.10,G5020,S,1791528.0,0,LIC,2887312.83203125,7472.63886493039
969.0,6,13,306004.0,6013306004.0,3060.04,Census Tract 3060.04,G5020,S,1665854.0,73543,LIC,2806370.125,8117.76143187546
970.0,6,37,107010.0,6037107010.0,1070.1,Census Tract 1070.10,G5020,S,684671.0,0,LIC,1005791.74609375,4792.95966354432
971.0,6,37,107020.0,6037107020.0,1070.2,Census Tract 1070.20,G5020,S,994806.0,0,LIC,1461227.19921875,5418.89427293035
972.0,6,19,6602.0,6019006602.0,66.02,Census Tract 66.02,G5020,S,2966185.0,0,Both,4610105.72265625,11266.9204343995
973.0,6,37,980030.0,6037980030.0,9800.3,Census Tract 9800.30,G5020,S,4248789.0,990973,DAC,7626914.74609375,12820.988285076
974.0,6,37,980033.0,6037980033.0,9800.33,Census Tract 9800.33,G5020,S,12666622.0,16036672,DAC,41622958.4140625,35296.1376105146
975.0,6,37,600303.0,6037600303.0,6003.03,Census Tract 6003.03,G5020,S,364537.0,0,Both,530931.6171875,3356.25464640832
976.0,6,37,602505.0,6037602505.0,6025.05,Census Tract 6025.05,G5020,S,323592.0,0,Both,470967.41015625,2912.31017596339
977.0,6,37,602506.0,6037602506.0,6025.06,Census Tract 6025.06,G5020,S,324667.0,0,Both,472552.55078125,2902.15649201963
978.0,6,37,123104.0,6037123104.0,1231.04,Census Tract 1231.04,G5020,S,781693.0,0,Both,1145101.49609375,4255.28571516358
979.0,6,37,123204.0,6037123204.0,1232.04,Census Tract 1232.04,G5020,S,324206.0,0,Both,475054.50390625,2926.71145391344
980.0,6,37,123206.0,6037123206.0,1232.06,Census Tract 1232.06,G5020,S,602849.0,0,Both,883332.05859375,3789.11302188952
981.0,6,37,123301.0,6037123301.0,1233.01,Census Tract 1233.01,G5020,S,1303487.0,0,Both,1910262.13671875,6532.01300419054
982.0,6,37,123303.0,6037123303.0,1233.03,Census Tract 1233.03,G5020,S,633404.0,0,Both,928188.796875,4814.27324348727
983.0,6,37,125310.0,6037125310.0,1253.1,Census Tract 1253.10,G5020,S,1053718.0,0,Both,1543112.67578125,7095.8204880559
984.0,6,37,127210.0,6037127210.0,1272.1,Census Tract 1272.10,G5020,S,1539726.0,1672,Both,2259341.84765625,7256.47026943667
985.0,6,37,127220.0,6037127220.0,1272.2,Census Tract 1272.20,G5020,S,652913.0,0,Both,956946.53125,3910.82789044059
986.0,6,37,127300.0,6037127300.0,1273.0,Census Tract 1273,G5020,S,1059237.0,0,Both,1552605.8828125,5562.35580788824
987.0,6,37,127400.0,6037127400.0,1274.0,Census Tract 1274,G5020,S,2157566.0,24074,Both,3197980.4296875,9274.76097529693
988.0,6,37,602507.0,6037602507.0,6025.07,Census Tract 6025.07,G5020,S,322627.0,0,Both,469543.6796875,2907.27094224221
989.0,6,37,240402.0,6037240402.0,2404.02,Census Tract 2404.02,G5020,S,601299.0,0,Both,875951.5,4091.21723501161
990.0,6,37,241001.0,6037241001.0,2410.01,Census Tract 2410.01,G5020,S,904091.0,2395,Both,1320066.6171875,6663.05247343591
991.0,6,37,533805.0,6037533805.0,5338.05,Census Tract 5338.05,G5020,S,432100.0,0,Both,629903.3515625,3885.02934492341
992.0,6,37,402405.0,6037402405.0,4024.05,Census Tract 4024.05,G5020,S,900372.0,0,Both,1315385.3515625,5250.46248033715
993.0,6,37,402705.0,6037402705.0,4027.05,Census Tract 4027.05,G5020,S,865507.0,0,LIC,1264582.453125,4779.4792841174
994.0,6,37,402706.0,6037402706.0,4027.06,Census Tract 4027.06,G5020,S,1073872.0,0,Both,1569017.546875,5112.57511938387
995.0,6,37,402803.0,6037402803.0,4028.03,Census Tract 4028.03,G5020,S,630282.0,0,Both,920379.3515625,3897.7532307434
996.0,6,37,402804.0,6037402804.0,4028.04,Census Tract 4028.04,G5020,S,1311060.0,0,Both,1914526.8125,5942.32705064571
997.0,6,37,402903.0,6037402903.0,4029.03,Census Tract 4029.03,G5020,S,1594421.0,0,Both,2327826.9765625,6268.2009624982
998.0,6,37,104108.0,6037104108.0,1041.08,Census Tract 1041.08,G5020,S,1096629.0,0,Both,1609868.90234375,7002.3272944996
999.0,6,37,106406.0,6037106406.0,1064.06,Census Tract 1064.06,G5020,S,2085950.0,916,LIC,3067105.109375,7904.99030666982
1000.0,6,37,109100.0,6037109100.0,1091.0,Census Tract 1091,G5020,S,2705905.0,0,Both,3972685.17578125,9730.88961061433
1001.0,6,37,109400.0,6037109400.0,1094.0,Census Tract 1094,G5020,S,1290834.0,0,LIC,1894762.76953125,6477.39001125116
1002.0,6,37,109500.0,6037109500.0,1095.0,Census Tract 1095,G5020,S,1194582.0,0,Both,1753691.22265625,7606.46646630664
1003.0,6,37,109601.0,6037109601.0,1096.01,Census Tract 1096.01,G5020,S,2214612.0,33284,LIC,3298812.64453125,7417.19136380713
1004.0,6,37,127520.0,6037127520.0,1275.2,Census Tract 1275.20,G5020,S,363717.0,0,Both,533254.328125,2948.41920578924
