168.shape_area,731936.73828125,692286.4296875
21.shape_area,495484.296875,1.60486121933594E8
116.tractce,442500.0,2800
4270.namelsad,CensusT ract 24.01,Census Tract 24.01
3534.namelsad,Census Tract 100.6,Census Tract 100.16
523.tractce,181600.0,3113
2861.namelsad,Census rTact 2.02,Census Tract 2.02
2557.namelsad,Census Traqct 62.01,Census Tract 62.01
175.aland,2327921.0,1308262
124.geoid,6.037502302E9,6001405301
440.tractce,139502.0,31704
497.objectid,4.0,497
469.aland,9429895.0,2310525
225.aland,3960101.0,13301305
3675.namelsad,Census Trac 102.04,Census Tract 102.04
4186.namelsad,Census Tract 3.01,Census Tract 53.01
1930.namevalue,138.0,101.0
85.shape_length,3382.65553130786,6244.30952771887
381.tractce,143200.0,213401
3549.tractce,6627,6600
39.tractce,139302.0,601801
1092.namevalue,4421.0,4332.0
296.namelsad,Census Tract 1835.10,Census Tract 10.05
427.shape_area,731936.73828125,1119580.10546875
377.shape_area,1687319.19140625,455768.46484375
399.objectid,10.0,399
607.shape_length,4907.77012789812,7588.67809777301
63.shape_length,2938.53692242629,94190.3353492453
26.namevalue,1432.0,5527.0
665.tractce,4140,4100
3312.tractce,2916,2905
606.shape_area,6132560.83203125,7192827.8671875
152.namevalue,1393.02,83.41
130.tractce,181600.0,2903
4127.namevalue,86.05,45.05
186.shape_area,9890641.5625,1645182.80859375
239.shape_area,1839324.02734375,1.23877325429688E7
482.shape_area,451313.2734375,2780239.97265625
446.namelsad,Census Tract 1836.10,Census Tract 435.05
3439.namelsad,Census Tract 112.20,Census Tract 112.02
534.geoid,6.0371432E9,6001436700
351.aland,2327921.0,901975
4483.namelsad,Cenosus Tract 21,Census Tract 21
361.namevalue,1395.02,2375.0
312.tractce,139200.0,3608
456.shape_length,7003.34503482317,8554.13138904747
412.shape_area,5.50723497617188E7,314993.20703125
4132.namevalue,99.0,10.0
200.shape_area,791809.5078125,272154.6171875
242.shape_length,3382.65553130786,4868.38726653348
276.shape_length,2938.53692242629,5998.55527078533
200.shape_length,3784.33595472837,2090.39228486532
530.objectid,15.0,530
207.tractce,3100.0,1906
3123.namelsad,Censsu Tract 124.01,Census Tract 124.01
2892.tractce,4271,4200
541.tractce,139502.0,437600
3494.namelsad,rCensus Tract 4072,Census Tract 4072
1981.namelsad,Census Trac 12.01,Census Tract 12.01
514.objectid,6.0,514
2858.namelsad,Censsu Tract 13,Census Tract 13
530.tractce,201402.0,436100
3027.namelsad,Census Trct 42,Census Tract 42
355.namevalue,2014.02,9.0
294.tractce,3012.0,8002
557.tractce,442500.0,440304
3667.tractce,7709,7701
3375.tractce,11211,11200
874.namelsad,Census Tractr 5041.02,Census Tract 5041.02
1984.namelsad,Cesus Tract 218.02,Census Tract 218.02
133.objectid,22.0,133
238.shape_length,4907.77012789812,12963.0979148533
420.shape_length,2938.53692242629,4705.5668843428
402.shape_area,615533.94140625,958666.1640625
4397.tractce,2742,2702
49.shape_area,3122277.35546875,1123191.57421875
2320.namelsad,Census Tract 4203,Census Tract 42.03
128.shape_area,1533835.921875,3060360.76953125
500.tractce,442500.0,4202
113.shape_area,625490.94921875,1176536.31640625
615.geoid,6.0014338E9,6037430723
297.objectid,30.0,297
373.tractce,45217.0,573202
21.geoid,6.037201301E9,6111001206
444.shape_area,714900.203125,6278464.24609375
402.tractce,1502.0,218400
347.shape_area,1415950.36328125,1025270.23828125
428.shape_area,1911762.359375,1159812.6484375
451.shape_length,3617.14066767908,11301.7930593016
741.tractce,10992,10900
2250.namelsad,Census Tract 1.704,Census Tract 17.04
126.namelsad,Census Tract 1816,Census Tract 306.02
1885.namelsad,Census Tratc 108.02,Census Tract 108.02
186.shape_length,67772.938908177,5229.32415106554
284.objectid,32.0,284
2470.tractce,144,102
620.geoid,6.037201301E9,6099000801
3508.namelsad,Census Tractc 48,Census Tract 48
578.shape_area,3053546.6171875,3787672.91015625
62.namelsad,Census Tract 1393.02,Census Tract 467
163.namevalue,2014.02,4620.01
451.aland,1250035.0,2176481
235.geoid,6.0770037E9,6071025000
4326.tractce,406573,406500
575.namelsad,Census Tract 1835.20,Census Tract 58.02
72.shape_length,6256.07826386147,126003.39815604
65.namevalue,1816.0,9401.0
2067.namevalue,146.0,110.0
439.namelsad,Census Tract 626.49,Census Tract 4082.02
441.shape_area,3122277.35546875,2063086.7890625
219.tractce,183300.0,576501
290.objectid,9.0,290
265.namelsad,Census Tract 1393.02,Census Tract 70.03
256.shape_area,553778.4921875,462460.14453125
404.tractce,109002.0,218600
4231.namevalue,96.0,3.0
2829.namelsad,Census Tract d2.01,Census Tract 2.01
3707.tractce,977,902
209.aland,3.4601272E7,751632
3236.namevalue,43.019999999999996,23.02
424.namelsad,Census Tract 30.12,Census Tract 2212.20
211.geoid,6.037602103E9,6071003801
453.shape_length,113296.394471338,6648.15532629297
4501.namelsad,Cnsus Tract 31.02,Census Tract 31.02
2874.namevalue,18.02,7.02
4181.tractce,3832,3803
473.aland,1.4357178E7,2024263
130.shape_length,7211.37944676736,7431.01210665314
410.geoid,6.037139302E9,6037267300
336.tractce,3700.0,197300
323.geoid,6.037239201E9,6053013700
380.tractce,442500.0,8913
263.namevalue,2.0,5023.02
403.objectid,7.0,403
290.namevalue,5313.02,49.01
161.shape_area,2836120.875,7084995.55859375
524.objectid,6.0,524
167.namelsad,Census Tract 3.03,Census Tract 2216.01
2329.namevalue,98.01,16.01
145.geoid,6.037139502E9,6107000401
304.shape_length,2938.53692242629,8701.66197961832
2865.namevalue,62.0,12.0
243.shape_area,1415950.36328125,1148784.96484375
330.shape_area,4111521.1875,863213.65625
421.namelsad,Census Tract 1122.01,Census Tract 2201
3235.namevalue,25.01,23.01
210.tractce,303.0,3505
3328.namevalue,444.0,401.0
2892.namelsad,Census Trract 42,Census Tract 42
147.geoid,6.03718531E9,6107000701
323.tractce,201401.0,13700
294.objectid,27.0,294
481.geoid,6.037201301E9,6071006500
372.shape_length,5170.05380973649,3500.58894887604
2046.namevalue,126.0,118.0
381.namevalue,1833.0,2134.01
2963.namelsad,Censkus Tract 19.02,Census Tract 19.02
400.namevalue,6015.02,2182.2
470.objectid,15.0,470
3396.tractce,401516,401500
609.shape_area,862740.98046875,4.32544629173047E9
82.namevalue,1816.0,9011.01
2509.tractce,7457,7403
2887.namevalue,90.0,4.0
176.shape_length,3617.14066767908,3555.27167068162
2866.namelsad,Census Tact 8,Census Tract 8
3525.tractce,5284,5200
204.shape_length,5182.11921080899,2084.19118559028
316.shape_area,714900.203125,2116602.0
304.aland,3369926.0,2825286
562.shape_area,2654640.94140625,1105171.125
592.objectid,1.0,592
363.tractce,139200.0,42723
94.shape_length,3617.14066767908,9316.12295748887
445.shape_area,1137301.79296875,2591941.90234375
497.shape_length,7003.34503482317,4486.07175539377
424.geoid,6.037139302E9,6037221220
270.namelsad,Census Tract 602,Census Tract 6.02
541.objectid,3.0,541
547.tractce,201301.0,3307
436.tractce,3109.0,239310
42.aland,835901.0,530846
205.namelsad,Census Tract 116.01,Census Tract 2122.03
429.shape_length,3617.14066767908,4232.8820563947
2877.namelsad,Censu sTract 6.04,Census Tract 6.04
4500.namevalue,88.01,30.01
3501.tractce,10142,10101
3825.tractce,1601,1502
430.namevalue,3.0,2328.0
811.namelsad,Census Tract 11.01,Census Tract 110.01
2562.tractce,6299,6202
214.tractce,139200.0,183620
340.shape_length,7877.4605034406,105361.197153088
151.shape_length,2938.53692242629,66399.1354492352
4521.tractce,10645,10602
1273.namelsad,Censuzs Tract 11,Census Tract 11
339.shape_area,3122277.35546875,2.51452273738281E8
249.aland,2327921.0,652269391
285.objectid,4.0,285
4094.namelsad,Cenus Tract 11.01,Census Tract 11.01
69.geoid,6.037602003E9,6065940400
365.aland,2.39480449E8,334942
2849.namelsad,Cesus Tract 5.02,Census Tract 5.02
3871.namelsad,Censusr Tract 8.01,Census Tract 8.01
2953.namelsad,Census Tract 9e.02,Census Tract 9.02
526.shape_length,6101.62882049654,6164.98703668937
3182.namelsad,Cenasus Tract 17,Census Tract 17
158.tractce,1700.0,13401
223.namelsad,Census Tract 3362.01,Census Tract 104.24
3542.tractce,781,701
529.geoid,6.107002602E9,6001436000
2880.namelsad,Census Tract p3.02,Census Tract 3.02
531.geoid,6.0770039E9,6001436200
326.geoid,6.03729481E9,6053000101
2858.namevalue,75.0,13.0
380.geoid,6.037201401E9,6067008913
576.geoid,6.037201401E9,6029006303
4734.namelsad,Census Tarct 13.04,Census Tract 13.04
361.aland,948156.0,337329
171.shape_length,7211.37944676736,3527.48033800162
261.tractce,183300.0,10800
66.namelsad,Census Tract 2013.01,Census Tract 445.22
2922.namelsad,Census Tract 403.m03,Census Tract 403.03
477.objectid,24.0,477
342.shape_area,1415950.36328125,6.12751899167969E8
321.aland,1152031.0,5542990
1996.namevalue,12.0,2.0
450.tractce,300.0,121800
1833.namevalue,39.0,37.0
356.shape_length,5706.54437597325,11775.6445330161
93.objectid,9.0,93
395.objectid,30.0,395
174.namevalue,1090.02,5047.0
3964.tractce,698,604
403.aland,801273.0,523255
348.namelsad,Census Tract 116.02,Census Tract 1990
588.tractce,442500.0,11900
2711.namevalue,62.0,61.0
440.shape_length,4882.74807317722,9285.91994625029
1440.namelsad,Census Tract 13,Census Tract 113
234.namevalue,30.12,114.03
2799.namelsad,Census Trac 12.06,Census Tract 12.06
473.namevalue,116.02,64.01
443.tractce,201301.0,121500
4685.namelsad,Censu Tract 11,Census Tract 11
2697.namevalue,4.0,2.0
248.aland,1047548.0,29023552
2525.namevalue,194.01,105.01
329.geoid,6.03718351E9,6037405101
