Paketti,Tilanne,Tiedosto,Kääntäjä,Ryhmä
gmpc-plugins,100% (13t;0f;0u),gmpc-tagedit/po/ru.po,julja,ru at li dot org
gmpc-plugins,100% (1t;0f;0u),gmpc-lyricwiki/po/ru.po,Maxim S.,ru at li dot org
xfswitch-plugin,100% (3t;0f;0u),po/ru.po,Pavel Labushev,xfce-i18n-ru at xfce dot org
byzanz,100% (52t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
emerillon,100% (86t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
indicator-session,100% (56t;0f;0u),po/ru.po,Eugene Marshal,Russian
snapper,100% (166t;0f;0u),po/ru.po,Novell language,language at novell dot com
refcard,100% (200t;0f;0u),po4a/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
alleyoop,100% (92t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
libisocodes,100% (5t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
ndisgtk,100% (27t;0f;0u),po/ru.po,Michael Sinchenko,ru at li dot org
cherrytree,100% (639t;0f;0u),locale/ru.po,Giuseppe Penone,kovtunos at yandex dot ru
kdevelop-php-docs,100% (15t;0f;0u),po/ru/kdevphpdocs.po,Alexander Lakhin,kde-russian at lists dot kde dot ru
jackeq,100% (21t;0f;0u),po/ru.po,Alexandre Prokoudine,ru at li dot org
evolution-rss,100% (161t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
moin,100% (933t;0f;0u),MoinMoin/i18n/ru.MoinMoin.po,Eugene Syromyatnikov,moin-devel at lists dot sourceforge dot net
gnome-phone-manager,100% (97t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
mat,100% (44t;0f;0u),po/ru.po,oulgocke,Russian (http://www dot transifex dot com/projects/p/torproject/language/ru/)
gnome-osd,100% (77t;0f;0u),po/ru.po,Sergei Zivukov,ru at li dot org
pdmenu,100% (22t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gimagereader,100% (240t;0f;0u),po/ru.po,Oleg Moiseichuk,Russian
plank,100% (45t;0f;0u),po/ru.po,Artem Anufrij,ru at li dot org
gfxboot,100% (82t;0f;0u),themes/openSUSE/po/ru.po,Alexander Melentiev,opensuse-translation-ru at opensuse dot org
padre,100% (1415t;0f;0u),share/locale/ru.po,Vladimir Lettiev,Russian
gui-apt-key,100% (29t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gwakeonlan,100% (26t;0f;0u),po/ru.po,HsH,Russian
pidgin-festival,100% (21t;0f;0u),po/ru.po,Lupin Demid,
flare-engine,100% (226t;0f;0u),mods/default/languages/engine.ru.po,Sergey Basalaev,Russian https://github dot com/SBasalaev/flare-game/wiki/
focuswriter,100% (7t;0f;0u),resources/unix/po/ru.po,Serhii Haifullin,
flare-game,100% (270t;0f;0u),mods/alpha_demo/languages/data.ru.po,Sergey Basalaev,ru at li dot org
flare-game,100% (226t;0f;0u),mods/default/languages/engine.ru.po,Sergey Basalaev,Russian https://github dot com/SBasalaev/flare-game/wiki/
flare-game,100% (251t;0f;0u),mods/fantasycore/languages/data.ru.po,Sergey Basalaev,ru at li dot org
python-django-registration,100% (17t;0f;0u),registration/locale/ru/LC_MESSAGES/django.po,,
gnomint,100% (701t;0f;0u),po/ru.po,David Marín,ru at li dot org
calcurse,100% (479t;0f;0u),po/ru.po,Aleksey Mekhonoshin,
firewalld,100% (313t;0f;0u),po/ru.po,Yulia,
gxneur,100% (218t;0f;0u),po/ru.po,Crew,русский
gkdebconf,100% (27t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
upnp-router-control,100% (50t;0f;0u),po/ru.po,Alexander 'FONTER' Zinin,ru at li dot org
win32-loader,100% (66t;0f;0u),l10n/po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
gnac,100% (312t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gnac,100% (25t;0f;0u),help/ru/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
kradio4,100% (7t;0f;0u),convert-presets/po/ru.po,Алексей,kde-russian at lists dot kde dot ru
kradio4,100% (155t;0f;0u),po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (93t;0f;0u),plugins/alsa-sound/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (84t;0f;0u),plugins/v4lradio/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (10t;0f;0u),plugins/gui-quickbar/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (46t;0f;0u),plugins/radio/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (38t;0f;0u),plugins/oss-sound/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (4t;0f;0u),plugins/mpris/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (51t;0f;0u),plugins/internetradio/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (3t;0f;0u),plugins/soundserver/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (2t;0f;0u),plugins/dbus/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (52t;0f;0u),plugins/lirc/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (49t;0f;0u),plugins/gui-standard-display/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (42t;0f;0u),plugins/gui-docking-menu/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (32t;0f;0u),plugins/shortcuts/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (81t;0f;0u),plugins/recording/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (15t;0f;0u),plugins/timeshifter/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (13t;0f;0u),plugins/gui-error-log/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (39t;0f;0u),plugins/timecontrol/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
kradio4,100% (42t;0f;0u),plugins/streaming/po/ru.po,Алексей Кузнецов,kde-russian at lists dot kde dot ru
opendict,100% (269t;0f;0u),po/ru.po,AlexL,
quarry,100% (447t;0f;0u),po/ru.po,Paul Pogonyshev,ru at li dot org
yad,100% (302t;0f;0u),po/ru.po,Victor Ananjevsky,Russian
lightdm-kde,100% (11t;0f;0u),po/ru/lightdm_theme_userbar.po,Yuri Efremov,kde-russian at lists dot kde dot ru
lightdm-kde,100% (14t;0f;0u),po/ru/lightdm_theme_classic.po,Yuri Efremov,kde-russian at lists dot kde dot ru
espeak-gui,100% (24t;0f;0u),po/ru.po,devcode,ru at li dot org
djvusmooth,100% (159t;0f;0u),po/ru.po,Kyrill Detinov,openSUSE Translation Team
sushi,100% (6t;0f;0u),nigiri/po/ru.po,Michael Kuhn,Russian
sushi,100% (33t;0f;0u),maki/po/ru.po,Michael Kuhn,Russian
libpam-unix2,100% (46t;0f;0u),po/ru.po,Aleksey Osipov,opensuse-translation-ru at opensuse dot org
modem-manager-gui,100% (86t;0f;0u),help/ru.po,Alex,Russian (http://www dot transifex dot com/projects/p/modem-manager-gui/language/ru/)
modem-manager-gui,100% (359t;0f;0u),po/ru.po,Alex,Russian (http://www dot transifex dot com/projects/p/modem-manager-gui/language/ru/)
modem-manager-gui,100% (12t;0f;0u),appdata/ru.po,Alex,Russian (http://www dot transifex dot com/projects/p/modem-manager-gui/language/ru/)
modem-manager-gui,100% (27t;0f;0u),man/ru.po,Alex,Russian (http://www dot transifex dot com/projects/p/modem-manager-gui/language/ru/)
udevil,100% (214t;0f;0u),po/ru.po,ignorantguru,Russian (http://www dot transifex dot com/projects/p/udevil/language/ru/)
gnome-weather,100% (42t;0f;0u),po/ru.po,Stas Solovey,gnome-cyr at gnome dot org
spek,100% (43t;0f;0u),po/ru.po,Alexander Kojevnikov,Russian (http://www dot transifex dot com/projects/p/spek/language/ru/)
sdcv,100% (24t;0f;0u),po/ru.po,Evgeniy Dushistov,ru at li dot org
flush,100% (604t;0f;0u),po/ru.po,Dmitry Konishchev,
gnome-web-photo,100% (58t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
sugar-toolkit-gtk3,100% (40t;0f;0u),po/ru.po,Chris,
x-tile,100% (150t;0f;0u),locale/ru.po,Andriy Kovtun,Russian
frogr,100% (56t;0f;0u),help/ru/ru.po,Yuri Kozlov,gnome-cyr at gnome dot org
mate-netbook,100% (11t;0f;0u),po/ru.po,Alexei Sorokin,Russian (http://www dot transifex dot com/projects/p/MATE/language/ru/)
citadel,100% (60t;0f;0u),po/citadel-setup/ru.po,Alexander Vrublevskiy,debian-l10n-russian at lists dot debian dot org
binutils-h8300-hms,100% (979t;0f;0u),binutils/po/ru.po,Pavel Maryanov,ru at li dot org
django-tables,100% (4t;0f;0u),django_tables2/locale/ru/LC_MESSAGES/django.po,Andrii Pryz,well dot i dot beta at gmail dot com
blam,100% (93t;0f;0u),po/ru.po,Valek Filippov,gnome-cyr at gnome dot org
deb-gview,100% (54t;0f;0u),po/ru.po,Yuri Kozlov,debian-l10n-russian at lists dot debian dot org
devilspie2,100% (34t;0f;0u),po/ru.po,Roman V. Nikolaev,Russian
ubuntu-packaging-guide,100% (751t;0f;0u),po/ru.po,Daniel Holbach,ru at li dot org
python-django-extensions,100% (14t;0f;0u),django_extensions/locale/ru/LC_MESSAGES/django.po,,
aptoncd,100% (157t;0f;0u),po/ru.po,Sergei Sedov,ru at li dot org
gkrellm-mailwatch,100% (25t;0f;0u),po/ru.po,Aleksander,ru at li dot org
kio-gopher,100% (5t;0f;0u),po/ru/kio_gopher.po,Nick Shaforostoff,kde-russian at lists dot kde dot ru
cycle,100% (65t;0f;0u),msg/ru.po,,
horizon,100% (141t;0f;0u),horizon/locale/ru/LC_MESSAGES/djangojs.po,Ilya Alekseyev,Russian (http://www dot transifex dot com/projects/p/horizon/language/ru/)
php-horde-icalendar,100% (1t;0f;0u),Horde_Icalendar-2.1.1/locale/ru/LC_MESSAGES/Horde_Icalendar.po,Automatically generated,i18n at lists dot horde dot org
virtaal,100% (426t;0f;0u),po/ru.po,Oleg,Translate dot org dot za
php-horde-logintasks,100% (5t;0f;0u),Horde_LoginTasks-2.0.4/locale/ru/LC_MESSAGES/Horde_LoginTasks.po,Automatically generated,i18n at lists dot horde dot org
php-horde-perms,100% (5t;0f;0u),Horde_Perms-2.1.5/locale/ru/LC_MESSAGES/Horde_Perms.po,Automatically generated,i18n at lists dot horde dot org
postr,100% (59t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
freeipa,100% (337t;0f;0u),install/po/ru.po,Petr Viktorin,
keystone,100% (1t;0f;0u),keystone/locale/ru/LC_MESSAGES/keystone-log-critical.po,openstackjenkins,
kdesignerplugin,100% (9t;0f;0u),po/ru/kdesignerplugin5_qt.po,Alexander Potashev,kde-russian at lists dot kde dot ru
almanah,100% (126t;0f;0u),po/ru.po,Yuri Myasoedov,gnome-cyr at gnome dot org
gcab,100% (32t;0f;0u),po/ru.po,Dmitriy S. Seregin,gnome-cyr at gnome dot org
openteacher,100% (9t;0f;0u),openteacher/modules/org/openteacher/flashcardexchangeApi/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/noteCalculators/american/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/noteCalculators/french/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/noteCalculators/german/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/noteCalculators/percents/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/noteCalculators/dutch/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/noteCalculators/ects/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (16t;0f;0u),openteacher/modules/org/openteacher/typingTutor/main/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/chars/cyrillic/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/chars/greek/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/chars/symbols/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/lessonTypes/allOnce/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (5t;0f;0u),openteacher/modules/org/openteacher/lessonTypes/interval/translations/ru.po,facepalm,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/lessonTypes/smart/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (10t;0f;0u),openteacher/modules/org/openteacher/userDocumentation/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/noteCalculatorChooser/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (4t;0f;0u),openteacher/modules/org/openteacher/startWidget/translations/ru.po,Egor Bushmelyov,ru at li dot org
openteacher,100% (6t;0f;0u),openteacher/modules/org/openteacher/teachTypes/repeatAnswer/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/teachTypes/typing/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (6t;0f;0u),openteacher/modules/org/openteacher/teachTypes/hangman/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (7t;0f;0u),openteacher/modules/org/openteacher/teachTypes/inMind/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/teachTypes/shuffleAnswer/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/t2k/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/teachmaster/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/abbyy/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/voca/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/ovr/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/jvlt/translations/ru.po,AleXanDeR_G,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/granule/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/csv_/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/apkg/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/anki2/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/flashqard/translations/ru.po,AleXanDeR_G,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/ot/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/pauker/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/anki/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/wrts/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/vocabularium/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/domingo/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/kvtml/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/backpack/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/overhoor/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/vtrainTxt/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/mnemosyne/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/ottp/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/vokabelTrainer/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/gnuVocabTrain/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/otwd/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/otmd/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/ludem/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/loaders/cuecard/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/loaderGui/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (8t;0f;0u),openteacher/modules/org/openteacher/inputTyping/gui/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/t2k/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/wordsHtml/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (4t;0f;0u),openteacher/modules/org/openteacher/savers/txt/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/savers/csv_/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/odt/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/png/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/mediaHtml/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/ot/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/wrts/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/pdf/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/kvtml/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/topoHtml/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/ottp/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/savers/otwd/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (4t;0f;0u),openteacher/modules/org/openteacher/savers/otmd/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/mobileGenerator/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (8t;0f;0u),openteacher/modules/org/openteacher/studyStackApi/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/settingsFilterer/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/teacher/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/wordsOnly/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/help/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/studentAtHome/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/testServer/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/selfstudy/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/all/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/profileDescriptions/studentAtSchool/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (4t;0f;0u),openteacher/modules/org/openteacher/textToSpeech/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (21t;0f;0u),openteacher/modules/org/openteacher/gui/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (8t;0f;0u),openteacher/modules/org/openteacher/testsViewer/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (26t;0f;0u),openteacher/modules/org/openteacher/wrtsApi/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/print/words/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/friendlyTranslationNames/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/translator/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/progressViewer/translations/ru.po,facepalm,ru at li dot org
openteacher,100% (7t;0f;0u),openteacher/modules/org/openteacher/testViewer/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (8t;0f;0u),openteacher/modules/org/openteacher/teachers/topo/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/teachers/media/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (9t;0f;0u),openteacher/modules/org/openteacher/teachers/words/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (8t;0f;0u),openteacher/modules/org/openteacher/openteacherAuthors/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/listModifiers/wordsNeverAnsweredCorrectly/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/listModifiers/random_/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/listModifiers/hardWords/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/listModifiers/reverse/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/listModifiers/sort/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (8t;0f;0u),openteacher/modules/org/openteacher/uiController/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/recentlyOpened/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/hiddenBrowser/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (11t;0f;0u),openteacher/modules/org/openteacher/vocatrainApi/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/testTypes/topo/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (5t;0f;0u),openteacher/modules/org/openteacher/testTypes/media/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (9t;0f;0u),openteacher/modules/org/openteacher/testTypes/words/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (6t;0f;0u),openteacher/modules/org/openteacher/metadata/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/dialogs/documentation/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/dialogs/settings/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (6t;0f;0u),openteacher/modules/org/openteacher/dialogs/about/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (12t;0f;0u),openteacher/modules/org/openteacher/enterers/topo/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (5t;0f;0u),openteacher/modules/org/openteacher/enterers/plainTextWords/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (8t;0f;0u),openteacher/modules/org/openteacher/quizletApi/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (4t;0f;0u),openteacher/modules/org/openteacher/mediaDisplay/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/execute/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/ttsProviders/topo/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (2t;0f;0u),openteacher/modules/org/openteacher/ttsProviders/words/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (6t;0f;0u),openteacher/modules/org/openteacher/lessonDialogs/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (3t;0f;0u),openteacher/modules/org/openteacher/lessons/topo/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (5t;0f;0u),openteacher/modules/org/openteacher/lessons/words/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (5t;0f;0u),openteacher/modules/org/openteacher/topoMaps/translations/ru.po,Nkolay Parukhin,ru at li dot org
openteacher,100% (1t;0f;0u),openteacher/modules/org/openteacher/settingsWidget/language/translations/ru.po,Nkolay Parukhin,ru at li dot org
