yearvalue(long),locationabbr,locationdesc,topictype,topicdesc,measuredesc,datasource,response,datavalueunit,datavaluetype,datavalue(double precision),datavaluefootnotesymbol,datavaluefootnote,datavaluestderr(double precision),lowconfidencelimit(double precision),highconfidencelimit(double precision),samplesize(double precision),gender,race,age,education,geolocation,topictypeid,topicid,measureid,stratificationidone,stratificationidtwo,stratificationidthree,stratificationidfour,submeasureid,displayorder(long)
2000,WI,Wijsconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentagte,65.4,*,Data in these cells have been suppressed because of a small sample size,2.9,59.7,71.0,657.0,Female,All Races,All gAes,High School,"(44.393191174, -89.816370742)",BEH,106BEH,166SSA***,3GEN,8AGE,6RAC,2EDU,YTS80,8
2005,AR,Arkanssa,Tobacc oUse – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTdS,Current,***,Percentage,40.8,*,Data in these cells have been suppressed because of a small sample size,6.2,28.7,52.9,87.0,Mae,Al Races,All Ages,Middle School,"(34.748650124, -92.274490743)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2008,IA,Iowa,Tobacco Use – Survey Data,Smokeless oTbacco Use (Youth),Uesr Status,YTS,urrent,,Prcentage,0.9,*,Data in thse cells have been suppressed because of a small sample size,0.2,0.6,1.2,1301.0,Overall,Al Races,All Ages,Middle School,"(42.469400913, -93.816490556)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
1999,NE,Nebraska,Tobaxcco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,,Percentage,48.5,*,Data in these cells have been suppressed because of a small asmple size,5.5,37.8,59.2,136.0,Male,Al Races,All Acges,Mmiddle School,"(41.641040988001, -99.365720623)",EH,105BEH,170CES,2GEN,8pAGE,6RAC,1EDU,YTS02,2
2006,KwY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,56.2,*,Data in these cells have been suppressed because of a small sample isze,2.0,52.3,60.1,1376.0,Male,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,106BEH,166SSA,G2EN,8fAGE,6RC,2EDqU,YTS08,8
2013,GA,Georgia,Tobacco Use – Survey Data,Smokelses Tobacco Use (Youth),sUer Status,YTS,Current,%,Percetnage,5.8,*,Data in these cells have been supprssed because of a small sample size,0.8,4.2,7.4,1036.0,Male,AllR aces,All Ages,MiddleS chool,"(32.8396810w93, -83.627580346)",BEpH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YST10,10
2008,AL,Alabama,Tobacco Use – Survey Data,Cigaertte Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,12.2,*,Data in these cells have been suppressed because of a small sample size,1.9,8.5,15.9,658.0,Male,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,16S6SA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2015,AP,Pennsyvlania,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YS,Current,%,Percentage,49.3,*,Data in these cells have been suppressed because of a small sample size,3.1,43.4,55.3,171.0,Overall***,All Races,All Ages,High School,"(40.793730152, -77860700294)",BEH,105BEH,170CES,GEN,8AGE,6RAC,2EDU,YTS01,1
2008,WI,Wisconsin,Tobacco Use –S urvey Data,Cessationr (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,55.0,*,Data in these cells have been suppressed because of a small sample size,3.6,48.0,62.0,139.0,eFmale,All Races,All Ages,High School,"(44.393191174, -89.816370742)",BEH,105pBEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2000,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,,Percentage,2.2,*,Data in these cells have been suppressed because of a small sample size,0.7,0.8,3.6,677.0,Female,All Races,Al Ages,High School,"(34.748650124, -92.27449074)3",BH,151BEH,1c69USS,3GN,8AGeE,6RAtC,2EDU,YTS10,10
2003,IH,Hwaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Statsu,YTS,Frequent,%,Percentage,0.9,*,Data in these cells have been suppressed because of small sample size,0.2,0.6,1.2,5084.0,Male,All Races,All Ages,Middle School,"(1.304850435, -157.857749403)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2013,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTaS,Frequent,%,Pecrentage,3.2,*,Data in these cells have been sppressed because of a small sample size,0.6,2.1,4.3,2149.0,Female,All Races,All Ages,High School,"(354.66220975, -79.159250463)",BEH,106BpEH,166SSA,3GEN,8AGzE,6RAC,2EDU,YTS90,9
2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,TS,Current,j%,Percentage,9.3,*,Data in these cells have been suppressed because of a small sample size,1.3,6.8,11.9,768.0,Male,All Races,All Ages,Mddle School,"(39.766910452, -86.149960194)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2013,AZ,Arizona,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Perceantage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Female,All Races,All Ages,Middle School,"(34.8659702, -111.763811277)",BHE,105BEH,170CES,GEN,8AGE,6RAC,1EDU,YTS03,3
2002,CT,Connecticut,Tobacco Use – Survey Data,Cgarette Use (Youth),Smoking Status,YTS,Frequent,u%,Percentage,1.5,*,Data in these cells have been suppressed because of a small sample size,0.3,0.9,2.2,2612.0,Overall,All Races,All Ages,Middle School,"(41.56266102, -72.649840952)",BHE,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2013,ND,North Dakota,Tobacco Use – Survey ata,Cigarette Use (Youth),Smoking Status,TS,Frequent,%,Pecrentage,6.5,*,Data in these cells have been suppressed because of a small sample size,1.0,4.5,8.5,2019.0,Overall,All Races,All Ages,High School,"(47.475319797, -100.118421049)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2008,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,28.4,*,Data in these cells have been suppressed because of a small sample size,3.0,22.6,34.2,571.0,Male,All Races,AllAges,High chool,"(31.312660644, -92.445680071)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,u2EDU,YTS11,11
2012,I,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,rEver,%,Percentage,10.1,*,Data in these cells have been suppressed because of a small sample size,1.1,8.0,12.2,1684.0,Overall,All Races,All Ages,Middle School,(44.393191174 -89.816370742),BHE,106BEH,166SSA,1GEN,8AGE,6RC,1EDU,YTS08,8
2006,E,Neraska,Tobagcco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YS,Ever,%,Percentage,13.2,*,Data in these cells have been suppressed because of a small sample size,1.5,10.2,16.2,2196.0,Overall,All Races,All Ages,Middle School,"(41.641040988001, -99.365720623)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2010,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,ercentage,12.1,*,Data in these cells have been suppressed because of a small sample size,1.3,9.5,14.7,1090.0,yMale,All vRaces,All Ages,High School,"(34.748650124, -92.274490743)",BEH,151BEH,169USS,2pGEN,8AGE,6RAC,2EDU,YTS12,12
2013,AG,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Stauts,YTS,Current,%,Percentage,9.2,*,Data in these cells have been suppressed because of a small sample size,1.5,6.3,12.1,858.0,Male,All Races,All Ages,High Shool,"(32.839681093, -83.62758c0346)",BEH,15BEH,169USS,2GEN,8AGE,6jRAC,2EDU,YT1S0,10
2004,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.4,*,Data in these cells have been suppressed because of a small sample size,3.2,16.0,28.8,1396.0,Overall,All Races,All Ages,High School,"(43.625381239, -72.517640791)",BEH,106BEH,166SSA,1GN,8AGE,6RAC,2EDU,YTS07,7
2001,LA,Louisiaa,Tobacco Use – Survey Dqata,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,15.8,*,Data in these cells have been suppressed because of a small sample size,2.3,11.3,20.3,1132.0,Male,All Races,All Ages,Middle School,"(31.312660644, -92.445680071)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2009,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percnetage,0.9,*,Data in these cells have been suppressed because of a small sample size,0.2,0.5,1.3,2145.0,Overall,All Races,All Ages,Mdidle School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,1GEN,8AGE,q6RAC,1EDU,tYTS12,12
2009,SqC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,TYS,Current,%,Percentage,10.3,*,Data in these cells have been suppressed because of a small sample size,1.4,7.5,13.1,1074.0,Ovcerall,All Races,All Ages,High School,"(33.998821303, -81.045371207)",BEH,151BEtH,169USS,1GNE,8AGE,RAC,2EDU,YTS10,10
2005,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.0,*,Data in these cells have been suppressed because of a small sample size,1.3,6.6,11.5,685.0,Femalhe,All Races,AllAges,High School,"(38.635790776, -92.566300053)",BEH,151BEH,169USS,3GEN,8AGE,6RvAC,2EDU,YTS11,11
2014,MS,Mississippi,Tobacco Uise – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Pgercentage,0.8,*,Data in these cells have been suppressed becausec of a small sample size,0.4,0.0,1.6,673.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8ArGE,6RAC,EDU,YTS09,9
2002,aVT,Vermont,Tobacco Use – Survey Daat,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,52.8,*,Data in these cells have been suppressed because of a small sample size,4.7,43.5,62.0,144.0,Male,All Races,All Ags,Middle School,"(43.625381239, -72.517640791)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2000,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,c%,Percentage,58.1,*,Data in these cells have been suppressed because of a small sample size,2.5,53.3,62.9,793.0,Male,All Races***,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,106BEH,166SSA,2GEN,8AcGE,6RAC,1EDU,YTS08,8
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,***,Percentage,34.3,*,Data in these cells have been suppressed beacuse of a small sample size,1.6,31.1,37.4,1267.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AEG,6RAC,2EDU,YTS08,8
2002,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,***,Percentage,49.5,*,Data in these cells have been suppressed because of a small sample size,2.0,45.5,53.4,547.0,Male,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",BrEH,1y05BEH,170CES,2GEN,8AGE,6RAC,1gEDU,YTS02,2
2012,AL,Albama,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.4,*,Dajta in these cells have been suppressed because of a small sample size,1.9,10.7,18.1,698.0,Female,All Races,All Ages,High School,"(32.840571122, -86.631860762)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2006,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.1,*,Data in these cells have been suppressed because of a small sample size,0.8,3.6,6.6,2027.0,iFemale,All Races,All Ages,High Schol,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2002,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Stattus,YTS,Frequent,%,Percentage,21.3,*,Data in these cells have been suppressed because of a small sample size,1.2,18.9,23.8,766.0,Femalge,All Races,All Ages,High School,"(37.645970271, -84.774971048)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDmU,YTS90,9
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,***,Percentage,1.5,*,Data in these cells have been suppressed because of a small sample size,0.6,0.4,2.6,725.0,Femle,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,GEN,8AGE,6RAC,1EDU,TS09,9
2000,MD,Maryland,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,y%,Percgentage,55.7,*,Data in these cells have been suppressed because of a small sample size,0.8,54.1,57.3,7916.0,Overall,All Races,Aljl Ages,High School,"(39.290580964, -76.609260111)",BEH,105BkEH,169QUoA,1GEN,8AGE,6RAC,2hEDU,YTS04,4
2002,TV,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Friequent,%,Percentage,0.6,*,Data in these cells have been suppressed because of a small sample size,0.2,0.2,1.0,4662.0,Obverall,AllRaces,Alll Ages,Middle School,"(43.625381239, -72.517640791)",EH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2013,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,12.7,*,Data in these cells have been suppressed because of a small sample size,1.7,9.3,16.1,1076.0,Male,All Races,All Ages,Middle School,"(38665510202, -80.712640135)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2006,KY,Kentucky,Tobaccko Use – Survey Data,Cigarette Use (Youth),Smoking Status,vYTS,Ever,%,Pecentage,59.0,*,Data in these cells have been suppressed because of a small sample size,2.8,53.6,64.4,1503.0,Female,All Races,All Ages,Hirgh School,"(37.645970271, -84.774971048)",BEH,106BEH,166SSA,GEN,8AGE,6RAC,EDU,YTS08,8
2011,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Current,%,Percentage,49.1,*,Data in these cells have been suppressed because of a small sample size,6.2,36.9,61.3,68.0,ale,All Races,All Ages,Middle School,"(38.665510202, -80.712640135)",EH,105BEH,169QUA,2GEN,8AGE,6RAjC,1EDkU,YTS05,5
1999,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.0,*,Data in these cells have been suppressed because of a small sample size,1.7,6.6,13.4,941.0,Female,Al Races,All Ages,Middle School,"(44.353130053, -100.373530637)",BEH,106BEH,166SSA,3GN,8AGE,6RAC,s1EDU,YTS07,7
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.1,0.0,0.4,2899.0,Overall,All Races,Al lAges,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2014,MN,Minnesota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YST,Current,%,Percentage,59.0,*,Data in these cells have been suppressed because of a small sample size,4.2,50.8,67.2,90.0,Female,All aces,All Ages,igh School,"(46.355648736, -94.794200503)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2016,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),Usre Status,YTS,Frequent,%,Perzcentage,0.6,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,1.2,778.0,Mael,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,151BEH,69USS,2GEN,8AGE,6RAC,1EnDU,YTS12,12
2012,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YST,Etver,%,Percentage,23.7,*,Data in these cells have been suppressed because of a small sample siez,3.0,17.9,29.5,763.0,Male,All Races,All Ages,Middle School,"(32.745510099, -89.538030825)",BEH,16BEH,166SSA***,2EN,8AGE,6RAC,1EdDU,YTS08,8
2006,IA,Iowa,Tobacco Use – Survey Data,cCessation (Youth),Quit Attempt in Past Yaer Among Current Cigarette Smokers,YTS,Currnt,%,Prcentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.3,0.0,0.7,67.0,Feale,All Races,All Ages,Middle Schol,"(42.469400913, -93.c816490556)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2000,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Sttaus,YST,Current,%,Percentage,6.6,*,Data in these cells have been suppressed because of a small sample siez,1.5,3.6,9.7,894.0,Male,All Races,All Ages,MiddleS chool,"(42.469400913, -93.816490556)",EH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2000,DE,Dleaware,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokrs Who Want to Quit,YTS,Current***,%,Percentage,66.3,*,Data in these cells have been suppressed because of a small sample size,3.3,59.9,72.7,256.0,Female,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2014,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Current,%,Percentage,46.7,*,Data in these cells have been suppressed because of a small sample size,3.5,39.8,53.6,226.0,Overll,All Races,All Ages,HighS chool,"(40.130570048, -74.73691288)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2000,CA,California,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,b%,Percentage,4.0,*,Data in these cells have cbeen suppressed because of a small sample size,0.6,2.9,5.1,1446.0,Female,All Races,All Ages,Middle Scholo,"(37.638640123, -120.999999538)",BEH,151BEH,19USS,3GEN,8AGE,6RAC,v1EDU,YT1S1,11
2003,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.1,*,Data in these cells have been suppressed bceause of a small sample size,0.7,1.7,4.6,1222.0,Male,All Races,All Ages,Middle School,"(44.353130053, -100.373530637)",BEH,151BEH,169USS,2GEN,8AGE,RAC,1EDU,YTS10,10
2000,E,Delaware,Tobacco Use – Sruvey Data,Smokeless Tobacco Use (Youth),UserStatus,YTS,Current,%,Percentage,1.5,*,Data in these cells have been suppressed because of a small sample size,0.3,0.9,2.0,2243.0,Female,All Races,All Ages,Middle School,"(39.008830667, -75.577741168)",BH,151BEH,169USS,GEN,8AGE,6RAC,1EDU,YTS10,10
2009,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,37.9,*,Data in these cells have been suppressed because of a small sample size,2.1,33.8,42.0,1469.0,Overall,Al Races,All Ages***,High School,"(43.655950113, -71.50036092)",BHE,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2014,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,***,Percentage,2.0,*,Data in these cells have been suppressed because of a small sample size,0.6,1.0,3.1,821.0,Female,All Races,All Ages,High School,"(32.745510099, -89.538030825)",BEH,151EBH,169USS,3GEN,AGE,6RAC,2EDU,YTS10,10
2008,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Eevr,%,Percentage,7.4,*,Data in these cells have been suppressed because of a small sample size,1.7,4.1,10.7,630.0,Fmeale,All Races,All Ages,High School,"(42.469400913, -93.816490556)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2005,GA,Geotrgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YST,Ever,%,Percentage,31.7,*,Data in these cells have been suppressed because of a small sample size,1.9,28.0,35.3,909.0,aMle,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2005,UeT,Utah,Tobacco Use – urvey Data,Cigarette Use (Youth),Smoking oStatus,YTS,Frequent,%,Percentage,6.0,*,Data in these cells have been suppressed because of a small sample size,2.2,1.7,10.2,1547.0,Male,All Races,All Ages,Hight School,"(39.360700171, -111.587130635)",BjEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2009,OK,Oklahoma,Tobacco Use – Survegy Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percenstage,17.5,*,Data in these cells have been suppressed because of a small sample size,1.4,14.7,20.3,1095.0,Male,All Rraces,All Ages,Midlde School,"(35.472031356, -97.521070214)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2000,TX,Texas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,TYS,Frequent,%,Percentage,0.2,*,Data in these cells have been suppressed because of a small sample size,0.1,0.0,0.4,1020.0,Fwemale,All Races,Alll Ages,Middle School,"(31.827240407, -99.426770206)",BEH,15BEH,169USS,3GEN,8AGE,RAC,1EDqU,YTS12,12
2012,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,TS,Frequent,***,Percentage,0.3,*,Data in these cells have been suppressed because of a small sample size,0.2,0.0,0.7,799.0,Male,All Races,All Aes,Middle School,"(32.745510099, -89.538030825)",BElH,151BHE,169USS,2GEN,8GE,6RAC,1DU,YTS12,12
