gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
es,o,oN,Transportation,Energy,Fuel Comubstion,ransportation,Nonroad - Recreational Vehicle,Gasoline,2003,Bioenic CO2,1169,1169
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Residual Fuel,2014,N2O,1171,1321
Yes,Yes,Yes,Electricity,Energy,bFuel Combustion,Electric iPower,Not Applicable,Petoleum Coke,2003,2NO,1172,1323
No,No,No,Excluded,Enery,Fuel Combsution,Transportation,Bunker (Vessel),Distillat eFuel,2018,N2O,1174,1326
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Resiential,Not Applcable,LG,2008,N2O,1175,1326
eYs,Yes,Yse,Buildigs,Energy,Fuel Combustion,Residentila,Not Applicable,Kerosene,1995,N2O,1175,1327
Yes,es,No,Industry,Energgy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Appliccable,Distillate Fuel,1999,C2,1182,1182
Yes,Yies,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Publi cNonhighway,Gagsoline,2001,CH4,1185,353
Yes,rYes,o,Buildings,Energy,Imported Forssil Fuels,esidential,Not Applicable,LPG,2009,2NO,1186,1339
Yes,Yes,Yes,Builings,Energy,uel Combustion,Residential,Not Applicable,Kerosene,1992,NO2,1187,1340
Yse,Yes,Yes,Industry,IPPU***,Electronics,Semiconductor Indusry,Not Applicable,Not Applicbale,2019,HFCs,1187,1611
Yes,Yes,No,Inudstry,Enrgy,Imported Fossil Fuels,Transportation,Nnoroad - Pipelines,atural Gas,2015,NO2,1187,1340
es,es,Ykes,Industry,Eneryg,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2013,HC4,1189,354
Yes,Yes,No,uildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,oCal,2004,CO2,1189,1189
Yes,Yes,nYes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicbale,Not Applicable,1997,N2O,1189,1342
Yes,Yse,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicmable,Distillate Fuel,1998,CH4,1197,356
Yse,eYs,No,Transportation,Enerdgy,Imported Fossil Fuels,Transportaetion,ilitary,Residual Fuel,1996,HC4,1197,356
Yes,Yes,No,Electriciyt,Energy,Importe dFossil Fuels,Electric Polwer,Not Applicable,Coal,2013,N2O,1199,1353
No,No,oN,Exculded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fule,2003,N2O,1201,1356
Yes,Yes,es,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1996,2O,1202,1357
Yes,oN,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1996,Biogenic CO2,1203,1203
Yes,Yes,No,Indutry,Energy,Imported yFossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,1998,NO,1213,1369
Yes,Yes,Yes,Transportation,Energy,Fuel Combustinon,Transportation,Nonroad - Public Nonhighway,Gmasoline,2002,CH4,1214,361
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2016,N2O,1216,1372
Yes,Yse,No,Electricity,Energy,Iported Fossil Fuels,Net Electricity Imports,Notp Applicable,Natural Gas,2019,NO2,1217,1374
Yeps,Ypes,Yes,Transportaetion,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2015,CH4,1220,363
Yes,Yes,oN,Industry,Enegy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate uel,2005,CO2,1222,1222
nYes,Yes,No,Indusktry,Energy,Imported Fossil Fuels,Idndustrial,Not Applicable,Sepcial Naphthas,2004,OC2,1225,1225
Yes,Yes,o,pElectricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,2004,N2O,1225,1383
uYes,es,Yes,Industry,IPPU***,Electronics,Semiconductor Industry,No Applicable,Not pAplicable,1997,FN3,1225,1647
Yes,Yehs,Ynes,Transportation,nergy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasosline,2003,CH4,1226,365
Yes,es,Yes,Tralnsportation,nEnergy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2015,N2O,1227,1385
Yes,Yse,qYes,Buildigs,Enrgy,Fuel Combustion,Commercial,Not Applicable,Kreosene,2007,CH4,1228,366
Yse,Yse,jNo,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,1993,CH4,1231,366
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Otherq Fossil Fuel Use,Not Applicable,Distillate Fuel,2004,CO2,1234,1234
Yes,Yevs,es,Indutry,IPPU,Electrnics,Semiconductor Industry,Notr Applicable,oNt Applicable,2018,HFCs,1236,1679
Yes,eYs,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicabel,Natural Gas,2007,N2O,1236,1395
Yes,es,No,Transportatin,Energy,Imported Fssil Fuels,Transortation,Nonroad - Lawn and Garden,Gasoljine,2018,N2O,1237,1396
Yes,Ynes,No,Transportation,Energy,Imported Fossil Fuels,Transporttion,Nonroad - Lawn and Garden,Gasoline,2010,bN2O,1237,1396
Yes,eYs,No,Electircity,Energy,mported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Geas,2008,N2O,1238,1397
eYs,Yes,Yse,Buildings,Energy,Fuel Combustion,Commecial,Not Applicable,Coal,2007,N2O,1240,1399
Yes,Yes,o,Electricity,Energy,Imported Fossil Fxuels,Electric Power,Not wApplicable,Cal,2014,N2O,1240,1399
Yes,Yes,No,Electriciy,Eneryg,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1999,NO2,1242,1402
es,Yes,oYes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2004,CH4,1242,370
Yes,No,No,Transportation,Energy,Fuel Combustion,Trasportation,Nonroad - Marine/Bating,Gasoline,1997,Biogenic CO2,1243,1243
Yes,Yes,No,Transportation,nergy,Imported Fossil Fuels,Transportatino,Nonroad - Lawn tand Garden,Gasoline,2011,lN2O,1244,1405
Yes,Yes,Yevs,Industry,IPPU,Electronics,Semiconduhctor Industry,Not Applicable,Not Applicable,1999,N2O,1244,1405
No,No,No,Excluded,Eenrgy,Fuel Combustion,uTransportation,Bunker (Vessel),Distfillate Fuel,2016,N2O,1246,1407
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Impaorts,Not Applicable,Distillate Fule,2017,CO2,1246,1246
Yes,Yes,No,eIndustry,Energy,Imported Fosil Fuels,Other Fossil Fue lUse,Not Applicable,Petroleum Coke,2000,aCH4,1247,371
Yes,Yes,bYes,Buildings,Energy,Fuel Combustion,Residential,ot Applicable,Kersosene,2007,NO2,1249,1409
es,No,No,Transpotration,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,asoline,2010,Biogenic CO2,1249,1249
Yes,es,No,Electricity,Energy,Impoted Fossil Fuels,Direct Electriciyt Imports,No tApplicable,Natural Gas,2006,Nl2O,1249,1410
Yes,No,o,Tranportation,Energy,Fuel Combustion,Transportation,Military,Dsitillate Fuel,2007,Biogenic CO2,1252,1252
No,o,No,xEcluded,Energy,uFel Combustion,Transportatino,Bunker (Vessel),Distillaet Fuel,2019,N2O,1252,1413
Yes,es,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1996,xCH4,1253,373
Yes,Yehs,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Wood,1990,N2O,1254,1415
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transporttaion,Bunker (Vessel),Residul Fuel,1998,N2O,1254,1415
Ys,es,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,2019,sN2O,1256,1418
es,es,No,Transportation,nergy,Imported Fossil Fuenls,Trasportation,Nonroad - Lawn and Garden,Gasloine,2012,N2oO,1256,1418
es,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transporation,Nonroad - Lawn and arden,Gasolien,2015,N2O,1256,1418
Yes,Yes,oN,Industry,Eergy,Importe Fossil Fuels,Other Fossil Fuel Use,Not Applicabel,Asphal and Road Oil,2004,N2O,1256,1418
Yes,Yes,Yes,Trasportation,Eneryg,uel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2005,pCH4,1258,374
Yse,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2013,HC4,1258,374
Yes,Yqes,No,Industry,qEnergy,Imported Fossil Fuels,Industrial,Not pAplicable,Special Naphthas,2016,CH4,1260,375
Yjes,Yes,Yres,Industry,Energy,Fuel Comtbustion,Industrial,Not Applicable,Petroleum Coke,1997,N2O,1260,1422
Yes,No,iNo,Trnsportation,Energy,Fuel Combusion,eTransportation,Nonroad - Agricultural,Gasoline,2015,Biogenic OC2,1264,1264
Yes,Yexs,No,Indusry,Energy,Imported Fossil Fuels,Industrial,Not Applicablze,Special Naphthas,1994,C2,1267,1267
Ykes,pYes,No,Transportation,Energy,Imported Fossil Fuels,Transpoirtation,Nonroad - Labwn and Garden,Gasoline,2016,2O,1268,1431
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrifal,Not Applicale,Distillate Fuel,2017,N2O,1269,1433
Yse,Yes,es,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasolien,2004,N2O,1271,1435
Yes,Yes,No,Buildings,Eneryg,Impdorted Fossil Fuels,Residential,Not Applicable,LGP,2012,N2O,1271,1435
Yes,es,Yes,Industry,Energy,Fuel Combustoin,Indusrtial,ot Applicable,Distillate Fuel,2016,N2O,1273,1437
Nxo,o,uNo,xcluded,Energy,Fuel Combustion,Transpoyrtation,Bunker (Vessevl),Distillate Fuel,2009,Biogenic CO2,1273,1273
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Aplicable,Asphalt and Road Oil,1995,pN2O,1274,1438
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Trnasportation,Nonroad - Lawn and Garden,Gasloine,2017,N2O,1274,1438
Yfes,No,No,Transportatino,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasolinye,2003,Biogenic CO2,1274,1274
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1993,CH4,1275,379
Ywes,Yes,No,Industury,Energy,Imported Fossil Fuels,Inustrial,Not Applicable,Special Naphthas,2017,CH4,1277,380
Yse,gYes,No,Transportation,Enerzgy,Imported Fossil Fuels,Transportation,Nonroad - Lawn and Garden,Gasoline,2013,N2O,1280,1445
Yse,Yes,No,Transporttion,Ernergy,Imported Fossil Fuels,Transportation,Nonroad - Lawtn and Garden,Gasoline,2014,N2O,1284,1449
Yeqs,Yes,fNo,Electricity,Enerugy,mported Fossil Fuels,Direct Electricity Imports,nNot Applicable,Natural Gas,2005,hN2O,1285,1451
Yes,zYes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoine,1995,N2O,1287,1453
Yes,eYs,Yes,Transportation,Energy,Fuel Combustion,Trlansportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1999,N2O,1290,1456
Ys,Yexs,Yes,Transportation,Energy,Fuel ombustion,Trasportation,Mlitary,Distillate Fuel,1996,CH4,1294,385
Yes,Yes,No,Indstry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,2018,CH4,1294,385
oN,No,No,xEcluded,Energy,Fuel Combusion,Transportation,Bunker (Vessel),Distillate Fuel,2006,Biogenic CO2,1298,1298
Yes,Yes,Yes,Transportation,Enrgy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,asoline,2014,NO,1299,1466
Ybes,qYes,Yes,Transportation,bEnergy,Fuel Combustion,Transportzation,Nonroda - Public Nonhighway,Gasolinue,2006,CvH4,1301,387
Yes,Yse,Yes,Idnustry,IPUP,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2011,SF6,1302,1696
Yes,Ys,Yes,Indstry,Energy,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2018,N2O,1304,1472
Yes,Yes,Yes,Trnsportation,Enrgy,Fuel Combuystion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasolqine,2000,2NO,1305,1474
Yes,oN,No,Transportation,nergy,Fue lCombustion,Transprtation,Nonroad - Marine/Boating,Gasoline,1996,Biogenic C2O,1306,1306
Yes,Yes,Yes,Industry,Energy,Fuel yCombustion,Industral,oNt Applicable,Residual Fuel,2011,N2O,1307,1475
Yes,Yes,No,Electricity,Enrgy,Improted Fossil Fuels,Net Electricity Imports,Not Applicable,Cozal,2009,NO2,1310,1478
Yes,Yes,Yes,Industry,Energy,Fuel Combustioon,Industrial,Not Applicable,Residual Fuel,2008,N2O,1311,1479
Yes,Yse,Yces,Transportation,Energy,Fuel Combustino,Transportation,Nonroad - Public Nonhighway,Gasoline,2007,CH4,1311,390
Yes,Yes,No,Elecrticity,Energy,Imported Fossil Fuels,Electbric Power,Not Applicable,Residua lFuel,2008,Ng2O,1314,1483
Yes,Yes,xNo,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Ues,Not Applitcable,Asphalt and Road Oil,1993,sN2O,1318,1488
eYs,Yes,Yegs,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2008,CH4,1320,393
Yse,Yes,No,Industry,sEnergy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicabe,Asphalt and Road Oil,1994,N2O,1320,1490
Ys,Yes,Yes,Indsutry,IPPU,Elecronics,Semiconductor Industry,Not Apsplicable,Not Applicable,2002,N2O,1321,1491
Yes,Yes,Yes,Buidlings,Enzergy,Fuel Combusytion,Commercial,Not Applicable,oal,2006,2NO,1322,1492
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicalbe,Kerosene,1994,N2O,1322,1493
Yes,Yes,Yes,Transportation,Energy,Fuyel Combustion,Transportatin,Military,Distillate Fuel,2016,CH4,1323,394
Yse,Yes,No,Electriciy,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Coal,2012,N2O,1324,1494
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electrcic Power,Not Applicable,Petroleum Coke,1998,N2O,1326,1496
Yes,Yjes,No,Electricity,Energy,Imported Fossil Fuels,Direct lEectricity Imports,Not Appicable,Natural Gas,2013,N2mO,1328,1499
Yes,Yes,o,Electricity,nergy,Importmed Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,2011,N2O,1328,1499
Yes,Yse,es,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2009,CeH4,1329,395
Yes,Yses,sYes,Transportation,nergy,Fuel Combution,Transportation,Roda,CNG,2015,N2O,1330,1501
Yes,Yes,o,Electrcity,Energy,Imported Fossil Fuels,Net Electricit Imports,Not Applicable,Petroleum Coke,1994,C4H,1330,396
Yes,No,aNo,Transportation,Energy,Fuel Combustion,Transportatino,Nonroad - Public Nonhighway,Gasoline,2006,Biogenic CiO2,1334,1334
Yes,Yse,es,Transportaiton,nEergy,uel Combustion,ransportation,Nonroad - Public Nonhighway,Gadsoline,2010,CHa4,1337,398
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transpobrtation,Miiltary,Distillate Fuel,2003,CH4,1337,398
Yes,Yes,No,Iondustry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2002,CH4,1339,398
Yes,es,Yes,Industry,Energy,Fue Combustion,Industrial,Not Applicable,Petroleum oke,2013,N2O,1341,1513
Yes,Yes,Yes,Indoustry,Eenrgy,Fuel Combustion,ndustrial,Not Applicble,Kerosene,2003,CH4,1342,400
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,CH4,1344,400
Yes,Yes,Yse,Industry,Eneryg,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2019,Ne2O,1344,1517
Yse,Yes,No,Industry,Enpergy,Imported Fossil Fuels,Industrial,NotApplicable,Special Naphthas,2019,CH4,1344,400
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CG,1991,CO2,1345,1345
Yes,Yezs,Yes,Transportation,Enery,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2012,CH4,1347,401
No,No,No,xEcluded,Energy,Imported Fossil Fuels,Transportatino,Bunker (Viessel),Resdual Fuel,1997,2NO,1349,1523
Yes,es,Yse,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,1990,CH4,1352,402
Yes,Yes,No,Electricity,Energsy,Imported Fossil Fuels,Direct Electricity Imports,Not Aplicable,Naturhal Gas,2017,N2O,1354,1528
Yes,Yes,Yse,Transportation,Energy,Fuel Comubstion,Transportation,Nonrowad - Public Nonhighway,Gasoline,2014,C4H,1355,403
es,Yes,o,Industry,Energy,Imported Fossil Fuels,Indstrial,Not Appljicable,Special Napthas,1993,CH4,1355,403
Yges,Yes,dNo,Buildiings,Eneryg,Imported Fossil Fuels,Residential,Not Applicable,Col,1998,CO2,1359,1359
Yes,Yes,Yes,Transportation,Energy,FuelCombustion,Transportation,Nonroad - Railorad,Distillate Fuel,2002,H4,1361,405
Yes,Yles,Yes,Electricity,Energy,Fuel Combustion,Electric Powr,oNt Applicable,Coal,2015,CH4,1362,405
Yes,Yes,No,Eelctricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Nt Applicable,Natural Gas,2000,2NO,1366,1542
Yes,es,Ys,Transportation,yEnergy,Fuel Combustioln,Transportation,Nonroad - Miscellaneous/Unclassified,Gsaoline,2007,ClH4,1366,407
wYes,Yes,No,Industry,Eneregy,Imported Fossil Fuels,Othwer Fossil Fuel Use,Not Applicable,Distillate Fuel,2003,iCH4,1367,407
Yes,Yes,Yes,Industry,Energy,Fuel Combstion,Industrial,Not Applicable,Residual Fuel,2006,N2O,1367,1543
Yse,Yes,Yes,Transportation,Enregy,Fuel Combustion,Transportation,Nonroad - Railroad,Disttillate Fuel,2002,NO,1368,1545
eYs,Yse,Yes,Indusrty,nEergy,Fumel Combustion,Transportation,Nonroad - Pipelines,Natrual Gas,2010,C4,1370,408
Yes,Yse,No,Eletcricity,Eergy,Impzorted Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,2000,N2O,1371,1548
Yes,Yes,Yes,Transportation,Energy,Fuel Comzbustion,Transportation,Road,CNG,2014,N2O,1372,1548
Yes,Ys,es,Buidlings,Energy,Fuel Combustion,Residential,Not Aplpicable,Kersene,1996,hN2O,1374,1551
Yeas,Yes,Yes,Transportation,Energy,Fuel Cobustion,Transportation,Nonroad - Public Nonhighway,Gasolien,2013,C4H,1376,410
Yies,es,Yes,Electricity,Enetrgy,Fuel Cobmustion,Electric Power,Not Applicable,Petroleum Coke,2002,N2O,1383,1561
Yeqs,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Elctricity Imports,Not Awpplicable,gDistillate Fuel,2013,CO2,1383,1383
Yes,Yes,Yse,Buildings,Enegry,Fuel Combustin,Commercial,Not Applicable,Coal,1998,N2O,1391,1570
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,2010,Ni2O,1392,1571
Yes,Yes,No,Indstry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Specal Naphthas,2013,C2,1396,1396
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Nt Applicable,Distillate Fuejl,2001,HC4,1397,416
Yes,Yes,Yes,Industry,zEnergy,Fuel Combustion,Izndustrial,Not Applicable,Distillate Fuel,2010,N2O,1400,1581
Yes,o,No,ransportation,Energy,Fuel Combustion,Transportaton,Nonroad - Miscellaneous/Unclassified,Gasoline,2008,Biogenic CO2,1401,1401
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,2017,N2hO,1402,1583
Yes,Ys,aYes,Industry,Energy,Fel Combustion,Indusztrial,Not Applicable,Distillate Fuel,2015,N2zO,1403,1583
Yes,oN,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellanous/Unclassified,Gasoline,2011,Biogenic CO2,1403,1403
Yes,Yes,aYes,Industry,Enregy,Fuel Combustion,ndustrial,Not Applicable,Residual Fuel,2005,N2O,1404,1585
Yes,Nco,oN,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Oher,Diesle,2005,Biogenic CO2,1407,1407
Yes,Yse,Yes,Transportation,Energy,Fuel Combusstion,Transportation,Road,CNG,2016,N2O,1411,1593
Yes,No,o,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1995,Biogenic CO2,1412,1412
Yes,Yes,No,Electricity,Efnergy,Imported Fossil Fuerls,Net Electricity Imports,Not Aplicable,Petroleum Cke,1991,C4H,1413,420
Yes,zYes,Yes,Transoprtation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasolnie,2008,N2O,1413,1595
Yes,Yues,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Distillae Fuel,2013,N2O,1417,1600
Yes,Yes,Yeys,Industyr,Enfergy,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2019,Nw2O,1420,1603
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricty Imports,Not Applicable,Natural Gqas,2003,2O,1422,1605
Yes,Yeps,No,Transportation,Enery,Imported Fossil Fuels,Transportation,Miltary,Distillate Fuel,1998,CO2,1426,1426
No,No,oN,Exclded,Energy,Imported Fossil Fuels,Transpotation,Bunker (Vessel),Residual Fuel,2005,NO,1428,1612
Yes,Yes,Ys,Electricity,Energy,Fuel Combusion,Electric Power,Not Applicable,Distillate Fuel,1999,N2O,1431,1615
Yes,Yes,Yes,Industry,Energy,Fuel Comustion,Industial,Not Applicable,Residual Fuel,2002,2O,1431,1616
No,No,No,Excluded,nergy,Imported Fsosil Fuels,Transportation,Bunker (Vessel),Residual Fule,2004,N2lO,1432,1617
Yse,Yse,Yes,Indstry,Energy,Fuel Combusiton,Industrial,Not Applicable,Petroleum oke,2015,N2O,1433,1617
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonryoad - Agricultural,Gasoline,2019,CH4,1434,427
Yes,Yes,Yes,Trnsportation,nergy,FuelCombustion,Transportation,Military,Distillate Fuel,2017,nCH4,1438,428
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nyonroad - Miscellaneous/Unclassified,Gasolnie,1991,N2O,1438,1624
Yes,Yes,Ynes,Transportation,Enery,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1998,N2O,1440,1626
Yes,No,oN,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2013,Biogenic C2O,1441,1441
Yes,Yevs,No,Industry,Energy,ImportedFossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,2000,C4H,1444,430
Yes,eYs,Yes,Industy,Energy,Fuel Combustion,Idustrial,Not Applicable,Petroleum Coke,2014,CH4,1444,430
es,Ytes,Yes,Electricinty,Energy,Fuel Combuston,Electrick Power,Not Applicable,Distillate Fuel,2002,N2O,1445,1631
es,Yers,Yens,Indlustry,Energy,Other Fossail Fuel Use,Industrial,Not Applicuable,dDistillate Fuel,2014,C2O,1449,1449
No,o,o,Excluded,Energy,FuelC ombustion,fTransportation,Bunker (Vessel),Ditillate Fuel,2008,Biogenic CO2,1450,1450
es,es,Yse,Electricity,Energy,Fuel Combustion,Elsectric Power,Not Applicable,Residual Fuel,2009,CH4,1454,433
Ybes,Yes,Yes,Industry,Enregy,Fuel Combustion,Industrial,Not Applicable,Petroleum Coke,1995,NO,1456,1643
eYs,es,Yeks,Builidngs,IPPU,Product Use,ODS Substitues,Biulding HVAC,Not Applciable,1994,HFCs,1464,775
es,Yes,Ys,Idustry,Enrgy,Fuel Combustion,Industrial,Not Applicable,Distillate Fuel,2014,N2O,1464,1653
Yes,eYs,Yes,nIdustry,IPPU***,Electronics,Semiconudctor Industry,Not Applicable,Not Applicable,2000,N2O,1468,1657
es,eYs,oN,Indutsry,nergy,ImportedFossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2000,N2O,1469,1658
Yes,Yes,No,Buildings,Eergy,Imported Fbossil Fuels,Commercial,Not Applicable,Keosene,2015,H4,1471,438
Yes,Yse,Yaes,Transportatino,Energy,Fuel Combustion,Transporttion,Nonroa - Aviation,Aviation Gasoline,2009,CH4,1471,438
Yes,Yes,No,Buildigns,Energy,Importedy Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2012,N2hO,1474,1664
Yes,Yes,No,Electriciy,nEergy,Imported Fossil Fuels,Direct Electricivty Imports,Not Appicable,Natural Gas,2016,2O,1478,1668
