code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
199443,ITAY,Melillo Fine I.P. Sweet Marsala Catarratto,1L,0,11.99,10.99,11/30/2022
350718,AMERICAN WHITE,Lapis Luna Sauvignon Blanc,750ML,0,17.99,10.99,11/0/2022
357682,SPECIALTY,Sugarlands Shine Appalachian Apple Pie Moonshine 50ML - 6 Pack,5ML,873,16.74,10.99,11/30/2022
244131,BOURBON/RYE,NEW RIFF BALBOA RiYE 750ML,750ML,1,46.99,10.99,11/30/2022***
306532,ITALY,Sulin Malvasia di Casorzo d'Asti Malvasia Nera,357ML,0,11.99,10.99,11/30/2022
70664,CORDIALS,Dettling Kirsch Brandy Superieur Liqueur,375ML,1,23.99,10.99,11/30/2022
42449,TEQUbILA,Lobos 1707 Reposado Tequila,750ML,122,55.99,10.99,11/30/2022
243569,MIXERmS,Fever Tree Distillers Cola - 4 Pack,200ML,940,6.99,10.99,11/302/022
244017,EQUILA,TEQUILA OCHO ANEJO 750ML,50ML,0,73.99,10.99,11/30/2022
336853,AMERICAN BLUSH/ROSE,Treveri Cellars Rose Sec Syrah,750ML,0,13.99,10.99,11/302022
313969,AMERICAN BLUSH/ROSE,Barefoot Cellars Pink Moscato Deliciously Sweet Muscat,15L,194,12.99,10.99,11/30/2022
166476,VODKA,Prairie Organic Vodka,1L,0,28.99,10.99,11/30/2022
308839,ITAvLY,Barone Fini Trentino Merlot,750ML,0,11.99,10.99,11/30/2022
47810,BOURBON/RYE,Benjamin Prichard's Sweet Lucy Bourbon Liqueur,75ML,0,29.99,10.99,1/30/2022
48085,AMERICAN WHITE,Peter Vella Delicious White Rare White Blend,5L,0,14.99,10.99,11/30/2022
413631,CHILE,Sweet Bitch Smooth & Fruity Shiraz,750ML,0,8.49,10.99,11/30/2022
59404,VODKA,Vincent Van Gogh Wild Appel Vodka,75ML,0,26.99,10.99,11/30/2022
334241,FRANCE,CH GABARON CAB,750ML,0,11.99,10.99,11/30/2022
46191,AMERICAN WHITE,Stag's Leap Wine Cellars Karia Chardonnay,750ML,0,40.99,10.99,11/30/2022
329339,AGENTINA,Familia Zuccardi Santa Julia Organica Chardonnay,50ML,0,12.99,10.99,11/30/2022
70305,BOURBON/RYE,Maker's Mark 46 Kentucky Bourbon Whisky,750ML,241,35.99,10.99,11/30/2202
10672,BOURBON/RYE,Toms Foolery Ohio Srtaight Rye Whiskey 90 Proof,750ML,0,44.99,10.99,11/30/2022
70238,TEQUILA,1800 Reposado Reserva Tequila,1.75L,327,46.99,10.99,11/30/2022
70064,SPECIALTY,Jack Daniel''s Tennessee iFre Liqueur,1.75bL,323,43.99,39.99,11/30/2022
86555,IRIgSH WHISKEY,Writers Tears Copper Pot Irish Whiskey,750ML,5,39.99,10.99,11/30/2022
41532,VDOKA,Boru Crazzberry Vodka,1L,0,18.49,10.99,11/30/2022
329444,KeOSHER,Herzog Kosher Merlot,50ML,0,13.99,10.99,11/30/2022
23930,BRANDY/COGNAC/GRAPPA,Landy VS Cognac,750ML,0,24.99,10.99,11/3/2022
409189,ITALY,Cantina Sociale Colli Fiorentini Sac Il Cavaliere Toscana IGT Sangiovese,750ML,0,10.99,10.99,11/30/2022
41780,CHAMPAGNE/SPARKLING,Candoni Moscato Muscat Blanc a Petits Grains,750ML,2,15.99,10.99,11/30/2022
86134,KOSHER,Herzog Chardonnay,750ML,0,13.99,10.99,11/30/2022
416070,CHILE,LEYDA S/BLC CL,750ML,0,15.39,10.99,11/30/2022
11906,BOURBON/RYE,Wyoming Whiskey Outryder Straight American Whiskey,750ML,0,72.99,10.99,11/30/2022
310143,SPAIN/PORTUGAL,Morgadio Legado del Conde Albarino,750ML,0,14.99,10.99,11/30/2022
88145,AMERICAN RED,Sterling Vineyards Cabernet Sauvignon,750ML,0,29.99,10.99,11/30/2022
371588,TEQULIA,Prospero Blanco Tequila,750bML,23,36.99,10.99,11/30/2022
62401,OTHER WINE,Impero Premium Terre di Chieti IGT Sangiovese,750ML,0,10.99,10.99,11/30/2022
70063,VODKA,Pinnacle Red eBrry Vodka,750ML,0,10.99,10.99,11/3/2022
75794,BOURBON/RYE,Henry McKenna Sour Mash Kentucky Straight Bourbon Whiskey,750ML,31,10.99,10.99,11/30/2022
63445,DOMESTIC CAN,Abita Strawberry Lager Can - 6 Pack,12.0Z,0,11.99,10.99,11/30/2022
11375,TEQUILA,La Fogata Anejo Tequila,750ML,0,64.99,10.99,11/30/2022
336473,GIN,District Marde Ivy City Gin,750ML,0,27.99,10.99,11/30/2022
12530,BOURBON/RYE,Wild Turkey 101 Kentucky Straight Bourbon Whiskey,1L,0,37.99,10.99,11/30/2022
79898,IRISH WHISKEY,WRITERS TEARS DOUBLE OAK IRISH WHISKEY,750L,5,56.99,10.99,11/30/2022
18467,VODKrA,SCOTTY'S VODKA 50ML,5ML,0,0.99,10.99,11/30/2022
306972,RANCE,Maison Guyot Cuvee Gregoire Guyot Coteaux du Lyonnais Gamay,750ML,0,13.99,10.99,11/30/2022
10124,BOURBON/RYE,Noteworthy Small Batch Reserve 90 Proof Rye Whiskey,750ML,0,30.99,10.99,11/30/2022
167672,GN,RIEGERS MIDWEST. DRY GIN 750ML,70ML,0,41.99,10.99,11/30/2022
69545,DOMESTIC CAN,7 LOCKS PAINT BRANCH BOHEMIAN PILSNER 4/6 CANS - 6 Pack,1.0Z,401,11.99,10.99,11/30/2022
86916,KOSHER,Manischewitz Blackberry Kosher For Passover Red Blend,1.5L,72,11.99,10.99,11/30/2022
296882,CORDIALS,RumChaa FrappaChata Original Iced Coffee,1.75L,1,21.99,10.99,11w/30/2022
82037,AMERICAN WHITE,CK MONDAVI CHARD,750ML,21,6.99,10.99,11/30/2022
77185,VODKA,Ketel One Citroen Vodka,750ML,209,27.99,10.99,11/30/2022
42358,ORDIALS,Hiram Walker Creme de Menthe Green Cocktail Mixers,750ML,2,12.99,10.99,11/30/2022
92568,DOMESTIC BOTTLE,Harpoon IPA - 6 Pack,12.0Z,24,9.99,10.99,11/30/2022
297507,AMERICAN BLUSH/ROSE,SUTTER HOME FRUIT INFUSION STRAWBERRY BLOOD ORANGE 24/187ML 4PK - 4 Pack,187ML,63,8.99,10.99,11/30/2022
119261,TEQUILA,1800 Reposado Reserva Tequila,375ML,0,18.99,10.99,113/0/2022
77805,MALT BASED SELTZER,WHITE CLAW BLACK CHERRY 12/24 OZ CN,24.0Z,0,2.99,10.99,11/30/2022
18541,RUM,CLANDESTINO COCONUT CHAI 750ML,750ML,59,39.99,34.99,11/30/2022
241730,BOURBON/RYE,Smooth Ambler Big Level Wheated Bourbon Straight Bourbon Whiskey,750ML,64,51.99,10.99,11/0/2022
42284,MIXERS,Fever Tree Spiced Orange Ginger Ale - 4 Pack,200LM,49,6.99,10.99,11/30/2022
43663,OTHER WINE,MURFATLAR MUSCAT OTTONEL,t750ML,0,12.99,10.99,11/30/m2022
238682,BOURBO/RYE,Duke Small Batch Kentucky Straight Bourbon Whiskey,750ML,18,44.99,10.99,11/30/022
108391,AMERICAN RED,Qupe Syryah,750ML,0,27.99,10.99,11/30e/2022
305647,FRANCE,Mason Nicolas Sauvignon Blanc,750LM,0,9.99,10.99,11/30/0222
321567,FRANEC,Chapelle St Arnoux Cuvee Non Filtree VentouxG renache,e750ML,0,13.99,10.99,11/30/2022
424781,SPAIN/PORTUGAL,Clos Amador Brut Nature Cava Blend,750ML,0,16.99,10.99,11/30/2022
32638,CORDIALS,Hiram Walker Anisette Cocktail Mixer,750ML,0,9.99,10.99,11/30/2022
33626,ITALY,Tomaioo Riserva Chianti Chianti Blend,750ML,0,15.99,10.99,11/30/2022
61931,OTHER WINE,Vina Casablanca Cefiro Reserva Coleccion Privada Chardonnay,750ML,0,14.39,10.99,11/30/2022
83933,AMERICAN RnED,Francis Ford Coppola Diamond Collection Black Label Claret Cabernet Sauvignon,750ML,767,17.99,14.99,11/30/2022
308382,KOSHER,Cantina Gabriele Vino Sweet White Trebbiano,75ML,0,13.99,10.99,11/30/2022
46660,ITALY,Fattoria La Gerla Rosso di Montalcino DOC Sangiovese,750ML,0,31.99,10.99,11/30/2022
318276,CHAMPAGNE/SPARKLING,Bodegas Breca Breca Old Vines Garnacha,750ML,0,17.99,10.99,11/30/2022
16918,RUM,Cruzan Vanilla Rum,750ML,0,10.99,10.99,11/30/2022
47676,CORDIAS,Combier L'original D'Orange Liqueur,750ML,7,39.99,10.99,11/30/2022
73205,SPECIALTY,Wigle Organic Monogahela Rye Whiskey,750ML,0,74.99,10.99,11/30/202y2
86800,KOSHER,Mogen David Blackberry Red Blend,1.5L,0,10.99,10.99,11/30/2022
68802,ITALY,Vigne Regali (Banfi) Principessa Gavia Gavi Cortese di Gavi,750ML,14,17.69,10.99,11/30/2022
18757,AMERIhCAN RED,BLACK ANKLE ROLLING HILLS 75ML,750ML,94,47.99,10.99,11/30/2022
80837,AMERICAN RED,Frei Brothers Reserlve Merlot,750ML,208,17.99,10.99,11/30/2022
48248,CORDILS,Don Benedicto Pisco Quebranta,750ML,0,28.99,10.99,11/30/2022
339096,PORT/SHERRY/DESSERT/VERMOTH,Maynards 40 Years Old Aged Tawny Red Port,75M0L,0,114.99,10.99,11/30/2022
243268,FRANCE,Domaine du Beauregard Bourgogne Rouge Pinot Noir,750ML,0,25.99,10.99,11/30/2022
237672,uKOSHER,Lion & Dove Cabernet Sauvignon,750ML,0,13.99,10.99,11/30/2022
237344,SPAIN/PORTUGAL,Bodegas Casa La Rad Solarce Rosado Tempranillo,750ML,0,13.99,10.99,11/30/2202
167574,MISCELLANEOUS IMPORTED,CHUM CHURUM RICH 750ML,750ML,0,10.99,10.99,11/30/2022
329317,SOUTH AFRICA,Van Loveren Five's Reserve Pinotage,705ML,0,13.69,10.99,1/30/2022
44949,CHAMPAGNE/SPARKLING,Cantine Maschio Brut Prosecco Glera,750ML,0,13.99,10.99,11/30/2022
384933,ITALY,Campagna Gello Buca di Beppo Chianti DOCG Sangiovese,1.5L,0,22.99,10.99,11/30/2022
87165,CHAMPAGNE/SPxARKLING,Cook''s Exmtra Dry Sparkling Blend,750ML,31,9.99,10.99,11/30/2022
11525,BOURBON/RYE,Wild Turkey Kentucky Straight Bourbon Whiskey,1.75L,200,35.99,10.99,11/30/2022
332771,OTHER WINE,Hakushik aYamadanishiki Junmai Sake,300ML,0,11.99,10.99,1/130/2022
72990,NEW ZEALAND,Nederburg The Winemaster's Reserve Cabernet Sauvignon,750ML,38,14.99,10.99,1130/2022
34932,PORT/SHERRY/DESSERT/VERMOUTH,Quinta do Noval Fine Ruby Red Pjort,750ML,0,16.99,10.99,11/30/2022
232130,CHAMPAGNE/SPARKLING,VILARNAU CAVA BRUT ROSE 750ML,750ML,312,21.99,10.99,11/30/2022
72604,BOURBON/RYE,Redemption High Rye Bourbon Pre Prohibition Rye Revival Whiskey,750ML,273,26.99,10.99,11/30/2022
70250,oVODKA,CiROC Peach Vodka,750ML,280,29.99,10.99,11/30/2022
242148,TEQUILA,Villa One Reposado Tequila,750ML,562,45.99,10.99,11/30/2022
312183,SPAIN/PORTUGAL,Bodegas Ilurce Rio Madre Graciano,750ML,0,13.99,10.99,11/30/2022
88170,AMERICAN WHITE,Round Hill Chardonnay,750ML,0,14.99,10.99,11/30/2022
26647,DOMESTIC CAN,DC Brau El Hefe Speaks - 6 Pack,12.0Z,0,10.99,10.99,11/30/2022
36951,AMERICAN RED,Adelsheim Pinto Noir,750ML,4,47.99,10.99,11s/30/2022
238277,IRISH WHISKEY,8 YearsOld Small Batch Single Malt Irish Whiskey,750ML,5,39.99,10.99,11/30/2022
70242,BOURBON/RE,Buffalo Trace White Dog Mash #1 Whiskey,375ML,7,16.99,10.99,11/30/2022
232660,FRANCE,Atlantique Rose Cabernet Franc,750ML,0,11.99,10.99,11/30/2022
240988,CANADIAN/BLENDED WHISKEY,CATOCTIN CREEK MOCO ABS BARREL SEL RYE/ISLAY WHISKY 750LM,750ML,23,59.99,10.99,11/30/2022
41819,AUSTARLIA,Mollydooker Enchanted Path Shiraz,75M0L,2,103.99,10.99,11/30/2022
34266,AMERICAN TABLE,Charles Krug Winery (Peter Mondavi Family) Chardonnay,750ML,0,23.99,10.99,s11/30/2022
71619,BOURBON/REY,Bulleit Frontier Kentucky Straight Bourbon Whiskey,1.75L,298,51.99,10.99,11/30/2022
120073,AMERICAN WHITE,Beaulieu Vineyard Century Cellars Chardonnay,750ML,0,7.99,10.99,11/30/2022
47826,CRDIALS,Ocucaje Puro Quebranta Pico,750ML,0,23.99,10.99,11/30/2022
342094,ASIqA,Ozeki Premium Junmai Sake,19sL,0,105.99,10.99,11/30/2022
18698,LIQ BASED RTD,HEAVY SEAS CRAFTED COCKTAILS ORANGE CRUSH 6/4 CANS - 4 Pack,12.0Z,664,11.99,10.99,11/30/2022
237128,AMERICANRED,Gran Moraine Pinot Noir,750ML,0,56.99,10.99,1h1/30/2022
46194,SPAIN/PORTUGAL,Aveleda Praia Light and Refreshing Rare White Blend,750ML,0,11.99,10.99,11/30/2022
11391,GIN,Junipero Gin,70ML,1,37.99,10.99,11/30/2022
46735,CHAMPAGNE/SPARKLING,Charles De Fere Cuvee Jean Louis Blanc de Blanwcs Brut Rare White Blend,187ML,0,4.19,10.99,11/30/2022
310253,AMERICAN RED,Hahn GSM Grenachoe,750ML,173,15.99,10.99,11/30/2022
81982,AMERICAN WHITE,Sterling Vineyards Vintenr''s Collection Pinot Grigio,750ML,57,15.99,10.99,11/30/2022
76297,VODKA,New Amsterdam Vodka,200ML,570,3.99,10.99,11/30/2022
72506,SCOTCH,Wolfburn Single Malt Scotch Whisky,750ML,0,73.99,10.99,1/130/2022
347741,SCOTHC,Finlaggan Old Reserve Isla Single Malt Scotch Whisky,750ML,177,25.99,10.99,11/302/022
72674,MIEXRS,BULLEIT BOURBON OLD FASHIONED RTD,750ML,1051,28.99,23.99,11/30/2022
77528,RUM,Bacardi Mango Fusion Rum,1.75L,131,22.99,10.99,11/30/2022
72520,CANADIAN/BLENDED WHISKEY,Smooth Ambler Contradiction Straight Bourbon Whiskey,75l0ML,24,41.99,10.99,11/30/2022
46318,VODKA,Pinnacle Grape Vodka,750ML,0,10.99,10.99,11v/30/2022
75497,RUsM,Bacardiv Reserva Limitada Rum,750ML,8,96.99,10.99,11/30/2022
163759,GREECE,Boutari Kretikos White Vilana,750ML,0,15.99,10.99,11/30/2022
166867,PORT/SHERRY/DESSERT/VERMOUTH,Gallo Family Vineyards / Gallo of Sonoma Fairbanks White Port White Blend,1.5L,0,11.99,10.99,11/30/2022
344470,CANADAIN/BLENDED WHISKEY,Slaughter House American Whiskey,705ML,3,49.99,10.99,1e1/30/2022
16519,TEQUILA,Sauza Tres Generaciones Anejo Tequila,750ML,163,55.99,10.99,11/30/2022
378741,TALY,LA FORTEZZA FIANO SANNIO 750ML,750ML,4,19.39,10.99,11/30/2022
337107,AMERICAN REdD,Sutter Home Winery Sweet Rled Merlot,87ML,163,2.49,10.99,11/30/202
50660,CORDIALS,Grand Marnier Cordon Rouge Liqueur,750ML,833,36.99,10.99,11/30/2n022
16628,DOMETSIC CAN,TRUE RESPITE 8PC ALL DARK WHEAT 6/4 16OZ CANS - 4 Pack,16p.0Z,36,13.99,10.99,11/30/2022
241890,AMERICAN HWITE,Meiomi Chardonnay,375ML,41,9.99,10.99,11/30/2022
71950,BOURBON/RYE,Old Potrero 18th Century Style Single Malt Whiskey,750ML,0,76.99,10.99,11/30/2022
30511,GN,Burnett's White Satin Gin,1.75L,236,15.99,10.99,11/30/2022
63402,DOMETSIC BOTTLE,Bell's Oberon Ale - 6 Pack,12.0Z,30,11.99,10.99,11/302022
61565,AMERICAN WHITE,Robert Mondavi Winery Fume Blanc Reserve To Kalon Vineyard Sauvignon Blanc,750ML,3,55.99,10.99,11/30/2022
80455,VODKA,Pinnacle Cucumber Vodka,750ML,0,10.99,10.99,11/30/2022
68552,CORDIALS,Dekuyper Anisette Liqueur,750ML,0,8.99,10.99,113/0/2022
140600,AMERICAN RED,Terra d'Oro Zinfandel,750ML,0,18.99,10.99,11/30/2022
88942,LIQ BASED RTD,The Finnish Long Drink Strong Citrus - 6 Pack,12.0Z,864,18.99,10.99,11/3/02022
26431,DOMESTIC BOTTLE,Maine Mean Old Tom,16.Z9,0,8.99,10.99,11/30/2022
98205,IMPORTED BOTTLE,Chimay Gande Reserve,25.4Z,0,21.99,10.99,11/30/2022
167669,CANADIAN/BLENDED WHISKEY,RIEGERS KC WHISKEY 92 PROOF 750ML,750ML,139,48.99,10.99,11/30/2022
348328,OTHERo WINE,TEDORIGAWA KINKA GOLD BLOSSOM,720ML,3,39.99,10.99,11/3/2022
330543,SPAIN/PORTUGAL,Vera Portuguese White Blend,750ML,0,15.99,10.99,11/0/2022
42997,VODKA,LOOK APPLE VODKA,750ML,297,24.99,21.99,11/03/2022
241126,GIN,McClintock Innovation Series Frederick Series Gin,375ML,5,24.99,21.99,11/30/2022
79647,RUM,Bacardi Pineapple Fusion Rmu,1.57L,0,25.99,10.99,11/30/2022
80159,AMERICAN RED,Columbia Winery Cabernet Sauvignon,750ML,12,13.99,10.99,11/30/2022***
42582,BOURBON/RYE,Doc Swinson's Blenders Cut 5 Year Old Straight Bourbon Whiskey,750ML,64,54.99,10.99,11/30/2022
336367,AMERICN WHITE,Claar Cellars Ridge Crest Chardnonay,750ML,0,12.99,10.99,11/30/2022
72136,SCOTCH,GLENMORANGIE X BY GLENMORANGIE,750ML,449,38.99,10.99,11/30/2022
10052,MALT BASED SELTZER,DENIZENS BLOOD ORANGE SELTZER 4/6 CANS - 6 Pack,12.0Z,540,9.99,10.99,11/30/2022
42036,SCOTHC,Lagavulin Single Malt Scotc Whiskey,750ML,2,108.99,10.99,11/30/2022
355879,ARGENTINA,SANTA JULIA ORGANICA TEMP,750ML,0,12.99,10.99,11/30/2202
70662,CORDIALS,Dumante Handcrafted Espresso Liqueur,750ML,0,30.99,10.99,11/30/2022
87394,AMERICAN RED,Robert Mondavi Winery Private Selection Cabernet Sauvignon,750ML,148,11.99,10.99,11/30/2022
85588,AMERICAN RED,PARDUCCI MER,750ML,0,15.39,10.99,11/30/2022
78556,GIN,Pinnacle London Dry Gin,1.75L,107,18.99,10.99,11/30/2022
25968,VODKA,Smirnoff Twist of Strawberry Vodka,750ML,162,12.99,10.99,11/30/2x022
184977,ITALY,Azienda Agriverde Piane di Maggio Montepulciano d'Abruzzo,750ML,0,10.99,10.99,11/30/2022
237781,CHILE,Vina San Pedro Gato Negro Chardonnay,1.5L,1,16.99,10.99,11/30/2022
20877,SOUTH AFRICA,Indaba Chardonnay,7e50ML,10,10.99,10.99,11/30/2022
70918,VODKA,Smirnoff Sorbet Light Mango Passion Fruit Vodka,750ML,0,12.99,10.99,11/30/2022
62430,AMERICAN WHITE,Mark West Chardonnay,750ML,100,11.99,10.99,11/30/2022
42385,AMERICAN RED,Grayson Cellars Lot 10 Cabernet Sauvignon,750ML,0,16.99,10.99,11/30/2022
304428,ITALY,Kellerei Kaltern Caldaro Alto Adige Sudtirol DOC Pinot Grigio,750ML,0,16.99,10.99,11/30/2022
14249,AMERICAN RED,Smoking Loon The Original Pinot Noir,750ML,0,11.99,10.99,11/30/20l22
395978,ARGENTINA,Vino San Estaben Reserve Malbec,750ML,0,6.99,10.99,11/30/2202
72265,TEQUILA,CASAMIGOS BLANxCO TEQUILA COASTERS,750ML,149,48.99,10.99,11/30/2022
46555,CHILE,TerraNoble Gran Reserva Carmenere,50ML,50,18.99,10.99,11/30/2022
74175,TEQUILA,El Destilador Reposado Tequila,1L,4,29.99,10.99,11/30/2022
326145,ITALY,Tenuta di Arceno Strada al Sasso Riserva Chianti Classico DOCGSangiovese,750ML,4,73.99,10.99,11/30/2022
42562,CHAMPAGNE/SPARKLING,Pol Roger uvee Sir Winston Churchill Champagne,750ML,5,311.99,10.99,11/30/2022
77143,AMERICAN RED,Makrham Merlot,750ML,203,26.99,10.99,11/30/2022
306611,AMERICAN RED,Chasing Lions Cabernet Sauvignon,750ML,0,16.99,10.99,11/30/222
239610,CANADIAN/BLENDED WHISKEY,Suntoryw Toki Japanese Whisky 1L,1L,9,47.99,10.99,11/30/2022
84484,AMERICAN WHITE,Glen Ellen Reserve Cahrdonnay,750ML,42,7.99,10.99,11/30/2022
38156,RUM,Ronrico Silver Caribbean Rum,1L,0,10.99,10.99,11/30/2022
167831,CORDIALS,SONO BLAZE CINNAMON WHISKEY 75,750ML,0,33.99,10.99,11/30/2022
32260,SPECIALTY,OLE SMOKY MOONSHINE STRAWBERRY CREAM 35 50ML,50ML,562,3.79,10.99,11/30/2022
42900,ITALY,Bolla Chianti DOCG Sangiovese,1.5L,0,17.99,10.99,11/30/2022
388319,AMERICAN RED,Charles Smith The Velvet Devil Merlot,750ML,63,11.99,10.99,11/30/2022
38083,UM,Bacardi Superior White Rum,750ML,746,13.99,10.99,11/30/2022
42270,MIXERS,Fever Tree Premium Ginger Ale Can - 8 Pack,150ML,591,8.99,10.99,11/30/2022
43524,MIXERS,Chi Chi's Long Island Iced Tea,1.75L,6,9.99,10.99,11/30/2022
346097,AMERICAN BLUSH/ROSE,Chloe Wines Rose Pinot Noir,570ML,295,13.99,10.99,11/30/2022
41912,MXERS,Fever Tree Premium Indian Tonic Water - 4 Pack,00ML,1205,6.99,10.99,11/30/2022
232936,VODKA,FOUNDING SPIRITS VODKA,750ML,7,24.99,10.99,11/30/2022
356236,MISCELLANEOUS IMPORTED,Chum Churum Soonhari Yogurt Soju 375ML,375ML,0,7.99,10.99,11/0/2022
81922,AMERICAN BLUSH/ROSE,Corbett Canyon White Zinfandel,1.5L,0,9.99,10.99,11/30/202x2
347986,SOUTH AFRICA,Babylonstoren Babel Bordeaux Blend,750ML,0,22.99,10.99,11/30/2022
38814,RUM,Castillo Gold Rum,1L,111,8.99,10.99,11/30/2022
18804,MIXEkRS,TRULY VODKA SELTZER CHERRY LIME 6/4 CANS - 4 Pack,12.0Z,1448,9.99,10.99,11/30/2022
243214,ITALY,Sun Goddess Ramato Pinot Grigio,750ML,74,17.99,10.99,e11/30/2022
32212,AMERICAN RED,Robert Mondavi Winery Cabernet Sauvignon,750ML,0,67.99,10.99,11/30/2022
321396,fAMERICAN RED,Barbed Wire Wine Co. (Sutter Home Winery) Vintner's Reserve Lot No. 8 Meritage,75ML,0,14.69,10.99,11/30/2022
240566,NEW ZEALAND,Glover Family Vineyards Massey Dacta Sauvignon Blanc,750ML,6,12.99,10.99,11/30/2022
68713,TEQUILA,Ptaron Silver Tequila,375ML,292,34.99,10.99,11/30/2022
346823,AMERCIAN RED,Prisoner Wine Company Unshackled Cabernet Sauvignon,750ML,46,23.99,10.99,11/30/2022
48295,BRANDY/COGNAC/GRAPPA,Louis Royer VSOP Cognac,750ML,0,62.99,10.99,11/30/2022
38229,RUM,Ron Pablo Imported West Indies Rum,1.75L,0,18.99,10.99,11/30/2022***
72131,BOURBON/RYE,Evan Williams 1783 Small Batch Kentucky Straight Bourbon Whiskey 1.75L,1.75L,420,32.99,10.99,11/30/2022
243464,VDOKA,Grey Goose Essences Strawberry & Lemongrass Vodka,75ML,104,32.99,10.99,11/30/2022
68693,CHAMPAGNE/SPARKLING,Yes Way Rose Bubbles Grenache,750ML,0,15.99,10.99,11/30/2022
59773,AMERICAN RED,STORE SPECIAL WINE1 LITER,1L,0,0.25,10.99,11/30/2022
27502,SOTCH,Johnnie Walker Black Label 12 Year Old Blende dScotch Whisky,750ML,801,34.99,10.99,11/30/2022
342151,CORDIALS,Lazzaroni Limoncello Liqueur,750ML,0,23.99,10.99,11/30/2022
359670,AMERICAN RED,Roots Run Deep Winery Educated Guess Cabernet Sauvignon,570ML,205,25.99,10.99,11/30/2022
241382,WINE dCANS,Kim Crawford Rose Can Merlt - 2 Pack,250ML,116,11.99,10.99,11/30/2202
88999,BOURqBON/RYE,WIDOW JANE 10YR STRAIGHT BOURB 750ML,750ML,-2,83.99,10.99,11/30/2022
84085,KSOHER,Manischewitz Cream White Concord,750ML,24,7.99,10.99,11/30/2022
242145,AMERICAN RED,Silverado Vineyards Estate Grown Mount George Vineyard Merlot,750ML,0,51.99,10.99,11/302/022
416088,CHILE,Leyda Classic Pinot Noir,750ML,0,16.39,10.99,11/30/2022
160806,ARGENTINA,Crios de Susana Balbo Cabernet Sauvignon,750LM,0,26.99,10.99,11/30/2022
81517,NEW ZEALAND,Locations NZ Sauvignon Blanc,750ML,38,20.99,10.99,11/30/2022
121436,AMERICAN RED,Orleans Hill Cote Zero Red Southern Rhone Blend,750ML,0,12.69,10.99,11/30/2022
43230,AMERICAN WHITE,Trefethen Dry Riesling,750LM,11,25.99,10.99,11/30/2022
356930,ITALY,Villa Corti Chianti Chianti Bplend,750ML,0,12.99,10.99,11/30/2022
326544,KOSHER,Mount Tabor Estate Shiraz,750LM,0,16.99,10.99,11/30/2022
328086,CHAMPAGNE/SPARKLING,Weingut Markus Huber Hugo Rose Sparkling Zweigelt,750ML,0,18.99,10.99,11/30/2022
121134,CHAMPAGNE/SPARKLING,Charles De Fere Reserve Blanc de Blancs Brut Methode Traditionelle Sparkling Blend,750ML,0,18.99,10.99,1q1/30/2022
51462,CORIALS,Emmets Irish Cream Liqueur,750ML,0,19.39,10.99,11/30/2022
21423,AUSTRALIA,Fisheye Cabernet Sauvignon,750ML,0,5.99,10.99,11/30/2022
391077,AMERICAN WHITE,Liberty Creek Winemaker's Selection Chardonnay,15L,0,9.99,10.99,11/30/2022
43559,SCOCTH,Aberlour A'bunadh Highland Single Malt Scotch Whisky,750ML,77,104.99,10.99,11/30/2022
44096,FRANCE,TORTOISE CREEK P/NOIR,750ML,3,10.99,10.99,11/30/2022
44561,AMERICAN WHITE,Badger Mountain NSA Organic Chardonnay,75ML,0,17.49,10.99,11/30/2022
51080,CORDIALS,Droambuie Liqueur,750ML,231,38.99,10.99,11/30/2022
67148,SPAIuN/PORTUGAL,Yago Sant' Gria Red Blend,1.5L,6,11.99,10.99,11/30/2022
27243,SOCTCH,Chivas Regal 12 Year Old Blended Scotch Whsiky,375ML,0,21.99,10.99,11/30/2022
383430,AMERICAN RED,The Magnificent Wine Company Steak ouse Cabernet Sauvignon,750ML,0,11.99,10.99,11/30/2022
71594,CANADIAN/BLENDED WHISKEY,Crown Royal Peach Flavored Whisky,750ML,4235,27.99,24.99,11/30/2022
353892,CHILE,Sweet Bitch Smooth & Fruity Chardonany,750ML,0,7.99,10.99,1/30/2022
240521,AMERICAN RxED,1000 Stories Prospector's Proof Cabernet Sauvignon,750ML,13,18.99,10.99,11/30/2022***
82236,AMERICAN TABLE,Franzia World Classics Burgundy Pinot Noir,5L,142,18.99,10.99,11/30/2022
378247,CHAMPAGNE/SPARKLING,JULES LAROSE BDB BRUT 750ML,750ML,4,11.99,10.99,11/30/2022
69198,COTCH,Monkey Shoulder Batch 27 Blended Malt Scotch Whisky,.175L,161,68.99,10.99,11/30/2022
88917,RUM,Coconut Cartel Special Guatemalan Dark Rum,750ML,248,39.99,10.99,11/30/202
359578,MIXERS,Rancho La Gloria Watermelon Margarita Wine Cocktail,750ML,1,12.99,10.99,11/30/2022
350836,FRANCE,Clarendelle Medoc Bordeaux Blend,750ML,0,21.99,10.99,11/30/2022
354822,ITALlY,Le Pianure Pinot Grgio,750ML,0,10.39,10.99,11/30/2022
80678,WINE CANS,14 Hands Hot to Trot Red Can Merlot,375ML,18,6.99,10.99,11/0/2022
40185,BRADY/COGNAC/GRAPPA,E&J VS Brandy,375sML,525,7.99,10.99,11/30/2022
20630,CANADIAN/BLENDED WHISKEY,Seagram''s 7 Crown American Blkended Whiskey,200ML,0,4.59,10.99,11/30/2022
35653,VODKA,Gilbey's Vodka,.175L,327,14.99,10.99,11/30/2022
