X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,RecordStatus,LeaseNum,GeneralLocation,LeaseorPermit,TypeofLease,LeaseStartDate,LeaseExpirationDate,SLCApprovalDate,MinuteItem,Improvements,Latitude,Longitude
-13133905.2208,4369963.0395,267,{DD4E3F7C-2017-46D8-92B5-0E0330BB1835},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.5023290000,-117.9838780000
-13376274.0236,4739559.4519,268,{3C5BA92B-7EFE-43C4-BBBD-0E265A885DDA},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4172,"Lake Tahoe, adjacent to 2720 West Lake Boulevard, near Homewood",General Lease,Recreational Use,12/01/2020,11/30/2030,10/22/2020,10,,39.1247690000,-120.1611140000
-13195646.5726,3892677.5991,269,{C0FDA390-423E-4792-84E0-0E35E474A26F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,862,Pacific Ocean at San Clemente Island,General Lease,Public Agency Use,11/13/1953,,12/17/1953,28,,32.9802110000,-118.5385100000
-13537988.5158,4607821.1668,270,{5EF6F146-61C5-49B6-8E7D-0E37C1A3744A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9197,"Steamboat Slough on Ryer Island, adjacent to 3411 Snug Harbor Drive, near Walnut Grove",General Lease,Recreational and Protective Structure Use,04/23/2015,04/22/2025,04/23/2015,52,,38.2007300000,-121.6138200000
-13338299.8284,4417930.2213,271,{7F8DE896-A3CD-451F-961B-0E3FD0DF3769},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5182,San Joaquin River near Pinedale near Toletachi Road,General Lease,Public Agency Use,09/01/1976,08/31/2025,09/30/1976,1,,36.8479220000,-119.8199860000
-13607788.7309,4590318.8059,272,{1AD74D90-C41E-492F-996C-0E6CA1DC7F6E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6049,"Mare Island Strait, adjacent to 7 Sandy Beach Road, near Vallejo",General Lease,Residential and Recreational Use,02/09/2016,02/08/2046,10/19/2017,C39,,38.0770690000,-122.2408460000
-13519955.3149,4579151.3358,273,{92AECAE2-DCE9-4140-A02E-0E7191526D98},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7080,"San Joaquin River at Acker Island, adjacent to 11050 Acker Island, near Stockton",General Lease,Recreational and Protective Structure Use,04/26/2022,04/25/2027,04/26/2022,34,,37.9980570000,-121.4518250000
-13372683.4135,4747471.9827,274,{F7B92EF7-A611-425D-8D93-0E7C6226D2B9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8515,"Lake Tahoe, adjacent to 1740 North Lake Boulevard, Tahoe City",General Lease,Recreational Use,04/01/2014,03/31/2024,04/05/2019,C12,,39.1798890000,-120.1288590000
-12760470.1853,4140746.7455,275,{C2487DC1-659D-4E5C-AC5C-0E7D98CF29E4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4541,"State-owned school land within a portion of Section 36, T9N R22E, SBM, near the city of Needles",General Lease,Right of Way Use,06/29/2015,06/28/2025,10/13/2016,44,,34.8295870000,-114.6292540000
-13636816.1786,4561789.8568,276,{784FCCF9-DA30-4126-B3B6-0E82F9CB0E85},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8594,"partially filled and unfilled sovereign land at Waldo Point Harbor, in Richardson Bay",General Lease,Other,04/01/2019,03/31/2044,04/05/2019,C42,,37.8750520000,-122.5016040000
-13817849.5005,5002611.5476,277,{86655631-F7BC-4FCD-BF3C-0E96BE2F6898},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8954,"Mad River, along the east bank near the west end of School Road, city of McKinleyville",General Lease,Public Agency Use,10/27/2011,10/26/2036,10/27/2011,23,,40.9340000000,-124.1278540000
-13375243.0938,4742124.1728,278,{D62A3DBB-CF64-45D5-B8D4-0E97DB0FCA94},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8332,"Lake Tahoe, adjacent to 1406 West Lake Boulevard, near Tahoe City",General Lease,Recreational Use,03/01/2013,02/28/2023,04/19/2018,EO Rpt,,39.1426400000,-120.1518530000
-13452999.5355,4209778.6607,279,{128907B9-1928-4061-9022-0EB01BDBA4AE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7629,central Morro Bay,General Lease,Public Agency Use,05/01/2017,04/30/2042,04/19/2018,C66,,35.3370420000,-120.8503510000
-12712628.9643,4058877.2835,280,{1559A67C-5C34-4BB6-B861-0EB5E4ACAB8D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5004,"Colorado River, 8 miles south of Parker Dam",General Lease,Right of Way Use,01/01/1975,,03/31/1975,7,,34.2236860000,-114.1994890000
-12996289.9512,4142030.95,281,{6D37FADC-E652-4AF8-94D9-0EBB7EA2EA17},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7526,"State indemnity school land in portions of Section 26 and 27, T9N R2E, SBM, near the unincorporated community of Newberry Springs",General Lease,Right of Way Use,01/06/2015,01/05/2040,12/06/2019,36,,34.8390560000,-116.7476590000
-13360788.5919,4755196.6996,282,{00A831D2-958E-4350-8FD1-0ECC8AA42765},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8217,"Lake Tahoe, adjacent to 8632 and 8634 Brockway Vista Avenue, Kings Beach",General Lease,Recreational Use,08/23/2018,08/22/2028,08/23/2018,C21,,39.2336590000,-120.0220060000
-13373000.7853,4746956.4459,283,{97F23178-7819-4865-84C0-0ED2C5B508DF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8570,"Lake Tahoe, adjacent to 1380 and 1400 North Lake Boulevard, near Tahoe City",General Lease,Recreational Use,10/01/2014,09/30/2024,04/23/2015,21,,39.1762990000,-120.1317100000
-13615512.6337,4608324.1962,284,{A3A61FC9-8625-46DE-8A54-0ED4B1C45668},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6608,"Napa River, adjacent to 1632 Milton Road, city of Napa",General Lease,Recreational Use,03/22/2014,03/21/2024,02/04/2019,C27,,38.2042810000,-122.3102310000
-13370943.3785,4747814.2045,285,{093AF567-85C5-4840-9A9C-0ED5CF12902F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8311,"Lake Tahoe, adjacent to 2796 Aqua Drive, near Tahoe City",General Lease,Recreational Use,04/19/2018,04/18/2028,04/19/2018,C43,,39.1822720000,-120.1132280000
-13773181.4417,4719398.8725,286,{C73DEF71-0372-49F1-8A49-0EDAB13F2FF1},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4533,"4 sites in the Pacific Ocean, at Russian Gulch, Van Damme Beach, Mac Kerricher State Park, and Point Arena Rock Underwater Park (Manchester State Beach)",General Lease,Public Agency Use,08/01/1980,07/30/2029,05/29/1980,10,,38.9841320000,-123.7265940000
-13121663.973,4358560.2173,287,{C3662D28-00CA-4A3B-91A1-0EE5737E1DC7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.4199460000,-117.8739130000
-13366629.5256,4754004.3483,288,{D9E75773-FDC5-4653-ABDE-0EF07885979E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3071,"Lake Tahoe, adjacent to 5330 North Lake Boulevard, near Carnelian Bay",General Lease,Recreational Use,04/01/2017,03/31/2027,12/06/2016,08,,39.2253620000,-120.0744760000
-13531361.1099,4665209.6554,289,{2A048C71-7B12-48F9-A4CC-0EF4B4D0E2D9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5840,"Sacramento River, adjacent to 2375 Garden Highway, near Sacramento",General Lease,Recreational and Protective Structure Use,12/18/2020,12/17/2030,08/25/2021,24,,38.6047300000,-121.5542850000
-13137615.3881,4360364.4456,290,{685A0306-B076-4231-9C70-0F0699AB4ED5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4565,"approximately 349.72 acres, more or less, of State School Land, in portions of Section 19 and 30, T17S R37E, MDM, Section 7, T18S R37E, and Section 6, T18S R37E, MDM, Owens Lake",General Lease,Grazing Use,04/23/2015,04/22/2025,04/23/2015,97,,36.4329870000,-118.0172070000
-13389742.7915,4767219.3464,291,{5A908F90-D14F-4759-A200-0F08F8505A34},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8503,"Donner Lake, adjacent to 15208 Point Drive, near Truckee",General Lease,Recreational Use,12/08/2021,12/07/2031,12/08/2021,16,,39.3172640000,-120.2821060000
-13530156.8557,4610338.5429,292,{6CBA1D58-DC11-457E-BF77-0F0EC27E46CF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8906,"Georgiana Slough, adjacent to 14810 Andrus Island Road, near Walnut Grove",General Lease,Recreational Use,12/10/2020,12/09/2030,02/23/2021,21,,38.2184990000,-121.5434670000
-13531288.7523,4665106.8078,293,{2B091897-12F2-47E8-8BD7-0F24D3F54CEA},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6340,"Sacramento River, adjacent to 2345 Garden Highway, near the city of Sacramento",General Lease,Recreational and Protective Structure Use,06/19/2014,06/18/2024,06/28/2019,EO Rpt,,38.6040080000,-121.5536350000
-13365684.7571,4889272.2119,294,{E13532AF-9692-4531-A476-0F346BCD37FA},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7903,"State-owned school and lieu lands within portions of Section 16, T40N R12E, MDM, Modoc County; Section 34, T31N R15E, MDM; Section 9, T28N R16E, MDM; Section 9, T27N R17E, MDM; Section 21, T27N R17E, MDM; Section 28, T27N R17E, MDM; Section 33, T27N ",General Lease,Right of Way Use,08/21/1996,08/20/2045,06/28/2016,83,,40.1603560000,-120.0659890000
-13617914.5744,4937542.7819,295,{C6C360C0-AE12-4864-94EF-0F67F4389836},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6910,"two parcels of land known as Dog Pond and Tenney Pond along the Sacramento River, south of Redding",General Lease,Public Agency Use,10/24/1985,10/23/2034,10/28/1985,1,,40.4909390000,-122.3318080000
-13594669.7289,4585275.0482,296,{C2B8B4CA-27D0-4A7C-A7C4-0F8DD9204F73},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7464,Carquinez Strait,Permit,Streets and Highways  - DOT Code 101.5,11/01/1991,,10/29/1990,14,,38.0413940000,-122.1229960000
-13049377.3258,4189145.6193,297,{8E90544E-E743-4810-AEB7-0F997BD01C3C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8972,"State school lands in Section 36, T31S R44E, MDM, northwest of Barstow",General Lease,Right of Way Use,01/26/2012,01/25/2022,12/06/2016,49,,35.1856990000,-117.2245510000
-13499054.9692,4669721.442,298,{3D9B30B5-DAE8-485F-86DF-0F9A00448749},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8267,"three locations along the American River, near Howe Avenue and Watt Avenue, in the city of Sacramento and near Hazel Avenue, in the town of Fair Oaks",General Lease,Public Agency Use,01/01/2001,12/31/2025,02/05/2001,53,,38.6363960000,-121.2640740000
-13143958.5953,3992050.7194,299,{DD15C5D2-8184-42DB-89E5-0F9A743C62E9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5656,Main Channel Huntington Harbour between Tract 10004 and APN 178-700-10,General Lease,Public Agency Use,02/01/1979,01/31/2028,04/26/1979,12,,33.7258590000,-118.0741890000
-13609586.318,4518896.4047,300,{06522D3B-60DF-42A3-91D6-0FB06CBC2496},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5327,San Francisco Bay at Foster City,General Lease,Public Agency Use,06/30/1977,06/29/2043,06/30/1977,24,,37.5702730000,-122.2569940000
-12763645.9077,3950285.8642,301,{4EF61256-5417-44A9-B963-0FB48355E071},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1978,Colorado River at Cibola bridge,General Lease,Public Agency Use,05/01/1981,04/30/2030,06/24/1981,4,,33.4132540000,-114.6577820000
-13630631.4904,4954846.0897,302,{503B89A8-82C7-46F7-AB52-0FBEFEBA3924},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5482,"Sacramento River channel and floodplain, between Redding and Corning",General Lease,Public Agency Use,02/28/2023,02/27/2043,02/28/2023,42,,40.6090470000,-122.4460460000
-13535208.5342,4617542.1529,303,{E66FA8B7-13C3-4928-9ECA-0FD482564CF2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3935,"Steamboat Slough, adjacent to 13415 Grand Island Road, near Walnut Grove",General Lease,Commercial Use,12/01/2004,11/30/2024,10/24/2019,23,,38.2693220000,-121.5888470000
-13368758.7335,4751252.2894,304,{2C848B4F-3293-4CC7-8BCD-0FDDF2D045B7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4870,"Lake Tahoe, Lake Forest Unit 2, Lot 6; 4000 North Lake Boulevard",General Lease,Recreational Pier Lease,02/28/1994,02/27/1999,11/15/1994,105,,39.2062080000,-120.0936030000
-13527101.3583,4660611.2955,305,{07A2DA7A-9615-47DB-BE6E-10014A0C92BC},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9422,"Sacramento River, near the cities of Sacramento and West Sacramento",General Lease,Right of Way Use,08/17/2017,08/16/2023,06/28/2019,24,,38.5724420000,-121.5160190000
-13135238.049,3977854.3679,306,{5FA0508D-DC54-44CE-88FF-100707135AD7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3009,four parcels in San Pedro Channel between Santa Ana River and Huntington Beach Pier,General Lease,Public Agency Use,06/06/1963,,05/23/1963,6,,33.6197280000,-117.9958510000
-12760805.257,4152633.9613,307,{40363DF2-3290-43EE-918A-102B016CF7A0},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8254,"Colorado River, near Needles",General Lease,Right of Way Use,12/01/2000,11/30/2020,12/18/2015,86,,34.9171950000,-114.6322640000
-13607734.4069,4590219.3915,308,{5F64F66F-2B0D-4E12-AFCE-10346BA18E26},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7498,"Mare Island Strait, adjacent to 14 Sandy Beach Road, near the city of Vallejo",General Lease,Recreational Use,02/09/2016,02/08/2046,02/09/2016,42,,38.0763660000,-122.2403580000
-13515238.2628,4658884.8809,309,{167BD5A6-B0A0-459E-82B3-103EECE950D4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3927,American River at Howe Avenue in Sacramento,General Lease,Public Agency Use,02/23/2021,02/22/2046,02/23/2021,18,,38.5603160000,-121.4094510000
-13143185.4814,3991695.7676,310,{E73B6F08-B343-4B80-9B93-1046742A4819},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8574,"Huntington Harbour, adjacent to 3512 Venture Drive, Huntington Beach",General Lease,Recreational and Protective Structure Use,12/09/2014,12/08/2024,12/17/2014,38,,33.7232070000,-118.0672440000
-13102513.0131,3956255.9924,311,{BA3B655D-4B8C-4773-A5D6-1052E95BCA8B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7320,"Pacific Ocean, at Capistrano Beach, city of Dana Point",General Lease,Public Agency Use,12/18/2015,12/17/2025,12/18/2015,87,,33.4580090000,-117.7018770000
-13367998.7553,4716396.6475,312,{D67BB7BB-A548-416B-BFD5-106793D97862},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7676,"Emerald Bay, Lake Tahoe",General Lease,Right of Way Use,08/24/2006,,08/24/2006,20,,38.9631650000,-120.0867760000
-13529102.3262,4602079.0773,313,{CAA0A69E-3FA3-4D26-80C7-10783CC68034},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8207,"Mokelumne River, North and South Mokelumne Rivers, Georgiana, Broad, Three Mile, Jackson, and Tomato Sloughs, between Rio Vista and Lodi",General Lease,Right of Way Use,09/19/2020,09/18/2040,04/29/2020,36,,38.1601830000,-121.5339940000
-13404972.9676,5102141.9556,314,{851B11D4-C463-488A-BAAB-10842BBD9BAF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,619,"Section 36, T44N R13E",General Lease,Right of Way Use,06/20/1951,,05/24/1951,25,,41.6060020000,-120.4189210000
-13593265.4335,4502999.4376,315,{00A1E44B-DEF9-42FC-914E-10A6BDC153BB},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9143,"near the Palo Alto Airport, city of Palo Alto",General Lease,Public Agency Use,08/15/2014,08/14/2059,02/04/2019,C33,,37.4569990000,-122.1103810000
-13504671.4828,4572717.1215,316,{82CE69FA-06F0-4615-B929-10C04EC8B57E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2432,"Stockton Slough (Stockton Deep Water Channel) and Mormon Slough, in the city of Stockton",General Lease,Public Agency Use,07/30/2008,07/29/2033,03/29/2012,64,,37.9524950000,-121.3145280000
-12749735.5355,3975626.9385,317,{CA1A1AEC-DCF6-447A-9CA2-10C343559FD7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,1988,Colorado River at Blythe,General Lease,Right of Way Use,08/21/1957,,12/12/1957,26,,33.6030640000,-114.5328230000
-13528789.2957,4665214.7836,318,{D4CF10B9-7291-401E-B4F2-10C91534E45B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6015,"Sacramento River, adjacent to 1801 Garden Highway, city of Sacramento",General Lease,Commercial Use,08/01/2017,07/31/2047,08/17/2017,C36,,38.6047660000,-121.5311820000
-13508414.4893,4573712.7358,319,{4BC22AD5-AB3E-4755-885E-10E77784AB6A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6934,"San Joaquin River, adjacent to 2047 Cove Court, city of Stockton",General Lease,Recreational and Protective Structure Use,01/23/2016,01/22/2026,10/16/2015,36,,37.9595470000,-121.3481520000
-13366115.2295,4755242.6892,320,{6530957E-9668-4185-AC5F-113912E09DB7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4850,"Lake Tahoe, adjacent to 5736 and 5744 North Lake Boulevard, near Agate Bay",General Lease,Recreational Use,04/23/2015,04/22/2025,12/18/2015,25,,39.2339790000,-120.0698560000
-13621978.7377,4951463.6935,321,{EAF326EC-42FD-459B-AF3A-114C7416C25B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2982,"Sacramento River, city of Redding",Permit,Streets and Highways  - DOT Code 101.5,10/30/2007,,10/30/2007,33,,40.5859760000,-122.3683170000
-13352801.3071,4716214.9703,322,{8C4A7BCC-F3D5-4A04-B8DB-114E0EDA082A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5281,"Lake Tahoe, adjacent to 833 Stateline Avenue, city of South Lake Tahoe",General Lease,Recreational Use,03/28/2014,03/27/2024,08/17/2023,14,,38.9618960000,-119.9502550000
-13375607.5538,4733021.2168,323,{BD96683D-FFC6-4938-8064-11661BCB2505},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4409,"Lake Tahoe, adjacent to 5520 and 5540 West Lake Boulevard, near Homewood",General Lease,Recreational Use,01/01/2018,12/31/2027,04/19/2018,C06,,39.0791900000,-120.1551270000
