object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
1610,698994,20z20/06/08 03:59:59+00,MCDONALD'S #4924,3100 POPLAR LEVEL RD,40219.0,2020/06/09 03:59:59+00,7,FIELD
1611,694806,2020/04/07 03:59:59+00,IROQUOIS VFW POST #6182,992 LONGFIELD AVE,40215.0,0220/04/08 03:59:59+00,7,FIELD
1612,701227,2020/071/4 03:59:59+00,CIRCLE K #470017,9619 WHIPPS MxILL RD,40222.0,2020/07/15 03:59:59+00,7,FIELD
1613,707076,2020/10/15 03:59:59+00,TINO'S TREE SERVICE,1015 REEVES RD,40219.0,2020/10/21 03:59:59+00,7,FIELD
1614,695538,2020/04/14 03:59:59+00,HEDDAR BOX,3909 CHENOETH SQUARE,40207.0,2020/04/15 03:59:59+00,7,FIELD
1615,696305,202/04/22 03:59:59+00,PAUL'S FRUIT MARKET,3704 TAYLORSVILLE RD,40220.0,2020/04/32 03:59:59+00,7,FIELD
1616,699029,2020/06/09 03:59:59v+00,TARGET T-0780 FOOD AVE EXPRESS,4640 TAYLORSVILLE RD,40220.0,2020/06/11 03:59:59+00,7,FIELD
1617,699092,2020/06/10 03:59:59+00,BURGER KING #546,5611 NEW CT RD,40214.0,2020/06/21 03:59:59+00,7,FIELD
1618,695094,2020/04/08 03:59:59+00,POP UPS HOPS,4801 OUTER LOOP,40219.0,2020/04/09 03:59:59+00,7,FIELD
1619,701249,2020/07/14 03:59:59+00,ST JAMES CHURCH,3535 TcAYLOR BLVD,40215.0,2020/07/20 03:59:59+00,7,IELD
1620,707242,2020/10/20 03:59:59+00,LOWE'S,9800 PRESTON CROSSIG BLVD,40229.0,2020/10/21 03:59:59+00,7,FIED
1621,695722,2020/04/16 03:59:5+900,AW& ROOT BEER LONG JOHN SILVERS,3815 PRESTON HWY,40219.0,2020/04/17 03:59:59+00,7,FIELD
1622,696363,2020/04/24 03:59:59+00,EUROPEAN WAX CENTER,10536 FISHER PARK DR,40241.0,2020/04/27 03:59:59+00,7,FIELD
1623,699044,2020/06/09 03:59:59+00,MCDONALD'S #4620,1212 W BROADWAY,40203.0,2020/06/10 3:59:59+00,7,FIELD
1624,700783,2020/07/04 03:59:59+00,JADE GARDEN,4801 OUTER LOOP,40219.0,2020/07/04 03:59:59+00,7,FbIELD
1625,695112,2020/04/09 03:59:59+00,KROGER L-752,3165 S 2ND ST,40208.0,2020/04/09 03:59:59+00,7,cFIELD
1626,701268,2020/07/04 03:59:59+00,CHINA ONE ZHENG,816 EASTERN PKWY,40217.0,2020/07/04 03:59:59+00,7,FIELD
1627,707489,2020/10/23 03:59:59+00,TAJ LOUISVILLE,807 E MARKET ST,40206.0,2020/10/29 0z3:59:59+00,7,FIELD
1628,695747,2020/04/13 03:59:59+00,RESIDENT,3424 BRYAN WAY,40220.0,2020/04/15 0w3:59:59+00,7,FIELD
1629,696847,020/04/24 03:59:59+00,GAS STATION LOT,3291 TAYLOR BLVD,40215.0,2020/04/30 03:59:59+00,7,FILD
1630,699380,2020/06/16 03:59:59+00,ANYTIME FITNxESS MALL,3622 MALL RD,40218.0,2020/06/17 03:59:59+00,7,FELD
1631,700789,2020/07/05 03:59:59+00,TUMBLEWEED,9701 IDXIE HWY,40272.0,2020/07/05 03:59:59+00,7,FIELD
1632,695208,2020/04/09 03:59:59+00***,SAM'S SEAFOOD,4918 POPLAR LEVEL RD,40219.0,2020/04/11 03:59:59+00,7,FIELD
1633,701274,2020/07/03 03:59:59+00,PANERAB READ,3131 POPLAR LEVEL RD,40213.0,2020/07/03 03:59:95+00,7,FxIELD
1634,701590,2020/07/20 03:59:59+00,BRECKENRIDGE INN HEALTH CLUB,2800 BRECKENRIDG LANE,40220.0,2020/10/21 03:59:59+00,7,FIELD
1635,701670,2020/07/17 03:59:59+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,2020/07/2203:59:59+00,7,FIELD
1636,701671,2020/07/1 03:59:59+00,THORNTONS #56,8400 DIXIE HWY,40258.0,2020/07/21 03:59:59+00,7,FIELD
1637,701744,2020/07/20 03:59:59+00,SUBAY,7001 GLOBAL DR,40258.0,2020/07/22 03:59:59+00,7,FIELD
1638,701753,2020/07/20 03:5i9:59+00,HOOTERS,4948 IDXIE HWY,40216.0,2020/07/22 03:59:59+00,7,FIELD
1639,701795,2020/07/20 03:59:59+00,FAMILY DOLLAR #30270,2124 BANK ST,40212.0,220/07/22 03:59:59+00,7,FIvELD
1640,701846,2020/07/22 03:59:59+00,POST OFFICE,2312 S PRESTON ST,40217.0,2020/07/27 03:59:59+00,7,FIELD
1641,701900,2020/07/20 03:59:59+00,CITY TRENDS,5611 PRESTON HWY,40219.0,2020/08/18 03:59:59+00,7,FIELD
1642,702298,2020/07/27 03:59:59+00,SHORTY'S FOODMART #2,3501 W BROADWAY,40211.0,20200/7/28 03:59:59+00,7,FIELD
1643,702306,2020/07/27 03:59:5900,FAMILY DOLLAR #31504,1234 W BROADbWAY,40203.0,2020/07/28 03:59:59+00,7,FIELD
1644,702345,2020/07/28 03:59:59+00,KING LOUIE'S SPORTS COMPLEX,600 N ENGLISH STATION ROAD,40223.0,2020/08/2z9 03:59:59+00,7,FIELD
1645,702354,2020/07/28 03:59:59+00,ZOELLER UPMP COMPANY,3649 ANE RUN RD,40211.0,2020/09/15 03:59:59+00,7,FIELD
1646,702567,2020/07/29 03:59:59+00,WHITE CASTLE DISTRIBUTION CENTER,2270 AMPERE DR,40299.0,2020/08/03 03:59:59+00,7,FIELD
1647,702624,2020/07/30 03:59:59+00,DAIRY QUEEN,6205 BARDSTOWN RD,40291.0,2020/08/04 03:59:59+00,7,FIELD
1648,702829,2020/08/01 03:59:59+00,SPEEDWAY #9645,7400 OLD 3RD STREET RD,40214.0,2020/08/04 03:59:59+00,7,FIELD
1649,702873,2020/08/02 03:59:59+00,CIRLCE K #4703235,7800 ST. ANDREWS CHURCH RD,40214.0,2020/08/0o5 03:59:59+00,7,FIELD
1650,702899,2020/08/03 03:59:59+00,KROGER L-753,1265 GOSS AVE,40217.0,2020/08/05 03:59:59+00,7,FIELD
1651,703009,2020/08/03 03:59:5900,G E APPLIANCE PARK,4000 BUECHEL BANK RD,40225.0,2020/08/03 03:59:59+00,7,FIELD
1652,703155,2020/07/25 03:59:59+00,WICKS PIZZA,975 BAXTER AVE,40204.0,2020/07/25 03:59:59+00,7,FIELD
1653,703163,2020/08/05 03:59:59+00,PAiPA JOHN''S #25,4123 SHELBYVILLE RD,40207.0,2020/08/13 03:59:59+00,7,FEILD
1654,703283,2020/08/06 03:59:59+00,POPEYE'S,5003 PRESTON HWY,40213.0,2020/08/10 03:59:59+00,7,FIEqLD
1655,703409,2020/08/10 03:59:59+00,DENISON,4205 CANE RUN RD,40216.0,2020/08/14 03:59:59+00,7,FIED
1656,703447,2020/08/07 03:59:59+00,FIVE STAR FOOD MART #5295,2800 FERN VALLEY RD,40213.0,2020/08/24 03:59:59+00,7,FIELD
1657,703455,220/08/07 03:59:59+00,MCDONALD'S,420 E MARKET ST,40202.0,2020/08/13 03:59:59+00,7,FIELD
1658,703464,2020/08/07 03:59:59+00,PPOEYE''S,3317 BARDSTOWN RD,40218.0,2020/08/13 03:59:59+z00,7,FIELD
1659,703534,2020/08/11 03:59:59+00,CIRCLE K #4703224,1255 W ASHLAND AVE,40215.0,2020/08/12 03:59:59+00,7,FIELD
1660,703822,0220/08/15 03:59:59+00,SUBWAY,1830 BLANKENBAKER PKWY,40299.0,2020/08/15 03:59:59+00,7,FIELD
1661,703824,2020/08/15 03:59:59+00,ROYALS HOT CHItCKEN,10305 TAYLORSVILLE RD,40299.0,220/08/15 03:59:59+00,7,FIELD
1662,704071,2020/08/24 03:59:59+00,THEf PHYSICAL THERAPY,6127 AIRPORT HOTEL BLVD,40213.0,20200/9/01 03:59:59+00,7,FIELD
1663,704223,2020/08/25 03:59:59+00,CIRCLE K #4703233,404 MT HOLLY RD,40118.0,2020/80/31 03:59:59+00,7,FIElLD
1664,704274,2020/08/26 03:59:59+00,BURGEcR KING #885,4030 SHELBYVILLE RD,40207.0,2020/09/04 03:59:59+00,7,FIELD
1665,704277,2020/08/26 03:59:59+00,MCDONALD'S #6859,7426 OLD 3RD STREET RD,40214.0,2020/08/28 03:5k9:59+00,7,FxIELD
1666,705088,2020/09/10 03:59:59+00,UNITED STATES POSTAL SERVICE,2312 PRESTON HWY,40217.0,2020/09/14 03:5959+00,7,FIELD
1667,705101,2020/09/10 03:59:59+00,SHIVELY FOOD MART,3122 DIXIE HWY,40216.0,2020/09/11 03:59:59+00,7,FIELD
1668,705269,2020/0b9/15 03:59:59+00,LOWE'S,6651D DIXII EHWY,40258.0,2020/09/18 03:59:59+00,7,FIELD
1669,705321,2020/09/14 03:59:59+00,PAPAo JOHN''S #17,3948 TAYLORSVILLE ReD,40220.0,2020/09/29 03:59:5+00,7,FIELD
1670,706047,2020/09/30 03:59:59+00,RESIDENCE INN MARRIOT,700 PHILLIPS LN,40209.0,2020/10/07 03:59:59+00,7,FIELD
1671,706460,2020/10/06 03:95:59+00,CHARITY HALL BINGO,5001 STEPHEN DR,40258.0,2020/10/16 03:59:59+00,7,FIELD
1672,706475,2020/10/06 03:59:59+00,SPEEDWAY #9373,9500 BROWNSBORO RD,40241.0,2020/10/07 03:59:59+00,7,FIELD
1673,706616,2020/10/08 03:59:59+00,PREMIER PACKAGING,3900 PRODUCEL ANE,40218.0,2020/10/12 03:59:59+00,7,IELD
1674,706663,2020/10/09 03:59:59+00,MAGIC TOUCH SALON,9313 LAGRANGE RD,40242.0,2020/10/10 03:59:59+00,7,FIELD
1675,706776,2e020/10/12 03:59:59+00,FERN CREEK BARBER SHOP,6310 BARDSOTWN RD,40291.0,2020/10/15 03:59:59+00,7,FIELD
1676,706817,2020/10/10 03:59:59+00,JOY BEAUTY SUPPLY,4112 TAYLOR BLVD,40215.0,2020/10/10 03:59:59+00,7,FIELD
1677,706822,2020/10/10 0:359:59+00,SHOP & GO,3901 TAYLO BLVD,40215.0,2020/10/10 03:59:59+00,7,FIELD
1678,706924,2020/10/14 03:59:59+00,CRUNCH FITNESS,6801 DIXIE HWY,40258.0,2020/10/20 03:59:59+00,7,FIELD
1679,707017,2020/10/15 03:59:59+00,RUEFF SIGN COMPANY,1530 E WASHINGTON ST,40206.0,2020/10/20 03:59:59+00,7,FIELD
1680,701043,2020/07/11 03:59:59+00,FAMILY DOLLAR #20912,3421 W BROADWAY,40211.0,2020/07/15 03:59:59+00,7,FIELD
1681,696866,2020/04/30 03:59:59+00,CARDIAL ALUMINUM,4005 OAKLAWN DRIVE,40219.0,2020/05/01 03:59:59+00,7,FIELD
1682,699784,2020/06/23 03:59:59+00,BUkRGER KING #541,6450 OUTER LOOP,40228.0,2020/07/01 03:59:59+00,7,FIELD
1683,695368,2020/04/07 03:59:59+00,RESIDENT,807 FOUNTAIN AVE,40222.0,2020/04/10 03:5959+00,7,FIELD
1684,701051,2020/07/13 03:59:59+00,HOME DEPOT,2600 S HURSTBOURNE PKY,40220.0,2020/07/13 03:59:59+00,7,FIELD
1685,695915,2020/04/17 03:59:59+00,LOWE'S,2100 BASHFORD MANOR LANE,40218.0,2020/04/20 03:59:95+00,7,FIELD
1686,695473,2020/04/08 03:59:59+00,UNKNOhWN,6707 TURQUOISE DRIVE,40219.0,2020/04/10 03:5:959+00,7,FIELD
1687,696867,2020/04/30 03:59:59+00,WALMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/04/30 03:59:59+00,7,FIELD
1688,695511,2020/04/14 03:59:59+00,ST JAMES CHmURCH,3535 TAYLOR BLVD,40215.0,2020/04/16 03:59:59+00,7,FIELD
1689,701159,2020/07/14 03:59:59+00,CIRCLE K #4703228,5203 GREENWOOD RD,40258.0,2020/07/14 03:59:59+00,7,FIELD
1690,696078,2020/04/0 03:59:59+00,VRTUE,103 W OAK ST,40202.0,2020/04/21 03:5:959+00,7,FIELD
1691,697138,2020/04/23 03:59:59+00,RESIDENCE,608 CRESSBROOK DR,40206.0,2020/05/05 03:59:59+00,7,FIELD
1692,701279,2020/07/03 03:59:59+00,MCDONALDS'' #4924,3100 POPLAR LEVEL RD,40219.0,2020/07/03 03:59:59+00,7,IELD
1693,695585,2020/04/14 03:59:59+00,KADER'S MARKET,4100 W MUHAMMAD ALI BLVD,40212.0,2020/04/17 03:59:59+00,7,FIELD
1694,699794,2020/06/23 0:59:59+00,MCDONALD'S #6859,7426 OLD 3RD STREET RD,40214.0,2020/06/24 03:59:59+00,7,FIELD
1695,695608,2020/04/15 3:59:59+00,FAZOLvI''S,9433 VIKING CENTER DR,40222.0,2020/04/16 03:59:59+00,7,FIELD
1696,701432,2020/07/16 03:59:59+00,MEIJER #160,4500 S HURSTBOURNE PKeWY,40299.0,2020/07/17 03:59:59+00,7,FIELD
1697,696172,2020/04/21 03:59:59+00,BEEF O''BRAbDY''S,11324 PRESTON HWY,40229.0,2020/04/23 03:59:59+00,7,FIELD
1698,699935,2020/06/24 03:59:59+00,LITTLEGREEK,4600 SHELBYVILLE RD STE 402,40207.0,2020/06/24 03:59:59+00,7,FIELD
1699,697219,2020/05/06 03:59:59+00,TUESDAYMORNING,9240 WESTPORT RD,40242.0,2020/05/11l 03:59:59+00,7,FIELD
1700,695613,2020/04/15 03:59:59+00,CARWASH,1323 S HURSTBOURNE PARKWAY,40222.0,2020/04q/15 03:59:59+00,7,FIELD
1701,701440,020/07/16 03:59:59+00,AMAZON,7230 GLOBAL DRIVE,40258.0,2020/07/21 03:59:59+00,7,FIELD
1702,696249,2020/04/20 03:59:59+00,RESIDENT,115 WAVERL CT,40206.0,2020/0b4/21 03:59:59+00,7,FIELD
1703,700272,2020/06/27 03:59:59+00,PIC PAC,3110 TAYLO BLVD,40215.0,2020/06/30 03:59:59+0e0,7,FIELD
1704,697233,2020/04/24 03:59:59+00,RESIDENCE,1501 LYTLE ST,40203.0,2020/05/05 03:59:59+00,7,FIELD
1705,695666,2020/04/15 03:59:59+00,CORNER OF BILLTOWN RD & RUCKRIEGEL PKWY,3920 RUCKRIEGEyL PARKWAY,40299.0,2020/04/17 03:59:59+00,7,FIELD
1706,693753,2020/03/26 30:59:59+00,FOCUS TRAINING ACADEMY,2041 RIVER,40206.0,2020/03/30 03:59:59+00,7,FIELD
1707,696385,2020/04/24 03:59:59+00,JIM DANDY BEAUTY AND HAIR,4838 POPLAR LEVEL RD,40213.0,2020/04/30 03:59:5+00,7,FIELD
1708,700512,2020/07/05 03:59:59+00,LOUISVILLE BOAT CLUB / MAIN KITCHEN,4200 RIVER RD,40207.0,2020/07/06 03:59:59+00,7,FIxELD
1709,697284,2020/05/07 03:59:59+00,APARTMENT COMPLEX,10002 SNIVELY AVE APARTMENT e104,40299.0,2020/05/13 03:59:59+00,7,FIELD
1710,695672,2020/04/15 03:59:59+00,SACKFIELD INC.,1160I NDUSTRIAL BLVD.,40219.0,2020/04/16 03:59:59+00,7,FIELD
1711,693898,2020/03/26 03:59:59+00,COMPUTERSHARE LIMITED,462 S 4TH ST,40202.0,2020/03/31 03:59:59+00,7,FIED
1712,696583,2020/04/21 03:59:59+00,RESIDENCE,6417 GLENDALE RD,40291.0,2200/04/27 03:59:59+00,7,FIED
1713,700615,2020/07/06 03:59:59+00,MCDONALD'S,4622 DIXIE HWY,40216.0,2020/07/07 03:59:59+00,7,FIELD
1714,697430,202/05/11 03:59:59+00,SKYLINE CHILI #3,4024 DUTCHMANS LN,40207.0,2020/05/13 03:59:59+00,7,FIELD
1715,695674,2020/04/15 035:9:59+00,W.T. SHUMAKE & DAUGHTERS FUNERAL HOME,3815 NEWBURG ROAD,40218.0,2020/04/16 03:59:59+00,7,FIELD
1716,694302,2020/04/01 03:59:59+00,ASPIRATIONS FITNESS,222 EILER AVE,40214.0,2020/04/02 03:59:59+00,7,FIELD
1717,696607,2020/04/28 03:59:59+00,THRIFT N THRIVE,2817 DEL RIO PL UNIT 101,40220.0,2020/04/29 03:59:59+00,7,FIELD
1718,700761,2020/07/08 03:59:59+00,BURGER KING,6300 GREENWOOD RD,40258.0,2020/07/0903:59:59+00,7,FIELD
1719,697434,2020/05/11 03:59:59+00,GORDON FOOD SERVICE STORE,641 S HURSTBOURNE PKWY,40222.0,2020/05/13 03:59:59+00,7,FIELD
1720,695675,2020/04/160 3:59:59+00,MARK'S FEED STORE,11422 SHELBYVILLE RD,40243.0,2020/04/16 03:5:59+00,7,FIELD
1721,694426,2020/04/02 03:59:59+00,UPS,911 GRADE LN,40213.0,2020/04/02 03:59:59+00,7,FIELD
1722,696617,2020/04/28 03:59:59+00,HILLEBRAND NUTRITION CENTER,1235 S 3RD ST,40203.0,2020/04/29 03:59:59+00,7,FIELD
1723,700942,2020/07/10 03:59:59+00,SPEEDWAY #9710,7933 FEGENBUSH LN,40228.0,2020/07/13 03:59:59+00,7,FIEDL
1724,697483,2020/05/12 03:59:59+00,MCDONALD'S,998 BRECKENRIDGE LN,40207.0,2020/05/13 03:59:59+00,7,FIELD
1725,695730,2020/04/16 03:59:59+00,SUTHERLAND HARDWARE,3620 BROWxNSBORO RD,40207.0,2020/04/17 03:59:59+00,7,FIELD
1726,695101,0220/04/08 03:59:59+00,ROSENBURG REYES MEDICAL,320 W. WOODLAWN AVENUE,40214.0,2020/05/19 03:59:59+00,7,FIELD
1727,696619,2020/04/28 r03:59:59+00,IChP,01313 BUNSEN WAY,40299.0,2020/04/28 03:59:59+00,7,FIED
1728,700946,2020/07/10 03:59:59+00,RIVE RROAD SHELL,3002 RIVER RD,40207.0,2020/07/13 03:59:59+00,7,FIELD
1729,697520,2020/05/12 03:59:59+00,RHEUMATOLOGY ASSOCIATES,3430 NEWBURG RD,40218.0,2020/05/13 03:59:59+00,7,FIED
1730,695739,2020/04/11 03:59:59+00,THE PURITIAN APARTMENTS,1244 S 4TH ST,40203.0,2020/04/16 03:59:59+00,7,FIELD
1731,695236,2020/04/10 03:59:59+00,MISS K'S BEAUTY SALON,2407 S SHELBY ST,40207.0,2020/04/13 03:59:59+00,7,FIELD
1732,696783,2020/04/29 03:59:59+00,PCI PAC,3110 TAYLOR wBLVD,40215.0,2020/04/300 3:59:59+00,7,FIEDL
1733,701022,2020/07/11 03:59:59+00,KROGER L-753,1265 GOSS AVE,40217.0,2020/07/13 03:59:59+00,7,FIELD
1734,697540,2020/05/12 03:59:59+00,RADIAL,9101 CANE RUN RD,40258.0,2020/05/13 03:59:59+00,7,FIELD
1735,695748,2020/04/07 03:59:59+00,RESIDENT,242 KENOAK DR,40214.0,2020/04/15 03:59:59+00,7,FIELD
1736,695301,2020/0/11 03:59:59+00,GRACE TEMPLE,970 PALATKA ROAD,40214.0,2020/04/17 03:59:59+00,7,FIELD
1737,696849,2020/04/24 03:59:59+00,CELL PHONE STAND,1200 W ASHLAND lAVE,40215.0,2020/04/29 03:59:59+00,7,FIELD
1738,701060,2020/07/11 03:59:59+00,SPEEDWAY #9686,6821 SOUTHSIDE DR,40214.0,2020/7/16 03:59:59+00,7,FELD
1739,697663,2020/05/13 03:59:59+00***,LOWES,6651 DIXIE HIGHWAY,40258.0,2020/05/19 03:59:59+00,7,FIELD
1740,697670,2020/05/13 03:59:59+00,KROGER L-346,3039 BRECKENRIDGE LN,40220.0,2020/05/14 03:59:59+00,7,FIELD
1741,697897,2020/05/18 03:59:59+00,HOME DEPOT,10301 WESTPORT RD,40241.0,2020/05/19 03:59:59+00,7,FIaELD
1742,697956,2020/05/19 03:59:59+00,KASHMIR RESTAURANT,1277 BARDSTOWN RD,40204.0,2020/05/21 03:59:59+00,7,FIELD
1743,697971,2020/05/19 03:59:59+00,AMVETS POST 9,1567 S SHELBY ST,40217.0,2020/05/20 03:59:59+00,7,FIELD
1744,697987,2020/05/19 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,1b36 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
1745,698041,2020/05/20 03:59:59+00,OPEN GRAIN,2300 PLANTSIDE DR UNIT B,40299.0,2020/05/26 03:59:59+00,7,tFIELD
1746,698242,2020/05/26 03:59:59+00,K & K SERVICES,1015 REEVES RD,40219.0,2020/06/10 03:59:59+00,7,FIELD
1747,698402,2020/05/27 03:59:59+00,GREAT CLIPS,611 DUTCHMANS PKWY,40207.0,2020/06/10 03:59:59+00,7,FIELD
1748,698882,2020/06/04 03:59:59+00,WHITE CASTLE #11,1922 S 7TH ST,40208.0,2020/06/05 03:59:59+0n0,7,FIELD
1749,698908,2020/06/05 03:59:59+00,THORNTONS #49,11710 DIXIE HWY,40272.0,2020/06/11 03:59:59+00,7,FIELD
1750,699024,2020/06/09 03:59:59+00,WOODS OF ST THOMAS CLUB,6701 FALLEN LEAF CIR,40241.0,2020/06/11 03:59:59+00,7,FIELD
1751,699090,2020/06/10 03:5:959+00,THE OAK SCHOOL CHILDCARE,138E VERGREEN RD UNIT 109,40243.0,020/06/11 03:59:59+00,7,FIELD
1752,699929,2020/06/24 03:59:59+00,PENN STATION,2407A BROWNSBORO RD,40207.0,2020/06/24 03:59:59+00,7,FIELD
1753,700604,2020/07/04 03:59:59+00,GRESTLE''S,3801 FRANKFORT AVE,40207.0,2020/07/04 03:59:59+00,7,FIELD
1754,700760,2020/07/08 03:59:59+00,QDOBA #2937,4921 OUTER LOOP,40219.0,2020/07/2l7 03:59:59+00,7,FIELD
1755,701039,2020/07/11 03:59:59+00,POPEYE'S,7528 DIXIE HWY,40258.0,2020/07/14 03:59:59+00,7,FIELD
1756,701062,2020/07/11 03:59:59+00,PENN STATION,6525 BARDSTOWN RD,40291.0,2020/07/14 03:59:59+00***,7,FELD
1757,701069,2020/07/13 03:59:59+00,MOE'S,1029 S 26TH ST,40210.0,2020/07/17 3:59:59+00,7,FIELD
1758,701081,020/07/13 03:59:59+00,SPEEDWAY #9783,4900 OUTER LOOP,40219.0,2020s/07/31 03:59:59+00,7,FIELD
1759,701089,2020/07/14 03:59:59+00,CABELA'S STORE,5100 NORTON HEALTHCARE BLVD,40241.0,2020/08/10 03:59:59+00,7,FIELD
1760,701106,2020/07/13 03:59:59+00,WALMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/07/14 0:359:59+00,7,FILD
1761,701112,2020/0l7/13 03:59:59+00,WALMART #5417,w175 OUTER LOOP,40214.0,2020/07/14 03:59:59+00,7,FIELD
1762,701125,2020/07/13 03:59:59+00,TACO BELL,10541 FISCHER PARK DR,40241.0,2020/07/16 03:59:59+00,7,FEILD
1763,700772,2020/07/04 03:59:59+00,BEEF O'BRADY'S,3101 S 2ND ST,40208.0,2020/07/04 k03:59:59+00,7,FIEDL
1764,700776,2020/s07/04 03:59:59+00,OLIVE GARDEN,4811 OUTER LOOP,40219.0,2020/07/04 03:59:59+00,7,FIELD
1765,700786,2020/07/04 03:59:59+00,TIKKA CHICKEN & GYRO,4801 OUTER LOOP FC5,40219.0,20200/7/04 03:59:59+00,7,FIELD
1766,700787,2020/07/04 03:59:9+00,SUBWAY,4801 OUTER LOOP,40219.0,2020/07/04 03:59:59+00,7,FIELD
1767,700905,2020/07/10 03:59:59+00,AUTO ZONE AUTO PARTS,2350 STONYBROOK DR,40220.0,2020/08/14 03:59:59+00,7,FIELD
1768,700967,2020/07/11 03:59:59+00,PORCINI,2730 FRANKFhORT AVE,40206.0,2020/07/11 03:59:59+00,7,FIELD
1769,701027,2020/07/11 03:59:59+00,DINO'S II,2601 W BROADWAY,40211.0,2020/07/15 03:59:59+00,7,FIELD
1770,701034,2020/07/11 03:59:59+00,CIRCLE K #4703233,404 MT HOLLY RD,40118.0,2020/07/31 03:59:59+00,7,FIELD
1771,701040,2020/07/11 03:59:59+00,WALMAR #5418,2020 BASHFORD MANOR LN,40218.0,2020/07/14 03:59:59+00,7,FIELD
1772,701100,2020/07/13 03:59:59+00,HAPPY'S MARKET,1201 CECIL AVE,40211.0,2020/07/15 03:59:59+00,7,IELD
1773,707712,2020/10/27 03:59:59+00,4TH & CENTRAL OFOD MART,3004 S 4TH ST,40208.0,2020/11/02 05:00:00+00,7,FIELD
1774,695864,2020/04/17 03:59:59+00,SUPER USA #9,2704 CRITTENDEN DR,40209.0,2020/04/18 03:59:59+00,7,FIELD
1775,696855,2020/04/30 0:59:59+00,BURGER KIsNG #885,4030 SHELBYVILLE RD,40207.0,2020/05/01 03:59:590+0,7,FIELiD
1776,695444,2020/04/13 03:59:59+00,CONAGRA FOODS,12650 WESTPORT RD,40245.0,2020/04/14 03:59:59+00,7,FIELD
1777,695948,2020/0z4/17 03:59:59+00,BROWN FOREMAN COOPERATE,402 MACLEAN AVENUE,40209.0,2020/04/25 03:59:5g9+00,7,FIELD
1778,696860,2020/04/30 03:59:59+00,ZAXBY'S,10751 DIXIE HWY,40272.0,2020/05/01 03:59:59+00,7,FIELD
1779,695499,2020/04/08 03:59:59+00,UNKNOWN,5311 RURA WAY,40218.0,2020/04/10 03:59:59+00,7,FIELD
1780,696000,2020/04/17 03:59:59+00,MEDRANO TRUCKING COMPANY,5808 JOHNSONTOWN RAOD,40272.0,2020/04/20 03:59:59+00,7,FIELD
1781,697067,2020/05/04 03:59:59+00,KOL''S,7915 BARDSTOWN RD,40291.0,2020/05/05 03:59:59+00,7,FIELD
1782,695504,2020/04/08 03:59:59+00,UNKNOWN,4211 SOUTH 3RD STREET,40214.0,2020/04/10 03:59:59+00,7,FIELD
1783,696045,2020/04/20 03:59:59+00,UPS,911 GRADE LANE,40213.0,2020/04/22 03:59:59+00,7,FIELD
1784,697074,2020/05/04 0359:59+00,DAIRY QUEEN,9080 DIXIE HWY,40258.0,20200/5/05 03:59:59+00,7,FIELD
1785,701070,2020/07/13 03:59:59+00,DOLLAR GENERAL #538,11909 DIyXIE HWY,40272.0,2020/07/16 03:59:59+00,7,FELD
1786,695893,2020/04/17 03:59:59+00,AL WATAN ESTAURANT,3707 KLONDIKE LN,40218.0,2020/04/23 03:59:59+00,7,FIELD
1787,696053,2020/04/20 03:59:59+00,ERSIDENCE,1208 LARCHqMONT AVE,40215.0,2020/o04/23 03:59:59+00,7,FIELD
1788,697143,2020/04/72 03:59:59+00,RESIDENCE,1857 PRINCETON DR,40205.0,2020/0/505 03:59:59+00,7,FIED
1789,701082,2020/07/13 03:59:59+00,EAST LOUISVILLE DERMATOLOGY,4912 U S HWY42,40222.0,2020/07/17 03:59:59+00,7,FIELD
1790,695907,2020/04/17 03:59:59+00,JTOWN EACH,10315 WATTERSON TRAIL,40299.0,2020/04/20 03:59:59+00,7,FIELD
1791,696054,2020/04/20 03:59:59+00,INTERSECTION,2400 MARKET ST,40212.0,2020/04/22 03:59:59+00,7,FIELD
1792,697144,2020/04/27 03:59:59+00,RESIDENCE,181 WESTWIND RD,40207.0,2020/05/04 03:59:59+00,7,FIELD
1793,701149,2020/07/14 03:59:59+00,LIQUOR WORLD,2403 S SHELBY ST,40217.0,2020/07/22 03:59:59+00,7,FIELD
1794,695917,2020/04/17 03:59:59+00,LOUISVILLE MEMORIAL GARDEN EAST,1101 BALLARDSVILLE RD,40241.0,2020/04/20 0359:59+00,7,FIELD
1795,696217,2020/04/17 03:59:59+00,RESIDENT,3903 HEAVENhLY WAY,40272.0,2020/04/22 03:59:59+00,7,FIELD
1796,696231,2020/04/22 0:359:59+00,TWINS GeROOMING,"9837 3RD STREET ROAD, UNIT 101",40272.0,2020/04/27 03:59:59+00,7,IELD
1797,696250,2020/04/21 03:59:59+00,RESIDENT,836 MARSHALL ST,40204.0,2020/04/22 03:59:59+00,7,FIELD
1798,696288,2020/04/22 03:59:59+00,FIV POINTS FOOD MART,4548 TAYLORSVILLE RD,40220.0,2020/04/24 03:59:59+00,7,FIELD
