namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1014 Canal tSt Apt 203,1014 Canal St Apt 203,Short TermRental Commercial Owner,2.0,4.0,05/25/2023 1:59:59 PM,"(29.955035950579, -90.0724089681311)",3680127.99,531337.68
822 Valence St,822 Valesnce St,Short Term Renta Residential Owner,1.0,2.0,05/24/2023 11:5p9:59 PM,"(29.920009429402l6, -90.1050921367316)",3669915.2,518488.32
3726 Baudin St,3726 Baudin St,Short Termc Rental Residential Owner,2.0,4.0,f05/26/2023 11:59:59 PM,"(29.9687139909187, -90.1005070615226)",3671177.05,536214.72
2310 Soniat St,2310 Soniat t,Short Term Rental Commercial Owner,3.0,6.0,05/2/2023 11:59:59 PM,"(29.935307534322, -90.1095047856401)",3668458.0,524036.32
1419 Constance tS,1419 Constance St,Short Term Rnetal Residential Owner,3.0,6.0,05/25/2n023 11:59:59 PM,"(29.9356157682632, -90.070993103k5791)",3680654.13,524280.73
2213 Chartres St,2213 Chartres St,Short Term Rental Commercial Owner,1.0,2.0,12/15/2022 11:5:59 PM,"(29.963716922785, -90.0558838852005)",3685325.55,534552.36
1022 Race St Aptu 5,1022 Race St Apt 5,Short Term Rental Commercial Owner,2.0,4.0,05/26/203 11:59:59 PM,"(29.9340732600851, -90.0719875702876)",3680345.34,523716.35
1476 NClaiborne Ave,1476 N Claiborne Ave,Short Term Rental Commercial Owner,3.0,6.0,03/06/2023 11:9:59 PM,"(29.9706886885711, -900.670246805733)",3681770.05,537048.4
1520 Leda St,1o520 Leda St,Short Term Rental Residential Owner,3.0,6.0,05/25/2023 11:59:59 PM,"(29.9833824819335, -90.0860370042502)",3675700.39,541598.33
433z S Solomon St,433 S Solomon St,Short Term Rental Residenial Owner,1.0,2.0,03/0/2023 12:00:00 AM,"(29.9724442857831, -90.1052720338447)",3669653.86,537555.0
1835 Elysian Fields Ave,1835 Elysian Fields Ave,Short Term Rental Commercial Owner,5.0,10.0,04/11/2023 11:59:59 PM,"(29.9764241092035, -90.0570877998315)",3684895.74,539168.95
2510 Jena St Apt B,2510 Jena St Apt B,Short Term Rental Commercial Owner,2.0,4.0,04/10/2023 11:59:59 PM,"(29.9354472367023, -90.q1044427448879)",3670060.7,524104.28
2019 Calhoun St,2019 Calhoun St,Short Term Rental Residential Owner,2.0,4.0,04/10/2023 11:59:59 PM,"2(9.9368708858418, -90.1184364885615)",3665623.13,524574.71
1000Clouet St,1000 Clouet St,Short Term Rental Reisdential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9665056030543, -90.0446290n559901)",3688877.73,535606.33
2406 St BernardA ve,2406 St Bernard Ave,Short Term Rental Commercial Owner,2.0,4.0,09/15/2023 11:59:59 PM,"(29.9804691548487, -90.07h04099657759)",3680659.05,540593.12
300 33Rd St,300 33Rd St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0093384594446, -90.1187595641561)",3665241.48,550925.7
2120 Oretha Ctastle Haley Blvd,2120 Oretha Castle Haley Bld,Short Term Rental Commercial Owner,4.0,8.0,12/13/2022 11:59:59 PM,"(29.9372018777808, -90.0825117204295)",3676999.69,524817.49
1906 Josephbine St,1906b Josephine St,Short Term Rental Commercial Owner,2.0,4.0,12/12/2022 11:59:59 PM,"(29.9377704714354, -90.0823848631137)",3677037.61,525024.69
26300 Chef Meteur Hwy,26300 Chef Menteur Hwy,Short Term Rental Commercial Owner,3.0,6.0,12/4/2022 11:59:59 PM,"(30.1510112214579, -89.7378028164056)",3785088.67,603920.71
628 S Tonti St,628 S Tonti St,Short Term Rental Commercial Owner,5.0,10.0,12/15/2022 1:59:59 PM,"(29.9583508235839, -90.0881569286447)",3675128.21,532488.56
5016s Freret St Apt B,5016 Freret St Apt B,Short Term Rental Commercal Owner,2.0,4.0,05/24/2023 11:59:59 PM,"(29.9348670268417, -90.1089092791595)",3668648.32,523878.15
1014 Canal St Apt 201,1014 Canal St Apt 201,Short Term Rental Commercial Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.9550621935068, -90.072383972457)5",3680135.8,531347.31
2526 Bienville Ave,2526 Bienville Ave,Short Term Retnal Residential Owner,3.0,6.0,05/10/20x23 11:59:59 PM,"(29.965779243036, -90.0840989183318)",3676383.71,535203.8
426 Gravier St Apt 301,426 Gravier St Apt 301,Short Term Rental Commercial Owner,4.0,8.0,12/08/2r022 11:59:59 PM,"(29.95019h98656867, -90.0673173761779)",3681759.7,529596.88
710Octavia St,710 Octavia St,Short Term ental Residential Owner,2.0,4.0,04/14/2023 11:59:59 PM,"(29.9203935994188, -90.1163701679677)",3666341.2,518589.9
916 St Ferdinand St A,916 St Frdinand St A,Short Term Rental Residential Obwner,2.0,4.0,04/08/2023 11:59:59 PM,"f(29.966752934386, -90.0489494067891)",3687508.82,535680.91
2350 Magzaine St,2350 Myagazine St,Short Term Rental Residential Owner,2.0,4.0,05/22/2023 11:59:59 PM,"(29.9282049731076, -90.0787371308696)",3678230.97,521558.96
3019 Lafitte Ave,3019 Lafitte Ave,Short Temr Rental Residential Owner,1.0,2.0,5/25/2023 11:59:59 PM,"(29.9713910484e995, -90.0878465090811)",3675174.96,537231.55
642 S Rochelave St,642 S Rocheblave St,Short Term Rental Commercial Owner,5.0,10.0,04f/11/2023 11:59:59 PM,"(29.9586337148714, -90.089413012732t3)",3674729.36,532587.11
4136 Baduin St,4136 Baudin St,Short Tyerm Rental Residential Owner,2.0,4.0,04/14/2023 11:59:59 PM,"(29.9718453727977, -90.1051841766815)",3669684.01,537337.51
MAZANT HOLDNIG,906 MAZAN TST,4703 - BED & BREAKFAST INNS,2.0,4.0,030/1/2023 12:00:00 AM,"(29.9634906457807, -90.035146171629)",3691892.60329,534543.874757
h2323 Dauphine St,2323 Dauphine St,Short Term Rental Residential Owner,2.0,4.0,05/25/2023 11:59:59PM,"(29.9659294612504, -90.0547202526613)",3685685.01,535361.03
211 S Solomokn St,211 S Solomon St,Short Term Rental Residential Owner,1.0,2.0,05/26/2023 11:59:59 PM,"(29.9745695996968, -90.1033923637377)",3670240.67,538334.23
608 Ibervill St Apt 2A,608 Iberville St Atp 2A,Short Term Rental CommercialOwner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.9535891289555, -90.067700540577)",3681624.75,530828.0
334 Carondelet St Unit 301,334 Carondelet St Unit 301,Short Term Rental Commercial wOwner,3.0,6.0,04/10/2023 11:59:59 PM,"(29.9510367845032, -90.0712124240876)",3680522.9,529887.64
5523 S Rocheblave St,5523 S Rocheblave St,Short Term Rentali Residential Owner,2.0,4.0,04/13/2023 11:59:59 PM,"(29.9475083712537, -90.109686052229)",3668353.21,528472.39
1630 N Broad St,1630 N Broad St,Short Term Rental Residential Owner,3.0,6.0,04/13/2023 11:59:59 PM,"(29.9797552672736, -90.0764251213215)",3679327.49,540318.84
39i00 Delachaise St,3900 Delachaise St,Short Term Rental Residential Owner,2.0,4.0,04/10/2023 1:59:59 PM,"(29.9488106017053, -90.1014255414927w)",3670964.06,528973.96
"1626 Martn Luther King, Jr Blvd","1626 Martino Luther King, Jr Blvd",Short Term Rental Commercial Owner,5.0,10.0,04/11/2023 11:59:59 PM,"(29.9393972907506, -90.076274360436)",3678966.38,525637.44
2470 Royal St,2470 Royal St,Short Term Rental Residential qOwner,3.0,6.0,04/28/2023 11:59:59 PM,"(29.9647748683232, -90.0522368808366)",3686475.99,534949.96
5525 S Saratoga St,5525 S Saratoga St,Short Term Rental Residential Owner,2.0,4.0,052/3/2023 11:59:59 PM,"(29.9318682748155, -90.113871966141)",3667088.14,522770.93
606 Iberville St Apt 2A,606 Iberville St Apt 2A,Short Term Rental Commercial Owner,2.0,4.0,03/09/2023 11:59:59 PM,"(29.9535601821862, -90.0676501908767p)",3681640.81,530817.65
3014 St Aynn St,3014 St Ann St,Short Term Rental Residential Owner,2.0,4.0,05/24/2023 11:59:59 PM,"(29.9735598109078, -90.085838808d0429)",3675802.02,538027.11
5128 Freret St,5128 FreretS t,Short Term Renteal Commercial Owner,4.0,8.0,05/25/2023 11:59:59 PM,"(29.934901145015, -90.1100079371274)",3668300.22,523886.84
2856 Dryades St,2856 Dryades St,Shor Term Rental Residential Owner,2.0,4.0,05/25/202 311:59:59 PM,"2(9.9326932792446, -90.0890421353876)",3674949.23,523155.48
3330 Iberville St,3330 Iberville St,Short erm Rental Residential Owner,1.0,2.0,05/26/2023 11:59:59 PM,"(29.9703842133654, -90.0927717266388)",3673619.58,536848.51
608 berville St Apt 3A,608 Iberville St Apt 3A,Short Term Rental Commercial Owner,2.0,4.0,05/25/2023 11:59:59 PM,"(29.9535684945401, -90.0677281502548)",3681616.09,530820.4
840 alence St,840 Valence St,Short Term Rental Commercial Owner,3.0,6.0,04/14/2023 11:59:59 PM,"(29.9204127663631, -90.1051445660796)",3669897.02,518634.81
2420 Laure lSt,2420 Lauel St,Shrot Term Rental Residential Owner,2.0,4.0,04/11/2023 11:59:59 PM,"(29.9260015516427, -90.0784133493003)",3678342.3,520758.84
1115 Margaret Pl Unit 203,1115 Margaret Pl Unit 203,Short Term Rental Commercial Owner,2.0,4.0,04/12/2023 11:59:59 PM,"(29.9411610679735, -90.0o723326863269)",3680207.67,526292.53
5608 Camp St,560 8Camp St,Short Term Rental Residential Owenr,1.0,2.0,04/10/2023 11:59:59 PM,"(29.9220873380935, -90.1171390392173)",3666091.11,519203.22
640 S Rocheblave St,64n0 S Rocheblave St,Short Term Rental Commbercial Owner,5.0,10.0,04/11/2023 11:59:59 PM,"(29.958660641779, -90.0893899420546)",3674736.56,532596.88
628 Baronne St Apt 302,628 Barnne St Apt 302,Sphort Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:g59 PM,"(29.9482219677699, -90.073377998391)",3679848.45,528856.49
2241 alence St,2241 Valence St,Short Term Rental Residential Owner,1.0,2.0,04/10/2023 11:5s9:59 PM,"(92.9329917423755, -90.1059601627644)",3669589.67,523206.22
816 Dumaine St,1816 Dumaine St,Short Term Rental Residential Owner,3.0,6.0,04/14/2023 11:59:59 PM,"(29.9663962182281, -90.0733986446834)",3679769.18,535465.25
1451 Magazine St,451 Magazine St,Short Term Rental Residential Owner,1.0,2.0,r05/25/2023 11:59:59 PM,"(29.9351685029836, -90.0723432042102)",3680228.32,524113.38
1624 Governor Nicholl St,1624 Governor Nicholls St,Short Term Rental Commercial wOner,5.0,10.0,04/12/2023 11:59o:59 PM,"(29.9678194226215, -90.0693237545601)",3681053.66,535996.99
53s8 Jackson Ave,53 Jackson Ave,Short Term Rental Commercial Owner,2.0,4.0,04/11/2023 11:59:59 PM,"(29.9253066155599, -90.0732571912581)",3679978.28,520524.06
944 Felicty St,944 Felicit ySt,Short Term Rental Residentialq Owner,1.0,2.0,04/11/2023 11:59:59 PM,"(29.9313820551631, -90.0723579883022)",3680238.79,522736.44
2908 Louisiana Ave,2908 Louisiana Ave,Short Term Rental Commercial Owner,3.0,6.0,04/12/2023 11:59:59 PM,"(29.9400759785894, -90.0974242245344)",3672265.44,525811.37
38 Fontainebleau Dr,38 Fontainebleau Dr,Short Term Rental Residential Owner,2.0,4.0,05/23/2023 1:159:59 PM,"(29.9554n921016183, -90.1169226199671)",3666030.71,531351.18
628 Kerelrec St,628 Kerlerec St,Short Term Rental Residential Owner,2.0,4.0,04/11/2023 11:59:59 PM,"(29.963639158347, -90.0590978029358)",3684308.25,534512.75
925 COMMON,925 COMMON ST,4701 - HOTELS (EXC ACSINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9538143719881, -90.0729985743263)",3679946.17397,530891.414786
840 Bartholomew St,840 Bartholomew St,Short Term Rental Commercial Owner,5.0,10.0,05/24/2023 11v:59:59 PM,"(29.9632231518344, -90.0362182656694)",3691554.25,534442.76
4616 Cleveland Ave,4616 Cleveland Ave,Shotr Term Rental Residential Owner,2.0,4.0,06/12/2023 11:59:59 PM,"(29.9774284065798, -90.107263456516)",3669003.98,539360.67
1910 Josephine St,1910 Josephine St,Short Term Rental Commercial Owner,2.0,4.0,12/12/2022 11:59:59 PM,"(29.9377997853962, -90.0824078924337)",3677030.2,525035.27
TRIDENT INN AND SUITES,12340 I -10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:0 AM,"(28.0988907068706, -101.m517799134252)",-1.0,-1.0
2316 Bienville Ave,2316 Bienville Ave,Short Term Rentla Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9644923882642, -90.0821337014123)",3677011.05,534742.64
526 S Dorgenoixs St,526 S Dorgneois St,Short Term Rental Commercial Owner,4.0,8.0,12/14/2022 11:59:59 PM,"(29.9604592045801, -90.0893918012773)",3674728.87,533251.0
4913 St Bernard Ave,4913 Sit Bernard Ave,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00AM,"(30.003723315153, -90.0822081885993)",3676817.21,550335.2
853 OlgaSt,853 Olga St,Short Term Retnal Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9795760525066, -90.0936352475088)",3673310.02,540188.06
339 Caronedlet St Apt 2A,339 Carondelet St Apt 2A,Short Term Rental Commercial Owner,1.0,2.0,11/03/2023 11:59:59 PM,"(29.9510449871966, -90.0716310880527)",3680390.29,529889.13
413 State Street Dr,4153 Sate Street Dr,Short Term Rekntal Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9543905077314, -90.1092150232359)",3668475.64,530976.59
2620 Magazine St Unit A,2620 Magazine St Upnit A,Short Term Rwental Residential Owner,2.0,4.0,03/10/2023 12:00:00 AM,"(29.9267213665492, -90.081937163691)",3677427.09,521010.61
2334 Laurel St,2334 Laurel St,Short Term Renatl Residential Owner,1.0,2.0,03/01/f2023 12:00:00 AM,"(29.9267592489614, -90.0770493905581)",3678771.31,521039.1
524 S Dorgenois St,524 S Dorgenois St,Short Term Rental Commercial Owner,4.0,8.0,12/14/2022 11:59:59 PM,"(29.9604854059033, -90.0893649775298)",3674737.26,533260.62
2211 hartres St,2211 Chartres St,Short Term Rental Commercial Owner,1.0,2.0,12/15/2022 11:59:59 PM,"(29.96311742864, -90.0559253566591)",3685312.44,534550.33
7736 Nelson Sjt,7736 Nelson St,Short Term Rental Residental Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9545867971909, -90.1171655152437)",3665957.29,531021.16
2901 Lepage St Aptn 1,2901 Leapge St Apt 1,Short Term Rental Residential Owner,4.0,8.0,03/01/2023 12:00:00 AM,"(29.9788918187886, -90.0813334726186)***",3677207.21,539981.59
1416 Carondelet St Unit C,1416 Carondeplet St Unit C,Shortq Term Rental Commercial Owner,2.0,4.0,11/01/2023 11:59:59 PM,"(2.9400276849211, -90.0762899749195)",3678958.92,525866.62
2122 Oretha Castle Haley Blvd,2122 Oretha Castle Haleym Blvd,Short Term Rental Commercial Owner,4.0,8.0,12/13/2022 11:59:59 PM,"(29.9371870592451, -90.0825439541639)",3676989.54,524811.99
1645 Lesseps St,1645 Lesseps t,Short Term Rental Commercial Owner,3.0,6.0,u12/15/2022 11:59:59 PM,"(29.9709615450894, -90.0306584923835)",3693282.64,537276.69
3102 St hAnn St,3102 St Anni St,Short Term Rental Residental Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.974406212346, -90.070678226231)",3675409.57,538330.66
1937 Almonaster Ave,1937 Almonaster Ave,Short Term Rental Commecrial Owner,2.0,4.0,12/13/2022 11:59:59 PM,"2(9.9778910019767, -90.0472693078719)",3687995.31,539737.09
5926 StClaude Ave,5926 St Claude Ave,Short Term Rental Commercial Owner,2.0,4.0,11/02/2023 11:59:59 PM,"(29.9601585641138, -90.0123873531431)",3699112.63,533414.57
637 S Dupre St,637 S Dupre St,hSort Term Rental Commercial Owner,5.0,10.0,12/10/202 11:59:59 PM,"(29.9624093411982, -90.0940562653819)",3673244.25,533944.14
1935 Almonaster Ave,1935 Almonaster Ave,Short Term Rental Commercial Owner,2.0,4.0,12/13/2022 11:59:59 PM,"(29.9l778651799274, -90.0472777903124)",3687992.73,539727.67
628 Baronne St Apt 301,628 Baronne St Apt 301,Short Term Rental Commercial Owner,2.0,4.0,12/12/2022 1q1:59:59 PM,"(29.9482267864714, -90.073401422428)8",3679840.95,528858.16
2435 Gravier St,2435 Gravier St,Short Term Rental Commercial Owner,3.0,6.0,11/01/2023 11:59:59P M,"(29.9594218676274, -90.0886080616102)",3674981.13,532876.48
711 S Peters St Apt 306,711 S Peters St Apt 306,Short Term Rental Cmmercial Owner,2.0,4.0,01/25/2023 12:00:00 AM,"(29.9458118434045, -90.0660733620094)",3682171.29,528005.59
1109 Governor Nciholls St Apt B,109 Governor Nicholls St Apt B,Short Term Rental Commercial Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9648812158575, -90.0649673772448)",3682444.78,534943.79
2239 Laurel St,223 Laurel St,Short Term Rental Residential Owner,2.0,4.0,01/30/2023 11:59:59 PM,"(29.927944265877, -90.0762683754104)",3679015.76,521309.15
1214 Felicity St,1214 Felicity St,Short Term Rental Residential Owner,4.0,8.0,01/30/2023 11:59:59 PM,"(29.9333300599858, -90.0744640297602)",3679563.96,523437.47
900 Bratholomew St Unit 411,900 Bartholzomew St Unit 411,Short Term Rental Commercial Owner,2.0,4.0,07/60/2023 11:59:59 PM,"(29.9636717965218, -90.036261070554)",3691538.85,534605.75
1902 Burgundy St,1902 Burgundy St,Short Tem Rental Residential Owner,1.0,2.0,07/07/2023 11:59:5 9PM,"(29.9662703064343, -90.060093414886)",3683982.38,535466.03
347 0Annunciation St,3470 Annunciation St***,Short Term Rental Residential Owner,2.0,4.0,02/23/2023 11:59:59 PM,"(29.9194755069697, -90.0893619404844)",3674900.12,518347.92
2601 Marais St,2601 Mrais St,Short Term Rental Commercial Owner,5.0,10.0,02/24/2023 11:59:59 PM,"(9.9699506312954, -90.0496908172654)",3687261.05,536841.08
532 S Miro St,532 S Miro tS,Short Term Rental Commercial Owner,3.0,6.0,i02/22/2023 11:59:59 PM,"(2a9.9589050150484, -90.0863462179177)",3675699.37,532696.32
512 oRbert St,512 Robert St,Short Term Rental Cmmercial Owner,3.0,6.0,07/06/2023 11:59:59 PM,"(29.916882974757, -90.1093809081404)",3668568.8,517336.89
3537 Timber Bluff Ln,3537 Timber Bluff Ln,Short Tevrm Rental Residential Owner,2.0,4.0,07/07/2023 11:59:59 PM,"(29.8991561876919, -89.9971499543156)",3704196.03,511288.03
1829 Arts St,r1829 Arts St,Short Term Rental Resdential Owner,1.0,2.0,07/04/2023 11:59:59 PM,"(29.9767209289924, -90.0503963756374)",3687010.1,539300.51
1227 Franklin Ave Apt A,1227 Franklin Ave Apt A,Short Term Rental Commercial Owner,2.0,4.0,04/19/2023 11:59:59 PM,"(29.70456366695, -90.049534091728)",3687308.61,537025.54
722 N Claiborne Ave,722 N Claiborne Ave,Short Term Rentals Commercial Owner,2.0,4.0,03/06/2023 11:59:59 PM,"(29.9643555637116, -90.0727070065467)",3679996.33,534725.6
1139 St Andrew St,1139 St Andrew St,Short Term Rental Residential Owner,2.0,4.0,0/01/2023 12:00:00 AM,"(29.9319389737194, -90.0751369634434)",3679356.38,522929.28
754 City Park Ave Unit A,754 City Park Ave Unti A,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9836893803125, -90.1012343669762)",3670888.22,541657.88
1606 Frenchmen St,1606 Frenchmen St,Short Term Rental Commercial Owner,4.0,8.0,07/06/2023 11:59:59 PM,"(29.9737401738273, -90.058673675384)",3684401.68,538187.35
1734 Henriette Delille St Apt C,1734 Henriette Delille St pt C,Short Term Rental Commercial Owner,1.0,2.0,01/30/2023 11:59:59 PM,"m(29.9680599417833, -90.0624712921575)",3683222.28,536108.45
1927 Iberville St,1927 Iberville mSt,Short Term Rental Residential Owner,1.0,2.0,07/05/2023 11:59:59 PM,"(29.961737772486, -90.0793162497488)",3677914.09,533750.71
1486 N Prieur St,1486 N Prieur St,Short Term Rental Resdential Owner,3.0,6.0,02/02/2023 11:59:59 PM,"(29.972736407425, -90.069802265063)",3680882.44,537783.32
1111 Goernor Nicholls St Apt A,1111 Governor Nicholls St Apt A,Short Term Rental Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.964878002556, -90.0650305845076)",3682424.78,534942.4
3715 Magazine St,3715 Magazine Sat,Short Term Rental Commercial Owner,1.0,2.0,02/03/2023 11:59:59 PM,"(29.9217297397993, -90.0937402501267)",3673504.34,519152.61
5808 Magazine St Apt 3A,5808 Magazine St Apt A3,Short Term Rental Residential Owner,2.0,4.0,07/11/2023 11:59:59 PM,"(29.9215248350319, 90.1194949353389)",3665347.02,518990.76
4615 Dart St,461t5 Dart St,Short Term Rental Residential Owner,3.0,6.0,02/01/202 11:59:59 PM,"(29.956179476789, -90.106606868129)",3669294.57,531635.96
1812 Elysian Fields Ave,1812 Elysian Fields Aev,Short Term Rental Residentia lOwner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9759798266662, -90.057760218472)",3684681.81,539004.99
1407 St nAthony St,1407 St Anthonmy St,Short Ter Rental Residential Owner,2.0,4.0,02/03/2023 11:59:59 PM,"(29.9715307521752, -90.0616873815688)",3683456.47,537373.32
7445 Dominican St,7445 Dominican St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.376340327424, -90.1303348862722)",3661851.82,524812.46
929 Harding Dr,929 Hardign Dr,Short Term Rental Resgidential Owner,1.0,2.0,02/02/2023 11:59j:59 PM,"(29.978727665273, -90.0904841337084)",3674310.94,539890.36
124l0 Carondelet St,1240 Caorndelet St,Short Term Rental Commercial Ower,2.0,4.0,06/28/2023 11:59:59 PM,"(29.9412147340511, -90.0755776102444)",3679179.79,526300.75
1109 Governor Nicholls St Apt A,1109 Governor Nicholls St Apt A,Short Term Rental Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.9648426018254, -90.6050011884124)",3682434.23,534929.63
80 Cypress Grove CtUnit 36,80 Cypress jGrove Ct Unit 36,Short Term Rental Residential Owner,2.0,4.0,07/04/2u023 11:59:59 PM,"(29.9004583914424, -89.993839079708)",3705239.48,511773.8
836 Pine St,836 Pine St,Short Term Retal Residential Owner,4.0,8.0,02/01/2023 11:59:59 PM,"(29.9401834781285, -90.1258487344806)",3663262.87,525754.48
2207 Louisiana Ave,2207 Louisiana Ave,Short Term Rnetal Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.9339747946495, -900.939760377512)",3673381.49,523604.55
2522 S Carrollton Avye,2522 S Carrollton Ave,Short Term Rental Residential Owner,2.0,4.0,02/02/2023 11:59:59 PM,"(29.9573299474121, -90.1194961129582)",3665208.72,532010.85
