2345.locationvalue,"(29.950840295232, -90.0713554986585)","(29.9508403295232, -90.0713554986585)"
1348.address,730 DUMAIEN ST,730 DUMAINE ST
2187.address,y647 S Pierce St,647 S Pierce St
223.address,2639 St Ann zSt,2639 St Ann St
1428.expirationdate,03/01/2023 12:00:00A M,03/01/2023 12:00:00 AM
1491.expirationdate,c03/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
977.type,Short oTerm Rental Commercial Owner,Short Term Rental Commercial Owner
2193.namevalue,438 St Claude Ave Unit 203,2438 St Claude Ave Unit 203
686.locationvalue,"(29.963639158347, -90.0590978029358)","(29.9636391548347, -90.0590978029358)"
1378.expirationdate,03/01/2b023 12:00:00 AM,03/01/2023 12:00:00 AM
1806.locationvalue,"(29.h9518726322025, -90.071511264617)","(29.9518726322025, -90.071511264617)"
613.type,Shrot Term Rental Residential Owner,Short Term Rental Residential Owner
542.expirationdate,10/17/2023 04:5028 PM,10/17/2023 04:50:28 PM
2417.address,o451 Girod St Apt 402,451 Girod St Apt 402
1279.type,Short Term Rental eRsidential Owner,Short Term Rental Residential Owner
2217.namevalue,2312 St Benrard Ave,2312 St Bernard Ave
1946.expirationdate,03/01/023 12:00:00 AM,03/01/2023 12:00:00 AM
2593.expirationdate,03/01p/2023 12:00:00 AM,03/01/2023 12:00:00 AM
60.locationvalue,"(29.9n671244420776, -90.0572472559387)","(29.9671244420776, -90.0572472559387)"
2050.type,Short Term Rental Residentail Owner,Short Term Rental Residential Owner
1462.address,830 CONTIS T,830 CONTI ST
1105.locationvalue,"(29.945097938119, -90.0715015347987)","(29.9457097938119, -90.0715015347987)"
1145.locationvalue,"(29.6969535174702, -90.0515613237341)","(29.9669535174702, -90.0515613237341)"
2143.address,468 Marais St,1468 Marais St
2558.locationvalue,"(29.917282401489, -90.1059681165087)","(29.9172824012489, -90.1059681165087)"
2691.namevalue,410 7Clematis St,4107 Clematis St
2059.address,721 aMndeville St,721 Mandeville St
342.namevalue,1621 S tAnthony St,1621 St Anthony St
994.expirationdate,06/21/223 11:59:59 PM,06/21/2023 11:59:59 PM
1887.locationvalue,"(29.930564932812, -90.1069598398182)","(29.9350564932812, -90.1069598398182)"
605.namevalue,r140 Millaudon St,140 Millaudon St
868.expirationdate,06/19/2023 11:595:9 PM,06/19/2023 11:59:59 PM
592.locationvalue,"(29.950981680429, -90.072959490995)","(29.950981680429, -90.0729594290995)"
2734.namevalue,915 Bartholomwe St,915 Bartholomew St
1933.address,4545 MAGNOLIA TS,4545 MAGNOLIA ST
867.type,Short TermR ental Residential Owner,Short Term Rental Residential Owner
848.expirationdate,06/10/2023 11:59:59 M,06/10/2023 11:59:59 PM
1613.locationvalue,"(29.9638742595538, -90.1150038278907)","(29.9368742595538, -90.1150038278907)"
2693.expirationdate,09/19/2023 11:59:59P M,09/19/2023 11:59:59 PM
961.address,222 Robert St,2222 Robert St
1554.expirationdate,11/16/202 11:59:59 PM,11/16/2022 11:59:59 PM
477.address,5607 Tchouptoulas St,5607 Tchoupitoulas St
2534.locationvalue,"(29.9342629856788w, -90.0871457126701)","(29.9342629856788, -90.0871457126701)"
939.expirationdate,08/08/223 11:59:59 PM,08/08/2023 11:59:59 PM
52.expirationdate,01/v10/2023 11:59:59 PM,01/10/2023 11:59:59 PM
2653.namevalue,1706 S Rampart Sgt,1706 S Rampart St
1374.type,4701 - HOTELS (EXC CASINO HOTELS) & MOsTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
241.locationvalue,"(29.9451459243874, -90f.1193295291261)","(29.9451459243874, -90.1193295291261)"
1927.namevalue,COMFRT SUITES,COMFORT SUITES
1001.namevalue,132 0Prytania St A,1320 Prytania St A
691.locationvalue,"(28.0988907068706, -101.m517799134252)","(28.0988907068706, -101.517799134252)"
1106.locationvalue,"(29.92j1737025924, -90.0937050859594)","(29.921737025924, -90.0937050859594)"
1641.locationvalue,"(29.936799x714493, -90.0789154625115)","(29.936799714493, -90.0789154625115)"
1645.namevalue,S. PETER GUEST HOUSE,ST. PETER GUEST HOUSE
1325.namevalue,826 Fouchaer St,826 Foucher St
1626.expirationdate,11/16/2022 11:59:59 PM***,11/16/2022 11:59:59 PM
1940.locationvalue,"(29.9500548215129, -900690015589368)","(29.9500548215129, -90.0690015589368)"
1422.locationvalue,"z(29.9508223709029, -90.0721823664217)","(29.9508223709029, -90.0721823664217)"
2158.type,Short Term Rental Commercail Owner,Short Term Rental Commercial Owner
1654.expirationdate,03/01/2023 12:0:00 AM,03/01/2023 12:00:00 AM
104.expirationdate,12/1/72022 11:59:59 PM,12/17/2022 11:59:59 PM
2402.namevalue,111 0Erato St Unit 1,1110 Erato St Unit 1
444.address,4129 N Claiborne Ave Apt A,1429 N Claiborne Ave Apt A
1885.namevalue,900 Bartholomew S tUnit 414,900 Bartholomew St Unit 414
1436.type,4703 - BED&  BREAKFAST INNS,4703 - BED & BREAKFAST INNS
1740.type,Short Ter mRental Commercial Owner,Short Term Rental Commercial Owner
1203.type,Short Term Rental Residnetial Owner,Short Term Rental Residential Owner
326.locationvalue,"(29.9367737381221, -90.1018014346101)","(29.9376737381221, -90.1018014346101)"
1796.locationvalue,"(2.9293576457877, -90.1089253747477)","(29.9293576457877, -90.1089253747477)"
748.namevalue,374 Union St Unit 201,734 Union St Unit 201
1109.namevalue,2424 Laruel St,2424 Laurel St
1911.type,4701 - HOTELS (EXC CASINO HOTELS)r & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1719.type,4703 - BED &BREAKFAST INNS,4703 - BED & BREAKFAST INNS
2033.expirationdate,06/01/2023 11:59:y59 PM,06/01/2023 11:59:59 PM
2451.expirationdate,f09/12/2023 12:53:33 PM,09/12/2023 12:53:33 PM
968.address,5101 Dafuphine St,5101 Dauphine St
1054.namevalue,7533 Ok St,7533 Oak St
2274.namevalue,2218 S Roberton St,2218 S Robertson St
2255.type,Short Term Rental Commercail Owner,Short Term Rental Commercial Owner
977.expirationdate,08/07/2023 11:59:59PM,08/07/2023 11:59:59 PM
2654.type,Short Ter Rental Commercial Owner,Short Term Rental Commercial Owner
972.type,Short Term Rental ResidentialOwner,Short Term Rental Residential Owner
396.type,Short Temr Rental Residential Owner,Short Term Rental Residential Owner
2364.locationvalue,"(29.9508750187554, -90.071201929786)","(29.9508750187554, -90.0712019029786)"
2507.namevalue,2105 Eratoi St,2105 Erato St
2191.locationvalue,"(29.9267249168655, -90.096424092861)","(29.9267249168655, -90.0796424092861)"
1372.expirationdate,05/14/2032 11:59:59 PM,05/14/2023 11:59:59 PM
1947.expirationdate,03/01/2023 12:00:0 AM,03/01/2023 12:00:00 AM
1687.namevalue,RUFFINO'gS GUEST HOUSE,RUFFINO'S GUEST HOUSE
249.address,334 Carondelet St Unt 406,334 Carondelet St Unit 406
267.locationvalue,"(29.9706088374517, -90.0986u911074066)","(29.9706088374517, -90.0986911074066)"
2370.locationvalue,"(29.963733i8237344, -90.0362569795431)","(29.9637338237344, -90.0362569795431)"
2505.namevalue,2048 Feliciyt St,2048 Felicity St
1948.address,7418 CHE MENTEUR HWY,7418 CHEF MENTEUR HWY
373.expirationdate,01/19/2023 a11:59:59 PM,01/19/2023 11:59:59 PM
2266.locationvalue,"(29.9524457748934, -0.0684539659379)","(29.9524457748934, -90.0684539659379)"
116.address,4108 Laurel tS,4108 Laurel St
118.address,1666 N Claiborne Ae,1666 N Claiborne Ave
2155.address,825 Red Allen ay,825 Red Allen Way
1157.locationvalue,"(29.963095553633, -90.0592m147991196)","(29.963095553633, -90.0592147991196)"
1557.type,4703 - BED  BREAKFAST INNS,4703 - BED & BREAKFAST INNS
1897.address,1327 S SaratogaSt,1327 S Saratoga St
1480.address,653 S Lopez St,635 S Lopez St
2036.expirationdate,07/21/2023 11:59:59b PM,07/21/2023 11:59:59 PM
1032.expirationdate,11/02/023 11:59:59 PM,11/02/2023 11:59:59 PM
2617.expirationdate,03/01/202d3 12:00:00 AM,03/01/2023 12:00:00 AM
2683.locationvalue,"(29.9901909523876, -90.1049830663224)","(29.9909109523876, -90.1049830663224)"
5.locationvalue,"(29.9650816137577, -90.0892762017721)","(29.9605816137577, -90.0892762017721)"
494.namevalue,628 Baronne St Apt 410,628 Baronne St Apt 401
93.locationvalue,"(29.93910971305, -90.0733582409597)","(29.93910971305, -90.0733582405997)"
1476.type,4703 - BED &c BREAKFAST INNS,4703 - BED & BREAKFAST INNS
256.type,Short Term Rentoal Residential Owner,Short Term Rental Residential Owner
71.address,2004 Carondele St,2004 Carondelet St
363.address,1806 Hastings Pbl,1806 Hastings Pl
1805.locationvalue,"(29.963451942304, -90.0369680050675)","(29.9634519423904, -90.0369680050675)"
1843.address,334 Carondele St Unit 304,334 Carondelet St Unit 304
404.type,Short Term Retal Commercial Owner,Short Term Rental Commercial Owner
2721.locationvalue,"(29.9422114388984, -9.0840833023534)","(29.9422114388984, -90.0840833023534)"
2196.namevalue,2126 Oretha Catle Haley Blvd,2126 Oretha Castle Haley Blvd
826.locationvalue,"(29.9629078391018, -90.0529375116d462)","(29.9629078391018, -90.0529375116462)"
1136.locationvalue,"(30.0218699444226, -90.494069290447)","(30.0218699444226, -90.0494069290447)"
2238.expirationdate,07/28/2023 11:59:59PM,07/28/2023 11:59:59 PM
1685.locationvalue,"(29.978908433338, -90.0813702289901)","(29.9789078433338, -90.0813702289901)"
2452.address,10100 I 10 SERVICE D,10100 I 10 SERVICE RD
664.type,Short Term Rental Residential qOwner,Short Term Rental Residential Owner
159.address,710 aronne St Apt 202,710 Baronne St Apt 202
706.address,1645 Lesseps t,1645 Lesseps St
594.expirationdate,04/03/2023 115:9:59 PM,04/03/2023 11:59:59 PM
1951.type,4703 -h BED & BREAKFAST INNS,4703 - BED & BREAKFAST INNS
1527.type,Short Term Rental Cmomercial Owner,Short Term Rental Commercial Owner
2006.locationvalue,"m(30.0433917724013, -89.9314482260048)","(30.0433917724013, -89.9314482260048)"
2284.address,809 Opelousas Aev,809 Opelousas Ave
739.namevalue,1407 St nAthony St,1407 St Anthony St
2516.expirationdate,10/23/2023 11:59:95 PM,10/23/2023 11:59:59 PM
1504.locationvalue,"(29.9714916316096, -90.074263873782)","(29.9714916316096, -90.0742763873782)"
1161.expirationdate,11/16/2022 11:59:59 PM***,11/16/2022 11:59:59 PM
1542.namevalue,CHH-NOL ALLC,CHH-NOLA LLC
1211.expirationdate,03/01/2023 e12:00:00 AM,03/01/2023 12:00:00 AM
291.type,Short Term Rental Residential Ownre,Short Term Rental Residential Owner
1471.expirationdate,04/23/2023 11:59:5q9 PM,04/23/2023 11:59:59 PM
787.expirationdate,05/30/203 11:59:59 PM,05/30/2023 11:59:59 PM
2297.namevalue,1737 Third Swt,1737 Third St
1798.address,812G ravier St Apt 404,812 Gravier St Apt 404
187.address,302 St Claude Ave B,3042 St Claude Ave B
246.type,Shortp Term Rental Commercial Owner,Short Term Rental Commercial Owner
269.address,828 Girod t Apt 404,828 Girod St Apt 404
430.address,705 Camip St Apt 201,705 Camp St Apt 201
775.expirationdate,07/052023 11:59:59 PM,07/05/2023 11:59:59 PM
2618.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1033.type,ShortT erm Rental Residential Owner,Short Term Rental Residential Owner
1481.locationvalue,"(29.965743732, -90.0414420635821)","(29.9657493732, -90.0414420635821)"
1797.type,Short TermR ental Commercial Owner,Short Term Rental Commercial Owner
1552.namevalue,15k03 GUEST HOUSE LLC,1503 GUEST HOUSE LLC
1764.type,Shrt Term Rental Commercial Owner,Short Term Rental Commercial Owner
371.locationvalue,"(29.937902752819, -90.81463278477)","(29.937902752819, -90.081463278477)"
2506.address,1811 Colubus St,1811 Columbus St
2346.address,3431 Chartre St Unit 7,3431 Chartres St Unit 7
1832.expirationdate,110/3/2022 11:59:59 PM,11/03/2022 11:59:59 PM
2582.locationvalue,"(29.917681698264k, -90.1009091446434)","(29.917681698264, -90.1009091446434)"
2246.namevalue,888 Girod St Apt 41,888 Girod St Apt 401
2314.address,5644 Vemrillion Blvd,5644 Vermillion Blvd
1740.address,2501 Orleans ve,2501 Orleans Ave
1183.address,900 Bartholomew Skt Unit 505,900 Bartholomew St Unit 505
236.namevalue,828 Giord St Apt 602,828 Girod St Apt 602
1938.namevalue,RAVELERS NEW ORLEANS,TRAVELERS NEW ORLEANS
393.address,2225 Cphartres St,2225 Chartres St
2478.type,Short Term ental Residential Owner,Short Term Rental Residential Owner
591.expirationdate,10/132023 09:13:47 AM,10/13/2023 09:13:47 AM
2339.expirationdate,09/08/2023 10:03:2 0AM,09/08/2023 10:03:20 AM
1235.locationvalue,"(29.9262860552078, -9.00810785277268)","(29.9262860552078, -90.0810785277268)"
2637.locationvalue,"(29.932282191036k1, -90.1080903891829)","(29.9322821910361, -90.1080903891829)"
2149.expirationdate,03/01/j2023 12:00:00 AM,03/01/2023 12:00:00 AM
2106.namevalue,3637 Constanceu St,3637 Constance St
2557.address,1085 John Churcohill Chase St Apt 203,1085 John Churchill Chase St Apt 203
2069.locationvalue,"(29.9793567352859, -90.071411072373)","(29.9793567352859, -90.0714110723738)"
1690.locationvalue,"(30.147496907404,8 -89.7423062193333)","(30.1474969074048, -89.7423062193333)"
450.locationvalue,"(29.9390454713216, -90.0749887660324)","(29.9390454173216, -90.0749887660324)"
2566.type,Short Term Rentjal Residential Owner,Short Term Rental Residential Owner
1295.type,Short Term Rental ommercial Owner,Short Term Rental Commercial Owner
1459.locationvalue,"(29.9495363880042, -9.00764049746947)","(29.9495363880042, -90.0764049746947)"
417.namevalue,254 Orleans Ave,2543 Orleans Ave
1550.expirationdate,03/01/2023 12:0000 AM,03/01/2023 12:00:00 AM
2281.expirationdate,03/01/2023 12:00:00 MA,03/01/2023 12:00:00 AM
1039.namevalue,3421 Indaina St,3421 Indiana St
2377.expirationdate,o08/02/2023 11:59:59 PM,08/02/2023 11:59:59 PM
1284.expirationdate,07/13/2023 11:59:m59 PM,07/13/2023 11:59:59 PM
2047.type,Short Term Renal Residential Owner,Short Term Rental Residential Owner
2028.locationvalue,"2(9.9771791319737, -90.1090548481786)","(29.9771791319737, -90.1090548481786)"
2246.type,Short Term Rental Commrecial Owner,Short Term Rental Commercial Owner
37.expirationdate,11/23/2022 11:9:59 PM,11/23/2022 11:59:59 PM
410.locationvalue,"(29.9406938618497, -90.0678618395514)","(29.9406938618497, -90.0687618395514)"
2715.expirationdate,03/d01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1720.expirationdate,03/0/12023 12:00:00 AM,03/01/2023 12:00:00 AM
40.address,1416 Carondelet St Unti B,1416 Carondelet St Unit B
1360.address,2732 StNick Dr,2732 St Nick Dr
1054.type,Short Term Rental Residential Ownr,Short Term Rental Residential Owner
1003.expirationdate,03/01/2023 2:00:00 AM,03/01/2023 12:00:00 AM
698.address,2620 Magazine St Upnit A,2620 Magazine St Unit A
2658.address,1914 Delchaise St,1914 Delachaise St
189.locationvalue,"(29.9671623891482, -90.05118940878)","(29.9671623891482, -90.051189408768)"
552.type,Short Termc Rental Residential Owner,Short Term Rental Residential Owner
830.namevalue,1935 Duel St,1935 Duels St
2535.expirationdate,03/012023 12:00:00 AM,03/01/2023 12:00:00 AM
2462.expirationdate,03/01/2023 12:00:0 0AM,03/01/2023 12:00:00 AM
2283.expirationdate,03/01/2023 12:00:00 AM***,03/01/2023 12:00:00 AM
317.namevalue,1562 Magazine St pAt 1A,1562 Magazine St Apt 1A
201.expirationdate,08/02/0223 11:59:59 PM,08/02/2023 11:59:59 PM
2154.type,hSort Term Rental Residential Owner,Short Term Rental Residential Owner
1412.address,812 Grvier St Apt 411,812 Gravier St Apt 411
2776.address,5700 Elxysian Fields Ave,5700 Elysian Fields Ave
2665.namevalue,g625 Webster St,625 Webster St
2736.locationvalue,"(29.9469124843171, -9.0683976361238)","(29.9469124843171, -90.0683976361238)"
1603.namevalue,385 St Ferdinand St,835 St Ferdinand St
1077.expirationdate,06/22/2023 11:5959 PM,06/22/2023 11:59:59 PM
2410.type,Short Term Rental Residential Ownr,Short Term Rental Residential Owner
924.locationvalue,"(29.969236772900, -90.0922457102822)","(29.9692367729003, -90.0922457102822)"
546.locationvalue,"(29.9515304533632, -90.072960448506)","(29.9515304533632, -90.0729060448506)"
797.expirationdate,2/03/2023 11:59:59 PM,02/03/2023 11:59:59 PM
2697.locationvalue,"(29.940506668u0917, -90.132559469952)","(29.9405066680917, -90.132559469952)"
1246.type,Short Term Rejntal Residential Owner,Short Term Rental Residential Owner
663.namevalue,"1626 Martn Luther King, Jr Blvd","1626 Martin Luther King, Jr Blvd"
2309.locationvalue,"(29.9648157302048, -90.050961334773)","(29.9648157302048, -90.0509601334773)"
2392.address,451 irod St Apt 401,451 Girod St Apt 401
12.namevalue,1572 Magazine rSt Apt D,1572 Magazine St Apt D
1905.expirationdate,02/17/2023 11:59:9 PM,02/17/2023 11:59:59 PM
2611.type,Shortp Term Rental Commercial Owner,Short Term Rental Commercial Owner
1456.type,Short Term Rental Ceommercial Owner,Short Term Rental Commercial Owner
994.type,Short TermRental Residential Owner,Short Term Rental Residential Owner
1163.type,4701 - HOTELS (EoXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
2372.namevalue,6397 West End qBlvd,6397 West End Blvd
2747.locationvalue,"(n29.9682392096318, -90.0586577962232)","(29.9682392096318, -90.0586577962232)"
1263.address,900 Bartholaomew St Unit 406,900 Bartholomew St Unit 406
593.namevalue,2826 St Loius St,2826 St Louis St
2151.locationvalue,"(29.9424496766114, -90.0760531181723)","(29.9424496766114, -90.0760351181723)"
1724.address,509 DAUHPINE ST,509 DAUPHINE ST
1454.namevalue,1451 Verkna St,1451 Verna St
1648.type,hort Term Rental Commercial Owner,Short Term Rental Commercial Owner
1643.type,4703 - BED  BREAKFAST INNS,4703 - BED & BREAKFAST INNS
2321.locationvalue,"(29.9716808226446 ,-90.0647908785977)","(29.9716808226446, -90.0647908785977)"
252.address,2215 Josephine St,2125 Josephine St
1261.locationvalue,"(29.951077855278, -90.071611598851)***","(29.951077855278, -90.071611598851)"
628.address,2310 Soniat t,2310 Soniat St
2399.type,Sort Term Rental Residential Owner,Short Term Rental Residential Owner
429.address,1016 CAAL ST,1016 CANAL ST
1632.namevalue,4814 Walmsley vAe,4814 Walmsley Ave
2103.namevalue,600 Canal St Apt 04,600 Canal St Apt 404
1986.locationvalue,"(29.q9624623231638, -90.0663770715928)","(29.9624623231638, -90.0663770715928)"
634.type,Short Term Rental Residenial Owner,Short Term Rental Residential Owner
1326.locationvalue,"(29.960774309867,6 -90.0613535721913)","(29.9607743098676, -90.0613535721913)"
1608.locationvalue,"(29.932899627123, -90.0876024853261)","(29.9328996271235, -90.0876024853261)"
1242.namevalue,00 Canal St Apt 403,600 Canal St Apt 403
2636.expirationdate,3/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM
1075.expirationdate,06/23/2023 11:59m:59 PM,06/23/2023 11:59:59 PM
1749.expirationdate,02/06/2023 11:5r9:59 PM,02/06/2023 11:59:59 PM
496.address,00 Bartholomew St Unit 318,900 Bartholomew St Unit 318
903.expirationdate,0/08/2023 11:59:59 PM,08/08/2023 11:59:59 PM
1587.expirationdate,03/01/2023 12:00:0 AM,03/01/2023 12:00:00 AM
1329.expirationdate,03/01/20z23 12:00:00 AM,03/01/2023 12:00:00 AM
2601.locationvalue,"(29.9h670276817883, -90.0479462065502)","(29.9670276817883, -90.0479462065502)"
2063.expirationdate,07/17/202m3 11:59:59 PM,07/17/2023 11:59:59 PM
1692.namevalue,36 N Hennessey St,636 N Hennessey St
369.namevalue,524 S Murat nSt,524 S Murat St
332.type,hort Term Rental Residential Owner,Short Term Rental Residential Owner
2124.namevalue,4319 Elba bSt,4319 Elba St
