1634.city,Cany,Caney
585.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Belmont, NY
(42.223284, -78.034583)"
5878.typeofchangefulltext,No Changes have bene made.,No Changes have been made.
3354.county,Labetqte,Labette
6259.statevalue,VN,NV
6659.county,Portge,Portage
5975.county,Fairifeld,Fairfield
6142.datelastmodified,10/172007,10/17/2007
3214.datelastmodified,03/04/200m4,03/04/2004
7101.city,Oan,Oran
59.geocodecitylevel,"Sandwich, MA
(41.757724, -70.500139)","Dahlonega, GA
(34.533691, -83.983274)"
1944.psapname,Gonzales County Sheriffs Officce,Gonzales County Sheriffs Office
3415.typeofchangefulltext,No Changes have been ade.,No Changes have been made.
838.psapid,106.0,5773
4764.datelastmodified,03/04r/2004,03/04/2004
5214.statevalue,X,TX
2730.typeofchangefulltext,N Changes have been made.,No Changes have been made.
429.psapid,6534.0,7536
2621.city,Loiusville,Louisville
1961.city,storia,Astoria
6863.city,Clraksville,Clarksville
282.psapid,7346.0,2495
7629.city,Desto,Desoto
3296.statevalue,VW,WV
2073.typeofchangefulltext,Orphaned PSAP no longer considered a primary call jtaking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
3956.county,mLake,Lake
888.typeofchangefulltext,No Changes have beenm ade.,No Changes have been made.
2907.county,Mntcalm,Montcalm
6034.datelastmodified,50/02/2016,05/02/2016
7005.city,Carmle,Carmel
2341.city,Milaukie,Milwaukie
897.psapid,2984.0,2489
1577.datelastmodified,03/042/004,03/04/2004
7404.statevalue,XT,TX
5863.typeofchangefulltext,No Changes hzave been made.,No Changes have been made.
618.psapid,5215.0,6885
705.psapid,5215.0,7229
3453.psapname,Mormris Police Department,Morris Police Department
6314.statevalue,MfO,MO
460.typeofchangefulltext,"PSAP Name, Staet, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
113.geocodecitylevel,"Great Lakes, IL
(42.307598, -87.853104)","Pipestone, MN
(44.000535, -96.30752)"
5009.city,xLos Banos,Los Banos
5625.psapname,Rock County Sheriff's Ofifce,Rock County Sheriff's Office
975.geocodecitylevel,"Owego, NY
(42.103237, -76.263163)","Fullerton, CA
(33.870345, -117.924302)"
7902.city,Colroado Springs,Colorado Springs
3185.county,Ccook,Cook
7308.geocodecitylevel,"Coincord, MA
(42.459041, -71.355036)","Concord, MA
(42.459041, -71.355036)"
4792.statevalue,X,TX
5212.geocodecitylevel,"Acushnet, MA
(41.68038, -70.q90427)","Acushnet, MA
(41.68038, -70.90427)"
5359.statevalue,FwL,FL
8392.geocodecitylevel,"Frisco,CO
(39.575504, -106.100401)","Frisco, CO
(39.575504, -106.100401)"
455.geocodecitylevel,"AZ
(34.869712, -111.760902)","Miami, FL
(25.775084, -80.194702)"
1299.county,Miawmi,Miami
400.geocodecitylevel,"Harrison, MI
(42.58763, -82.81854)","Stone Harbor, NJ
(39.054545, -74.760678)"
1967.datelastmodified,03/042004,03/04/2004
84.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Iowa City, IA
(41.66124, -91.530128)"
8070.county,Kenai Pennsula Borough,Kenai Peninsula Borough
5665.typeofchangefulltext,oN Changes have been made.,No Changes have been made.
4982.geocodecitylevel,"Garnerville, NY
(41.201698, -h73.994698)","Garnerville, NY
(41.201698, -73.994698)"
4053.city,St Augustizne,St Augustine
6563.psapname,Millersville Police Depatment,Millersville Police Department
7286.city,Priec,Price
6828.datelastmodified,0/304/2004,03/04/2004
5425.statevalue,L,IL
7415.datelastmodified,03/042/004,03/04/2004
3938.geocodecitylevel,"Robstown, TX
(27.798176, -79.659089)","Robstown, TX
(27.798176, -97.659089)"
849.county,Cadssia,Cassia
6800.city,uTroy,Troy
6006.city,Dougals,Douglas
549.statevalue,AM,MA
1514.statevalue,NI,IN
1746.city,Winnsboo,Winnsboro
6729.city,Noth Little Rock,North Little Rock
4436.psapname,Millbuyry Police,Millbury Police
1927.statevalue,NT,TN
2245.city,Waynesvgille,Waynesville
270.datelastmodified,03r/04/2004,03/04/2004
184.psapid,6534.0,2202
921.psapid,7344.0,1366
1347.psapid,5174.0,7423
111.typeofchangefulltext,No Chantges have been made.,No Changes have been made.
527.geocodecitylevel,"Cheyenne, WY
(41.14024, -104.818802)","Marietta, GA
(33.952304, -84.549051)"
5569.city,Lapotre,Laporte
854.datelastmodified,102/9/2007,10/29/2007
987.psapid,3138.0,8033
7019.statevalue,L,FL
7731.typeofchangefulltext,No Canges have been made.,No Changes have been made.
3439.statevalue,L,FL
2377.county,Charlesgton,Charleston
431.geocodecitylevel,"Homewood, IL
(41.563348, -87.668329)","Larned, KS
(38.182644, -99.098349)"
203.psapid,7344.0,4860
3290.county,S. Joseph,St. Joseph
780.psapid,7620.0,6516
652.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","Lumberton, NC
(34.617837, -79.004529)"
3474.geocodecitylevel,"Batavia, NY(
42.99691, -78.186028)","Batavia, NY
(42.99691, -78.186028)"
1065.psapid,6574.0,5324
2427.city,Younstown,Youngstown
581.geocodecitylevel,"Erie, NY","Wrightstown, NJ
(40.036235, -74.617832)"
3664.statevalue,YN,NY
771.typeofchangefulltext,Orphaned PSAP no longer considered a prmiary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5939.typeofchangefulltext,Secondary PSAP associated with a Primry PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
5742.statevalue,C,NC
4025.county,Cedr,Cedar
690.psapid,2619.0,6257
8173.statevalue,O,CO
870.geocodecitylevel,"Great Lakes, IL
(42.307598, -87.853104)","Bogalusa, LA
(30.778942, -89.866076)"
413.psapid,5093.0,4411
216.geocodecitylevel,"Everman, TX
(32.632014, -97.287121)","Plymouth, NC
(35.866545, -76.748909)"
3155.datelastmodified,10/05/2q017,10/05/2017
655.psapid,2984.0,4930
216.psapid,7531.0,4406
1336.psapid,4331.0,1486
262.psapid,5093.0,4426
5844.statevalue,X,TX
885.datelastmodified,03/0/42004,03/04/2004
349.datelastmodified,03/04/004,03/04/2004
8222.statevalue,tTX,TX
1346.psapid,7346.0,2341
8040.statevalue,AC,CA
6694.statevalue,IbL,IL
141.typeofchangefulltext,No Changes have bene made.,No Changes have been made.
7095.city,Ravena,Ravenna
2136.statevalue,IfA,IA
3738.city,Pojoauqe,Pojoaque
3090.city,Monticelvlo,Monticello
5220.typeofchangefulltext,N Changes have been made.,No Changes have been made.
7130.psapname,Alpen County Central Dispatch,Alpena County Central Dispatch
8141.geocodecitylevel,"Grand Prairie, TX
(32.74496, -97.003529)","Grand Prairie, TX
(32.745496, -97.003529)"
412.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Uncasville, CT
(41.434399, -72.110298)"
1942.typeofchangefulltext,No Changes have been amde.,No Changes have been made.
8211.city,nAbilene,Abilene
7264.city,Kennett***,Kennett
529.datelastmodified,02/04/0215,02/04/2015
853.psapid,4585.0,2887
5122.city,Riverdlae,Riverdale
5254.statevalue,pCA,CA
5498.typeofchangefulltext,No Chapnges have been made.,No Changes have been made.
5360.statevalue,HO,OH
88.psapid,6534.0,828
4815.statevalue,XT,TX
4980.statevalue,L,AL
8456.county,Pxark,Park
5945.statevalue,J,NJ
5502.county,Jhefferson,Jefferson
8407.datelastmodified,p07/07/2005,07/07/2005
5054.psapname,Cherokee Coutny Sheriffs Communications,Cherokee County Sheriffs Communications
7810.city,Tell Cty,Tell City
785.statevalue,IaL,IL
5881.typeofchangefulltext,No Changes have been mae.,No Changes have been made.
1248.statevalue,MhO,MO
3034.city,Ofriskany,Oriskany
212.geocodecitylevel,"AZ
(34.869712, -111.760902)","Martinsburg, WV
(39.456216, -77.963914)"
1095.county,tCuyahoga,Cuyahoga
3187.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the original postingw.","PSAP Name, State, County or City text has been modified since the original posting."
5472.statevalue,A,CA
1665.city,ountain View,Mountain View
5113.city,Eldordo,Eldorado
7139.statevalue,KjY,KY
1117.psapid,2321.0,7311
923.statevalue,TaN,TN
1074.psapid,2984.0,8532
87.typeofchangefulltext,PSAP was added since theo riginal posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
6592.typeofchangefulltext,"PSAP Name, State County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
7085.city,Lebandon,Lebanon
8060.county,Chucrhill,Churchill
6617.city,Someorville,Somerville
6127.city,Columbuks,Columbus
5177.psapname,Glenpool Police Department Duplicate***,Glenpool Police Department Duplicate
8353.statevalue,kFL,FL
4494.county,Wiestchester,Westchester
1088.psapid,427.0,8562
3663.county,gCass,Cass
3567.datelastmodified,03j/04/2004,03/04/2004
4032.psapname,BardstownPolice Department,Bardstown Police Department
3552.datelastmodified,03/40/2004,03/04/2004
55.psapid,7516.0,5254
2347.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filins.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6666.statevalue,AwL,AL
947.geocodecitylevel,"Caledonia, WI
(42.814847, -87.914135)","Nacogdoches, TX
(31.603869, -94.656017)"
5143.city,Floence,Florence
5566.city,Covinton,Covington
2017.psapname,New Haven Polic Department,New Haven Police Department
5334.geocodecitylevel,"Danvillep, IL
(40.142128, -87.630211)","Danville, IL
(40.142128, -87.630211)"
4055.datelastmodified,10/05/2071,10/05/2017
8061.psapname,Midwest City Emergency Operations enter,Midwest City Emergency Operations Center
8257.statevalue,rTN,TN
5043.county,ontague,Montague
7673.city,Owenslville,Owensville
2095.datelastmodified,10/172007,10/17/2007
2662.geocodecitylevel,"Ripley, WV
(38.818763, -8q1.708288)","Ripley, WV
(38.818763, -81.708288)"
6078.statevalue,D,SD
7304.psapname,Troup cCounty E9-1-1,Troup County E9-1-1
7477.typeofchangefulltext,PSAP was added since the orfiginal posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
5792.county,Phelaps,Phelps
7423.geocodecitylevel,"Brownsvlile, KY
(37.190113, -86.263742)","Brownsville, KY
(37.190113, -86.263742)"
1055.psapid,2984.0,4614
7794.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the roiginal posting.","PSAP Name, State, County or City text has been modified since the original posting."
221.geocodecitylevel,"Sandwich, MA
(41.757724, -70.500139)","Flowood, MS
(32.331208, -90.108464)"
3950.county,Dona Aan,Dona Ana
5372.typeofchangefulltext,Secondary PSAP associated with a Primary PmSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
4882.statevalue,AM,MA
7556.city,Pascagouvla,Pascagoula
925.psapid,2321.0,3275
4473.datelastmodified,30/04/2004,03/04/2004
4923.geocodecitylevel,"Greensburg, KY
(37.620722, -85.501769)","Greensburg, KY
(37.260722, -85.501769)"
1390.typeofchangefulltext,No Changes ave been made.,No Changes have been made.
8012.datelastmodified,03/04/2v004,03/04/2004
397.county,eMrcer,Mercer
849.typeofchangefulltext,No Changes have beenm ade.,No Changes have been made.
2211.geocodecitylevel,"Vernon, TX
(341.52723, -99.284435)","Vernon, TX
(34.152723, -99.284435)"
5579.city,Bridgpeort,Bridgeport
498.psapid,5215.0,7219
1043.psapid,1564.0,5440
1039.psapid,8502.0,685
737.psapid,2452.0,8534
352.typeofchangefulltext,o Changes have been made.,No Changes have been made.
2268.psapname,Lasalle Parish Shneriff,Lasalle Parish Sheriff
3125.county,Montgosmery,Montgomery
1719.county,t. Francis,St. Francis
4566.datelastmodified,3/04/2004,03/04/2004
7436.psapname,Westfield Poolice Department,Westfield Police Department
8307.geocodecitylevel,"Pohntoon Beach, IL
(38.731535, -90.076277)","Pontoon Beach, IL
(38.731535, -90.076277)"
461.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","Kadoka, SD
(43.836812, -101.522454)"
7691.psapname,Iowa County Sheriffs Department***,Iowa County Sheriffs Department
1221.psapid,1564.0,3689
339.psapid,7344.0,2427
2816.county,Ashabula,Ashtabula
210.geocodecitylevel,"Markham, IL
(41.593513, -87.694621)","Marshall, IL
(39.391346, -87.693777)"
115.psapid,2266.0,6520
6058.city,Hfouston,Houston
8082.county,NewLondon,New London
1898.geocodecitylevel,"Woodstock, VA
(38.86d8745, -78.516469)","Woodstock, VA
(38.868745, -78.516469)"
4263.typeofchangefulltext,Orphaed PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
773.psapname,Cedar Lake Police Depatrment,Cedar Lake Police Department
7237.psapname,Cedar Grove Police Departmetn,Cedar Grove Police Department
2086.typeofchangefulltext,No Canges have been made.,No Changes have been made.
1200.datelastmodified,03/0/42004,03/04/2004
7755.statevalue,TdN,TN
7509.city,Astin,Austin
6314.city,Baenton,Benton
951.geocodecitylevel,"Everman, TX
(32.632014, -97.287121)","FL
(28.915325, -81.922409)"
255.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Daytona Beach Shores, FL
(29.170157, -80.980442)"
8501.county,Buncome,Buncombe
8115.typeofchangefulltext,Orhpaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
768.psapid,3138.0,2222
3759.typeofchangefulltext,No Chanes have been made.,No Changes have been made.
5921.county,Nicholsa,Nicholas
8380.city,oCal City,Coal City
3653.county,Mvayes,Mayes
5391.statevalue,N,MN
3436.city,Manchestser,Manchester
3000.county,Oywhee,Owyhee
953.psapid,7620.0,1707
22.geocodecitylevel,"AZ
(34.869712, -111.760902)","Yaphank, NY
(40.837128, -72.912138)"
3889.city,Tkhomasville,Thomasville
3697.geocodecitylevel,"Bell Gardens, CA
(33.9695h83, -118.14768)","Bell Gardens, CA
(33.969583, -118.14768)"
4679.statevalue,LF,FL
7708.county,Estill***,Estill
4970.city,Arfcata,Arcata
2758.statevalue,T,UT
6814.city,Rocqk Island,Rock Island
901.county,rowers,Prowers
4398.typeofchangefulltext,No Change shave been made.,No Changes have been made.
1251.datelastmodified,030/4/2004,03/04/2004
557.geocodecitylevel,"Waupaca, WI
(44.358804, -89.084882)","Hartford, AL
(31.102286, -85.696842)"
224.psapid,7531.0,2414
873.psapid,7516.0,7977
2681.county,Vang Buren,Van Buren
58.psapid,5215.0,8480
2331.datelastmodified,1d0/05/2017,10/05/2017
1065.typeofchangefulltext,N Changes have been made.,No Changes have been made.
428.psapid,2619.0,4912
363.geocodecitylevel,"Gallup, NM
(35.519123, -108.739769)","Bethesda, MD
(38.984757, -77.094135)"
7969.datelastmodified,01/40/2017,01/04/2017
5067.typeofchangefulltext,"PSAP Name, State, Count or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
8056.typeofchangefulltext,No Chanegs have been made.,No Changes have been made.
8538.typeofchangefulltext,No Chnages have been made.,No Changes have been made.
180.psapid,2266.0,5092
1645.typeofchangefulltext,No Changes have beenc made.,No Changes have been made.
354.statevalue,OzK,OK
1702.statevalue,X,TX
2694.city,Wmellington,Wellington
45.psapid,7531.0,2313
3264.typeofchangefulltext,No Changes hae been made.,No Changes have been made.
7563.city,Los Ageles,Los Angeles
2250.datelastmodified,03/04/204,03/04/2004
1066.psapid,2984.0,5014
649.county,Prince Of Wales-outer Ketchkian,Prince Of Wales-outer Ketchikan
459.geocodecitylevel,"Inez, KY
(37.866646, -82.539105)","Winchester, VA
(39.177858, -78.169844)"
1086.psapid,6534.0,8133
6932.typeofchangefulltext,"PSAP Name, State, County or City txet has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
1134.psapid,7620.0,8517
5368.city,Santa Ajna,Santa Ana
647.geocodecitylevel,"Largo, FL
(27.91829, -82.774936)","Akron, OH
(41.084821, -81.515607)"
1328.psapid,2282.0,951
4971.statevalue,CN,NC
3366.geocodecitylevel,"MN
(46.357661, -94.793937)","MN
(46.357661, -94.793397)"
3953.statevalue,Y,KY
5571.typeofchangefulltext,Orphaned PSAP no longer considered a primanry call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
6958.datelastmodified,0304/2004,03/04/2004
1009.psapid,8131.0,6493
156.geocodecitylevel,"AZ
(34.869712, -111.760902)","Celina, OH
(40.549993, -84.570811)"
7167.statevalue,O,CO
4555.county,Stutsmna,Stutsman
8222.city,Rockoprt,Rockport
6460.datelastmodified,03/04/q2004,03/04/2004
4630.county,ouisa,Louisa
518.geocodecitylevel,"Del Rio, TX
(29.365723, -100.897922)","Pasadena, TX
(29.693379, -95.193333)"
2852.city,Watertohwn,Watertown
5995.datelastmodified,11/09/2q004,11/09/2004
8509.city,Merigdian,Meridian
7142.statevalue,TkX,TX
915.psapid,5093.0,6274
3450.typeofchangefulltext,"PSAP Name, State, County or City text has been omdified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
5084.city,Vacouver,Vancouver
1715.county,Oakladn,Oakland
6665.city,Mtx Pleasant,Mt Pleasant
2665.typeofchangefulltext,PSAP was added since the original posting of the FhCC Registry.,PSAP was added since the original posting of the FCC Registry.
5430.county,Wahsington,Washington
806.psapid,2984.0,1263
8110.psapname,Kitsagp 911 - Cencom,Kitsap 911 - Cencom
5923.city,jDenton,Denton
3819.psapname,Teton Count ySheriff,Teton County Sheriff
8264.county,Maricqopa,Maricopa
656.psapid,5215.0,6226
6915.city,eBllville,Bellville
4308.city,Minneaplis,Minneapolis
7107.psapname,CretePolice Dept,Crete Police Dept
