psapid,psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
2319.0,Marengo,Mchenry,Marengo,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/19/2012,"Marengo, IL (42.248355, -88.608483)"
1830.0,Pierce County 9-1-1,Pierce,Blackshear,GA,No Changes have been made.,03/04/2004,"Blackshear, GA (31.303502, -82.245472)"
4344.0,Medoc Mountain State Park,Halifax,Hollister,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Hollister, NC (36.255652, -77.94395)"
232.0,Marion County E9-1-1,Marion,Hamilton,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Hamilton, AL (34.142295, -87.988602)"
8076.0,Pennyrile Emergency Assistance Center,Caldwell,Houston,KY,PSAP was added since the original posting of the FCC Registry.,08/20/2004,"KY (37.64591, -84.774043)"
4303.0,Hoke County Emergency Communications,Hoke,Raeford,NC,No Changes have been made.,03/04/2004,"Raeford, NC (34.978744, -79.224111)"
3396.0,Grand Traverse County Central Dispatch,Grand Traverse,Traverse City,MI,No Changes have been made.,03/04/2004,"Traverse City, MI (44.759092, -85.605469)"
5166.0,Ontario County 9-1-1 Center,Ontario,Canandaigua,NY,No Changes have been made.,03/04/2004,"Canandaigua, NY (42.887495, -77.282497)"
4023.0,Jackson County Sheriffs Office - West,Jackson,Pascagoula,MS,No Changes have been made.,03/04/2004,"Pascagoula, MS (30.365765, -88.547309)"
4941.0,Navajo Department Of Law Enforcement-shiprock District,San Juan,Shiprock,NM,No Changes have been made.,03/04/2004,"Shiprock, NM (36.793915, -108.68979)"
3136.0,Tunica-biloxi Tribal Police Department,Avoyelles,Marksville,LA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/22/2016,"Marksville, LA (31.127699, -92.06577)"
1813.0,Jenkins County 911,Jenkins,Millen,GA,"PSAP Name, State, County or City text has been modified since the original posting.",06/02/2008,"Millen, GA (32.803787, -81.949156)"
1418.0,Wethersfield Police Department,Hartford,Wethersfield,CT,No Changes have been made.,03/04/2004,"Wethersfield, CT (41.712487, -72.663607)"
5729.0,Sequoyah County 9-1-1,Sequoyah,Sallisaw,OK,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Sallisaw, OK (35.459472, -94.790243)"
4365.0,North Carolina A&t University Police Communications,Guilford,Greensboro,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Greensboro, NC (36.072701, -79.793899)"
1823.0,Ocilla Police Department,Irwin,Ocilla,GA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/27/2004,"Ocilla, GA (31.59423, -83.250566)"
2643.0,Perry County 9-1-1,Perry,Tell City,IN,No Changes have been made.,03/04/2004,"Tell City, IN (37.949267, -86.76455)"
2320.0,Marion Police Department,Williamson,Marion,IL,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Marion, IL (37.730788, -88.94193)"
4073.0,Perry County Sheriffs Department,Perry,New Augusta,MS,No Changes have been made.,03/04/2004,"New Augusta, MS (31.218481, -89.050035)"
4112.0,Anaconda-deer Lodge Law Enforcement,Deer Lodge,Anaconda,MT,No Changes have been made.,03/04/2004,"Anaconda, MT (46.128366, -112.941247)"
4265.0,Falls Lake State Recreation Area,Wake,Wake Forest,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Wake Forest, NC (35.97931, -78.509346)"
2556.0,Franklin County 9-1-1,Franklin,Brookville,IN,No Changes have been made.,03/04/2004,"Brookville, IN (39.41852, -85.012799)"
1495.0,Desoto County Sheriffs Office,De Soto,Arcadia,FL,No Changes have been made.,03/04/2004,"Arcadia, FL (27.217635, -81.863168)"
4369.0,North Carolina Division Of Emergency Management,Wake,Raleigh,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Raleigh, NC (35.781295, -78.64167)"
8217.0,Marquette County Central Dispatch,Marquette,Negaunee,MI,PSAP was added since the original posting of the FCC Registry.,08/29/2008,"Negaunee, MI (46.500882, -87.608359)"
7623.0,Douglas Police Department,Converse,Douglas,WY,No Changes have been made.,03/04/2004,"Douglas, WY (42.755148, -105.400103)"
7674.0,Amherst Communications,Hampshire,Amherst,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Amherst, MA (42.375805, -72.519871)"
1761.0,Floyd County Jail,Floyd,Rome,GA,No Changes have been made.,03/04/2004,"Rome, GA (34.260461, -85.180623)"
7824.0,Revere Fire,Suffolk,Revere,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/06/2017,"Revere, MA (42.409968, -71.0124)"
3426.0,Kalamazoo Consolidated Dispatch,Kalamazoo,Kalamazoo,MI,"PSAP Name, State, County or City text has been modified since the original posting.",07/20/2005,"Kalamazoo, MI (42.289777, -85.584682)"
4704.0,Clark Police Department,Union,Clark,NJ,No Changes have been made.,03/04/2004,"Clark, NJ (40.620178, -74.297269)"
8281.0,College Of New Jersey Police,Mercer,Ewing,NJ,PSAP was added since the original posting of the FCC Registry.,01/11/2011,"Ewing, NJ (40.2659, -74.819239)"
1525.0,Hardee County Commissioners,Hardee,Wauchula,FL,No Changes have been made.,03/04/2004,"Wauchula, FL (27.554298, -81.807344)"
2566.0,Greensburg Police Department,Decatur,Greensburg,IN,No Changes have been made.,03/04/2004,"Greensburg, IN (39.339927, -85.479501)"
4167.0,Sweet Grass County Sheriff,Sweet Grass,Big Timber,MT,No Changes have been made.,03/04/2004,"Big Timber, MT (45.834903, -109.955401)"
2030.0,Winneshiek County Sheriff,Winneshiek,Decorah,IA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/01/2005,"Decorah, IA (43.303293, -91.788341)"
8444.0,Greater Harris County 911 Training / Backup #3,Harris,Houston,TX,PSAP was added since the original posting of the FCC Registry.,04/13/2017,"Houston, TX (29.760803, -95.369506)"
4262.0,Eno River State Park,Durham,Durham,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Durham, NC (35.996948, -78.899023)"
1086.0,Boulder Police Communications Center,Boulder,Boulder,CO,No Changes have been made.,03/04/2004,"Boulder, CO (40.015831, -105.27927)"
1857.0,Terrell County Ems,Terrell,Dawson,GA,No Changes have been made.,03/04/2004,"Dawson, GA (31.773647, -84.446723)"
1256.0,Rio Grande County Sheriffs Office,Rio Grande,Del Norte,CO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/19/2016,"Del Norte, CO (37.67864, -106.351866)"
3470.0,Michigan State Police-gaylord,Otsego,Gaylord,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2015,"Gaylord, MI (45.027367, -84.673851)"
6891.0,Schertz Police Department,Guadalupe,Schertz,TX,No Changes have been made.,03/04/2004,"Schertz, TX (29.555069, -98.263612)"
5197.0,Schoharie County Sheriffs Department,Schoharie,Schoharie,NY,No Changes have been made.,03/04/2004,"Schoharie, NY (42.665871, -74.309885)"
2829.0,Seward County Emergency Communications,Seward,Liberal,KS,No Changes have been made.,03/04/2004,"Liberal, KS (37.044056, -100.922339)"
5268.0,Bridgeport Police Department,Belmont,Bridgeport,OH,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2017,"Bridgeport, OH (40.069156, -80.740816)"
1374.0,Norwalk Police Department,Fairfield,Norwalk,CT,No Changes have been made.,03/04/2004,"Norwalk, CT (41.11805, -73.412906)"
5725.0,Sand Springs Police Department,Tulsa,Sand Springs,OK,No Changes have been made.,03/04/2004,"Sand Springs, OK (36.138456, -96.10888)"
6032.0,Charleston City Police Department And Fire Department,Charleston,Charleston,SC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2013,"Charleston, SC (32.77647, -79.931027)"
3525.0,Pleasant Ridge Police Department,Oakland,Pleasant Ridge,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Pleasant Ridge, MI (42.474276, -83.143694)"
3392.0,Gladwin County Central Dispatch,Gladwin,Gladwin,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Gladwin, MI (43.978711, -84.486692)"
2111.0,Antioch Police,Lake,Antioch,IL,No Changes have been made.,03/04/2004,"Antioch, IL (42.477237, -88.095767)"
496.0,Sierra Vista Police Department,Cochise,Sierra Vista,AZ,No Changes have been made.,03/04/2004,"Sierra Vista, AZ (31.554692, -110.281995)"
320.0,Forrest City Police Department,St. Francis,Forrest City,AR,No Changes have been made.,03/04/2004,"Forrest City, AR (35.009235, -90.785263)"
8367.0,Us Navy Nsf Indian Head,Charles,Indian Head,MD,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Indian Head, MD (38.60061, -77.15767)"
8188.0,Murfreesboro Police Department,Hertford,Murfreesboro,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/20/2016,"Murfreesboro, NC (36.442499, -77.104575)"
4670.0,State Of New Hampshire - Concord,Merrimack,Concord,NH,"PSAP Name, State, County or City text has been modified since the original posting.",02/27/2015,"Concord, NH (43.208452, -71.536941)"
364.0,Perry County Sheriff's Office / Detention Center,Perry,Perryville,AR,"PSAP Name, State, County or City text has been modified since the original posting.",06/20/2017,"Perryville, AR (35.008136, -92.800614)"
2669.0,St Joseph County Fire Dispatch,St. Joseph,South Bend,IN,No Changes have been made.,03/04/2004,"South Bend, IN (41.675032, -86.251962)"
102.0,Soldotna Police Department,Kenai Peninsula Borough,Soldotna,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Soldotna, AK (60.489561, -151.063082)"
7797.0,New Braintree State Police,Worcester,New Braintree,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"New Braintree, MA (42.333093, -72.113683)"
2424.0,Schaumburg Police Department,Cook,Schaumburg,IL,No Changes have been made.,03/04/2004,"Schaumburg, IL (42.026254, -88.06969)"
2090.0,Post Falls Police,Kootenai,Post Falls,ID,No Changes have been made.,03/04/2004,"Post Falls, ID (47.719693, -116.948048)"
3041.0,Wolfe County Dispatch,Wolfe,Campton,KY,No Changes have been made.,03/04/2004,"Campton, KY (37.734394, -83.547429)"
7231.0,Wytheville Public Safety E9-1-1,Wythe,Wytheville,VA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/24/2013,"Wytheville, VA (36.950535, -81.084277)"
2616.0,Medora Police Department,Jackson,Medora,IN,No Changes have been made.,03/04/2004,"Medora, IN (38.825178, -86.170212)"
1149.0,Fowler Police Department,Otero,Fowler,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Fowler, CO (38.128745, -104.024156)"
1956.0,Harrison County Communications,Harrison,Logan,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/20/2017,"Logan, IA (41.643067, -95.78915)"
7145.0,Henrico County Police Department,Henrico,Richmond,VA,No Changes have been made.,03/04/2004,"Richmond, VA (37.540759, -77.433932)"
4594.0,Furnas County Sheriff 911,Furnas,Beaver City,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Beaver City, NE (40.138462, -99.827006)"
6987.0,West Coke County Nursing Home,Coke,Robert Lee,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Robert Lee, TX (31.895876, -100.484188)"
2533.0,Clinton County Central Dispatch,Clinton,Frankfort,IN,"PSAP Name, State, County or City text has been modified since the original posting.",07/12/2013,"Frankfort, IN (40.279704, -86.510663)"
8082.0,Richardson County/ Falls City Police Department,Richardson,Falls City,NE,PSAP was added since the original posting of the FCC Registry.,04/27/2017,"Falls City, NE (40.060746, -95.601829)"
855.0,Ontario International Airport Police Department,San Bernardino,Ontario,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/11/2005,"Ontario, CA (34.063341, -117.651187)"
1903.0,Boone County Sheriffs Office,Boone,Boone,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Boone, IA (42.056575, -93.879963)"
5437.0,Morrow County Sheriffs Office,Morrow,Mt Gilead,OH,No Changes have been made.,03/04/2004,"Mt Gilead, OH (40.549022, -82.827262)"
7805.0,Northampton Communications,Hampshire,Northampton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Northampton, MA (42.31952, -72.629756)"
7005.0,Wilson County Sheriffs Office,Wilson,Floresville,TX,No Changes have been made.,03/04/2004,"Floresville, TX (29.137153, -98.159989)"
415.0,Cochise County Sheriffs Office,Cochise,Bisbee,AZ,No Changes have been made.,03/04/2004,"Bisbee, AZ (31.4404, -109.91116)"
3751.0,Benton County Sheriffs Office,Benton,Warsaw,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/05/2005,"Warsaw, MO (38.244763, -93.38571)"
7007.0,Winnsboro Police,Wood,Winnsboro,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/05/2007,"Winnsboro, TX (32.957329, -95.290363)"
6928.0,Sugar Land Police Department,Fort Bend,Sugar Land,TX,No Changes have been made.,03/04/2004,"Sugar Land, TX (29.597075, -95.620971)"
5622.0,Cotton County Sheriffs Office,Cotton,Walters,OK,No Changes have been made.,03/04/2004,"Walters, OK (34.356936, -98.313523)"
2232.0,Genesco Police Department,Henry,Genesco,IL,No Changes have been made.,03/04/2004,"Genesco, IL (41.44794, -90.153977)"
1547.0,Juno Beach Police Department,Palm Beach,Juno Beach,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/13/2014,"Juno Beach, FL (26.883875, -80.059723)"
7600.0,Wayne County E9-1-1 Center,Wayne,Wayne,WV,No Changes have been made.,03/04/2004,"Wayne, WV (38.22074, -82.443011)"
4751.0,Hightstown Police Department,Mercer,Highstown,NJ,No Changes have been made.,03/04/2004,"Highstown, NJ (39.779202, -75.012497)"
2295.0,Lake County Sheriffs Office,Lake,Libertyville,IL,No Changes have been made.,03/04/2004,"Libertyville, IL (42.282996, -87.953339)"
956.0,Santa Cruz Regional 9-1-1 (santa Cruz),Santa Cruz,Santa Cruz,CA,"PSAP Name, State, County or City text has been modified since the original posting.",10/03/2012,"Santa Cruz, CA (36.97414, -122.028795)"
6541.0,Devine Police Department,Medina,Devine,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/19/2009,"Devine, TX (29.144829, -98.901711)"
6258.0,Grainger County Emergency Communication District,Grainger,Rutledge,TN,"PSAP Name, State, County or City text has been modified since the original posting.",11/19/2005,"Rutledge, TN (36.280708, -83.51492)"
1769.0,Gilmer County 9-1-1,Gilmer,Ellijay,GA,No Changes have been made.,03/04/2004,"Ellijay, GA (34.695069, -84.482472)"
747.0,Gustine Police Department,Merced,Gustine,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/11/2005,"Gustine, CA (37.256923, -121.001402)"
