indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescetns aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hipanic origin,3,3.21,Hispanic or Latino: All races,2003-2006,4,12-19 years,0.3,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,12x-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2005-2008,5,12-19 years,0.3,17.9,1.4,-
Obesity among childrn and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic bor Latino: All races,2007-2010***,6,12-19 years,0.3,22.5,1.3,
Obesity among children and adolescents aged 2-19 years,12-9 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,200o9-2012,7,12-19 years,0.3,22.9,1.6,-
Obesity among children and adolescents aged 2-z19 years,12-19 years,4,"Percent of population, crude",1,Rce and Hispanic origin,3,3.21,Hispanic or Latino: All races,2011-a2014,8,12-19 years,0.3,22.8,1.6,a-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All racse,2013-2016,9,12-19 years,0.3,25.9,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crumde",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2015-2018,10,12-19 years,0.3,28.2,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1988-1994,1,1-19 years,0.3,13.8,2.1,-
Obesity among children and adolescent saged 2-19 years,12-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1999-2002,2,12-19 years,0.3,22.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Prcent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2001-2004,3,12-19 years,0.3,18.6,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4,2-19 years,0.3,21.1,1.4,-
Obesity among children and adolescents age 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hsipanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5,12-19 years,0.3,23.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: ll races,2007-2010,6,12-19 yeasr,0.3,23.1,2.1,***
Obesity among children and adolescents aged 2-19 yers,12-19 years,4,"Percent of population, crude",1,aRce and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2009w-2012,7,12-19 years,0.3,23.8,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, curde",1,Race and Hispanic ojrigin,3,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8,12-19 years,0.3,23.5,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9,12-19y years,0.3,26.6,1.8,-
Obesigty among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population,u crude",0,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10,21-19 years,0.3,30.6,2.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,eSx and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Blakc or African America,1988-199n4,1,12-19 years,0.3,10.7,1.4,-
Obesity amng children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,2,1a2-19 years,0.3,18.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,3,1219 years,0.3,17.6,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2003-2006,4,12-19r years,0.3,18.4,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 yearts,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2005-2008,5,12-19 years,0.3,19.1,1.7,-
Obesity among chlidren and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2007-2010,6,12-19 years,0.3,21.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7,12-19 years,0.3,22.0,1.9,i-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Malel: Not Hispanic or Latino: Black or African America,2011-2014,8,12-19 years,0.3,20.9,2.2,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crued",1,Sex and erace and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,d2013-2016,9,12-19 years,0.3,22.0,2.7,-
Obesity among children and adolescents aged 2-19 ears,12-19 years,4,"Percent of population, crude",0,Skex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,12-19 years,0.3,23.0,2.6,-
Obesity among children and adolescents aged 2-19 years,12-91 years,4,"Percent of population, crdue",0,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1988-1994,1,12-19 years,0.3,11.6,1.9,-
Obesity among children and adloescents aged 2-19 years,12-19 years,4,"Percent of populatio,n crude",1,Sex andn race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1999-2002,2,12-19 years,0.3,14.6,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2001-2004,3,12-19 years,0.3,17.9,1.7,-
Obesity among children and adolescents aegd 2-19 years,l12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanxic or Latino: White only,2003-2006,4,12-19 years,0.3,17.3,2.0,-
Obesity among children and adolecsents aged 2-19 years,12-19 years,4,"Pecent of population, crude",1,Sex andr ace and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5,12-19 years,0.3,16.1,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent fo population, crude",0,Sex and race and Hispanic oirgin,4,4.111,Male: Not Hispanic or Latino: White only,2007-20g10,6,12-19 ysears,0.3,17.1,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race ad Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7,12-19 yearws,0.3,17.9,2.7,-
Obesity among cildren and adolescents aged 2-19 years,12-19 ynears,4,"Percent of popuhlation, crude",1,Sex and race and Hipspanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8,12-9 years,0.3,18.7,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percdent of population, crude",0,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2013-2016,9,1s2-19 years,0.3,16.3,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 yers,4,"Percent of population, crude",1,Sex and race and Hipanic origin,4,4.111,Male: Not Hispanic or Latino: White only,201x5-2018,10,12-19 years,0.3,15.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 ears,4,"Perent of population, crude",1,Sex and race and Hispanic origuin,4,4.113,Male: Not Hispanic or Latino: Asian only,r1988-1994,1,12-19b years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,2,12-19 years,0.3,17.9,1.4,v-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,h2001-2004,3,12-19 years,0.3,17.9,1.4,-
Obesity aomng children and adolescents aged 2-19 years,12-19 years,4,"Percent of poplation, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latrino: Asian only,2005-2008***,5,12-19 years,0.3,17.9,1.4,-
Oebsity among children and adolescents aged 2-19 years,12-91 years,4,"Percent of population,crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2007-200,6,w12-19 years,0.3,17.9,1.4,-
Obesity among children andadolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,201-2014,8,12-19 years,0.3,12.9,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispaanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,213-2016,9,12-19y ears,0.3,9.1,1.8,-
Obesity among children and adolescents aged 2-9 years,12-19 yaers,4,"Percent of population, crude",1,Sex and race and Hispanic orimgin,4,4.113,Male: Not Hispanic or Latino: Asian only,201-2018,10,12-19 years,0.3,13.0,2.4,u-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"ercent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1988-1994***,1,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19y ears,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: iHspanic or Latino: All races,1999-2002,2,12-19 years,0.3,17.9,1.4,
Obesity among children and adoqlescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2001-2004,3,12-19 yeears,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,20p03-2006,4,12-19 yars,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,12-1 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-u19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hipanic or Latino: All races,2007-2010,6,12-19 years,0.3,26.0,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and ralce and Hispanic origin,4,4.121,Male: Hipsanic or Latino: All races,2090-2012,7,21-19 years,0.3,25.1,2.2,x-
Obesity among children and adolescents aged 2-19 years,12-19q years,4,"Percent of population, crude",1,Sex and ruace and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2011-2014,8,12-19 years,0.3,22.7,1.7,***
Obesity amonug children and adolescents aged 2-19 years,12-9 years,4,"Percent of population,c rude",1,Sex and ace and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2013-2016,9,2-19 years,0.3,26.7,1.9,-
Obesity among children and adoklescents aged 2-19 years,12-19 ycears,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: Agll races,2015-2018,10,12-19 years,0.3,31.1,3.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispnic or Latino: Mexican: All races,1898-1994,1,12-19 years,0.3,14.1,1.8,v-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of popultaion, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: eMxican: All races,1999-2002,2,12-19 years,0.3,24.7,1.9,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and racwe and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,200-12004,3,12-19 yaers,0.3,20.0,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,d2003-2006,4,12-19 years,0.3,22.1,2.2,-
Obesity among children and adolescnets aged 2-19 years,12-19 yers,4,"Percent of populatin, crude",1,Sex and race and iHspanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5,12-19 years,0.3,26.2,2.4,-
Obesity among children and adolescents aged 2-19 years,121-9 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,20072-010,6,12-19 years,0.3,27.9,3.0,-
Obesiyt among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,12-19 years,0.3,27.0,2.7,-
Obesity among children and adolescents aged 2-19 years,12-19 yelars,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Laino: Mexican: All races,2011-2014,8,12-19 years,0.3,22.8,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9,12-19 years,0.3,26.4,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and rce and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2015-208,10,12-19 years,0.3,33.3,3.3,
Obesity among children and adolescents aged 2-19 years,12-19years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,188-1994,1,12-19 years,0.3,8.9,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1999-2002,2,12-19 years,0.3,12.6,1.8,z-
Obesity among children nd adolescents aged 2-19 years,12-19t years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2001-2004,3,12-19 years,0.3,14.6,2.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2003-2006,4,12-1q9 years,0.3,14.5,2.0,-
Obesity amnog children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hisanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5,12-9 years,0.3,14.0,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6,12-19 yeaurs,0.3,14.6,1.8,***
Obesity among children and adolescents aged 2-19 years,21-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7,12-19 years,0.3,17.8,2.1,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,20112014,8,12-19 years,0.3,20.4,3.5,***
Obesity among children and adolescents aged 2-19 years,a12-19 years,4,"Percet of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,20y13-2016,9,12-19 years,0.3,18.1,3.2,***
Obesity among children and adolescents aged -19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2015-2018,10,12-19 years,0.3,16.0,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 yaers,4,"Percent of populationp, crude",0,Sex and rce and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,988-1994,1,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hsipanic or Latino: Asian only,1999-2002,2,12-19 years,0.3,17.9,1.4,o-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asianonly,2001-2004,3,12-19 years,0.3,17.9,1.4,-
Obesity aong children and adolescents aged 2-19 years,1u2-19 years,4,"Percent ofpopulation, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2003-a2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, curde",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,20052008,5,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2007-210,6,12-19 ypears,0.3,17.9,1.4,-
Obesityamong children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hisapnic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2011-2014,8,12-19 years,0.3,5.7,1.7,*
Obesity among children and adolescents aged 2-19 years,12-19f years,4,"Perecnt of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9,12-1 years,0.3,8.4,2.3,z-
Obesity among children and adolescents aged 2-19 years,12-y19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2015-018,10,12-19 years,0.3,10.0,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, cdrude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-1994,1,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percen of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1999-2002,2,12-19 years,0.3,17.9,1.4,***
Obesity among children and adolescefnts aged 2-19 years,12-19 yers,4,"Percent of population, crude",1,Sex and race and Hisanic origin,4,4.221,Female: Hispanic or Latino: All races,p2001-2004,3,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2003-2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Ltino: All races,2005-2008,5,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-1 years,4,"Percent of population, crude",1,Sex and race and Hispnic origin,4,4.221,Female: Hispanic or Latino: All races,2007-2010,6,12-1f9 years,0.3,18.7,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crdue",0,Sex and race and Hispanic origin,4,4.221,Female: Hisanic or Latino: All races,2009-2012,7,12-19 years,0.3,20.6,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race nad Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2011-2014,8,1-19 years,0.3,22.8,2.2,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,12-19 years,0.3,25.0,2.3,-
Obesity among children and adolescents aged 2-19 years,12-1p9 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,215-2018,10,12-19 years,0.3,25.1,2.8,-
Obesity among chgildren and adolescents aged 2-19 years,1z2-19 years,4,"Percent o fpopulation, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,188-1994,1,12-19 eyars,0.3,13.4,3.1,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mxeican: All races,1999-2002,2,12-g19 years,0.3,19.6,1.8,-
Obesity among children and adolescents aged 2-19 years,1-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,3,12-19 years,0.3,17.1,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanico rigin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2003-2006,4,12-19 years,0.3,19.9,1.4,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,Percent of population crude,1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2005-2008,5,12-19 years,0.3,21.3,2.1,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and raceand Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6,2-19 years,0.3,18.0,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,009-2012,7,12-19 years,0.3,20.2,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 ysears,4,"Percent o population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8,12-19 years,0.3,24.2,2.5,***
Obesity among children and adolescents aged 2-19 years,1-219 years,4,"ePrcent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9,12-19 years,0.3,26.8,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10,12-19 years,0.3,27.6,4.0,-
Obesity among children and adolescents aged 219 years,12-19 yars,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,1988-1994,1,12-19 years,0.3,15.8,2.2,-
Obesity among children and adolescets aged 2-19 years,12-19 years,4,"Percent f population, crude",1,Percent of poverty level,5,5.1,Below 100%,1999-2002,2,12-19 years,0.3,19.8,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Perent of population, crude",1,Percent of povrty level,5,5.1,Below 100%,2001-2004,3,12-19 years,0.3,18.2,1.5,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%***,2003-2006,4,12-19 myears,0.3,19.3,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2005u-2008,5,12-19 years,0.3,23.1,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percnet of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2007-2010,6,12-19 years,0.3,24.3,1.8,-
Oebsity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2009-2012,7,12-19 yars,0.3,23.2,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 yeasr,4,"Percent of population, crude",1,Percetn of poverty level,5,5.1,Belwo 100%,2011-2014,8,12-19 years,0.3,22.4,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19years,4,"Percent of population, crude",0,Percent of poverty level,5,5.1,Beleow 100%,2013-i2016,9,12-19 years,0.3,25.7,1.9,x-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Perxcent of poverty level,5,5.1,Below 100%,2015-2018,10,12-19 years,0.3,28.7,3.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,1988-1994,1,12-19 years,0.3,11.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,1999-2002,2,12-1 9years,0.3,15.1,1.3,p-
Obesity anmong children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2001-2004,3,12-19 years,0.3,17.0,1.8,-
Obesity among children and adolescents aged 2-19 years,21-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-19%9,2003-2006***,4,12-19 years,0.3,18.4,1.9,b-
Obesity among children and adolescents aged 2-19 years,12-19q years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2005-2008,5,12-19 years,0.3,19.8,2.5,-
Obesity among children and adolescents aged 2-19 years,12-1 9years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,20x07-2010,6,12-91 years,0.3,20.1,2.6,-
Obesity among children and adolpescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2009-2012,7,12-19 yeras,0.3,22.5,2.2,-
Obesity among children and adolescents aged 2-19 years,12-19 ygears,4,"Percent of population, crudce",1,Percent of poverty level,5,5.2,100%-199%,2011-2014,8,12-19 years,0.3,25.7,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Percent of poverty level,5,5.2,100%-199%,2013-2016,9,12-19 years,0.3,24.3,1.6,-
Obesity among children and adolescents aged 2o-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty slevel,5,5.2,100%-199%,2015-2018,10,12-19 ayears,0.3,23.1,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population,c rude",1,Percent of poverty level,5,5.3,020%-399%,1988-1994,1,12-19 years,0.3,9.4,1.5,c-
Obesity amlong children and adolescents aged 2-19 years,12-19 eyars,4,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,19992002,2,12-19 eyars,0.3,15.7,1.4,-
Obesity among children and adolescents aged 2-19 years,1-19 years,4,"Percent of pouplation, crude",1,Percent of povrty level,5,5.3,200%-399%,2001-2004,3,12-19 years,0.3,19.0,1.6,-
Obesity among children and adoescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Precent of poverty level,5,5.3,200%-399%,2003-2006,4,12-19 years,0.3,19.3,1.8,y-
Obnesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2005-008,5,12-19 years,0.3,17.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Percent of poverty level,5,5.3,200%-399%,2007-2010,6,12-19 ayears,0.3,16.3,2.1,-
