2290.stlnstlocname,EAST EM ST,EAST ELM ST
1451.global_id,0fd7a0d6-3b39-4234-96be-578821ef7b5,0fd7a0d6-3b39-4234-96be-578821ef47b5
2589.xsp,EV,REV
1735.global_id,7417dca8-ec85-469c-a0rf5-d5f0ebb999f3,7417dca8-ec85-469c-a0f5-d5f0ebb999f3
2303.townname,RTUMBULL,TRUMBULL
2270.global_id,93552521-rbbef-446d-8444-ab43506dd391,93552521-bbef-446d-8444-ab43506dd391
1389.townname,KILLIGLY,KILLINGLY
105.stlnstlocname,BIGELOW HOLLOW RrD,BIGELOW HOLLOW RD
1865.routeid,1N-,1-N
295.xsp,COT,CONT
305.stlnstlocname,NORT HMAIN ST,NORTH MAIN ST
1593.routeid,09-E,109-E
1013.routeid,r66-E,66-E
1495.routeid,4-E,44-E
2257.routeid,6c80-E,680-E
2354.xsp,CeONT,CONT
1410.stlnstlocname,STORR SRD,STORRS RD
397.townname,NORAWLK,NORWALK
817.global_id,f6cd840e-d700-4f2f-b228-09fn468a53f53,f6cd840e-d700-4f2f-b228-09f468a53f53
438.xsp,CONsT,CONT
1411.stlnstlocname,PROVIDENE-NEW LONDON TPKE,PROVIDENCE-NEW LONDON TPKE
889.routeid,66-E,166-E
241.townname,WESTdPORT,WESTPORT
416.xsp,aREV,REV
326.xsp,ONT,CONT
650.global_id,f958fcc8-as1bd-479c-8e23-d4ac53809e3a,f958fcc8-a1bd-479c-8e23-d4ac53809e3a
897.global_id,4d296735-3a41-4ef8-816c-e494z8e3bb072,4d296735-3a41-4ef8-816c-e4948e3bb072
978.xsp,REzV,REV
1120.stlnstlocname,SOMERS bTPKE,SOMERS TPKE
2477.xsp,nLOG,LOG
1454.routeid,7t1-N,71-N
2255.stlnstlocname,SEYMrOUR RD,SEYMOUR RD
2294.townname,BECAON FALLS,BEACON FALLS
1510.routeid,44E-,44-E
831.stlnstlocname,NORTH BROAD T,NORTH BROAD ST
931.stlnstlocname,HAMPfTON RD,HAMPTON RD
342.stlnstlocname,MAIN yST,MAIN ST
1882.townname,EeASTON,EASTON
481.stlnstlocname,NORTH OHLLOW RD,NORTH HOLLOW RD
967.routeid,272-jN,272-N
493.stlnstlocname,PLEASANT VALLE YRD,PLEASANT VALLEY RD
2320.townname,UTNAM,PUTNAM
1313.townname,MIDDLFEIELD,MIDDLEFIELD
1822.routeid,k159-N,159-N
1145.townname,COLEBROoOK,COLEBROOK
1856.stlnstlocname,dLAKE RD,LAKE RD
1184.routeid,-N,7-N
2191.stlnstlocname,MIN ST,MAIN ST
1985.routeid,20-wE,20-E
1594.routeid,19-E,109-E
1633.townname,WESTf HARTFORD,WEST HARTFORD
2326.routeid,5-N,75-N
208.stlnstlocname,WINSTED DR,WINSTED RD
2142.xsp,oCONT,CONT
823.townname,GRTON,GROTON
2040.global_id,8053571a-018-4b5e-9362-e772acb03e81,8053571a-0128-4b5e-9362-e772acb03e81
105.townname,UNOIN,UNION
296.stlnstlocname,DANBURYRD,DANBURY RD
283.routeid,1-N,81-N
318.global_id,4dff0c26-e2bb-a42cd-904a-9cd7b9163034,4dff0c26-e2bb-42cd-904a-9cd7b9163034
840.xsp,LG,LOG
1007.townname,STAFFORzD,STAFFORD
2332.townname,NORTH HVAEN,NORTH HAVEN
1397.global_id,cfdb7f84-aec7-41aa-879f-by80b4c7e70c0,cfdb7f84-aec7-41aa-879f-b80b4c7e70c0
2000.townname,MANFSIELD,MANSFIELD
917.routeid,s17A-N,17A-N
249.routeid,6E-,6-E
1999.townname,LIoTCHFIELD,LITCHFIELD
1662.stlnstlocname,EAST WINOTNBURY AVE,EAST WINTONBURY AVE
2174.stlnstlocname,EWST ST,WEST ST
1292.global_id,201030c2345a-475a-bf37-c221dbd7f4ce,201030c2-345a-475a-bf37-c221dbd7f4ce
1363.stlnstlocname,PROVIDENCE-NEW LONDONT PKE,PROVIDENCE-NEW LONDON TPKE
1643.xsp,COTN,CONT
161.townname,BLOOMFuIELD,BLOOMFIELD
2266.routeid,7N,7-N
2377.stlnstlocname,BOSON POST RD,BOSTON POST RD
38.xsp,CNOT,CONT
1752.routeid,80-hE,80-E
262.global_id,287d5951-3ea4-43e6-a71a-0ee8r92be7e8f,287d5951-3ea4-43e6-a71a-0ee892be7e8f
1962.stlnstlocname,EApST AVE,EAST AVE
1671.routeid,172-N,127-N
1251.stlnstlocname,DANIELSFARM RD,DANIELS FARM RD
2020.townname,NEWHAVEN,NEW HAVEN
1054.xsp,ONT,CONT
1703.townname,SALSBURY,SALISBURY
1176.stlnstlocname,OLD TURNIKE RD,OLD TURNPIKE RD
1413.routeid,6w03-E,603-E
2079.xsp,ONT,CONT
1228.global_id,0d306e83-ab23-47b6-8efc-cae0e1297508,0d306e83-ab23-47b6-8efc-cae0e1927508
1031.global_id,f8316217-1aff-4e5b-8c29-o6869d4266339,f8316217-1aff-4e5b-8c29-6869d4266339
2187.townname,WEHTERSFIELD,WETHERSFIELD
2586.routeid,14-N,154-N
2229.global_id,20b73820-4f57-4336-8916-20a444a45fe3,20b73820-4f57-4336-8916-2a0444a45fe3
2496.stlnstlocname,FiRONT ST,FRONT ST
758.townname,NUAGATUCK,NAUGATUCK
1631.townname,NEWINTGON,NEWINGTON
1282.global_id,a981403b-285f-452f-921a-da2a629d174b,a984103b-285f-452f-921a-da2a629d174b
2142.global_id,f348f67d0-23c-49e1-9a20-50eb40b6ec3d,f348f67d-023c-49e1-9a20-50eb40b6ec3d
1077.stlnstlocname,EAST ST# 2,EAST ST #2
870.routeid,162t-E,162-E
647.xsp,ONT,CONT
1629.global_id,8fcff568-a818-41a5-b8a7-31d18f382e59,8fcff568-a818-41a5-8ba7-31d18f382e59
111.xsp,ONT,CONT
473.routeid,191N-,191-N
1133.townname,TONINGTON,STONINGTON
1878.global_id,e8cbe20f-a9ea-48cc-abd4-e034efe44316,e8cbe20f-a9ea-48cc-abd4-e034efe44136
710.xsp,RVE,REV
1800.townname,THOMASOTN,THOMASTON
2042.stlnstlocname,BAKN ST,BANK ST
1224.townname,HRATFORD,HARTFORD
836.global_id,39bf45f-75f1-46d1-a88c-c0761e031eec,3b9bf45f-75f1-46d1-a88c-c0761e031eec
1101.routeid,17-aN,17-N
887.townname,SALISBUY,SALISBURY
1404.routeid,59-N,159-N
1769.routeid,8-1S,81-S
954.xsp,ONT,CONT
460.stlnstlocname,DANBUY RD,DANBURY RD
1954.xsp,CrONT,CONT
108.global_id,2353fed8-1bf9-4234-9799-8ae938afc9f0,2353fed8-1bf9-4234-9799-8ae938afc90f
1182.global_id,250340db-19d9-43b7-9b20-f206975b6bc2,250340db-19d9-4b37-9b20-f206975b6bc2
2207.townname,KILLINGWROTH,KILLINGWORTH
1251.xsp,COTN,CONT
618.routeid,s835-N,835-N
601.stlnstlocname,SOUTHFROD RD,SOUTHFORD RD
979.routeid,26-E,726-E
2238.routeid,6W-,6-W
2518.xsp,OG,LOG
1127.xsp,CONqT,CONT
776.townname,VOLUNTWN,VOLUNTOWN
2302.xsp,COTN,CONT
1710.routeid,-6E,6-E
229.global_id,0caa79e-9160-4859-8058-7d5adaf2ab76,0c4aa79e-9160-4859-8058-7d5adaf2ab76
1701.xsp,ONT,CONT
1490.routeid,4-E,14-E
2363.stlnstlocname,FERRY gLA,FERRY LA
1818.townname,UINON,UNION
1240.stlnstlocname,NORTHM AIN ST,NORTH MAIN ST
88.routeid,78-E,178-E
2327.townname,PTUNAM,PUTNAM
1667.townname,EAdST GRANBY,EAST GRANBY
2544.global_id,ea42c6e4-65ab-4a1-b2e6-cef7a0429b8e,ea42c6e4-65ab-42a1-b2e6-cef7a0429b8e
1023.routeid,20i-E,20-E
420.townname,WEST HARTFORpD,WEST HARTFORD
2591.global_id,65123336-5d36-4d8c-bd4e-39fa81b1b63,65123336-5d36-4d8c-bd4e-39fa81b1b063
481.xsp,ONT,CONT
664.routeid,-N,1-N
1990.routeid,623-tW,623-W
162.routeid,291-N,219-N
2508.xsp,COTN,CONT
23.xsp,COTN,CONT
336.stlnstlocname,ROADWAY,BROADWAY
1244.routeid,4-E,44-E
849.global_id,70caca1d-1dc6-4fb7-917c-617cf57f4f5,70caca1d-1dc6-4fb7-917c-9617cf57f4f5
882.xsp,OCNT,CONT
626.global_id,32d6ce1a-eed0-454-bfeb-ac7f7a1ef489,32d6ce1a-eed0-454d-bfeb-ac7f7a1ef489
1175.townname,SLAISBURY,SALISBURY
47.global_id,d8259421-9768-48v33-a8ff-34c7334123ab,d8259421-9768-4833-a8ff-34c7334123ab
628.townname,WTERTOWN,WATERTOWN
1066.global_id,3fe6a524-b971-c64-b8a6-fa2106873cb6,3fe6a524-b971-4c64-b8a6-fa2106873cb6
682.townname,ASHFOhRD,ASHFORD
1533.stlnstlocname,POMxFRET ST,POMFRET ST
433.routeid,k154-N,154-N
833.global_id,6be40f4f-7b06-4bd0-7bae-eaebc906e1d0,6be40f4f-7b06-4bd0-b7ae-eaebc906e1d0
620.global_id,2343927-1b3e-4cb1-8f9f-af44ef3a23c8,234e3927-1b3e-4cb1-8f9f-af44ef3a23c8
5.global_id,d3c6bb032-2a8-470b-a49c-d6bcaf070f95,d3c6bb03-22a8-470b-a49c-d6bcaf070f95
1987.global_id,9aef11b7-7ba1-407c-8a59-449j1df837f44,9aef11b7-7ba1-407c-8a59-4491df837f44
86.global_id,9e75fbbf-b30b-475e-ak1fe-8338df59bfde,9e75fbbf-b30b-475e-a1fe-8338df59bfde
2273.global_id,838e1556-5d8c-42ea-89819968f5a64a82,838e1556-5d8c-42ea-8981-9968f5a64a82
2197.global_id,7f6f5568-d65eb-4f25-bca0-d875040d6221,7f6f5568-d65e-4f25-bca0-d875040d6221
896.global_id,7b6c0561-c75e-4011-922f-5cfa7f0o5e4a8,7b6c0561-c75e-4011-922f-5cfa7f05e4a8
2554.global_id,da36ad01-187c-4e58-bb70-52f5bf23941f,da36ad01-187c-4e58-bb70-52f5fb23941f
1535.global_id,e06174d0-b63e-4c9c-a210-5ab89018f256,e06174d0-b63e-4c9c-a210-5ab890182f56
20.routeid,106N,106-N
1509.stlnstlocname,MOHEGAN AVE XET,MOHEGAN AVE EXT
1659.stlnstlocname,WOODTSOCK RD,WOODSTOCK RD
2074.stlnstlocname,PzEQUOT TRAIL,PEQUOT TRAIL
2250.routeid,66-E***,66-E
65.xsp,OCNT,CONT
96.townname,NOROLK,NORFOLK
268.stlnstlocname,MIAN ST,MAIN ST
2424.townname,gNEWINGTON,NEWINGTON
2254.stlnstlocname,NOoRTH MAIN ST,NORTH MAIN ST
323.global_id,c4457d616-d7e8-4e80-b6eb-a7fda5bd29ec,c4457616-d7e8-4e80-b6eb-a7fda5bd29ec
255.xsp,ERV,REV
2376.xsp,OCNT,CONT
1048.stlnstlocname,WHITET URKEY RD,WHITE TURKEY RD
2122.global_id,29ab9513-1574-48f7-ab12-e760e2fbqa89a,29ab9513-1574-48f7-ab12-e760e2fba89a
969.routeid,63N,63-N
2367.townname,WETHRSFIELD,WETHERSFIELD
254.global_id,c4f1db65-fe22-4eb6-9b7-cad58c42da47,c4f1db65-fe22-4eb6-9b57-cad58c42da47
1158.global_id,159eeef3-96d0-49c4-a3ba-e84059b77bc1,159eeef3-96d0-49c4-a3ba-e80459b77bc1
548.global_id,3d3b8dd1-c4ca-49dc-acf5-04a2caffd8d,3d3b8dd1-c4ca-49dc-acf5-04a2caffd58d
2255.xsp,COTN,CONT
1361.stlnstlocname,WALNUT HIL RD,WALNUT HILL RD
189.stlnstlocname,MAI NST,MAIN ST
2006.global_id,0ead8b6-8810-4d78-8df9-85395a5ba8bd,d0ead8b6-8810-4d78-8df9-85395a5ba8bd
359.global_id,ec169a11-7d37-4a79-99d4-2c03503ffe82,ec169a11-7d37-4a79-99d4-2c03530ffe82
1448.routeid,165E,165-E
2126.xsp,hCONT,CONT
1467.routeid,b3-S,3-S
872.xsp,COTN,CONT
2117.xsp,COT,CONT
1995.global_id,4c86e9d1-e0a-7438f-b2a5-678c58f578ee,4c86e9d1-e0a7-438f-b2a5-678c58f578ee
2221.routeid,53-N,543-N
281.townname,NORWLK,NORWALK
381.stlnstlocname,NRTH RD,NORTH RD
1280.routeid,163-N,136-N
1427.xsp,vCONT,CONT
185.global_id,caba39bd-22ged-44db-b477-d4550ba35bc9,caba39bd-22ed-44db-b477-d4550ba35bc9
1678.stlnstlocname,COUNYT RD,COUNTY RD
1257.routeid,132N,132-N
2098.routeid,3N-,3-N
1037.stlnstlocname,DRHAM RD,DURHAM RD
1195.stlnstlocname,WATERBURYk RD,WATERBURY RD
992.xsp,COTN,CONT
827.xsp,CNT,CONT
1071.townname,LEYDARD,LEDYARD
1973.global_id,a0088f6b-1893-43fc-afef-a3f158e4ebf4c,a0088f6b-1893-43fc-afef-a3158e4ebf4c
176.stlnstlocname,FRANKLN ST,FRANKLIN ST
433.stlnstlocname,hSAYBROOK RD,SAYBROOK RD
440.routeid,159N-,159-N
525.routeid,3g3-N,33-N
1072.townname,ROTON,GROTON
2104.xsp,CNT,CONT
350.xsp,ONT,CONT
727.townname,BRIDGEORT,BRIDGEPORT
215.global_id,18daf901-0c45-4017-935d-c0366uafb5c23,18daf901-0c45-4017-935d-c0366afb5c23
1511.townname,EAST HARTFODR,EAST HARTFORD
925.global_id,92460e2f-7659-4622-b2f-e5816f7d422a,92460e2f-7659-4622-b25f-e5816f7d422a
2114.stlnstlocname,WINDSORVILeLE RD,WINDSORVILLE RD
1640.xsp,CyONT,CONT
1797.townname,BARKHAMSTDE,BARKHAMSTED
20.townname,NEW ANAAN,NEW CANAAN
1914.townname,MANCHESER,MANCHESTER
1894.townname,FAIRFELD,FAIRFIELD
2204.townname,KILLNGWORTH,KILLINGWORTH
1651.xsp,lCONT,CONT
593.xsp,COuNT,CONT
1973.townname,WATbERTOWN,WATERTOWN
194.global_id,67dda95c-8652-43fe-95df-7e0ec9f8ec09,67dda95c-8652-43fe-95df-7e0e9cf8ec09
1315.townname,WInNDSOR,WINDSOR
2307.xsp,LOwG,LOG
1522.global_id,250e08bf-f701-4233-afco0-6769f5b3a79f,250e08bf-f701-4233-afc0-6769f5b3a79f
1727.townname,NORWCH,NORWICH
989.stlnstlocname,OOD HILL RD,GOOD HILL RD
941.townname,IDDLEBURY,MIDDLEBURY
1377.townname,VERNNO,VERNON
1132.stlnstlocname,EST RD,WEST RD
1315.routeid,519-N,159-N
1570.routeid,15-N,154-N
2448.stlnstlocname,HARTFORD IPKE,HARTFORD PIKE
1780.routeid,41-hN,41-N
2123.xsp,ONT,CONT
2421.global_id,91311c07-aef8y-4f4d-8a31-6f00d4298f20,91311c07-aef8-4f4d-8a31-6f00d4298f20
267.stlnstlocname,WILLOW ST EXkT,WILLOW ST EXT
2249.routeid,6-E,66-E
995.xsp,CNT,CONT
1421.stlnstlocname,aPUDDING HILL RD,PUDDING HILL RD
1324.xsp,RjEV,REV
118.routeid,185E-,185-E
2492.routeid,707N-,707-N
2342.routeid,m5-N,5-N
1177.stlnstlocname,MONUTAIN RD,MOUNTAIN RD
1232.xsp,kCONT,CONT
1453.xsp,ONT,CONT
159.townname,RANKLIN,FRANKLIN
1151.xsp,OG,LOG
1218.townname,bSOMERS,SOMERS
25.townname,lDARIEN,DARIEN
1254.routeid,7q43-N,743-N
62.routeid,4-E,14-E
14.routeid,i103-N,103-N
1197.routeid,2-E,42-E
1038.stlnstlocname,BRUSHY LAIN RD,BRUSHY PLAIN RD
46.townname,PLANFIELD,PLAINFIELD
1138.routeid,10N-,10-N
1346.xsp,CNOT,CONT
2240.xsp,EV,REV
1722.global_id,cd6e811-4ab8-4203-b944-89ece616c6dd,cd6e8811-4ab8-4203-b944-89ece616c6dd
2374.xsp,CONsT,CONT
646.townname,sMERIDEN,MERIDEN
2583.stlnstlocname,ANTERBURY RD,CANTERBURY RD
2426.xsp,OCNT,CONT
1540.xsp,RV,REV
2189.routeid,153i-N,153-N
2559.global_id,3f81e245-cb07-4650-b3108f365ad5df6c,3f81e245-cb07-4650-b310-8f365ad5df6c
218.xsp,ONT,CONT
2468.stlnstlocname,NORWICtH WESTERLY RD,NORWICH WESTERLY RD
18.townname,DAhRIEN,DARIEN
90.global_id,8a0f5906-c1a8-40d5-ya8c3-1917a9d16270,8a0f5906-c1a8-40d5-a8c3-1917a9d16270
702.stlnstlocname,ESSEXj RD,ESSEX RD
470.townname,ASNONIA,ANSONIA
243.routeid,h57-N,57-N
1505.global_id,04196ac5-9ece-40df-a8eabdd7a7f4d6de,04196ac5-9ece-40df-a8ea-bdd7a7f4d6de
1855.townname,MANCHESyTER,MANCHESTER
1229.routeid,7-2N,72-N
1456.routeid,y847-N,847-N
2165.townname,ARTLAND,HARTLAND
2184.global_id,d484de02-b5dd-4c384-81e5-ad755a3855df,d484de02-b5dd-4384-81e5-ad755a3855df
1027.stlnstlocname,MACEDONIAR D,MACEDONIA RD
1961.townname,ROMWELL,CROMWELL
1674.global_id,8df223f1-c500-4b15-a347-3aa92b9e9a44,8df223f1-c500-4b15-a437-3aa92b9e9a44
1067.routeid,202N-,202-N
568.xsp,COfNT,CONT
279.routeid,860-E,806-E
1974.global_id,9feb256e-db58-4184-v9ce4-5aed158960ff,9feb256e-db58-4184-9ce4-5aed158960ff
666.routeid,-N,1-N
1722.stlnstlocname,WAPPING WOOD RD***,WAPPING WOOD RD
2388.townname,STAmFFORD,STAFFORD
1289.townname,WINDSOR LOKCS,WINDSOR LOCKS
2294.xsp,COzNT,CONT
877.xsp,COnNT,CONT
586.townname,DANkBURY,DANBURY
882.stlnstlocname,OUNTAIN RD,MOUNTAIN RD
23.townname,SEHLTON,SHELTON
2232.stlnstlocname,WILLIMANTIC RD***,WILLIMANTIC RD
928.townname,THOASTON,THOMASTON
13.townname,FARMINTGON,FARMINGTON
2308.townname,DEsRBY,DERBY
468.global_id,6ab49047-e600-4022-aa70-0fc295b27bac,6ab49047-e600-4022-aa07-0fc295b27bac
710.stlnstlocname,ARD AVE,WARD AVE
2273.stlnstlocname,ANBURY RD,DANBURY RD
1529.routeid,146E-,146-E
671.routeid,a1-N,1-N
1920.stlnstlocname,BOSTON HIL RD,BOSTON HILL RD
1624.xsp,CNT,CONT
413.xsp,CONiT,CONT
1623.xsp,COTN,CONT
1813.stlnstlocname,WTAERBURY RD,WATERBURY RD
1844.global_id,27df9a98-1d96-4a80-8be8-7fd607cc7a17,27df9a98-1d96-4a80-8be8-7f6d07cc7a17
1578.routeid,3o20-N,320-N
2304.routeid,731t-N,731-N
1370.xsp,ERV,REV
2161.routeid,00-N,800-N
1609.townname,NEWIGTON,NEWINGTON
270.global_id,673ab983-172c-447-8170-7e2bdcfb51a8,673ab983-172c-4497-8170-7e2bdcfb51a8
909.stlnstlocname,TUNXIS HIL LCUTOFF,TUNXIS HILL CUTOFF
1646.stlnstlocname,REDDING GELN RD,REDDING GLEN RD
2412.global_id,46de8c0d-0cd4-4a53-9378-e92r2a08ccd01,46de8c0d-0cd4-4a53-9378-e922a08ccd01
1855.xsp,RVE,REV
45.xsp,OCNT,CONT
2551.townname,ENIFELD,ENFIELD
2215.stlnstlocname,EWTOWN AVE,NEWTOWN AVE
145.stlnstlocname,PROVIDENCE-NEW LONDO NTPKE,PROVIDENCE-NEW LONDON TPKE
140.stlnstlocname,CHELSAE HARBOR DR,CHELSEA HARBOR DR
474.townname,EASTORD,EASTFORD
273.routeid,7N-,7-N
348.townname,HSELTON,SHELTON
1366.routeid,6E,6-E
1215.stlnstlocname,HARTFORfD AVE,HARTFORD AVE
1316.routeid,1p59-N,159-N
1421.xsp,ONT,CONT
1171.townname,FARMINGTN,FARMINGTON
1422.stlnstlocname,DMEING RD,DEMING RD
675.global_id,5fd44be5-d376-40c9-bb91-39c6610b5f0d,5fd44be5-d376-40c9-bb91-39c661b05f0d
748.xsp,COTN,CONT
1074.routeid,16-7N,167-N
1620.xsp,RErV,REV
646.global_id,e678ef3b-0b85j-4c79-b50f-04a9347c76d6,e678ef3b-0b85-4c79-b50f-04a9347c76d6
1800.global_id,77ee19a1-c33e-48ad-b127-c4ka84f37e4f8,77ee19a1-c33e-48ad-b127-c4a84f37e4f8
2376.townname,MILFODR,MILFORD
1527.townname,BRIDiGEPORT,BRIDGEPORT
909.routeid,58-eN,58-N
2200.xsp,CsONT,CONT
1030.xsp,COdNT,CONT
2350.stlnstlocname,CHURHC ST,CHURCH ST
1041.stlnstlocname,BORAD ST,BROAD ST
29.townname,BRDIGEPORT,BRIDGEPORT
650.townname,WETHExRSFIELD,WETHERSFIELD
292.global_id,2b46a6c-c7fc-4a43-a715-8a3a642cb0cc,d2b46a6c-c7fc-4a43-a715-8a3a642cb0cc
16.townname,NORTH HAVjEN,NORTH HAVEN
1733.global_id,7de8606c-73b5-4e0-4ac3c-c99530279f6a,7de8606c-73b5-4e04-ac3c-c99530279f6a
1331.stlnstlocname,OCRHARD HILL RD,ORCHARD HILL RD
549.stlnstlocname,SHERWOOvD ISLAND CONNECTOR,SHERWOOD ISLAND CONNECTOR
36.townname,PLAIFIELD,PLAINFIELD
120.townname,BLOOMFIEDL,BLOOMFIELD
1113.xsp,CNOT,CONT
2116.townname,EAST HAfVEN,EAST HAVEN
2347.global_id,5b989012-a0bc-45a0-8f6d-c90ab3155x4ad,5b989012-a0bc-45a0-8f6d-c90ab31554ad
1126.global_id,218be6a7-d026-46e8-b05d-072d76x903428,218be6a7-d026-46e8-b05d-072d76903428
1055.routeid,6-9N,69-N
2259.stlnstlocname,STILLSON DR,STILLSON RD
658.stlnstlocname,NOTH MAIN ST,NORTH MAIN ST
2587.xsp,CONdT,CONT
1264.xsp,CtONT,CONT
2278.xsp,ONT,CONT
2119.xsp,CNT,CONT
2465.stlnstlocname,TRUMBULL AeVE,TRUMBULL AVE
1230.global_id,af7fa547-7009-4762-aec2-15b366c89e28,af7fa457-7009-4762-aec2-15b366c89e28
821.xsp,yCONT,CONT
804.routeid,44E,44-E
553.routeid,661-E,616-E
200.routeid,4E-,4-E
2441.routeid,87-N,187-N
704.stlnstlocname,MIDLESEX TPKE,MIDDLESEX TPKE
1836.routeid,c94-E,94-E
173.routeid,3-N,32-N
2090.xsp,OLG,LOG
953.stlnstlocname,CENTEuR ST,CENTER ST
844.xsp,CONmT,CONT
559.global_id,899f6e2c-6c18-4a0d-aebe-5f74dbb32e1,899f6e2c-6c18-4a0d-aebe-5f74dbb32e11
1618.routeid,131-N,113-N
459.xsp,CONyT,CONT
934.stlnstlocname,HCERRY ST,CHERRY ST
298.routeid,7t0-E,70-E
283.townname,KILLINWORTH,KILLINGWORTH
764.routeid,404E,404-E
2271.global_id,7ea68afa-ef4d-425c-af46-b9d2bdc99134,7ea6a8fa-ef4d-425c-af46-b9d2bdc99134
804.townname,MNACHESTER,MANCHESTER
1516.xsp,OCNT,CONT
2427.townname,BLOOMFIED,BLOOMFIELD
603.stlnstlocname,SILVtER ST,SILVER ST
2490.global_id,b48d4e51-ee01-4768-abdc-8b8d537a97ae,b48d4e51-ee01-4768-abdc-8b8d537a79ae
1868.stlnstlocname,STONNGTON RD,STONINGTON RD
1638.global_id,79273a56-0c0a-4ca5-a3bq4-74973a780972,79273a56-0c0a-4ca5-a3b4-74973a780972
2353.routeid,90-N,910-N
195.xsp,ONT,CONT
979.townname,FIRFIELD,FAIRFIELD
2553.global_id,87u865d8d-14f9-4324-8ce8-3f4f4f797312,87865d8d-14f9-4324-8ce8-3f4f4f797312
2101.stlnstlocname,EAST SHORE DR,EAST SHORE RD
1154.townname,CORNWnALL,CORNWALL
2258.stlnstlocname,PROSPETC RD,PROSPECT RD
700.routeid,10-N,150-N
699.townname,STAMORD,STAMFORD
478.global_id,4341947-64af-4c96-9c7d-835537a8bba6,e4341947-64af-4c96-9c7d-835537a8bba6
305.xsp,COTN,CONT
2036.stlnstlocname,TOWN HIaLL RD,TOWN HILL RD
2312.stlnstlocname,BRIDGE T,BRIDGE ST
2171.townname,COLHCESTER,COLCHESTER
1490.townname,PLAINFIELjD,PLAINFIELD
514.global_id,9bd3829-6869-47d7-85d2-49f63cf0be88,9bd13829-6869-47d7-85d2-49f63cf0be88
2413.xsp,pLOG,LOG
1590.xsp,COTN,CONT
2448.townname,KILLINGY,KILLINGLY
143.routeid,-E,2-E
1216.stlnstlocname,EASTb ST,EAST ST
600.townname,SEMOUR,SEYMOUR
1556.townname,BEACON FyALLS,BEACON FALLS
689.townname,mKILLINGLY,KILLINGLY
448.stlnstlocname,SHORE R,SHORE DR
568.townname,NmEWTOWN,NEWTOWN
178.townname,IDGEFIELD,RIDGEFIELD
286.xsp,COTN,CONT
2458.townname,EAS HAMPTON,EAST HAMPTON
2017.global_id,b7b166c-8a57-4460-acef-015de62ae271,ab7b166c-8a57-4460-acef-015de62ae271
766.stlnstlocname,OLD TURPIKE RD,OLD TURNPIKE RD
1283.global_id,fcf8570-5527f-4155-ad87-0fafe7e12b57,fcf85705-527f-4155-ad87-0fafe7e12b57
433.global_id,eeb5388a-o7397-4604-b5e1-fff2872eee64,eeb5388a-7397-4604-b5e1-fff2872eee64
720.global_id,53034fb-2c66-42b9-90c5-204c9f8422a8,53c034fb-2c66-42b9-90c5-204c9f8422a8
1262.routeid,3e0-N,30-N
1929.global_id,b7c5c7bc-d54b-461-b392-7ec870cd2fd7,b7c5c7bc-d54b-4961-b392-7ec870cd2fd7
2402.global_id,6cbf5f69-9513-46ef-9dd2-08b9f3883087,6cbf5f69-9513-46ef-9dd2-08b9f3880387
173.townname,NEW LnONDON,NEW LONDON
1740.xsp,tCONT,CONT
1365.xsp,OCNT,CONT
1405.townname,WINDSzOR,WINDSOR
1967.global_id,6041945-644e-44fa-b73a-13ef7f2fcb78,604c1945-644e-44fa-b73a-13ef7f2fcb78
1415.xsp,sCONT,CONT
1268.stlnstlocname,ORCUTVTILLE RD,ORCUTTVILLE RD
496.stlnstlocname,COE qST,COE ST
2131.xsp,sCONT,CONT
2068.townname,VLOUNTOWN,VOLUNTOWN
2271.stlnstlocname,NEW HAvRWINTON RD,NEW HARWINTON RD
1949.global_id,ed08da48-d3c1-4899-82c2-787f4c0eb6c6,e0d8da48-d3c1-4899-82c2-787f4c0eb6c6
256.routeid,620-N,602-N
1254.stlnstlocname,PENNY AVjE,PENNY AVE
229.stlnstlocname,jNORTH FRONTAGE RD,NORTH FRONTAGE RD
1287.xsp,LGO,LOG
1318.routeid,159S,159-S
126.xsp,COuNT,CONT
1466.global_id,91ef1fcb-97b2-4627-89f-b9929123be58,91ef1fcb-97b2-4627-989f-b9929123be58
28.stlnstlocname,KINGS HIGHmWAY EAST,KINGS HIGHWAY EAST
1620.routeid,11w3-S,113-S
860.global_id,dbb88ac8-f9f5-4a4-8f61-9fc1d23bb894,dbb88ac8-f9f5-44a4-8f61-9fc1d23bb894
1449.global_id,3efa87a8-24d4-442598de-53cc7f03f785,3efa87a8-24d4-4425-98de-53cc7f03f785
18.xsp,COeNT,CONT
310.xsp,COTN,CONT
1872.xsp,COrNT,CONT
149.xsp,LGO,LOG
1394.xsp,ONT,CONT
2448.xsp,OG,LOG
2264.routeid,7N-,7-N
760.stlnstlocname,NORTH BENSN RD,NORTH BENSON RD
1016.stlnstlocname,yELLINGTON RD,ELLINGTON RD
1050.stlnstlocname,LITCHFIELD TKPE,LITCHFIELD TPKE
1285.stlnstlocname,NORICH WESTERLY RD,NORWICH WESTERLY RD
1537.global_id,8dcd8ab-c18b-4a36-8a97-1ba356b3d30e,8dcd82ab-c18b-4a36-8a97-1ba356b3d30e
1946.global_id,49582a7f-9a4b-4af2-b82e-0a2927w532e5b,49582a7f-9a4b-4af2-b82e-0a2927532e5b
107.stlnstlocname,RyICHARD ST,RICHARD ST
1017.stlnstlocname,WINDSO RAVE,WINDSOR AVE
952.townname,MANCbHESTER,MANCHESTER
