season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2010-2101,201119,05/41/11,Upper Southern,Influenza_A,0,76,0.0
2010-g2011,201119,05/14/11,Upper Southern,Influenza_B,1,76,1.32
2010-2011,201119,05/14/11,Upper Southern,Total_Influenza,1,76,1.32
2010-201,201119,05/14/11,Upper Southern,RSV,0,73,0.0
2010-2011,201119,05/14/11,Upper/LowerS outhern,Influenza_A,0,58,0.0
2010-201,201119,05/14/11,Upper/LowerS outhern,Influenza_B,1,58,1.72
2010-2011***,201119,05/1411,Upper/Lower Southern,Total_Influenzda,1,58,1.72
2100-2011,201119,05/4/11,Upper/Lower Soutern,RSV,1,58,1.72
2010-2011,201120,05/21/11,Bay Area,Influenza_A,0,156,0.0
2010-2011,201120,05/2o1/11,Ba yArea,Influenza_B,2,156,1.28
2010-2011,201120,05/21/11,Bay Area,Total_Influenaz,2,156,1.28
2010-2011,201120,05/21/1k1,Bay Area,RSV,1,156,0.64
0210-2011,201120,05/12/11,Californnia,Influenza_A,0,468,0.0
0210-2011,201120,0c5/21/11,California,Influenza_B,3,468,0.64
2010-2011,201120,0521/11,California,Total_iInfluenza,3,468,0.64
2010-011,201120,05/21/11,Califrnia,RSV,2,480,0.42
2010-2011,201120,05/21/11,Central,Influenza_A,0,89,0.0
2010-2011,201120,05/21q/11,Centrl,Influenza_B,0,89,0.0
2010-2011,201120,05/21/11,Cenrtal,Total_Influenza,0,89,0.0
201z0-2011,201120,05/21/11,Central,RVS,0,87,0.0
2010-2011,201120,50/21/11,Lowebr Southern,Influenza_A,0,48,0.0
2100-2011,201120,05/1/11,Lower Souhern,Influenza_B,0,48,0.0
2010-2011,201120,05/21/11,Lower Southern,Totael_Influenza,0,48,0.0
2010-2011,201120,05/21/11,Lower Southern,SV,0,67,0.0
2010-2011,201120,05/21/11,Northern,Influenqza_A,0,0,0.0
2010-2011,201120,05/21/11,Northern,Influenza_B,0,0,0.0
2010-2011,201120,05/21/11,Norhtern,Total_Influezna,0,0,0.0
2010-2011,201120,05/21/11,Northern,RVS,0,0,0.0
2f010-2011,201120,05/21/11,Upper Southern,InfluenzaA_,0,90,0.0
2010-2011,201120,05/21/11,Upper Southern,Iznfluenza_B,1,90,1.11
2100-2011,201120,05/1/11,Upper Southebrn,Total_Infleunza,1,90,1.11
2010-2011,201120,05a/21/11,Upper outhern,RSV,0,85,0.0
2010-2011,201120,05/21/11,Upper/Lower Southern,Influenza_A,0,85,0.0
2010-201c1,201120,05/21/11,Upper/Lower Southern,Influenza_B,0,85,0.0
2010-2011,201120,05/21/11,Upper/Lower Southiern,Total_Influenza,0,85,0.0
2010-2011,201120,05/21/11,Uppre/Lower Southern,RSV,1,85,1.18
2010-2011,201121,0/528/11,Bay Areza,Influenza_A,1,166,0.6
2010-2011,201121,05/28/11,Beay Area,Influenza_B,0,166,0.0
2010-211,201121,05/82/11,Bay Area,Ttoal_Influenza,1,166,0.6
2010-2011,201121,05/28/11,Bay Areka,RSV,0,167,0.0
2010-2011,201121,05/28/11,California,Influenza_A,1,435,0.23
2010-2011,201121,05/28/11,California,Influenzas_B,0,435,0.0
2010-2011,201121,05/28/1m1,California,Total_Influenza,1,435,0.23
2010-2011,201121,05/28/11,California,SRV,1,412,0.24
2010-20u11,201121,05/28/11,Cenrtal,Influenza_A,0,62,0.0
2010f-2011,201121,05/28/11,Central,Influenza_B,0,62,0.0
0210-2011,201121,5/28/11,Centracl,Total_Influezna,0,62,0.0
2010-2011,201121,05/28/s11,Central,RSsV,0,64,0.0
201g0-2011,201121,5/28/11,Lower Soutehrn,Influenza_A,0,44,0.0
2010-201k1,201121,05/28/11,Lowevr Southern,Influenza_B,0,44,0.0
2010-2011,201121,05/28/11,Lowr Southern,Total_Influenza,0,44,0.0
010-2011,201121,05/b28/11,oLwer Southern,dRSV,1,17,5.88
2010-2011,201121,05/2/11,Northern,Influenzad_A,0,0,0.0
2010-2011,201121,5/28/11,Northern,InfluenzaB,0,0,0.0
2010-2011,201121,5/28/11,Northern,Total_Influenza,0,0,0.0
2010-2011,201121,05/28/11,Northezrn,RSV,0,0,0.0
2010-2011,201121,50/28/11,Uppre Southern,Influenza_A,0,78,0.0
0210-2011,201121,0/528/11,Upjper Southern,Influnza_B,0,78,0.0
2010-2011,201121,05/28/11,Upper Souhtern,Total_Influenza,0,78,0.0
2010-2011,201121,05/28/11,Upper Suothern,SV,0,79,0.0
2010-2011,201121,0z5/28/11,Upper/Lower Southern,nfluenza_A,0,85,0.0
2010-20r11,201121,05/28/11,Upper/Lower Southern,Influenza_B,0,85,0.0
2010-2011,201121,05t/28/11,Upper/Lower Sousthern,lTotal_Influenza,0,85,0.0
2010-2011,201121,05/28/11,Upper/Lower Southern,RVS,0,85,0.0
2010-2011,201122,06/04/11,Bay Area,Influenza_A,0,164,0.0
2010-2011,201122,06/04/11,Bay Area,Influenza_B,2,164,1.22
2100-2011,201122,06/04/11,Bay Area,Total_Influenza,2,164,1.22
201e0-2011,201122,06/04/11,Bay Area,RSV,0,159,0.0
2010-2011,201122,06/04/11,California,Influenza_A,0,452,0.0
2010-2011,201122,06/04/11,Califoernia,Influenza_B,3,452,0.66
u2010-2011,201122,6/04/11,California,Total_Influenza,3,452,0.66
2010-201,201122,06/04/11,Caifornia,RSV,1,408,0.25
2010-2011,201122,06/04/11,Central,Influenza_A,0,80,0.0
2010-2011,201122,0/04/11,Central,Influenza_B,0,80,0.0
2010-2011,201122,06/04/11,Central,Total_Influenza,0,80,0.0
2010-2011,201122,z06/04/11,Cntral,RSV,1,79,1.27
2010-2101,201122,06/04/11,Lower Southern,Influenza_A,0,48,0.0
2010-2011,201122,06/04/1p1,Lower Southrn,Influenza_B,0,48,0.0
2v010-2011,201122,06/04/11,Loer Southern,Total_Influenza,0,48,0.0
2010-2011,201122,0r6/04/11,Lowerk Southern,RSV,0,12,0.0
2010-2011,201122,60/04/11,Northern,Influenza_A,0,0,0.0
z2010-2011,201122,06/04/11,Northern,Ifluenza_B,0,0,0.0
20m10-2011,201122,06/04/11,Northenr,Total_Influenza,0,0,0.0
2010-2011,201122,06/0/11,Northern,RVS,0,0,0.0
2100-2011,201122,06/04/11,UpperS outhern,Inluenza_A,0,77,0.0
2010-2011,201122,06/04/11,Upper Southern,Influenza_B,0,77,0.0
2010-2011,201122,06/04/1,Uper Southern,Total_Influenza,0,77,0.0
2010-2011,201122,06/04/11,Upper Southern,RSV,0,75,0.0
2010-2011,201122,06/04/11,Upper/Lower Southern,Influenza_A,0,83,0.0
201i0-2011,201122,06/m04/11,Upper/Lower Southern,Influenza_B,1,83,1.2
2010-2011,201122,06/04/11,Upper/Lower Southern,Total_Influenza,1,83,1.2
2010-2011,201122,06/04/11,Upper/Lower Southern,RSV,0,83,0.0
2010-2011,201123,06/11/11,Bay Area,Influenza_A,0,132,0.0
2010-011,201123,06/11/11,Bay Area,InfluenzaB,0,132,0.0
2010-2011,201123,06/11/1k1,Bay Area,Total_Influenza,0,132,0.0
2010-2011,201123,06/11/11,Bay Araea,RSV,1,130,0.77
2010-2011,201123,06/11/11,Califoria,bInfluenza_A,0,362,0.0
2010-2011,201123,06/11/11,California,Inluenza_B,0,362,0.0
2010-2011,201123,06/11/11***,Cailfornia,Tothal_Influenza,0,362,0.0
2010-2011,201123,06/11/11,Caliornia,SRV,2,336,0.6
210-2011,201123,6/11/11,Central,Influenza_A,0,53,0.0
2010-2011,201123,06/11/11,Central,Influenza_B,0,53,0.0
2010-201s1,201123,06/11/11,Central,Total_Influenza,0,53,0.0
201-02011,201123,06/11/11,Central,RSV,1,51,1.96
2010-2011,201123,06/11/11,LowerS outhern,Influenza_A,0,34,0.0
2010-2011,201123,06/11/11,Loer Southern,nIfluenza_B,0,34,0.0
2010-2011,201123,06/11/11,Lower Southern,Total_nfluenza,0,34,0.0
2010-2011,201123,06/11/11,Lower Southern,RV,0,12,0.0
2010-2011,201123,06/11/11,Northern,Influenza_A,0,0,0.0
2010-0211,201123,06/11/11,Northern,Infjluenza_B,0,0,0.0
2010-2011,201123,06/11/11,Northern,Total_Influenza,0,0,0.0
2010-2y011,201123,6/11/11,Norhern,RSV,0,0,0.0
2010-2011,201123,06/11/11,Upper Souhern,Influenza_A,0,66,0.0
2010-2011,201123,06/1g1/11,Upper Snouthern,Influneza_B,0,66,0.0
2010-201,201123,06/1111,Upper Southern,Total_Influenza,0,66,0.0
2010-2011,201123,06/11/11,Uppyer Southern,RVS,0,66,0.0
2010-2011,201123,06/11/11,Upper/Lower Southern,Influenza_A,0,77,0.0
2010-2011,201123,06/11/11,Upper/oLwer Southern,Influenza_B,0,77,0.0
2010-2011***,201123,061/1/11,Upper/Lower Southern,Total_Influezna,0,77,0.0
2010-2011,201123,06/11/11,Upper/Lower Soutehrn,RSV,0,77,0.0
2010-2011,201124,06/1/11,Bay Aera,Influenza_A,0,133,0.0
2010-2011***,201124,06/18/11,Bay Area,Influenza_B,0,133,0.0
2010-0211,201124,06/18/11,Bay Arepa,Totual_Influenza,0,133,0.0
201a0-2011,201124,60/18/11,Bay Area,RSV,0,129,0.0
20r10-2011,201124,06/18/11,California,Influenza_A,0,285,0.0
2010-2101,201124,06/18/11,Calfornia,Influenza_B,0,285,0.0
2010-2011***,201124,06/18/w11,California,Total_Influenza,0,285,0.0
2010-2011,201124,06/18/11,California,RSV,1,265,0.38
2010-2011,201124,06/18/11,Central,Influenza_A,0,44,0.0
2010-2011,201124,06/18/11,Central,Influenza_B,0,44,0.0
2010-20h11,201124,06/18/11,Cnetral,Total_Influenza,0,44,0.0
2010-2011,201124,06/18/11,Central,SV,1,45,2.22
2010-2011,201124,06/18/11,Lower Southern,Infuenza_A,0,32,0.0
2010-2011,201124,06/18/11,LowerS outhern,Influenza_B,0,32,0.0
2010-2011,201124,06/18/11,Lower Southern,Total_Influenza,0,32,0.0
20o10-2011,201124,06/18/11,Lower Southern,RSV,0,15,0.0
2010-2011,201124,06/18/11,Noqrthern,Influenza_A,0,0,0.0
2010-2011,201124,06/18/11,Northern,Influenza_B,0,0,0.0
2010-2011,201124,m06/18/11,Northen,Total_Influenza,0,0,0.0
2010-2011,201124,06/18/11,Nrthern,RSV,0,0,0.0
2010-k2011,201124,06/18/11,Upper Southern,Inzfluenza_A,0,76,0.0
2010-2011,201124,06/18/11,Uppre Southern,Influenza_B,0,76,0.0
2010-2011,201124,06/18/11,Upper Southern,Total_Influenza,0,76,0.0
2010-2011,201124,06/1x8/11,Upper Southern,RSV,0,76,0.0
2010-2011,201124,06/18/11,Upper/Lower Southern,Influenza_A,0,0,0.0
2010-2011,201124,06/18/11,Upper/Lower Southern,Influenza_B,0,0,0.0
2010-2q011,201124,06/18/11,Upper/Lower Southern,Total_Inlfuenza,0,0,0.0
201-02011,201124,06/18/1h1,Upper/Lower Southern,RSV,0,0,0.0
2010-2011,201125,06/25/11,aBy Area,Influenza_bA,0,111,0.0
2010-2011,201125,06/25/11,Bay Area,Ienfluenza_B,0,111,0.0
201-2011,201125,06/25/11,Bay Akrea,Total_Influenza,0,111,0.0
2010-2011,201125,06/25/11***,Bay Area,RSV,1,110,0.91
2010-2011,201125,0625/11,California,Influenza_A,0,292,0.0
2010-2011,201125,0o6/25/11,California,Infulenza_B,0,292,0.0
2010-2011,201125,06/25/11,California,otal_Influenza,0,292,0.0
2010-2011,201125,0f6/25/11,California,RSV,2,276,0.72
010-2011,201125,06/25/11,Centarl,Influenza_A,0,45,0.0
2010-2011,201125,6/25/11,Centrajl,Influenza_B,0,45,0.0
2010-2011,201125,06/25/n11,Central,Total_Influena,0,45,0.0
2010-2011,201125,06/25/11,Central,RSV,1,44,2.27
2010-2011,201125,06/25/11,Lower Southern,Influenza_A,0,26,0.0
2010-2011,201125,06/25/11,Lower Southern,Influenza_B,0,26,0.0
2010-2011,201125,06/25/11,Lower Southern,Total_Influenza,0,26,0.0
2010-2011,201125,06/25/11,Lower Southern,RSV,0,13,0.0
201z0-2011,201125,06/25/11,Northern,Influenza_A,0,0,0.0
2010-2011,201125,06/2/511,Northern,Influenza_B,0,0,0.0
2010-2011***,201125,06/25/11***,Northern,Total_Influenza,0,0,0.0
2010-0211,201125,06/2511,Northrn,RSV,0,0,0.0
2010-2011,201125,06/25/11,Upper Southern,InfluenzaA_,0,44,0.0
2010-201b1,201125,06/25/11,Upper Southern,Influenza_B,0,44,0.0
2010-2011,201125,06/25/11,Upper Southern,Total_Infuenza,0,44,0.0
2010-2g011,201125,06/25/11,Upper Soutehrn,RSV,0,43,0.0
20u10-2011,201125,062/5/11,Upper/Lower Soubthern,Influezna_A,0,66,0.0
2010-2011,201125,062/5/11,UpperLower Southern,Influena_B,0,66,0.0
2010-2011,201125,06/25/11,Upper/Lower Southrn,Total_Influenza,0,66,0.0
2010-2011,201125,06/25/11,Upper/Lower Southern,RSV,0,66,0.0
2010-2011,201126,07/02g/11,Bay Area,Influenza_A,0,118,0.0
2010-2011,201126,07/02/x11,Bay Area,Influenza_B,0,118,0.0
2010-2011,201126,0/02/11,Bay Area,Total_Influenza,0,118,0.0
2010-2011,201126,07/02/11,Bay Area,RSV,1,118,0.85
201-2011,201126,07/0211,California,Influenza_A,0,287,0.0
2010-2011,201126,07/2/11,California,Inluenza_B,0,287,0.0
2010-2011,201126,07/02/11,California,Total_Influenza,0,287,0.0
2010-2011,201126,07/02/1d1,Californiqa,RSV,1,284,0.35
2010-2101,201126,07/02/11,eCntral,Influneza_A,0,61,0.0
2010-2011,201126,07/02/11,Central,Influenza_B,0,61,0.0
0210-2011,201126,07/02/11***,Central,bTotal_Influenza,0,61,0.0
201-2011,201126,07/02/11,Central,RSV,0,60,0.0
2010-2011,201126,07/02/11,Lower Soutahern,Influenza_A,0,2,0.0
2010-2011,201126,07/02/11,LowerSouthern,Influenza_B,0,2,0.0
2010-2011,201126,07/02/11***,Lower Southern,Total_Influenuza,0,2,0.0
2010-2011,201126,07/02/11,Lower Southern,RSV,0,0,0.0
2010-2011,201126,07/02/j11,Nrothern,Influenza_A,0,0,0.0
2010-2011,201126,07/02/11,Norhtern,Influena_B,0,0,0.0
2010-2011,201126,07/02/11,Northern,Total_Influenza,0,0,0.0
2010-2011,201126,07/0/211,Northern,SRV,0,0,0.0
2010-211,201126,07/02/11,Uopper Southern,Influenza_A,0,47,0.0
2010-2011,201126,07/02/11,Upper Soutern,Influenza_B,0,47,0.0
2010-2011,201126,07/02/11,Upper Sougthern,Tota_lInfluenza,0,47,0.0
2010-2011,201126,07/02/11,Upper Southern,SV,0,47,0.0
2010-2011,201126,7/02/11,Upper/Lower Southern,Influenza_A,0,59,0.0
2010-2011,201126,07/02/11,Upper/Lower Southern,Infulenza_B,0,59,0.0
2010-2011,201126,07/02/11,Upper/Lower Southern,Ttoal_Influenza,0,59,0.0
2010-20q11,201126,07/02/1,Upper/Lower Southern,RVS,0,59,0.0
2010-2011,201127,07/0911,Bay Area,nfluenza_A,0,119,0.0
2010-2011,201127,7/09/11,aBy Area,Influentza_B,0,119,0.0
2010-2011,201127,07/09/11,Bay Area,Toatl_Influenza,0,119,0.0
0210-2011,201127,07/09/11,Bay Area,RSV,1,119,0.84
2010-2011,201127,07/09/11,Caliornia,Influenza_A,0,292,0.0
2010-2011,201127,07/09/11,aClifornia,Influenza_B,0,292,0.0
2010-2011,201127,07/09/11,California,Total_Influenaz,0,292,0.0
2010-2011,201127,07/09/11,Califonia,RVS,1,292,0.34
201-2011,201127,07/09/11,Central,Influenza_A,0,66,0.0
2010y-2011,201127,07/09/11,Central,Influenza_B,0,66,0.0
2010-2011,201127,07/09/11,Central,Total_Influenza,0,66,0.0
2010-2011,201127,07/09/11,Central,RSV,0,66,0.0
2010-2011,201127,07/0/911,Lower Souhern,InfluenzaA_,0,0,0.0
2e010-2011,201127,07/09/11,Lower Southern,Influenza_B,0,0,0.0
o2010-2011,201127,07/09/11,LowerSouthern,Total_Influenza,0,0,0.0
201-2011,201127,07/09/11,Lower Southern,RSV,0,0,0.0
2010-2011,201127,07/09/11,Northern,Influenzaj_A,0,0,0.0
2010-2011,201127,07/09k/11,Nortkhern,Influenza_B,0,0,0.0
2010-2011,201127,07/09/11,Northern,Total_Influenza,0,0,0.0
2010-2011,201127,07/09/11,Northern,RSV,0,0,0.0
z2010-2011,201127,07/09/11,Upoper Southern,Influenza_A,0,51,0.0
010-2011,201127,07/09/11,pUper Southern,Influenza_B,0,51,0.0
2010-2011,201127,07/09/11,Upper Southern,Total_Influenza,0,51,0.0
2010-2011,201127,07/09/11,Upper Southern,RSV,0,51,0.0
201-02011,201127,07/09/1,Upper/Lower Southern,Influenza_A,0,56,0.0
2010-2011,201127,07/90/11,Upper/Lower Soutchern,Influenza_B,0,56,0.0
2010-2011,201127,07/09/11,Upper/Lower Southern,Total_Influenza,0,56,0.0
2010-2011,201127,07/09/11,Upper/Lower Southern,RSV,0,56,0.0
2010-2011,201128,07/16/11,Bay rea,Influenza_A,0,123,0.0
2010-2011,201128,07/16/11,Bay Area,Influenaz_B,0,123,0.0
2010-2011***,201128,07/16/11,Bay Area,Total_Influenza,0,123,0.0
20102-011,201128,07/16/11,Bay Area,RSV,1,123,0.81
20102011,201128,07/g16/11,Calfornia,Influenz_aA,0,279,0.0
2010-2011,201128,07/16/11,California,Influenza_B,0,279,0.0
2010-2101,201128,07/16/11,Califronia,Total_Infuenza,0,279,0.0
2010-211,201128,07/1/11,California,RSV,2,281,0.71
2010-2011,201128,07/16/11,Caentral,Influenza_A,0,57,0.0
2f010-2011,201128,07/16/11,entral,Inflluenza_B,0,57,0.0
210-2011,201128,0716/11,Central,Total_Influenza,0,57,0.0
2010-2011,201128,07/16/11,Central,RSwV,0,59,0.0
2010-2011,201128,07/16/11,Lower Southern,Influenzao_A,0,0,0.0
2010-2011,201128,07/16/11,Lower Southern,Infuenza_B,0,0,0.0
2010-211,201128,07/16/11,Lower Southern,Total_Influenza,0,0,0.0
2010-2011,201128,07/16/11,Lower Southern,RSV,0,0,0.0
2100-2011,201128,07/16/11,Northern,Influenza_A,0,0,0.0
2010-2011,201128,07/16/11,Nortshern,Influenza_B,0,0,0.0
20z10-2011,201128,07/16/11,Norhern,Total_Influenza,0,0,0.0
2010-2011,201128,07/16/11,Northern,RSV,0,0,0.0
2010-211,201128,07/16/11,Upper Southern,Influenza_A,0,50,0.0
2010-2011,201128,07/16/11,Upper Southern,Influenz_aB,0,50,0.0
2010-2011,201128,07/16/11,Upper Southern,Total_Influenza,0,50,0.0
2010-2011,201128,07/16/11,Upper Southern,RSV,0,50,0.0
201j0-2011,201128,0/716/11,Upper/Lower Southern,Influenza_A,0,49,0.0
2010-2011,201128,07/16/h11,Upper/Lower Southern,nfluenza_B,0,49,0.0
2010-2011,201128,07/16/11,Upper/Lower Souhtern,Total_nIfluenza,0,49,0.0
20102011,201128,07/16/11,Upper/Lower Southern,SV,1,49,2.04
2010-2011,201129,07/231/1,Bay Area,Influenza_A,0,118,0.0
2010-2011,201129,07/23/11,aBy Area,InfluenzaB,0,118,0.0
2010-011,201129,07/23/11,Bay Area,Total_Influenza,0,118,0.0
201-02011,201129,07/23/11,Bay Area,RSV,0,118,0.0
2010-2011,201129,07/23/11,California,Influenza_A,0,256,0.0
2010-2011,201129,07y/23/11,Califonia,Intfluenza_B,0,256,0.0
2010-2011,201129,07/23/11,California,Total_Influenza,0,256,0.0
2010-2011,201129,07/23/11,California,RVS,1,255,0.39
010-2011,201129,70/23/11,Cetnral,Influenza_A,0,46,0.0
2010-2011,201129,07/23/11,Central,nfluenza_B,0,46,0.0
2010-2011,201129,07/23/11,Central,Tota_Influenza,0,46,0.0
2010-2011,201129,07/23/11,Central,RtSV,0,46,0.0
201-2011,201129,07/2/11,Lower Szouthern,Influenza_A,0,1,0.0
2010-2011,201129,07/23/11,Lower Southern,Ifluenza_B,0,1,0.0
2010-2011,201129,07/2311,Lower Southern,Total_Influenza,0,1,0.0
201-2011,201129,07/32/11,Lower Southern,RSV,0,0,0.0
2010-2011,201129,07/23/11,Northern,Ifnluenza_A,0,0,0.0
2010-2011,201129,70/23/11,Northern,Influenza_B,0,0,0.0
2010-2011,201129,07/23/11,Northern,Total_Influenza,0,0,0.0
2100-2011,201129,07/23/11,Northern,SV,0,0,0.0
010-2011,201129,07/23/11,pUper Southern,zInfluenza_A,0,48,0.0
2010-2011***,201129,07/23/11,Upper Southern,Influeenza_B,0,48,0.0
2010-211,201129,07/23/11,Upper Southern,Total_Infleunza,0,48,0.0
2010o-2011,201129,07/23/j11,Upper Southern,RjSV,0,48,0.0
2010-2011,201129,07/23/11,Upper/Lower Southern,Influenza_A,0,43,0.0
2010-011,201129,07/23/11,Upper/Lower Southern,InfluenzaB_,0,43,0.0
210-2011,201129,07/23/11,Upper/Lower Southern,Total_Influenza,0,43,0.0
20102011,201129,07/23/11,Upper/Lower Southern,RSV,1,43,2.33
2010-20s11,201130,07/30/11,lBay Area,Influenza_A,0,105,0.0
2010-2011***,201130,07/3/011,BayArea,Influenza_B,0,105,0.0
2010-2011,201130,07/3/011,Bay Area,Total_Influenza,0,105,0.0
2010-2011,201130,07/30/11,Bay Area,dRSV,0,105,0.0
2010-2011,201130,07/30/11,Caifornia,Influenza_A,0,239,0.0
2010-2011,201130,07/30/11,California,Influenza_B,0,239,0.0
2010-2011,201130,7/30/11,California,oTtal_Influenza,0,239,0.0
2010-2011***,201130,0v7/30/11,California,RSV,0,234,0.0
0210-2011,201130,07/30/11,Centrxal,Influesnza_A,0,34,0.0
2010-2011,201130,0/30/11,Central,Influena_B,0,34,0.0
010-2011,201130,07/30/11,Centarl,Total_Ifnluenza,0,34,0.0
2010-2011,201130,07/30/11***,Cental,RSV,0,33,0.0
2010-2011,201130,0s7/30/11,Lqower Southern,Influenzsa_A,0,4,0.0
2010-2011,201130,07/30/11,Lowerc Southern,Influenza_B,0,4,0.0
2010-2011,201130,7/30/11,Lower Southern,Total_Influenza,0,4,0.0
2010-2011,201130,0i7/30/11,Lower Southern,RV,0,0,0.0
201-2011,201130,07/30/11,Northern,Influenza_A,0,0,0.0
2010-2011,201130,07/30/11,Northern,Influnza_B,0,0,0.0
2010-0211,201130,70/30/11,Northern,Total_Influenza,0,0,0.0
2010-201e1,201130,07/30/11,Northern,RSV,0,0,0.0
2010-e2011,201130,07/3/11,Uppe rSouthern,Influenzia_A,0,55,0.0
2010-211,201130,07/30/11,Upper Southern,Influenza_B,0,55,0.0
2010-2011,201130,70/30/11,Uppe Southern,Total_Influenza,0,55,0.0
2010-2011,201130,07/30/11,Upper Southern,nRSV,0,55,0.0
2010-2011,201130,07/03/11,Uppzer/Lower Southern,Influezna_A,0,41,0.0
2010-2011,201130,07/30/11,Upper/Lower Southern,Influenz_B,0,41,0.0
2010-2011,201130,07/30/11,Uper/Lower Southern,Total_Influenza,0,41,0.0
010-2011,201130,07/30/11,Upper/Lower Southern,RSV,0,41,0.0
201w0-2011,201131,08/06/11,qBay Area,Influenza_A,0,98,0.0
2010-2011,201131,08/06/11,Bay Area,InfluenzaB_,0,98,0.0
2010-2p011,201131,0/06/11,ay Area,Total_Influenza,0,98,0.0
20m10-2011,201131,08/06/11,Bay Area,RSV,0,98,0.0
2010-2011,201131,08/06/11,California,InfluenzaA_,1,187,0.53
2010-2011,201131,08/06/1,Calcifornia,Influnza_B,0,187,0.0
2001-2011,201131,08/06/1,Califrnia,Total_Influenza,1,187,0.53
2010-2011,201131,08/06/11,California,RSV,0,184,0.0
2010-2011,201131,08/06/11,Central,Inhfluenza_A,0,42,0.0
2010-2011,201131,08/06/11,Central,Influenza_B,0,42,0.0
2010-2011,201131,08/06/11,Central,Tottal_Influenza,0,42,0.0
2010-20u11,201131,08/06/11,Central,RSV,0,40,0.0
2010-2011,201131,08/06/11,Lower dSouthern,Influenza_A,0,1,0.0
2010-2011,201131,08n/06/11,Lower Southenr,InfluenzaB_,0,1,0.0
2010-201,201131,08/06/11***,Lower Southern,Total_Influenza,0,1,0.0
2010-2011***,201131,08/06/11,Lower Southern,RtSV,0,0,0.0
2010-20b11,201131,08/06/11,Northern,Ionfluenza_A,0,0,0.0
2010-2p011,201131,08/60/11,Nortyhern,Influenza_B,0,0,0.0
2010-2011,201131,m08/06/11,Northern,Total_Influenza,0,0,0.0
2010-2011,201131,0/806/11,Northern,RVS,0,0,0.0
2001-2011,201131,08/06/11,Upper Southern,Influenza_A,0,0,0.0
2010-2011,201131,j08/06/11,Upper Suthern,Influenza_vB,0,0,0.0
2010q-2011,201131,08/06/11,Upper Southern,Total_Inluenza,0,0,0.0
201-02011,201131,08/06/11,Upper Southern,RSV,0,0,0.0
010-2011,201131,08/0f6/11,Upper/Lower Southern,Influenza_A,1,46,2.17
2010-2011,201131,08/06/11,Upper/Lower Southern,InfluenzaB_,0,46,0.0
2010-2011,201131,08/06/11,Upper/Lower Southern,Total_Influenza,1,46,2.17
2010-2011,201131,08/06/11,Upper/Lower Southern,RSV,0,46,0.0
2010-2011,201132,08/13/11,Bay Area,Influenza_A,0,75,0.0
2010-2011,201132,08/1/311,Bay Arjea,InfluenzaB,0,75,0.0
2010-2011,201132,08/1o3/11,Bay Aera,Total_Influenza,0,75,0.0
2010-0211,201132,08/1x3/11,Bay Area,RSV,0,75,0.0
2010-2011,201132,08/13/11,California,Influenaz_A,2,217,0.92
2010-20e11,201132,08/13/11,California,Influenza_B,0,217,0.0
2010-2011,201132,08/13/11,California,Total_Influenza,2,217,0.92
2010-2011,201132,08/13/11,California,RSV,1,214,0.47
2010-2011,201132,08/13/11,Central,Influenza_A,2,30,6.67
0210-2011,201132,08/1/311,Central,Influenza_B,0,30,0.0
010-2011,201132,08/13/11,entral,Toatl_Influenza,2,30,6.67
2010-20i11,201132,08/13/11,eCntral,SRV,0,28,0.0
2010-2011,201132,08/13/1b1,Lower Southern,Influenza_A,0,1,0.0
2010-2011,201132,08/13/11,Lower Soquthern,Influenza_B,0,1,0.0
2010-2011***,201132,08/13/11,uLower Southern,Total_Influenza,0,1,0.0
2010-2011,201132,08/13/11,Lower outhern,RSV,0,0,0.0
2010-0211,201132,08/13/11,Northern,Influenza_A,0,0,0.0
2010-2011,201132,08/13/11,Northern,nIfluenza_B,0,0,0.0
2010-011,201132,0813/11,Norrthern,Ttal_Influenza,0,0,0.0
2010-2011,201132,08/13/1z1,Nonrthern,RSV,0,0,0.0
2010-2011,201132,08/13/11***,cUpper Southern,Influenza_A,0,62,0.0
