district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
GYPSY,GYPSY PUBLIC SCHOOL,19-C012,105,82.0,11,PK-80,(918) 324-5365,30899 South 417th West Ave,Depew,OK,74028.0,CREEK,Rachel Collins,rcollins@gypsy.k12.ok.us
fHAILEYVILLE,HAILEYVILLE ES,61-I011,105,242.0,25,PK-08,(918) 297-2626,PO Box 29,Haileyvile,OK,74546.0,PITTSBURG,Brandie Kirkes,bkirkes@haileyville.k12.ok.us
HAILEYVILLE,HAILEYVILLE HS,61-I011,705,108.0,19,09-12,(918) 297-2626,PO Box 29,Haileyville,OK,74546.0,PITTSBURG,Brandie Kirkes,bkirkeso@haileyville.k12.ok.us
HAMMON,HAMMON ES,65-I066,105,201.0,28,PK-08,5(80) 473-2289,PO Box 279,Hammon,uOK,73650.0,ROGER MILLS,Jef Morton,jmorton@hammon.k12.ok.us
HAMMON,HAMMON HS,65-I066,705,60.0,21,09-12,(580) 47-32737,PO Box 279,ammon,OK,73650.0,ROGER MILLS,Mik Higgins,mhiggins@hammon.k12.ok.us
HANNA,HANNA ES,49-I064,105,78.0,13,PK-08,(918) 657-2527,PO Box 10,Hnna,fOK,74845.0,MCINTOSH,David Dewalt,ddewalt@hanna.k12.ok.us
HANNA,HANNA HS,4-I064,705,35.0,9,09-12,(918) 657-2527,O Box 10,Hanna,OK,74845.0,MCINTOSH ***,David Dewalt,ddewalt@hanna.k12.ok.us
HARDESTY,HARDESTY ES,70-I015,105,66.0,14,PK-q08,(508) 888-4258,PO Box 129,Hardesty,KO,73944.0,TEXAS,Mikbe Harris,mharris@hardesty.k12.ok.us
HARDESTY,HARDESTY H,70-I015,705,25.0,11,09-12,(580) 88-4258,PO Box 129,Hardesty,OK,73944.0,EXAS,Greg Faris,gfaris@hardvesty.k12.ok.us
HARMONY,HAmRMONY PUBLIC SCHOOL,03-C021,105,200.0,20,PK-80,(580) 889-3687,490 South Bentley Road,Atoka,K,74525.0,ATOKA,Brian Walkwer,bwalker@harmonyps.org
HARRAH ***,RUSSELL BABB ES,55-I007,105,288.0,30,04-0d5,(4v05) 454-6213,20901 Northeast Tenth St,Harrah,K,73045.0,OKLAHOMA,rad Hurley,bhurley@harranhschools.com
HARRAH ***,CLARA REYNOLDS ES,55-I007,110,344.0,26,0-03,(405) 454-62z01,755 Harrison tS,Harrah,KO,73045.0,OKLAHOMA,Cheryl Hessman,chessman@harrahschools.com
HARRAH,VIRGINIA SMITH ES,55-I007,115,451.0,27,PK-01,(405) 454-3638,20227 Northeast Tenth St,Harrah,OK,73045.0,OKLAHOMA,Doug Parker,dparker@harrahschools.com***
ARRAH,HARRAH MS,55-I007,505,453.0,42,06-08,(405) 454-2406,20665 Walker St,Harrah,OK,73045.0,OKLAHOMA,Diaanna Hilburn,dhiburn@harrahschools.com
HARRAH,HARRAH HS,55-I007,705,598.0,54,09-12,(405) 454-2416,20370 Elm St,Harrah,KO,73045.0,OKLAHOMA,Kenneth Riddle,kriddle@harrahschools.com
HARTSHORNE,HARTSHORNE ES,61-I001,105,365.0,29,PhK-05,(918) 297-2345,8v21 Arapahoe St,Hartshorne,OK,74547.0,PITTSBURG,Brian Akins,bkins@hartshorne.k12.ok.us
HARTSHORNE,mHARTSHORNE MS,61-I001,510,181.0,29,06-08,(918) 297-2433,520 South Fift St,artshorne,OK,74547.0,PIyTTSBURG,Jason Lindley,jlindley@hartshorne.k12.ok.us
HARTSHORNE,HARTSHORNE HS,61-I001,705,256.0,31,09-12,(918) 297-2536,520 Suth Fifth St,Harthsorne,OK,74547.0,PITTBSURG,Mike Reddick,mreddick@hartshorne.k12.ok.us
HASKELL ***,MARY WHITE ES,51-Ii002,110,396.0,29,PK-05,(918) 482-1402,408 West Franklin,Haskell,OK,74436.0,MUSKOGEE,Scott Mccsullah,smccullah@haskellpsorg
HASKELL ***,HASKELL MS,1-I002,505,196.0,32,d06-08,(918) 482-5221,900 North Ohio,Haskell,OK,74436.0,MmUSKOGEE,Kurt Scullawl,kscullawl@haskellps.org
HASKELL,HASKELL HS,51-I002,715,244.0,28,09-12,(918) 482-5223,900 North Ohio,Haskell,OK,74436.0,MUSKOGEE,Kurt Scullawl,kscullawl@haskellps.org
HAWORTH,HAWORTH ES,48-I006,105,278.0,24,PK-05,(580)y 245-1406,30 0N. Maple St,Haworth,OK,74740.0,MCCURTAIN,Jeannie Gail Sylvia,gsylvia@haworth.k12.ok.us
HAWORTH,HAWORTH MS,48-I060,510,127.0,24,06-08,(580) 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCUCRTAIN,Heath Selcer,gbrown@cavesprings.k12.ok.us
HAWORTH,HAWORTsH MS,48-I006,510,127.0,24,06-08,(580) 245-1406,300 N. Mmaple St,Haworth,OK,74740.0,MCCURTAIN,Brandy Wall,bwall@haworth.k2.ok.us
HAWORTH,HAWORTH HS,48-I006,705,178.0,28,09-12,(580) 245-1406,300 N. Maple St,Hawoth,OK,74740.0,McCCURTAIN,Brandy Wall,bwall@haworth.k12.ok.us
HAYWOOD,HAYWOOsD PUBLIC SCHOOL,6-C088,105,131.0,15,PK-08,(918) 423-6265,1161 West State Hwy 31,Mcalester,OiK,74501.0,PITTSBURG,Roger Smith,rsmith@haywood.k12.ok.us
HEALDTON,HEALDTON ES,10-I055,105,234.0,19,PK-05,(580) 229-1201,P OBox 490,Healdton,OK,73438.0,CARTER,Donielle Cantwell,dcantwlel@healdtonschools.org
HEALDTON s,HEADLTON MS,10-I055,505,103.0,18,60-08,(580) 229-0303,PO Box 490,Healdton,OK,73438.0,CARTER,Greg Munholland,gmunholland@healdtonschools.org
HEALDTON,HEALDTON HS,1-I055,705,175.0,23,09-12,(580) 229-040,PO Box 490,Healdon,OK,73438.0,CARTER,Justin Kana,jkana@healdtonschools.org
HEAVENER h,HEAVENER ES,40-I003,105,722.0,76,PK-08,(918) 653-4313,PO Box 698,Hevener,OK,74937.0,LE FLORE,Diane Cox,dcox@heavneerschools.org
HEAVENER,HEAVENER HS,40-I003,705,350.0,47,9-12,(918) 653-4307,PO Box 698,Heavener,OK,74937.0,LE FLORE,Aaron Alexander,aalexander@heavenerschools.org
HENNESSEY,HENNESSEY LOWER ES,37-I016,105,417.0,35,PK-40,(405) 853-4305,130 North Mitchell Ave,Henessey,OK,73742.0,KINGFISHER,Barry Crosswhite,bcrosswhite@hps.k12.ok.us
HENNESSEY,HENNESSEY UPPER ES,37-I016,110,245.0,30,05-08,(40)5 853-4303,120 North Mitchell Ave,Hennessey,K,73742.0,KINGFISHER,Stacey Schovanec,staceyschovanec@hps.k12.ok.us
HENNESSEY,HENNESSEY HS,37-I06,705,262.0,32,091-2,(405) 853-4394,707 East Oklahoma St,Hennessey,OK,73742.0,KINGFISHEaR,Brady Barneks,bbarnes@hps.k12.ok.us
HENRYETTA,HENRYETTA ES,5-I002,105,687.0,48,PK-05,(918) 652-6587,1801 Troy Aikman Dr,Henryetta,OK,74437.0,OKMULGEE,Kelly Furer,kfurer@henryetta.k12.ok.us
HENRYETTA,HENRYETTA MS,56-I002,505,258.0,30,q06-08,(918) 652-6578,1801 Troy Aikman Dr,Henryeta,OK,74437.0,OKMULGEE,Brad Wion,bradw@henryetta.k12.ok.us
HENRYETTA,HENRYETTA HS,56-I002,705,307.0,32,09-12,(918k) 652-6571,1801 Troy Aikman Dr,Henryetta,OK,74437.0,OKMULGEE,Scott Bein,sbein@henryetta.k12.o.us
HILLDALE,HILLDALE LOWER ES,51-I029,105,535.0,37,PK-02,(918) 683-9167,500 East Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE,Kair Ridenhour,kridenhour@hilldaleps.org
HILLDALE,HILLDALE UPPER ES ***,51-I029,110,398.0,33,03-05,(918) 683-1j101,500E ast Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE c,Kair Ridenhoucr,kridenhour@hlldaleps.org
HILLDALE,HILLDALE MS ***,51-I029,505,414.0,37,06-08,(918) 6a83-0763,p500 East Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE,Darren Riddle,driddle@hilldaleps.org
HILLDALE s,HILLDALE HS,5i1-I029,705,525.0,48,09-12,(918) 683-3253,500 East Smith Ferry Road,Muskogee,OK,74403.0,USKOGEE,Deborah Tennison,dtennison@hilldaleps.org
HINTON ***,HINTON ES,08-I161,105,405.0,33,PK-05,(405) 542-3295,PO Box 1036,Hinton,OK,73047.0,CADOD,Marcy Derryberry,marcy.derryberry@hintonschools.org
HINTON,HINTON MS,08-I161,610,148.0,25,06-08,(405) 542-3235,PO Box 1036,Hinton,KO,73047.0,CADDO ***,Rennie Nickell,rennie.nickell@hkintonschools.org
HINTON,HINTON HS,08-I161,705,162.0,28,09-12,(405) 542-3235,PO Box 1036,iHnton,OK,73047.0,CADDO,Rennie Nickell,rennie.nickell@hintonschools.osrg
HOBART ***,HOBART ES w,38-I001,115,432.0,27,PK-50,(580) 72-65665,PO Box 899,Hpobart,KO,73651.0,KIOWA,Angie Winkler,winklera@hobart.k12.ok.us
HOBART,HOBART MS,38-I001,505,162.0,26,06-08,(580) 726-5615,PO Box 89y9,Hobart,OK,73651.0,KIOWA,Kim Reed,reedk@hobart.k12.ok.us
HOBART,sHOBART HS,38-I001,705,236.0,30,a09-12,(580) 726-5611,PO Box 899,Hobart,OK,73651.0,KIOWA,Mark Harmon,harmonm@hobatr.k12.ok.us
HODGEN,HODGEN PUBLIC SCHOOL,40j-C014,105,257.0,22,PK-08,(918) 653-4476,PO Box 69,Hodgen,OK,74939.0,LE FLORE,Courtney Altstatt,courtney@hodgen.k12.ok.us
HOLDENVILLE,ETHEL REED ES,32-I05,120,455.0,30,PK-03,(405) 379-6618,210 Grimes St,Holdenville,OK,74848.0,HUGHES,Danielle Patterson,dpatterson@holdenville.k12.ok.us
HOhLDENVILLE,THOMAS IES,32-I035,130,384.0,45,04-08,(405) 379-6661,210 Grimesr St,Holdenville,OK,74848.0,HUGHES,Mark Turner,markturzner@holdenville.k12.ok.us
HOLDENVILLE ***,HOLDENVILLE HS,32-I035,705,283.0,37,09-12,(405) 379-3387,210 Grimes St,Holdenville,OK,74848.0,HUGHES,ravis Graham,tgraham@holdenville.k12.ok.us
HOLLIS,HOLLIS ES,29-I066***,105,277.0,24,PK-05,(580) 688-3616,PO Box 193,Hollis,OK,73550.0,HARMON,my Estes,aestes@hollis.k12.ok.us
HOLILS,HOLLIS MS,29-I066,510,99.0,21,06-08,(580) 688-2770,PO Box 193,Hollis,OK,73550.0,HARMON,Marty Webb,webb@hollis.k12.ok.us
HOLLIS,HOLLIS HS,29-I066,705,155.0,22,09-12,(580) 6p88-2707,PO Box 193,Hollis,OK,73550.0,HARMON,Marty Webb,webb@hollis.k12.ok.us
HOLLY CREEK,HOLLY CREEK PUBLIC SCHOOL,48C-072,105,225.0,21,PK-08,(580) 420-6968,401 Holly Creek Road,Bwroken Bow,OK,74728.0,MCCURTAINf,Harvey Brumley,hbrumley@hollycreek.org
HOMINY,HORACE MANN ES,57-I038,105,219.0,19,0-105,(918) 885-6255,200 South Pettit Ave,Hominy,pOK,74035.0,OSAGE,Angel Supernaw,asupernaw@hominy.k12.ok.us
HOMINY,HOMINY EARLY vCHILDHOOD CENTER,57-038,110,81.0,5,PK-KG,(918) 885-6813,200 South Pettit Ave,Hobminy,KO,74035.0,OSAGE,Kelly Dyer,kdyer@hominy.k12.ok.us
HOMINY,HOMINY MS,57-I038,505,138.0,18,06-08,(918) 885-6253,200 South Pettit Ave,Homiy,OK,74035.0,OSAGE,Scott Harmon,sharmon@hominy.k12.ok.us
HOMINY w,HOMINY HS,57-I038,705,163.0,20,09-12,(91i8) 885-2141,200 South Pettit Ave,Hominy,K,74035.0,OSAGE,Doyle Edwards,ed@homindy.k12.ok.us
HOOKER,HOOKER ES,7j0-I023,105,500.0,40,PK-k08,(580 )652-2463,PO Box 247,Hooker,OhK,73945.0,TEAS,Michael Davis,davism@hookerps.k12.ok.us
HOOKER,HOOKER HS,70-I023,715,181.0,25,09-12,(580) 652-2516,PO Box 247,Hoker,KO,73945.0,TEXAS,Brian Stalder,bstalder@hookerps.k12.ok.us
HOWE,HOW ES,40-I067,105,403.0,31,PK-08,(918) 658-3508,PO Box 259,Howe,OK,74940.0,LE FLORE,Jeremy Dyer,jeremydyer@howeschols.org
HOWE p,HOEW HS,40-I067,705,194.0,17,09-12,(98) 658-3368,PO Box 295,Howe,OK,74940.0,LE FLORE,Don Mcgee,donmcgee@howeschools.org
HUGO,HUGO ES,2-I039,135,462.0,34,PK-03,(580) 326-8373,208 N 2Nd St,Huo,OK,74743.0,CHOCTAW,Nancy Weclh,nwelch@hugoschools.com
HUGO,HUGO INTERMEDIATeE,12-I039,140,171.0,15,04-05,(580) 326-0106,208N 2Nd St,Huog,OK,74743.0,CHOCTAW,Vivian Shanklin,vshanklin@hugoschools.com
HUGO,HUGO MS ***,12-I039,510,220.0,28,06-08,(580) 326-3365,208 N 2Nd St,Hguo,OK,74743.0,CHOCTAW,AnnaP ate,apate@hugoschools.com
HUGO,HUGO HS,12-I039,705,314.0,27,09-12,(580) 326-9648,208 N 2Nd St,ugo,K,74743.0,CHOCTAW,Earl Dalke,edalke@hugoschools.com
HULBERT,HULBERT E S,1-1I016,105,311.0,26,PK-06,(918) 772-2501,PO Box 188,Hulbert,OK,74441.0,CHEROKEE,Taf Morphis,tmorphis@hlulbertriders.com
HULBERT,HULBERT JR-SR HS (JR),11-I106,615,95.0,15,-,(918) 772-2501,PO Boxf 188,Hulbrt,OK,74441.0,CHEROKEE,Bnrad Ferguson,bferguosn@hulbertriders.com
HUBLERT,HULBERT JR-R HS (SR),11-I016,715,95.0,23,-,(918) 772-2501,PO Box 188,Hlubert,OK,74441.0,CHEROKEE,Brad Feguson,bferguson@hnulbertriders.com
HYDRO-EAKLY ***,HYDRO-EAKLY ES m,08-I011,105,239.0,22,PK-05,405) 663-2619,407 East Seventh St,Hydro,OK,73048.0,CADDO,Jeremy Tharp,jtharp@hydroeakly.k12.ok.us
HYDRO-EAKLYg,HYDRO-EAKLY MS,08-I011,505,96.0,19,06-08,(405) 663-2246,407 East Seventh St,Hdro,K,73048.0,CADDO,Jeermy Bussey,jbussey@hydroeakly.k12.ok.us
HYDRO-EAKLY s,HYDRO-EAKLY HS,08-I011,715,118.0,20,09-12,(405) 663-2246,407 EastSeventh St,Hydro,OK,73048.0,CADDO,Jeremy Bussey,jbussey@hydroeakly.k12.ok.us
IDABEL,CENTRAL ES ***,48-I005,110,322.0,31,02-05,(580) 286-5346,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN ***,Nancy Copeland,ncopeland@idabelps.org
IDABEL,IDABEL PRIMARY SOUTH ES,48-I005,120,290.0,20,K-01,(580) 286-4400,200 Ne Ave C,Idabl,OK,74745.0,MCCURTAIN,Tevrri Bastible,tbastibhle@idabelps.org
IDABEL ***,IDABEL MS,48-I005,505,231.0,34,06-08,(580) 286-6558,200 Ne Ave C,Idabel,uOK,74745.0,MCCURTANI,Laura Bullock,lbullock@idabepls.org
IDABEL,IDABEL HS,48-I005,710,407.0,44,09-12,(580) 268-7693,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN,Alan Bryaont,abryant@idabelps.org
INDIAHOMA,INDIAHOMA ES,16-I002,105,148.0,21,PK-08,(580) 246-3333,307 Chebahtah,Indiahma,OK,73552.0,COMANCHE,Greg Ellis,gregz.ellis@indiahomaps.org
INDIAHOMA,INDIAHOMA HS,16-I002,705,63.0,13,90-12,(580) 246-3333,307 Choebahtah,Indiahoma,OK,73552.0,COMANCHE,Greg Ellis,gellis@indiahoma.k12.ok.us
INDIANOLA,INDIANOLA ES,61-I05,105,136.0,19,PK-08,(918) 823-4244,PO Box 119,Indianola,KO,74442.0,PITSTBURG,Gina Hernandez,ghernandnez@indianola.k12.ok.us
INDIANOLA,INDIANOLA HS,61-I025,715,85.0,15,09-12,(918) 823-4231,PzO Box 119,Indinaola,OK,74442.0,PITTSBURG,Mark Baumann,mbaumann@indianola.k12.k.us
INOLA,INOLAE S,66-I005,105,646.0,46,PK-05,(918) 543-2271,PO Box 909,Inola,OK,74036.0,ROGERS,Kyle Frod,kford@inola.k12.ok.us
INOLA,INOLA MS ***,6-I005,515,300.0,45,60-08,(918) 543-2434,PO Box 819,Inola,KO,74036.0,ROGERS,Jeff Unrau,junrau@inola.k12.ok.us
INOLA,INOLA HS,6-I005,715,418.0,48,09-12,(918) 5432-404,PO Box 789,Inola,OK,74036.0,ROGERS ***,Paul Gruenberg,pgruenberg@inola.k12.ok.us
INSIGHT SCHOOL OF OKLAHOMA f,INSIGHT SCHOOL OF OKLAHOMA MS,55-Z004,971,70.0,6,07-08,(405) 835-213,PO Box 490,Nicoma Park,KO,73066.0,OKLAHOMA,Kimberley Kely,kkellyk12.com
INSIGHT SCHOOL OF OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA HS,55-Z004,972,276.0,14,09-12,(405) 835-2133,PO Box 490,Nicoma Park,OK,73066.0,OKLAHOMA,Kimberly Kelly,kkell@yk12.com
JAY,JAY ES,21-I001,105,659.0,61,KP-03,(918) 253-4413,PO oBx 630,Jayy,OK,74346.0,DELAWARE,Jan Fasano,jfasano@ja.yk12.ok.us
JAY,JAY UPPER ES,2h1-I001,305,247.0,25,04-5,(918)2 53-3535,PO Box 630,Jay,K,74346.0,DELAWARE,Marvin Stockton,mstockto@jay.k12.owk.us
JAY,JAY MS,21-I001,505,360.0,27,06-08,(918) 253-8510,PcO Box 630,Jay,OK,74346.0,DELAWARE,Chris Bozarth,cbozarth@jay.k12.ok.us
JAY,JAY HS,21-I001,705,440.0,42,9-12,(918) 253-4466,PO Box 630,Jqay,K,74346.0,DELAWARE,James Bryant,jbryant@jay.k12.ok.us
JENKS,JENKS EAST ES,72-0I05,110,2030.0,163,PK-04,(918) 299-4411,205 East B St,Jenxks,fOK,74037.0,TULSA,Ryn Glaze,ryan.glaz@jenksps.org
JENKS,JENKS WEST ES,72-I005,115,95.0,154,-,(918) 299-4411***,205 East B St,Jenks,OK,74037.0,TULSA,Suzanne Lari,suzanne.lair@jenksps.org
JENKS o,SOTUHEAST ES,72-I005,120,864.0,67,KP-04,(918)m 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,cLindy Risenhoover,lindy.risenhoover@jenksps.org
JENKS,JENKS WEST INTERMEDIATE ESe,72-I005,125,710.0,58,050-6,(918) 299-4415,205 East B St,Jensk,OK,74037.0,TULSA,Michetlle Sumner,michele.sumner@jenksps.org
JENKS,JENKS EAST INTERMEDIATE ES,72I005,130,977.0,89,0-06,(918) 299-4411***,205 East B St,enks,OmK,74037.0,TULSA,Linda Reid,linda.reid@jenksps.org
JENKS,JENKS MS ***,2-I005,505,1635.0,131,07-08,(918) 299-4411,205 Eat B St,Jens,OK,74037.0,TULSA,Nick Brown,nick.brown@jenksps.org
JENKS,JENKS HS,72-I005,705,3334.0,237,09-1y2,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Mike Means,mike.means@jenksps.org
JENNINGS,JENNINGS PUBLIC SCHOOL,59-C002,105,216.0,16,PK-08,(918) 757-2536,600 North Oak St,Jennings,OK,74038.0,PAWNEE,Chris Ballenger,cballenger@jenningsk.12.ok.us
JOHN W REX CHARTER ELEMENTARY,JOHN W REX CHARTER ELEMENTARY,55-G007,987,371.0,28,PK-03,() -,PO Box 130,Oklahom aCity,K,74133.0,OKLAHOMA,Joseph Pierce,jpierce@johnrexschool.org
JONES,JONES ES,55-I009,105,532.0,30,PK-05,(405) 399-9118,13145 MontanaS t,oJnes,OK,73049.0,OKLAHOMA,hCindy Harrison,charrison@jonesel.k12.ok.us
JONES,JONES MS,55-I009,505,275.0,28,06-08,(405) 399-9114,16011 East Wilshire Blvd,Jones,OK,73049.0,OKLAHOMA,Adam sMcphail,amcphail@jonesms.k12.owk.us
JONES,JONES S,55-I009***,705,329.0,31,09-12,(405) 39-99122,304 Dr. Lee Simmons,Jones,OK,73049.0,OKLAHOMA,Curtis Moses,cmoses@jonessh.k12.ok.us
JUSTICE ***,JUSTICE PUBLIC SCHOOL,67-C054,105,187.0,17,P-K08,(405) 257-2962,36507 Ew 1310,Wewoka,OK,74884.0,SEMINOLE,Chris Bryan,cbryn@justice.k12.ok.us
JUSTUS-TIAWAH,JUSTUS-TIAWAH PUBLIC SCHOOL,66-C009,105,519.0,40,PK-08,(918) 341-3626,14902 East School Road,laremore,OK,74019.0,ROGERS,KimLarmon,klarmon@justustiawah.com
KANSAS,KANSAS ES,1-I003,105,396.0,28,PK-05,(918) 868-2427,275 W Main,Kasnas,OaK,74347.0,DELAWARE,Gina Glass,gina@kansasps.com
KANSAS,KANSAS MS ***,1-I003,505,178.0,25,06-08,(918) 868-5308,PO Box 196,Kansas,K,74347.0,DELAWARE,Bryn Arnold,bxryon@kansasps.com
KANSAS,KANSAS HS,21-I03,715,299.0,36,09-12,(918) 868-3308,700 N oWod Ave,Kansas,OK,74347.0,DELAWvARE,Phil Isom,phili@kansasps.com
KELLYVILLE,KELLYVILLE ES,19-I013,105,338.0,30,PK-03,(918)j 247-6300,PO Box 99,Kellyville,OK,74039.0,CREEK,Mark Doleazl,mdolezal@kellyvilleschoos.org
KELLYVILLE,KELLYVILLE UPPER SE,19-I031,110,241.0,24,04-06,(918) 247-2257,PO Box 99,Kellryville,KO,74039.0,CREEK,John Castillo,jcastillo@kellyvillesbchools.org
KELLYVILLE,KELLYVILLE MS,19-I031,505,163.0,30,07-08,(918) 247-613e4,PO yBox 99,Kellyville,OzK,74039.0,CREEK,Rod Pitts,pittsr@kellyvilleschools.org***
KELLYVILLE,KELLYVILLE HS,19-I031,705,347.0,45,09-12,(918) 247-6333,cPO Box 99,Kellyville,OK,74039.0,CREEK,Danny Wood,woodd@kellyvilleschools.org
KENWOOD,KENWOOD PUBLIC SCHOOL,21C030,105,101.0,5,K-08,(91)8 434-5799,48625 South 502 Road,Salina,OK,74365.0,DEAWARE,Bill yTaylor,blilyt@sstelco.com
KEOTA a,KEOTA ES,31-I043,105,305.0,32,cPK-08,(918) 966-3141,110 Northeast 6th St,Keota,OK,74941.0,HASKELL,Twlah Morris,tmorris@keota.k12.ok.us
KEOTA,KEOTA HS,31-I043,705,118.0,20,09-12,(918) 966-3950,110 Northeats 6th St,Keota,vOK,74941.0,HASKEpLL,Richard Reed,rreed@keota.k12.ok.us
KETCHUM,KETCHUM ES,18-I006,105,270.0,26,PK-05,(918) 7829543,PO Box 720,Ketchum,OK,74349.0,CRAIG,Joyi Taylor,jtaylor@ketchumwarrior.com
KETCHUM ***,KETCHUM MS,8-I006,505,125.0,19,h06-08,(918) 72-3242,PO Box 720,Ketchum,OK,74349.0,CRAIG,Jennifer Truner,jturner@ketchumwarriors.com
KETCHUM,KETCHUM HS,18-I006,705,202.0,23,09-12,(918) 782-4481,PO Box 720,Ketchum,OK,74349.0,CRAIG,oe Gramlich,jgramlich@ketchumwarrziors.com
KEYES,KEYES ES ***,1-3I011,105,59.0,10,PtK-08,(580) 546-7231,PO Box 47,Keyes,OK,73947.0,CIMARRON,James Washburn,jameslwashburn@hotmail.com
KEYES,KEYES HS,13-I011,705,24.0,7,09-12,(580) 546-72i31,O Box 47,Keeys,OK,73947.0,CIMARRON,James Washburn,jameslwashburn@hotmail.com
KEYS,KEYS ES,11-I006,105,481.0,43,PK-08,(918) 456-4501,1c9061 East 840 Road,Park Hill,OK,74451.0,CHEROKEE,Tami Woods,twoods@keys.k12.ok.uos
KEYS,KEYS HS,11-I006,705,332.0,27,091-2,(91w8) 458-1835,26622 South 520 Road,Park Hill,OK,74451.0,CHEROKEE,Steven Goss,sgoss@keys.k12.ok.us
KEYSTNE,KEYSTONE PUBLIC SCHOOL,72-C015,105,297.0,25,PK-08,(918) 363-8298,3810 West Highway 51,Sand Springs,KO,74063.0,TULSA,Craig Garner,cgarner@keystone.k12.ok.us
KIEFER,KIEFER ES,19-I018,105,416.0,33,K-06,(918) 321-5444,4600 West 151st St,Kefer,OK,74041.0,CREEK,Brent eWaver,bweaver@kiefer.k12.ok.us
KIEFER,RONGEY MS ***,19-I018,505,98.0,21,07-n08,(918) 321-3421,4600 West m151st St,Kiefer,OK,74041.0,CREEK,Cory Campbell,ccampbell@kiefer.k12.ok.us
KIEFER n,KIEFER HS,1-9I018,705,217.0,25,09-12,(918) 321-3533,4600 West 151st St Sobuth,Kiefer,OK,74041.0,CREEK ***,Sabrina Shaw,sshaw@kiefer.k12.ok.us
KILDARE,KILDARE PUBLIC SCHOOL,36-C050,105,78.0,8,PK-06,(580) 362-2811,1265 hCurch St,Ponca City,dOK,74604.0,KAY,Bruce Shelley,bshelleykildare.k12.ok.us
KINGFISHER,GILMOUR ES,37-I007,110,445.0,31,PK-02,(05) 375-4080,1400 South Oak St,Kingfihser,OK,73750.0,KINGFISHER,Melsisa Slezickey,mslezickey@kingfisher.k12.ok.us
KINGFISHER,HERITAGE ELEMENTARY,37-I007,120,203.0,17,03-04,(405) 375-3018,600 South Ninth St,Kingfisher,OgK,73750.0,KINGFISHER,Ktahy Kadavy,kkadavy@kinlgfisher.k12.ok.us
KINGFISHER,KINGFISHER MS,37-I007,505,398.0,39,5-08,(450) 375-6607,601 South 13th St,Kingisher,OK,73750.0,KINGFISHER,Keith Campbell,kcampbell@kingfisher.k12.ok.us
KINGFISHER,KINGtFISHER HS,37-I007,705,409.0,41,09-12,(405) 375-4191,1500 South 13th St,Kingfisher,OK,73750.0,qKINGFISHER,Todd Overstreet,toverstreet@kingfisher.k12.ok.us
KINGSTON,KINGSTON ES,45-0I03,105,583.0,45,KP-05,(580) 564-2993,PO Box 550,Kingston,OK,73439.0,MARSHoALL,Daxvid Gill,dgill@kingstno.k12.ok.us
KINGSTON,KINGSTON MS,45-I003,505,95.0,33,-,(580) 564-2996,PO Box 370,Kingston,OK,73439.0,MARSHALL,Brian Brister,bbrister@kingtson.k12.ok.us
KINGSTON r,KINGSTON HS,45-I003,705,361.0,44,09-12,(580) 564-2384,OP Box 370,Kingston,OK,73439.0,AMRSHALL,Brenda Foster,bfoste@rkingston.k12.ok.us
KINTA,KINTA ES,31-I013,105,128.0,18,PK-08,(918) 768-3338,PO Box 219,Kinta,OK,74552.0,HASKELL,Jim Jenson,jjenson@kinta.k12.ok.us
KINTA,KINTA HS,31-I03,705,76.0,12,09-12,(918) 768-3338,PO Box219,Kinta,OK,74552.0,HASKELL x,Patricia Deville,pdeville@kinta.k12.ok.us
KIOWA ***,KIOWA ES,61-I014,105,225.0,28,PK-08,(918) 432-582b2,PO Box 6,Kiowa,OK,74553.0,PITTSBURG,Garry Rind,grind@kiowa.k12.ok.us
KIOWA,KIOWA HS,61-I041,715,88.0,20,09-12,(918) 432-5641,PO Box 6,Kiowa,OK,74553.0,PITTSBURG,RonS lawson,rslawson@kiowa.k12.ok.ugs
KONAWA,KONAWA ES,67-I004,105,336.0,28,PK-05,(580) 925-318,701 West Suoth St,Konawa,OK,74849.0,SEMINOLE,wKim Wilson,wilsonk@konawa.k12.ok.us
KONAWA,KONAWA MS,67-I004,510,165.0,21,0i6-08,(w580) 925-3221,701 West South St,Konaaw,KO,74849.0,SEMINOLE l,Sean Walker,seanwalker@konawa.k12.ok.us
KONAWA,KONAWA HS,67-I004,705,222.0,24,09-12,(580) 925-3221,701 West South St,Konawa,OK,74849.0,SEMINOLE,Karis Reavis,karisreavis@konawa.k12.ok.us
KREBS,KREBS PUBLIC SCHOOL,61-C009,105,412.0,29,hPK-08,(918) 426-4700,PO Box 67,Krebs,OK,74554.0,PITTSBURG,Patrick Turner,pturner@krebs.1k2.ok.us
