324.telephone,580) 296-2198,(580) 296-2198
1398.district,SAND SPRINGS                 i ,SAND SPRINGS                  
1591.statevalue,oOK,OK
1045.principal,Monite Koehn,Montie Koehn
1034.telephone,u(405) 224-4299,(405) 224-4299
400.principal,Babrara Regier,Barbara Regier
1658.district,TUTTLE                       ,TUTTLE                        
1282.principalemail,mmkenzie@pocola.k12.ok.us,mmckenzie@pocola.k12.ok.us
645.district,HASKELL                       ***,HASKELL                       
403.mailingaddress,PaO Box 257,PO Box 257
825.gradeslowhigh,kPK-08,PK-08
1390.principalemail,gcahst@sallisaw.k12.ok.us,gcast@sallisaw.k12.ok.us
984.county,KIOA       ,KIOWA       
1484.principal,Rya nBlake,Ryan Blake
266.principal,Jann kLedbetter,Jann Ledbetter
1189.gradeslowhigh,9-12,09-12
1232.city,Owaso,Owasso
800.gradeslowhigh,09-k12,09-12
1667.district,UNIO N                        ,UNION                         
750.schoolsite,RONGEY MS                     ***,RONGEY MS                     
1459.telephone,(58)0 244-3281,(580) 244-3281
1123.telephone,(405) 587-v5900,(405) 587-5900
95.mailingaddress,1201 eWst Ninth St,1201 West Ninth St
1151.telephone,(405) 58-78600,(405) 587-8600
237.principalemail,jnix@carnegie.k12.ok.s,jnix@carnegie.k12.ok.us
1241.mailingaddress,PO Box 28,PO Box 278
876.principal,Kevin Yonger,Kevin Younger
504.district,ENID                         ,ENID                          
1119.district,OKLAHOMA CITY z                ,OKLAHOMA CITY                 
1618.mailingaddress,12121 Epast 21st St,12121 East 21st St
1757.principal,Tracy Frepdman,Tracy Fredman
1265.county,CANADIA N   ,CANADIAN    
716.gradeslowhigh,9-12,09-12
1127.statevalue,KO,OK
394.gradeslowhigh,P-04,PK-04
1477.county,OMANCHE    ,COMANCHE    
282.district,CHICKASHA                     ***,CHICKASHA                     
249.district,CATOOSA                       ***,CATOOSA                       
826.statevalue,KO,OK
63.county,ELLIS       ***,ELLIS       
709.statevalue,KO,OK
1000.district,MUSKOGEE                      ***,MUSKOGEE                      
1777.city,Pauls Valey,Pauls Valley
1157.statevalue,sOK,OK
1705.mailingaddress,01 S. Smith,101 S. Smith
786.county,COANCHE    ,COMANCHE    
1229.gradeslowhigh,07-0w7,07-07
793.mailingaddress,908 Northwest 38th St,1908 Northwest 38th St
1182.mailingaddress,3001 Nort hSpencer Road,3001 North Spencer Road
79.district,BARTLESVILLE                 ,BARTLESVILLE                  
1813.gradeslowhigh,g-,-
1117.district,OKLAHOMA CITY                ,OKLAHOMA CITY                 
305.codistcode,66m-I001,66-I001
701.city,Idabl,Idabel
19.mailingaddress,PO oBx 100,PO Box 100
311.schoolsite,CLEORA PUBLIC SCHOOL          ***,CLEORA PUBLIC SCHOOL          
13.gradeslowhigh,0912,09-12
52.mailingaddress,PO Boxi 160,PO Box 160
1772.principalemail,pathesnley@wps.k12.ok.us,pathensley@wps.k12.ok.us
690.county,CHOCTAW    ,CHOCTAW     
208.city,qAda,Ada
1758.codistcode,55-I041***,55-I041
608.codistcode,21-I00f2,21-I002
714.gradeslowhigh,04-5,04-05
859.county,LOVE        ***,LOVE        
418.telephone,(918) 9603-131,(918) 960-3131
585.principalemail,shcreiner@goodwell.k12.ok.us,schreiner@goodwell.k12.ok.us
1030.principalemail,jwilson@newkirk.k12.ok.s,jwilson@newkirk.k12.ok.us
33.codistcode,3-I018,33-I018
56.principalemail,epatty@ardmoreschools.dorg,epatty@ardmoreschools.org
1522.codistcode,11-I35,11-I035
112.county,NOBLE       ***,NOBLE       
1192.county,OKLHOMA    ,OKLAHOMA    
1693.city,Verdemn,Verden
241.principal,Rebecca Webre,Rebecca Weber
651.city,Hawoth,Haworth
729.gradeslowhigh,P-K08,PK-08
49.city,Atlers,Antlers
888.city,Meeker***,Meeker
1788.gradeslowhigh,p-,-
1008.principal,Alisha Suffielwd,Alisha Suffield
1504.county,SEMINOLE    ***,SEMINOLE    
965.codistcode,1-I002,14-I002
892.district,MIAMI                        ,MIAMI                         
1232.principal,Mat tRoberts,Matt Roberts
1017.gradeslowhigh,091-2,09-12
798.telephone,(580) 585-6v416,(580) 585-6416
42.telephone,(405) 24-4017,(405) 224-4017
965.district,MOORE                       n  ,MOORE                         
232.gradeslowhigh,PK-8,PK-08
1080.telephone,(40) 263-7212,(405) 263-7212
336.gradeslowhigh,07-80,07-08
1048.mailingaddress,728 South Flood vAe,728 South Flood Ave
1558.district,TULA                         ,TULSA                         
686.county,TEAS       ,TEXAS       
1771.statevalue,wOK,OK
1452.city,Skiatofok,Skiatook
153.gradeslowhigh,***,-
1680.mailingaddress,8506 E 61 ySt,8506 E 61 St
120.gradeslowhigh,4-06,04-06
1654.codistcode,03I-019,03-I019
1012.district,MUSTANG              c         ,MUSTANG                       
821.district,LOCUST GROVE                 ,LOCUST GROVE                  
55.mailingaddress,PO Box 170z9,PO Box 1709
1094.statevalue,lOK,OK
1128.codistcode,5k5-I089,55-I089
924.county,OKLAHOMA   ,OKLAHOMA    
100.principal,Kye Payene,Kye Payne
1232.schoolsite,OWASSO HS                     ***,OWASSO HS                     
12.county,MAYES       ***,MAYES       
1418.schoolsite,SAYRE HS            v          ,SAYRE HS                      
1321.district,PURCELL                  t     ,PURCELL                       
759.mailingaddress,OP Box 370,PO Box 370
1130.principal,Lana Lewtis,Lana Lewis
755.telephone,(450) 375-6607,(405) 375-6607
992.gradeslowhigh,***,-
1169.statevalue,eOK,OK
842.county,POTaTAWATOMIE,POTTAWATOMIE
1333.principalemail,kmclaughli@putnamcityschools.org,kmclaughlin@putnamcityschools.org
608.principal,Renaes Dozier,Renae Dozier
1543.county,USTER      ,CUSTER      
1627.mailingaddress,6h960 East 21st St,6960 East 21st St
594.city,Weleetak,Weleetka
510.schoolsite,MEERSON MS                    ,EMERSON MS                    
800.district,LAWTON                        ***,LAWTON                        
519.principalemail,bglewis@eufaual.k12.ok.us,bglewis@eufaula.k12.ok.us
1710.codistcode,3-I019,73-I019
1198.principal,Breda Taylor,Brenda Taylor
108.schoolsite,BETHEL MS                     ***,BETHEL MS                     
167.codistcode,72-I00g3,72-I003
1776.statevalue,KO,OK
1206.county,OKMULGEE    ***,OKMULGEE    
121.codistcode,7-2I004,72-I004
1616.statevalue,OnK,OK
605.statevalue,K,OK
453.gradeslowhigh,PK0-5,PK-05
1341.principal,Keeley Frayser***,Keeley Frayser
845.county,MASHALL    ,MARSHALL    
1540.principalemail,kayrla.yates@texhoma61.net,kayla.yates@texhoma61.net
1136.district,OKLAHOMA CITY                 ***,OKLAHOMA CITY                 
1114.telephone,(405) 587-51v00,(405) 587-5100
1163.statevalue,KO,OK
1257.city,Pekins,Perkins
1492.gradeslowhigh,PKa-04,PK-04
734.principalemail,mdolezal@kellyvilleschoos.org,mdolezal@kellyvilleschools.org
236.codistcode,08-0I33,08-I033
697.schoolsite,HYDRO-EAKLY ES         m       ,HYDRO-EAKLY ES                
688.district,HOWE                         ,HOWE                          
1670.principalemail,harper.qbethany@unionps.org,harper.bethany@unionps.org
990.principal,tSeve Page,Steve Page
109.telephone,(4w05) 273-3633,(405) 273-3633
1100.principal,LynnVaughn,Lynn Vaughn
1779.mailingaddress,OP Box 150,PO Box 150
523.principal,Jrry Johnson,Jerry Johnson
232.principalemail,gilchrists@cantlon.k12.ok.us,gilchrists@canton.k12.ok.us
1551.principalemail,chook@tisomingo.k12.ok.us,chook@tishomingo.k12.ok.us
1072.principal,Paulaq Parrott,Paula Parrott
1184.codistcode,55I089,55-I089
1101.principal,Sanra Lambert,Sandra Lambert
430.county,STEPHENSd    ,STEPHENS    
1690.county,StTEPHENS    ,STEPHENS    
1790.mailingaddress,01 Logan St,201 Logan St
158.statevalue,OsK,OK
199.codistcode,02I001,02-I001
716.statevalue,K,OK
343.telephone,(91) 675-4343,(918) 675-4343
1540.mailingaddress,PO wBox 648,PO Box 648
435.principalemail,dewey.ievy@duncanps.org,dewey.ivey@duncanps.org
622.district,GUYMON                        ***,GUYMON                        
1280.principal,Alicia Odonnell,Alicia O'donnell
26.principal,Dawna Watkis,Dawna Watkins
1072.principalemail,pparrot@oakdale.org,pparrott@oakdale.org
359.mailingaddress,PO Bx 550,PO Box 550
659.county,KINGFISHER ,KINGFISHER  
265.codistcode,16-I13l2,16-I132
1339.district,PUTNAM CITY              h     ,PUTNAM CITY                   
1351.county,OTTAWA      ***,OTTAWA      
1363.city,Ringlinsg,Ringling
1177.statevalue,KO,OK
1704.mailingaddress,101S . Smith,101 S. Smith
887.schoolsite,MEoEKER ES                     ,MEEKER ES                     
123.city,ixby,Bixby
857.mailingaddress,uPO Box 289,PO Box 289
208.schoolsite,BYNG HS                       ***,BYNG HS                       
834.county,CADDO       ***,CADDO       
435.principal,WadeHampton,Wade Hampton
1484.schoolsite,SANGER RIDGE ES               ,SANGRE RIDGE ES               
539.county,EBAVER      ,BEAVER      
1643.codistcode,72-Eb018,72-E018
1299.county,MSKOGEE    ,MUSKOGEE    
1083.principal,Yunus Bicxici,Yunus Bicici
993.district,MUSKOGEE                     ,MUSKOGEE                      
1029.principalemail,bstantn@newirk.k12.ok.us,bstanton@newirk.k12.ok.us
519.statevalue,KO,OK
1366.principalemail,pmapels@ringwood.k12.ok.us,pmaples@ringwood.k12.ok.us
577.mailingaddress,00 West Main St,800 West Main St
470.county,OKLHAOMA    ,OKLAHOMA    
939.principalemail,denaatylor@mooreschools.com,denataylor@mooreschools.com
1262.schoolsite,PERRY HS                     ,PERRY HS                      
1810.mailingaddress,PO Bhox 700,PO Box 700
271.county,ROGERrS      ,ROGERS      
1688.gradeslowhigh,PKy-08,PK-08
423.district,DRUMMON D                     ,DRUMMOND                      
1624.telephone,(918) 833-8400***,(918) 833-8400
877.schoolsite,PUTERBAUGH MS                ,PUTERBAUGH MS                 
728.schoolsite,JONES S                      ,JONES HS                      
198.statevalue,KO,OK
1003.gradeslowhigh,07-0z8,07-08
759.district,KINGSTON                 r     ,KINGSTON                      
1215.district,OOOLGAH-TALALA                ,OOLOGAH-TALALA                
969.codistcode,14I002,14-I002
692.city,Hguo,Hugo
361.mailingaddress,PO Box 87,PO Box 287
1177.mailingaddress,12201 Norht Portland Ave,12201 North Portland Ave
1387.telephone,(918) 434-53n47,(918) 434-5347
1396.statevalue,KO,OK
1534.codistcode,63I-092,63-I092
1377.mailingaddress,300 Ranger Bvd,300 Ranger Blvd
414.principal,Debby Custr,Debby Custer
175.principalemail,sstrow@baschols.org,sstrow@baschools.org
1828.district,ZANEIS    j                    ,ZANEIS                        
818.mailingaddress,2000 168thd Ave Northeast,2000 168th Ave Northeast
25.principalemail,mjames@allen.k12o.k.us,mjames@allen.k12.ok.us
1208.district,OKTAHA                        ***,OKTAHA                        
1429.telephone,(80) 393-2112,(580) 393-2112
90.city,Okekmah,Okemah
154.county,STEPHEyNS    ,STEPHENS    
655.city,Healdon,Healdton
1197.county,OKLAHOMaA    ,OKLAHOMA    
745.mailingaddress,O Box 47,PO Box 47
882.schoolsite,CMLOUD ES                     ,MCLOUD ES                     
956.district,MOORE                    n     ,MOORE                         
1701.gradeslowhigh,0912,09-12
1052.county,CLEVELAND   ***,CLEVELAND   
200.city,Buns Flat,Burns Flat
1259.city,Perins,Perkins
833.statevalue,OlK,OK
819.county,LEVELAND   ,CLEVELAND   
1506.statevalue,K,OK
1663.district,TYRONE                       ,TYRONE                        
815.county,GARVlIN      ,GARVIN      
1761.district,WESTERN HEIGHTS              ,WESTERN HEIGHTS               
1475.telephone,(580) 653-247z1,(580) 653-2471
14.city,Afon,Afton
168.codistcode,7-I003,72-I003
28.principalemail,acnderson@altusps.com,canderson@altusps.com
1430.schoolsite,SEQUYOAH ES                   ,SEQUOYAH ES                   
1735.principalemail,dspradli@waurikaschools.org,dspradlin@waurikaschools.org
217.county,BRYN       ,BRYAN       
1588.codistcode,72-I001***,72-I001
1812.county,PAYN E      ,PAYNE       
1079.principalemail,friesenr@okarche.12.ok.us,friesenr@okarche.k12.ok.us
1561.schoolsite,CARNEGIEl ES                   ,CARNEGIE ES                   
1245.statevalue,OoK,OK
609.district,GROVE        n                 ,GROVE                         
946.principalemail,chrisitolstad@mooreschools.com,christiolstad@mooreschools.com
1107.principal,Rond aHamilton,Ronda Hamilton
1149.schoolsite,SHIDLER ES                    ***,SHIDLER ES                    
990.schoolsite,MULDROW HS        w            ,MULDROW HS                    
998.district,MUSKOGEE                      ***,MUSKOGEE                      
279.statevalue,K,OK
220.gradeslowhigh,9-12,09-12
579.codistcode,60-I011,60-I101
638.telephone,(405) 454-62z01,(405) 454-6201
1634.city,kTulsa,Tulsa
1230.county,TULSA       ***,TULSA       
1150.district,OKLAHOMA CITY                ,OKLAHOMA CITY                 
740.statevalue,vOK,OK
451.county,OKLAHOMA    ***,OKLAHOMA    
210.principalemail,ssamplercache.k12.ok.us,ssampler@cache.k12.ok.us
146.county,CHOCTAwW     ,CHOCTAW     
321.codistcode,15v-I001,15-I001
386.principalemail,kabbott@daivdson.k12.ok.us,kabbott@davidson.k12.ok.us
1809.district,WYNNEWOOD                     ***,WYNNEWOOD                     
168.gradeslowhigh,K-05,KG-05
1500.principal,Tracy Felna,Tracy Felan
1719.principal,Max Rwoland,Max Rowland
358.codistcode,73-I071,73-I017
653.mailingaddress,P OBox 490,PO Box 490
1372.principalemail,jcartwright@rockcreekisdnet,jcartwright@rockcreekisd.net
822.schoolsite,LOCUST GROVE UPPE ES         ,LOCUST GROVE UPPER ES         
1600.principal,Candace Stnie,Candace Stine
12.mailingaddress,PO oBx 197,PO Box 197
1186.district,OKLAHOMA CnITY                 ,OKLAHOMA CITY                 
1209.codistcode,15-I008,51-I008
1257.county,PYANE       ,PAYNE       
300.telephone,(918) 47-65912,(918) 476-5912
453.mailingaddress,2801 South Rankn St,2801 South Rankin St
1424.telephone,405) 382-1431,(405) 382-1431
499.principal,Chris Smmith,Chris Smith
1318.district,PURCELL                       ***,PURCELL                       
1384.district,RYAN                          ***,RYAN                          
386.telephone,(80) 568-2511,(580) 568-2511
59.principal,James Faley,James Falvey
1256.principal,Bobby Smima,Bobby Simma
1387.principal,Kyle pFowler,Kyle Fowler
917.mailingaddress,2211 S. Mdwest Blvd.,2211 S. Midwest Blvd.
204.codistcode,62-I061,62-I016
1656.county,PUSHMtATAHA  ,PUSHMATAHA  
1030.schoolsite,NEWKIRK SM                    ,NEWKIRK MS                    
406.principalemail,jkilhoffer@dewar.k1.ok.us,jkilhoffer@dewar.k12.ok.us
605.principalemail,sbarens@ridgerunners.net,sbarnes@ridgerunners.net
702.county,MCCURTANI   ,MCCURTAIN   
1255.principal,Caroyn Robbins,Carolyn Robbins
173.principalemail,jotson@baschools.org,jdotson@baschools.org
255.telephone,(91)8 775-2216,(918) 775-2216
969.principal,Mhark Hunt,Mark Hunt
1195.principalemail,tshepherd@connectionseducation.cuom,tshepherd@connectionseducation.com
542.city,FortC obb,Fort Cobb
1655.principal,harles Graham,Charles Graham
1344.codistcode,5b5-I001,55-I001
916.county,OKLAHOMAh    ,OKLAHOMA    
599.codistcode,69-C0w82,69-C082
1601.schoolsite,SALK SE                       ,SALK ES                       
460.codistcode,55-012,55-I012
1082.city,bOkay,Okay
1344.district,PUTNAM ICTY                   ,PUTNAM CITY                   
68.statevalue,K,OK
66.telephone,(405) 78-42331,(405) 784-2331
1794.principalemail,rrogers@woodlalnd.k12.ok.us,rrogers@woodland.k12.ok.us
1608.codistcode,7-2I001,72-I001
1579.county,TULSA      ,TULSA       
1384.statevalue,K,OK
638.county,OKLAHOMA   ,OKLAHOMA    
1193.codistcode,55-089,55-I089
761.county,HASKELL x    ,HASKELL     
615.statevalue,mOK,OK
774.mailingaddress,1392 5County Road 1560,13925 County Road 1560
1159.schoolsite,WILSON ES                  d   ,WILSON ES                     
1243.mailingaddress,PO Bo 780,PO Box 780
561.city,Feredom,Freedom
1699.principal,Kathyo Wingo,Kathy Wingo
781.district,LAWTON                      w  ,LAWTON                        
1702.telephone,(580)y 995-4252,(580) 995-4252
1688.county,SEMNIOLE    ,SEMINOLE    
282.principal,Dan Turzner,Dan Turner
1357.county,OHNSTON    ,JOHNSTON    
1746.city,Webbers aFlls,Webbers Falls
473.schoolsite,SANTA FE HS                   ***,SANTA FE HS                   
1204.city,Okmulngee,Okmulgee
886.gradeslowhigh,x09-12,09-12
249.schoolsite,CATOSA HS                    ,CATOOSA HS                    
1568.gradeslowhigh,PK-pKG,PK-KG
1313.gradeslowhigh,P-K06,PK-06
1549.mailingaddress,PO Bo x340,PO Box 340
106.gradeslowhigh,091-2,09-12
1175.telephone,(405)587-7900,(405) 587-7900
729.district,JUSTICE                       ***,JUSTICE                       
1776.gradeslowhigh,PK-80,PK-08
898.statevalue,KO,OK
451.mailingaddress,501 Weust Hurd St,501 West Hurd St
139.statevalue,K,OK
117.gradeslowhigh,PKe-03,PK-03
1432.county,ROGERS     ,ROGERS      
1531.schoolsite,KROUCH ES     c                ,KROUCH ES                     
671.telephone,(580) 72-65665,(580) 726-5665
778.telephone,(580) 536-606,(580) 536-6006
882.county,POTTkAWATOMIE,POTTAWATOMIE
1786.principalemail,glabeth@wilson.k12.olk.us,glabeth@wilson.k12.ok.us
135.schoolsite,BLUEJACnKET HS                 ,BLUEJACKET HS                 
686.telephone,(580 )652-2463,(580) 652-2463
884.schoolsite,MCLOUD HS                     ***,MCLOUD HS                     
255.principal,Beverl yCawhorn,Beverly Cawhorn
1799.codistcode,77-001,77-I001
1069.mailingaddress,700 WestOsage Ave,700 West Osage Ave
409.codistcode,74-I07,74-I007
487.mailingaddress,222 West Broadwa Ave,222 West Broadway Ave
1221.gradeslowhigh,PK-0t5,PK-05
670.city,iHnton,Hinton
1157.district,OKLAHOMACITY                 ,OKLAHOMA CITY                 
707.mailingaddress,PzO Box 119,PO Box 119
118.gradeslowhigh,K-03,PK-03
563.district,FRINK-CHAMBERS          g      ,FRINK-CHAMBERS                
1768.statevalue,K,OK
363.county,LOGAN       ***,LOGAN       
1603.mailingaddress,2940 South i90th East Ave,2940 South 90th East Ave
1594.gradeslowhigh,PK0-6,PK-06
1779.schoolsite,WHITESBORO ES              w   ,WHITESBORO ES                 
1591.codistcode,y72-I001,72-I001
1626.schoolsite,THOMAS EDISOoN PREPARATORY HS  ,THOMAS EDISON PREPARATORY HS  
547.codistcode,7-I005,77-I005
1356.principal,NeilB irchfield,Neil Birchfield
636.gradeslowhigh,PK-80,PK-08
914.principal,iMchael Becker,Michael Becker
424.schoolsite,BRADLEY ES                   ,BRADLEY ES                    
