OBJECTID,GlobalID,VRM_ID,LUP_ID,LUP_NM,VRM_CLASS,DSGNTN_SRCE,DSGNTN_RSN,ADMIN_ST,ADM_UNIT_CD,COORD_SRC_TYPE,COORD_SRC2,GIS_ACRES,AZ_DSTRBTE_EXTRNL_CODE,Shape__Area,Shape__Length
600,{515F307C-E5A9-4E32-8120-7CDEBD190A57}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,155.68854602,,630049.192338275,3996.81748454003
601,{0629C8E5-9594-4634-9775-048FDFA07606}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,150.61259027,,609507.52824013,3124.14787801699
602,{775A334D-19B5-490E-878B-0E0CEB2F3822}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,240.03869581,,971402.137774075,4831.21404248849
603,{CE4C24A6-4442-4579-A588-5C759BDE9F8C}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,39.64102719,,160421.54547779,1602.21224114893
604,{3AF79CDB-DC11-45BF-93EC-2A0FC259D884}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,234.75450736,,950017.78578246,5673.52149839374
605,{9C681A4D-1EEA-4608-9D18-2D7BA1FF1D8C}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,25257.6900535,,102214245.208004,125882.214141953
606,{2B156BDC-5FC8-49CC-B873-83871DB1FD3B}, , , ,IV , , ,AZ,AZP02000,UNK,,34479.24203944,,139532542.086811,80010.0331887505
607,{CD0D98F2-EF0A-4D1A-A180-7257DA177EC2}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,1706.05307413,,6904151.84001385,12012.2694566307
608,{B68FB822-30D7-481B-A575-0C517227ED05}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,154.79379062,,626428.245708865,3166.28111103902
609,{7EE52026-EBD5-40E6-8261-5D3F0E64A4FF}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,160.28019407,,648630.932763985,4025.80425170939
610,{DAAFBF69-AADE-4769-9FDF-05AC8AC6FC5A}, , , ,IV , , ,AZ,AZP02000,UNK,,24750.63720953,,100162275.149882,97807.8731264741
611,{7083DDAA-B2E9-439D-89B5-94C5CA592516}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,496.61582428,,2009732.93795154,6520.94561192761
612,{DA3EFE66-B9D2-48B5-AF83-9D8E447D3B2A}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,9.11484681,,36886.47636253,768.872820027906
613,{63FB7CD4-6D48-4022-BB71-899505D73856}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,74.38977356,,301044.732905635,3397.38285697292
614,{8657B07C-7671-4087-A1A8-D100D83332B4}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,1.5663686,,6338.86884703,329.651812948349
615,{97F3BAAA-80FE-4D35-9297-E2089643D2AF}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,9.37908726,,37955.819530185,779.383780937002
616,{C8D52BA0-437F-4054-A3B8-C3EAFB412847}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,67.88021407,,274701.480249855,2395.94610911544
617,{41B8D1CE-C6E8-41BD-BFAF-325C0C3EF727}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,4.28713072,,17349.402505105,567.584317419583
618,{550E12DF-54DE-4E28-AC50-36BEEBB4C9B6}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,394.13464288,,1595006.31081606,6411.74721386612
619,{BF30BD98-0F80-4673-B395-49134FECCE67}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,80.05399879,,323967.039126175,2441.06827219186
620,{5B40F886-727C-48B3-8D35-409CD997F477}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,587.22026665,,2376396.10747421,12975.7623711108
621,{8CD36731-45C2-40D4-8CF8-0F04BB13B4EB}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,14.35659966,,58099.097550495,966.06099681854
622,{5B4AF805-6CD9-404E-9629-8B1B3045101C}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,8.60119036,,34807.782458065,746.393244859917
623,{58D8B963-8EFE-43B7-AD73-B94C00EFE8ED}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,412.52139533,,1669414.85805254,11280.9580100203
624,{24DEAA45-8898-448A-9B08-BBAF25EC1A17}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,134.74684683,,545301.14250211,3827.74775921571
625,{CB2B1595-2F2B-494C-83BD-CD15FDF04AC3}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,152.65445965,,617770.680424955,3572.84640262469
626,{C221725D-8ACA-4AE4-9F20-46D270E24577}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,42.85547434,,173429.95157052,3215.28038093809
627,{36B34850-2AA4-4517-B453-83D713892C91}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,6.74947231,,27314.145357435,689.418555161956
628,{BD49AEAC-6EB2-44B9-97FD-F5C7BDF57F36}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,18.27553867,,73958.48103796,1137.07998255274
629,{6256CE54-0319-4D08-8301-DC429BBBF470}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,36.66571073,,148380.866952285,1541.31207840496
630,{C150EF71-DCE0-49F5-B11B-7A1FBC14AAA6}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,3.79664644,,15364.48302003,540.974818488155
631,{B21F81BA-19F5-4BD0-BB3C-2CFAB84087D9}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,55.68338457,,225342.66247786,3062.20767281799
632,{5639D9F2-1E17-4B06-8938-DBE3C6D88CD5}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,236.2212296,,955953.4001199,8123.91550670272
633,{88DA1F4F-8D0F-45C0-817E-8E4A9B839B25}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,216.07624038,,874429.521101525,5413.83164971442
634,{21600205-0423-419D-8E84-BADEF99CF397}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,31.70668644,,128312.40763731,1526.00040927846
635,{A00EA2A7-79B2-4718-9E82-949BC84ED73F}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,7.66509176,,31019.52580236,777.921785388939
636,{060D25BE-877E-452C-905E-38890B7352F2}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,3.42460296,,13858.876489325,492.884914960044
637,{F78DD8BF-ED1C-415C-9919-7A042937DFE5}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,2606.45333712,,10547942.4270036,37368.364759292
638,{E14B2517-BE9D-4886-9585-56422403151F}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,18.50217061,,74875.62796681,1408.15586222952
639,{EA377D3F-7B67-43B7-86BF-F7719D8552F4}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,69.60987211,,281701.15799058,2250.89262318456
640,{E7236621-66EC-4231-8DB6-3898E87AF7F5}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,238.0983108,,963549.678218625,4006.50962304483
641,{6C1CD753-C558-4FE8-8354-5125D9B6A70F}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,1.00057905,,4049.19976714,320.007125037274
642,{BEDDFDE1-4B7E-400C-A934-19831A589BEC}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,311.69808547,,1261397.39903581,4774.53884725087
643,{CD457D1D-5FCD-4AA0-9335-30F33D17D88A}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,496.65837106,,2009905.11865511,8161.85417164921
644,{F551C3BC-01CA-4A21-B239-322364F47C24}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,35.16020694,,142288.309250435,1783.7077123648
645,{B4984030-152E-4A81-96EC-13F750BAC607}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,27.86425114,,112762.62369562,1830.34402373979
646,{A66738D6-123B-4961-AEA8-8BD637AD5673}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,1381.65294925,,5591351.11121888,21262.4351153947
647,{A67A3644-375D-4326-B296-20790CB4F270}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,10.07377556,,40767.123331665,1125.25744134574
648,{4412AEF0-64B7-4D7C-B6DF-4F7A49E03B36}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,180.68224726,,731195.11273139,3815.03861729693
649,{BB506D3E-9DF8-4579-B860-DF08250EA7D1}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,720.72896544,,2916686.64260974,14765.2443254061
650,{69B7B9BC-847B-4E90-A32E-490B7CB18808}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,159.98829298,,647449.65096021,3218.85928316045
651,{B9206DCD-B678-443F-AB10-461953340F93}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,21677.5023181,,87725739.4776152,102781.21550114
652,{27F41939-1D3E-41F8-90AE-C63EFE7FDF49}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,643.1225837,,2602624.75825514,6453.14332439931
653,{EF961C20-6BE0-4772-A908-D37AE72A5776}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,118.52485545,,479653.07249468,3796.71783142332
654,{85D170D0-F9FA-46FE-8182-0D08CDDF25C3}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP01000,UNK,,16.28977342,,65922.37419633,1779.99270361877
655,{99B58B99-F2D6-40BE-8910-AF5977643510}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP01000,UNK,,284.86617845,,1152812.52376514,4685.75545343079
656,{A59C7DB2-6B95-475F-838E-7444BEB054B4}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,640.04719702,,2590179.10990495,6433.63038095071
657,{7AECF4D6-9887-41AE-9F54-04F790E74688}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,III , , ,AZ,AZP02000,UNK,,2410.36605975,,9754405.36924172,23444.9308294763
658,{8345DBFA-77A7-463A-A75C-3E4C5100A48C}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,429.64591973,,1738715.34963366,6054.65650113336
659,{F150C396-333D-4D1B-99C9-A006778B479A}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,IV , , ,AZ,AZP02000,UNK,,79.15674828,,320335.99515,2414.15062274177
660,{10FDFD49-D36A-4DEC-891C-7698E3CB6F26}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,I , , ,AZ,AZP02000,UNK,,34308.56650028,,138841842.685001,69026.577032638
661,{B9E85E73-4FA5-4482-AF20-E46612A4FF89}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,I , , ,AZ,AZP02000,UNK,,60424.41412327,,244528928.364503,89099.911855581
662,{C3B61B16-44C3-417C-8ADC-2C760C2EC212}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,I , , ,AZ,AZP02000,UNK,,64227.65952476,,259920116.443498,106506.450181485
663,{407F8B75-0DF8-4D7F-8F27-002F573BD12B}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,2.27488381,,9206.128150115,547.583876703025
664,{D13EF0F4-36E3-43A8-AF9C-CFA31FF5A1CE}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,25.24844219,,102176.82042358,2296.75931756415
665,{D99E71BF-C906-40CB-96C2-E73B80E19EB0}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,49.72883288,,201245.446736255,1833.08672569931
666,{BA5C062F-A51B-4EB7-9564-D64B591E85AB}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,19.74919361,,79922.150982845,2592.43177017601
667,{EF294BEF-27FD-42BC-AD8F-0176C173E8F3}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,9.10773337,,36857.689270585,1066.67493971425
668,{36FC0A59-BE16-4208-870C-4F7BCC6B8E92}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,3.55678689,,14393.805876025,715.204396177723
669,{1BF594B1-8EA0-4C1F-8BB7-766578114E01}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.93509832,,3784.208622435,653.530491046259
670,{FDA9FC57-C412-4FC9-B0FD-016064080642}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,5462.37208221,,22105435.5424328,31593.0360724019
671,{309A8F9C-7F4F-47E2-BDE1-59644B5980D2}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,2.98202585,,12067.830451795,530.389338201293
672,{1ACBFB1D-011F-49EE-AE09-A18EF4781898}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,60.82003993,,246129.96919764,1967.87033249974
673,{49583F4E-45A6-4AEA-820C-4E6361F3C935}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,12516.34601831,,50651855.2691917,77726.3277194063
674,{0135C97C-7376-4E7A-9DB4-507EB8AC54BC}, , , ,II , , ,AZ,AZP02000,UNK,,303.68560639,,1228972.04661589,8465.83170696984
675,{41C45C71-F35D-46A3-AA7F-9CE90585DECF}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.54742378,,2215.3454495,1388.61166232726
676,{58064E5F-8BA6-4A98-98D8-C74F409B55A4}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,157730.87562919,,638314207.050747,245036.42158266
677,{7D2B4B63-5CF4-4F28-BDC1-8AE4457FDC36}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,1.3473278,,5452.442165675,3311.56723794268
678,{D8A4701E-D1B4-4590-BEFF-9900C42AB39F}, , , ,II , , ,AZ,AZP02000,UNK,,0.03989611,,161.453811395,1674.60323448591
679,{5A469E2A-C744-4338-857D-3677FE8E164F}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,6573.04839514,,26600183.1126092,30122.4502211798
680,{3F350A87-FBF9-43C7-8EC6-5CFF4EF24C38}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,231.00939356,,934861.84797099,6329.91413513801
681,{E6E9C146-3F1B-4A5A-9EC9-4961B0D2B632}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,21471.90648854,,86893722.6743293,81915.4497471153
682,{3C071BAF-8DAD-4963-ADB8-B413EF26CCBA}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,10.80031221,,43707.31282357,2274.73028066912
683,{ACED44F3-985E-4D52-95E1-24DE19C39D6D}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00475971,,19.261859775,2258.33593422331
684,{F13C670E-D112-4678-8929-C8044F6E77A5}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,16.53347918,,66908.61641068,4006.77047260803
685,{0BD4DE93-8572-4355-AB6F-90F0781056B4}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.16089262,,651.109350365,120.387055117649
686,{04609802-50CD-4F47-921B-108C20DAABB5}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00049868,,2.01808725,360.722438160062
687,{147C4858-6A48-47E6-AB85-98578CD8FDB0}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.07418408,,300.21233439,5615.00819895159
688,{52043FCC-A461-4C15-8D3F-18F9053F7367}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00013261,,0.536640035,627.151744776647
689,{41AA47D7-1459-4DAB-92AE-64873714A341}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,33.83384136,,136920.698206915,5463.02860316878
690,{15AC7BF3-3BEB-4AD7-BDB1-E86F57B6FAB2}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.02209211,,89.40358713,684.680411200114
691,{452FBCC7-FD85-4A7E-9965-5109A0E06330}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,10.64050792,,43060.60783297,1457.03848821757
692,{39C37ECD-C8E4-400A-A570-73EF3B2BFABB}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.05551785,,224.67275013,320.773643166978
693,{41D7D664-3ACA-473D-B2DF-9D0BFD1758F9}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00529141,,21.413578585,363.580899192484
694,{CE17C91C-75F3-4899-BBB3-6796522B775C}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,35061.21289239,,141887694.570709,109915.159650553
695,{5915F26A-AB7B-4629-ABE5-F9971498D9EC}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,28.81769381,,116621.06929241,7209.09160828391
696,{B064FAA9-0192-423D-9F77-A177DE8D53B8}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00023579,,0.954190025,854.887914407965
697,{ACE81E28-780B-4A34-9243-28F6571C5CB7}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.03299389,,133.52155562,2705.83008776534
698,{0C19909B-97CD-4F0B-9E9B-D2921C46F393}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.0359114,,145.328280245,648.604016580196
699,{7903F7A5-5580-40CA-B760-3E949BB803CB}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00021013,,0.8503572,561.673468919047
700,{471F5786-7EF3-4078-9FA0-99198C0A862D}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.02778828,,112.45517246,1041.81770787919
701,{A887B3AA-C698-4D70-812C-E0F9C066D263}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.04037221,,163.38052588,1625.83855066539
702,{3D8CC2EE-BC05-44FE-BD44-DE68EC9E60A0}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,41.74648172,,168942.017654175,8639.92525452947
703,{BAD0295F-FBF6-431E-8103-9193DF1B1B84}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00530641,,21.474260505,1033.74045705282
704,{94882969-CF82-4064-9284-021041295226}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.00599615,,24.26554048,748.961107032679
705,{4191DF23-B120-4351-9326-753FF68038AE}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,0.31164012,,1261.16283594,4041.99941990769
706,{5FFDD29B-221A-4BF6-9506-A8A4F26B0A04}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,II , , ,AZ,AZP02000,UNK,,9447.65894275,,38233319.2691263,38894.8114386564
707,{D6C6AC68-B8A1-4C28-9D2A-5C34605492BE}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,4.00888216,,16223.37051194,9754.91982583512
708,{E732A11D-A9FE-45B2-80BE-E3C27469B86B}, , , ,III , , ,AZ,AZP02000,UNK,,0.0018823,,7.617414155,1802.68008903787
709,{7495C8DD-0063-44D7-AA81-9F5FBFFCBFF5}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,7.04615308,,28514.76986482,9565.2781462133
710,{62A32290-3872-4654-AB40-88FB8158DC2D}, , , ,III , , ,AZ,AZP02000,UNK,,0.00041632,,1.68476919,66.3592080730753
711,{4ED38F63-AEC1-45A8-AC08-D1EC4A5B04B8}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,III , , ,AZ,AZP02000,UNK,,8.1e-06,,0.03279837,22.1336659199495
712,{4A67D6F8-59ED-498E-80F0-DAB06926DA90}, , , ,III , , ,AZ,AZP02000,UNK,,0.00163604,,6.620822285,1569.93187754306
713,{E0A63A8D-21F4-45A1-BDA5-73788BD9711B}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00363941,,14.7281739,805.053302081738
714,{B27BE29A-EFF6-4EF7-BCFB-DDF124A931EB}, , , ,III , , ,AZ,AZP02000,UNK,,0.00614362,,24.862341905,800.07305378902
715,{0A81C395-BF2A-4F60-B2D2-BA4DC42F863C}, , , ,III , , ,AZ,AZP02000,UNK,,0.10276357,,415.86943265,2408.97938512832
716,{8DF09318-0756-4B7B-9F17-F83027527819}, , , ,III , , ,AZ,AZP02000,UNK,,0.00856341,,34.654901715,6434.62755699603
717,{7420E795-16A7-4164-92F3-FAE5237D9095}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.52082752,,2107.71418264,3182.73330773426
718,{E785DB0D-7F64-44AA-9A8F-1AB2E0144C0A}, , , ,III , , ,AZ,AZP02000,UNK,,1.05765277,,4280.16892199,3735.551413381
719,{913DEB9A-C0A3-469C-B2A4-DFEA7494591E}, , , ,III , , ,AZ,AZP02000,UNK,,0.27134218,,1098.082832055,1322.21339621042
720,{84509C2D-50D7-4473-A46F-A29575CA8B5B}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,2588.10500356,,10473689.3555121,27010.0535359162
721,{DAC07E02-A89D-4AB0-96CA-48BCA47C0010}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00013628,,0.55149171,689.193270139326
722,{5F35F09C-E447-4B01-8A81-7EC5BDB8808F}, , , ,III , , ,AZ,AZP02000,UNK,,2.83128492,,11457.80357972,11226.5536565184
723,{0E0F9C69-D16A-4AD6-BAC2-43895BB11B72}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00439097,,17.769644165,1743.8251877476
724,{96A7CA67-CF57-44DD-8C54-D014F56B4433}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00027809,,1.1253817,362.363585266572
725,{D0E25662-BABF-4632-91ED-CFE46BC970E9}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00021181,,0.85714955,784.526587872371
726,{3A79A4E5-E3A7-4A5D-A78D-2F6058BCC744}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00103821,,4.20147919,1909.66175691713
727,{CE19A03C-AE4F-4E93-B66C-FE61130BEE59}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,8019.69060161,,32454536.4167813,70393.9920776952
728,{360F9C5B-ADAA-4CA7-93A5-E49AF3E1E112}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,365.4683766,,1478998.04701732,6206.0456145828
729,{06788807-D3D4-4EAE-B00E-C641FB3D9181}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,5415.30459969,,21914960.1984892,61865.4425614413
730,{D9DF8768-9E34-4E87-991F-81229FCE8941}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00574486,,23.24862912,1499.86398728112
731,{FA7B4775-FC27-446B-82A8-B3BF67BFA96A}, , , ,III , , ,AZ,AZP02000,UNK,,0.00310812,,12.578125,1610.11960199747
732,{43009DA6-946B-4723-9FE1-E4176AFBC61B}, , , ,III , , ,AZ,AZP02000,UNK,,0.0728542,,294.830488355,1488.95711716294
733,{C6E45FAD-6663-48F3-B62D-F7945D4C6878}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,III , , ,AZ,AZP02000,UNK,,1e-08,,2.5015e-05,0.0245430112595569
734,{2C7D88ED-F53A-4DFC-A25B-CF28680C0FE7}, ,LUP-AZ-015,Sonoran Desert National Monument Resource Management Plan,III , , ,AZ,AZP02000,UNK,,0.00013263,,0.536749335,29.5863473736366
