907.operativeprocedure,Hinp prosthesis,Hip prosthesis
955.hai,Surgical Siet Infections (SSI),Surgical Site Infections (SSI)
333.facilitytype,"xCommunity, 125-250 Beds","Community, 125-250 Beds"
247.statevalue,Califronia,California
792.county,San Benrardino,San Bernardino
919.yearvalue,2d020H1,2020H1
870.facilityname,Hoa Orthopedic Institute,Hoag Orthopedic Institute
325.statevalue,rCalifornia,California
861.statevalue,alifornia,California
692.facilityname,Zuckrberg San Francisco General Hospital and Trauma Center,Zuckerberg San Francisco General Hospital and Trauma Center
30.yearvalue,2020nH1,2020H1
677.operativeprocedure,Colon suregry,Colon surgery
33.county,Saramento,Sacramento
157.operativeprocedure,Knee protshesis,Knee prosthesis
472.yearvalue,202H1,2020H1
468.county,Sanz Diego,San Diego
1152.yearvalue,202H1,2020H1
512.statevalue,Californika,California
479.operativeprocedure,iAppendix surgery,Appendix surgery
1072.hospitalcategoryriskadjustment,Aicute Care Hospital,Acute Care Hospital
788.operativeprocedure,All procedues,All procedures
1092.hospitalcategoryriskadjustment,Acute CareH ospital,Acute Care Hospital
89.county,Sacramenot,Sacramento
960.operativeprocedure,Gahllbladder surgery,Gallbladder surgery
799.statevalue,Cailfornia,California
1031.hai,Surgical Site Infections (SIS),Surgical Site Infections (SSI)
17.hospitalcategoryriskadjustment,AcuteC are Hospital,Acute Care Hospital
1064.county,Los Agneles,Los Angeles
630.hospitalcategoryriskadjustment,Acutre Care Hospital,Acute Care Hospital
962.statevalue,Caliofrnia,California
57.yearvalue,20y20H1,2020H1
277.yearvalue,2020hH1,2020H1
828.operativeprocedure,Apendix surgery,Appendix surgery
509.facilitytype,"Communitvy, <125 Beds","Community, <125 Beds"
50.yearvalue,220H1,2020H1
831.county,Riversdie,Riverside
1134.hospitalcategoryriskadjustment,Acute Care Hosptal,Acute Care Hospital
1066.hospitalcategoryriskadjustment,Aute Care Hospital,Acute Care Hospital
512.county,Sa Diego,San Diego
596.operativeprocedure,All pocedures,All procedures
80.operativeprocedure,Thocracic surgery,Thoracic surgery
102.operativeprocedure,Appendix sucrgery,Appendix surgery
96.statevalue,Califonria,California
826.hospitalcategoryriskadjustment,cAute Care Hospital,Acute Care Hospital
614.hai,Surgical ite Infections (SSI),Surgical Site Infections (SSI)
583.hai,uSrgical Site Infections (SSI),Surgical Site Infections (SSI)
1039.county,yLos Angeles,Los Angeles
573.facilityname,Bakersfeld Memorial Hospital,Bakersfield Memorial Hospital
59.hospitalcategoryriskadjustment,Acute are Hospital,Acute Care Hospital
44.hai,Surgcal Site Infections (SSI),Surgical Site Infections (SSI)
600.statevalue,Claifornia,California
958.hai,Sugrgical Site Infections (SSI),Surgical Site Infections (SSI)
1101.hai,Surgical Site Infections (SS),Surgical Site Infections (SSI)
578.facilitytype,"Cmomunity, >250 Beds","Community, >250 Beds"
113.county,San Joaquni,San Joaquin
745.operativeprocedure,All procedurse,All procedures
190.facilitytype,ajor Teaching,Major Teaching
499.county,SanD iego,San Diego
617.hospitalcategoryriskadjustment,Acute Care Hrospital,Acute Care Hospital
442.facilityname,"Kaiser Foundtion Hospital, Santa Clara","Kaiser Foundation Hospital, Santa Clara"
102.hai,SurgicalS ite Infections (SSI),Surgical Site Infections (SSI)
762.facilitytype,"Community, 1<25 Beds","Community, <125 Beds"
162.facilitytype,Major Teachingg,Major Teaching
756.county,nMono,Mono
642.operativeprocedure,Gallbladlder surgery,Gallbladder surgery
840.hai,Surgical Site Infectionsu (SSI),Surgical Site Infections (SSI)
962.hai,Surgicalw Site Infections (SSI),Surgical Site Infections (SSI)
625.statevalue,Califonia,California
147.hospitalcategoryriskadjustment,Acute Care Hopsital,Acute Care Hospital
820.facilitytype,"Community, 125-205 Beds","Community, 125-250 Beds"
1022.hai,Surgical Site Infectios (SSI),Surgical Site Infections (SSI)
1021.yearvalue,020H1,2020H1
882.statevalue,Clifornia,California
951.statevalue,Calfornia,California
820.hospitalcategoryriskadjustment,Acutne Care Hospital,Acute Care Hospital
627.county,Ccontra Costa,Contra Costa
895.facilitytype,"Community, 125-25 0Beds","Community, 125-250 Beds"
594.statevalue,Claifornia,California
324.facilityname,rPovidence St. Jude Medical Center,Providence St. Jude Medical Center
1143.statevalue,Caplifornia,California
35.statevalue,Califonria,California
888.facilitytype,Major Teiaching,Major Teaching
703.county,Sa nMateo,San Mateo
86.hospitalcategoryriskadjustment,Acute Care Hzospital,Acute Care Hospital
180.facilityname,Valley Children's Hspital,Valley Children's Hospital
736.facilitytype,Critica Access,Critical Access
448.statevalue,Califrnia,California
1104.operativeprocedure,Cesarean sectino,Cesarean section
984.hai,Srugical Site Infections (SSI),Surgical Site Infections (SSI)
123.statevalue,Califonria,California
818.county,iverside,Riverside
428.facilitytype,Pediatfric,Pediatric
934.facilityname,"Kaiser Foundation Hospial, San Diego","Kaiser Foundation Hospital, San Diego"
333.operativeprocedure,All procuedures,All procedures
63.facilityname,Memorial Medcial Center,Memorial Medical Center
516.hai,Surgwical Site Infections (SSI),Surgical Site Infections (SSI)
874.yearvalue,2020Hl1,2020H1
632.operativeprocedure,Open reduction of ffracture,Open reduction of fracture
853.facilitytype,Major Teachign,Major Teaching
339.facilitytype,Pediatrci,Pediatric
669.county,lameda,Alameda
80.statevalue,Californa,California
517.yearvalue,020H1,2020H1
787.hai,Surgaical Site Infections (SSI),Surgical Site Infections (SSI)
334.facilityname,Anaheim GlobalMedical Center,Anaheim Global Medical Center
828.facilitytype,Major Teahcing,Major Teaching
997.county,Loas Angeles,Los Angeles
1102.county,Los Angelse,Los Angeles
465.hospitalcategoryriskadjustment,Aculte Care Hospital,Acute Care Hospital
339.statevalue,Califorfnia,California
322.facilityname,Providence St. Jue Medical Center,Providence St. Jude Medical Center
967.operativeprocedure,Exploratory adbominal surgery (laparotomy),Exploratory abdominal surgery (laparotomy)
1054.facilitytype,Major eTaching,Major Teaching
713.county,Sniskiyou,Siskiyou
504.county,Sa Diego,San Diego
824.facilitytype,"Communitys, <125 Beds","Community, <125 Beds"
788.hospitalcategoryriskadjustment,Awcute Care Hospital,Acute Care Hospital
1076.facilityname,Providence Little Company of Mary Medical Centr Torrance,Providence Little Company of Mary Medical Center Torrance
1041.facilitytype,Major Teachnig,Major Teaching
754.operativeprocedure,All proceduroes,All procedures
459.county,Sna Diego,San Diego
500.yearvalue,200H1,2020H1
570.hospitalcategoryriskadjustment,Aute Care Hospital,Acute Care Hospital
318.hospitalcategoryriskadjustment,Acute Care Hospitakl,Acute Care Hospital
914.hospitalcategoryriskadjustment,Acue Care Hospital,Acute Care Hospital
1176.statevalue,Callifornia,California
223.yearvalue,202y0H1,2020H1
369.facilitytype,"Commuinty, <125 Beds","Community, <125 Beds"
1039.facilitytype,"Commnity, >250 Beds","Community, >250 Beds"
892.hai,Surgical iSte Infections (SSI),Surgical Site Infections (SSI)
871.facilitytype,"Commuynity, 125-250 Beds","Community, 125-250 Beds"
407.hai,Surgical Site Infecions (SSI),Surgical Site Infections (SSI)
515.facilitytype,Major Teachineg,Major Teaching
1029.county,Loss Angeles,Los Angeles
1098.operativeprocedure,Appendix surgery***,Appendix surgery
670.facilityname,Providence Santa oRsa Memorial Hospital,Providence Santa Rosa Memorial Hospital
259.facilityname,Children's Hospital of Orange Cogunty,Children's Hospital of Orange County
416.operativeprocedure,Rectal csurgery,Rectal surgery
699.facilitytype,Majo rTeaching,Major Teaching
349.hospitalcategoryriskadjustment,cute Care Hospital,Acute Care Hospital
686.hospitalcategoryriskadjustment,Acutke Care Hospital,Acute Care Hospital
700.facilityname,"California Pacifi Medical Center, Van Ness Campus","California Pacific Medical Center, Van Ness Campus"
1035.facilityname,Provdience Holy Cross Medical Center,Providence Holy Cross Medical Center
711.statevalue,Caliifornia,California
354.facilityname,Community Hospial of The Monterey Peninsula,Community Hospital of The Monterey Peninsula
218.hai,Surgical Siteb Infections (SSI),Surgical Site Infections (SSI)
444.county,Santa Claar,Santa Clara
655.operativeprocedure,All proecdures,All procedures
203.operativeprocedure,pen reduction of fracture,Open reduction of fracture
811.facilityname,Desert Reginoal Medical Center,Desert Regional Medical Center
1116.county,LosAngeles,Los Angeles
397.statevalue,Califorina,California
365.county,Monteery,Monterey
446.statevalue,Califoernia,California
364.statevalue,Calfiornia,California
701.statevalue,Califonia,California
858.hai,Surgical Site bInfections (SSI),Surgical Site Infections (SSI)
314.hai,Surgical Site Infections (SI),Surgical Site Infections (SSI)
587.county,ern,Kern
146.statevalue,fCalifornia,California
523.operativeprocedure,Ceasrean section,Cesarean section
453.statevalue,aClifornia,California
1152.county,Los Angelse,Los Angeles
188.operativeprocedure,Cesarean sectino,Cesarean section
897.facilitytype,"Community, 125-50 Beds","Community, 125-250 Beds"
560.facilityname,"ProvidenceS t. Joseph Hospital, Eureka","Providence St. Joseph Hospital, Eureka"
192.county,Vntura,Ventura
523.hai,Surgicmal Site Infections (SSI),Surgical Site Infections (SSI)
839.hai,Surgical bSite Infections (SSI),Surgical Site Infections (SSI)
1130.operativeprocedure,Cesaran section,Cesarean section
1118.operativeprocedure,Open reduction f fracture,Open reduction of fracture
891.statevalue,Califoria,California
567.county,Sonomra,Sonoma
361.facilityname,Dmoinican Hospital,Dominican Hospital
663.facilityname,rSan Ramon Regional Medical Center,San Ramon Regional Medical Center
880.county,Sa Diego,San Diego
153.statevalue,Cablifornia,California
685.county,an Mateo,San Mateo
690.facilityname,Zuckerberg San Francisco General Hosptial and Trauma Center,Zuckerberg San Francisco General Hospital and Trauma Center
555.hai,Surgical Site Infetions (SSI),Surgical Site Infections (SSI)
1073.hospitalcategoryriskadjustment,Actue Care Hospital,Acute Care Hospital
1170.operativeprocedure,Appendixs urgery,Appendix surgery
383.operativeprocedure,Appendix surgry,Appendix surgery
651.yearvalue,020H1,2020H1
848.facilitytype,Major uTeaching,Major Teaching
697.yearvalue,20201H,2020H1
216.hai,Surgical Site Infections( SSI),Surgical Site Infections (SSI)
370.operativeprocedure,Appendixsurgery,Appendix surgery
349.operativeprocedure,Open reduction pof fracture,Open reduction of fracture
813.county,Riversie,Riverside
1027.facilitytype,"Community, >250 eBds","Community, >250 Beds"
1188.operativeprocedure,Small bowel surgey,Small bowel surgery
645.hospitalcategoryriskadjustment,Acute Care Hospitla,Acute Care Hospital
128.hai,Surgical Site nInfections (SSI),Surgical Site Infections (SSI)
391.operativeprocedure,Laminetomy,Laminectomy
67.facilitytype,"Community, >50 Beds","Community, >250 Beds"
891.hai,Surgical Siste Infections (SSI),Surgical Site Infections (SSI)
781.yearvalue,2020oH1,2020H1
305.operativeprocedure,Gallbladdrer surgery,Gallbladder surgery
1034.statevalue,Califonria,California
65.operativeprocedure,Exploratory abdominal surgery (laarotomy),Exploratory abdominal surgery (laparotomy)
927.facilitytype,aMjor Teaching,Major Teaching
973.facilityname,Huntington Hospiatl,Huntington Hospital
726.hai,Surgicawl Site Infections (SSI),Surgical Site Infections (SSI)
999.facilityname,SanG abriel Valley Medical Center,San Gabriel Valley Medical Center
446.hospitalcategoryriskadjustment,Acute zCare Hospital,Acute Care Hospital
151.hospitalcategoryriskadjustment,Acute Care Hopital,Acute Care Hospital
1085.facilityname,Providence Cedars-Sinai Tarzana Medical Centre,Providence Cedars-Sinai Tarzana Medical Center
594.yearvalue,s2020H1,2020H1
1124.county,Los Anegles,Los Angeles
1003.operativeprocedure,Appednix surgery,Appendix surgery
596.county,Tulae,Tulare
1135.yearvalue,020H1,2020H1
754.statevalue,Clifornia,California
1184.county,zLos Angeles,Los Angeles
1015.statevalue,Cailfornia,California
491.yearvalue,200H1,2020H1
1126.facilityname,Pomona Valley Hosptal Medical Center,Pomona Valley Hospital Medical Center
81.operativeprocedure,All procexdures,All procedures
782.yearvalue,20201H,2020H1
673.statevalue,vCalifornia,California
910.hai,SurgicalSite Infections (SSI),Surgical Site Infections (SSI)
667.hai,Surgical Site Infectinos (SSI),Surgical Site Infections (SSI)
1135.statevalue,Californina,California
715.yearvalue,2200H1,2020H1
713.facilitytype,Critical Acecss,Critical Access
1062.operativeprocedure,Laminecomy,Laminectomy
389.hai,Surgical Site Incfections (SSI),Surgical Site Infections (SSI)
580.yearvalue,20201,2020H1
973.hai,Surgical Site Innfections (SSI),Surgical Site Infections (SSI)
652.facilitytype,"Community, 125-520 Beds","Community, 125-250 Beds"
656.operativeprocedure,Appnedix surgery,Appendix surgery
1000.facilitytype,"Communkity, 125-250 Beds","Community, 125-250 Beds"
270.yearvalue,2020yH1,2020H1
930.yearvalue,202H01,2020H1
629.hai,Sugical Site Infections (SSI),Surgical Site Infections (SSI)
785.county,San vBernardino,San Bernardino
1014.yearvalue,20k20H1,2020H1
562.county,Slano,Solano
132.hospitalcategoryriskadjustment,Acute Cre Hospital,Acute Care Hospital
253.yearvalue,20201H,2020H1
600.yearvalue,2020Hc1,2020H1
697.operativeprocedure,Cfesarean section,Cesarean section
318.hai,Surgical Site Infecmtions (SSI),Surgical Site Infections (SSI)
655.county,Contra Cosat,Contra Costa
963.facilitytype,"Commnunity, >250 Beds","Community, >250 Beds"
179.hospitalcategoryriskadjustment,Acute Care Hospitla,Acute Care Hospital
1034.county,Los Angees,Los Angeles
387.facilitytype,Major Teachming,Major Teaching
896.facilityname,"Kaisexr Foundation Hospital, San Leandro","Kaiser Foundation Hospital, San Leandro"
362.county,Santa Ckruz,Santa Cruz
275.operativeprocedure,Cessarean section,Cesarean section
463.hai,Surgical Site Infections (SS),Surgical Site Infections (SSI)
422.operativeprocedure,Coln surgery,Colon surgery
996.county,Los pAngeles,Los Angeles
393.statevalue,Califonria,California
87.statevalue,tCalifornia,California
901.hai,Surgical Site Inefctions (SSI),Surgical Site Infections (SSI)
341.hospitalcategoryriskadjustment,Acute aCre Hospital,Acute Care Hospital
99.statevalue,Cailfornia,California
1068.county,Los Angles,Los Angeles
886.facilitytype,Major Taeching,Major Teaching
1067.hospitalcategoryriskadjustment,Acute Care Hospitial,Acute Care Hospital
839.yearvalue,202y0H1,2020H1
994.hospitalcategoryriskadjustment,Acute Care Hsopital,Acute Care Hospital
130.facilityname,"Sututer Medical Center, Sacramento","Sutter Medical Center, Sacramento"
433.facilityname,Lucile Packard Children's Hosptial Stanford,Lucile Packard Children's Hospital Stanford
158.hospitalcategoryriskadjustment,cute Care Hospital,Acute Care Hospital
816.yearvalue,202q0H1,2020H1
639.yearvalue,2020Hb1,2020H1
1005.yearvalue,20201,2020H1
802.county,aSn Bernardino,San Bernardino
1049.facilitytype,Magjor Teaching,Major Teaching
238.operativeprocedure,"Bigle duct, liver or pancreatic surgery","Bile duct, liver or pancreatic surgery"
335.county,range,Orange
938.yearvalue,2020Hm1,2020H1
138.county,Sa nJoaquin,San Joaquin
1017.operativeprocedure,Open reduction of fracure,Open reduction of fracture
428.county,anta Clara,Santa Clara
222.hospitalcategoryriskadjustment,Acute Cae Hospital,Acute Care Hospital
764.hospitalcategoryriskadjustment,Acute Care Hoscpital,Acute Care Hospital
653.facilitytype,"Communiyt, 125-250 Beds","Community, 125-250 Beds"
199.statevalue,Californa,California
96.facilityname,Sutter oseville Medical Center,Sutter Roseville Medical Center
1146.hospitalcategoryriskadjustment,Acute cCare Hospital,Acute Care Hospital
720.county,Bute,Butte
590.hai,Surgical Site Infectons (SSI),Surgical Site Infections (SSI)
517.facilitytype,MajorT eaching,Major Teaching
369.hospitalcategoryriskadjustment,Acute Careb Hospital,Acute Care Hospital
423.hospitalcategoryriskadjustment,Ajcute Care Hospital,Acute Care Hospital
1185.operativeprocedure,Laminrectomy,Laminectomy
991.hospitalcategoryriskadjustment,Acute Care Hosiptal,Acute Care Hospital
370.county,San eBnito,San Benito
100.yearvalue,2002H1,2020H1
661.county,Contar Costa,Contra Costa
415.facilityname,St.u Louise Regional Hospital,St. Louise Regional Hospital
538.facilityname,Mad River Communiyt Hospital,Mad River Community Hospital
403.statevalue,Califorina,California
177.statevalue,Caifornia,California
178.hai,Surgical Site Infecitons (SSI),Surgical Site Infections (SSI)
186.hai,Surgica Site Infections (SSI),Surgical Site Infections (SSI)
964.facilityname,Hunington Hospital,Huntington Hospital
450.facilitytype,ajor Teaching,Major Teaching
361.statevalue,Califronia,California
898.county,Almaeda,Alameda
620.hai,Surgical SiteInfections (SSI),Surgical Site Infections (SSI)
308.hai,Surgical Site Infection s(SSI),Surgical Site Infections (SSI)
634.facilityname,"John Muir Medical Cneter, Walnut Creek Campus","John Muir Medical Center, Walnut Creek Campus"
7.hai,Surgical Sijte Infections (SSI),Surgical Site Infections (SSI)
659.hai,Surgical Site Infectins (SSI),Surgical Site Infections (SSI)
542.yearvalue,2z020H1,2020H1
1041.statevalue,Cjalifornia,California
968.operativeprocedure,Gallbladder surery,Gallbladder surgery
163.hospitalcategoryriskadjustment,Aute Care Hospital,Acute Care Hospital
322.hospitalcategoryriskadjustment,Acute CareHospital,Acute Care Hospital
89.statevalue,Californai,California
959.county,LosA ngeles,Los Angeles
549.operativeprocedure,Exploratory abdominal surgery (laparotiomy),Exploratory abdominal surgery (laparotomy)
485.yearvalue,2002H1,2020H1
1151.county,Los Ageles,Los Angeles
198.operativeprocedure,Appenidx surgery,Appendix surgery
484.operativeprocedure,All proecdures,All procedures
1074.county,LosAngeles,Los Angeles
805.statevalue,Califorknia,California
519.yearvalue,2020He1,2020H1
367.hospitalcategoryriskadjustment,Acute Carek Hospital,Acute Care Hospital
1009.hai,Surgical Site Infections SSI),Surgical Site Infections (SSI)
661.facilityname,"John Muir Medical Center,C oncord Campus","John Muir Medical Center, Concord Campus"
876.county,aSn Bernardino,San Bernardino
272.operativeprocedure,Thoracci surgery,Thoracic surgery
935.yearvalue,20y20H1,2020H1
538.hospitalcategoryriskadjustment,Acute Canre Hospital,Acute Care Hospital
1049.yearvalue,202H01,2020H1
968.facilityname,Huntington Hosptial,Huntington Hospital
1143.facilitytype,"Commqunity, >250 Beds","Community, >250 Beds"
716.facilityname,"Enloe Medical Cente, Esplanade","Enloe Medical Center, Esplanade"
79.hai,Surgical SiteI nfections (SSI),Surgical Site Infections (SSI)
703.hai,Surgical Site Infectios (SSI),Surgical Site Infections (SSI)
375.operativeprocedure,Cesareans ection,Cesarean section
380.facilityname,O'Conor Hospital,O'Connor Hospital
985.county,Losw Angeles,Los Angeles
818.operativeprocedure,Cesareang section,Cesarean section
109.hospitalcategoryriskadjustment,Acute Cware Hospital,Acute Care Hospital
931.county,aSn Francisco,San Francisco
865.facilitytype,Major eaching,Major Teaching
878.facilityname,Palomar Mdical Center,Palomar Medical Center
287.statevalue,Caliornia,California
930.facilityname,UCSF Medical Center at Msision Bay,UCSF Medical Center at Mission Bay
495.facilityname,Sharp Mary Birch Hospital For Wmen And Newborns,Sharp Mary Birch Hospital For Women And Newborns
112.hospitalcategoryriskadjustment,Acutte Care Hospital,Acute Care Hospital
721.facilitytype,"gCommunity, >250 Beds","Community, >250 Beds"
32.operativeprocedure,Cesarea nsection,Cesarean section
666.facilityname,Stanford Health Care - VxalleyCare,Stanford Health Care - ValleyCare
1120.hospitalcategoryriskadjustment,Acute Care Holspital,Acute Care Hospital
597.county,Tluare,Tulare
331.hai,Surgical SiteInfections (SSI),Surgical Site Infections (SSI)
24.operativeprocedure,Appendix surgey,Appendix surgery
402.hai,Surgical bSite Infections (SSI),Surgical Site Infections (SSI)
1088.facilitytype,"Community, 125-b250 Beds","Community, 125-250 Beds"
1126.hai,Surgical Site Infections(SSI),Surgical Site Infections (SSI)
935.facilitytype,Majorx Teaching,Major Teaching
986.facilitytype,Pediartic,Pediatric
743.operativeprocedure,All procedures***,All procedures
1113.hospitalcategoryriskadjustment,cute Care Hospital,Acute Care Hospital
876.yearvalue,2020Hv1,2020H1
291.county,oLs Angeles,Los Angeles
735.hospitalcategoryriskadjustment,Critical Access Hospitagl,Critical Access Hospital
41.operativeprocedure,Spinal fusin,Spinal fusion
734.statevalue,Califorina,California
504.facilitytype,ajor Teaching,Major Teaching
977.facilityname,Children' sHospital Los Angeles,Children's Hospital Los Angeles
478.hospitalcategoryriskadjustment,Acute CareH ospital,Acute Care Hospital
501.hospitalcategoryriskadjustment,Acute Cpare Hospital,Acute Care Hospital
628.facilitytype,Maojor Teaching,Major Teaching
1007.statevalue,Clifornia,California
1071.facilitytype,"Cojmmunity, >250 Beds","Community, >250 Beds"
680.statevalue,Califorina,California
482.operativeprocedure,Anppendix surgery,Appendix surgery
711.hai,Sukrgical Site Infections (SSI),Surgical Site Infections (SSI)
43.operativeprocedure,All prcoedures,All procedures
509.statevalue,Californcia,California
507.hospitalcategoryriskadjustment,Acute Care Hosptal,Acute Care Hospital
74.yearvalue,2200H1,2020H1
1150.county,Los Angelse,Los Angeles
437.hospitalcategoryriskadjustment,Acute aCre Hospital,Acute Care Hospital
668.statevalue,tCalifornia,California
574.county,Kren,Kern
257.facilitytype,Pdeiatric,Pediatric
699.county,San Franciso,San Francisco
812.facilitytype,aMjor Teaching,Major Teaching
248.operativeprocedure,Appendixh surgery,Appendix surgery
126.statevalue,Caifornia,California
493.hai,Surgical Site nfections (SSI),Surgical Site Infections (SSI)
846.county,Riveerside,Riverside
281.yearvalue,2020Hr1,2020H1
88.operativeprocedure,Appendixb surgery,Appendix surgery
531.county,olano,Solano
430.facilityname,Lucile Packard Children's Hospital Stanfodr,Lucile Packard Children's Hospital Stanford
163.facilitytype,"Community, <125 Bbeds","Community, <125 Beds"
325.operativeprocedure,All procedurse,All procedures
