OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
290,South Dakota,2021/01/03 18:34:00+00,100532,93031,1513,5988,bd4fc961-8cd4-4371-b354-eb84e877a321,375955,275423,0,47990,52542,,18282,16637,14439,14268,11421,6024,4609,703,781,732,,4,13,27,78,188,327,876,1224,2089,3333,12099,12982,68805,262,1.2175227788167,2.07794533083993,3.31536227270919,12.0349739386464,12.9133012374169,68.4408944415708,9.66824644549763,12.8625084662274,10.4172526957337,16.0611169372503,43.280546757793,9.42454202519786,12,2009,34.9925335988054,26.7404343604953,1306,684,523.667,3762,11090,0,0,26870,26870,6683,18989,0,252,4073,5724,4907,5131,4047,1061,1675,1545,1545,26870,0,,,0,,,,
291,South Dakota,2021/01/04 17:46:00+00,100643,93099,1513,6031,64b8da8a-964d-42d5-b96b-ff7ba901b71f,376356,275713,0,48041,52602,,18301,16654,14449,14283,11431,6037,4615,111,781,732,,4,13,27,78,188,327,876,1224,2090,3335,12108,12993,68893,268,1.21617996283895,2.07664715876911,3.31369295430383,12.0306429657304,12.9099887721948,68.452848186163,9.66824644549763,12.868665722554,10.4235036724488,16.0730642099534,43.3172195365894,9.43659579597349,0,3191,90.911939830774,26.7414362996737,290,493,497.667,3768,11105,0,0,26952,26952,6701,19033,0,253,4073,5728,4910,5135,4051,1067,1735,75,75,26952,0,,,0,,,,
292,South Dakota,2021/01/05 18:02:00+00,101076,93529,1513,6034,32ddb678-38df-4b4b-97bd-a0eba84e76eb,377362,276286,0,48246,52830,,18361,16726,14514,14347,11481,6064,4634,433,781,732,,4,13,27,78,188,327,876,1229,2087,3341,12138,13052,69229,270,1.21591673592148,2.06478293561281,3.30543353516166,12.0087854683604,12.9130555225771,68.4920258023665,9.70774091627172,12.8501939535743,10.4422566025942,16.1128884522972,43.5139189864977,9.48261928438954,0,1006,43.0417495029821,26.7848909005146,573,415.667,486.333,3793,11156,0,0,27260,27260,6811,19188,0,254,4098,5761,4954,5193,4108,1100,1792,308,308,27260,0,,,0,,,,
293,South Dakota,2021/01/06 18:37:00+00,101684,93778,1519,6387,967ad659-c80a-468b-8ec8-a811631121ad,379041,277357,0,48525,53159,,18464,16817,14586,14439,11557,6113,4668,608,785,734,,4,13,27,78,189,330,878,1233,2089,3355,12207,13119,69681,264,1.21258015026946,2.05440383934542,3.29943747295543,12.0048385193344,12.9017347862004,68.5270052318949,9.739336492891,12.8625084662274,10.4860134395999,16.2044842096879,43.737289548258,9.54453183428257,6,1679,36.212030970816,26.8266493598318,1071,384,494,3825,11215,0,0,29879,29778,7461,20974,0,276,4474,6292,5483,5687,4537,1191,1839,2619,2518,29677,101,,,101,,,,
294,South Dakota,2021/01/07 18:21:00+00,102132,94513,1544,6075,0d7d0717-7070-47ab-9dcc-e231c636f3aa,380234,278102,0,48728,53404,,18551,16885,14643,14492,11608,6141,4681,448,803,741,,4,14,28,80,192,335,891,1233,2095,3360,12259,13160,70025,264,1.20726119139937,2.05126698781968,3.28986018094231,12.0030940351702,12.8852857086907,68.5632318959778,9.739336492891,12.8994520041869,10.5016408813877,16.2735128964171,43.8739789964994,9.59165112004186,25,1193,37.5523889354568,26.860301814146,745,496.333,494.667,3853,11278,0,0,32316,31473,7901,22185,0,296,4643,6526,5689,5955,4740,1333,2296,2437,1695,30631,842,,,842,,,,
295,South Dakota,2021/01/08 18:23:00+00,102580,95783,1556,5241,2a1dd455-187c-4f9b-a9f1-19ac99b19e5d,381792,279212,0,48929,53651,,18629,16959,14701,14541,11664,6169,4708,448,810,746,,4,14,28,80,195,339,896,1234,2099,3374,12302,13175,70396,247,1.2029635406512,2.04620783778514,3.28914018327159,11.992591148372,12.8436342366933,68.6254630532268,9.74723538704581,12.9240810294933,10.5453977183935,16.3305943104432,43.9239873312219,9.64246872183458,12,1558,28.7548138639281,26.8680328555863,1110,501.3,488,3880,11329,0,0,35611,33644,8579,23617,0,306,4842,6880,6035,6358,5130,1510,2589,3291,2171,31677,1967,,,1967,,,,
296,South Dakota,2021/01/09 18:52:00+00,102901,96291,1570,5040,a2490e3d-b232-4244-b70b-7dbc7947256f,383093,280192,0,49084,53817,,18680,17005,14731,14584,11711,6195,4727,321,816,754,,4,14,29,81,197,344,901,1238,2111,3381,12326,13220,70625,234,1.20309812343903,2.05148638011292,3.28568235488479,11.9785036102662,12.8472998318772,68.6339296994198,9.77883096366509,12.9979681054122,10.5672761368964,16.3624537043183,44.0740123353892,9.67383592078481,14,1301,24.6733282090699,26.8605795459588,980,405.67,438.86,3898,11370,0,0,40284,36220,9328,25357,1,331,5094,7226,6425,6750,5551,1715,3144,4546,2503,32158,4062,,,4062,,,,
297,South Dakota,2021/01/10 18:05:00+00,103318,96693,1585,5040,a6457895-9ab4-4f47-91a2-d1dfc5a36df0,384161,280843,0,49296,54022,,18757,17063,14774,14652,11767,6221,4754,417,824,761,,4,14,30,84,198,345,910,1241,2114,3394,12349,13247,70973,237,1.20114597649974,2.04611006794557,3.28500358117656,11.9524187460075,12.8215799763836,68.6937416519871,9.80252764612954,13.016439874392,10.6079074855446,16.3929856234485,44.1640273378896,9.72150310521572,15,1068,39.0449438202247,26.8944531069005,651,395.333,398,3920,11410,0,0,44073,37574,9739,26245,1,347,5229,7427,6612,6959,5742,1821,3463,3789,1355,31077,6497,,,6497,,,,
298,South Dakota,2021/01/11 18:01:00+00,103499,96812,1585,5102,8f138032-5981-4daa-b319-fd40a1aecc99,384712,281213,0,49372,54127,,18784,17093,14797,14666,11788,6235,4767,181,824,761,,4,14,30,84,198,345,910,1242,2115,3399,12354,13269,71120,242,1.20001159431492,2.04349800481164,3.28408970134977,11.9363472110842,12.8204137238041,68.7156397646354,9.81042654028436,13.0225971307186,10.6235349273324,16.3996229971725,44.2373728954826,9.74163838139774,0,551,32.8493647912886,26.9029819709289,370,306.333,408,3931,11438,0,0,45667,38360,10002,26762,0,355,5288,7493,6658,7027,5820,1912,3836,1594,786,31053,7307,,,7307,,,,
299,South Dakota,2021/01/12 19:24:00+00,103743,97407,1585,4751,5fd85d16-4415-4302-9af9-3f3c42cc14d4,385382,281639,0,49485,54258,,18825,17122,14833,14699,11817,6255,4778,244,824,761,,4,14,30,84,198,345,910,1243,2118,3403,12368,13290,71321,240,1.19815312840384,2.04158352852723,3.28022131613699,11.9217682156868,12.8105028773026,68.7477709339425,9.81832543443918,13.0410688996983,10.6360368807626,16.4182076435996,44.307384564094,9.76917028964663,0,670,36.4179104477612,26.9195240047537,426,280.667,381,3948,11466,0,0,46714,39249,10233,27394,0,365,5387,7637,6809,7174,5944,1976,3983,1043,885,31784,7465,,,7465,,,,
300,South Dakota,2021/01/13 18:17:00+00,104195,97829,1604,4762,460a6865-7d32-417c-be7f-5ed81e59ed36,387299,283104,0,49703,54492,,18903,17190,14894,14743,11870,6295,4820,452,837,767,,4,14,31,85,201,350,919,1244,2124,3414,12409,13327,71677,253,1.19391525505063,2.03848553193531,3.27654877873218,11.9094006430251,12.790441000048,68.7912087912088,9.826224328594,13.0780124376578,10.6704172526957,16.4726341081361,44.4307384564094,9.81793327142078,19,1917,23.5785080855503,26.9029870978236,1465,292.3,358.71,3964,11517,0,0,47952,39954,10443,27842,0,392,5501,7766,6942,7301,6045,2018,4022,1238,705,31956,7998,,,7998,,,,
301,South Dakota,2021/01/14 18:06:00+00,104512,98170,1614,4728,1dac68b7-8287-45cf-b20e-fede26856c46,388172,283660,0,49869,54643,,18944,17231,14944,14774,11917,6328,4838,317,843,771,,4,14,32,85,204,354,921,1244,2132,3424,12440,13266,72006,247,1.19029393753827,2.039957134109,3.27617881200245,11.9029393753827,12.6932792406614,68.8973515003062,9.826224328594,13.1272704882704,10.7016721362713,16.5137858252247,44.2273712285381,9.8629979371615,10,873,36.31156930126,26.9241470276063,556,337.667,340,3980,11556,0,0,51360,41755,10980,29063,0,420,5678,8045,7160,7541,6298,2150,4502,3408,1809,32150,9605,,,9605,,,,
302,South Dakota,2021/01/15 18:21:00+00,104937,98576,1629,4732,07f170f8-dec1-442e-a79e-c61dd0831ceb,389508,284571,0,50080,54857,,19017,17294,14994,14820,11971,6361,4868,425,849,780,,4,14,32,86,206,360,927,1246,2143,3446,12468,13176,72458,227,1.18737909412314,2.04217768756492,3.28387508695694,11.8814145630235,12.5561050916264,69.0490484767051,9.84202211690363,13.1950003078628,10.7704328801375,16.5509551180789,43.9273212202034,9.92491048705452,15,1336,31.811377245509,26.9409100711667,911,398,336.714,4001,11611,0,0,53775,44057,11721,30520,1,439,5952,8422,7559,7962,6668,2310,4783,2415,2302,34339,9718,,,9718,,,,
303,South Dakota,2021/01/16 18:17:00+00,105278,98808,1633,4837,00920ac3-edf3-4a1a-a024-10a2cd22c5fd,390520,285242,0,50279,54999,,19085,17345,15055,14868,11994,6371,4885,341,852,781,,4,14,32,86,207,361,929,1255,2168,3469,12508,13140,72738,209,1.19208191644978,2.05930963734113,3.29508539295959,11.8809247896047,12.4812401451395,69.0913581185053,9.913112164297,13.3489317160273,10.8423191123613,16.6040541078706,43.8073012168695,9.9632633940679,4,1012,33.695652173913,26.9584144217966,671,361,339.571,4019,11656,0,0,55531,45796,12250,31662,0,459,6206,8701,7817,8244,6908,2429,5072,1756,1739,36061,9735,,,9735,,,,
304,South Dakota,2021/01/17 18:03:00+00,105544,99226,1656,4662,0b5c881f-e4cc-414c-b289-2a275cc6fa3c,391422,285878,0,50401,55143,,19131,17385,15085,14894,12032,6399,4897,266,865,791,,4,14,32,88,210,369,939,1265,2176,3486,12550,13021,73046,213,1.19855226256348,2.06169938603805,3.30288789509588,11.8907754112029,12.3370347911771,69.2090502539225,9.99210110584518,13.39818976664,10.8954524144398,16.6598080471519,43.4105684280713,10.0054515917826,23,902,29.490022172949,26.9642483048985,636,344,318,4032,11689,0,0,56625,46796,12553,32352,0,463,6377,8856,7954,8362,7042,2538,5245,1094,1000,36967,9829,,,9829,,,,
305,South Dakota,2021/01/18 21:58:00+00,105659,99379,1667,4613,f355b815-dbfb-4694-80b2-055c607eec94,391864,286205,0,50470,55189,,19154,17407,15093,14913,12047,6409,4902,115,874,793,,4,14,32,89,214,373,941,1272,2184,3501,12569,12779,73354,203,1.20387283619947,2.06702694517268,3.31348962227543,11.8958157847415,12.0945683756235,69.4252264359875,10.0473933649289,13.4474478172526,10.9423347398031,16.685030067303,42.6037672945491,10.0476397894973,11,442,26.0180995475113,26.9631811036482,327,240.67,308.57,4036,11698,0,0,57121,47292,12693,32667,0,466,6399,8885,7983,8402,7116,2599,5483,496,486,37463,9829,,,9829,,,,
306,South Dakota,2021/01/19 17:54:00+00,105786,99887,1667,4232,917812e5-90be-4e3f-a95f-3d3d2ac93ab5,392325,286539,0,50537,55249,,19172,17428,15109,14926,12062,6430,4916,127,874,793,,4,14,32,89,214,373,941,1280,2192,3525,12599,12418,73772,200,1.20998997977048,2.07210784035695,3.3321989677273,11.909893558694,11.738793413117,69.7370162403343,10.1105845181675,13.4967058678653,11.0173464603844,16.7248543096468,41.4002333722287,10.1048952006816,0,461,27.5488069414317,26.9638692410629,334,169.333,291.857,4040,11703,0,0,57476,47647,12811,32901,0,466,6400,8887,7987,8408,7126,2681,5733,355,355,37818,9829,,,9829,,,,
307,South Dakota,2021/01/20 18:13:00+00,106063,100293,1667,4103,ee371d11-70cb-4402-a200-7ad792894d79,393343,287280,0,50674,55389,,19211,17469,15150,14951,12106,6454,4925,277,874,793,,4,14,32,89,214,373,941,1301,2211,3589,12671,11559,74732,195,1.22662945607799,2.08461009022939,3.38383790765866,11.946673203662,10.8982397254462,70.4600096169258,10.2764612954186,13.6136937380703,11.217377715268,16.8204324912719,38.5364227371229,10.2363908818703,0,1018,27.2102161100196,26.9645068044938,741,173,266.857,4055,11742,0,0,58456,48491,13128,33380,0,472,6462,8958,8050,8479,7192,2773,6147,980,844,38526,9965,,,9965,,,,
308,South Dakota,2021/01/21 17:49:00+00,106400,100638,1673,4089,7f84b92f-6bf4-42c0-8613-07108bdd89c0,394515,288115,0,50845,55555,,19259,17528,15195,14994,12149,6474,4937,337,878,795,,4,14,32,89,215,375,944,1314,2233,3664,12737,10550,75902,185,1.23496240601504,2.09868421052632,3.44360902255639,11.9708646616541,9.91541353383459,71.3364661654135,10.3791469194313,13.7491533772551,11.4517893420847,16.9080458244282,35.1725287547925,10.3966512433191,6,1172,28.7542662116041,26.9698237075903,835,247,269.714,4072,11795,0,0,62365,51080,14015,34983,0,486,6576,9159,8271,8673,7409,3216,7336,3909,2589,39795,11285,,,11285,,,,
309,South Dakota,2021/01/22 18:32:00+00,106716,100942,1684,4090,28e7e03e-f264-4023-b97c-f8c3db2f7fa8,395477,288761,0,51010,55706,,19299,17570,15223,15036,12188,6503,4952,316,880,804,,4,14,33,89,217,377,950,1319,2245,3702,12779,10268,76403,177,1.23599085422992,2.10371453202894,3.46902057798268,11.9747741669478,9.62179991753814,71.5946999512725,10.4186413902054,13.8230404531741,11.5705578996718,16.9637997637095,34.2323720620103,10.4652755519394,11,1278,24.7261345852895,26.9841229704888,962,310,254.1,4096,11849,0,0,69104,54617,15283,37195,0,500,6756,9417,8541,8947,7763,3784,8976,6717,3517,40130,14487,,,14487,,,,
310,South Dakota,2021/01/23 18:38:00+00,106963,101246,1696,4021,636f911b-6dcf-45e6-82f0-41ffaf927a79,396420,289457,0,51109,55854,,19328,17603,15262,15067,12217,6519,4971,247,886,810,,4,14,33,90,218,6519,4971,1325,2258,3735,12831,9773,77041,172,1.23874610846741,2.11101034937315,3.49186167179305,11.9957368435814,9.13680431551097,72.025840711274,10.4660347551343,13.9030847854196,11.6736990154712,17.0328284504387,32.5820970161694,10.5526653900628,12,943,26.1930010604454,26.9822410574643,696,300,240.714,4110,11886,0,0,73243,56987,16139,38574,0,512,6977,9677,8783,9195,8011,4050,9861,4139,2370,40731,16256,,,16256,,,,
311,South Dakota,2021/01/24 18:19:00+00,107148,101438,1705,4005,f2090ca4-5cea-40d8-b5fe-4f6b7a80ab0f,397239,290091,0,51201,55947,,19347,17631,15277,15097,12244,6539,4982,185,890,815,,4,14,34,91,220,385,957,1329,2290,3770,12950,9149,77660,162,1.24034046365774,2.13723074625751,3.51849777877329,12.086086534513,8.53865681113973,72.4791876656587,10.4976303317536,14.1001169878702,11.7830911079856,17.1907979450691,30.5017502917153,10.6374527094959,9,819,22.5885225885226,26.973182391457,634,249.333,229.143,4124,11907,0,0,75683,58538,16664,39611,0,525,7163,9824,8921,9328,8203,4304,10350,2440,1551,41393,17145,,,17145,,,,
312,South Dakota,2021/01/25 18:19:00+00,107180,101797,1705,3678,de18dd03-10c7-4c3b-882b-32b4b061e0cc,397521,290341,0,51224,55956,,19356,17635,15283,15100,12245,6540,4982,32,890,815,,4,14,34,91,220,385,957,1333,2291,3781,12955,9003,77817,161,1.24370218324314,2.13752565777197,3.52771039373017,12.0871431237171,8.39988803881321,72.6040306027244,10.5292259083728,14.1062742441968,11.8174714799187,17.1974353187931,30.0150025004167,10.658957732357,0,282,11.3475177304965,26.9620975998752,250,154.667,217.286,4126,11913,0,0,77350,59130,16865,40004,0,526,7186,9854,8961,9365,8243,4446,10635,1666,591,40910,18220,,,18220,,,,
313,South Dakota,2021/01/26 18:18:00+00,107380,102247,1705,3428,abb1d6ef-8c9f-4342-9812-dcf5cddf9df3,398190,290810,0,51312,56068,,19374,17670,15311,15135,12273,6554,4989,200,890,815,,4,14,34,91,220,385,957,1334,2298,3797,12988,8791,78172,152,1.24231700502887,2.140063326504,3.53604023095549,12.0953622648538,8.18681318681319,72.7994039858447,10.5371248025276,14.1493750384829,11.8674792936396,17.2412419853712,29.3082180363394,10.7075837394632,0,669,29.8953662182362,26.9670257917075,469,139,227.7,4135,11939,0,0,78228,59360,16956,40124,0,528,7205,9890,8987,9399,8275,4463,10703,878,130,40492,18868,,,18868,,,,
314,South Dakota,2021/01/27 17:53:00+00,107608,102631,1739,3238,12fcf83b-35c2-4e6d-9ea2-97ff1e25ce3c,399210,291602,0,51425,56183,,19403,17706,15336,15163,12311,6572,5001,228,914,825,,4,14,34,94,226,393,974,1339,2305,3840,13034,8331,78759,161,1.24433127648502,2.14203404951305,3.56850791762694,12.1124823433202,7.74198944316408,73.1906549698907,10.5766192733017,14.1924758327689,12.0018752930145,17.3023058236317,27.7746291048508,10.7879878695234,34,1020,22.3529411764706,26.9552365922697,792,153.333,220.714,4142,11974,0,0,82021,60273,17289,40659,1,530,7253,9964,9061,9480,8373,4576,11144,3793,913,38525,21748,,,21748,,,,
315,South Dakota,2021/01/28 18:50:00+00,107795,102895,1763,3137,7364c3bd-23d4-4710-9c5b-4c6add57e20a,400070,292275,0,51522,56273,,19425,17731,15357,15192,12329,6584,5010,187,931,832,,4,15,35,95,229,402,983,1353,2316,3876,13080,7806,79364,161,1.25516025789693,2.14852265875041,3.59571408692425,12.13414351315,7.24152326174683,73.6249362215316,10.6872037914692,14.2602056523613,12.1143928738865,17.3633696618922,26.0243373895649,10.8708575436059,24,860,21.7441860465116,26.9440347939111,673,205,199.286,4160,12007,0,0,87884,63248,18401,42456,0,537,7367,10129,9230,9663,8612,5107,12727,5863,2975,38612,24636,,,24636,,,,
316,South Dakota,2021/01/29 18:50:00+00,107955,103127,1768,3060,4dd77046-cb60-4517-959c-362a4bde17eb,400824,292869,0,51619,56336,,19440,17759,15385,15215,12344,6598,5017,160,933,835,,4,15,35,96,229,402,987,1366,2327,3910,13106,7408,79838,152,1.26534204066509,2.15552776619888,3.62187948682321,12.1402436200269,6.86211847529063,73.9548886109953,10.7898894154818,14.3279354719537,12.2206594780434,17.3978840052568,24.6974495749292,10.9357835361928,5,754,21.2201591511936,26.9332674690138,594,191.7,177,4169,12028,0,0,92896,66448,19577,44337,0,554,7510,10307,9402,9872,8892,5639,14404,4914,2841,40000,26448,,,26448,,,,
317,South Dakota,2021/01/30 17:48:00+00,108070,103401,1775,2894,5bd35e1d-5c27-4b61-84ea-7a8194862929,401617,293547,0,51667,56403,,19451,17779,15405,15226,12362,6605,5021,116,935,840,,4,15,35,98,231,404,988,1422,2421,3973,13120,6974,80160,145,1.31581382437309,2.24021467567317,3.67632090311835,12.1402794485056,6.45322476172851,74.1741463866013,11.2322274881517,14.9067175666523,12.4175652445695,17.4164686516839,23.2505417569595,10.9798893792582,7,794,14.6095717884131,26.9087214933631,678,154.333,158.286,4179,12042,0,0,97415,69450,20623,46166,0,573,7617,10413,9542,10040,9167,6036,16205,4519,3002,41485,27965,,,27965,,,,
318,South Dakota,2021/01/31 17:46:00+00,108250,103639,1778,2833,d556d0d2-b327-4f52-b01c-e6a23cfab645,402613,294363,0,51746,56504,,19469,17815,15426,15247,12380,6619,5022,179,936,842,,4,15,35,99,231,404,990,1422,2419,3971,13124,7012,80302,125,1.31362586605081,2.23464203233256,3.66836027713626,12.1237875288684,6.47759815242494,74.1819861431871,11.2322274881517,14.8944030539991,12.4113142678544,17.4217785506631,23.3772295382564,10.9993397821007,3,995,17.9899497487437,26.8868615767499,816,151.667,157.429,4198,12074,0,0,99560,71025,21168,47102,0,582,7730,10515,9648,10186,9340,6235,16935,2145,1575,42490,28535,,,28535,,,,
319,South Dakota,2021/02/01 18:06:00+00,108315,103709,1778,2828,2f50563e-665f-44e9-bd3d-2788d8cce5ad,402883,294568,0,51782,56533,,19473,17828,15444,15252,12390,6623,5023,65,936,842,,4,15,35,99,231,404,990,1422,2420,3974,13125,7020,80354,126,1.31283755712505,2.23422425333518,3.66892858791488,12.1174352582745,6.48109680099709,74.1854775423533,11.2322274881517,14.9005603103257,12.420690732927,17.4231060254079,23.4039006501084,11.0064624648318,0,270,24.0740740740741,26.8849765316481,205,120,162.143,4201,12081,0,0,101048,71362,23275,47334,0,591,7745,10542,9666,10210,9361,6312,17088,1488,337,41676,29686,,,29686,,,,
320,South Dakota,2021/02/02 18:15:00+00,108431,104052,1779,2600,bb9e5f2f-e048-4f12-a5f0-c209169d0837,403407,294976,0,51835,56596,,19483,17846,15468,15266,12403,6632,5030,116,936,843,,4,15,35,100,231,404,990,1422,2421,3978,13135,7015,80460,131,1.3114330772565,2.23275631507595,3.66869253257832,12.1136944231816,6.46955206536876,74.2038715865389,11.2322274881517,14.9067175666523,12.4331926863572,17.4363807728558,23.3872312052009,11.0209817796297,1,524,22.1374045801527,26.8788097380561,408,120,150.1,4207,12096,0,0,101489,71522,21329,47431,0,591,7761,10557,9691,10233,9389,6341,17112,441,154,41555,29967,,,29967,,,,
321,South Dakota,2021/02/03 18:22:00+00,108639,104305,1782,2552,a6c2ffb2-8941-4738-9bfa-b05f1d7b64eb,404367,295728,0,51934,56705,,19512,17876,15501,15302,12426,6644,5030,208,937,845,,4,15,35,102,231,405,990,1423,2426,3980,13145,7040,80625,133,1.30984269001003,2.23308388331999,3.66350942111028,12.0997063669585,6.48017746849658,74.2136801701047,11.2401263823065,14.9375038482852,12.4394436630724,17.4496555203037,23.4705784297383,11.043582599834,3,960,21.6666666666667,26.8664356883722,752,129.667,147.286,4220,12128,0,0,104604,73553,22014,48703,0,600,7866,10722,9832,10393,9587,6701,18009,3115,2031,42502,31051,,,31051,,,,
322,South Dakota,2021/02/04 17:55:00+00,108813,104508,1788,2517,b0aff2ca-a600-46d6-be44-b56004e09834,405404,296591,0,52024,56789,,19534,17897,15527,15332,12447,6654,5036,174,939,849,,4,15,35,102,233,406,993,1424,2429,3983,13156,7065,80756,126,1.3086671629309,2.23227004126345,3.66040822328214,12.0904671316846,6.49279038350197,74.2153970573369,11.2480252764613,14.9559756172649,12.448820128145,17.4642577424965,23.5539256542757,11.0615262813295,6,1037,16.7791706846673,26.8406330475279,863,166,145.429,4234,12152,0,0,109686,76454,23201,50269,0,610,8036,10921,10037,10627,10020,7193,19181,5082,2901,43222,33232,,,33232,,,,
323,South Dakota,2021/02/05 17:53:00+00,108944,104716,1798,2430,d3cf732c-ba9c-4c97-b8c1-547ad3687871,406118,297174,0,52097,56847,,19547,17922,15542,15346,12461,6664,5035,131,944,854,,4,15,34,104,237,407,997,1426,2433,3985,13164,7074,80862,121,1.30892935820238,2.23325745337054,3.65784256131591,12.0832721398149,6.49324423557057,74.2234542517257,11.2638230647709,14.9806046425713,12.4550711048601,17.4748775404548,23.5839306551092,11.0760455961275,10,714,18.3473389355742,26.8257009046632,583,171,141.286,4252,12175,0,0,115783,80700,24903,52612,0,628,8237,11145,10340,10965,10780,8105,20681,6097,4246,45617,35083,,,35083,,,,
324,South Dakota,2021/02/06 18:24:00+00,109132,104956,1804,2372,51cc0b3a-e9e3-4fd6-84ba-be2a0c5d0021,406954,297822,0,52097,56847,,19547,17922,15542,15346,12461,6664,5035,188,944,854,,4,15,34,104,237,407,997,1426,2433,3992,13180,7074,81027,115,1.30667448594363,2.22941025547044,3.65795550342704,12.0771176190302,6.48205842466005,74.2467837114687,11.2638230647709,14.9806046425713,12.476949523363,17.4961171363715,23.5839306551092,11.0986464163318,6,836,22.488038277512,26.8167901040412,648,164.3,151.6,4252,12175,0,0,121653,83777,26153,54331,0,641,8383,11341,10562,11335,11286,8768,21662,5815,3050,45901,37876,,,37876,,,,
