indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percewnt of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2009-2012,7,20 years and over,1.0,77.2,1.1,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or qobese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2011-2014,8,20 years and over,1.0,77.5,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2013-2016,9,20 years and over,1.0,79.6,1.2,---
"Norma weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percnet of population, crude",2,Racce and Hispanic origin,3,Hispanic or Latino: All races,3.24,2015-2018,10,20 years and over,1.0,82.0,0.9,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Laitno: All races,3.241,188-1994,1,20 yeas and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among aadults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population,d crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,9199-2002,2,20 yeras and over,1.0,7.6,1.2,---
"Normal weight, overweuight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2001k-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,ale: Hispanic or Latino: All races,3.241,2003-2006,4,20 years and over,1.0,7.6,1.2,--r-
"Normal weight, overweight, and obesity among adults aged 20 and over",qOverweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race ancd Hispanic origin,4,Male :Hispanic or Latino: All races,3.241,005-2008,5,20 years and ogver,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among badults aged 20 and over",Overweight or obese (BMI greater than or eqvual to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2007-2010,6,20 years and over,1.0,79.3,1.8,---
"Normal weight, overweight, and obesity amog adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2009-2012,7,20 years and over,1.0,78.9,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2011-2014,8,20 years and over,1.0,78.8,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greatre than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,20g13-2016,9,20 years and over,1.0,81.3,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obeese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2015-2018,10,20 years and over,1.0,85.4,1.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweighto r obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,1988-994,1,2 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, cruode",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,1999-2002,2,20 yearsand over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than ro equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispaic origin,4,Female: Hispanic or Latino: All races,3.242,2001b-2004,3,20 yearus and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults gaed 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,g2003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All racexs,3.242,2005-2008,5,20 yers and over,1.0,7.6,1.2,--q-
"Normal weigh, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2007-201f0,6,20 years and over,1.0,74.6,1.3,--m-
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic orgiin,4,Female: Hispanic or Latino: All races,3.242,2009-2012,7,20 years andd over,1.0,75.3,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese( BMI greater than or equal to 25.0),2,"Percent of populaion, crude",2,Sex and race and Hispanic origin,4,Female: Hisanic or Latino: All races,3.242,2011-2104,8,20 years and over,1.0,76.3,1.7,---
"Nrmal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percento f population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2013-2016,9,20 years and over,1.0,77.8,1.8,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater thna or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2015-2018,10,20 years and over,1.0,78.6,1.5,***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal t 25.0),2,"Percent ofp opulation, crude",2,Race nd Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,1988-1994,1,20 years and over,1.0,64.8,1.1,---
"Normal weight, overweight, and obesity among aults aged 20 and over",Overweight or oebse (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic oriign,3,Hispanic or Latino: Mexican orxigin: All races,3.25,1999-2002,2,20 years and over,1.0,69.8,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater thanor equal to 25.0),2,"Percnt of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin :All races,3.25,2001-2004,3,20 years and over,1.0,71.6,2.2,--r-
"Normal weight, overweight, and obesity among adults aged 20and over",Overweight or obese(BMI greater than or equal to 25.0),2,"Percent f population, crude",2,Race and Hispanic orgiin,3,Hispanic or Latino: Mexican origin: All races,3.25,2003-2006,4,20 ears and over,1.0,73.9,1.9,---
"Normal weight, overweighot, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2005-2008,5,20y ears and over,1.0,75.5,1.4,---***
"Normal weipght, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican orign: All races,3.25,2007-2010,6,20 years and over,1.0,78.8,1.3,---
"Noraml weight, overweight, and obesity among adults aged 20 and over",Overwight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: tMexican origin: All races,3.25,2009-2012,7,20 years and over,1.0,79.3,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2011-2014,8,20 years and over,1.0,81.0,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2013-2016,9,20 years and over,1.0,83.0,1.3,---***
"Normal weight, overweight, and obesity among adults age d20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2015-2018,10,20 years and over,1.0,84.1,1.5,
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All ravces,3.251,1988-1994,1,20 years and over,1.0,63.9,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater gthan or equal to 25.0),2,"Percent o fpopulation, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,1999-2002,2,20 years and over,1.0,70.1,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and rac and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2001-2004,3,20 years and over,1.0,71.8,2.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percenmt of population, crude",2,Sex and race adn Hispanic origin,4,Male: Hispanic or Latno: Mexican origin: All races,3.251,2003-2006,4,20 years and over,1.0,74.6,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,b2005-2008,5,20 years and over,1.0,76.8,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent f population, crude",2,Sex and race and Hispanic origdin,4,Male: Hisapnic or Latino: Mexican origin: All races,3.251,007-2010,6,20 years and over,1.0,80.2,1.9,--k-
"Normal weight, overeight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex andrace and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2009-2021,7,20 years and over,1.0,81.4,2.1,---***
"Normal weight, overweight, and obesity among adults aged 20 ando ver",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and racem and Hispanic origin,4,Male: Hispanic ro Latino: Mexican origin: All races,3.251,2011-2014,8,20 yeaurs and over,1.0,82.3,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2013-0216,9,20 years and over,1.0,82.4,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",vOerweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male:Hispanic or Latino: Mexican origin: All races,3.251,2015-2018,10,20 years and over,1.0,85.6,1.6,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of ppulation, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,9188-1994,1,20 years and ovr,1.0,65.9,1.4,---
"Normal weight, overweight, and obesity among adults aged 2n0 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and rcae and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,1999-2002,2,20 yaers and over,1.0,69.3,2.3,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crued",2,Sex and race and Hispanic origin,4,Fmeale: Hispanic or Latino: Mexican origin: All races,3.252,2001-20u04,3,20 years and over,1.0,71.4,2.5,---
"Normal weight, overweight, and obesity amongz adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2003-2006,4,20 years and over,1.0,73.0,2.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2005-2008,5,20 years and over,1.0,73.9,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Overweight or obese (BMI greater than or equal to 25.0),2,"Prcent of population, crude",2,Sex an drace and Hispanic origin,4,Female: Hispanic or Latino: Mexican origin: All races,3.252,2007-2010,6,20 years and over,1.0,77.1,1.5,---
