OBJECTID,County,FDID,MACSID,Name,Address,City,Zip,FireChief,Phone,Notes,LastUpdated,Website,CALFIREUnit,SHAPE_Length,SHAPE_Area
898,SANTA CRUZ,27005,ATC,AROMAS TRI COUNTY FPD,2221 GARDEN ROAD,MONTEREY,93940,GEORGE NUNEZ,(831) 333‐4600,,2022/06/30 00:00:00+00,https://www.atcfire.org/,CZU,27220.0855122881,17610990.1614217
899,SANTA CRUZ,44015,BEN,BEN LOMOND FPD,9530 HIGHWAY 9,BEN LOMOND,95005,STACIE BROWNLEE,(831) 336‐5495,,2022/06/30 00:00:00+00,https://benlomondfd.com/,CZU,27463.8198067631,13390397.655828
900,SANTA CRUZ,44020,BOU,BOULDER CREEK FPD,13230 CENTRAL AVE,BOULDER CREEK,95006,MARK BINGHAM,(831) 338‐7222,,2022/06/30 00:00:00+00,https://www.bcfd.com/,CZU,61062.0325768721,43579076.4755023
901,SANTA CRUZ,44060,BRN,BRANCIFORTE FPD,2711 BRANCIFORTE DR,SANTA CRUZ,95065,RON WHITTLE,(831) 423‐8856,,2022/06/30 00:00:00+00,https://branciforte-fire.com/,CZU,36306.7223202245,20232386.2916711
902,SANTA CRUZ,44065,CTL,CENTRAL FPD,930 17TH AVE,SANTA CRUZ,95062,JASON NEE,(831) 479‐6842,,2022/06/30 00:00:00+00,https://www.centralfiresc.org/,CZU,88938.6665841707,102788210.520041
903,SANTA CRUZ,44055,SCZ,SANTA CRUZ FD,230 WALNUT AVE,SANTA CRUZ,95060,ROBERT OATEY,(831) 420‐5280,,2022/06/30 00:00:00+00,https://www.cityofsantacruz.com/government/city-departments/fire-department,CZU,44049.7811849461,32446030.0647621
904,SANTA CRUZ,44080,WTS,WATSONVILLE FD,115 SECOND ST,WATSONVILLE,95076,RUDY LOPEZ,(831) 768‐3231,,2022/06/30 00:00:00+00,https://www.cityofwatsonville.org/2323/Fire,CZU,28261.633053455,16993922.1766292
905,SANTA CRUZ,44090,,PAJARO DUNES CSA 4,P.O. DRAWER F‐2,FELTON,95018,NATE ARMSTRONG,(831) 335‐5355,,2022/06/30 00:00:00+00,,CZU,6197.23432745282,612900.643374657
906,SANTA CRUZ,44095,CRZ,SANTA CRUZ COUNTY CSA 48,P.O. DRAWER F‐2,FELTON,95018,NATE ARMSTRONG,(831) 335‐5355,,2022/06/30 00:00:00+00,,CZU,376116.698979117,683153884.317958
907,SANTA CRUZ,44035,FEL,FELTON FPD,131 KIRBY ST,FELTON,95018,ROBERT GRAY,(831) 335‐4422,,2022/06/30 00:00:00+00,https://feltonfire.com/,CZU,18941.641529423,14960948.1561132
908,SANTA CRUZ,44045,PAJ,PAJARO VALLEY FPD,P.O. DRAWER F‐2,FELTON,95018,NATE ARMSTRONG,(831) 335‐5355,,2022/06/30 00:00:00+00,https://www.pajarovalleyfire.com/,CZU,80850.4591056582,114643329.374778
909,SANTA CRUZ,44070,SCO,SCOTTS VALLEY FPD,7 ERBA LANE,SCOTTS VALLEY,95066,RON WHITTLE,(831) 438‐0211,,2022/06/30 00:00:00+00,https://www.scottsvalleyfire.com/,CZU,53360.4753968449,58479450.5255958
910,SANTA CRUZ,44040,ZAY,ZAYANTE FPD,7700 E ZAYANTE RD,FELTON,95018,KENNETH BOYNTON,(831) 335‐5100,,2022/06/30 00:00:00+00,https://zayantefire.com/,CZU,35884.5867032575,36746629.3919062
911,SONOMA,49035,CAZ,CAZADERO CSD,PO BOX 95,CAZADERO,95421,STEVE KRAUSMAN,(707) 632‐5390,,2022/07/21 00:00:00+00,https://www.cazadero-csd.org/,LNU,63098.0257936096,46679136.6743471
912,SONOMA,49040,CLD,CLOVERDALE FD,451 S. CLOVERDALE BLVD.,CLOVERDALE,95425,MIKE MARCUCCI,(707) 894‐3545,,2022/07/21 00:00:00+00,https://www.cloverdalefiredistrict.com/,LNU,76918.7780579597,175650769.071289
913,SONOMA,49046,DCB,DRY CREEK RANCHERIA FD,PO BOX 607,GEYSERVILLE,95441,MATT EPSTEIN,(707) 522‐4290,,2022/07/21 00:00:00+00,http://dcrfire.com/,LNU,3187.3011319738,373887.733952217
914,SONOMA,49062,GFD,GOLD RIDGE FPD,4500 HESSEL RD,SEBASTOPOL,95472,SHEPLEY SCHROTH‐CARY,(707) 823‐1084,,2022/07/21 00:00:00+00,https://goldridgefire.org/,LNU,79557.4671452491,124781116.734193
915,SONOMA,49065,GTN,GRATON FPD,PO BOX A,GRATON,95444,WILLIAM BULLARD,(707) 823‐8400,,2022/07/21 00:00:00+00,https://www.gratonfire.com/,LNU,49736.4612808035,48282050.1303939
916,SONOMA,49080,HEA,HEALDSBURG FD,601 HEALDSBURG AVE,HEALDSBURG,95448,JASON BOAZ,(707) 431‐3360,,2022/07/21 00:00:00+00,https://www.ci.healdsburg.ca.us/248/Fire-Department,LNU,32209.6313570516,11401686.765586
917,SONOMA,49090,KWD,KENWOOD FPD,PO BOX 249,KENWOOD,95452,DAREN BELLACH,(707) 833‐2042,,2022/07/21 00:00:00+00,https://kenwoodfire.org/,LNU,50393.8809030808,58226268.5138396
918,SONOMA,49100,MRO,MONTE RIO FPD,9870 MAIN ST,MONTE RIO,95462,STEPHEN BAXMAN,(707) 865‐2067,,2022/07/21 00:00:00+00,https://monteriofire.org/,LNU,81456.7999672528,110376104.522883
919,SONOMA,49106,NBF,NORTH BAY FIRE,4500 HESSEL ROAD,SEBASTOPOL,95472,SHEPLEY SCHROTH‐CARY,(707) 823‐1084,,2022/07/21 00:00:00+00,https://www.nbfire.org/,LNU,419588.498456125,606014081.612338
920,SONOMA,49104,NSC,NORTH SONOMA COAST FPD,PO BOX 386,THE SEA RANCH,95497,BONNIE PLAKOS,(707) 785‐2648,,2022/07/21 00:00:00+00,http://northsonomacoastfpd.org/,LNU,162115.365010737,456235509.713341
921,SONOMA,49055,SCN,NORTHERN SONOMA COUNTY FPD,PO BOX 217,GEYSERVILLE,95441,MARSHALL TURBEVILLE,(707) 857‐4373,,2022/07/21 00:00:00+00,https://www.northernsonomacountyfire.org/,LNU,254711.645577942,747168635.332407
922,SONOMA,49105,OCD,OCCIDENTAL CSD,PO BOX 157,OCCIDENTAL,95465,RON LUNARDI,(707) 874‐3800,,2022/07/21 00:00:00+00,https://occidentalcsd.org/,LNU,66916.7611959909,69534989.8752746
923,SONOMA,49115,PTL,PETALUMA FD,198 D ST,PETALUMA,94952,LEONARD C. THOMPSON,(707) 778‐4390,,2022/07/21 00:00:00+00,https://cityofpetaluma.org/departments/fire/,LNU,50141.2093994894,37750453.1119254
924,SONOMA,49110,RAD,RANCHO ADOBE FPD,PO BOX 1029,PENNGROVE,94951,LEONARD C. THOMPSON,(707) 795‐6011,,2022/07/21 00:00:00+00,https://www.rafd.org/,LNU,118038.521322072,169100330.136148
925,SONOMA,49140,ROH,ROHNERT PARK DPS,500 CITY CENTER DR,ROHNERT PARK,94928,TIM MATTOS,(707) 584‐2600,,2022/07/21 00:00:00+00,https://www.rpcity.org/city_hall/departments/public_safety/fire_services,LNU,32319.5113067203,18892411.3018097
926,SONOMA,49145,SRS,SANTA ROSA FD,2373 CIRCADIAN WAY,SANTA ROSA,95407,SCOTT WESTROPE,(707) 543‐3500,,2022/07/21 00:00:00+00,https://www.srcity.org/393/Fire,LNU,183571.705278492,110539135.558813
927,SONOMA,49205,SCH,SCHELL VISTA FPD,23000 BROADWAY,SONOMA,95476,RAY MULAS,(707) 938‐2633,,2022/07/21 00:00:00+00,http://schellvistafire.org/,LNU,115547.405288525,203519698.984242
928,SONOMA,49180,SEB,SEBASTOPOL FD,7425 BODEGA AVE,SEBASTOPOL,95472,BILL BRAGA,(707) 823‐8061,,2022/07/21 00:00:00+00,https://www.ci.sebastopol.ca.us/City-Government/Departments-Services/Fire,LNU,19196.4239715757,4861168.87169038
929,SONOMA,49203,SCY,SONOMA COUNTY FIRE DISTRICT,8200 OLD REDWOOD HIGHWAY,WINDSOR,95492,MARK HEINE,(707) 838‐1170,,2022/07/21 00:00:00+00,https://www.sonomacountyfd.org/,LNU,467721.758707565,715352226.886473
930,SONOMA,49200,SON,SONOMA VALLEY FIRE DISTRICT,630 2ND STREET WEST,SONOMA,95476,STEPHEN AKRE,(707) 933‐2300,,2022/07/21 00:00:00+00,https://www.sonomavalleyfire.org/,LNU,90645.5334832109,147993927.567864
931,SONOMA,,,SOTOYOME VFC,,,,,,,2022/07/21 00:00:00+00,,LNU,91286.6283771126,166994998.007094
932,SONOMA,49225,TIM,TIMBER COVE VFC,30800 SEAVIEW RD,CAZADERO,95421,ERICH LYNN,(707) 847‐3299,,2022/07/21 00:00:00+00,https://www.timbercovefire.net/,LNU,85633.5697885875,81613327.2940714
933,SONOMA,,,USCG TRAINING CENTER PETALUMA FD,,,,,,,2022/07/21 00:00:00+00,https://www.forcecom.uscg.mil/Our-Organization/FORCECOM-UNITS/TraCen-Petaluma/,LNU,7855.34941766389,2833867.66963324
934,TULARE,54555,TUU,CDF‐TULARE COUNTY,1968 S LOVERS LN,VISALIA,93292,ANDY TURNER,(559) 732‐5954,,2023/02/13 00:00:00+00,https://tularecounty.ca.gov/fire/,TUU,875826.217827459,5953847169.03551
935,TULARE,54010,DIN,DINUBA FD,496 E TULARE ST,DINUBA,93618,JORDAN WEBSTER,(559) 591‐5931,,2023/02/13 00:00:00+00,https://www.dinuba.org/departments/fire-department,TUU,25705.3851086332,17006721.0503545
936,TULARE,54015,EXE,EXETER FD,137 NORTH F ST,EXETER,93221,WES GRIM,(559) 592‐3714,,2023/02/13 00:00:00+00,https://cityofexeter.com/fire/,TUU,16805.3551298553,6323169.44638793
937,TULARE,54005,FMV,FARMERSVILLE FD,909 W VISALIA RD,FARMERSVILLE,93223,JAMES THOMAS,(559) 747‐0791,,2023/02/13 00:00:00+00,https://www.cityoffarmersville-ca.gov/154/Fire-Department,TUU,17895.1161860953,5869613.90891912
938,TULARE,54020,LNS,LINDSAY DEPT OF PUBLIC SAFETY,PO BOX 369,LINDSAY,93247,RICK CARRILLO,(559) 562‐2511,,2023/02/13 00:00:00+00,https://www.lindsay.ca.us/public-safety,TUU,19743.0297503206,7030846.85554003
939,TULARE,54035,PVL,PORTERVILLE FD,40 W CLEVELAND,PORTERVILLE,93257,DAVE LAPERE,(559) 782‐7526,,2023/02/13 00:00:00+00,https://www.ci.porterville.ca.us/departments/fire/index.php,TUU,108999.789495006,48010072.7675669
940,TULARE,54040,TLR,TULARE FD,800 S BLACKSTONE ST,TULARE,93274,MICHAEL OTT,(559) 684‐4360,,2023/02/13 00:00:00+00,https://www.tulare.ca.gov/government/departments/fire,TUU,65247.2363999756,52930614.0369321
941,TULARE,54045,VSA,VISALIA FD,420 N BURKE ST,VISALIA,93292,DAN GRISWOLD,(559) 713‐4266,,2023/02/13 00:00:00+00,https://www.visalia.city/depts/fire/default.asp,TUU,106630.260388391,99223970.5231678
942,TULARE,54065,WLF,WOODLAKE FPD,216 E NARANJO BLVD,WOODLAKE,93286,JOSE PEREZ,(559) 564‐2181,,2023/02/13 00:00:00+00,https://www.woodlakefire.org/,TUU,23502.5807888348,8482724.82522985
943,TULARE,54053,TIA,TULE RIVER FD,299 S. RESERVATION RD,PORTERVILLE,93257,AARON FRANCO,(559) 784‐1590,,2023/02/13 00:00:00+00,https://tulerivertribe-nsn.gov/departments/fire-deparment/,TUU,69213.0457879562,218222673.690695
944,SHASTA,45040,FAL,FALL RIVER VALLEY FPD,PO BOX 670,MCARTHUR,96056,JEFFREY J. OLDSON,(530) 336‐5026,,2023/02/15 00:00:00+00,https://www.frvfire.org/,SHU,121470.968571468,226378974.368013
945,INYO,14015,BSH,BISHOP FD,PO BOX 1236,BISHOP,93515,JOE DELL,(760) 873‐5485,,2022/12/20 00:00:00+00,https://www.cityofbishop.com/departments/fire/index.php,BDU,71141.0652331073,32993823.4600962
946,INYO,14025,IDP,INDEPENDENCE FPD,P.O. DRAWER B,INDEPENDENCE,93526,JOE CAPPELLO,(760) 878‐2113,,2022/12/20 00:00:00+00,,BDU,55113.7871326768,40285168.6019317
947,INYO,14035,LPN,LONE PINE VFD,PO BOX 1007,LONE PINE,93545,LEROY KRITZ,(760) 876‐4626,,2022/12/20 00:00:00+00,,BDU,40567.0763406567,34303042.4947926
948,INYO,14040,OLC,OLANCHA‐CARTAGO FD,PO BOX 64,OLANCHA,93549,CHARLES STEWART,(760) 764‐2370,,2022/12/20 00:00:00+00,https://www.olanchafd.org/,BDU,51756.1240812548,93560733.674147
949,INYO,14042,TSH,SOUTHERN INYO FPD,PO BOX 51,TECOPA,92389,DANIEL MACBROHN,(760) 852‐4130,,2022/12/20 00:00:00+00,,BDU,304514.960009328,3598239051.93905
950,INYO,14005,BGP,BIG PINE FPD,PO BOX 382,BIG PINE,93513,DAMON CARRINGTON,(760) 938‐2600,,2022/12/20 00:00:00+00,https://bigpinefire.specialdistrict.org/,BDU,30665.6545226979,54830875.0983249
951,MARIN,21045,SOM,SOUTHERN MARIN FPD,308 REED BLVD,MILL VALLEY,94941,CHRIS TUBBS,(415) 388‐8182,,2018/06/21 00:00:00+00,https://www.smfd.org/,MRN,47744.1206427863,21017689.0972646
952,MARIPOSA,22025,MPA,MARIPOSA CFD,PO BOX 162,MARIPOSA,95338,MIKE VAN LOBEN SELS,(209) 966‐4330,,2022/03/23 00:00:00+00,http://www.mariposacounty.org/76/Fire-Department,MMU,357800.706415166,3782717592.43306
953,MARIPOSA,22045,MRI,MARIPOSA PUD,PO BOX 494,MARIPOSA,95338,MIKE VAN LOBEN SELS,(209) 966‐2515,,2022/03/23 00:00:00+00,https://www.mariposapud.org/,MMU,11485.2772578312,3865024.23350729
954,STANISLAUS,50070,WLA,WOODLAND AVE FPD,3300 WOODLAND AVE,MODESTO,95358,MIKE PASSALAQUA,(209) 524‐4239,,2023/01/06 00:00:00+00,,TCU,75698.7410188296,115435737.827999
955,STANISLAUS,50045,BRB,BURBANK PARADISE FPD,1313 BEVERLY DR,MODESTO,95351,PETER J. GOLLING,(209) 523‐1129,,2023/01/06 00:00:00+00,https://bpfire.com/,TCU,29171.9303661526,6809409.09095063
956,STANISLAUS,50120,TRL,TURLOCK RURAL FPD,690 W CANAL DR,TURLOCK,95380,SCOTT MURPHY,(209) 632‐3953,,2023/01/06 00:00:00+00,http://www.turlockruralfire.org/,TCU,64642.018636354,-49639909.6683774
957,STANISLAUS,50150,KEY,KEYES FPD,P.O. BOX 827,KEYES,95328,ROYJINDAR (RAJ) SINGH,(209) 634‐7690,,2023/01/06 00:00:00+00,https://www.keyesfire.com/,TCU,36830.5543811164,56856484.4479206
958,STANISLAUS,50115,MVW,MOUNTAIN VIEW FPD,9633 CROWS LANDING RD,CROWS LANDING,95313,KEVIN BLOUNT,(209) 634‐4766,,2023/01/06 00:00:00+00,https://www.mountainview.gov/depts/fire/default.asp,TCU,58892.3204659986,125567516.011389
959,STANISLAUS,,,OAKDALE CITY FIRE DEPARTMENT,,,,,,,2023/01/06 00:00:00+00,https://www.oakdalegov.com/fire-department,TCU,36927.6745629261,15770637.9146875
960,STANISLAUS,,,CERES FIRE PROTECTION DISTRICT,,,,,,,2023/01/06 00:00:00+00,,TCU,30041.8700961304,-9890161.471224
961,STANISLAUS,50015,DEN,DENAIR FPD,PO BOX 262,DENAIR,95316,AARON MUNDELLO,(209) 632‐5032,,2023/01/06 00:00:00+00,https://denairfire.com/,TCU,52189.986622061,90559103.038751
962,STANISLAUS,50110,TUR,TURLOCK FD,244 N. BROADWAY,TURLOCK,95380,CHRIS JELINEK,(209) 668‐5580,,2023/01/06 00:00:00+00,https://www.cityofturlock.org/firedepartment/,TCU,48876.6347164577,-43716302.3213161
963,STANISLAUS,50005,CES,CERES CITY FIRE DEPARTMENT,,,,,,"On June 14, 2021, the Ceres City Council approved contract with Modesto for fire services.",2023/01/06 00:00:00+00,https://www.ci.ceres.ca.us/173/Fire,TCU,37496.8429743531,-24607342.4617411
964,STANISLAUS,,,OAKDALE RURAL FIRE PROTECTION DISTRICT,,,,,,,2023/01/06 00:00:00+00,https://www.oakdalefireprotectiondistrict.org/,TCU,197516.840909554,838589588.044082
965,STANISLAUS,50060,SLA,SALIDA FPD,PO BOX 1335,SALIDA,95368,PATRICK BURNS,(209) 545‐0365,,2023/01/06 00:00:00+00,,TCU,86758.6259443699,-108160372.6705
966,STANISLAUS,50065,WPF,WESTPORT FPD,5160 S CARPENTER RD,MODESTO,95380,CHAD HACKETT,(209) 537‐1391,,2023/01/06 00:00:00+00,,TCU,61413.9628164196,105129928.347495
967,STANISLAUS,,,INDUSTRIAL FIRE PROTECTION DISTRICT,,,,,,,2023/01/06 00:00:00+00,,TCU,40061.1337894328,7875696.84416581
968,STANISLAUS,50030,HGS,HUGHSON FPD,PO BOX 37,HUGHSON,95326,SCOTT BERNER,(209) 883‐2863,,2023/01/06 00:00:00+00,https://hughsonfire.com/,TCU,45740.8473177402,-79952244.7403739
969,STANISLAUS,50100,WSF,WEST STANISLAUS FPD,PO BOX 565,PATTERSON,95363,JEFF GREGORY,(209) 895‐8130,,2023/01/06 00:00:00+00,https://www.weststanfire.org/,SCU,260683.047993349,-1576808571.84412
970,STANISLAUS,50130,PAT,PATTERSON CITY FD,344 W LA PALMAS AVE,PATTERSON,95363,JEFF GREGORY,(209) 895‐8130,,2023/01/06 00:00:00+00,https://www.ci.patterson.ca.us/214/Fire-Department,SCU,30372.5955942322,16153933.8997337
971,STANISLAUS,50080,NWM,NEWMAN FD,1162 N STREET,NEWMAN,95360,KEITH BOWEN,(209) 862‐1716,,2023/01/06 00:00:00+00,https://www.cityofnewman.com/contact-us/fire-department.html,SCU,18443.2764656434,-5764407.35403683
972,STANISLAUS,50040,MST,MODESTO FD,409 12TH STREET,MODESTO,95354,ALAN ERNST,(209) 572‐9590,,2023/01/06 00:00:00+00,https://www.modestogov.com/149/Fire-Department,TCU,130087.579865705,-96168222.1652245
973,STANISLAUS,50075,SSL,STANISLAUS CONSOLIDATED FPD,3324 TOPEKA STREET,RIVERBANK,95367,TIM TIETJEN,(209) 869‐7470,,2023/01/06 00:00:00+00,https://www.scfpd.us/,TCU,189140.826628553,560461731.32948
974,SOLANO,48055,CFD,CORDELIA FD,2155 CORDELIA RD,FAIRFIELD,94534,DAVE CARPENTER,(707) 864‐0468,,2023/02/17 00:00:00+00,https://www.cordeliafire.org/,LNU,134927.001692237,149300500.59353
975,SOLANO,,,EAST VALLEJO FIRE DISTRICT,,,,,,"""The East Vallejo Fire Protection District was
established for the purpose of disbursing special
assessment revenues collected within the District’s
jurisdiction to the City of Vallejo through a contract for fire protection services to its city""",2023/02/17 00:00:00+00,,LNU,11496.5213619136,1723312.47369738
976,SOLANO,48005,BNC,BENICIA FD,250 EAST L STREET,BENICIA,94510,JOSH CHADWICK,(707) 746‐4275,,2023/02/17 00:00:00+00,https://www.ci.benicia.ca.us/fire,LNU,34711.8341322838,36560255.754797
977,SOLANO,48070,VLJ,VALLEJO FD,970 NIMITZ AVENUE,VALLEJO,94592,KYLE LONG,(707) 648‐4526,,2023/02/17 00:00:00+00,https://vallejoca.hosted.civiclive.com/our_city/departments_divisions/fire_department,LNU,74686.8191412636,176182196.766164
978,SOLANO,48040,RVS,RIO VISTA FD,350 MAIN ST,RIO VISTA,94571,SCOTT GOODWIN,(707) 374‐2233,,2023/02/17 00:00:00+00,https://www.riovistacity.com/fire,LNU,27821.6108434211,17900538.3381127
979,SOLANO,48050,SUC,SUISUN CITY FD,621 PINTAIL DR,SUISUN CITY,94585,GREG RENUCCI,(707) 421‐7205,,2023/02/17 00:00:00+00,https://www.suisun.com/departments/fire-department/,LNU,26051.9072849215,10404536.809332
980,SOLANO,48555,LNU,CDF‐SOLANO COUNTY,1199 BIG TREE RD,ST HELENA,94574,MIKE MARCUCCI,(707) 963‐3601,,2023/02/17 00:00:00+00,https://www.fire.ca.gov/,LNU,46568.4927398499,39956588.4322896
981,SOLANO,48030,SUI,SUISUN FPD,445 JACKSON ST,FAIRFIELD,94533,ALFRED ABRUZZINI,(707) 425‐3605,,2023/02/17 00:00:00+00,,LNU,213756.686606406,412248941.711195
982,SOLANO,,,TRAVIS AFB,,,,,,,2023/02/17 00:00:00+00,https://www.travis.af.mil/,LNU,44152.3799785811,25799059.2587603
983,SOLANO,48090,MTZ,MONTEZUMA FPD,21 N 4TH ST,RIO VISTA,94571,MICHAEL O'CONNOR,(707) 374‐5962,,2023/02/17 00:00:00+00,https://montezumafiredistrict.com/,LNU,136671.984885157,496154489.170836
984,SOLANO,48065,VVF,VACAVILLE FPD,420 VINE ST,VACAVILLE,95688,HOWARD WOOD,(707) 447‐2252,,2023/02/17 00:00:00+00,https://www.vfpd.net/,LNU,170936.60644332,293370772.470311
985,SOLANO,48015,DIX,DIXON FD,205 FORD WY,DIXON,95620,TODD MCNEAL,(707) 678‐7060,,2023/02/17 00:00:00+00,https://www.cityofdixon.us/departments/Fire,LNU,35257.072973824,18754055.6211994
986,SOLANO,48060,VAC,VACAVILLE FD,650 MERCHANT ST,VACAVILLE,95688,KRIS CONCEPCION,(707) 449‐5100,,2023/02/17 00:00:00+00,https://www.ci.vacaville.ca.us/government/fire-department?locale=en,LNU,78042.9002647693,77387018.7169259
987,SOLANO,,,DIXON FIRE PROTECTION DISTRICT,,,,,,,2023/02/17 00:00:00+00,https://www.cityofdixon.us/departments/Fire/DixonFireProtectionDistrict,LNU,159936.521974738,512953010.606776
988,SOLANO,48025,FRF,FAIRFIELD FD,1200 KENTUCKY STREET,FAIRFIELD,94533,MATTHEW LUCKENBACH,(707) 428‐7375,,2023/02/17 00:00:00+00,https://www.fairfield.ca.gov/government/city-departments/fire?locale=en,LNU,110256.69021887,88185246.1569277
989,SANTA CLARA,43555,SCU,CDF‐SANTA CLARA COUNTY,15670 S MONTEREY RD,MORGAN HILL,95037,GEORGE HUANG,(408) 472‐1600,,2023/02/21 00:00:00+00,https://www.fire.ca.gov/,SCU,536138.349845811,2079620435.38305
990,SANTA CLARA,43010,GIL,GILROY FD,7070 CHESTNUT ST,GILROY,95020,JIM WYATT,(408) 846‐0370,,2023/02/21 00:00:00+00,https://www.cityofgilroy.org/165/Fire-Department,SCU,59334.7018796274,42887739.534029
991,SANTA CLARA,43030,MLP,MILPITAS FD,777 SOUTH MAIN ST,MILPITAS,95035,BRIAN SHERRARD,(408) 586‐2800,,2023/02/21 00:00:00+00,https://www.milpitas.gov/milpitas/departments/fire/,SCU,43099.8432161644,36190736.0949853
992,SANTA CLARA,43810,MOF,NASA AMES RESEARCH CENTER FD,580 ZOOK RD,MOFFETT FIELD,94035,MICHAEL HULCY,(650) 604‐4730,,2023/02/21 00:00:00+00,http://www.yourfiredepartment.org/MOF/NASA_Ames_Fire_Department.html,SCU,15227.8359683479,6756597.47445792
993,SANTA CLARA,43040,MRG,MORGAN HILL FD,15670 MONTEREY RD,MORGAN HILL,95037,GEORGE HUANG,(408) 779‐2121,,2023/02/21 00:00:00+00,https://www.morganhill.ca.gov/445/Fire,SCU,92715.103614501,103557486.073529
994,SANTA CLARA,43050,MTV,MOUNTAIN VIEW FD,1000 VILLA ST,MOUNTAIN VIEW,94041,JUAN DIAZ,(650) 903‐6856,,2023/02/21 00:00:00+00,https://www.mountainview.gov/depts/fire/default.asp,SCU,43212.9689246482,39591722.5423906
995,SANTA CLARA,43060,PAF,PALO ALTO FD,P.O. BOX 10250,PALO ALTO,94303,GEO BLACKSHIRE,(650) 329‐2184,,2023/02/21 00:00:00+00,https://www.cityofpaloalto.org/Departments/Fire,SCU,94819.0860591937,85182424.6898442
996,SANTA CLARA,43070,SJS,SAN JOSE FD,1661 SENTER ROAD,SAN JOSE,95112,ROBERT SAPIEN,(408) 794‐7000,,2023/02/21 00:00:00+00,https://www.sanjoseca.gov/your-government/departments-offices/fire-department,SCU,307605.79804993,538552326.279839
997,SANTA CLARA,43090,SNC,SANTA CLARA FD,777 BENTON ST,SANTA CLARA,95050,RUBEN TORRES,(408) 615‐4900,,2023/02/21 00:00:00+00,https://www.santaclaraca.gov/our-city/departments-a-f/fire-department,SCU,45845.3810018315,47150233.706807
998,SANTA CLARA,43080,CNT,SANTA CLARA CFD,14700 WINCHESTER BLVD,LOS GATOS,95032,SUWANNA L. KERDKAEW,(408) 378‐4010,,2023/02/21 00:00:00+00,https://www.sccfd.org/,SCU,179477.975615082,341963469.872207
999,SANTA CLARA,43105,SNY,SUNNYVALE DPS FD,700 ALL AMERICA WAY,SUNNYVALE,94086,PHAN S. NGO,(408) 730‐7100,,2023/02/21 00:00:00+00,https://www.sunnyvale.ca.gov/your-government/departments/public-safety,SCU,59595.2528214719,58419363.3597306
1000,FRESNO,10030,FRN,FRESNO FD,911 H STREET,FRESNO,93721,KERRI L. DONIS,(559) 621‐4000,,2022/02/14 00:00:00+00,https://www.fresno.gov/fire/,FKU,222937.353429622,333070272.249406
1001,SISKIYOU,47555,SKU,CDF‐SISKIYOU COUNTY,PO BOX 128,YREKA,96097,DARRYL LAWS,(530) 842‐3516,,2023/02/27 00:00:00+00,https://www.fire.ca.gov/,SKU,2280230.89490794,13570288016.6399
1002,SIERRA,46005,DWN,DOWNIEVILLE FPD,PO BOX 25,DOWNIEVILLE,95936,LEE BROWN,(530) 289‐0213,,2014/12/01 00:00:00+00,https://downievillefire.specialdistrict.org/,NEU,114060.271042153,458967405.303379
1003,SIERRA,46012,PRS,PLIOCENE RIDGE CSD,100 PIKE CITY RD,PIKE,95960,CHRIS DORN,(530) 288‐0624,,2014/12/01 00:00:00+00,https://www.plioceneridge.org/,NEU,121079.772973376,308551890.083918
1004,SIERRA,46015,SRA,SIERRA CITY FD,PO BOX 257,SIERRA CITY,96125,SCOTT HALL,(530) 862‐1297,,2014/12/01 00:00:00+00,,NEU,93413.7746083637,285416676.32271
1005,SIERRA,46020,SER,SIERRA CO FPD 1,PO BOX 5,SIERRAVILLE,96126,JERRY MC CAFFREY,(530) 994‐3387,,2014/12/01 00:00:00+00,https://www.sierracountyfireprotectiondistrict1.org/,NEU,178543.160637961,804839173.339521
1006,SIERRA,46010,LOY,LOYALTON FD,PO BOX 128,LOYALTON,96118,SHAWN HEYWOOD,(530) 993‐6751,Direct service contract with Sierra County FPD 1,2014/12/01 00:00:00+00,https://www.sierracountyfireprotectiondistrict1.org/loyalton-fire-department-direct-service-contract,NEU,4033.49394848091,892388.89082251
1007,SAN DIEGO,37005,ACP,ALPINE FPD,1364 TAVERN ROAD,ALPINE,91901,BRIAN BOGGELN,(619) 445‐2635,,2023/03/09 00:00:00+00,https://www.alpinefire.org/,SDU,56482.3706043516,73311998.3224837
1008,SAN DIEGO,37007,BBB,BARONA FD,1112 BARONA RD,LAKESIDE,92040,KEN KREMENSKY,(619) 390‐2794,,2023/03/09 00:00:00+00,,SDU,46179.9671372648,29094529.7121182
1009,SAN DIEGO,37010,BON,BONITA SUNNYSIDE FPD,4900 BONITA RD,BONITA,91902,MIKE SIMS,(619) 479‐2346,,2023/03/09 00:00:00+00,https://bonitafd.org/,SDU,48788.1749157513,19185377.0390335
1010,SAN DIEGO,37015,BGO,BORREGO SPRINGS FPD,PO BOX 9,BORREGO SPRINGS,92004,JOHN HARDCASTLE,(760) 767‐5436,,2023/03/09 00:00:00+00,https://borrego-fire.org/,SDU,136970.302133528,804551713.424582
1011,SAN DIEGO,,CBK,CAMPO RESERVATION,,,,,,,2023/03/09 00:00:00+00,http://www.campo-nsn.gov/home.html,SDU,69344.4563177516,63428217.1078016
1012,SAN DIEGO,, ,CAPITAN GRANDE RESERVATION,,,,,,,2023/03/09 00:00:00+00,https://www.kumeyaay.com/capitan-grande-band-of-indians.html,SDU,92824.1213123104,63130024.1931407
