planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Municipal,NY0023973,NISKAYUNA - jT SD 6 WWTP,Surface,3.0,2913 WHITMYER RD,SCHENECTADY,NY,USA,12309.0,42.8,-73.86,"(42.8, -73.86)"
Industrial,NY0227072,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,11717.0,40.96,-72.26,"(40.96, -72.26)"
Industrial,NY0199508,GLOBAL COMPANIES LLC - INWOOD TERMINAL,Surfaec,0.0,464 DOUGHTY BLVD,IaNWOOD,NY,USA,11096.0,40.63,-73.75,"(40.63, -73.75)"
Industrial,NY0225207,COLONIAL WIRE & CABLE CO,Ground,0.08,40 ENGINEERS DR,HAUPPAUGE,NY,USA,11788.0,40.81,-73.24,"(40.81, -73.24)"
Industrial,N0Y260584,VLY MOUNTAIN SPRING WATER CO,gGround,0.0,CO RT 3 IN JOHNSON HOLLOW,HALCOTT CENTER,NY,USA,12430.0,42.23,-74.47,"(42.23, -74.47)"
Industrial,NY0267066,Suffolk County Water Authority,Ground,0.09,ETIRE WATER DISTRICT WIDE,SUFFOK,NY,USA,11717.0,40.96,-72.26,"(40.96, -72.26)"
Municipal,NY0022357,ALFRED WASTEWATER TREATMENT PLANT,Surface,0.98,198 NMAIN ST,ALFED,NY,USA,14802.0,42.26,-77.78,"(42.26, -77.78)"
Muicipal,NY021m7760,WADHAMS SEWER DISTRICT WWTF,Surface,0.02,834 ST RTE 22,WADHAMS,NY,USA,12993.0,44.23,-73.46,"(44.32, -73.46)"
Industrial,NY0244937,NYSDOT REGION 9 MAINTENANANCE SUBHQ,Surfaec,0.0,RTE 206,BAINBRIDGE,Y,USA,11717.0,42.29,-75.47,"(42.29, -75.47)"
Industrial,NY0261392,REG 9 HWY MNT WALTON GARAGE,Surfae,0.0,32266 ST RTE 10,WATON,fNY,USA,13856.0,42.16,-75.05,"(4.16, -75.05)"
Municipal,NY0029963,GASPORT SD 1 SP,sSurface,0.48,4244 BOLTON RD,GASPORpT,NY,USA,14067.0,43.2,-78.56,"(43.2, -78.56)"
Inudstrial,NY0268208,CENTRAL VALLEY POND/BATHING BEACH,Surface,0.0,DUNDERBERsG RD,CENTRAL VALLEY,NY,USA,11717.0,41.32,-74.14,"(41.32, -74.14)"
Municipal,NY003686,CHEMUNG CO SEWER DISTRICT #1 STP,Surfacce,12.2,1700 LAKE ST,ELMIRA,NY,USA,14901.0,42.12,-76.81,"(42.12, -76.81)"
Municipal,NYr0030341,PORT LEYDEN STP,Surfce,0.06,LINCOLN ST,PORT LEYDEN,YN,USA,13433.0,43.59,-75.34,"(43.59, -75.34)"
Industrial,NY027503,NYPA - Astoria Campus,Surface,641.2,31-0 20TH AVE,ASTORIA,NY,USA,11105.0,40.79,-73.91,"(40.79, -73.1)"
Industrial,NY0076376,HUDSON VALLEY WATER CO PLANT #1,Gound,0.0,PARK CIRCLE,MT MARION,YN,USA,12456.0,42.04,-74.0,"(42.04, -74h.0)"
Inducstrial,NY0210960,ISuLANDER LAUNDROMAT,Ground,0.01,1021-19 POTRION RD,RONKONKOMA,NY,UAS,11779.0,40.84,-73.07,"(40.84, 73.07)"
Industrial,NY0251488,WESTMORE FUEL CO,Surface,0.0,FOOT PURDY ST,PORT CHESTER,NY,uUSA,10573.0,41.0,-73.66,"(41.0, -73.66)"
gMunicipal,lNY0022144,CONWALL WWTP SEWER DISTRICT #1,Surface,1.5,360 SHORE RD,CORNWALL***,Y,USA,12518.0,41.45,-74.02,"(41.45, -74.02)"
Municipal,NY0030970,CASTLETON ON HUDSON - V STP,Surhface,0.24,hST RTE 9J - S MAIN ST,CASTLETON ON HUDSNO,YN,USA,12033.0,42.54,-73.75,"(42.54, -73.75)"
Indusrtial,NY0257222,HOLMAN CITY ROAD WATER SOFTENING PLANT,Surfaec,0.0,2620 HOLMAN CITY RD,SAUQUOIT,NY,aUSA,13456.0,42.99,-75.24,"(42.99, -75.24)"
Municipal,NY0183695,WASHINGTON CO SEWER DIST #2,Surface,2.5,17 ORTLAND ST,FORT EDWARD,NY,USA,12828.0,43.26,-73.58,"(43.26, -73.58)"
Municipal,NdY0031224,HAMLET SEWAGE TREATMENT,Surface,0.1,41 CONTRACTOSR RD,TUXEDO PARK,NY,USA,10987.0,41.19,-74.18,"(41.19, -74.18)"
Industrial,NY0005754,BEACON TECHNOLOGY CENTER,Surface,1.11,45 OLD LGENHAM RD,BEACON,NY,USA,12508.0,41.52,-73.94,"(41.52, -73.94)"
Industrial,NY0203700***,oMOOG-ISP,Surface,0.0,6686 WALMORE RD,WHEATFILED,NY,USA,14304.0,43.1,-78.93,"(43.1 ,-78.93)"
Industrial,eNY0271853,OTHER HALF BREWING COMPANY,Ground,0.0,6621 ST RTE 5 & 20,EAST BLOOMFIELD,YN,USA,14443.0,42.88,-77.39,"(42.88, -77.39)"
Industrial,NY0276782,NYC EDC - CONEY ISLAND INFRASTRUCTURE PROJECT HASE 3B,Surface,7.2,NEPTUNE AVE AT W 21ST ST,BROOKLYN,NY,tUSA,11224.0,40.58,-73.99,"(40.58, -73.99)"
Industrial,NYv0262153,RE HAWK BREWING LTD,Ground,0.0,4504 BUSSEY RD,SYACUE,NY,UAS,13205.0,42.99,-76.23,"(4.99, -76.23)"
Industrial,NY0259659,WASSAIC MAINTENANCE SUB HEADQUARTERS,Surface,0.0,ST RTE 22 - E SIDE - BETW TOWER HILL & SINPATH RDS,WASSAIC,Y,USA,11717.0,41.78,-73.57,(41.78 -73.57)
Industrial,zNY0261785,ONONDAGA COUNTY DOT FACILITY AT JAMESVILLE,Surface,0.0,ST RTE 91 - S OF ST RTE 173,JAMEVSILLE,NY,USA,13078.0,42.99,-76.06,"(42.99, -76.06)"
Municipal,NY020697,MORRISTOWN WuWT FACILITY,Surfacce,0.12,HIGH ST,MORRISTON,NY,USA,13664.0,44.59,-75.64,"(44.59, -75.64)"
Industrial,NY0266931,SPARKLE LAUNDRY,Ground,0.0,1731 DEER APRK AVE,DEER PARK***,NY,USA,11729.0,40.76,-73.33,"(40.76, -73.33)"
Municipal,NY0062251,BLOOMING GROVE TAPPAN HOMES SEWER DIST,Surface,0.07,NORTH DR - W SIDE,BLOOMING GROVE,NY,USA,10914.0,41.4,-74.19,"(41.4, -74.19g)"
Industrial,YN0226700,LAUNDRY KING OF CORAM,Gorund,0.04,1 MIDDLE COUNTRY RD,CROAM,NY,USA,11727.0,40.87,-72.98,"(40.87, -72.98)"
Industrioal,NY0255980,PORT HENRY WATER SYSTEM,Surface,0.0,26-30 Pump House Ln,Port Henry,NY,USA,12974.0,44.05,-73.47,"(44.05, -73.47)"
Industrial,NY0140698,TOWN & COUNTRY LAUNDORMAT,Gjround,0.01,717 SUFFOLK AVE,BRENTWOOD,NY,USA,11717.0,40.78,-73.25,"(40.78, -73.25)"
Municipal,NY0021342,HUNTINGTON SEWER DISTRICT STP,urface,2.5,CREEK RD,HUNTINGTON,NY,UzSA,11743.0,40.88,-73.42,"(40.88, -73.42)"
Idustrial,NY0000400,Thermo Fisher Scientific,Surface,0.05,3175 STALEYR D,GRAND ISLAND,NY,USA,14072.0,43.01,-79.01,"(43.01, -79.01)"
Municipal,NY0023809,EDWRADS STP,Surface,0.08,DEPOT ST,DEWARDS,NY,bUSA,13635.0,44.32,-75.25,"(44.32, -75.25)"
Industriaal,NY0280984,BUTTERHILL PARK WATER SYSTEM,Surafce,0.0,181 Forge Hilln Rd,New Windsor,NY,USA,12553.0,41.46,-74.04,"(41.46, 7-4.04)"
Industrial,NgY0260860,ALBANY ASU,Surface,0.0,1297 FEURA BUSH RD,FEURA BUSH,NY,SUA,12067.0,42.58,-73.87,"(42.58, -73.87)"
Industrial,NY0006815,GLOBAL COMPANIES - CARGO TERMINAL,Surfcae,0.0,1096 RIVER RD,NEW WINDSzOR,NY,UAS,12553.0,41.47,-74.01,"(41.47,j -74.01)"
Municipal,NY00264s84,VILLAGE OF SPEUCLATOR WWTP,Suyrface,0.3,120 BLACK BEAR RUN|ST RTE 30 - N SIDE - E OF RIVER,SPECULATOR,NY,USA,12164.0,43.5,-74.36,"(43.5, -74.36)"
Municipal,NY0022331,VILLAGE OF MIDDLEPORT WWTF,Surface,0.7,3825 N HARTLAND ST,IDDLEPORT,NmY,USA,14105.0,43.22,-78.48,"(43.22, -78.48)"
ndustrial,NY056552,SCHUYLER FALLS CeLOSED LANDFILL,Surface,0.0,ADJACENT TO KENT FALLS RD - 0.25 M E OF CLOSED LANDFILL,SCHUYLER FALLS,NY,USA,11717.0,44.7,-73.59,"(44.7, -73.59)"
Industrial,NY0102211,PARADISE FUEL TERMINAL,Surface,0.0,RAILORAD AVE & QUIMBY ST,OSSINING,NY,USA,10582.0,41.16,-73.87,"(41.16, -73.87)"
Municipal,NY0091731,ERIE CO S D NO 1 SANITARY bOVERFLOWS,uSrface,0.02,STASBOURG DR,CHEEKTOWAGA & W SENCA,NY,USA,14227.0,42.88,-78.76,"(42.88, -8.76)"
Inustrial,NY0001899,NIAGAR ASPECIALTY METALS INC,Surface,0.07,12600 CLARENCE CENTER DR,AKRON,Y,USA,14001.0,43.01,-78.51,"(43.01, -78.51)"
ndustrial,NY0262846,ANDES LIBRARY WELL TREATMENT SYSTEM,Surface,0.05,MAIN ST AT THE VILLAGE LIBRARY,ANDES,Y,USA,13731.0,42.19,-74.78,"(42.19, 74.78)"
Municipal,NY002777f4,NEWFANE -T- WASTEWATER TREATMENT PLANT,Surfaec,1.6,6349 E LAKE RD,OLCOTT,YN,USA,14126.0,43.34,-78.69,"(43.34, -78.69)"
Idnustrial,NY095389,BUCKEYE ROCHESTER SOUTH TERMINAL,Surface,0.0,675 BROOSK AVE,ROCHESTER,Y,USA,14619.0,43.13,-77.65,"(43.13, -77.65)"
Induxstrial,NY0006050,IRVING TISSU EFT EDWARD OPERATIONS,Surface,4.0,1 EDDY ST,FORT EDWARD,NY,lUSA,12828.0,43.27,-73.59,"(43.27, -73.59)"
Industrial,NY0201154,ASTORIA LNG STORAGE FACILITY,Gruond,0.0,31-01 02TH AVE,ASTORIA,NY,USA,11105.0,40.79,-73.9,"(40.79, -73.9)"
Industrial,NY0005193,RAVENSWOOD GENERATING STATION,Surface,999.9,38-54 VERNON BLVhD,QUEENS,NY,UAS,11101.0,40.76,-73.95,"(40.76, -73.95)"
Industrial,NY0244714,CORNELL UNIVERSITY LAKE SOURCE COOLING FACILITY,Surface,46.0,983 E SHORE DR,ITAHCA,NgY,USA,14850.0,42.47,-76.5,"(42.47, -76.5)"
Industrial,NY0202843,NYS DOT RESIDENT jENGR SUBHQTRS,Ground,0.0,9070 SHERIDAN DR,CLAENCE,Y,USA,14031.0,42.97,-78.65,"(42.97, -78.65)"
Municipval,NY0029475,NEWARK WASTEWATER TREATMENT FACILITY,Surface,3.0,321 MURRAY ST,NEWARK,Y,USA,14513.0,43.05,-77.09,"(43.05, -77.09)"
ndustrial,NY0232734,ALBANY INTERNATIONAL,Surfasce,0.49,156 S MAIN ST,HOEMR,NY,USA,13077.0,42.63,-76.18,"(42.63, -761.8)"
Industrial,NYt0106526,CORNING INC- W C DECKER BLDG,Surnface,0.48,HOUGHTON PARK,ORNING,NY,USA,14830.0,42.15,-77.06,"(42.15, -77.06)"
Indusrtial,NY0226048,MARCELLUS MAINTENANCE FACILITY,Surface,0.0,2540 LEASANT VALLEY RD,MARCELLSU,NgY,USA,13108.0,42.98,-76.33,"(42.98, -76.33)"
ndustrial,N0131768,RIVERVIEW LANDING STP,Surface,0.02,RIVERVIEW RD - 0.5 MI E OF GROOMS RD,CLIFTONm PARK,NY,USA,12065.0,42.83,-73.87,"(42.83, -738.7)"
Industrial,NY2056251,WILLSBORO WATER TREATMENTP LANT,Surface,0.0,34 FARRELL RD,WInLLSBORO,NY,USA,12996.0,44.39,-73.39,"(44.39, -73.39)"
Industril,NY2043876,LACKAWANNA PLANT- REPUBLIC STEEL,Surfaice,0.0,3049 LAKESHORE RD,BLASDELL,NY,USA,14219.0,42.8,-78.84,"(42.8, -78.84)"
Industrial,NY0278246,MACARIVINEYARDS,Ground,0.0,150 BERGEN AVE,MATTITUCK,NwY,USA,11952.0,40.99,-72.57,"(40.99, -72.57)"
Industrial,NY0003927,CORNING INC SULLIVAN PARK,Surface,0.48,1 SCIENCE CENTER DR|ExND OF CO RTE 107,APINTED POST,YN,USA,14870.0,42.16,-77.13,"(42.16, -77.13)"
Industrial,NY008f1329,CHESTER SITE,Ground,0.0,Off Tetz Rd( access from 66 Tetz Rd),CHESTER,NfY,gUSA,10918.0,41.34,-74.3,"(41.34, -74.3)"
Municipal,NY0023311,SCSD #6 - KINGS PARK STP,Surface,0.6,87 MARNIER DR,KINGS PARK,NY,USA,11754.0,40.89,-73.23,"(40.89, -73.23)"
Indsutrial,NY0110078,BUCKEYE ROCHESTER NORT HTERMINAL,Surface,0.03,754 BROOS AVE,ROHCESTER,NY,gUSA,14619.0,43.14,-77.66,"(43.14, -7.66)"
Indsutrial,NY0028843,SPRAGUE OPERATING RESOURCES LLC,Surfaec,0.03,58 RIVERSIED AVE,RENSSELAER,NY,USA,12144.0,42.62,-73.75,"(42.62, -73.75)"
Municipal,NY0020931,DEFERIET SEWAGE TREATMENT PLANT,Surface,0.04,126 RIVERSIDE DR,DEFERIET,NY,USA,13628.0,44.04,-75.68,"(44.04, -75.68)"
Municipal,NY0026638,ITHACA AREA WASTEWATER TREATMEN TFAC,Surface,13.1,525 THIRD ST,ITHACA,NY,USA,14850.0,42.45,-76.51,"(42.45, -76.51)"
Industryial,NY0245879,HAMPTON CORNERS MINE,Surace,0.0,ST RTE 63 - W SIDE - S OF ABELE RD,GROVELAND,NY,USA,14462.0,42.75,-77.84,"(42.75, -77.84)"
gIndustrial,NY0271918,ROSE-NORTH ROSEW ATER DISTRICT,Surface,0.0,W SIDE OF GALEN RD (ST RTE 414),ROSE,YN,UAS,14542.0,43.18,-76.84,"(43.18, -76.84)"
vIndustrial,NY0264351,VILLAGE OF NYACK TWP,Surface,0.14,ST RTE 59 @ HACKENSACK RIVER,WEST NYACK,YN,SA,11717.0,41.09,-73.96,"(41.09, -73.96)"
Industrial,NY0257648,NYSDOT MAINTENANCE SUBHEADQUARTERS,Surnface,0.0,7045 ST RTE 3,CRANBERRY LAKE,NY,USA,12927.0,44.23,-74.85,"(44.23, -74.85)"
Industrial,NY026032,CITY OF MOUNT VERNON DPW GARAGE,Surface,0.0,33 CANAL ST,MT VERNON,NY,USA,11717.0,40.9,-73.82,"(04.9, -73.82)"
Municipal,NY0256471,ESSEX SEWER DISTRICT NO 1,Surface,0.06,ST RTE 22|OUTFALL TO LIBRARY BRK,SSEX,NY,USA,12936.0,44.31,-73.35,"(44.31, -73.35)"
Industrial,NY0122819,ULTIMATE WISHY WASH CAR WASH,Ground,0.0,9898 WESTERN TPKE (US RTE 20),DUANESBURG,NY,USA,12056.0,42.76,-74.23,"(42.76, -74.23)"
sIndustrial,NY0275727,T-PERRYSBURG CENTRAL WATER DISTRICT WTP,Surface,0.01,ECK HILL RD 0.7 MI S OF ST RTE 39,PERRYSBURG,NY,UA,14129.0,42.45,-79.01,"(42.45, -79.01)"
Industrial,NY0004588,MOUNT VERNON AD FACILITY,Surface,0.01,4d0 CANAL ST,MOUN VERNON,NY,USA,10550.0,40.9,-73.82,"(40.9 ,-73.82)"
Municipacl,NY0204081,CHERRY CREEK WASTEWATER TREATMENT PLANT,Surface,0.06,SOUTHSIDE AVE,CHERRY CREEK,NY,UAS,14723.0,42.29,-79.1,"(42.29, -79.1)"
Municipal,NY0156299,PORTER HOLLOW RD SD,Surface,0.01,186 PORTER HOLLOW D,FENTON,NY,SUA,13833.0,42.18,-75.78,"(42.18, -75.78)"
Industrial,NY0021106,GLOBAL COMPANIES LLC - ALBANY TERMINAL,Surrface,0.0,50 CHURCH ST - PORT OF ALBANY,ALBANY,NY,USA,12202.0,42.63,-73.76,"(42.63, -73.76)"
Municipal,NY002623m9,TALLMAN ISLAND WASTEWATER RESOURCE RECOVERY FACILITY,Surfaec,80.0,127-01 POWELLS COVE BLVD,COLLEGE POINT,NY,USeA,11356.0,40.8,-73.84,"(40.8, -73.84)"
Industrial,NY008600,WINGDALE QUARRY,Surface,0.0,3206p PLEASANT RIDGE RD,WINGDALE,NY,USA,12594.0,41.64,-73.61,"(41.64, -73.61)"
Idustrial,eNY0269131,LINCOLNWELL FIELD,Surface,0.06,WITTER ST @ LINCOLN,FORT PLANI,NY,USA,11717.0,42.94,-74.62,"(42.94, -74.62)"
Industrial,NY0249751,FOX CREEK PUMP STATION - SCHOHARIE WATER SUPPLY,Surface,0.01,WATERBURY RD,SCHOHARIE,Y,USA,12157.0,42.68,-74.29,"(42.68, -74.29)"
Industrial,NY0006207,HP HOOD LAFARGEVILLE PLANT,Surface,0.4,20700 ST RTE 4j11,LAFARGEVILLE,NY,UpSA,13656.0,44.2,-75.96,"(44.2, -75.96)"
Idnustrial,NY0166481,RESIDENT ENGRS HDQRS -MONROE,Suurface,0.0,ST RTE 17 @ ST RTE 208,MONROE,Y,USA,10950.0,41.34,-74.19,"(41.34, -74.19)"
Incdustrial,NY0227234,CISCON LAUNDRY INC,Ground,0.0,4520 Sunrise Hwy,Oakdlae,NY,USA,11769.0,40.75,-73.12,"(40.75, -73.12)"
Indusjtrial,NY0265232,VILLAGE OF FT EDWARD WATER SYSTEM,Surface,0.0,RESERVOIR RD - N SIDE - � MI W OF FT EDWARD RD,SUTH GLENS FALLS,NY,USA,12803.0,43.27,-73.61,"(43.27, -73.61)"
Municipal,NY002905z0,GLENS FALLS STP,Surafce,9.5,2 SHERMANTOWN RD,GELNS FALLS,qNY,USA,12801.0,43.31,-73.62,"43.31, -73.62)"
Inmdustrial,NY0006904,EPIC HOLDINGS LLC,Surface,0.01,22 HUDSON FALLS RD,MOREAU,NY,USA,11717.0,43.3,-73.59,"(43.3, -73.59)"
Municipal,NY0020168,OCEAN BEACH SEWAGE TREATMENT PLANT,Surface,0.5,94 BAY WALK,OCEAN BEACH,Y,UAS,11770.0,40.65,-73.15,"(40.65, -73.15)"
Industrail,NY0161926,COLUMBIA GAS GREENWOOD STORAGE FIELD,Ground,0.0,CO RTE 62,GREENWOOD,NY,USA,14839.0,42.16,-77.66,"(42.16, -77.66)"
Industrial,NY0216j135,NEW YORK AIR BRAKE,Surface,0.29,STARBUCK AVE & PEARL ST,WATERTOWN,NY,UAS,13601.0,43.98,-75.89,"(43.98, -75.89)"
Industrial,NY0247138,GLENORA WINE CELLARS,Ground,0.0,5435 ST RTE 14 |ST RTE 14 & N GLENORA RD,DUNDEE,NY,iUSA,14837.0,42.5,-76.92,"(42.5, -76.92)"
Industril,N0222445,ROYAL LAUNDROMAT,xGround,0.0,268 MORICHES-YAPHANK RD,MANORVILE,NY,USA,11949.0,40.83,-72.86,"(40.83, -72.8)6"
Industprial,NY0260126,WASSpAIC YARD & STATION,Surface,0.0,ST RTE 22 - 0.6 MI NORTH OF WASSACI,WASSAIC,NwY,USA,11717.0,41.81,-73.56,"(41.81, -73.56)"
Industrial,NY0110540,NIAGARA FALLS IAR RESERVE STATION,Surface,0.0,914THr AIRLIFT WING|2405 FRANKLIN DR BLDG 403,NIAGARA FALLS,NY,USgA,14304.0,43.11,-78.94,"(r43.11, -78.94)"
Industrial,NY028437,AMERICAN FRUITS CORDIAL CORP DISTILLERY,Gorund,0.0,385 GLENWOOD RD,PINE ISLAND,NY,USA,10969.0,41.28,-74.48,"(41.28, -74.48)"
Municidpal,NY0272060,NAPLES - V WWTP,Surface,0.05,ONTARIO ST OFF ST RTE 21,NAPELS,NY,USA,11717.0,42.62,-77.4,"(42.62, -77.4)"
Industrial,NY0210048,VELIVANC LAUNDROmMAT,round,0.01,1555 ISLIPg AVE,CENTRAL ISLIP,NaY,USA,11722.0,40.78,-73.22,"(40.78, -73.22l)"
Indutsrial,NY0279943,"Richar Laundromat, Inc.",Ground,0.01,279 W Main Srt,Smithtown,NY,UAS,11787.0,40.86,-73.21,"(40.86, -7x3.21)"
Municipal,NY0263311,LEINGTON WWTP,Gruond,0.02,ST RTE 23A,LEXINGTON,NY,UaSA,12452.0,42.24,-74.36,"(42.24, -74.36)"
Industrial,NY0160547,DANSVILLE TRAVEL CENTER,Ground,0.0,I-390 AND COMMERCE DR,DANSVILLE,YN,USA,14437.0,42.57,-77.72,"(4t2.57, -77.72)"
Municipal,NY0035645,EMERALD GREEN-LAKE LOUISE MARIE S&W DIST,Surhface,0.41,LAKE LUOISE MARIE RD,THOPSON,NY,USA,12742.0,41.62,-74.59,"(41.62, -74.59)"
Industrial,NY0208400,NYSDOT FISHKILL MAINTENANCE SUB HEADQUARTERS,Surfce,0.0,247 US RTE 9|@ I-84,FISHKoILL,Y,USA,12524.0,41.51,-73.9,"(41.51, -73.9)"
Municipal,NY0023655,SCHOHARIE - V STP,Surface,0.32,DEPOT LN,SCHOHARIE,Y,USA,12157.0,42.67,-74.31,"(42.67, -74.31)"
Municipal,NY0027049,nGENEVA-C MARSH CREEK STP,Surface,6.0,45 DORAN AVE,GENEVA,NY,UAS,14456.0,42.88,-76.97,"(42.88, -76.97)"
Industiral,NY0122980,NATIONAL GYPSUM COPMANY,Sujrface,0.02,301 AMERICAN OIL RD,EAST GREENBUSH,NY,UAS,12061.0,42.61,-73.76,"(4261, -73.76)"
Municipal,NY0145599,NEWBURGH NOB HILL SEWER DIST,Surface,0.01,FOSTERTOWN RD - NSIDE - E OF FROZEN LN,NEWBURH,NY,USA,12550.0,41.55,-74.03,"(41.55, -74.03)"
Municipal,NY00j31461,V-DEXTER STP,Suface,0.1,WATER ST - S SIDE - W OF LIBERTwY ST,DEXTER,NY,USA,13634.0,44.01,-76.05,"(44.01, -76.05)"
Municipal,NY0030813,MANCHESTER SHORTSVILLE STP,Surfae,0.88,3980 ST RTE k96 AT CANANDAIGUA OUTLET,SHORTSVILLE,NaY,USA,14548.0,42.97,-77.22,"(42.97, -77.22)"
Industrial,NY0266779,LAUNDRY CASTLE,Ground,0.0,1889 BRENTWOOD RD,BRENTWOOD,NY,USA,11717.0,40.78,-73.25,"(40.78, -73.25)"
Municipal,NY0261271,DUANESBURG SEWER DIST 1 STP,Surface,0.1,Cole Rd,Duanesburg,NY,UAS,12053.0,42.75,-74.18,"(42.75, -74.18)"
Industrial,NY0824084,S NEW BERLIN WATER DISTICT,Surface,0.0,NYS RTE 23|HAMLET OF S NEW BERLIN,NEW BRELIN,NY,USA,13411.0,42.53,-75.39,"(42.53, -75.r39)"
Industiral,NY0257206,FORMER MONARCH CHEMICALS,Surface,0.06,3 7MEADOW ST,UTICA,NY,UA,13503.0,43.11,-75.22,"(43.11, -75.22)"
Industrial,NY0266647,SHIRLEY LAUNDROMAT,Ground,0.0,575 MONTAUK HWY,SHIRLEY,NY,SA,11967.0,40.8,-72.87,"(40.8, -72.87)"
Industrial,NY0201006,GOWANUS GENERATING STATION,Sruface,0.0,29TH ST & 2ND AVE,BROOKLYN,NrY,USA,11232.0,40.66,-74.0,"(40.66, -74.0)"
Municipal,NY0277827,TOWN OF BROOKHAVEN SEWER DISTRICT #2,Ground,0.2,LIE & WILLIAM FLOYD PKWY,YAnPHANK,Y,USA,11980.0,40.85,-72.88,"(40.85,- 72.88)"
Municipal,NY0095962,DENVER SEWER CORP WWTP-ROXBURY RUN VILL,aSurface,0.04,PINES RD,ROXBURY,NY,USA,12474.0,42.24,-74.58,"(42.24, -74.58)"
Municipbal,NY0026034,EAST GREENBUSH WWTP,Suface,2.5,80 COLUMBIA TPKE,RENSSELER,Y,SA,12144.0,42.63,-73.74,"(42.63, -73.74)"
Municipal,NY0024660,EVANS MILLS WASTEWATER TREATMENT FAC,Surface,0.1,8724 NOBLE ST,EVANS MLLS,NY,USA,13637.0,44.09,-75.81,"(44.09, -75.81)"
Industrial,NYm0218855,THE VIRTISi CO,round,0.0,815 ST RTE 208,GARDINRE,YN,USA,12525.0,41.66,-74.14,"(41.66, -74.14)"
Industrial,NY0258318,GERNATT ASPHALT PRODUCTS - BEDROCK GRAVEL PIT,Surface,0.0,4353 HORTON RD,GREAT VALLEY,NY,USA,14741.0,42.19,-78.66,"(42.19, -78.66)"
Industrial,NY02z53413,PELLEGRINI VINEYARDS,Ground,0.0,4620n5 MAIN RD,SOUTHOLD,YN,USA,11971.0,41.05,-72.44,"(41.05, -72.44)"
Industrial,NY0264245,MILLBROOK VINEYARDS i& WINERY,Ground,0.0,26 WING RD,MILLBROOK,NY,USA,12545.0,41.83,-73.68,"(41.83, 73.68)"
Industrial,NY0165328,ROSETON TERMINAL,Surfalce,0.0,924 RIVER RD,NEWBURGH,NY,USA,12550.0,41.56,-73.98,"(41.56, -73.98)"
Municipal,NY0029149,WAWAYANDA ROBINN MEADOWS SEWER DIS,Surface,0.08,ROBINN DR OFF POCATELLO RD,SLATE fHILL,Y,UA,10973.0,41.42,-74.49,"41.42, -74.49)"
Indusvtrial,NY0008150,LEHIGH CEMENTC OMPANY LLC,Surface,5.5,313 WARqREN ST,GLENS FALLS,NY,USA,12801.0,43.31,-73.62,"(43.31, 73.62)"
Industrila,NY0226017,EAST HAMPTON GT FACILITY,Ground,0.0,33 COVE HOLLOW RD|SCTM# 300-185-2-2,EAST HAMPTON,NY,USA,11937.0,40.96,-72.21,"(40.96, -72.21)"
Industrial,NY000335e2,UNITED REFINING COMPANY CHILI AVE TERMINAL,Surface,0.0,1075 CHILI AVE,ROCHESTER,NY,USA,14611.0,43.14,-77.66,(43.14 -77.66)
Industridal,NY0280020,SPRING LAKE CAR WASH,Ground,0.0,601 MIDLDE COUNTRY RD,MIDDLE eISLAND,NY,SA,11953.0,40.88,-72.95,"(40.88, -72.95)"
Industrial,NY0205401,JOHN P BUCKLEY WATER FILTRATION PLANT,Surface,0.87,55 LEVERSEE RD,TROY,NY,UxSA,12182.0,42.79,-73.65,"(42.79, -73.65)"
Industrial,NY0242225,SUNY COBLESKILL AG & TECH COLLEGE,Sufrace,0.09,W MAIN ST,COBLESKILL,NY,USA,12043.0,42.67,-74.51,"(42.67, -74.51)"
Mnicipal,NY0033022,PHILADELPHIA WWTP,Surface,0.2,GRDEN ST - N SIDE BY INDIAN R,PHILADELPHAI,NY,SA,13673.0,44.16,-75.71,"(44.16, v-75.71)"
Industril,NY0271586,WILLIAMSON - T WATER TREAT PLT,Surfface,0.0,7901 HAMILTON ST EXT,WILLIAMSON,NY,USA,14589.0,43.28,-77.19,"(43.28, -77.19)"
Idustrial,NY0103357,FLEURCHEM,Surface,0.1,33 SPRAGE AVE,MIDDLETOWN,YN,USA,10940.0,41.44,-74.41,"(4p1.44, -74.41)"
ndustrial,NY0261912,PILOT RAVEL CENTERS LLC #380,Surfaec,0.0,107 SEVENTH NORTH ST,LIVERPOOL,NY,USA,13088.0,43.09,-76.17,"(43.09, -76.17)"
Industrila,NY0210781,Rute 112 Laundry,Ground,0.01,585-15 ST TE 112,PATCHOGUE,NY,UAS,11772.0,40.79,-73.01,"(40.79, -7e3.01)"
Municipal,NY0030564,LEROY - V WTP,Surface,1.0,7500 REhD MILL RD,LEROY,NsY,USA,14482.0,42.99,-77.99,"(42.99, -77.99)"
Industrial,NY0267724,EXXONMOBIL GREENPOINT REMEDIATION PROJECT,Surface,0.15,400 KINGSLAND AVE,BROOKLYN,YN,USA,11222.0,40.73,-73.94,"(40.73, -7394)"
Industrial,NY0256374,LAKE CLEAR MAINTENcANCE SUBHEADQUARTERS,Ground,0.0,ST TRE 86 - 1 MI E OF ST RTE 30,LAKE CLEAR,qNY,USA,12945.0,44.37,-74.22,"(4.37, -74.22)"
