1337.global_id,a0108i499-2e77-4079-ac2d-0bc4709465ab,a0108499-2e77-4079-ac2d-0bc4709465ab
2981.global_id,df050736-96c3-475-83ed-b8a8100dddb9,df050736-96c3-4f75-83ed-b8a8100dddb9
4770.routeid,0251011,0250111
2671.hpmsaccdesc,Patial Access Control,Partial Access Control
4081.towndesc,AMDISON,MADISON
4242.global_id,25f884ea-c0d7-49f2-a845-1ebe2223c0bd,25f884ea-c0d7-49f2-a845-1ebe2223c0db
1717.global_id,79d12925-71d2-42ay4-8dd2-bc6fb333ebbd,79d12925-71d2-42a4-8dd2-bc6fb333ebbd
2921.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
3167.routeid,15u50411,1550411
3734.global_id,7590d93d-269a-422c-827-b61edbea33b4,7590d93d-269a-422c-8627-b61edbea33b4
1335.routeid,590148,0590148
1650.routeid,0105074,0150074
4529.routeid,04s10097,0410097
1937.accctldesc,No Access dControl,No Access Control
1249.global_id,64a147c7-6f0d-473r1-9433-177ccab06c56,64a147c7-6f0d-4731-9433-177ccab06c56
4073.accctldesc,"Full Contro - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
4098.towndesc,CHETER,CHESTER
516.hpmsaccdesc,Fulzl Access Control,Full Access Control
1169.routeid,15i-N,15-N
4012.accctldesc,No Acces Control,No Access Control
3980.accctldesc,"Full Conatrol - Divided, 2 lanes","Full Control - Divided, 2 lanes"
4341.routeid,435-E,453-E
976.towndesc,NORIWCH,NORWICH
210.routeid,0880r024,0880024
1458.routeid,501N-,501-N
799.global_id,23f69e1v2-b3ea-485b-9dc7-4f547f559b98,23f69e12-b3ea-485b-9dc7-4f547f559b98
3057.accctldesc,No Access oCntrol,No Access Control
3946.routeid,0i630609,0630609
2525.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
382.hpmsaccdesc,Full Acckess Control,Full Access Control
2989.global_id,dea7e251-dd9c-403a-baf-ca6ccfdc7d59,dea7e251-dd9c-403a-bbaf-ca6ccfdc7d59
461.global_id,ad9ada9-7016-4f1d-bbe3-9636c804d0a4,ad9ad6a9-7016-4f1d-bbe3-9636c804d0a4
3676.global_id,42c1a04-ac54-4a32-a031-219b85911adb,e42c1a04-ac54-4a32-a031-219b85911adb
4198.towndesc,CzOLEBROOK,COLEBROOK
1439.towndesc,NEWTONW,NEWTOWN
1787.hpmsaccdesc,No ccess Conrtol,No Access Conrtol
2847.hpmsaccdesc,o Access Conrtol,No Access Conrtol
1067.routeid,132-S,132L-S
1619.routeid,73-9N,739-N
4063.hpmsaccdesc,No Access Contol,No Access Conrtol
2201.towndesc,BROOKFEILD,BROOKFIELD
4548.towndesc,ROMWELL,CROMWELL
1636.hpmsaccdesc,No Access Conrutol,No Access Conrtol
3646.global_id,b326d561-fd7b-43a9-18d3-b6dad501c0bd,b326d561-fd7b-43a9-81d3-b6dad501c0bd
1868.hpmsaccdesc,No cAcess Conrtol,No Access Conrtol
1634.hpmsaccdesc,No Access Conwrtol,No Access Conrtol
2744.accctldesc,NoAccess Control,No Access Control
4834.towndesc,WETBROOK,WESTBROOK
846.hpmsaccdesc,Fulol Access Control,Full Access Control
1510.accctldesc,No Accetss Control,No Access Control
3846.accctldesc,"Full Control - Other Divided Highwas, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
4121.accctldesc,No Access Contzrol,No Access Control
4048.routeid,79S-,79-S
1147.towndesc,THOMASTNO,THOMASTON
751.hpmsaccdesc,Full Accses Control,Full Access Control
1238.global_id,eacb865-c47b-44c8-ba0b-dc2bb8818f42,0eacb865-c47b-44c8-ba0b-dc2bb8818f42
3415.accctldesc,"Full Control - OtherD ivided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
656.accctldesc,No Access Cotnrol,No Access Control
1112.routeid,180469,1480469
1409.accctldesc,No Acces Control,No Access Control
2349.hpmsaccdesc,No Access Conrtl,No Access Conrtol
3530.accctldesc,N oAccess Control,No Access Control
1603.towndesc,EBRLIN,BERLIN
4802.accctldesc,"Full Control - Other ivided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
4626.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
3031.global_id,2c85f203-18f6-4e39-86e8-54051328d391,2c85f203-18f6-4e39-86e8-50451328d391
4178.accctldesc,No Access Contol,No Access Control
1907.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
3702.towndesc,NEW BITAIN,NEW BRITAIN
1165.towndesc,GROOTN,GROTON
3567.global_id,99d73e92-e62b-4b80-9b6f-15c06a76d9230,99d73e92-e62b-4b80-9b6f-1506a76d9230
864.routeid,-E,6-E
3352.routeid,0270014,0270104
4098.global_id,53e84cf6-c60c-4ee4-966e-9956b46e6feyf,53e84cf6-c60c-4ee4-966e-9956b46e6fef
1930.global_id,cedddc4d-cb33-4ai5b-9cbd-1d1e99bc241b,cedddc4d-cb33-4a5b-9cbd-1d1e99bc241b
2156.routeid,0630016,0630061
1229.accctldesc,No Access Cfontrol,No Access Control
4272.accctldesc,No Access Cotrol,No Access Control
2004.global_id,e8b5733-bec2-42fe-8072-eb4c26f807d6,7e8b5733-bec2-42fe-8072-eb4c26f807d6
1907.global_id,d81223f8-17d04-321-bbb7-84a6dc13c29a,d81223f8-17d0-4321-bbb7-84a6dc13c29a
4265.global_id,95b79a36-8606-430d-8f7f-6f70b54ec8e,95b79a36-8606-430d-8f7f-6f7d0b54ec8e
105.routeid,04p60070,0460070
393.routeid,151437,1510437
2969.accctldesc,NoAccess Control,No Access Control
4571.routeid,070500,0760500
3489.towndesc,oSOUTHBURY,SOUTHBURY
249.global_id,0f9dfa5f-c416-4e7c-hb594-c396fb27a9af,0f9dfa5f-c416-4e7c-b594-c396fb27a9af
4142.global_id,0d1d1bf7-b8f1-446b-8f70-8d6ddb8c56eb,0d1d1bf7-b8f1-446b-8f07-8d6ddb8c56eb
2382.routeid,0060070,0060007
2613.global_id,e3e6429a-2f3e-446b-8d20-0380f4kd9e9a5,e3e6429a-2f3e-446b-8d20-0380f4d9e9a5
1113.global_id,342eebd1-8d84-4e12-b1b-f734bfaec80c4,342eebd1-8d84-4e12-b1bf-734bfaec80c4
1164.routeid,116001g3,1160013
2302.accctldesc,NoA ccess Control,No Access Control
1688.accctldesc,oN Access Control,No Access Control
995.global_id,cece58e9-31fc-4469-b0a2-62c90d225c87,cece58e9-31fc-4469-b0a2-62c09d225c87
92.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
1386.routeid,34-W,384-W
1869.towndesc,WINnDSOR,WINDSOR
744.global_id,0eb992ae-817c-4c15-bef8-679271d9cd3,0eb992ae-817c-4c15-bef8-6792b71d9cd3
3315.global_id,d5d7210-7de1-4df1-9378-420e755141c8,d5d37210-7de1-4df1-9378-420e755141c8
2594.routeid,107-bN,107-N
518.routeid,405-jN,405-N
1510.routeid,830384,0830384
4106.accctldesc,No Access Control***,No Access Control
2015.towndesc,WIbNDSOR,WINDSOR
191.towndesc,ARTFORD,HARTFORD
4908.towndesc,COLCHESxTER,COLCHESTER
3705.global_id,087c60cb-7472-4e0f-a897-6bb2120dca52,087c60cb-7472-4e0f-a897-6bb2120cda52
2437.hpmsaccdesc,o Access Conrtol,No Access Conrtol
2474.global_id,392b02b9-faa3-4a75-ae37-340b9f11f8d0,392b02b9-afa3-4a75-ae37-340b9f11f8d0
1577.routeid,002025j2,0020252
1473.hpmsaccdesc,No Access Conrtuol,No Access Conrtol
2428.routeid,050051,0580051
4777.routeid,630209,0630209
4250.towndesc,WOODBRIDGnE,WOODBRIDGE
3420.hpmsaccdesc,No Access Control,No Access Conrtol
1528.routeid,890273,0890273
1874.global_id,1ac1665-2f37-40a7-b295-186c6b41ed43,1ac71665-2f37-40a7-b295-186c6b41ed43
3365.towndesc,WATRFORD,WATERFORD
3024.hpmsaccdesc,No Access Conrtl,No Access Conrtol
755.routeid,0c340142,0340142
3353.hpmsaccdesc,oN Access Conrtol,No Access Conrtol
618.accctldesc,No Accesss Control,No Access Control
1890.routeid,770055,0770055
44.global_id,c467139d-aa6a-4b17-a9fc-96353baf0dc6,c467139d-aaa6-4b17-a9fc-96353baf0dc6
534.global_id,3c66c819-1bc-488e-8d4f-10a708e7f3d4,3c66c819-1ebc-488e-8d4f-10a708e7f3d4
2059.global_id,299a4f6d-eb01-4a50-b884-55907c43a23,299a4f6d-eb01-4a50-b884-55907c43a423
1468.accctldesc,No Access ontrol,No Access Control
80.towndesc,BRIDEPORT,BRIDGEPORT
2774.routeid,0904305,0940305
1600.accctldesc,No Access Conitrol,No Access Control
3529.towndesc,ATERTOWN,WATERTOWN
1403.towndesc,HARTFORaD,HARTFORD
4661.towndesc,BcERLIN,BERLIN
1294.routeid,920004,0920004
4091.routeid,401N-,401-N
3288.global_id,a07540d79-29e3-4c10-b016-a4851cd2acd5,07540d79-29e3-4c10-b016-a4851cd2acd5
2112.hpmsaccdesc,No Accless Conrtol,No Access Conrtol
199.global_id,8aac33d3-e46d-4cd4-90de-8fc3cd37f025,8aac33d3-e46d-4cd4-90de-8fc3cd3f7025
3763.towndesc,NEWINGON,NEWINGTON
3036.routeid,020809,0920809
3527.accctldesc,No Access Control***,No Access Control
1441.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
3820.accctldesc,No Access vControl,No Access Control
3706.towndesc,NEW CANyAAN,NEW CANAAN
2266.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2893.towndesc,ROCKY ILL,ROCKY HILL
1649.hpmsaccdesc,No Access Cnortol,No Access Conrtol
753.global_id,05f4e0c0-131e-44d6-9769-ab5ie9bb3ba34,05f4e0c0-131e-44d6-9769-ab5e9bb3ba34
1285.routeid,14800j80,1480080
856.routeid,19-N,196-N
2546.routeid,5c49-N,549-N
1877.global_id,8649b22-a870-4b8f-8111-f4845423f5f9,86490b22-a870-4b8f-8111-f4845423f5f9
2178.routeid,0170l885,0170885
1788.global_id,6068a456-d93-4385-8a2c-28f3d48eeb95,6068a456-d393-4385-8a2c-28f3d48eeb95
1283.hpmsaccdesc,No Access Conrol,No Access Conrtol
2839.hpmsaccdesc,No cAcess Conrtol,No Access Conrtol
3067.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
4024.hpmsaccdesc,No Access onrtol,No Access Conrtol
2473.routeid,1310092***,1310092
1046.hpmsaccdesc,N Access Conrtol,No Access Conrtol
2403.routeid,1-S,10-S
2753.accctldesc,No Access Contorl,No Access Control
745.accctldesc,No AccessC ontrol,No Access Control
535.towndesc,SEHRMAN,SHERMAN
3565.routeid,1020190,1020910
3833.hpmsaccdesc,Full Access Control***,Full Access Control
4775.routeid,0630118,0630181
4771.routeid,060020,0260020
2619.towndesc,PLvYMOUTH,PLYMOUTH
3816.accctldesc,No Accss Control,No Access Control
2184.global_id,3357e5e5-4cc5-4673-a6bc-0bde331e4fca,3357e5e5-4cc5-4673-a6bc-b0de331e4fca
2933.global_id,5808fac8-153a-47d1-8a6-9ef02324785b4,5808fac8-153a-47d1-8a69-ef02324785b4
3110.accctldesc,No Acces Control,No Access Control
428.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2438.global_id,9d3d47a0-c969-41be-bbaf-b392e54a1ec0,93dd47a0-c969-41be-bbaf-b392e54a1ec0
4254.routeid,y2-W,2-W
4024.towndesc,WEST HATFORD,WEST HARTFORD
1153.towndesc,EAST HRTFORD,EAST HARTFORD
2138.global_id,5ff37e4-0d82-46cc-b4d8-6f4a52d72888,5ff37e4c-0d82-46cc-b4d8-6f4a52d72888
2894.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2748.routeid,4-W,44-W
3039.routeid,09d40040,0940040
2448.accctldesc,No Access Contnrol,No Access Control
1417.global_id,746b9785-f66-4da4-a415-00774d7ac887,746b9785-f696-4da4-a415-00774d7ac887
1373.routeid,10N,10-N
3491.hpmsaccdesc,oN Access Conrtol,No Access Conrtol
2987.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2074.global_id,a38f08aa-3186-48b1-8a6-a7470b4ef253,a38f08aa-3186-48b1-8da6-a7470b4ef253
4027.towndesc,PqLAINVILLE,PLAINVILLE
4128.routeid,0420s053,0420053
3384.accctldesc,No Access Conrtol,No Access Control
1108.global_id,1d5f4afd-9b73-4ee4-8ca1-4ef72325ab3d,1d5f4afd-9b73-4e4e-8ca1-4ef72325ab3d
4591.hpmsaccdesc,o Access Conrtol,No Access Conrtol
2981.towndesc,GREEWNICH,GREENWICH
420.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
1740.hpmsaccdesc,No Access onrtol,No Access Conrtol
1340.global_id,c783b521-2480-54d8-ac83-05cdc8d910c0,c783b521-2480-45d8-ac83-05cdc8d910c0
2598.routeid,167003,1670053
3125.hpmsaccdesc,Partial Ahccess Control,Partial Access Control
939.routeid,69-yS,69-S
1314.towndesc,GULFORD,GUILFORD
2441.towndesc,UTNAM,PUTNAM
1111.accctldesc,NoA ccess Control,No Access Control
3288.towndesc,CANON,CANTON
4811.routeid,c0680113,0680113
3336.routeid,0154091R,0150491R
758.towndesc,DABNURY,DANBURY
4427.accctldesc,dNo Access Control,No Access Control
2445.global_id,878e3d36-f01a-4d24-81c3cfcd1f19ceba,878e3d36-f01a-4d24-81c3-cfcd1f19ceba
2250.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
1504.towndesc,mDARIEN,DARIEN
3034.global_id,5cb8eb46-8a9b-4d8f-81ac-bd18ff56de48***,5cb8eb46-8a9b-4d8f-81ac-bd18ff56de48
4778.routeid,060217,0630217
3001.accctldesc,No Access Controel,No Access Control
3280.accctldesc,Full Control  -Undivided Higways,Full Control - Undivided Higways
1015.hpmsaccdesc,No Access Conrotl,No Access Conrtol
706.global_id,05539e59-d840-4018-bfee-0f38202b6b25,05539e59-d840-4081-bfee-0f38202b6b25
175.towndesc,MANCHESETR,MANCHESTER
767.hpmsaccdesc,Nos Access Conrtol,No Access Conrtol
3155.hpmsaccdesc,No Access Conwrtol,No Access Conrtol
2101.routeid,092w0545,0920545
477.towndesc,LITyCHFIELD,LITCHFIELD
4005.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
4212.accctldesc,No dAccess Control,No Access Control
75.towndesc,BIRDGEPORT,BRIDGEPORT
4501.hpmsaccdesc,No ccess Conrtol,No Access Conrtol
4025.accctldesc,No Accss Control,No Access Control
784.towndesc,VOULNTOWN,VOLUNTOWN
3487.global_id,fd728514-3494-4996-a47f-9e75cf51f5bc,fd728514-3494-4996-a47f-9e75cf15f5bc
2291.towndesc,NRWICH,NORWICH
2268.routeid,079002f8,0790028
1356.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
1950.hpmsaccdesc,No Access xConrtol,No Access Conrtol
2819.towndesc,YME,LYME
1750.accctldesc,No Access Contrl,No Access Control
3885.towndesc,SESEX,ESSEX
309.global_id,04f06ebb-4897-7421-baf9-84b088044478,04f06ebb-4897-4721-baf9-84b088044478
3538.global_id,80eeb4da-797-4055-ab9a-b97d8858b54a,80eeb4da-2797-4055-ab9a-b97d8858b54a
1745.routeid,920042,0920042
3590.hpmsaccdesc,No Access onrtol,No Access Conrtol
4211.global_id,e5e8a6c8-2a7b-450e-ad91-50e4f17a57cx5,e5e8a6c8-2a7b-450e-ad91-50e4f17a57c5
3921.hpmsaccdesc,Non Access Conrtol,No Access Conrtol
1999.accctldesc,No Accss Control,No Access Control
2522.routeid,-1S,1-S
3531.accctldesc,No AccessControl,No Access Control
3921.towndesc,BLOOFIELD,BLOOMFIELD
585.hpmsaccdesc,Nco Access Conrtol,No Access Conrtol
2190.routeid,1-fN,1-N
132.towndesc,GUILFODR,GUILFORD
214.routeid,08803k79,0880379
2508.global_id,df477b9f-0822-46e4-b55e-ea3a66b697a,df477b9f-0822-46e4-b55e-ea3a566b697a
4353.accctldesc,No Access Contol,No Access Control
3826.accctldesc,No Access Control***,No Access Control
2797.global_id,551840f4-ef4e-44f9-81fc-85f66a041d95,551840f4-efe4-44f9-81fc-85f66a041d95
3620.towndesc,OLDs LYME,OLD LYME
3636.accctldesc,No AccessC ontrol,No Access Control
3763.global_id,3c3f21af-4cfa-4898-88e3-2ef4dca7b10f,33cf21af-4cfa-4898-88e3-2ef4dca7b10f
941.global_id,f0f91c30-ac6f-4d58-a1cc-8d75d50d8427,f0f91c30-a6cf-4d58-a1cc-8d75d50d8427
3134.global_id,b7f0bd24-ee7f-432-bccd-1269224bdad2,b7f0bd24-ee7f-4232-bccd-1269224bdad2
3988.accctldesc,"Full Control - Other Divided Highways, 4 o rmore lanes","Full Control - Other Divided Highways, 4 or more lanes"
2131.routeid,09l40320,0940320
1634.towndesc,GROTOgN,GROTON
2844.hpmsaccdesc,No AccessConrtol,No Access Conrtol
1632.routeid,056696R,0560696R
746.global_id,d5817ca1-7e3b-44a4-bba7-1gd5019aa20e9,d5817ca1-7e3b-44a4-bba7-1d5019aa20e9
4628.global_id,667506d6-3f43-4209-af8-00bf8866860b,667506d6-3f43-4209-af82-00bf8866860b
2072.accctldesc,No Acces sControl,No Access Control
2375.global_id,5b07965e-4203-4954-8f96f909ffec0b57,5b07965e-4203-4954-8f96-f909ffec0b57
2644.towndesc,WAcLLINGFORD,WALLINGFORD
3511.hpmsaccdesc,aNo Access Conrtol,No Access Conrtol
3125.global_id,a44fa2df-2c19-4df8-b64-1d199e6e2c5d,a44fa2df-2c19-4df8-b645-1d199e6e2c5d
4533.routeid,0420419,0420149
4753.hpmsaccdesc,No Access Conrqtol,No Access Conrtol
4846.accctldesc,No Access Cntrol,No Access Control
1655.global_id,2b121a85-11a3-4cbe-bb42-706667d05c58,2b112a85-11a3-4cbe-bb42-706667d05c58
1242.global_id,ba352a72-edba-412d-95bc-81a7b8199106,ba325a72-edba-412d-95bc-81a7b8199106
278.towndesc,NEW uCANAAN,NEW CANAAN
337.accctldesc,No ccess Control,No Access Control
2953.routeid,127N,127-N
1791.hpmsaccdesc,No Acqcess Conrtol,No Access Conrtol
1427.hpmsaccdesc,No AccessConrtol,No Access Conrtol
2205.accctldesc,No Access Contrlo,No Access Control
70.hpmsaccdesc,No Access Coonrtol,No Access Conrtol
2409.towndesc,BLOOMFIED,BLOOMFIELD
3822.accctldesc,No Access Contorol,No Access Control
2322.global_id,1a4aebf6-72f8-459e-b510-2d404f4d03d9,1a4abef6-72f8-459e-b510-2d404f4d03d9
2181.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
332.global_id,3149254a-2c50-4ae4-b4e8-23e5086dd76e,3149254a-2c50-4ea4-b4e8-23e5086dd76e
2224.global_id,91600611-c2b9-4df3-9ee5-ed70ab4ccb41f,91600611-c2b9-4df3-9ee5-ed70a4ccb41f
3130.hpmsaccdesc,No Access Cnortol,No Access Conrtol
2303.routeid,0420p321,0420321
2262.towndesc,DANBRY,DANBURY
2054.towndesc,WINDOR,WINDSOR
2759.global_id,85620b6-b548-47df-b88a-3207f99e2ddb,856e20b6-b548-47df-b88a-3207f99e2ddb
4640.routeid,500547,0500547
2259.global_id,ca6d92e2-14be-4b23-b35-b52d8f1d5203,ca6d92e2-14be-4b23-b358-b52d8f1d5203
3806.hpmsaccdesc,No Accessb Conrtol,No Access Conrtol
659.routeid,0h140302,0140302
550.global_id,65dfb191-ec30f-46c5-9c7c-b4968d853e82,65dfb191-c30f-46c5-9c7c-b4968d853e82
1346.global_id,16507b41-79be-44c6-bfe6-6e489d24d4b2,16570b41-79be-44c6-bfe6-6e489d24d4b2
1401.hpmsaccdesc,No Access Conrtl,No Access Conrtol
3043.accctldesc,No Access Cnotrol,No Access Control
1436.towndesc,WASHIGNTON,WASHINGTON
2366.global_id,d3818b49-1dc5-49e9-9ea0-862b8f187db,d3818b49-1dc5-49e9-9ea0-8624b8f187db
2278.accctldesc,NoAccess Control,No Access Control
2512.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
2269.towndesc,SELTON,SHELTON
2533.global_id,1be4022c-abb04-1b0-af73-967ed4bd1a95,1be4022c-abb0-41b0-af73-967ed4bd1a95
2319.accctldesc,N Access Control,No Access Control
3862.accctldesc,No Access sControl,No Access Control
222.accctldesc,No Access Contol,No Access Control
4007.routeid,22y2-N,222-N
1565.accctldesc,No Access Control***,No Access Control
2476.accctldesc,NoAccess Control,No Access Control
887.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
1062.routeid,063067,0630627
2634.towndesc,POTLAND,PORTLAND
199.towndesc,MONORE,MONROE
2645.accctldesc,No Access oCntrol,No Access Control
1022.hpmsaccdesc,No Access Conrtl,No Access Conrtol
3758.accctldesc,No Access Cnotrol,No Access Control
478.hpmsaccdesc,o Access Conrtol,No Access Conrtol
4654.hpmsaccdesc,Partial Access Cdontrol,Partial Access Control
4493.routeid,17-N,177-N
3584.towndesc,NORWAfLK,NORWALK
2898.global_id,a4795xf61-2bc7-47e5-9504-b7901af2125d,a4795f61-2bc7-47e5-9504-b7901af2125d
4917.hpmsaccdesc,Full Access Control***,Full Access Control
2777.global_id,15c089bc-6153-4e9d-c921-9fb2b00e2784,15c089bc-6153-4e9d-9c21-9fb2b00e2784
3445.accctldesc,NoAccess Control,No Access Control
343.accctldesc,No Access Contgrol,No Access Control
1303.towndesc,SIMSBURtY,SIMSBURY
2519.global_id,aed08472-3827-4397-b8aac-dec9a358e3a,aed08472-3827-4397-b8aa-cdec9a358e3a
2826.towndesc,MERIDEmN,MERIDEN
1270.routeid,0880210,0880120
1810.global_id,37ca5b5b-9d25-477e-b1c9-zef2be30c5acc,37ca5b5b-9d25-477e-b1c9-ef2be30c5acc
1644.hpmsaccdesc,No Access oConrtol,No Access Conrtol
4274.hpmsaccdesc,No Access Conrol,No Access Conrtol
1360.global_id,9a3c757d-7417-468b-aeae-8ebffca3af93,9a3c757d-7417-468b-aeae-8ebffac3af93
361.routeid,1350615,1350651
857.global_id,a96b4448-fa55-400b-b3f9-f8c7995c274,a96b4448-fa55-400b-b3f9-fd8c7995c274
3223.hpmsaccdesc,No Access Cornrtol,No Access Conrtol
4121.towndesc,DAIREN,DARIEN
4333.hpmsaccdesc,No AccessConrtol,No Access Conrtol
2620.global_id,6a191429-27e-04a84-82bd-82e9af1e8527,6a191429-27e0-4a84-82bd-82e9af1e8527
3064.hpmsaccdesc,o Access Conrtol,No Access Conrtol
772.accctldesc,No Acces Control,No Access Control
2952.towndesc,SHqELTON,SHELTON
3807.routeid,19a5-N,195-N
1068.global_id,abf94dc-86aa-47f6-98f6-6bb1e135cd3b,abf94d9c-86aa-47f6-98f6-6bb1e135cd3b
2018.towndesc,MDDLETOWN,MIDDLETOWN
1420.hpmsaccdesc,No Access Contol,No Access Conrtol
3766.accctldesc,No ccess Control,No Access Control
4062.towndesc,WIrNDSOR,WINDSOR
295.accctldesc,NoAccess Control,No Access Control
2766.accctldesc,"Full Control - Other Divided Highways, 4 or more lanse","Full Control - Other Divided Highways, 4 or more lanes"
1937.towndesc,MERIEDN,MERIDEN
3852.hpmsaccdesc,No Access Conrstol,No Access Conrtol
4354.routeid,351072,1351072
86.global_id,ff4b0881-6cd6-41e3-bdab-b4e2a8e29884,ff4b0881-6cd6-41e3-bdab-b4e2a8e28984
2007.hpmsaccdesc,Full Access Contorl,Full Access Control
1673.routeid,8N-,8-N
292.routeid,114073,1140073
2989.accctldesc,Noy Access Control,No Access Control
3348.hpmsaccdesc,No cAcess Conrtol,No Access Conrtol
516.accctldesc,"Full Control - Other Divided Highways,4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3474.global_id,bddca84-1ef0-4cd2-afbd-d720aa1a1ab2,0bddca84-1ef0-4cd2-afbd-d720aa1a1ab2
3563.routeid,102097,1020907
3040.global_id,5cbd2f76-9638-4793-bf5a-9510082bb7a,5cbd2f76-9638-4793-bf5a-9510082bb7ea
2143.hpmsaccdesc,No Access Cortol,No Access Conrtol
1404.accctldesc,No Acecss Control,No Access Control
2212.accctldesc,No Access Contrbol,No Access Control
805.routeid,-N,5-N
3895.towndesc,KILLINGLY***,KILLINGLY
4701.hpmsaccdesc,No Acces sConrtol,No Access Conrtol
398.accctldesc,N Access Control,No Access Control
1752.towndesc,SOUTIHNGTON,SOUTHINGTON
2242.accctldesc,No Access Contrl,No Access Control
376.hpmsaccdesc,No Access onrtol,No Access Conrtol
3631.hpmsaccdesc,No Access Conertol,No Access Conrtol
1412.hpmsaccdesc,Nol Access Conrtol,No Access Conrtol
3223.routeid,15l80248,1580248
1003.accctldesc,No Acces sControl,No Access Control
1696.towndesc,TORRINTON,TORRINGTON
3042.global_id,021fbf89-719-4f91-979f-a0338807e892,021fbf89-71c9-4f91-979f-a0338807e892
3253.global_id,21186d69-ec4b-4c5b-avdab-8f5ebea8792a,21186d69-ec4b-4c5b-adab-8f5ebea8792a
3276.towndesc,INDSOR,WINDSOR
4794.routeid,063047m9,0630479
3800.routeid,1510875,1510785
1151.accctldesc,No Access Coxntrol,No Access Control
322.towndesc,NRWICH,NORWICH
3038.routeid,930296,0930296
1328.routeid,1290060,1290006
3720.routeid,502E,502-E
2936.towndesc,oWETHERSFIELD,WETHERSFIELD
1419.accctldesc,Full Control - Undivided Higwys,Full Control - Undivided Higways
2327.hpmsaccdesc,o Access Conrtol,No Access Conrtol
3383.towndesc,RBIDGEPORT,BRIDGEPORT
431.accctldesc,No Acess Control,No Access Control
1236.accctldesc,Nco Access Control,No Access Control
1962.towndesc,VERNNO,VERNON
4086.accctldesc,No Acecss Control,No Access Control
1458.accctldesc,"Full Cntrol - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3500.global_id,505dc726-ef72-4323-b4da-cf03babrd5597,505dc726-ef72-4323-b4da-cf03babd5597
701.towndesc,BRANORD,BRANFORD
2498.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
3890.routeid,16y9-N,169-N
4599.towndesc,CLINTNO,CLINTON
1093.towndesc,STAMFODR,STAMFORD
428.towndesc,WEST lHARTFORD,WEST HARTFORD
3112.towndesc,NwORTH HAVEN,NORTH HAVEN
