gross,net,conventional_accounting,economic_sector,sector,category,sub_category_one,sub_category_two,sub_category_three,year,gas,mtco_twoear_five_two_zeroyr,mtco_twoear_four_one_zero_zeroyr
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1998,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1999,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2000,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2001,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2002,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2005,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2006,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2007,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2008,CH4,35,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2009,CH4,35,11
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1990,N2O,35,40
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1992,N2O,35,40
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2015,N2O,36,40
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,2004,N2O,36,40
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2001,N2O,36,40
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2011,N2O,36,40
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2010,N2O,36,41
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2002,N2O,36,41
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,2019,CH4,36,11
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1997,N2O,37,41
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1998,N2O,37,41
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2015,N2O,37,41
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1999,N2O,37,41
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2000,CH4,37,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2017,CH4,37,11
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2009,N2O,37,42
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1994,N2O,37,42
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1993,N2O,37,42
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2017,N2O,37,42
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1995,N2O,37,42
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2004,N2O,37,42
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,1998,CH4,37,11
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1996,N2O,37,42
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1993,CH4,37,11
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2008,N2O,38,42
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1991,N2O,38,42
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2016,N2O,38,42
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2019,N2O,38,42
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2014,N2O,38,42
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1999,N2O,38,43
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2008,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2000,N2O,38,43
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2015,CH4,38,11
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2018,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2001,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1992,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2017,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2002,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2019,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2012,N2O,38,43
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2007,N2O,38,43
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Kerosene,2008,N2O,38,43
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1992,N2O,39,43
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,1993,N2O,39,44
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1994,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2004,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2015,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2003,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2006,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2005,N2O,39,44
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2018,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2001,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2007,N2O,39,44
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2002,N2O,39,44
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2012,N2O,39,44
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2005,N2O,39,45
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2005,N2O,39,45
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1998,N2O,40,45
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2013,N2O,40,45
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2007,N2O,40,45
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1996,N2O,40,45
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,2011,N2O,40,45
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2007,N2O,40,45
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2017,N2O,41,46
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1996,N2O,41,46
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2004,Biogenic CO2,41,41
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,1993,Biogenic CO2,41,41
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2013,N2O,41,46
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1994,N2O,41,46
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2016,N2O,41,47
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1998,N2O,42,47
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2010,N2O,42,47
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2007,N2O,42,48
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1993,N2O,42,48
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2011,N2O,42,48
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2006,N2O,43,48
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2009,CO2,43,43
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1991,N2O,43,49
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1993,N2O,43,49
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2003,N2O,43,49
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2014,N2O,44,49
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1990,N2O,44,49
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2016,CH4,44,13
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2012,N2O,44,50
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,2003,N2O,44,50
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2002,N2O,44,50
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2001,N2O,44,50
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2008,CO2,44,44
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2011,N2O,44,50
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,2002,N2O,44,50
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2009,N2O,44,50
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2011,CH4,45,13
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2002,N2O,45,51
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2003,N2O,45,51
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2013,CH4,45,14
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2011,N2O,45,51
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Coal,2011,N2O,46,51
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2003,N2O,46,52
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1996,N2O,46,52
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Petroleum Coke,2000,CO2,46,46
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2013,N2O,46,52
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1994,Biogenic CO2,46,46
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1992,N2O,47,53
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2000,N2O,47,53
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,2005,N2O,47,53
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2018,N2O,47,53
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2013,CH4,47,14
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2003,N2O,47,53
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1993,N2O,47,53
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2006,N2O,47,53
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1990,N2O,47,53
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1998,N2O,47,54
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,E85,2010,N2O,48,54
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2012,CH4,48,14
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1998,N2O,48,54
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2007,N2O,48,54
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1999,Biogenic CO2,49,49
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2016,N2O,49,56
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2015,N2O,49,56
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1999,N2O,49,56
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1992,N2O,50,56
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,2004,N2O,50,56
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2003,N2O,50,57
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2010,N2O,50,57
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Naphthas,1990,CH4,50,15
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,2018,N2O,50,57
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1991,N2O,50,57
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2008,N2O,50,57
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1996,N2O,51,57
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2004,N2O,51,57
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2014,N2O,51,57
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2006,N2O,51,57
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1992,N2O,51,58
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,1994,N2O,51,58
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1993,Biogenic CO2,51,51
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1995,N2O,51,58
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2012,CH4,51,15
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2007,N2O,52,58
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,2002,N2O,52,58
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2012,N2O,52,59
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2007,N2O,52,59
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2019,N2O,54,60
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2006,N2O,54,60
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2003,N2O,54,60
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,1990,CH4,54,16
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1999,N2O,54,61
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2011,N2O,54,61
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2007,N2O,54,61
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2016,N2O,54,61
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2010,N2O,55,62
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2011,N2O,55,62
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2012,N2O,55,62
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Kerosene,2017,N2O,55,62
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,2003,Biogenic CO2,55,55
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2015,N2O,55,62
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2000,Biogenic CO2,55,55
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1997,N2O,55,62
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1993,N2O,55,62
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2008,N2O,56,63
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2014,N2O,56,63
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2009,N2O,56,63
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1993,Biogenic CO2,56,56
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,2012,N2O,56,64
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2002,N2O,57,64
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2013,N2O,57,64
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2014,N2O,57,64
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1994,N2O,57,64
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1997,N2O,57,64
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1994,N2O,58,65
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2004,N2O,59,66
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2004,N2O,59,66
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1991,N2O,59,67
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1994,N2O,59,67
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,1995,CH4,60,18
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2005,N2O,60,67
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2009,N2O,60,67
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,2000,N2O,60,68
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Kerosene,2008,CH4,61,18
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,2005,N2O,61,69
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1990,N2O,61,69
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2000,N2O,62,70
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1990,N2O,62,70
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1994,N2O,62,71
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2014,N2O,63,71
