objectid,statefp,countyfp,tractce,geoid,namevalue,namelsad,mtfcc,funcstat,aland,awater,li_cor_dac,shape_area,shape_length
1246,6,37,462201,6037462201,4622.01,Census Tract 4622.01,G5020,S,536846,0,LIC,785910.4140625,3571.88887014525
1247,6,37,462202,6037462202,4622.02,Census Tract 4622.02,G5020,S,568258,0,LIC,831776.58984375,3669.3989712323
1248,6,37,462301,6037462301,4623.01,Census Tract 4623.01,G5020,S,632478,0,LIC,925905.89453125,3953.27520322578
1249,6,37,231720,6037231720,2317.2,Census Tract 2317.20,G5020,S,472239,0,Both,688948.03515625,3359.28530161979
1250,6,37,212410,6037212410,2124.1,Census Tract 2124.10,G5020,S,157191,0,LIC,229603.0234375,2045.04278434083
1251,6,37,127102,6037127102,1271.02,Census Tract 1271.02,G5020,S,859268,0,Both,1259425.828125,4540.4755276935
1252,6,37,482201,6037482201,4822.01,Census Tract 4822.01,G5020,S,773298,0,LIC,1129519.71484375,4424.01846630124
1253,6,37,482202,6037482202,4822.02,Census Tract 4822.02,G5020,S,646868,0,LIC,944847.24609375,3889.38572172573
1254,6,37,482301,6037482301,4823.01,Census Tract 4823.01,G5020,S,873607,0,Both,1276485.98828125,6404.96231090077
1255,6,37,482303,6037482303,4823.03,Census Tract 4823.03,G5020,S,983165,0,LIC,1436407.27734375,5571.06752018095
1256,6,37,462302,6037462302,4623.02,Census Tract 4623.02,G5020,S,700968,0,LIC,1026026.6953125,4146.70226251563
1257,6,37,297110,6037297110,2971.1,Census Tract 2971.10,G5020,S,487479,0,Both,706695.78515625,3362.75026693387
1258,6,37,400603,6037400603,4006.03,Census Tract 4006.03,G5020,S,9188292,8684,LIC,13463176.765625,23992.7544095056
1259,6,37,402200,6037402200,4022.0,Census Tract 4022,G5020,S,5654048,0,DAC,8263009.8515625,15114.4550106827
1260,6,37,403802,6037403802,4038.02,Census Tract 4038.02,G5020,S,1303923,0,LIC,1906540.2578125,5960.99066351331
1261,6,37,408623,6037408623,4086.23,Census Tract 4086.23,G5020,S,953652,0,Both,1390879.1015625,4821.8843259948
1262,6,97,153102,6097153102,1531.02,Census Tract 1531.02,G5020,S,1240741,0,LIC,2024413.25390625,6531.09542452632
1263,6,97,153704,6097153704,1537.04,Census Tract 1537.04,G5020,S,59460007,321777,LIC,97838993.6875,57536.8208756534
1264,6,97,153706,6097153706,1537.06,Census Tract 1537.06,G5020,S,41324856,340744,LIC,68077335.0664063,52816.7699015672
1265,6,97,150901,6097150901,1509.01,Census Tract 1509.01,G5020,S,2974714,20869,LIC,4864586.96484375,12541.3964712513
1266,6,97,151401,6097151401,1514.01,Census Tract 1514.01,G5020,S,12333720,0,LIC,20117331.953125,24043.885179908
1267,6,97,153001,6097153001,1530.01,Census Tract 1530.01,G5020,S,2505517,0,LIC,4091511.55078125,9219.45443142796
1268,6,37,482304,6037482304,4823.04,Census Tract 4823.04,G5020,S,619445,0,LIC,904908.28125,4747.65123370034
1269,6,37,482401,6037482401,4824.01,Census Tract 4824.01,G5020,S,839066,0,Both,1225829.07421875,4596.32137631149
1270,6,37,482402,6037482402,4824.02,Census Tract 4824.02,G5020,S,3339724,137469,Both,5077800.53515625,13593.2190379872
1271,6,19,800,6019000800,8.0,Census Tract 8,G5020,S,7649974,28843,Both,11970215.0234375,14024.0518081434
1272,6,19,1000,6019001000,10.0,Census Tract 10,G5020,S,4894970,0,Both,7628819.23046875,11083.6017358419
1273,6,19,1100,6019001100,11.0,Census Tract 11,G5020,S,3751352,0,Both,5848283.671875,11317.2670293637
1274,6,37,554406,6037554406,5544.06,Census Tract 5544.06,G5020,S,1103316,0,LIC,1604578.5625,5864.28139967048
1275,6,37,701902,6037701902,7019.02,Census Tract 7019.02,G5020,S,1789786,440550,DAC,3254234.24609375,7263.49856680451
1276,6,37,431501,6037431501,4315.01,Census Tract 4315.01,G5020,S,1033375,10032,LIC,1525510.28125,5655.99229812703
1277,6,37,431502,6037431502,4315.02,Census Tract 4315.02,G5020,S,1685834,355508,LIC,2984715.6328125,8203.36448485107
1278,6,37,433304,6037433304,4333.04,Census Tract 4333.04,G5020,S,789659,0,Both,1153738.29296875,4695.10725773462
1279,6,37,433305,6037433305,4333.05,Census Tract 4333.05,G5020,S,511912,0,Both,747922.953125,4562.27006644395
1280,6,37,433306,6037433306,4333.06,Census Tract 4333.06,G5020,S,434314,0,Both,634568.50390625,4473.33581899849
1281,6,75,16802,6075016802,168.02,Census Tract 168.02,G5020,S,215074,0,LIC,344810.19921875,3322.6280379834
1282,6,19,1201,6019001201,12.01,Census Tract 12.01,G5020,S,5741365,29829,Both,8997444.04296875,13920.186102319
1283,6,37,482503,6037482503,4825.03,Census Tract 4825.03,G5020,S,729678,0,LIC,1065795.38671875,4169.06820373194
1284,6,37,482521,6037482521,4825.21,Census Tract 4825.21,G5020,S,1545618,685,LIC,2258171.609375,6986.45217400017
1285,6,37,482522,6037482522,4825.22,Census Tract 4825.22,G5020,S,1641873,0,LIC,2397196.95703125,7026.41106212096
1286,6,75,17801,6075017801,178.01,Census Tract 178.01,G5020,S,214052,0,Both,343257.33984375,2382.8988798749
1287,6,75,17802,6075017802,178.02,Census Tract 178.02,G5020,S,510134,0,Both,817922.53515625,4324.67514740388
1288,6,75,25701,6075025701,257.01,Census Tract 257.01,G5020,S,627371,0,LIC,1004683.578125,5930.13936201473
1289,6,75,25702,6075025702,257.02,Census Tract 257.02,G5020,S,533458,0,Both,854216.328125,5051.37890188203
1290,6,75,31201,6075031201,312.01,Census Tract 312.01,G5020,S,512112,0,LIC,819894.421875,4439.32717628274
1291,6,75,31202,6075031202,312.02,Census Tract 312.02,G5020,S,309420,0,LIC,495351.11328125,3913.34790350945
1292,6,75,32602,6075032602,326.02,Census Tract 326.02,G5020,S,472116,0,LIC,756614.515625,4795.33943464396
1293,6,75,32801,6075032801,328.01,Census Tract 328.01,G5020,S,585365,0,LIC,937785.33984375,4248.94417509684
1294,6,75,32802,6075032802,328.02,Census Tract 328.02,G5020,S,548900,97204,LIC,1035268.7265625,4254.75011373595
1295,6,75,32901,6075032901,329.01,Census Tract 329.01,G5020,S,671900,0,LIC,1076424.3359375,4150.3193033706
1296,6,37,433402,6037433402,4334.02,Census Tract 4334.02,G5020,S,571563,0,Both,834864.109375,3750.91988929373
1297,6,37,480011,6037480011,4800.11,Census Tract 4800.11,G5020,S,1091202,35252,LIC,1647951.26171875,5236.13398959552
1298,6,37,481711,6037481711,4817.11,Census Tract 4817.11,G5020,S,447340,0,LIC,653517.19140625,3287.25460821963
1299,6,37,531101,6037531101,5311.01,Census Tract 5311.01,G5020,S,699592,0,Both,1021317.09375,4528.9910500653
1300,6,37,533105,6037533105,5331.05,Census Tract 5331.05,G5020,S,190891,0,Both,278328.234375,2133.44296358124
1301,6,37,533701,6037533701,5337.01,Census Tract 5337.01,G5020,S,400466,0,Both,583986.68359375,3049.80775969971
1302,6,37,541500,6037541500,5415.0,Census Tract 5415,G5020,S,811094,0,Both,1180752.82421875,4751.95236652379
1303,6,37,552601,6037552601,5526.01,Census Tract 5526.01,G5020,S,711380,0,Both,1035030.1953125,4083.8991826723
1304,6,37,117303,6037117303,1173.03,Census Tract 1173.03,G5020,S,1800594,0,Both,2640497.63671875,6686.15706797379
1305,6,37,117520,6037117520,1175.2,Census Tract 1175.20,G5020,S,321687,4030,Both,477671.26171875,2866.95094385291
1306,6,37,482600,6037482600,4826.0,Census Tract 4826,G5020,S,2714118,130228,LIC,4153556.94140625,9098.27765525995
1307,6,37,482701,6037482701,4827.01,Census Tract 4827.01,G5020,S,1229384,0,LIC,1794800.31640625,9337.5460428884
1308,6,41,119201,6041119201,1192.01,Census Tract 1192.01,G5020,S,900441,144369,LIC,1682845.70703125,6339.70151242879
1309,6,61,21046,6061021046,210.46,Census Tract 210.46,G5020,S,1668078,0,LIC,2747771.21484375,7027.57453998987
1310,6,37,572500,6037572500,5725.0,Census Tract 5725,G5020,S,592705,0,Both,860864.5546875,3915.50966051446
1311,6,37,132102,6037132102,1321.02,Census Tract 1321.02,G5020,S,1371329,0,Both,2009768.04296875,6973.08095665479
1312,6,37,132501,6037132501,1325.01,Census Tract 1325.01,G5020,S,699531,4303,Both,1031398.1875,4072.72602237908
1313,6,37,132502,6037132502,1325.02,Census Tract 1325.02,G5020,S,614444,10361,Both,915446.41015625,4047.61467609158
1314,6,37,134002,6037134002,1340.02,Census Tract 1340.02,G5020,S,740801,12734,LIC,1104341.26953125,5032.55704414564
1315,6,37,134904,6037134904,1349.04,Census Tract 1349.04,G5020,S,1031886,7874,Both,1523442.7109375,5781.87381550109
1316,6,37,480303,6037480303,4803.03,Census Tract 4803.03,G5020,S,451631,0,LIC,660236.09765625,3300.56572512264
1317,6,37,910712,6037910712,9107.12,Census Tract 9107.12,G5020,S,2061614,9189,LIC,3060004.12109375,7137.25523894219
1318,6,37,910713,6037910713,9107.13,Census Tract 9107.13,G5020,S,1994639,1602,LIC,2951395.36328125,7463.16671166739
1319,6,37,980001,6037980001,9800.01,Census Tract 9800.01,G5020,S,2315128,0,DAC,3392773.98828125,8391.95422651074
1320,6,37,980002,6037980002,9800.02,Census Tract 9800.02,G5020,S,6773682,208610,DAC,10139859.8828125,13919.189796971
1321,6,37,575103,6037575103,5751.03,Census Tract 5751.03,G5020,S,482518,0,Both,700334.1796875,3380.35596141348
1322,6,37,575202,6037575202,5752.02,Census Tract 5752.02,G5020,S,404091,0,Both,586500.62890625,3391.72175388732
1323,6,37,980028,6037980028,9800.28,Census Tract 9800.28,G5020,S,17299737,2367417,DAC,28647361.515625,31554.7468453499
1324,6,37,601002,6037601002,6010.02,Census Tract 6010.02,G5020,S,633250,0,Both,922748.19140625,4131.22127771159
1325,6,37,603102,6037603102,6031.02,Census Tract 6031.02,G5020,S,745751,0,Both,1084678.7890625,4181.46844569555
1326,6,37,900701,6037900701,9007.01,Census Tract 9007.01,G5020,S,2093985,0,Both,3103998.328125,7107.76937724105
1327,6,37,901205,6037901205,9012.05,Census Tract 9012.05,G5020,S,49194467,110434,LIC,73076232.4101563,35302.766288433
1328,6,37,910709,6037910709,9107.09,Census Tract 9107.09,G5020,S,14507965,145592,LIC,21642392.6210938,23627.9158925459
1329,6,19,3805,6019003805,38.05,Census Tract 38.05,G5020,S,2249654,0,Both,3513403.83984375,8573.47243818115
1330,6,37,433307,6037433307,4333.07,Census Tract 4333.07,G5020,S,430150,0,Both,628437.5,4706.08964608343
1331,6,37,433504,6037433504,4335.04,Census Tract 4335.04,G5020,S,916207,0,Both,1338242.5078125,5840.59685581788
1332,6,37,434003,6037434003,4340.03,Census Tract 4340.03,G5020,S,979639,0,Both,1430499.06640625,5934.18748527635
1333,6,37,434004,6037434004,4340.04,Census Tract 4340.04,G5020,S,684390,0,Both,999215.5625,4398.77883196699
1334,6,37,120300,6037120300,1203.0,Census Tract 1203,G5020,S,1718660,0,Both,2519582.4140625,6837.64582992162
1335,6,37,120400,6037120400,1204.0,Census Tract 1204,G5020,S,1065824,0,Both,1562647.3828125,6407.81045988657
1336,6,37,121010,6037121010,1210.1,Census Tract 1210.10,G5020,S,1929814,109629,Both,2990422.55078125,7199.37741627371
1337,6,37,121020,6037121020,1210.2,Census Tract 1210.20,G5020,S,824523,0,Both,1208678.46484375,4845.80104502244
1338,6,37,570404,6037570404,5704.04,Census Tract 5704.04,G5020,S,816724,48845,Both,1258962.93359375,5729.32810263316
1339,6,37,571504,6037571504,5715.04,Census Tract 5715.04,G5020,S,1511673,0,LIC,2196735.77734375,6132.4755318567
1340,6,75,33203,6075033203,332.03,Census Tract 332.03,G5020,S,437679,0,LIC,700621.58984375,4928.12500709545
1341,6,75,33204,6075033204,332.04,Census Tract 332.04,G5020,S,373253,0,LIC,597556.20703125,4448.92905497219
1342,6,75,42601,6075042601,426.01,Census Tract 426.01,G5020,S,293133,0,LIC,470079.28125,2771.54986117496
1343,6,75,47801,6075047801,478.01,Census Tract 478.01,G5020,S,476606,0,LIC,764160.09765625,4053.59446655597
1344,6,75,61100,6075061100,611.0,Census Tract 611,G5020,S,239861,0,LIC,384786.78515625,2712.73592941516
1345,6,75,61200,6075061200,612.0,Census Tract 612,G5020,S,434742,0,Both,696315.0625,5190.91448983873
1346,6,37,121210,6037121210,1212.1,Census Tract 1212.10,G5020,S,1997365,29714,Both,2973416.23828125,6780.91612921048
1347,6,37,121600,6037121600,1216.0,Census Tract 1216,G5020,S,1139500,0,Both,1670355.7734375,6038.28100771576
1348,6,37,124102,6037124102,1241.02,Census Tract 1241.02,G5020,S,649220,0,Both,950884.6796875,3900.29267990354
1349,6,37,124201,6037124201,1242.01,Census Tract 1242.01,G5020,S,972593,0,Both,1424817.3984375,4875.67619583936
1350,6,37,124300,6037124300,1243.0,Census Tract 1243,G5020,S,891002,0,Both,1305009.171875,4631.86967861342
1351,6,37,124400,6037124400,1244.0,Census Tract 1244,G5020,S,961439,14163,LIC,1428860.8984375,4869.71459609574
1352,6,37,124600,6037124600,1246.0,Census Tract 1246,G5020,S,1120028,0,LIC,1639929.74609375,5274.20214603896
1353,6,87,100800,6087100800,1008.0,Census Tract 1008,G5020,S,1887464,0,LIC,2962751.828125,6873.4807207078
1354,6,87,110400,6087110400,1104.0,Census Tract 1104,G5020,S,5984097,0,Both,9376258.48828125,14947.9469926303
1355,6,87,110600,6087110600,1106.0,Census Tract 1106,G5020,S,2431622,0,LIC,3812438.625,9166.90935655823
1356,6,87,120200,6087120200,1202.0,Census Tract 1202,G5020,S,291778104,12783400,LIC,479462611.96875,118738.891680125
1357,6,87,120700,6087120700,1207.0,Census Tract 1207,G5020,S,21781155,32681,LIC,34288590.59375,37967.636585097
1358,6,87,121401,6087121401,1214.01,Census Tract 1214.01,G5020,S,1184747,0,LIC,1860089.8046875,5860.51574499516
1359,6,87,121403,6087121403,1214.03,Census Tract 1214.03,G5020,S,1261002,17318,LIC,2006557.78515625,6825.28951378405
1360,6,75,12502,6075012502,125.02,Census Tract 125.02,G5020,S,61276,0,Both,98267.13671875,1273.08452670961
1361,6,61,21403,6061021403,214.03,Census Tract 214.03,G5020,S,2654836,0,LIC,4388440.08203125,8476.11090774719
1362,6,37,482702,6037482702,4827.02,Census Tract 4827.02,G5020,S,718252,0,LIC,1048687.99609375,5150.93355131856
1363,6,37,482800,6037482800,4828.0,Census Tract 4828,G5020,S,3165453,0,LIC,4621241.02734375,11249.1329418555
1364,6,37,500300,6037500300,5003.0,Census Tract 5003,G5020,S,8872821,120986,DAC,13123202.5585938,16637.0315431904
1365,6,61,20401,6061020401,204.01,Census Tract 204.01,G5020,S,2630734,0,LIC,4348843.17578125,9844.29769918871
1366,6,37,183221,6037183221,1832.21,Census Tract 1832.21,G5020,S,706761,0,LIC,1033940.265625,4729.55072403764
1367,6,37,183222,6037183222,1832.22,Census Tract 1832.22,G5020,S,928679,0,LIC,1358707.16796875,6229.03265555629
1368,6,37,183401,6037183401,1834.01,Census Tract 1834.01,G5020,S,485332,0,LIC,709944.3125,3864.1960434081
1369,6,37,910606,6037910606,9106.06,Census Tract 9106.06,G5020,S,1365453,0,LIC,2018268.5234375,6015.65031234804
1370,6,37,910711,6037910711,9107.11,Census Tract 9107.11,G5020,S,3591197,23407,LIC,5343815.2890625,10806.398037367
1371,6,95,251100,6095251100,2511.0,Census Tract 2511,G5020,S,1075024,0,LIC,1738610.078125,5542.96958016793
1372,6,37,121900,6037121900,1219.0,Census Tract 1219,G5020,S,1687515,0,Both,2474071.09765625,7420.93544215584
1373,6,37,122000,6037122000,1220.0,Census Tract 1220,G5020,S,2879762,383142,Both,4783404.96875,11267.5117601689
1374,6,97,151203,6097151203,1512.03,Census Tract 1512.03,G5020,S,2440499,0,LIC,3971303.671875,8428.06345565247
1375,6,37,122120,6037122120,1221.2,Census Tract 1221.20,G5020,S,719824,0,Both,1055163.66015625,4927.90861636963
1376,6,37,122200,6037122200,1222.0,Census Tract 1222,G5020,S,1704844,0,Both,2499273.484375,7169.47841001295
1377,6,37,123020,6037123020,1230.2,Census Tract 1230.20,G5020,S,565646,0,Both,829044.28515625,3643.78312185757
1378,6,37,123103,6037123103,1231.03,Census Tract 1231.03,G5020,S,900961,1374,Both,1322074.609375,4952.62123892858
1379,6,37,980005,6037980005,9800.05,Census Tract 9800.05,G5020,S,3957818,95526,DAC,5892224.50390625,11621.1061190779
1380,6,59,52418,6059052418,524.18,Census Tract 524.18,G5020,S,6404941,0,LIC,9276009.48046875,15703.6093513962
1381,6,59,74106,6059074106,741.06,Census Tract 741.06,G5020,S,3849629,0,Both,5576991.68359375,10409.2656035094
1382,6,59,74107,6059074107,741.07,Census Tract 741.07,G5020,S,1551806,12444,LIC,2265839.55859375,6731.48741868181
1383,6,85,503327,6085503327,5033.27,Census Tract 5033.27,G5020,S,1454560,0,LIC,2303307.91015625,10227.4089955984
1384,6,85,512039,6085512039,5120.39,Census Tract 5120.39,G5020,S,1391986,0,LIC,2200782.57421875,8768.17333526571
1385,6,37,543100,6037543100,5431.0,Census Tract 5431,G5020,S,2885933,0,Both,4197901.07421875,9423.18996717546
1386,6,37,550100,6037550100,5501.0,Census Tract 5501,G5020,S,1648945,0,Both,2400948.95703125,6813.61684513903
1387,6,37,550300,6037550300,5503.0,Census Tract 5503,G5020,S,2462850,72959,Both,3692386.390625,8206.34043963268
1388,6,37,550400,6037550400,5504.0,Census Tract 5504,G5020,S,815257,8853,LIC,1200275.7890625,5414.75697430852
1389,6,37,550500,6037550500,5505.0,Census Tract 5505,G5020,S,2572802,111792,LIC,3911254.57421875,8323.13246693488
1390,6,65,45213,6065045213,452.13,Census Tract 452.13,G5020,S,2940425,58301,LIC,4345171.0,8637.76806440278
1391,6,65,45226,6065045226,452.26,Census Tract 452.26,G5020,S,2668768,0,LIC,3865155.59765625,7855.70466878459
1392,6,37,576403,6037576403,5764.03,Census Tract 5764.03,G5020,S,324541,0,Both,470963.8515625,2915.67978341095
1393,6,37,576502,6037576502,5765.02,Census Tract 5765.02,G5020,S,307615,0,LIC,446331.90234375,2949.456587876
1394,6,37,576602,6037576602,5766.02,Census Tract 5766.02,G5020,S,531230,4519140,LIC,7323961.1015625,17577.63132471
1395,6,37,576700,6037576700,5767.0,Census Tract 5767,G5020,S,834449,1661604,LIC,3620300.68359375,9953.62704496196
1396,6,37,576801,6037576801,5768.01,Census Tract 5768.01,G5020,S,514192,0,LIC,746052.79296875,3656.07572078513
1397,6,37,576802,6037576802,5768.02,Census Tract 5768.02,G5020,S,467791,0,LIC,678733.3671875,3402.79345508008
1398,6,37,576901,6037576901,5769.01,Census Tract 5769.01,G5020,S,444896,0,Both,645623.0234375,3395.95081571066
1399,6,37,577000,6037577000,5770.0,Census Tract 5770,G5020,S,1846196,2503,LIC,2682762.12109375,7955.39280439026
1400,6,37,603900,6037603900,6039.0,Census Tract 6039,G5020,S,1487018,0,Both,2163715.296875,7747.67770787817
1401,6,37,604100,6037604100,6041.0,Census Tract 6041,G5020,S,1018894,0,Both,1482115.34765625,5127.22942110199
1402,6,37,609900,6037609900,6099.0,Census Tract 6099,G5020,S,531817,0,LIC,771065.33984375,5180.8476730776
1403,6,1,422100,6001422100,4221.0,Census Tract 4221,G5020,S,551943,0,LIC,887273.34375,4072.51341548199
1404,6,1,422300,6001422300,4223.0,Census Tract 4223,G5020,S,560047,0,LIC,900316.67578125,3814.37173407642
1405,6,1,422400,6001422400,4224.0,Census Tract 4224,G5020,S,475570,0,LIC,764536.59765625,3574.77473686793
1406,6,37,534406,6037534406,5344.06,Census Tract 5344.06,G5020,S,388545,0,Both,566282.390625,3437.1846442883
1407,6,37,534502,6037534502,5345.02,Census Tract 5345.02,G5020,S,567717,2803,Both,831521.5625,5122.82041140328
1408,6,37,534802,6037534802,5348.02,Census Tract 5348.02,G5020,S,403893,0,Both,588737.375,3217.77076146919
1409,6,37,534803,6037534803,5348.03,Census Tract 5348.03,G5020,S,610715,0,Both,890177.72265625,5212.08345960891
1410,6,37,534804,6037534804,5348.04,Census Tract 5348.04,G5020,S,369638,0,Both,538706.15234375,3429.87342216911
1411,6,15,104,6015000104,1.04,Census Tract 1.04,G5020,S,2030695,0,LIC,3654081.9765625,8463.58771702381
1412,6,65,42740,6065042740,427.4,Census Tract 427.40,G5020,S,1266449,0,LIC,1835551.3359375,5747.21292241787
1413,6,65,42741,6065042741,427.41,Census Tract 427.41,G5020,S,1806063,0,LIC,2617104.90625,7012.64139638468
1414,6,65,45233,6065045233,452.33,Census Tract 452.33,G5020,S,3695356,0,LIC,5358898.7109375,11177.7400065321
1415,6,65,42720,6065042720,427.2,Census Tract 427.20,G5020,S,35688001,0,LIC,51783147.1640625,35940.0279166094
1416,6,65,44510,6065044510,445.1,Census Tract 445.10,G5020,S,3286982,0,LIC,4789407.83203125,10384.3547727812
1417,6,65,30900,6065030900,309.0,Census Tract 309,G5020,S,6156741,70295,DAC,9073873.796875,13259.7713035617
1418,6,37,550800,6037550800,5508.0,Census Tract 5508,G5020,S,2860223,39167,Both,4224440.69921875,8795.67846669806
1419,6,111,4902,6111004902,49.02,Census Tract 49.02,G5020,S,10177899,0,Both,14918565.0820313,20767.7721889145
1420,6,37,599000,6037599000,5990.0,Census Tract 5990,G5020,S,3165848,677025,LIC,5521093.2734375,11198.8163271655
1421,6,37,600100,6037600100,6001.0,Census Tract 6001,G5020,S,757581,0,Both,1103885.52734375,4547.26060752055
1422,6,37,600201,6037600201,6002.01,Census Tract 6002.01,G5020,S,585704,0,LIC,853303.12890625,4202.34157807613
