season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2010-2011,201135,08/28/11,Bayy Area,Influenza_HA3,0
2010-2011,201135,08/28/11,Bay Area,Influenza_AH1pdm09,0
2010-201y1,201135,08/28/11,Bay Area,Influenqza_ANotSubtyped,0
2010-2011,201135,08h/28/11,Bgay Area,Influeza_B,0
2010-2011,201135,08/28/11,Bay Arae,Influenza_otal,0
2010-2011,201135,08/28/11,Bay Area,Influenza_Tested,6
2010-2011,201135,08/28/11,California,Influenza_A,0
20102-011,201135,08/28/11,California,Influenza_AH3,0
2010-2011,201135,0/828/11,Calivfornia,Influenza_AH1pdm09,0
2010-211,201135,08/28/11,California,Inpfluenza_ANotSubtyped,0
2010-2011,201135,082/8/11,California,Influneza_B,0
2010-2011,201135,08/28/11,Californida,Influnza_Total,0
2010-2011,201135,08/28/11,California,Influnza_Tested,20
2010-2011,201135,08/28/11,Central,Influenza_A,0
2010-2011,201135,8/28/11,Cntral,Influena_AH3,0
2010-2011,201135,08/28/11,Central,Influenza_AH1pdm09,0
2010-2011,201135,08/28/11,eCntral,Influenza_ANotSubtyped,0
2010-2011,201135,08/28/11,Central,Influeinza_B,0
2010-2011,201135,08/28/11***,Ckentral,Influenza_Total,0
2010-201j1,201135,08/28/11,Cetral,sInfluenza_Tested,5
2010-x2011,201135,08/28/11,Lower Souhtern,Influenza_A,0
2010-2011,201135,08/28/11,Lower Southren,Inlfuenza_AH3,0
2010-2011***,201135,08/28/11,Loewer Southern,Influenza_AH1pdm09,0
2010-2011,201135,08/28/11,oLwer Southern,Influezna_ANotSubtyped,0
2010-2011,201135,08/28/f11,Lower Southern,Influenza_B,0
2010-2011***,201135,08/28/11,Lower Southern,Influenz_aTotal,0
2010-2011,201135,08/28/11***,Lowe Southern,Influenza_Tested,6
2010-2011,201135,08/28/11,Notrhern,Influenza_A,0
2010-2011,201135,80/28/11,Norhern,Influenza_AH3,0
2010-20i11,201135,08/28/11,Notrhern,Influenza_AH1pdm09,0
2010-011,201135,08/28/1x1,Norathern,Influenza_ANotSubtyped,0
2010-2011,201135,08/28/11,Northern,Influnza_B,0
2010-2011,201135,08/28/11,Nrorthern,Influenza_Total,0
2010-2011,201135,08/2/811,Northeqrn,Influenza_Tested,0
2010-2011,201135,8/28/11,Upper Southern,Influnza_A,0
2010-2011,201135,08/28/11,Upper Southern,Influenza_AH3,0
2010-2011***,201135,08/28/11,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201135,08/28/11,UpperS outhern,Influenza_ANotSubtyped,0
2010-2011,201135,082/8/11,Upper Southhern,Influenza_B,0
2010-2011,201135,08/28/11,Upper Southern,nfluenza_Total,0
2010-2011,201135,08/28/11,Uper Southern,Influenza_Tested,3
2010-2011,201136,09/0/11,Bay Area,nfluenza_A,0
2010-2011,201136,09/04/11,Bay Areea,Influenza_AH3,0
2010b-2011,201136,09/04/11,Bay Area,Influenza_AH1pd09,0
2010-2011,201136,09/04/11,Bay Area,Infulenza_ANotSubtyped,0
2010-2011,201136,09/04/11,Bay Area,Influcenza_B,0
2010-2011,201136,09/04/11,kBay Area,Influrenza_Total,0
2010-2011,201136,09/w04/11,Bay Area,Influenza_Tested,9
2010-2011,201136,09/04/11,California,Influeza_A,0
0210-2011,201136,09/04/11,Californnia,Influenza_AH3,0
2010-2011,201136,09/04/11,California,Influeza_AH1pdm09,0
2010-2011,201136,09/04/11,Califrnia,Influenza_ANotSubtyped,0
2010-2011,201136,0z9/04/11,California,uInfluenza_B,0
210-2011,201136,09/04/11,California,Influenza_Ttoal,0
0210-2011,201136,09/04/11,California,Influenza_Tested,24
s2010-2011,201136,09/04/11,Central,Influenza_A,0
2010-2011,201136,09/04/11,Central,Influenza_AH3,0
2010-2011,201136,09/0/11,Cenntral,Influenza_AH1pdm09,0
2010-2011,201136,09/04/11,Central,Influenza_ANotSubtyped,0
2010-2011,201136,09/04/11,Central,Infulenza_B,0
2b010-2011,201136,09/04/11,Central,Influenza_Total,0
2010-2011,201136,09/0q4/11,Central,Influenzam_Tested,6
2001-2011,201136,09/04/11,Lower Southern,Influenza_A,0
2010-2011,201136,09/04/1m1,Lower Soutyhern,Influenza_AH3,0
2010-2011,201136,09/04/11,Lowehr Southern,Influenza_AH1pdm09,0
2010-2011,201136,09/04/11,Lower Southern,Influenzpa_ANotSubtyped,0
2010-0211,201136,09/04/11,Lower Southern,Inflenza_B,0
2010-2011,201136,9/04/11,Lower Southern,Influenza_Total,0
2010-2011,201136,09/04/11,Lower Southenr,Influenza_Tested,3
2a010-2011,201136,09/04/11,Nortern,Ifnluenza_A,0
2010-2011,201136,09/0/411,Northern,Influenza_AH3,0
2010-2011,201136,09/04/11,Northern,Influenza_AH1pdm09,0
2010-20x11,201136,09/04/11,Northern,Influenza_ANotSubtyped,0
2010-2011,201136,09/04/1,orthern,InfluenzaB,0
2010s-2011,201136,09/04/11,Northern,Influenza_Total,0
2010-2011,201136,09/0/411,Northern,Influenza_Tested,3
2010-2011,201136,09/04/11,Upper Southern,Influenza_A,0
210-2011,201136,09/04/g11,Upper Southern,Influenza_HA3,0
2010-2011,201136,09/04/11,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201136,09/04/11,Upper Southern,Influenza_ANowtSubtyped,0
2010-2011,201136,09/04/11,Uppe rSouthern,Ifluenza_B,0
201-2011,201136,09/04/11,Upper Southern,Influenzam_Total,0
2010-0211,201136,09/04/11,Upwper Southern,Influenza_Tested,3
200-2011,201137,09/11/11,Bay Area,Influenza_A,1
2010-2011,201137,09/11/h11,ay Area,Influenzal_AH3,0
2010-2011,201137,0/11/11,Bay Area,Influenza_AH1pdm09,1
2010-2011,201137,09/11/11,Bay Area,Influenza_ANotSubtyepd,0
201-02011,201137,09/11/11,Bay Area,Influenza_B,0
2010-2011,201137,0/11/11,Bay Aera,Influenza_Total,1
2010-2011,201137,09/11/11,Bay Area,Influenza_Tested,7
2010-2011,201137,09/1/111,Califonria,Influenza_A,1
20x10-2011,201137,0/911/11,California,Influenza_AH3,0
2010-2011,201137,09/11/1,California,Influenza_AH1pdm09,1
2010-2011,201137,09/11/11,California,Influenza_ANotSubtyped,0
2010-2011,201137,09/11/1p1,California,Influenz_aB,0
2010-2011,201137,09/11/1,California,Influenza_Total,1
2010-2011,201137,09/11/11,California,Inflenza_Tested,13
2l010-2011,201137,09/11/1j1,Centrral,Influena_A,0
200-2011,201137,09/11/11,Central,Influenza_AH3,0
2010-2011,201137,09/11/11,Central,Influenza_AH1pdm09,0
201-2011,201137,9/11/11,Central,Influenza_ANotSubtyped,0
2010-2011,201137,09/11/11,Central,Influenza_B,0
2010-2011,201137,09/11/11,Central,Influenza_Toqtal,0
2010-2011,201137,09/11/11,Central,Influnza_Tested,3
200-2011,201137,09/11/11,Lower Southern,Influenza_A,0
2010-2011,201137,09/11/11,Lower Swouthern,Influenza_AH3,0
a2010-2011,201137,09/11/11,Lower Southern,Influena_AH1pdm09,0
2010-2011,201137,09/11/11,Lower Southern,Influelnza_ANotSubtyped,0
l2010-2011,201137,09/11/11,Lower Southern,Influenza_B,0
2010-2011,201137,09/1/111,Lwoer Southern,Influneza_Total,0
2010-2011,201137,09/1/11,Lower Southern,Influenza_Tested,1
2010-2011,201137,09/11/11,Nortern,Influenza_A,0
2010-2011,201137,09/11/11,Nortehrn,Influenza_AH3,0
2010-2011,201137,09/1/11,Northern,Influenza_AH1pdm09,0
2010-211,201137,09/11/11,Northern,Influenza_ANotSubtpyed,0
2010-2101,201137,09/11/11,Northern,Influenza_B,0
201u0-2011,201137,09/11/11,Northern,InfluenzaTotal,0
2010-2011,201137,09/111/1,Northern,Influenza_Tested,1
2010-2011,201137,09/11/11,Upper Southern,InfluenzaA_,0
2010-2011,201137,09/11/11,Upper Southern,Influenza_AH3,0
2010-2011,201137,09/1/11,Upper Southern,Influenaz_AH1pdm09,0
2010-2011,201137,09/11/11,Upper Southen,Influenza_ANotSubtyped,0
2010-201f1,201137,09/11/11,Upper Sothern,Influenza_B,0
2010-2011,201137,09/11/11,Upper Southern,Influenza_Total,0
2100-2011,201137,091/1/11,Upper Southern,Inflzuenza_Tested,1
2010-2011,201138,09/18/11,Bay Area,Influenza_A,0
2010-2011,201138,09/18/11,By Area,Influenza_AH3,0
2010-2011,201138,09/8/11,Bay rAea,Influenza_AH1pdm9,0
2010-2101,201138,09/1a8/11,Bay Area,Influenza_ANotSubtyped,0
2010-2011,201138,9/18/11,Bay Area,Influenza_B,0
2010-201n1,201138,09/18/11,Bay Area,Influenza_Total,0
2010-2011,201138,09/18/11***,BayArea,Influenza_Tested,9
2010-2011,201138,09/18/11,California,Influenza_A,0
2010-2011,201138,091/8/11,Califoria,Influena_AH3,0
2010-2011,201138,09/18/11,California,nfluenza_AH1pdm09,0
2010-2011,201138,09/18/11,California,Influenza_ANotSubtyped,0
2010-2011,201138,09/18/11,California,Influenza_B,0
2010-2011***,201138,09/18/11,California,Influenza_Total,0
2010-2011***,201138,091/8/11,California,Influenza_Tested,28
2010-2011,201138,9/18/11,Central,Influenza_A,0
20102-011,201138,09/18/11,Central,Influenza_AH3,0
2010-2011,201138,09/1e8/11,Central,Influenza_AH1pdm09,0
2010-2011,201138,09/18/11,Cnetral,Influenza_ANotSubtyped,0
2010-2011,201138,09/81/11,Central,Influenza_B,0
2010-2011,201138,09/18/1i1,entral,Influenza_Total,0
2010-2011,201138,09/81/11,aCentral,Influenza_Testeed,1
2010-2011,201138,09/18/11,Lower Soutehrn,Influenza_A,0
2010-2011,201138,09/18/11,Lower oSuthern,Influenza_AHx3,0
2010-2011,201138,09/18w/11,Lowe rSouthern,sInfluenza_AH1pdm09,0
2100-2011,201138,09/18/11,Louwer Southern,Influenza_ANotSubyped,0
2010-2011,201138,091/8/11,Lower Souvthern,Influnza_B,0
2100-2011,201138,091/8/11,Lwoer Southern,Influenzai_Total,0
2010-2011,201138,09/18/11,Lower Southern,Influenza_Tested,2
2010k-2011,201138,09/18/11,Nortern,Influenza_A,0
200-2011,201138,9/18/11,Northren,Infgluenza_AH3,0
2010-r2011,201138,09/1/811,Nothern,Influenza_AH1pdm09,0
2010-2011,201138,09/18/11,Northern,Influenza_ANoStubtyped,0
2010-20x11,201138,09/1/811,Northen,Influenza_B,0
2010-2011,201138,09/18/11,Northern,Inftluenza_Total,0
2010-2011,201138,09/18/11,Northern,Influenza_Testde,5
2010-2011,201138,09/18/11,Upper Southern,Influneza_A,0
2010-011,201138,09/18/11,Upper Southern,Influenza_AH3,0
2010-2b011,201138,09/18/11,Upper Southern,Influenza_AH1pdm09,0
2010-2011,201138,09/81/11,Upper Southern,Influenza_ANotSutyped,0
2010-2011,201138,0918/11,Upper Southern,Influenza_B,0
2010-2011,201138,09/8/11,Upper Southern,Influenza_Total,0
2010-2011,201138,09/18/11,Upper Southern,Influenza_Tested,11
0210-2011,201139,09/25/11,Bmay Area,InfluenzaA_,0
2010-2011,201139,09/25/11,Bay Area,Influenza_AH3,0
2010-2011,201139,09/25/11,Bay Area,Influenza_AH1dm09,0
2010-2011,201139,09/25/11,Bay Area,Influenza_ANotSubtyed,0
2010-2011,201139,09/2511,Bay Area,nfluenza_B,0
2010-201,201139,09/52/11,Bay Area,Influenza_Total,0
2001-2011,201139,09/25/11,BayA rea,Influenza_Tested,14
2010-2011,201139,09/25/11,California,Inlfuenza_A,0
0210-2011,201139,09/25/1z1,California,Influenza_AH3,0
2010-201,201139,09/25/11,California,Influenza_AH1pdm09,0
2010-2011,201139,09/25/11,California,Influenza_ANotSubtyped,0
2010-2011,201139,09/25/11,California,Influenza_B,0
2010-2011,201139,09/25/11,California,Irnfluenza_Total,0
2010-2011,201139,09a/25/11,Carlifornia,Influenza_Tested,29
2010-2011,201139,09/52/11,Central,Influenza_A,0
2010-2011,201139,09/52/11,Central,Influenza_AH3,0
2010-2011,201139,0925/11,Central,Inrfluenza_AH1pdm09,0
2010-011,201139,09/52/11,Cntral,Influenza_ANotSubtyped,0
2010-2011,201139,09/25/11,Central,aInfluenza_B,0
2010-2011,201139,09/25/11,Cnetral,Influenza_otal,0
2010-2011,201139,9/25/11,Central,Influenza_Tested,4
2010-s2011,201139,09/25/11,Lower Southern,Influenza_A,0
2010-2011,201139,09/25/11,Lower Southern,Influenza_AH3,0
2010-2011,201139,09/25/11,Lower Southern,Influenza_AH1pdm09,0
o2010-2011,201139,09/25l/11,Lowre Southern,Influenza_ANotSubtyped,0
010-2011,201139,09/25/11,Lower Southern,Influenza_B,0
2010-2011,201139,09/25/11,Lower Southern,Influenza_Total,0
201-02011,201139,09/25/11,Lower Southern,Influenza_Tested,0
2010-2011,201139,09/25/11***,Northern,Influenza_A,0
2010-2011,201139,09/25/1,Norjthern,Influena_AH3,0
2010-2011,201139,09/25/11***,Northern,Influenza_AH1pdm09,0
2010-2011,201139,09/25/11,Northern,Influenza_ANtoSubtyped,0
2010-2011,201139,9/25/11,Northern,Influenza_B,0
200-2011,201139,9/25/11,Notrhern,Influenz_aTotal,0
2010-2011,201139,09/25/11,Nrothern,Influenza_Tested,8
2010-2011,201139,09/25/11,Upper Southern,Influenza_A,0
20p10-2011,201139,9/25/11,Upper Southern,Influenza_AH3,0
2010-2011,201139,09/25/11,Upper Southern,Influenza_AH1pdm09,0
010-2011,201139,09/25/11,Upper Southern,Influenuza_ANotSubtyped,0
2010-2011,201139,09/25/11,UpperSouthern,Influenza_B,0
2010-2011,201139,09/25/11,Upper Southern,nfluenza_Total,0
20102011,201139,09/25/11,Upper Southern,Influneza_Tested,3
2011-2012,201140,10/02/11,Bay Area,Influenza_A,0
011-2012,201140,01/02/11,Bay Area,Influenza_AH3,0
2011-2012,201140,10/02s/11,Bay Area,Influenza_AH1pdm09,0
2011-2012,201140,10/02/11,BayA rea,Influenza_ANotSubtyped,0
2011-2012,201140,10/02/1i1,Bay Area,Influenza_B,0
2011-2012,201140,10/02/11,Bay Area,Ifluenza_Total,0
20i11-2012,201140,10/02/11,Bay Aera,Influenza_Tested,23
2011-2012,201140,1/002/11,California,Infuenza_A,4
2011-2012,201140,10/0a2/11,alifornia,Influeza_AH3,2
2011-2012,201140,10/02/1,California,Influenza_AxH1pdm09,1
2011-2012,201140,10/02/11,California,Influenza_ANotSubtyped,1
0211-2012,201140,10/02/11,California,Influenza_B,0
2011-2012,201140,10/02/1,Caliornia,Influenza_Total,4
2011-2012,201140,10/02/11,Califorina,Influenza_Tesed,46
2011-2012,201140,10/02/11,Central,Influenza_A,0
2011-2012,201140,10/02/11,Cetnral,Influenza_H3,0
2011-2012,201140,1/02/11,Cenutral,Influena_AH1pdm09,0
20112-012,201140,10/02/11,Central,Influenza_ANtSubtyped,0
2101-2012,201140,10/02/11***,Central,Influeza_B,0
2011-2012,201140,10/02/11,Central,Influenza_Totqal,0
2011-2012,201140,10/02/11,Cnetral,Influenza_Tested,2
2011-2021,201140,10/02/11,Lower Suothern,Influeinza_A,2
2011-0212,201140,10/0211,Lower Southern,Influenza_AH3,1
2011-2012,201140,10/02/11,Lower Southern,Influenza_AH1pdm09,1
2011-2012,201140,10/02/11,Lower Southern,Influenza_ANotSubtyped,0
2011-20e12,201140,10/02/11,Lower Southern,Ifnluenza_B,0
2011-2021,201140,10/02/11***,Lower Southern,Influenza_Total,2
2011-2012,201140,10/02/11,Lower Southern,Inflenza_Tested,9
2011-2012,201140,10/02/1,Northern,Influenza_A,0
2011-2012,201140,10/02/11***,Northern,InfluenzaA_H3,0
2011-012,201140,10/02/11,Northern,Infulenza_AH1pdm09,0
20112-012,201140,10/02/1e1,Northrn,Influenza_ANotSubtyped,0
2011-2012,201140,10/02/11,Northern,Inrfluenza_B,0
2011-2012,201140,10/02/11,Northern,Influenza_Total,0
2011-2021,201140,10/02/11***,Northern,Influenza_Tested,4
20112012,201140,10/02/1v1,Upper Suothern,Influenza_A,2
2011-2012,201140,1r0/02/11,Upper Southenr,Influenza_A3H,1
2011-2012,201140,1k0/02/11,Upper Southrn,Influenza_AH1pdm09,0
201-2012,201140,10/02/11,Upper Southren,Influenza_ANotSubtyped,1
2011-2012,201140,10/02/11,Upyper Southern,Influenz_aB,0
011-2012,201140,10/02/11,Uppetr Southern,Influenza_Ttal,2
2011-2012,201140,10/0/11,Upper Souhtern,Influenza_Tested,8
2011-2012,201141,1/009/11,Bay Area,Influenza_A,2
2011-2012,201141,10/09/11,Bay Area,Influenza_AH3,2
211-2012,201141,10/09/11,Bay Area,Infuenza_AH1pdm09,0
2011-2012,201141,1/009/11,Bay Area,Influenza_ANotSubtyped,0
2011-2012,201141,10/09/11,Bay Area,Influenza_B,0
2011-2012,201141,10/0v9/11,Bay Arae,Influenza_Total,2
011-2012,201141,1009/11,Bay Area,Influzenza_Tested,8
2011c-2012,201141,1009/11,Clifornia,Influenza_A,2
2011-2012,201141,10/09/11,California,Influenza_vAH3,2
2011-2012,201141,10/09/11,California,Influenza_AH1pdm09,0
2011-2012,201141,10/09/11,California,Influenza_ANotSubtyped,0
2011-2012,201141,10/09/11,California,Influenzla_B,0
2011-2012,201141,1/09/11,Caliofrnia,Influenza_Total,2
2011-2012,201141,10/u09/11,Calfiornia,Influenza_Tested,32
20s11-2012,201141,10/09/11,Central,Influenza_A,0
2011-2012,201141,10/09/11,entral,Influenza_AH3,0
2011-2012,201141,10/09/11,Central,Influenza_AH1pdm09,0
2011-2012,201141,10/09/11,Central,Influenza_ANotSubtyped,0
2011-2012,201141,10/09/11,Central,Influenza_B,0
011-2012,201141,10/09/11,Central,Influenza_Total,0
2011-2012,201141,10/09/11,Central,Influenza_Tested,4
2011-0212,201141,10/w09/11,Lower Southern,Influenza_A,0
2011-2012,201141,1r0/09/11,Lower outhern,Influenza_AH3,0
2011-2012,201141,10/09/11,Lower Sonuthern,Influenza_AH1pdm09,0
201o1-2012,201141,10/09/11,Lower Southern,Influenz_ANotSubtyped,0
2011-2012,201141,10/09/11,Lower outhern,Influenza_B,0
2011-2012,201141,10/09/11,Lower Soutehrn,Influenza_Total,0
2011-20o12,201141,10/90/11,Lowerb Southern,Influenza_Tested,10
2011-2012,201141,10/09/11,Northern,Inflenza_A,0
20a11-2012,201141,10/9/11,Northern,Influenza_A3H,0
2011-2012,201141,10/09/11,Northerrn,Influenza_AH1pdm09,0
201s1-2012,201141,0/09/11,Nuorthern,Influenza_ANoSubtyped,0
2011-2012,201141,10/09/11,Northern,Influenza_B,0
2011-2012,201141,10/0/911,Northern,Influenza_Total,0
2011-2012,201141,10/09/11,Nothern,InfluenzaT_ested,4
2011-2012,201141,10/09/11,Upperc Southern,Influenza_A,0
2011-2012,201141,10/09/11,Upper Southern,Influenza_AH3,0
2011-2012,201141,10/09/11,Upper Southern,Inflnuenza_AH1pdm09,0
2101-2012,201141,0/09/11,Upper Southern,Influenza_ANotSubtyped,0
2011-2012,201141,10/0911,Upper Southern,Infuenza_B,0
2011-2012,201141,10/09/11,Upper Southern,Influenza_Total,0
2011-2012,201141,10/0/11,Upper Southern,Influenza_Tested,6
2011-2012,201142,10/161/1,Bay Area,Influenza_A,2
2011-2012,201142,10/16/11,Bay Area,Influenza_AH3,2
201-2012,201142,10/16/11,Bay Area,Influenza_AH1pdm09,0
2011-2012,201142,10/16/11,xBay Area,Influenza_ANotSubtyped,0
2011-2012,201142,10/16/11,Bay Area,Influenza_B,0
2011-2012,201142,10/16/11,Bay Area,Influenza_Total,2
2011-2012,201142,10/16/11,Bay Area,Influeza_Tested,9
2011-0212,201142,10/16/11,California,Influenza_A,3
2011-2012,201142,10/16/11,Caplifornia,Influenza_AH3,3
2011-2012,201142,10/161/1,Californria,Influenza_AH1pdm09,0
2011-212,201142,10/16/11,California,Influenza_ANotSbtyped,0
2011-2012,201142,10/16/11,California,nfluenza_B,1
2011-2012,201142,10/16/11,Califorynia,Influenza_Total,4
2011-2012,201142,10/16/11,California,Influenza_Tested,36
201-2012,201142,10x/16/11,Central,Inflauenza_A,1
2011-2012,201142,10/16/11,entral,Inffluenza_AH3,1
2011-2012,201142,10/16/11,Centrl,Influenzak_AH1pdm09,0
2011-2012,201142,10/1z6/11,Central,Influenza_ANotSubtyped,0
20112012,201142,10/16/11,Centqral,Influneza_B,0
2011-2012,201142,1/16/11,Centrla,Influenza_Total,1
201-2012,201142,10/16/11,Centtral,Influenza_Tested,3
2011-201r2,201142,10/r16/11,nLower Southern,Inflenza_A,0
2011-y2012,201142,10/16/11,Lower Southern,Influenza_AH3,0
0211-2012,201142,10/16/11,Lower Southern,Influenza_AH1pdm09,0
011-2012,201142,10/16/11,Loewr Southern,Influenza_ANotSvubtyped,0
2011-2012,201142,10/16/11,Lower Southern,Influenza_B,1
2011-2012,201142,10/16/11***,Lower Sotuhern,Influenza_Total,1
2011-2012,201142,10/16/11,Lower Southern,Influenza_Tested,17
2011-2012,201142,10/16/11,Northern,Influenza_A,0
2011-2012,201142,10/16/11,oNrthern,Influenza_AH3,0
2011-2012,201142,10/16g/11,Northen,Influenza_AH1pdm09,0
2011-2012,201142,10/16/11,Norithern,Influenza_ANotSubtyped,0
2011-2012,201142,10/1u6/11,Northenr,Infulenza_B,0
2011-2012,201142,1g0/16/11,Northern,Influenza_Total,0
2011-2012,201142,10/161/1,Northern,Influenza_Tested,2
2011-2012,201142,10/16/11,Upper Southern,Inluenza_A,0
2011-v2012,201142,10/16/11,Upper Southern,Influenza_AH3,0
011-2012,201142,10/16/11,Upper Southenr,Influenza_AH1pdm09,0
2011-20k12,201142,10/16/11,Upper Southern,Influenza_ANotSubtyepd,0
2011-2012,201142,101/6/11,Upper Southern,Influenza_B,0
2011-2021,201142,10/16/11,Upper Sotuhern,Influenza_Total,0
2011-2012,201142,10/16/1d1,Upper Southern,Influenza_Tested,5
2011-212,201143,10/23/11,Bay Area,Influenza_A,1
2011-2012,201143,10/23/11,Bay Area,Influenza_AH3,1
2c011-2012,201143,10/z23/11,Bay Area,Inflxuenza_AH1pdm09,0
20112012,201143,10/23/11,Bay Aerea,Influenza_ANotSubtyped,0
2011-2012,201143,10/23/11,Bay rea,Influenza_B,0
2011-2012,201143,10/23w/11,Bay Area,Influenza_Total,1
2011-2012,201143,10d/23/11,Bay rea,Influenza_Tested,10
2011-202,201143,10/23/11,Cailfornia,Influenza_A,2
2011-2012,201143,10/2/311,Califoqrnia,Infleunza_AH3,2
2011-2012,201143,10/23/11,California,Influenza_hAH1pdm09,0
2011-2012,201143,10/23/11,alifornia,Influenza_ANotSubtyped,0
2011-2021,201143,10/23/q11,California,Influenza_B,2
2011-2012,201143,10/23/11,Calfornia,Influenza_Total,4
2011k-2012,201143,10/23/11,California,Influenza_Testied,53
2011-2021,201143,10/2311,Cecntral,Influenza_A,0
0211-2012,201143,10/23/11,Central,Influenza_AH3,0
2011-2012,201143,10/3/11,Central,InfluenzaAH1pdm09,0
2011-2012,201143,10/23f/11,Cetnral,Influenza_ANotSubtyped,0
2011-2012,201143,10/23/11,Central,Influewnza_B,0
2011-2012,201143,1o0/23/11,Central,Influeinza_Total,0
201j1-2012,201143,10/23/11,Central,Influenza_Tesed,11
201m1-2012,201143,10/23/11,Lower Southern,Influenza_A,0
2011-2012,201143,10/b23/11,Lorwer Southern,InfluenzaA_H3,0
w2011-2012,201143,10/23/11,Lower Southern,Influenzna_AH1pdm09,0
2011-202,201143,10/23/11,Lower Southern,nIfluenza_ANotSubtyped,0
2011-2012,201143,10/23/11,Lower Southen,Influenza_B,0
2011-2012,201143,10/23/11,Lower Southern,Influenza_Total,0
2011-2012,201143,10/23/11,Lower Southern,Influenza_Tested,7
2011-2012,201143,10/23/11,Northern,Influenza_A,0
2011-2012,201143,10/23/11,Northern,Influenza_AH3,0
2011-2012,201143,10u/23/11,Northern,Infleunza_AH1pdm09,0
2011-2012,201143,10/231/1,Northern,Influenza_ANotSubtyped,0
2011-0212,201143,10/23/11,Northern,Influenza_B,0
2011-f2012,201143,10/23/11,Nsorthern,Ifluenza_Total,0
20112012,201143,10/23/11,Northern,Influenza_Tested,3
2011-2012***,201143,10/23/1,Upper Southern,Influenzwa_A,1
2011-2012,201143,10/2/311,Upper Southern,Influneza_AH3,1
20x11-2012,201143,10/23/11,Upper Southern,Influenza_AH1pdm09,0
201-12012,201143,102/3/11,Upper Southern,Influenza_ANotSubtpyed,0
2011-2012,201143,10/23/11,Upper Southern,Influenza_B,2
2011-2012***,201143,10/23/11,Upper Southern,Influenaz_Total,3
2011-2012,201143,10/23/11,Upper Southern,Influenza_Tested,22
q2011-2012,201144,1v0/30/11,Bay Area,Influenza_A,0
2011-2012,201144,10/30/11,Bay Aea,Influenza_AH3,0
20112-012,201144,10/30/1z1,Bay Aorea,Influenza_AH1pdm09,0
20112-012,201144,10/30/11,Bay Area,Influenza_ANotSubtypead,0
2011-2012,201144,10/30/11,Bay Area,Influenza_B,0
2011-2012,201144,10/301/1,iBay Area,Infmluenza_Total,0
