3215.weekending,01/30/y11,01/30/11
13351.season,0214-2015,2014-2015
2590.influenzacategory,Infuenza_AH1pdm09,Influenza_AH1pdm09
788.region,Cntral,Central
4908.influenzacategory,Influnza_ANotSubtyped,Influenza_ANotSubtyped
18233.region,orthern,Northern
17432.influenzacategory,Influenza_ested,Influenza_Tested
18920.season,2016-201y7,2016-2017
14015.season,2g014-2015,2014-2015
22046.season,2017-l2018,2017-2018
24994.influenzacategory,qInfluenza_AH3,Influenza_AH3
20726.region,Clifornia,California
12397.weekending,02/08/1t5,02/08/15
13856.region,Norhtern,Northern
23098.season,217-2018,2017-2018
14742.influenzacategory,Infulenza_Tested,Influenza_Tested
17767.weekending,102/3/16,10/23/16
29660.influenzacategory,Influneza_BNotLineageTyped,Influenza_BNotLineageTyped
14845.weekending,11/22/15***,11/22/15
28543.weekending,0/405/20,04/05/20
12847.region,Upper Suthern,Upper Southern
18135.season,201-2017,2016-2017
14237.season,2014-20s15,2014-2015
26046.region,Upper Sothern,Upper Southern
8350.season,2012-2103,2012-2013
9948.weekending,02/s23/14,02/23/14
15408.region,Lower Soutehrn,Lower Southern
16113.season,2015-2061,2015-2016
11753.weekending,11/2/14,11/23/14
6521.influenzacategory,Ifnluenza_Tested,Influenza_Tested
29595.weekending,08/09/z20,08/09/20
799.season,2009-200,2009-2010
23140.weekending,0/15/18,07/15/18
10852.influenzacategory,Inlfuenza_B,Influenza_B
16763.weekending,07/30/16,07/03/16
7875.season,2012-2031,2012-2013
13506.season,2014-201k5,2014-2015
26304.season,2018-2091,2018-2019
2568.season,2010-2011***,2010-2011
19659.season,2n016-2017,2016-2017
25617.season,018-2019,2018-2019
8481.weekending,06/23/3,06/23/13
3469.region,ay Area,Bay Area
28088.influenzacategory,Influezna_BVictoria,Influenza_BVictoria
20176.season,2016-217,2016-2017
7275.weekending,12/2/12,12/02/12
11084.region,Cntral,Central
10228.region,Bamy Area,Bay Area
23593.weekending,09/0q9/18,09/09/18
10.influenzacategory,nfluenza_AH3,Influenza_AH3
18919.influenzacategory,nfluenza_BYamagata,Influenza_BYamagata
29743.season,2019-2002,2019-2020
20024.region,Lower Southren,Lower Southern
3764.region,Califrnia,California
1352.season,2009-2001,2009-2010
14342.weekending,09/2/15,09/20/15
18394.influenzacategory,Influenza_lAH3,Influenza_AH3
27283.weekending,y11/10/19,11/10/19
23964.season,0218-2019,2018-2019
25606.weekending,04/2s8/19,04/28/19
3673.season,j2010-2011,2010-2011
3912.season,2010-211,2010-2011
6967.weekending,10/14/1t2,10/14/12
15173.region,Nortehrn,Northern
12279.influenzacategory,Infleunza_BYamagata,Influenza_BYamagata
1829.season,2009-2100,2009-2010
25834.influenzacategory,Influezna_AH3,Influenza_AH3
2169.region,Califoqrnia,California
20449.region,fLower Southern,Lower Southern
23858.season,2108-2019,2018-2019
20297.weekending,08c/20/17,08/20/17
10916.region,Cetnral,Central
26559.weekending,08/1/19,08/18/19
13331.influenzacategory,Inluenza_Total,Influenza_Total
25367.influenzacategory,Influenfza_B,Influenza_B
19603.weekending,50/28/17,05/28/17
19972.region,LowerSouthern,Lower Southern
11213.region,Lower Sotuhern,Lower Southern
13905.region,Lower Suothern,Lower Southern
14436.influenzacategory,nfluenza_ANotSubtyped,Influenza_ANotSubtyped
15131.influenzacategory,nIfluenza_Total,Influenza_Total
6502.influenzacategory,Influenza_A3H,Influenza_AH3
29456.influenzacategory,Influtenza_ANotSubtyped,Influenza_ANotSubtyped
24540.region,oNrthern,Northern
26691.weekending,09/h01/19,09/01/19
9781.influenzacategory,InfluenzaB_,Influenza_B
9964.region,Northenr,Northern
1797.region,Centrl,Central
28945.season,019-2020,2019-2020
1351.season,2009-2010***,2009-2010
3605.season,2010-201k1,2010-2011
23302.weekending,08/051/8,08/05/18
6675.influenzacategory,Inluenza_Tested,Influenza_Tested
24795.weekending,0127/19,01/27/19
3960.region,Upper Sojuthern,Upper Southern
3151.influenzacategory,Influenza_ANotSubtkyped,Influenza_ANotSubtyped
26557.weekending,e08/18/19,08/18/19
14919.weekending,1/29/15,11/29/15
6421.influenzacategory,Influenzya_B,Influenza_B
15898.influenzacategory,Influenza_vBVictoria,Influenza_BVictoria
20748.weekending,10/0817,10/08/17
14686.weekending,1/01/15,11/01/15
7216.region,Cdentral,Central
6663.influenzacategory,InfluenzaA_H3,Influenza_AH3
8830.weekending,08/18t/13,08/18/13
6194.weekending,06/10/1v2,06/10/12
17252.region,Califorina,California
7007.influenzacategory,Influenza_AH1pdm90,Influenza_AH1pdm09
9230.weekending,1e0/27/13,10/27/13
28535.influenzacategory,Influenza_AH1pm09,Influenza_AH1pdm09
9759.weekending,01/19w/14,01/19/14
27046.season,019-2020,2019-2020
8017.season,2012-s2013,2012-2013
20951.region,iUpper Southern,Upper Southern
7352.influenzacategory,Inofluenza_B,Influenza_B
583.weekending,12/2/09,12/27/09
20283.season,2016-2x017,2016-2017
29572.weekending,8/02/20,08/02/20
18897.weekending,f03/05/17,03/05/17
24589.season,201-82019,2018-2019
17382.region,Cetnral,Central
20617.season,016-2017,2016-2017
10432.weekending,05/11/1f4,05/11/14
4837.influenzacategory,Infleunza_AH1pdm09,Influenza_AH1pdm09
5869.region,aClifornia,California
4238.season,2100-2011,2010-2011
10846.influenzacategory,Influenza_Ttal,Influenza_Total
18899.season,0216-2017,2016-2017
16445.weekending,05/22/6,05/22/16
17547.region,Califonria,California
20061.influenzacategory,Influenza_Tuotal,Influenza_Total
24773.weekending,01/20/91,01/20/19
4510.weekending,082/8/11,08/28/11
14129.weekending,08/3m0/15,08/30/15
15209.influenzacategory,Influegnza_BYamagata,Influenza_BYamagata
471.season,2009-2001,2009-2010
18550.season,2016-20o17,2016-2017
14371.influenzacategory,Influnza_Total,Influenza_Total
19013.influenzacategory,Influenzfa_A,Influenza_A
5890.weekending,4/15/12,04/15/12
16246.weekending,050/1/16,05/01/16
15351.influenzacategory,Inlfuenza_Total,Influenza_Total
24392.influenzacategory,Infuenza_Tested,Influenza_Tested
1451.weekending,05/0/210,05/02/10
25014.region,Notrhern,Northern
29274.weekending,0/28/20,06/28/20
16901.weekending,07/17j/16,07/17/16
2956.season,210-2011,2010-2011
16568.weekending,06/05/1l6,06/05/16
2160.season,2009-210,2009-2010
26561.season,2018-2091,2018-2019
26645.influenzacategory,nIfluenza_AH1pdm09,Influenza_AH1pdm09
14973.region,Cetnral,Central
17148.season,015-2016,2015-2016
26267.season,2w018-2019,2018-2019
9568.region,gCentral,Central
13302.season,2104-2015,2014-2015
7114.season,2012-201t3,2012-2013
15593.season,2015-h2016,2015-2016
25704.region,Cailfornia,California
27035.influenzacategory,Influenza_AH1pm09,Influenza_AH1pdm09
22187.season,201-72018,2017-2018
11727.influenzacategory,Infleunza_B,Influenza_B
5118.influenzacategory,Inlfuenza_ANotSubtyped,Influenza_ANotSubtyped
15612.season,2015-2s016,2015-2016
5034.weekending,11/2y7/11,11/27/11
24535.weekending,12l/23/18,12/23/18
22179.season,201t7-2018,2017-2018
16068.weekending,04/1s0/16,04/10/16
20073.season,2016-v2017,2016-2017
3968.influenzacategory,Influenz_AH3,Influenza_AH3
3030.season,010-2011,2010-2011
8690.weekending,07/281/3,07/28/13
20184.region,Clifornia,California
17678.season,2016-2071,2016-2017
16925.season,0215-2016,2015-2016
4791.weekending,10/16/11***,10/16/11
15287.weekending,01/1/016,01/10/16
15299.weekending,0/110/16,01/10/16
19.region,Cenrtral,Central
13285.season,0214-2015,2014-2015
15558.influenzacategory,Influenza_BVictoia,Influenza_BVictoria
24938.season,201d8-2019,2018-2019
24946.season,018-2019,2018-2019
303.region,Calfornia,California
8401.influenzacategory,Influenza_ANotSubtyed,Influenza_ANotSubtyped
11371.influenzacategory,Inffluenza_Total,Influenza_Total
6878.season,2012-203,2012-2013
24450.weekending,12/1/618,12/16/18
16534.weekending,06/051/6,06/05/16
15391.region,Calfiornia,California
17905.season,2016-207,2016-2017
17142.weekending,08/4/16,08/14/16
21391.influenzacategory,Influenza_Totla,Influenza_Total
8784.weekending,08/11/1j3,08/11/13
10586.influenzacategory,Inffluenza_B,Influenza_B
16873.region,Bay Axrea,Bay Area
15908.season,015-2016,2015-2016
2274.season,2009j-2010,2009-2010
22356.region,Centrakl,Central
8925.influenzacategory,Influenza_A1pdm09,Influenza_AH1pdm09
17864.weekending,11/06g/16,11/06/16
22084.weekending,03/11/81,03/11/18
25987.weekending,06/0/919,06/09/19
8195.region,Northen,Northern
11163.influenzacategory,Influenz_aA,Influenza_A
19525.influenzacategory,Influneza_AH1pdm09,Influenza_AH1pdm09
963.weekending,02/v21/10,02/21/10
8792.region,Upper Southrn,Upper Southern
1181.influenzacategory,Influenza_ANotSubbtyped,Influenza_ANotSubtyped
22277.influenzacategory,nIfluenza_B,Influenza_B
22615.season,2017-018,2017-2018
7409.influenzacategory,Influmenza_Total,Influenza_Total
8053.influenzacategory,Influenza_oTotal,Influenza_Total
17635.region,Nothern,Northern
28329.influenzacategory,Influenza_BYamgaata,Influenza_BYamagata
29808.influenzacategory,Infyluenza_BVictoria,Influenza_BVictoria
26894.region,Bawy Area,Bay Area
1992.influenzacategory,Influneza_Tested,Influenza_Tested
18327.region,Californai,California
5258.season,211-2012,2011-2012
6548.influenzacategory,Inflhuenza_Total,Influenza_Total
8598.region,Caliofrnia,California
14454.weekending,01/04/15,10/04/15
14986.influenzacategory,Influenz_aANotSubtyped,Influenza_ANotSubtyped
9347.region,Bay Ara,Bay Area
6715.season,2011-2021,2011-2012
28218.influenzacategory,Influenza_BVictofria,Influenza_BVictoria
1574.influenzacategory,InfluenzaB_,Influenza_B
12690.season,20142-015,2014-2015
7184.season,201-2013,2012-2013
3084.season,2010u-2011,2010-2011
11898.region,Bya Area,Bay Area
11560.season,a2014-2015,2014-2015
408.region,Centrahl,Central
3799.weekending,0/508/11,05/08/11
26023.weekending,60/16/19,06/16/19
28191.season,2019-2200,2019-2020
17978.season,201o6-2017,2016-2017
21758.weekending,02/04q/18,02/04/18
1235.influenzacategory,Ifluenza_AH1,Influenza_AH1
29682.season,20s19-2020,2019-2020
29542.season,219-2020,2019-2020
4885.season,20112012,2011-2012
4503.influenzacategory,Influnza_B,Influenza_B
27951.weekending,01/26/f20,01/26/20
1968.region,Upper Souhern,Upper Southern
16778.region,Cenral,Central
16924.weekending,07/171/6,07/17/16
1570.season,2009-200,2009-2010
27528.influenzacategory,Influenza_BVictoia,Influenza_BVictoria
11744.weekending,11/3/14,11/23/14
10433.weekending,r05/11/14,05/11/14
2890.season,2010-2h011,2010-2011
7297.influenzacategory,Influenza_Ttal,Influenza_Total
25963.weekending,0609/19,06/09/19
27637.region,entral,Central
22867.season,20172-018,2017-2018
18743.influenzacategory,Influyenza_A,Influenza_A
14673.season,2015-20b16,2015-2016
3735.influenzacategory,Inflenza_Tested,Influenza_Tested
20704.season,2107-2018,2017-2018
19173.weekending,04/0917,04/09/17
25893.weekending,h06/02/19,06/02/19
25356.influenzacategory,Influenza_ANotSulbtyped,Influenza_ANotSubtyped
11156.weekending,09/14/41,09/14/14
23115.weekending,0l7/15/18,07/15/18
7516.weekending,01/13/31,01/13/13
28214.region,Ba Area,Bay Area
7447.season,201-2013,2012-2013
14938.season,2015-2106,2015-2016
54.influenzacategory,Irnfluenza_B,Influenza_B
16174.region,Cental,Central
28414.influenzacategory,Influenza_A3H,Influenza_AH3
844.region,Lower outhern,Lower Southern
23769.weekending,0/923/18,09/23/18
14428.season,2015-a2016,2015-2016
21182.season,201-2018,2017-2018
4029.weekending,06/21/11,06/12/11
3937.season,0210-2011,2010-2011
21678.weekending,01/8/18,01/28/18
5014.region,Upper Southen,Upper Southern
4106.region,Califonia,California
7110.weekending,11/0412,11/04/12
5867.weekending,04/15/1l2,04/15/12
1810.season,2009-2100,2009-2010
14265.weekending,09/31/15,09/13/15
28591.weekending,04/12/0,04/12/20
27043.season,201-2020,2019-2020
4670.influenzacategory,Influenza_ANtoSubtyped,Influenza_ANotSubtyped
3869.season,200-2011,2010-2011
10928.season,013-2014,2013-2014
27227.season,201-2020,2019-2020
15135.region,Ba yArea,Bay Area
25030.influenzacategory,Influenzat_BNotLineageTyped,Influenza_BNotLineageTyped
19887.weekending,7/02/17,07/02/17
13067.weekending,04o/26/15,04/26/15
5847.influenzacategory,Influenz_B,Influenza_B
21465.region,ower Southern,Lower Southern
24825.weekending,01/2/719,01/27/19
13939.season,2014-215,2014-2015
16195.season,20k15-2016,2015-2016
8788.influenzacategory,Inkfluenza_Total,Influenza_Total
17793.region,Centrkal,Central
7321.weekending,1209/12,12/09/12
3857.season,2010-2101,2010-2011
6574.season,2101-2012,2011-2012
9317.weekending,11/10/1g3,11/10/13
13467.weekending,0614/15,06/14/15
12830.influenzacategory,Influenza_BNotLinaegeTyped,Influenza_BNotLineageTyped
21290.weekending,12/10/71,12/10/17
3015.weekending,12/26/01,12/26/10
5085.region,Lowre Southern,Lower Southern
23759.season,2017-218,2017-2018
13507.influenzacategory,Influenz_B,Influenza_B
26919.influenzacategory,nIfluenza_BYamagata,Influenza_BYamagata
12742.region,Bay Aea,Bay Area
59.influenzacategory,yInfluenza_AH1,Influenza_AH1
18507.region,aClifornia,California
8348.season,2012c-2013,2012-2013
12786.season,2014-201r5,2014-2015
23686.season,20172018,2017-2018
19902.weekending,7/02/17,07/02/17
9529.season,013-2014,2013-2014
27123.influenzacategory,Influneza_A,Influenza_A
1988.season,209-2010,2009-2010
9900.weekending,02/m16/14,02/16/14
1681.region,Bay Areua,Bay Area
21886.region,Lower Sothern,Lower Southern
5236.weekending,01/10/12,01/01/12
14444.influenzacategory,Ifnluenza_AH3,Influenza_AH3
29337.influenzacategory,Inmfluenza_B,Influenza_B
12345.region,Lowr Southern,Lower Southern
5957.region,Centrl,Central
11528.region,Uppe Southern,Upper Southern
22066.influenzacategory,Influnza_ANotSubtyped,Influenza_ANotSubtyped
13214.weekending,05/17/5,05/17/15
14856.season,2015v-2016,2015-2016
21113.region,Northenr,Northern
12252.region,Uper Southern,Upper Southern
8267.region,Cenxtral,Central
2054.region,Nothern,Northern
22118.season,20r17-2018,2017-2018
26722.region,Bady Area,Bay Area
25057.influenzacategory,Influena_B,Influenza_B
22209.weekending,0t3/25/18,03/25/18
2216.season,2009-2001,2009-2010
6153.season,2011v-2012,2011-2012
2491.weekending,0/926/10,09/26/10
17671.region,Calfiornia,California
20151.influenzacategory,nIfluenza_Total,Influenza_Total
23384.influenzacategory,Influepnza_AH3,Influenza_AH3
15623.weekending,022/1/16,02/21/16
15954.influenzacategory,Influenza_AHi3,Influenza_AH3
25875.weekending,06/20/19,06/02/19
18363.weekending,01m/01/17,01/01/17
6044.region,Coentral,Central
7166.weekending,11l/18/12,11/18/12
18223.weekending,12/181/6,12/18/16
13381.season,2014-0215,2014-2015
28400.weekending,30/22/20,03/22/20
5756.influenzacategory,Influeza_B,Influenza_B
26424.region,Caifornia,California
2339.region,Northren,Northern
17085.season,215-2016,2015-2016
29990.season,2019-202c0,2019-2020
5787.weekending,0/401/12,04/01/12
11376.weekending,10/1/214,10/12/14
21971.weekending,0/225/18,02/25/18
13573.region,Bay Arae,Bay Area
12884.influenzacategory,Influnza_AH3,Influenza_AH3
4694.influenzacategory,Influenza_Tesed,Influenza_Tested
422.influenzacategory,Innfluenza_B,Influenza_B
19000.influenzacategory,Influejnza_BNotLineageTyped,Influenza_BNotLineageTyped
22.influenzacategory,Influenzna_B,Influenza_B
26071.region,Cailfornia,California
10287.influenzacategory,Influenza_ested,Influenza_Tested
8348.weekending,06/02p/13,06/02/13
28883.season,2s019-2020,2019-2020
20581.weekending,0/917/17,09/17/17
12180.influenzacategory,Influenza_BNotLinageTyped,Influenza_BNotLineageTyped
17190.influenzacategory,Influenza_BNotLineageTped,Influenza_BNotLineageTyped
11437.season,b2014-2015,2014-2015
2905.weekending,12/n05/10,12/05/10
9658.region,Loer Southern,Lower Southern
25471.influenzacategory,nfluenza_Total,Influenza_Total
12618.influenzacategory,Influenza_BVimctoria,Influenza_BVictoria
27459.region,Cetral,Central
1471.influenzacategory,InfluenzaTotal,Influenza_Total
11835.influenzacategory,Influenz_AH1pdm09,Influenza_AH1pdm09
28510.season,201w9-2020,2019-2020
1708.season,200e9-2010,2009-2010
11141.region,oNrthern,Northern
19517.region,Bayg Area,Bay Area
22477.season,20172-018,2017-2018
11401.weekending,10/21/14,10/12/14
23894.weekending,10/j14/18,10/14/18
21975.influenzacategory,aInfluenza_AH1pdm09,Influenza_AH1pdm09
7403.influenzacategory,eInfluenza_Tested,Influenza_Tested
8577.influenzacategory,Infaluenza_B,Influenza_B
4121.influenzacategory,Influnza_A,Influenza_A
1392.weekending,041/8/10,04/18/10
24444.influenzacategory,Influezna_AH3,Influenza_AH3
8864.region,Lower Southen,Lower Southern
17191.weekending,08/21/61,08/21/16
10530.season,2m013-2014,2013-2014
5403.season,201r1-2012,2011-2012
4518.influenzacategory,Influrenza_Total,Influenza_Total
13040.influenzacategory,Infulenza_BNotLineageTyped,Influenza_BNotLineageTyped
4729.season,011-2012,2011-2012
23789.region,Califronia,California
19514.influenzacategory,Influenza_AHf3,Influenza_AH3
15196.weekending,0103/16,01/03/16
186.weekending,m10/25/09,10/25/09
9767.weekending,01/26/d14,01/26/14
29651.influenzacategory,Inofluenza_Total,Influenza_Total
10677.influenzacategory,Influenzaj_B,Influenza_B
10840.weekending,07/20m/14,07/20/14
25250.weekending,03/17p/19,03/17/19
2604.season,010-2011,2010-2011
20641.influenzacategory,Influenza_Tnotal,Influenza_Total
17710.season,2016-201b7,2016-2017
20197.influenzacategory,Influneza_B,Influenza_B
17531.region,Uppe Southern,Upper Southern
9613.region,Centrazl,Central
1870.region,Upper Suothern,Upper Southern
21348.season,2017-2p018,2017-2018
5518.region,Uppr Southern,Upper Southern
953.weekending,02/4/10,02/14/10
17835.influenzacategory,Influneza_AH1pdm09,Influenza_AH1pdm09
22246.influenzacategory,vInfluenza_ANotSubtyped,Influenza_ANotSubtyped
17769.season,0216-2017,2016-2017
16567.region,pper Southern,Upper Southern
15762.influenzacategory,Influenz_aTested,Influenza_Tested
5538.influenzacategory,Influenaz_ANotSubtyped,Influenza_ANotSubtyped
12439.season,20142-015,2014-2015
6275.region,Upper Soauthern,Upper Southern
24162.season,2018-209,2018-2019
22074.region,oNrthern,Northern
17624.influenzacategory,Inflguenza_AH3,Influenza_AH3
21454.weekending,12/k31/17,12/31/17
2666.season,2010-2011***,2010-2011
8406.season,2012-2031,2012-2013
26892.season,2018-2091,2018-2019
4343.region,Uppre Southern,Upper Southern
24399.influenzacategory,Influenza_BYamagtaa,Influenza_BYamagata
17399.season,20152-016,2015-2016
29928.influenzacategory,Influnza_BVictoria,Influenza_BVictoria
11814.weekending,11/0/14,11/30/14
22949.region,Caifornia,California
16532.region,Claifornia,California
22065.influenzacategory,Iinfluenza_AH1pdm09,Influenza_AH1pdm09
17319.influenzacategory,Influenza_YBamagata,Influenza_BYamagata
7511.influenzacategory,Influenz_aAH1pdm09,Influenza_AH1pdm09
25644.weekending,050/5/19,05/05/19
