code,category,description,size,total_inventory,price,sale_price,sale_end_date
359388,RUM,Dr. Stoner's Island Bush Herb Rum,750ML,100,26.99,NULL,NULL
166610,AMERICAN WHITE,Capriccio Sangria White Blend,750ML,57,11.99,NULL,NULL
333861,FRANCE,EMB Pamplemousse Rose Rose Blend,750ML,0,14.99,NULL,NULL
20664,CANADIAN/BLENDED WHISKEY,Seagram's 7 Crown American Blended Whiskey,50ML,1549,1.39,NULL,NULL
55107,MIXERS,Chi Chi's Pina Colada,1.75L,122,9.99,NULL,NULL
45237,TEQUILA,Gran Patron Burdeos Anejo Tequila,750ML,3,517.99,NULL,NULL
359250,SPECIALTY,Shine Peanut Butter & Jelly Moonshine,750ML,70,18.99,NULL,NULL
15311,TEQUILA,1800 TEQUILA ANEJO 375ML,375ML,5,24.99,NULL,NULL
66192,ITALY,Castello di Gabbiano Chianti Sangiovese,1.5L,41,17.99,NULL,NULL
26638,BOURBON/RYE,George Dickel No.12 Sour Mash Tennessee Whisky,750ML,159,24.99,NULL,NULL
318587,CHAMPAGNE/SPARKLING,Isaac Fernandez Selection Biutiful Brut Nature Macabeo,750ML,257,12.99,NULL,NULL
86056,AMERICAN WHITE,Edna Valley Vineyard Sauvignon Blanc,750ML,255,12.99,NULL,NULL
79986,BOURBON/RYE,Woodford Reserve Double Oaked Kentucky Straight Bourbon Whiskey,750ML,201,59.99,NULL,NULL
44916,AMERICAN WHITE,A to Z Wineworks Pinot Gris,750ML,202,19.99,NULL,NULL
323491,FRANCE,Cellier des Dauphins Les Dauphins Reserve Cotes du Rhone Red Southern Rhone Blend,750ML,0,13.99,NULL,NULL
23080,DOMESTIC BOTTLE,Flying Dog Double Dog Double IPA - 6 Pack,12.0Z,1373,15.99,NULL,NULL
338478,KOSHER,RAMON CARDOVA CRIANZA,750ML,10,21.99,NULL,NULL
72293,BOURBON/RYE,Old Forester 2021 Birthday 12 Year Old Kentucky Straight Bourbon Whiskey,750ML,1,129.99,NULL,NULL
322116,AMERICAN WHITE,Kunde Estate Estate Grown Magnolia Lane Sauvignon Blanc,750ML,0,22.99,NULL,NULL
77287,VODKA,Finlandia All Natural Coconut Vodka,750ML,0,13.99,NULL,NULL
88866,TEQUILA,Dos Armadillos Reposado Tequila,750ML,103,82.99,NULL,NULL
44838,AMERICAN RED,Pedroncelli friends.red Red Blend,750ML,6,16.99,NULL,NULL
234816,FRANCE,Chateau de Ribebon Bordeaux Superieur Bordeaux Blend,750ML,4,16.99,NULL,NULL
303571,AMERICAN WHITE,Stone Cellars Pinot Grigio,750ML,0,7.99,NULL,NULL
71617,ITALY,Citra Montepulciano d'Abruzzo,1.5L,0,18.69,NULL,NULL
69388,ALSACE,Trimbach Riesling,750ML,0,29.99,NULL,NULL
71793,LIQ BASED SELTZER,High Noon Watermelon Vodka & Soda - 4 Pack,355ML,2107,10.99,NULL,NULL
324236,ITALY,Art of Earth Organic Montepulciano d'Abruzzo,750ML,0,10.99,NULL,NULL
237320,FRANCE,Meurgey Croses Macon Uchizy Chardonnay,750ML,14,38.99,NULL,NULL
18562,AMERICAN RED,Stag's Leap Wine Cellars Karia Chardonnay,750ML,0,36.99,NULL,NULL
348995,KOSHER,Baron Herzog Lineage Choreograph Rare Red Blend,750ML,0,19.99,NULL,NULL
44791,BOURBON/RYE,McAfee's Benchmark Old No. 8 Brand Kentucky Straight Bourbon Whiskey,750ML,10,11.99,NULL,NULL
335690,ITALY,Tenuta Sette Ponti Oreno Toscana IGT Bordeaux Blend,750ML,0,116.99,NULL,NULL
43183,ITALY,Santa Margherita Brut Valdobbiadene Prosecco Superiore DOCG Glera,750ML,178,21.99,NULL,NULL
47890,KOSHER,Herzog Selection Chateneuf Moelleux Semillon,750ML,6,15.99,NULL,NULL
12135,CORDIALS,Ezra Brooks Bourbon Cream Liqueur,750ML,0,11.99,NULL,NULL
300649,ITALY,Il Conte Stella Rosa L'Originale Semi Sweet Moscato D'Asti DOCG Muscat Canelli,750ML,321,12.99,NULL,NULL
74134,MIXERS,Master of Mixes Sweet 'n Sour Mixer,1.75L,196,8.99,NULL,NULL
38440,RUM,Myers's Original Dark Rum,1.75L,140,44.99,NULL,NULL
72128,BOURBON/RYE,Evan Williams 1783 Small Batch Extra Aged in White Oak Kentucky Straight Bourbon Whiskey,750ML,83,19.99,NULL,NULL
37064,DOMESTIC CAN,MIKES HARD LEMONADE SELTZER VP 2/12 CAN - 12 Pack,12.0Z,919,19.99,NULL,NULL
26792,DOMESTIC BOTTLE,Anderson Valley Fall Hornin' Pumpkin Ale - 6 Pack,12.0Z,0,15.99,NULL,NULL
64033,CHAMPAGNE/SPARKLING,Bellussi Brut Enrico Prosecco Glera,750ML,0,14.99,NULL,NULL
242105,AMERICAN WHITE,Menage a Trois Limelight Pinot Grigio,750ML,89,10.99,NULL,NULL
348418,FRANCE,Chateau Larroque Bordeaux Superieur Bordeaux Blend,750ML,47,11.99,NULL,NULL
87877,MIXERS,Luxardo The Original Maraschino Cherries,14.4Z,336,19.99,NULL,NULL
79967,IRISH WHISKEY,Knappogue Castle 14 Year Old Twin Wood Single Malt Irish Whiskey,750ML,0,57.99,NULL,NULL
17876,GIN,Boodles British London Dry Gin,1.75L,141,35.99,NULL,NULL
240717,LIQ BASED RTD,DRAGON PARTY PUNCH 6/4 CANS 11.3 OZ,11.3Z,204,4.99,13.99,11/30/2022
15381,MIXERS,DEVILS BACKBONE CRANBERRY SMASH RTD 6/4 CANS - 4 Pack,12.0Z,1011,11.99,NULL,NULL
348532,CORDIALS,99 SCHNAPPS VARIETY 4PK/50ML - 4 Pack,50ML,268,3.99,NULL,NULL
71370,VODKA,CiROC Red Berry Vodka,750ML,248,29.99,NULL,NULL
303604,AMERICAN RED,J. Lohr Falcon's Perch Pinot Noir,750ML,64,17.99,NULL,NULL
14391,SPECIALTY,Fordham Lee Zachary Edward Bourbon Whiskey,750ML,67,42.99,37.99,11/30/2022
241612,SPAIN/PORTUGAL,Campo Viejo Red Blend,750ML,45,12.99,NULL,NULL
46340,ASIA,Sho Chiku Bai Nigori Silky Mild Sake,1.5L,0,19.99,NULL,NULL
40344,AMERICAN RED,14 Hands Merlot,750ML,120,13.99,NULL,NULL
50784,CORDIALS,Frangelico Hazelnut Liqueur,375ML,10,18.99,NULL,NULL
88945,LIQ BASED RTD,The Finnish Long Drink Traditional - 6 Pack,12.0Z,1422,16.99,NULL,NULL
70920,FRANCE,Georges Dub�uf Beaujolais Villages Nouveau Gamay,750ML,502,15.99,NULL,NULL
55301,MIXERS,Jose Cuervo Margarita Classic Lime Ready to Serve,1.75L,321,14.49,11.99,11/30/2022
324743,ASIA,Hakushika Junmai Ginjo Sake,900ML,0,18.99,NULL,NULL
71134,BOURBON/RYE,Corsair Ryemageddon Rye Whiskey,750ML,0,54.99,NULL,NULL
24252,SCOTCH,Chivas Regal Gold Signature 18 Year Old Blended Scotch Whisky,750ML,146,82.99,NULL,NULL
66549,IMPORTED CAN,Modelo Chelada Naranja Picosa,24.0Z,3,3.99,NULL,NULL
299964,TEQUILA,Casamigos Anejo Tequila,1L,212,82.99,NULL,NULL
40824,ITALY,Damilano Lecinquevigne Barolo Nebbiolo,750ML,0,53.99,NULL,NULL
244133,SCOTCH,Bruichladdich Black Art 1992 Edition 09.1 29 Year Old Slay Single Malt Scotch Whisky,750ML,4,649.99,NULL,NULL
72010,AUSTRALIA,Lindemans Bin 45 Cabernet Sauvignon,1.5L,208,14.99,NULL,NULL
11086,BOURBON/RYE,WhistlePig 15 Year Old Straight Rye Whiskey,750ML,3,344.98,NULL,NULL
399200,SPAIN/PORTUGAL,Agro de Bazan Granbazan Etiqueta Verde Albarino,750ML,0,26.99,NULL,NULL
51038,IMPORTED CAN,CORONA REFRESCA VARIETY PACK 2/12PK 12 OZ CAN - 12 Pack,12.0Z,972,19.99,NULL,NULL
346826,SPAIN/PORTUGAL,ENCOSTAS DE SERPA WHITE,750ML,0,9.79,NULL,NULL
433497,SPAIN/PORTUGAL,Burgo Viejo Crianza Rioja Red Blend,750ML,0,12.99,NULL,NULL
70603,RUM,Blue Chair Bay Banana Rum Cream,750ML,0,20.99,NULL,NULL
300576,FRANCE,CH DE CAMPUGET LES SOMMELIER,750ML,0,33.99,NULL,NULL
37680,AMERICAN RED,Estrella River Winery Proprietor's Reserve Merlot,1.5L,0,11.99,NULL,NULL
326894,FRANCE,CH DE MACARD BORD SUP,750ML,0,10.49,NULL,NULL
327647,AMERICAN WHITE,Magnificent Wine Company House Wine Chardonnay,3L,0,23.99,NULL,NULL
354896,KOSHER,Or Haganuz Namura Single Vineyard Special Reserve Cabernet Sauvignon,750ML,0,56.99,NULL,NULL
322824,BOURBON/RYE,Rough Rider Double Casked Straight Bourbon Whisky,750ML,1,36.99,NULL,NULL
46469,ITALY,Umberto Fiore Moscato d'Asti Muscat Blanc a Petits Grains,750ML,10,13.99,NULL,NULL
71956,SCOTCH,Longrow Peated Campbetown Single Malt Scotch Whisky,750ML,0,85.99,NULL,NULL
70060,BOURBON/RYE,Wild Turkey American Honey Liqueur,1.75L,27,34.99,NULL,NULL
307882,ASIA,Hakutsuru Superior Junmai Ginjo Sake,720ML,3,22.99,NULL,NULL
296891,SOUTH AFRICA,LOUIS SIPP RIESLING,375ML,0,16.99,NULL,NULL
26131,AMERICAN WHITE,Columbia Crest Grand Estates Chardonnay,750ML,234,11.99,NULL,NULL
336391,IRISH WHISKEY,Glendalough 7 Years Old Single Malt Irish Whiskey,750ML,0,60.99,NULL,NULL
338384,FRANCE,Cave de Pomerols Hugues Beaulieu Picpoul de Pinet,750ML,0,9.99,NULL,NULL
310059,CORDIALS,Luxardo Amaretto di Saschira Liqueur,750ML,0,29.99,NULL,NULL
302554,FRANCE,JEAN PAUL PAQUET POU/FUISSE,750ML,0,35.99,NULL,NULL
354155,AMERICAN WHITE,Line 39 Sauvignon Blanc,750ML,289,10.99,NULL,NULL
77585,AMERICAN WHITE,Kendall Jackson Vintner's Reserve Chardonnay,375ML,223,9.99,NULL,NULL
56626,TEQUILA,El Mayor Anejo Tequila,750ML,13,44.99,NULL,NULL
303058,AMERICAN RED,PACIFIC REDWOOD ORGANIC RED,750ML,5,16.99,NULL,NULL
346938,BOURBON/RYE,Koval Single Barrel Bourbon Whiskey,750ML,0,50.99,NULL,NULL
10864,CORDIALS,Forbidden Secret White Chocolate American Cream Liqueur,750ML,0,18.99,NULL,NULL
38946,RUM,Bacardi Gold Rum,1L,67,19.99,NULL,NULL
46629,SPAIN/PORTUGAL,Bodegas Valdelana Baron Ladron de Guevara Reserva Rioja Red Blend,750ML,0,27.99,NULL,NULL
23078,ITALY,Placido Chianti Sangiovese,750ML,0,12.49,NULL,NULL
347812,CANADIAN/BLENDED WHISKEY,Bare Knuckle American Wheat Whiskey,750ML,20,38.99,NULL,NULL
234020,OTHER WINE,Rough Day Chardonnay,750ML,40,12.99,NULL,NULL
72605,CHILE,Cousino Macul Chardonnay,750ML,17,11.99,NULL,NULL
40096,AMERICAN RED,Merryvale Starmont Bordeaux Blend,750ML,0,35.99,NULL,NULL
48697,MISCELLANEOUS IMPORTED,NIKKA Taketsuru Pure Malt Whisky,750ML,30,83.99,NULL,NULL
82255,AMERICAN RED,Pepperwood Grove Merlot,750ML,0,9.99,NULL,NULL
87323,AMERICAN RED,Dark Horse Wines The Original Dark Horse Merlot,750ML,109,8.99,NULL,NULL
362452,BOURBON/RYE,BRECKENRIDGE BOURBON BARREL DELTA,750ML,16,49.99,NULL,NULL
70209,VODKA,Deep Eddy Vodka,750ML,346,15.99,NULL,NULL
241464,SPECIALTY,99 Root Beer Liqueur 50ML,50ML,2145,0.99,NULL,NULL
306215,ARGENTINA,Luigi Bosca Finca La Linda Tempranillo,750ML,0,9.99,NULL,NULL
44510,AMERICAN RED,Newman's Own Cabernet Sauvignon,750ML,0,12.99,NULL,NULL
357026,VODKA,Scotty's Vodka 750ML,750ML,803,13.99,11.99,11/30/2022
19879,CORDIALS,Grand Marnier 100 Year Old Cuvee du Centenaire Liqueur,750ML,0,168.99,NULL,NULL
316897,AMERICAN RED,Freemark Abbey Sycamore Vineyards Cabernet Sauvignon,750ML,0,216.99,NULL,NULL
37451,KOSHER,Golan Heights Winery Mount Hermon Indigo Cabernet Sauvignon,750ML,12,17.99,NULL,NULL
166849,AMERICAN BLUSH/ROSE,Sutter Home Winery Fruit Infusion Wild Berry Rose Blend,1.5L,38,10.99,NULL,NULL
70137,VODKA,Pinnacle Vanilla Vodka,1L,0,15.99,NULL,NULL
84644,AMERICAN WHITE,Bota Box Riesling,3L,43,19.99,NULL,NULL
361292,VODKA,Boyd & Blair Cranberry Pomegranate Codder & Lime 1L,1LTR,188,32.99,NULL,NULL
297515,BRANDY/COGNAC/GRAPPA,CH LAUBADE CASK STRENGTH ARMAGNAC 1992,750ML,6,183.33,NULL,NULL
29220,VODKA,Belvedere Vodka,1L,40,47.99,NULL,NULL
89281,AMERICAN RED,Mirassou Vineyards Merlot,750ML,34,10.99,NULL,NULL
42445,TEQUILA,Lobos 1707 Joven Tequila,750ML,178,48.99,NULL,NULL
40231,BRANDY/COGNAC/GRAPPA,E&J V.S.O.P. Superior Reserve Brandy,200ML,585,4.59,NULL,NULL
42279,MIXERS,Fever Tree Refreshingly Light Ginger Beer - 4 Pack,200ML,613,6.99,NULL,NULL
430228,AMERICAN WHITE,Maui Wine Maui Blanc Pineapple White Blend,750ML,0,14.99,NULL,NULL
75370,CHAMPAGNE/SPARKLING,Mumm Napa Brut Prestige Sparkling Blend,750ML,481,25.99,NULL,NULL
29041,DOMESTIC CAN,District Common - 6 Pack,12.0Z,654,11.99,NULL,NULL
84656,AMERICAN RED,Frei Brothers Reserve Cabernet Sauvignon,750ML,205,21.99,NULL,NULL
300372,AMERICAN RED,14 Hands Hot to Trot Red Merlot,750ML,295,10.99,NULL,NULL
241254,NULL,Angostura Cocoa Bitters,4.0Z,163,11.99,NULL,NULL
350840,CORDIALS,Aguardiente Antioqueno Liqueur,750ML,246,21.99,NULL,NULL
123552,FRANCE,XAVIER BESSON GIVRY 1ER CRU,750ML,6,44.99,NULL,NULL
41678,AMERICAN RED,Shafer One Point Five Cabernet Sauvignon,750ML,9,146.99,NULL,NULL
302255,FRANCE,Domaine Le Pas de l'Escalette Les Clapas Terrasses du Larzac Red Southern Rhone Blend,750ML,0,31.99,NULL,NULL
321020,AMERICAN WHITE,SUBSTANCE S/BLC,750ML,0,16.99,NULL,NULL
34843,CHAMPAGNE/SPARKLING,Veuve Clicquot Ponsardin Demi Sec Champagne,750ML,266,65.99,NULL,NULL
311017,AMERICAN RED,RdV Vineyards Rendezvous Bordeaux Blend,750ML,0,97.99,NULL,NULL
38091,TEQUILA,Montezuma Aztec Gold Tequila,1.75L,309,23.99,NULL,NULL
74365,TEQUILA,Jose Cuervo Tradicional Reposado Tequila,750ML,251,25.99,NULL,NULL
309079,FRANCE,Chateau La Mothe du Barry Bordeaux Superieur Merlot,750ML,22,16.99,NULL,NULL
166327,FRANCE,Fleurs de Prairie Rose Cotes de Provence Grenache,750ML,40,16.99,NULL,NULL
182885,ITALY,Borgo dei Miracoli Montepulciano D'Abruzzo DOC,750ML,0,13.99,NULL,NULL
87364,AMERICAN BLUSH/ROSE,BAREFOOT CEL ROSE,187ML,0,1.79,NULL,NULL
336453,AMERICAN RED,Shannon Ridge Vineyard Wrangler Red High Elevation Collection Rare Red Blend,750ML,0,14.99,NULL,NULL
238279,TEQUILA,Dos Hombres Espadin Mezcal,750ML,142,67.99,NULL,NULL
342181,ITALY,La Spinetta (Rivetti) Il Nero di Casanova Terre Di Pisa DOC Sangiovese,750ML,0,26.99,NULL,NULL
308348,FRANCE,COUPE ROSES CUV CHAMP DE ROY,750ML,0,21.99,NULL,NULL
240667,LIQ BASED RTD,SAGAMORE SPIRIT ORANGE CRUSH  355ML,355ML,1068,3.99,12.99,08/31/2022
36986,VODKA,Svedka Vodka 80 Proof,1.75L,1496,21.99,NULL,NULL
358228,SPECIALTY,Black Button Bespoke Bourbon Cream,750ML,18,23.99,NULL,NULL
70247,RUM,Mango Jack Rum,750ML,0,12.49,NULL,NULL
72621,CHILE,Cousino Macul Antiguas Reservas Cabernet Sauvignon,750ML,284,16.99,NULL,NULL
373168,ARGENTINA,Familia Zuccardi Serie A Malbec,750ML,7,16.99,NULL,NULL
27359,SCOTCH,The Glenlivet 12 Year Old Single Malt Scotch Whisky,1.75L,221,113.99,NULL,NULL
310266,AMERICAN RED,Foppiano Lot 96 Petite Sirah,750ML,0,17.69,NULL,NULL
240546,SPECIALTY,Hanson of Sonoma Meyer Lemon Vodka,750ML,0,27.99,NULL,NULL
76199,TEQUILA,Cazadores Blanco Tequila,750ML,3,23.99,NULL,NULL
12150,NEW ZEALAND,Echo Bay Winery Sauvignon Blanc,750ML,0,15.99,NULL,NULL
313499,ITALY,Santero Moscato & Coconut Muscat,750ML,0,15.99,NULL,NULL
347808,CANADIAN/BLENDED WHISKEY,Backbone Prime Blended Bourbon Whiskey,750ML,0,39.99,NULL,NULL
337013,ITALY,Alcesti L' Isola dei Profumi Terre Siciliane IGT Catarratto,750ML,0,9.99,NULL,NULL
84746,AMERICAN WHITE,Sonoma Cutrer Grower Vintner Chardonnay,750ML,362,25.99,NULL,NULL
82254,AMERICAN RED,Carnivor Zinfandel,750ML,131,13.99,NULL,NULL
38580,RUM,Captain Morgan Original Spiced Rum,1.75L,1231,26.99,22.99,11/30/2022
112771,KOSHER,Rashi Light White Concord,750ML,11,4.39,NULL,NULL
19291,BOURBON/RYE,Jack Daniel's Gentleman Jack Rare Tennessee Whiskey,750ML,433,28.99,NULL,NULL
304419,FRANCE,Chateau de Parenchere Grand Vin de Bordeaux Bordeaux Superieur Bordeaux Blend,750ML,0,21.99,NULL,NULL
82529,NEW ZEALAND,Loveblock Vintners Ltd Pinot Noir,750ML,0,32.99,NULL,NULL
237310,ITALY,San Salvatore La Capranera Paestum IGT Falanghina,750ML,0,21.99,NULL,NULL
197742,FRANCE,CH PESQUIE LES TERRASSES,750ML,0,21.99,NULL,NULL
352132,FRANCE,Domaine Raffaitin Planchon Sancerre Sauvignon Blanc,750ML,0,32.99,NULL,NULL
84235,FRANCE,Chateau Tour Chapoux Bordeaux Blend,750ML,239,10.99,NULL,NULL
48046,NULL,STORE SPECIAL LIQUOR 375ML,375ML,0,0.35,NULL,NULL
13218,AMERICAN WHITE,Beringer Vineyards Nightingale Semillon,375ML,7,36.99,NULL,NULL
332204,SPAIN/PORTUGAL,La Perla del Priorat Noster Inicial Grenache,750ML,0,19.99,NULL,NULL
429785,FRANCE,Les Vignerons de Tavel Sol'Acantalys Cotes du Rhone Red Southern Rhone Blend,750ML,0,13.99,NULL,NULL
333515,OTHER WINE,Amore Frutti Watermelon Moscato Muscat,750ML,0,12.99,NULL,NULL
70665,MIXERS,Master Of Mixes Cocktail Essentials Grenadine Syrup,375ML,306,3.99,NULL,NULL
96679,IMPORTED BOTTLE,Grolsch Premium Lager - 6 Pack,12.0Z,900,11.99,NULL,NULL
313268,SOUTH AFRICA,Rooiberg Winery Red Muscadel Muscat de Frontignan,750ML,0,11.99,NULL,NULL
239000,CORDIALS,Jinro Chamisul Fresh Soju,375ML,522,7.99,NULL,NULL
19569,RUM,Cruzan Banana Rum,750ML,0,10.99,NULL,NULL
356572,TEQUILA,PELOTON LA MUERTE,200ML,338,17.99,NULL,NULL
65374,CHAMPAGNE/SPARKLING,Martini & Rossi Asti Muscat Blanc a Petits Grains,1.5L,138,23.99,NULL,NULL
83691,AMERICAN RED,Mogen David MD 20/20 Dragon Fruit Red Blend,750ML,0,4.99,NULL,NULL
373044,AMERICAN RED,The Other Guys Leese Fitch Cabernet Sauvignon,750ML,258,14.99,NULL,NULL
18630,BOURBON/RYE,NELSON BROTHERS CLASSIC BOURBON 750ML,750ML,0,33.99,NULL,NULL
62441,DOMESTIC BOTTLE,Epic Barrel Aged Imperial Pumpkin Porter,22.0Z,0,16.99,NULL,NULL
96920,IMPORTED BOTTLE,Peroni Nastro Azzurro - 6 Pack,12.0Z,859,10.99,NULL,NULL
76807,BOURBON/RYE,Woodford Reserve Distiller's Select Kentucky Straight Bourbon Whiskey,50ML,966,3.59,NULL,NULL
84850,CHAMPAGNE/SPARKLING,Piper Heidsieck Brut Champagne,750ML,45,51.99,NULL,NULL
32140,GIN,Beefeater London Dry Gin,1.75L,804,38.99,NULL,NULL
41402,SPAIN/PORTUGAL,Adegas Gran Vinum Nessa Albarino,750ML,237,13.99,NULL,NULL
15372,AMERICAN TABLE,101 North Moscato,750ML,123,7.99,NULL,NULL
333559,ITALY,Vigne Del Malina Venezia Giulia IGT Sauvignon Blanc,750ML,0,14.99,NULL,NULL
88845,BOURBON/RYE,Ammunition Finished In Pinot Noir Barrels Straight Rye Whiskey,750ML,21,43.99,NULL,NULL
81551,ARGENTINA,Tilia Malbec,750ML,49,13.99,NULL,NULL
166742,GIN,Golden State Gray Whale Gin Gin,750ML,230,36.99,NULL,NULL
399744,ITALY,RIONDO P/GRIG,750ML,0,10.99,NULL,NULL
327510,AMERICAN RED,Hagafen Estate Bottled Cabernet Franc,750ML,0,39.99,NULL,NULL
407828,NEW ZEALAND,ponga. Sauvignon Blanc,750ML,310,13.99,NULL,NULL
46418,BOURBON/RYE,Jeremiah Weed Bourbon Liqueur 100 Proof,750ML,0,11.49,NULL,NULL
72379,CANADIAN/BLENDED WHISKEY,Nikka Coffey Malt Whisky,750ML,97,86.99,NULL,NULL
51705,AMERICAN RED,Edna Valley Vineyard Merlot,750ML,149,12.99,NULL,NULL
88864,TEQUILA,Don Camilo 8 Year Old Extra Anejo Organic Tequila,750ML,41,129.99,NULL,NULL
355088,SOUTH AFRICA,Jam Jar Sweet Shiraz,187ML,0,2.99,NULL,NULL
75906,AMERICAN WHITE,Black Box Chardonnay,3L,429,19.99,NULL,NULL
179310,KOSHER,Kedem Sweet Vermouth White Blend,750ML,0,8.99,NULL,NULL
344471,CANADIAN/BLENDED WHISKEY,Straight Edge Bourbon Whiskey,750ML,0,61.99,NULL,NULL
71244,VODKA,SMIRNOFF VODKA   PEPPERMINT TWIST,50ML,2173,0.99,NULL,NULL
311021,ITALY,Castel Sole Verdicchio Dei Castelli di Jesi,750ML,0,11.49,NULL,NULL
56852,TEQUILA,CASAMIGOS TEQUILA    BLANCO,1.75L,51,104.99,NULL,NULL
304749,KOSHER,Bartenura Ovadia Estate Bottled Chianti DOCG Sangiovese,750ML,0,15.49,NULL,NULL
241598,CORDIALS,Mr. Boston Triple Sec Liqueur 750ML,750ML,1,4.99,NULL,NULL
347814,VODKA,Excellent Aslanoff Vodka,750ML,41,8.39,NULL,NULL
39497,AMERICAN RED,Raymond Vineyard & Cellar Reserve Selection Cabernet Sauvignon,750ML,0,58.99,NULL,NULL
30368,AMERICAN RED,Woodbridge Cabernet Sauvignon - 4 Pack,187ML,637,8.99,NULL,NULL
311144,BOURBON/RYE,William Wolf Pecan Bourbon Whiskey,750ML,3,28.99,NULL,NULL
341050,ITALY,Terre Nobili Ollympus Salento IGT Primitivo,750ML,0,13.69,NULL,NULL
28215,SCOTCH,Grant's The Family Reserve Blended Scotch Whisky,1.75L,201,29.99,NULL,NULL
87073,NEW ZEALAND,Cloudy Bay Sauvignon Blanc,750ML,193,33.99,NULL,NULL
166794,WINE BASED SELTZER,DECOY SELTZER CHARD W/LEMON AND GINGER - 4 Pack,250ML,28,14.99,NULL,NULL
83248,AMERICAN WHITE,Gnarly Head Chardonnay,750ML,332,12.99,NULL,NULL
310129,KOSHER,SHILOH RES CAB SECRET MEVUSHAL,750ML,0,47.99,NULL,NULL
166661,MIXERS,Master of Mixes Cocktail Essentials Simple Syrup,375ML,329,3.99,NULL,NULL
71522,SCOTCH,Glenmorangie The Quinta Ruban 14 Year Old Port Cask Finish Highland Single Malt Scotch Whisky,750ML,131,67.99,NULL,NULL
80291,ARGENTINA,Dona Paula Estate Malbec,750ML,235,13.99,NULL,NULL
314415,KOSHER,Binyamina Reserve Shiraz,750ML,0,25.99,NULL,NULL
29033,CANADIAN/BLENDED WHISKEY,Black Velvet Blended Canadian Whisky,1.75L,297,13.99,NULL,NULL
42107,FRANCE,Chateau La Cardonne Medoc Bordeaux Blend,750ML,16,29.99,NULL,NULL
185310,FRANCE,Chateau Mont Redon Chateauneuf du pape Red Southern Rhone Blend,750ML,0,69.99,NULL,NULL
397989,FRANCE,Pont du Rhone Passion Terriors Cotes du Rhone Red Blend,750ML,6,11.99,NULL,NULL
46547,BOURBON/RYE,Catoctin Creek Small Batch Roundstone Rye Single Barrel Whisky,750ML,122,43.99,NULL,NULL
85995,AMERICAN WHITE,Woodbridge Chardonnay,1.5L,609,13.99,NULL,NULL
232954,FRANCE,Chateau Montaud Provence Rose Box Cotes de Provence Cinsault,3L,0,42.99,NULL,NULL
346158,AMERICAN BLUSH/ROSE,Cupcake Vineyards Rose Cinsaut,750ML,106,11.99,NULL,NULL
84967,AUSTRALIA,Yellow Tail Sweet Red Roo Rare Red Blend,750ML,102,6.99,NULL,NULL
312670,ITALY,Bertani Sereole Soave DOC Garganega,750ML,0,18.99,NULL,NULL
313531,CHAMPAGNE/SPARKLING,WEINSTOCK MOSCATO BY W,750ML,25,12.99,NULL,NULL
41084,BRANDY/COGNAC/GRAPPA,Salignac V.S Cognac,750ML,837,25.99,NULL,NULL
244148,BRANDY/COGNAC/GRAPPA,VS Cognac,750ML,0,35.99,NULL,NULL
233022,ARGENTINA,Lexicon Cabernet Sauvignon,750ML,0,10.99,NULL,NULL
45632,AMERICAN RED,Rodney Strong Merlot,750ML,202,18.99,NULL,NULL
83618,FRANCE,Domaine de la Colombette Notorious Pink Grenache,750ML,346,19.99,NULL,NULL
11703,BOURBON/RYE,Kentucky Gentleman Kentucky Bourbon Whiskey,1.75L,290,14.99,NULL,NULL
68624,AMERICAN RED,The Four Graces Pinot Noir,750ML,3,28.99,NULL,NULL
352608,ARGENTINA,Santa Julia Organica Rose Malbec,750ML,0,12.99,NULL,NULL
74063,CHILE,Concha y Toro Frontera After Dark Merlot,750ML,197,5.99,NULL,NULL
317540,GIN,Breuckelen Glorious Gin,750ML,0,39.99,NULL,NULL
85968,AMERICAN RED,Ghost Pines Winemaker's Blend Rare Red Blend,750ML,6,18.99,NULL,NULL
18381,DOMESTIC CAN,SILVER BRANCH FLYING HIGH 6/4 16OZ CANS - 4 Pack,16.0Z,152,17.99,NULL,NULL
101532,ASIA,Hatsumago Kimoto Junmai Shu Sake,720ML,16,34.99,NULL,NULL
80911,NEW ZEALAND,Kim Crawford Sauvignon Blanc,750ML,1138,16.99,NULL,NULL
10677,RUM,Brinley Gold Shipwreck Vanilla Rum,750ML,0,28.99,NULL,NULL
239698,AUSTRALIA,19 Crimes Red Wine Shiraz,187ML,57,3.99,NULL,NULL
13453,MISCELLANEOUS IMPORTED,Mozart Chocolate Cream Liqueur,750ML,95,27.99,NULL,NULL
78883,AMERICAN BLUSH/ROSE,Boordy Vineyards Boordy Blush Icon No. 2 Blue Crab White Zinfandel,750ML,195,10.99,NULL,NULL
310255,BRANDY/COGNAC/GRAPPA,Proshyan Sword and Scabbard Brandy,750ML,0,41.99,NULL,NULL
317771,ITALY,GINI SANG,750ML,0,8.99,NULL,NULL
77089,AMERICAN RED,Sugarloaf Mountain Vineyard Cabernet Franc,750ML,230,31.99,NULL,NULL
88973,CORDIALS,McClintock Blood Orange Saffron Cordial 375ML,375ML,43,22.99,19.99,11/30/2022
128504,IRISH WHISKEY,JAMESON ORANGE   750ML,750ML,476,29.99,24.99,11/30/2022
321466,NEW ZEALAND,BETTERHALF S/BLC   750ML,750ML,0,19.99,NULL,NULL
