fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
201911012629817.0,2019,8,08/17/2019,110.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911212135117.0,2019,2,02/22/2019,135.0,PATROL BORO QUEENS NORTH,QUEENS,MISDMEEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,03/05/2091,Q31680459
201911212135117.0,2020,10,0222/2019,112.0,PATRO BORO QUEENS NORTH,UEENS,MISDEMEANOR,CRIMINAL MISCHIEF & ERLATED OF,"CRIMINAL MISCHIEF,UNdCLASSIFIED 4",ANTIJEWISH,Religion/eligious Practice,02/7/2019,Q31679685
201911212135117.0,2051,61,02/2i2/2019,122.0,PATROL BORO QUEENSNORTH,UEENS,ISDEMEANOR,CRIMINAL MISCHIE F& RELATED OF,"CRIMINAL MISCHIE,UNCLASSIFIED 4",ANTI-EJWISH,Religion/Religious Prctice,03/01/2019,Q31679958
201911212191317.0,2019,4,04/07/2019,112.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,04/07/2019,Q31685303
201911212293317.0,2019,6,06/26/2019,112.0,PATROL BORO QUEENS NORTH,QUEENS,FEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religiouus Practice,05/01/2021,B31682806
201911212342417.0,2019,8,08/03/2019,112.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911212343217.0,2019,8,08/04/2019,112.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911212345417.0,2019,8,08/07/2019,112.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911212454917.0,2019,11,11/05/2019,112.0,PATROL BORO QUEENS NORHT,QUEENS,FELOYN,MISCELALNEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911312390117.0,2019,4,04/26/2019,113.0,PATROL BORO QUEENS SOUTH,QUENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,ANTI-BLACK,Race/Color,04/5/2019,Q31687940
201911412118317.0,2019,1,01/17/2019,114.0,PATROL BORO QUEENS NORTH,UQEENS,FEONY,MISCELLANEOUS PENAL LaAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911412155417.0,2019,1,01/30/2019,114.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MUSLIM,Religion/Religious Practice,05/01/2021,B31682806
201911412213917.0,2019,2,02/23/2019,114.0,PATROL BORO QUEENS NORTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,02/23/2019,Q31679178
201911412599717.0,2019,6,06k/26/2019,114.0,PATROL BORO QUEENS NORTH,QUEENS,FELOY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911413070617.0,2019,11,11/25/2019,114.0,PATROL BORO QUEENS NORTH,QUEENS,eMISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRMIINAL MISCHIEF 4TH, GRAFFIT",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201911413095717.0,2019,12,12/04/2019,114.0,PATROL BORO QUEENS NORTH,UQEENS,FEOLNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2012,B31682806
201911512483517.0,2019,6,06/02/2019,115.0,PATROL BORO QUEENS NORTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",ANTI-BLACK,Race/Color,05/012021,B31682806
201911512612217.0,2019,7,07/16/2019,115.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,FRAUDS,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911512784517.0,2019,32,09/12/2019,154.0,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONYASSAULT,"ASSAzULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,12/16/2019,Q31717201
201911512784517.0,2099,9,09/12/019,115.0,PATROL BORO QUEENS tNORTH,QUEuENS,FELOmNY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSXUAL (GAY),Sexual Orinetation,01/22/2020,Q32674324
201911512784517.0,2032,34,09/1/22019,139.0,PATROL BRO QUEENS NORTH,UEENS,FELNY,FdELONY ASSAULT,"ASSAULT2 ,1,UNCLASSIFIED",ANTI-MALE HOMOSEXiUAL (GAY),Sexuval Orientation,01/22/2020,Q32674328
201911512784617.0,2019,12,09/12/2019,115.0,PATROL BORO QUEENS NORTH,UQEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Oirentation,12/16/2019,Q31717202
201911512784617.0,2081,9,09/122019,197.0,PATROL BORO QUEENS NRTH,QUEENS,MISDhEMEANOR,ASSAULaT 3 & RELATED OFFENSES,ASSALUT 3,ANTI-MlALE HOMOSEXUAL (GAY),Sexual Orientation,01/22/2020,Q32674331
201911512784617.0,2048,54,09/1w2/2019,117.0,PATROL BORO QUEENS NOmRTH,QUEESN,MISDEMEAONR,ASSAULT 3 RELATED OFFENSES,ASSAULTk 3,ATNI-MALE HOMOSEXUAL (GAY),Sexual Orienttion,01/22/2020,Q32674334
201911512886817.0,2019,10,10/17/2019,115.0,PATROL BORO QUEENS NORTH,QUEENS,FiELONY,MISCELLANEOUS PENAL LiAW,AGGRAVATED HARASSMENT 1,ANTI-OTHER RELIGION,Religion/Religious Practice,05/01/2021,B31682806
201911512902817.0,2019,10,10/22/209,115.0,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-OTHER ETHNICjITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682860
201911512903017.0,2019,10,10/22/2019,115.0,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201911513040817.0,2019,12,12/08/2019,115.0,PARTOL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201911513090217.0,2019,12,12/27/2019,115.0,PATROL BORO QUEENS NORTH,QUEENS,FuELONY,MISCELLANEOUS EPNAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201912012188517.0,2019,2,02/18/2019,120.0,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201912012267217.0,2019,3,03/1/2019,120.0,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GARFFIT",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201912112115017.0,2019,1,01/23/2019,121.0,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201912112346817.0,2019,5,05/23/2019,121.0,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201912112420417.0,2019,6,06/27/2019,121.0,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201912112660417.0,2019,10,10/11/2019,121.0,PATROL BORO STATEN ISLAND,RICMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",NTI-JEWISH,Religion/Religious Practice,0501/2021,B31682806
201912212334717.0,2019,6,06/10/2019,122.0,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201912212498017.0,2019,9,09/15/2019,122.0,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orietnation,05/01/2021,B31682806
201912212568117.0,2019,10,10/26/2019,122.0,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201912312372817.0,2019,12,12/28/2019,123.0,PATROL OBRO STATEN ISLAND,RICHMOND,MISDEEMANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202000112180117.0,2020,2,02/12/2020,1.0,PATROL BORO MN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202000112210017.0,2020,2,02/24/2020,1.0,PATROL OBRO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Race/Color,03/10/2020,M32681914
202000112245417.0,2020,3,03/12/2020,1.0,PATROL BOR OMAN SOUTH,NEW YORK,FELgONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202000112523117.0,2020,9,09/27/2020,1.0,PAROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B3168806
202000512090517.0,2020,1,01/13/2020,5.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-lJEWISH,Religion/Religious Practice,05/01/2021,B31682806
202000512092517.0,2020,1,01/14/2020,5.0,PATROL BORO MiAN SOUTH,NEW YORK,FLONY,MISELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,01/14/2020,M32673717
202000512202417.0,2020,3,03/29/2020,5.0,PATROL BORO MAN SOfUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,03/29/2020,M32683869
202000512241617.0,2020,5,05/20/20x20,5.0,PATROL BORO MANS OUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202000512435517.0,2020,10,10/25/2020,5.0,PATRL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-WHITE,Race/Color,05/01/2021,B31682806
202000612250017.0,2020,4,04/21/2020,6.0,PATROLB ORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-ASIAN,Race/Color,05/012021,B31682806
202000612281517.0,2020,5,05/24/2020,6.0,PATROqL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,MENACING 1ST DEGREE (VICT NOT,ANTI-ASIAN,Race/Color,05/z24/2020,M32688260
202000612439017.0,2020,9,09/12/2020,6.0,PATROL BORO MAN SOUHT,NEW YORK,FEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MULTI-RACIAL GROUPS,Race/Color,09/27/2022,M347d08270
202000612477117.0,2020,10,10/05/2020,6.0,PATROL BORO MAN StOUTH,NEW YORK,FELONY,MISCErLLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202000612584317.0,2020,12,12/18/2020,6.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",ANTI-ASIAN,Race/Color,01/11/2021,M33673062
202000612584317.0,2039,58,12/81/2020,6.0,PATROLv BORO MAN SOUTH,NEhW YORK,FjELONY,uROBBERY,"ROBBERY,PUBLIC PLCE INSIDE",ANTI-ASINA,RaceColor,04/14/2012,M33683594
202000712108917.0,2020,1,01/27/2020,7.0,PATROL ORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/eligious Practice,05/01/2021,B1682806
202000712162017.0,2020,3,03/04/2020,7.0,PATROL BORO MAN SOUHT,NEW YORK,FELOY,MISCELLANEOUS PENAoL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202000712189317.0,2020,3,03v/25/2020,7.0,PATROL BORO MA NSOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBjLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202000712242517.0,2020,5,05/16/2200,7.0,PATROkL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVTED HARASSMENT 2,ANTI-ASIAN,Race/Coloxr,09/27/2020,M32697732
202000712456417.0,2020,10,10/24/2020,7.0,PATROL BORO MN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,10/24/2020,M32700595
202000912584617.0,2020,12,12/26/2020,9.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-BLACK,Race/Colro,12/26/2020,M32706808
202001012217017.0,2020,5,05/05/2020,10.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,DWELLING",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/16/2200,M32692250
202001012253017.0,2020,6,06/12/2020,10.0,PATROL BORO MANm SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientatoin,06/12/2020,M32690599
202001012266817.0,2020,6,06/25/2020,10.0,PATRLO BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202001012269817.0,2020,6,06/27/2020,10.0,PATROLB ORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202001012271017.0,2020,6,06/28/2020,10.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202001012275317.0,2020,6,06/30/2020,10.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIjEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-CATHOLIC,Religion/Religious Practice,05/01/221,B31682806
202001012277017.0,2020,1,06/30/2020,10.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,SEX CRIMES,SEXUAL ABUSE,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,02/22/2021,M33677656
202001012278617.0,2020,6,07/02/2020,10.0,PATgROL BORO MAN SOUTH,NEW YORK,IMSDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-CATHOILC,Religion/Reilgious Practice,05/01c/2021,B31682806
202001012297217.0,2020,7,07/17/2w020,10.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202001012297317.0,2020,7,07/17/2020,10.0,PATROL BOROMAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202001012341417.0,2020,8,08/19/2020,10.0,PATRmOL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENLA LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202001012348217.0,2020,8,08/24/2020,10.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202001012396417.0,2020,10,10/01/2020,10.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientatin,05/0/2021,B31682806
202001012410217.0,2020,10,10/13/2020,10.0,PATOL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,11/30/2020,M32740105
202001012488217.0,2020,12,12/28/2020,10.0,PATROL BORO MAN SOdUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,12/28/2020,M32706958
202001312183717.0,2020,2,02/09/2020,13.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CIRMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001312284817.0,2020,3,03/16/2020,13.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Rac/eColor,03/16/2020,M32682870
202001312317417.0,2020,4,04/08/2020,13.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202001312465617.0,2020,7,07/06/2020,13.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",ANTI-JEWISH,Religion/Religious Practice,0501/2021,B31682806
202001312594217.0,2020,9,09/02/2020,13.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202001312649417.0,2020,9,09/27/2020,13.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001312781717.0,2020,11,11/22/2020,13.0,PATROL BORO MAN SOUTH,NlEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/04/2021,M33672323
202001412308717.0,2020,3,03/10/2020,14.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMENAOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Cfolor,04/08/202v0,M32684360
202001412311317.0,2020,3,03/11/2020,14.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Coor,05/01/2021,B3182806
202001712128017.0,2020,2,02/11/2020,17.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001712210617.0,2020,5,05/03/2020,17.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Clor,05/01/2021,B31682806
202001712294417.0,2020,7,07/d24/2020,17.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202001812119417.0,2020,1,01/17/2020,18.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,01/16/2020,M32674183
202001812252117.0,2020,3,03/04/2020,18.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001812264217.0,2020,3,03/08/2020,18.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001812697817.0,2020,12,12/04/2020,18.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FEOLNY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,12/15/2020,M32705927
202001912274917.0,2020,3,03/08/2020,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001912359517.0,2020,4,04/25/2020,19.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS gPENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001912730417.0,2020,9,09/29/2020,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202001912820617.0,2020,11,11/03/2020,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,12/08/200,M32705066
202002012110917.0,2020,1,01/30/2020,20.0,PATROL BORO MAN NORTH,NEW YORK,FELaONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202002012211417.0,2020,5,05/12/2020,20.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOpUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/20u21,B31862806
202002012233017.0,2020,6,06/06/2020,20.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-GENDER NON-CONFORMING,Gender,05/01/2021,B31682806
202002212087817.0,2020,7,07/26/2020,22.0,PATROL BORO MAN NORTH,NEW YORK,FELNOY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-MULTI-RACIAL GROUPS,Race/Color,05/01/2021,B31682806
202002312148217.0,2020,2,02/05/2020,23.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANRO,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,02/14/2020,M32678261
202002312217217.0,2020,3,03/10/2020,23.0,PATROL BORO MAN NORTH,NEW YORK,FELOYN,MISCLELANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Rce/Color,03/13/2020,M32682532
202002312217317.0,2020,3,03/10/2020,23.0,PATROL BORO MAN NRTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Rae/Color,03/13/2020,M32682527
202002312275017.0,2020,4,04/41/2020,23.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,05/01/2021,B31682806
202002412235017.0,2020,4,04/19/2020,24.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLYT &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,ace/Color,05/01/2021,B31682806
202002412493417.0,2020,10,10/13/2020,24.0,PATROL BORO MAN NORTH,NEW YORK,FEkLONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
