HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
43283,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43284,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2017,12/31/9999,01/01/2014
43285,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2017,12/31/9999,01/01/2014
43286,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2018,12/31/9999,01/01/2014
43287,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2018,12/31/9999,01/01/2014
43288,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2018,12/31/9999,01/01/2014
43289,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2000,12/31/9999,01/01/2014
43300,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43305,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43310,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43312,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43313,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2017
43314,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
43320,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43325,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43327,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43328,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43330,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
43331,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
43332,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43333,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43334,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43335,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43336,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43337,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
43338,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2011,12/31/9999,01/01/2014
43338,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2016
43340,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43341,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43350,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/2014,01/01/2014
43351,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
43352,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43360,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
43361,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
43400,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43401,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/2019,01/01/2014
43405,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
43410,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43415,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43420,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43425,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43450,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
43453,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
43460,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
43496,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1997,12/31/9999,01/01/2014
43497,PG006M,P,Procedure,PG,Digestive/Gastrointestinal,006,Upper GI Endoscopy,M,01/01/2022,12/31/9999,01/01/2017
43499,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43500,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43501,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
43502,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
43510,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43520,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43605,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43610,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43611,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
43620,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43621,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
43622,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
43631,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
43632,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
43633,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
43634,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
43635,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43640,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43641,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
43644,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2005,12/31/9999,01/01/2014
43645,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2005,12/31/9999,01/01/2014
43647,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2007,12/31/9999,01/01/2014
43648,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2007,12/31/9999,01/01/2014
43651,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2000,12/31/9999,01/01/2014
43652,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2000,12/31/9999,01/01/2014
43653,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2000,12/31/9999,01/01/2014
43659,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2000,12/31/9999,01/01/2014
43752,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2014
43753,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2011,12/31/9999,01/01/2014
43754,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01/01/2011,12/31/9999,01/01/2014
43755,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01/01/2011,12/31/9999,01/01/2014
43756,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01/01/2011,12/31/9999,01/01/2014
43757,TX000N,T,Test,TX,Test - Miscellaneous,000,No RBCS Family,N,01/01/2011,12/31/9999,01/01/2014
43760,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/2018,01/01/2014
43761,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1992,12/31/9999,01/01/2014
43762,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2019,12/31/9999,01/01/2015
43763,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2019,12/31/9999,01/01/2015
43770,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
43771,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
43772,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
43773,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
43774,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
43775,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2010,12/31/9999,01/01/2014
43800,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43810,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43820,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43825,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43830,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43831,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43832,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43840,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43843,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1993,12/31/9999,01/01/2014
43845,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2005,12/31/9999,01/01/2014
43846,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43847,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
43848,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
43850,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/2021,01/01/2014
43855,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/2021,01/01/2014
43860,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43865,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43870,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43880,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
43881,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2007,12/31/9999,01/01/2014
43882,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2007,12/31/9999,01/01/2014
43886,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2006,12/31/9999,01/01/2014
43887,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2006,12/31/9999,01/01/2014
43888,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
43999,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44005,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44010,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44015,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44020,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
44021,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
44025,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
44050,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44055,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
44100,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44110,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44111,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44120,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44121,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
44125,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44126,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
44127,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
44128,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
44130,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44132,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2017
44133,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2017
44135,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2014
44136,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2017
44136,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2014
44137,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2005,12/31/9999,01/01/2014
44139,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
44140,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44141,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44143,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44144,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44145,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44146,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44147,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
44150,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44151,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
44155,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44156,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
44157,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2007,12/31/9999,01/01/2014
44158,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2007,12/31/9999,01/01/2014
44160,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44180,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
44186,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
44187,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
44188,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
44202,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2000,12/31/9999,01/01/2014
44203,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
44204,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
44205,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
44206,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2003,12/31/9999,01/01/2014
44207,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2003,12/31/9999,01/01/2014
44208,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2003,12/31/9999,01/01/2014
44210,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2003,12/31/9999,01/01/2014
44211,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2003,12/31/9999,01/01/2014
44212,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2003,12/31/9999,01/01/2014
44213,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
44227,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2006,12/31/9999,01/01/2014
44238,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2003,12/31/9999,01/01/2014
44300,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44310,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44312,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44314,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44316,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44320,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44322,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
44340,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44345,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
44346,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1987,12/31/9999,01/01/2014
44360,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44361,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44363,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44364,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44365,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1994,12/31/9999,01/01/2014
44366,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44369,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44370,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/9999,01/01/2014
44372,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1989,12/31/9999,01/01/2014
44373,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1989,12/31/9999,01/01/2014
44376,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1994,12/31/9999,01/01/2014
44377,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1994,12/31/9999,01/01/2014
44378,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/1994,12/31/9999,01/01/2014
44379,PG000M,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,M,01/01/2001,12/31/9999,01/01/2014
44380,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44381,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2015,12/31/9999,01/01/2014
44382,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44383,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2001,12/31/2014,01/01/2014
44384,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/2015,12/31/9999,01/01/2014
44385,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
44386,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
44388,PG000O,P,Procedure,PG,Digestive/Gastrointestinal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
