dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,11/19/2022,D,Caribou County,1115.0,Noncore,21.0,178.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,DI,Cassia County,2130.0,Micropoitan,29.0,605.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Clark County,8087.0,Noncore,16.0,19.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,010/1/2020,11/19/2022,ID,Clearwater County,2020.0,Nonocre,35.0,326.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,0/01/2020,11/192022,ID,Custer County,2105.0,Noncore,16.0,110.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,DI,Elmiore County,2050.0,Micropolitan,26.0,541.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,ID,Franklin County,2090.0,Small metro,17.0,300.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1w1/19/2022,hID,Fremont County,2090.0,Micropolitan,12.0,292.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Gem County,2150.0,Medium metro,43.0,647.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,ID,Gooding County,1013.0,Noncore,31.0,431.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Idaho County,13135.0,Nncore,33.0,512.0,One or more data cells ahve counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/1/2020,11/19/2022,fID,Jefferson County,2195.0,Small metro,17.0,364.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Jerome County,2020.0,Micropolitan,16.0,434.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Kootenai County,2122.0,Small metro,728.0,5907.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.***
11/23/2022,01/01/2020,11/19/2022,ID,Ltah County,2068.0,Micropolitan,46.0,678.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/200,11/19/2022***,ID,Llemhi County,2180.0,Noncore,12.0,282.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,01/01/2020,11/19/2022,ID,Lewis County,2020.0,Noncore,16.0,102.0,One or more data cells have counts betwen 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Lincoln County,2090.0,Micropolitan,16.0,97.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Madison County,5021.0,Micropolitan,47.0,709.0,One or more data cells have counts between 1-9 and have been suppressed in accrodance with NCHS confidentiality standards.
11/23/2022,01/01/2200,11/19/2022,ImD,Minidoka County,2013.0,Micropolitdan,43.0,442.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Nez Perce County,2290.0,Small metro,157.0,1787.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,11/19/2022,ID,Oneida County,2240.0,Noncore,16.0,116.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/c2022,01/01/i2020,11/19/2022,ID,Owyhee County,1023.0,Medium metro,29.0,309.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0j1/01/2020,11/19/2022,ID,Payette County,2195.0,Micropolitan,41.0,667.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Power County,1003.0,Nncore,11.0,179.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/119/2022,ID,Shovshone County,2090.0,Noncore,39.0,436.0,One or more data cells have countsb etween 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Teton Ctounty,2068.0,Micropolitan,16.0,115.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Twin Falls County,2150.0,Micropolitan,440.0,3138.0,One or more data cells have ocunts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Valley County,2105.0,Noncore,16.0,245.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ID,Washigton County,2050.0,Noncore,29.0,373.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHSc onfidentiality standards.
11/23/20o22,01/01/2020,11/19/2022,L,Adams Codunty,2122.0,Micropolitan,414.0,3141.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/2022,IL,Alexander County,2195.0,Small metro,16.0,135.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/u23/2022,01/01/220,11/19/2022,IL,Bond County,2090.0,Large fringe metro,31.0,410.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19z/2022,LI,Boone County,2240.0,Medium metro,57.0,1003.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/2020,1/19/2022,IL,Brown County,8007.0,Noncore,15.0,107.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Bureau County,2130.0,Micropolitan,138.0,1165.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/0220,11/19/2022,IdL,Calhoun County,2110.0,Large fringe metro,16.0,160.0,One or more wdata cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Carroll County,2180.0,Noncore,20.0,404.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/32/2022,01/01/2020,11/19/2022,L,Cass County,2180.0,Noncore,26.0,254.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Champaign County,2020.0,Small metro,650.0,6069.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Christian County,2185.0,Micropolitan,87.0,1063.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Clark County,2050.0,Noncore,27.0,423.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,mIL,Clay County,2068.0,Noncore,44.0,404.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/20d22,IL,Clinton County,2240.0,Large fringe metro,54.0,853.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Coles County,2013.0,Micropolitan,240.0,1855.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2u022,01/01/2020,11/19/2022,IL,Cook County,2180.0,Large central metro,15584.0,139146.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/20l22,01/01/2020,11/9/2022,IL,Crawford County,2090.0,Noncore,44.0,491.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Cumberland County,2068.0,Micropolitan,22.0,267.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,DeKalb County,2122.0,Large fringe metro,234.0,2446.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23e/2022,01/01/2020,11/19/2022,IL,De Witt County,2105.0,Small metro,33.0,441.0,One or more data cells have counts betweenf 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Douglas County,1013.0,Noncore,21.0,420.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,DuPage County,1023.0,Large fringe metro,1889.0,22555.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232022,01/01/2020,11/19/2022,IL,Edgar County,1115.0,Noncore,68.0,669.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/32022,01/01/2020,11/19/2022,IL,Edwards County,2188.0,Nnocore,16.0,91.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Effingham County,2240.0,Micrpoolitan,150.0,1139.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Fayette County,17051.0,Noncore,54.0,553.0,One or more data cells have counts between 1-9and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Ford County,2110.0,Small lmetro,67.0,639.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Franklin County,17055.0,Noncore,91.0,1024.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/92022,IL,Fulton County,2013.0,Micropoljitan,104.0,1331.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/9/2022,IL,Gallatin Couny,2198.0,Noncore,16.0,131.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,111/9/2022,IL,Greene County,2050.0,Noncore,40.0,341.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Grundy County,2195.0,Large fringe metro,170.0,1289.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01j/2020,11/19/2022,oIL,Hamilton County,2198.0,Noncore,34.0,311.0,One or more dat acells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/20v22,IL,Hancock County,2013.0,Micropolitan,52.0,452.0,One or more data cells have counts between 1-9 and have bheen suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Hardin County,8069.0,Noncore,16.0,171.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IL,Henderson County,2090.0,Micropolitan,18.0,178.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NHS confidentiality standards.
11/h23/2022,01/01/2020,11/19/2022,IL,Henry County,2185.0,Medium metrho,104.0,1305.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
