4721.zip,744471217,74447-1217
6299.nmcbsa,"Lubbozck, TX","Lubbock, TX"
5408.cbsa,24020,42020
2572.cbsa,35602,35620
1073.city,Lomard,Lombard
3355.nmcbsa,"Rapid City, DS","Rapid City, SD"
1323.locale,31,13
2156.nmcnty,Cheshir County,Cheshire County
341.cnty,5033,53033
218.nmnecta,***,N
2051.nmcbsa,"Kansas City, MO-SK","Kansas City, MO-KS"
6023.statevalue,T,UT
5725.locale,21,12
2118.nmcsa,"Lincolnk-Beatrice, NE","Lincoln-Beatrice, NE"
6712.sldl,12031,12013
2103.stfip,03,30
1726.nmcsa,"aSginaw-Midland-Bay City, MI","Saginaw-Midland-Bay City, MI"
267.nmcsa,"Los Angeles-Long Beach, AC","Los Angeles-Long Beach, CA"
4908.street,"60 Park Place, Suiute 701","60 Park Place, Suite 701"
3465.schoolyear,2021-2x022,2021-2022
1946.locale,12,21
3505.nmcbsa,"Dallas-Fort Worth-Arllington, TX","Dallas-Fort Worth-Arlington, TX"
6071.nmnecta,***,N
5097.street,227 Turnpikpe Rd.  - Suite 1,227 Turnpike Rd.  - Suite 1
6265.sldl,47053,47035
5880.csa,260,206
93.zip,8571-0066,85721-0066
41.zip,39586,35986
831.locale,1y3,13
6380.csa,4x72,472
4627.cnty,4010n1,40101
4292.cnty,1s8095,18095
2020.city,Saint Luois,Saint Louis
822.zip,2177,32177
4522.sldu,3903t3,39033
211.necta,sN,N
1655.street,70 West Boylston Street,670 West Boylston Street
2945.stfip,04,40
4626.csa,33q8,338
3998.sldl,7014,72014
3323.statevalue,C,SC
3834.necta,,N
3736.csa,584,548
5692.statevalue,LF,FL
483.locale,1e1,11
5418.sldu,21028,12028
2448.sldu,36t044,36044
4043.stfip,1m2,12
4222.zip,009k64,00964
4709.nmcsa,"Atlanta--Athens-Clarke County--Sandy Springs, A-AL","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
3575.nmcnty,Walkler County,Waller County
5838.locale,11***,11
4046.city,Poncne,Ponce
6047.necta,,N
573.nmcsa,***,N
1662.sldu,2006,25006
4816.cnty,340d23,34023
200.cnty,0601,06001
2573.street,360 Cphoate Ave,360 Choate Ave
467.cbsa,3q1080,31080
3340.nmnecta,***,N
6194.sldu,13062,13026
5447.sldu,1c8016,18016
6779.csa,20,260
2814.nmcbsa,"Dayton-Kettering, OmH","Dayton-Kettering, OH"
3764.sldu,5105,51025
3828.cnty,53051,53015
1939.locale,o12,12
4693.cbsa,38600,38060
2648.nmcbsa,"Charlotte-Concord-Gasctonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC"
4171.nmcsa,"an Antonio-New Braunfels-Pearsall, TX","San Antonio-New Braunfels-Pearsall, TX"
2843.city,Marino,Marion
5492.city,Mepmhis,Memphis
1854.necta,hN,N
675.sldu,0900m9,09009
4951.street,1300 Neavda State Drive,1300 Nevada State Drive
5255.sldu,20216,22016
4846.csa,58,258
2183.nmcbsa,"Concohrd, NH","Concord, NH"
3172.statevalue,AP,PA
2723.cbsa,19000***,19000
6581.schoolyear,20n21-2022,2021-2022
4167.city,Richmod,Richmond
3822.cbsa,46260,42660
1426.locale,1e1,11
3565.locale,1,11
4494.nmcsa,"Columbus-Maron-Zanesville, OH","Columbus-Marion-Zanesville, OH"
5535.sldl,12200,12020
408.nmcbsa,"San Francisco-Oaklan-dBerkeley, CA","San Francisco-Oakland-Berkeley, CA"
1833.statevalue,MbN,MN
939.namevalue,Kapiolani Community Colelge,Kapiolani Community College
785.sldu,1n2021,12021
5161.locale,c21,21
6325.namevalue,Concorde Career College-Souhaven,Concorde Career College-Southaven
6295.nmnecta,***,N
3788.nmnecta,***,N
6520.sldl,10293,12093
895.nmnecta,,N
2883.stfip,9,39
2830.sldu,93019,39019
4323.nmcbsa,"Los Angeles-Long Baech-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
6552.nmcnty,gFresno County,Fresno County
2271.sldl,3507,35047
4929.sldl,12121,12112
3523.locale,2,32
881.schoolyear,20212-022,2021-2022
2976.sldl,40095***,40095
6281.cbsa,3462e0,34620
3465.sldl,74044,47044
101.locale,2i1,21
1684.nmcsa,"Mount Pleasan-tAlma, MI","Mount Pleasant-Alma, MI"
6709.sldl,1312,13142
2783.cnty,3a9025,39025
3388.csa,400***,400
2439.necta,***,N
795.stfip,y12,12
1916.city,Jackuson,Jackson
3017.schoolyear,201-2022,2021-2022
953.nmnecta,hN,N
1191.stfip,81,18
1033.cd,170k9,1709
5191.cd,v3800,3800
2464.sldl,360a89,36089
5435.city,lCinton,Clinton
2680.nmnecta,***,N
4076.cd,298,7298
1077.nmcbsa,"Chicago-Naerville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI"
5560.cd,26k11,2611
4316.nmcbsa,"Cleveland-Elyria,OH","Cleveland-Elyria, OH"
1131.zip,46012-3459,46012-3495
1594.nmnecta,"Boston-Cmbridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH"
3174.namevalue,Neuamnn University,Neumann University
1980.street,"1045 Midway St, Bldg 2739, Rom 117","1045 Midway St, Bldg 2739, Room 117"
2570.sldl,361f25,36125
85.nmnecta,,N
3857.stfip,z53,53
5723.cbsa,35w620,35620
898.cd,j1303,1303
119.nmcsa,"PhoenixM-esa, AZ","Phoenix-Mesa, AZ"
6715.sldu,41l027,41027
6568.statevalue,uIL,IL
6694.street,1617 West Willias Drive,1617 West Williams Drive
6714.nmcnty,Bryan Couty,Bryan County
1855.stfip,h27,27
2740.csa,***,N
861.cd,304,1304
4959.sldl,06047,06074
3526.necta,,N
3148.street,2205 Rdigewood Rd,2205 Ridgewood Rd
6467.stfip,s51,51
80.nmcbsa,"Phoenix-Mesa-Chanzdler, AZ","Phoenix-Mesa-Chandler, AZ"
2370.nmcbsa,"Nap,a CA","Napa, CA"
134.necta,,N
2990.locale,1,41
2270.necta,uN,N
5721.stfip,w05,05
6696.stfip,j15,15
4146.sldu,4l0015,40015
415.cnty,0653,06053
1044.locale,e21,21
5691.nmcnty,Dallas Countqy,Dallas County
2384.nmcnty,ueens County,Queens County
6636.cnty,45091,45019
3242.cbsa,4960,49660
5858.nmcbsa,"oMntgomery, AL","Montgomery, AL"
4344.cnty,30405,34005
2727.necta,***,N
5305.schoolyear,2021-202,2021-2022
2601.stfip,7,37
6829.street,"385 Douglas zAve, Suite 1000","385 Douglas Ave, Suite 1000"
4948.stfip,b49,49
4282.nmcbsa,"Dtroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI"
2250.namevalue,Saint Peter's Universitry,Saint Peter's University
3716.sldl,51802,51082
2916.street,2222 Marion - Mt.v Gilead Rd,2222 Marion - Mt. Gilead Rd
5780.street,68 Souh Harrison,68 South Harrison
5769.zip,40203-332,40203-3322
1976.city,Ft.e Stewart,Ft. Stewart
3954.cbsa,,N
3227.statevalue,AP,PA
2964.csa,,N
610.cbsa,19f740,19740
6061.street,1870 W. 12n2d Ave.,1870 W. 122nd Ave.
4019.nmnecta,hN,N
4732.cd,4870,4807
3333.stfip,54,45
1528.necta,,N
4856.locale,21,12
5826.csa,48,348
6794.stfip,6,06
5165.nmcbsa,"Los Angeles-Long Beac-hAnaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
5813.street,835 SW Nyberg Street,8345 SW Nyberg Street
2867.cnty,3903,39093
2716.statevalue,NxC,NC
2882.nmnecta,qN,N
1801.cbsa,82020,28020
5385.stfip,9,39
491.cbsa,l41940,41940
6344.necta,,N
1826.sldl,27y04A,2704A
2964.necta,,N
3638.zip,n75701,75701
2064.city,eLawood,Leawood
4320.locale,12,21
3634.namevalue,Texas Woman's Umniversity,Texas Woman's University
5103.statevalue,A,VA
5903.statevalue,D,MD
2389.nmcnty,Queens oCunty,Queens County
631.city,East Hrtford,East Hartford
967.csa,76,476
5418.street,10347 Bonita Beach RdSE Ste 103,10347 Bonita Beach Rd SE Ste 103
6022.city,Vorhees,Voorhees
1631.nmnecta,"Worcester, MACT","Worcester, MA-CT"
5172.namevalue,University f East-West Medicine,University of East-West Medicine
3548.nmcsa,"Lubbock-Plwainview-Levelland, TX","Lubbock-Plainview-Levelland, TX"
205.statevalue,A,CA
248.cbsa,4900,40900
3793.necta,jN,N
4330.namevalue,Sunstate Acadey,Sunstate Academy
2493.cd,626,3626
162.street,821 SM ount Olive,821 S Mount Olive
5839.nmnecta,lN,N
1989.city,Kings lBay,Kings Bay
3306.zip,29501-054t8,29501-0548
5309.city,Las egas,Las Vegas
6280.necta,,N
680.schoolyear,2021-0222,2021-2022
775.sldl,12110***,12110
2098.nmcsa,zN,N
5146.necta,cN,N
5474.cnty,09a009,09009
2849.sldu,3004,39004
3322.statevalue,SqC,SC
5484.sldl,7114,37114
2082.cd,3000***,3000
3848.necta,,N
105.zip,85304,85034
1407.nmcbsa,"Louisvqille/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN"
5379.city,Greensbro,Greensboro
781.sldu,1203k8,12038
3084.sldl,k42182,42182
2890.cd,3921,3912
1192.csa,530,350
3667.street,510 E College Ave,150 E College Ave
4964.cd,910,3910
1443.namevalue,Loyola University New Ogrleans,Loyola University New Orleans
5604.csa,488***,488
98.stfip,40,04
1197.cbsa,3998b0,39980
5401.sldl,1047,01047
2210.sldu,4027,34027
1585.nmnecta,"Providence-Warwick, IR-MA","Providence-Warwick, RI-MA"
90.cbsa,l46060,46060
5240.stfip,k06,06
741.nmnecta,uN,N
144.sldu,0520,05020
2587.cd,364,3624
734.statevalue,LF,FL
1902.zip,3c9501,39501
5178.namevalue,CDA bTechnical Institute,CDA Technical Institute
462.city,Reddng,Redding
586.sldl,0838,08038
2693.necta,,N
267.nmcnty,Los Angeles oCunty,Los Angeles County
1529.schoolyear,2012-2022,2021-2022
6450.nmcsa,"Philadlphia-Reading-Camden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
3729.sldu,5023,51023
5603.cbsa,47206,47260
3083.stfip,24,42
1183.stfip,1u8,18
1577.nmcbsa,"Pittsfied, MA","Pittsfield, MA"
2222.cd,340,3410
3109.cnty,42007***,42007
510.sldl,w06069,06069
61.namevalue,United Statces Sports Academy,United States Sports Academy
1378.necta,gN,N
1057.zip,6025,60625
1071.sldl,1702z1,17021
6419.nmcsa,"Charlotte-Concord, NC-SsC","Charlotte-Concord, NC-SC"
66.locale,33***,33
2861.cd,39o09,3909
5181.locale,12,21
3119.cbsa,30c140,30140
6460.nmcsa,"Kalamazoo-Batte Creek-Portage, MI","Kalamazoo-Battle Creek-Portage, MI"
5086.locale,12,21
1166.sldl,180r14,18014
2756.cbsa,1l7140,17140
5352.sldu,49092,49029
4615.zip,2205,12205
110.nmnecta,lN,N
895.stfip,3,13
2044.nmnecta,***,N
1821.cd,7201,2701
4483.namevalue,Americna Institute of Interior Design,American Institute of Interior Design
5676.stfip,55***,55
5108.csa,54c8,548
2624.nmcbsa,"Neyw Bern, NC","New Bern, NC"
1285.cd,002,2002
671.nmcnty,NewH aven County,New Haven County
5375.csa,286,268
5637.sldl,7072,37072
1784.cnty,2w6145,26145
611.zip,82005,80205
5322.cbsa,4a5220,45220
3190.statevalue,A,PA
6764.nmcbsa,"San Luis Obispo-PasoRobles, CA","San Luis Obispo-Paso Robles, CA"
5035.city,ayamon,Bayamon
503.nmnecta,jN,N
4357.csa,42l8,428
4133.necta,,N
3128.nmcnty,Ere County,Erie County
6426.namevalue,West Coast Universtiy-Center for Graduate Studies,West Coast University-Center for Graduate Studies
4519.schoolyear,2021-2202,2021-2022
5298.street,"904 South Taylor Street, Suiwte 100","904 South Taylor Street, Suite 100"
1158.nmcsa,"Indianapolis-armel-Muncie, IN","Indianapolis-Carmel-Muncie, IN"
485.necta,***,N
112.zip,l85021,85021
6545.csa,,N
5696.necta,***,N
5189.sldl,28078,28087
4561.nmcnty,Los Angeules County,Los Angeles County
2426.city,Jamesxtown,Jamestown
6619.nmcbsa,"New York-Newwark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
3398.namevalue,Welch Colvlege,Welch College
4754.cnty,42q045,42045
2967.city,Oklahom City,Oklahoma City
1569.namevalue,Babson iCollege,Babson College
5532.schoolyear,2021-2022***,2021-2022
2234.cnty,3029,34029
5425.statevalue,L,IL
5032.statevalue,M,NM
2098.zip,59701-897,59701-8997
5923.stfip,8,48
1059.nmcbsa,"Chicag-oNaperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI"
2238.street,99 rEial Road,99 Erial Road
2542.sldl,36019,36109
1055.cbsa,1980,16980
2289.sldu,3501c0,35010
2710.cbsa,4j9180,49180
6281.statevalue,IzN,IN
3973.namevalue,Eastcern Wyoming College,Eastern Wyoming College
832.zip,336145-801,33614-5801
2866.city,Liyma,Lima
5380.necta,***,N
594.street,5707N Academy Blvd,5707 N Academy Blvd
2617.nmnecta,,N
4766.statevalue,XT,TX
3372.schoolyear,2021-2202,2021-2022
2436.cd,3064,3604
2142.zip,81946-1164,89146-1164
969.street,6600-4th Avenue,6600-34th Avenue
4805.csa,3i70,370
2251.necta,jN,N
3537.necta,,N
2032.stfip,2t9,29
6415.schoolyear,2021-2022***,2021-2022
2550.nmcsa,"thaca-Cortland, NY","Ithaca-Cortland, NY"
817.city,Gaeinesville,Gainesville
6310.sldu,3201,32011
4134.nmcnty,Wayne Couny,Wayne County
5520.street,"2822 F Steret, Ste H","2822 F Street, Ste H"
5920.nmcnty,Bonneville Conuty,Bonneville County
6591.necta,,N
437.city,Fwremont,Fremont
4535.sldl,2110,12110
1284.cnty,2000d1,20001
2920.locale,1,11
1236.zip,52461,52641
1651.locale,2k1,21
6056.nmcnty,Kern Conuty,Kern County
3021.zip,s97333,97333
3572.stfip,84,48
4410.nmcnty,Maricopa Cogunty,Maricopa County
4782.csa,18,148
3335.sldu,4501,45011
3330.sldu,4u5033,45033
5766.nmnecta,kN,N
5318.csa,22,422
5855.locale,21,12
5545.sldl,13110,13101
1615.city,orcester,Worcester
6087.schoolyear,221-2022,2021-2022
4903.nmcnty,Jackson Csounty,Jackson County
3049.sldu,4h2042,42042
3949.nmcbsa,"La Ctrosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN"
4718.necta,,N
187.cd,0520,0502
1321.locale,b11,11
2345.nmcsa,"Syracuse-Auubrn, NY","Syracuse-Auburn, NY"
3003.street,000 E 30th Ave,4000 E 30th Ave
2149.statevalue,V,NV
1067.cbsa,19802,19820
639.stfip,0h9,09
3666.statevalue,TU,UT
3820.cbsa,426u60,42660
182.cnty,u05057,05057
5861.nmcnty,Santa Barbara Counyt,Santa Barbara County
621.necta,7h5700,75700
5037.cbsa,179k00,17900
4571.city,Philadelpiha,Philadelphia
1604.sldl,2519e1,25191
3709.nmnecta,,N
3729.sldl,5i1023,51023
4330.cd,1k213,1213
2914.schoolyear,2021-2022***,2021-2022
3075.necta,fN,N
1397.schoolyear,2021s-2022,2021-2022
585.sldu,0803d3,08033
3248.locale,o21,21
1782.statevalue,I,MI
4478.cbsa,53380,35380
950.city,Pcoatello,Pocatello
725.nmcnty,Leon Couznty,Leon County
3658.namevalue,Colectiv Academy,Collectiv Academy
6778.nmnecta,,N
199.street,1336 North La Brea Aveue,1336 North La Brea Avenue
3141.city,Lancaser,Lancaster
6597.csa,384,348
2594.zip,19018,10918
5660.sldl,25166***,25166
4257.zip,33442***,33442
1453.csa,5l08,508
5691.zip,5243,75243
350.zip,m94014,94014
3712.city,Hmapton,Hampton
4443.street,517 AshStreet,517 Ash Street
232.street,2030 West El Camin oAve.,2030 West El Camino Ave.
1526.csa,58,548
3945.cd,5f501,5501
4949.nmnecta,,N
997.nmcsa,"Chicago-Naperville, IL-IN-IW","Chicago-Naperville, IL-IN-WI"
1625.necta,71605,71650
4973.city,Paxlm Desert,Palm Desert
2760.cnty,q39013,39013
4692.city,Cadillca,Cadillac
316.nmcnty,Los nAgeles County,Los Angeles County
5313.nmcnty,Oragne County,Orange County
2663.cd,373,3713
6379.cbsa,1698t0,16980
835.cnty,2005,12005
6796.city,Oklaoma City,Oklahoma City
5456.namevalue,MediaTech Instiwtute-Dallas,MediaTech Institute-Dallas
6107.nmnecta,xN,N
973.csa,gN,N
2344.street,97-77 Queens lvd,97-77 Queens Blvd
692.cbsa,479i00,47900
3606.nmnecta,***,N
2768.csa,10,170
6759.nmnecta,,N
5451.street,426 Gyser Road,426 Geyser Road
3565.stfip,8,48
624.zip,06604-5y620,06604-5620
5958.necta,aN,N
1942.locale,l13,13
2752.nmcbsa,"Cincinnati, OH-jKY-IN","Cincinnati, OH-KY-IN"
6358.stfip,81,18
5258.nmcsa,"New York-Newark, NiY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
2220.schoolyear,2021-2022***,2021-2022
6563.cd,104,5104
6387.cd,0622***,0622
5399.schoolyear,20n21-2022,2021-2022
1001.statevalue,L,IL
4293.sldu,4028,34028
6775.nmnecta,,N
3982.necta,cN,N
2551.locale,23,32
1697.city,Bay Ciyt,Bay City
5775.cd,06x19,0619
1557.nmcbsa,"Baltimore-Colmubia-Towson, MD","Baltimore-Columbia-Towson, MD"
4855.statevalue,A,CA
279.namevalue,Carles R Drew University of Medicine and Science,Charles R Drew University of Medicine and Science
6620.sldl,06006,06060
4196.cnty,2613,26163
4753.nmcnty,Bayamón Mnuicipio,Bayamón Municipio
942.sldl,1509,15009
4438.cd,113,1713
2750.cnty,39092,39029
2262.nmcsa,"New York-Nsewark, NY-NJ-CT-PA","New York-Newark, NY-NJ-CT-PA"
5278.cd,519,5109
260.stfip,0x6,06
1831.cnty,27a025,27025
4528.street,2222 So.3 14 St,2222 So. 314 St
4154.nmcbsa,"Virginia Beach-Norfolk-Newport News, fVA-NC","Virginia Beach-Norfolk-Newport News, VA-NC"
1327.nmcnty,Rily County,Riley County
3355.csa,52,452
2706.city,Dbson,Dobson
6556.csa,b142,142
48.schoolyear,021-2022,2021-2022
4326.cnty,06307,06037
5444.cbsa,a33100,33100
697.zip,2059,20059
5665.zip,u75206,75206
1308.necta,***,N
878.schoolyear,2021-2202,2021-2022
392.city,Pzittsburg,Pittsburg
6504.namevalue,Commercial Divers Intrnational,Commercial Divers International
4087.cbsa,2900,26900
5283.nmcbsa,"Los Angeles-Long Beac-hAnaheim, CA","Los Angeles-Long Beach-Anaheim, CA"
2276.schoolyear,2021-20s22,2021-2022
3960.nmcnty,Winnebago Conuty,Winnebago County
3453.csa,74,174
5725.nmnecta,***,N
6153.csa,63,163
2674.nmcsa,"Greeensboro--Winston-Salem--High Point, NC","Greensboro--Winston-Salem--High Point, NC"
5800.nmcnty,San iego County,San Diego County
5936.namevalue,Empire hBeauty School-West Greensboro,Empire Beauty School-West Greensboro
4338.sldu,y44024,44024
2841.sldu,390d29,39029
673.zip,06032-3817,06032-3187
3092.city,Saitn Davids,Saint Davids
2373.street,199 Cambers St,199 Chambers St
3969.statevalue,IW,WI
1746.street,"President's Office, 141 Eat 12th Street","President's Office, 141 East 12th Street"
4456.sldu,2003,26003
3307.schoolyear,2021-2022***,2021-2022
2392.locale,3x2,32
1618.cbsa,14406,14460
1092.csa,4k66,466
1824.schoolyear,2021y-2022,2021-2022
825.stfip,1z2,12
762.nmcbsa,"Lakelandx-Winter Haven, FL","Lakeland-Winter Haven, FL"
3562.statevalue,XT,TX
3628.street,901 E University,4901 E University
11.street,,M
2759.nmcsa,"Cleveland-Akron-Canton, OhH","Cleveland-Akron-Canton, OH"
5989.stfip,9,49
1946.cbsa,28m140,28140
896.cbsa,120i60,12060
4023.cnty,m72127,72127
3679.nmcbsa,"Rutland, TV","Rutland, VT"
6244.nmcnty,Los Angeles oCunty,Los Angeles County
3118.zip,173253403,17325-3403
6332.city,Fa Rockaway,Far Rockaway
2015.nmcnty,Jacksuon County,Jackson County
3339.sldl,45105,45015
4901.locale,2,12
1021.nmcbsa,"Chicago-Naperville-Eglin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI"
1462.schoolyear,2021l-2022,2021-2022
5946.cd,807,0807
1558.street,121 Blake Rroad,121 Blake Road
154.stfip,o05,05
2359.cbsa,35602,35620
4149.nmnecta,hN,N
4783.csa,18u4,184
3919.nmcbsa,"Chicgo-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI"
5119.sldu,12100,12010
3971.cnty,5602u5,56025
1584.statevalue,A,MA
6087.sldl,2027,42027
2474.necta,lN,N
3453.zip,33703,37303
1987.cnty,0607g3,06073
3493.nmcsa,uN,N
4539.sldl,1e2111,12111
3676.city,gden,Ogden
4012.zip,0791,00791
3847.cd,5301,5310
4095.sldu,18o048,18048
4621.street,9301 Bukc Road,9301 Buck Road
3598.nmcnty,Hidalgo ounty,Hidalgo County
6076.namevalue,SouthGeorgia State College,South Georgia State College
4930.cd,127,1227
2297.namevalue,Bryant & Straetton College-Albany,Bryant & Stratton College-Albany
1261.nmnecta,,N
943.cbsa,46250,46520
1657.necta,1650,71650
5570.cbsa,35260,35620
1435.cd,22r03,2203
3411.csa,102,120
5939.cbsa,41w460,41460
6325.nmcsa,"Mephis-Forrest City, TN-MS-AR","Memphis-Forrest City, TN-MS-AR"
1299.nmcbsa,"Winfineld, KS","Winfield, KS"
3144.statevalue,zPA,PA
2865.cd,3961,3916
5854.zip,46281,46218
6708.cbsa,41r860,41860
2157.namevalue,nUiversity of New Hampshire-Franklin Pierce School of Law,University of New Hampshire-Franklin Pierce School of Law
6579.nmnecta,pN,N
1698.cd,603,2603
13.csa,914,194
5327.cbsa,4410,44140
529.stfip,60,06
4438.namevalue,Heartland Commuinty College,Heartland Community College
6301.cd,1034,1304
5499.sldu,48206,48026
3296.locale,2,12
2443.locale,1w3,13
6366.nmcsa,***,N
1472.cd,203,2203
1794.nmcsa,"South Bend-Elkhart-Mishawaka,I N-MI","South Bend-Elkhart-Mishawaka, IN-MI"
1090.street,One College Parqk,One College Park
3069.statevalue,A,PA
6458.locale,z11,11
4185.sldl,55087***,55087
3743.nmnecta,***,N
6766.street,303 Plaza Dive,303 Plaza Drive
957.schoolyear,2021-h2022,2021-2022
1292.sldu,n20014,20014
1430.statevalue,AL,LA
325.statevalue,A,CA
1737.necta,jN,N
3466.nmcbsa,"Morristownv, TN","Morristown, TN"
4309.city,Weeling,Wheeling
2232.locale,1,21
2271.statevalue,MN,NM
5153.nmcsa,"Oklahohma City-Shawnee, OK","Oklahoma City-Shawnee, OK"
6036.cd,625,0625
3332.sldu,4011,45011
1830.statevalue,NM,MN
2296.city,Quensbury,Queensbury
6806.zip,20005***,20005
2515.nmcnty,Kingsx County,Kings County
3656.nmnecta,,N
4887.nmcsa,,N
4831.stfip,9,09
2218.nmcbsa,"New York-Newark-Jerey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
480.schoolyear,20212-022,2021-2022
5833.cd,406,0406
4490.city,Clveland,Cleveland
2650.city,Bnner Elk,Banner Elk
1511.schoolyear,2021-b2022,2021-2022
208.city,Los Angees,Los Angeles
1532.street,3400 N Chalres St,3400 N Charles St
6044.nmcbsa,"mMerced, CA","Merced, CA"
1710.nmnecta,***,N
3424.sldl,40788,47088
4629.statevalue,K,OK
6726.nmcbsa,"Ne wYork-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA"
2085.cnty,03049,30049
2687.nmnecta,***,N
4797.necta,***,N
4840.nmcnty,Río Grande unicipio,Río Grande Municipio
1782.zip,4f8507,48507
3257.nmcsa,"Philadelphia-ReadingC-amden, PA-NJ-DE-MD","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
281.street,200 Riverbview Parkway,200 Riverview Parkway
4691.zip,847700-000,84770-0000
1575.cd,505,2505
2730.namevalue,Lake Region Stat eCollege,Lake Region State College
802.schoolyear,202-12022,2021-2022
4162.cd,372,3712
6768.sldl,06062,06026
2992.statevalue,RO,OR
4432.zip,8345,88345
3697.sldl,51z011,51011
322.namevalue,Fedeirco Beauty Institute,Federico Beauty Institute
5213.csa,167,176
4775.nmcsa,,N
2007.street,1k111 N Glenstone,1111 N Glenstone
1760.city,Rofchester Hills,Rochester Hills
4060.csa,***,N
5162.locale,n21,21
1517.necta,,N
5407.zip,9103,94103
5603.nmcsa,"Virgina Beach-Norfolk, VA-NC","Virginia Beach-Norfolk, VA-NC"
3178.cbsa,v10900,10900
1740.nmnecta,,N
1805.statevalue,N,MN
4687.nmcsa,***,N
1872.csa,387,378
5819.schoolyear,202v1-2022,2021-2022
2587.zip,13026-050d0,13026-0500
2600.cbsa,6740,16740
2140.cbsa,2920,29820
402.sldl,0670,06070
5376.schoolyear,202-12022,2021-2022
1539.nmcnty,altimore city,Baltimore city
5599.necta,oN,N
2624.nmcnty,Craven Csounty,Craven County
3479.cd,480,4810
5820.locale,12,21
3659.nmcbsa,"Ogden-Clearfileld, UT","Ogden-Clearfield, UT"
6416.necta,,N
3369.statevalue,sSD,SD
5193.cnty,3661,36061
2298.sldu,63044,36044
1078.sldu,17305,17035
5449.cd,321,3201
1127.city,Mcomb,Macomb
3093.zip,1644-0001,16444-0001
4613.csa,***,N
2284.namevalue,Northern gNew Mexico College,Northern New Mexico College
