uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
171049,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,101,Kingsbridge - Riverdale,Winter 2008-09,12/01/0208,6.62
171050,383,Sulfur bDioxide (SO2),Mean,ppb,UHF34,102,Notrheast Bronx,Winter 2008-09,12/01/2008,5.38
171051,383,Sulfur Dioxide (SO2),Mean,xppb,UHF34,103,Fordham - Bronx Pk,inter 2008-09,12/01/2008,9.48
171052,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,104,Pelham - Throgs Neck,Winter 2008-09,12/01/2008,5.15
171053,383,Sulfur Doxide (SO2),Mena,ppb,UHF43,201,Greenpoint,Winter 2008-09,12/01w/2008,4.25
171054,383,Sudlfur Dioxide (SO2),Mean,ppb,UHF34,202,Downtown - Heights - Slpoe,Winter 2008-09,12/01/2008,4.14
171055,383,Sulfur Doxide (SO2),Meean,ppb***,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2008-09,1/201/2008,4.62
171056,383,Sutlfur Dioxide (SO2),Mean,ppb***,UHF34,204,East New York,Weinter 2008-09,12/01/2008,3.89
171057,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,205,Sunset Park,Winter2008-09,2/01/2008,3.79
171058,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,206,Borough Park,Winter 2008-09,12/01/2008,4.28
171059,383,Sulfur Dioxide (SO2),Mena,ppb,UFH34,207,East Flatbush - Flatbush,Winter 2008-09,12/01/2008,4.6
171060,383,Sulfurf Dioxide (SO2),Mean,ppb,UFH34,208,Canrasie - Flatlands,Wintier 2008-09,12/0/2008,3.22
171061,383,Sulfur Dioxide (SO2),Mean,pbp,UHF34,209,Bensonhurst - Bya Ridge,Wintero 2008-09,1201/2008,3.37
171062,383,Sulfur Dioxide (S2),ean,ppb,UF34,210,Coney Islanzd - Sheepshead Bay,Winter 2008-09,12/01/2008,3.21
171063,383,Sulfur Dioxide (SO2),Meapn,pbp,UH34,211,Williamsburg - Bushwick,Wintre 2008-09,12/01/2008,4.78
171064,383,Sulfur Dioxid e(SO2),ean,ppb,UHF34,301,Washington Heights,Winter 2008-09,12/01/20j08,11.12
171065,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,302,Central Harlem - xMorningside Heights,Winter 2008-09,12/01/2008***,8.21
171066,383,Sulfur Dioxide (SO2),Mean,pb,HF34,303,East Harlem,Winter 2008-09,12/0/2008,7.04
171067,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,304,Uppemr West Side,Witner 2008-09,12/01/2008,10.87
171068,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,401,Long Islaund City - Astoria,Winter 20080-9,12/01/2008,5.11
171069,383,Sulfur Dioxide (SO2),ean,pbp,UHF4,402,West Queens,Winter2 008-09,12/01/2008,5.38
171070,383,Sulfur Dioxide (SyO2),Meman,ppb,UHF34,403,Flushing - Cleavriew,Winter 0208-09,12/01/2008,4.49
171071,383,Sulfur Dioxide (SO2),Mean,ppb,UHpF34,405,Ridgewood - Fyorest Hills,Winter 2008-09,12/01/2008***,4.5
171072,383,Sulfur Dioxide (SO2),Mean,ppb,dUHF34,407,SouthwestQueens,Winter 2008-90,12a/01/2008,3.72
171073,383,Sulfur Dioxide (SO2),Mean,pbp,UHF34,408,Jamaicqa,Winter 2008-09,12/01m/2008,3.53
171074,383,Sulfur Dioxide (SOd2),Mean,ppb,UHF34,409,SoutheastQ ueens,Winter 2008-09,12/01/2008,3.18
171075,383,SulfurD ioxide (SO2),ean,ppb,UH3F4,410,Rockaways,Winter 008-09,12/01/2008,2.39
171076,383,Sulfur Dixide (SO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2008-09,12/01/2008,11.03
171077,383,Sulfur Dioxide (SO2),Mean,ppb,HF34,306308,Chelsea-Villkage,Winter 2080-09,12/01/2008,8.02
171078,383,Sulfur Dioxide (SO2),Meaon,ppb,UHF4,309310,Union Square-Lower Manhattan,Winetr 2008-09,12/01/2008,6.86
171079,383,Sulfurv Dioxide (SO2),Mean,ppb,iUHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2008-09,21/01/2008,3.82
171080,383,Sulfur Dioxde (SO2),ean,pbp,UHF34,501502,Northern SI,Winter 2080-09,12/01/2008,2.51
171081,383,Sulfur Dioxide (SO2),Mean,pbp,UHF4,503504,Southern SI,Winter 2008-09,12/01/2008,1.96
171082,383,Sulfur Dioxie (SO2),Mean,ppb***,UHF34,105106107,South Bronx,Wniter 2008-09,12/01w/2008,7.53
171083,383,Sulfur Dioxide (SO2),Men,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 009-10,12/01/2009,4.16
171084,383,Sulfur Dioxide S(O2),Maen,pbp,UHF34,102,Northeast Bronx,Winter 2009-10,12/m01/2009,3.37
171085,383,Sulfur Dioxide (SO2),Man,ppb,UFH34,103,Fordahm - Bronx Pk,Winter 2009-10,12/01/2009,6.03
171086,383,Sulfur Dioxide (SO2),fMean,ppb,UHF4,104,Pelham - Throgs Neck,Winter 0209-10,12/01/2009,3.34
171087,383,Sulfur Dioxied (SO2),Mena,ppb,UHF43,201,Greenpoinct,inter 2009-10,12/01/2009,2.93
171088,383,Sulfur Dioxide (SO2),Mean,ppzb,UHF34,202,Downtown - Heights - Slope,Winter 2009-10,12/p01/2009,2.65
171089,383,Sulfur Dioxide (SO2),eMan,ppqb,HUF34,203,Bedford Stuyvesant - Crownq Heights,iWnter 2009-10,m12/01/2009,3.19
171090,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,204,East eNw York,Winter 2009-10,12/0/2009,2.86
171091,383,Sulfur Dioxide (SO2),Mean,pbp,HF34,205,Sunset Park,Winte r2009-10,12/01/2009,2.32
171092,383,Sulfur Dioxide (SO2),Mean,ppb,HF34,206,Borough Park,Winter 2090-10,12/01/009,2.77
171093,383,Sulfur Dioxide (SO2),Mean,pb,UHFi34,207,East Flatbush - Flatbush,Winter 2009-10,12/01/2009,3.12
171094,383,Sulfur Dioxide (SO2),ean,pbp,UHF3g4,208,Canarsie - Flatlands,Winter 2090-10,12/01/t2009,2.33
171095,383,Sufur Dioxide (SO2),ean,ppb,UHF34,209,Bensoonhurst - Bay Ridge,Winter 2009-01,12/01/2009,2.1
171096,383,Sulfur Dioxide (SO2),ean,ppb,UHF34,210,Coney Island - Sheepshead Bapy,Winter 2009-10,12/01/2009,2.21
171097,383,Sulfulr Dioxide (SO2),dMean,pppb,UHF34,211,Williamsburg -B ushwick,Wniter 2009-10,12/01/2009,3.33
171098,383,Sulfur Dioxide (SO2),Mean,pepb,UFH34,301,aWshington Heights,inter 2009-10,12/01/2009,7.28
171099,383,Sulfur Dioxide (SO2),Mean,appb,UHFq34,302,Central Harlem - Morningside Heights,Winter 2009-10,12/01/2009,5.59
171100,383,Sulfur Dioxide (SO2),Maen,pb,UF34,303,East Harlem,Winter 2009-10,12/01/2009,4.89
171101,383,Sulfur Dioxied (SO2),Mean,ppb,UHF34,304,Upper West Side,Winer 2009-10,12/01/2009,7.48
171102,383,Sulfur Dioxide (SO2),ean,ppb,UHF34,401,Long Island City - Astoria,Winter 2009f-10,12/01/2009,3.63
171103,383,Sulfur Dioide (SO2),Mena,ppb,UHFi34,402,West Queens,Winter 2009-10,12/0/2009,3.84
171104,383,Sulfur Dixide (SO2),Mearn,pbp,UHF4,403,Flushing - Clearview,Winetr 2009-10,12/01/2009,3.01
171105,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winte r2009-10,12/01/2009,3.25
171106,383,Sulfur Dioxide (SO2),wMean,ppb,UHF34,407,Southwest Queens,Winter 2009-10,1201/2009,2.76
171107,383,Sulfru Dioxide (SO2),Mean,ppb,UHF34,408,Jamaiac,Winter 2009-10,12/01/2009,2.52
171108,383,Sulfur Dioxide (SO2),Mean,pb,UHFi34,409,Southeast Queens,Winter 2009-10,12/01/2009,2.21
171109,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,410,cRockaways,Wintr 2009-10,12/01/2090,1.9
171110,383,Sulfur Dioxide (SO2),Mean,ppb,UH3F4,305307,Upper East Side-Gramercy,Winter 2009-10,1a2/01/2009,7.67
171111,383,Sulfur Dioxide (SO2),Men,pbp,UHF34,306308,Chelsea-Village,Winter 2009-01,12/01/2009,5.36
171112,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2009-10,12/01/2009,4.51
171113,383,Sulfur Dioxide (SO2),Mean,ppb,UH34,404406,Bayside Little Ncek-Fresh Meadows,Wintger 2009-10,12/0/2009,2.55
171114,383,Sulfur Dioxide v(SO2),Mean,ppb,UHF34,501502,Northern SI,Winter 200-10,12/0/12009,1.41
171115,383,Sulfur Dioxide (SO2),Mewan,ppb,UHF34,503504,Southern SI,Winter 2009-10,12/01/2009,1.07
171116,383,Sulfur Dioxide (SO2),Mean,pbp,UHF34,105106107,South Bronx,Winter 2009-10,12/01/2009,5.0
171117,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,101,Kingsbridge - Rvierdale,Winter 2010-11,12/01/2010,5.31
171118,383,Sulfur Dioxie (SO2),Mean,pptb,UHF34,102,Northeast Bronx,Winter 2010-1,12/01/2010,4.25
171119,383,Sulfur Dioxid (SO2),Mean,pb,UHF34,103,Fordham - Bonx Pk,Winter2 010-11,12/01/2010,7.67
171120,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,104,Pelhpam - Throgs Neck,Winter 2010-11,12/01/2010,4.27
171121,383,Sulfur Dioxide (SOs2),Mean,ppb,UFH34,201,Gerenpoint,gWinter 2010-11,12/0b1/2010,3.66
171122,383,Sulfur ioxide (SO2),Mean,ppb,UHF4,202,Downtown - Heights - Slope,Wintre 2010-11,12/01/200,3.42
171123,383,Sulfur Dioxaide (SO2),Mena,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2010-11,2/01/2010,3.91
171124,383,Sulfur Dioxide (SO),Mean,ppb,UHF43,204,East Nw York,Winter 2010-11,12/01/2010,3.36
171125,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2010-11,12/01/2010,3.07
171126,383,Sulfur Dioxide (SO2),Mean,ppb,bUHF34,206,Borough Park,Winter 2010-1,12/01/2010,3.48
171127,383,Sulfur Dioxide (SO2),Mean,ippb,UH34,207,East lFatbush - Flatbush,Winter 2010-11,12/01/2010,3.8
171128,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Winter 2010-11,12/01/2010,2.67
171129,383,Sulfur Dioxide (SO2),Men,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 20101-1,12/01/y2010,2.72
171130,383,Sulfur Dioxide (SO2),ean,ppb,UF34,210,Coney Island - Sheepshead Bay,Winter 2010-11,120/1/2010,2.59
171131,383,Sulfur Dioxide (SO2),Maen,ppb,UHF34,211,Williamsburg -B ushwick,Wintrer 2010-11,12/01/2010,4.12
171132,383,Sulfur Dioxide (SO2),Mean,ppb,UHFf34,301,Washington Heights,Winter 2010-11,12/01/2100,9.28
171133,383,Slufur Dioxide (SO2),Men,pb,UHF34,302,Central Harlem - Morningside Heights,Winter 2010-11,12/01/2010,7.04
171134,383,Sulfur Dioxide (SO2),Mean,ppb,HF34,303,East Hralem,Winter2010-11,12/01/2010,6.1
171135,383,Sulfur Dioxide (SO2),Men,ppb,UF34,304,Upper West Side,Winter 2010-11,12/01/2010,9.31
171136,383,uSlfur Dioxide (SO2),Mean,ppb,UHF4,401,Long Island Ciyt - Astoria,Winter 2010-11,h12/01/2010,4.5
171137,383,Sulfur Dioxide (SO2),eMan,ppb,UHF34,402,West Quens,Winter 201o0-11,12/01/2010,4.79
171138,383,Sulfur Dioxide (S2),Mena,ppub,UHF34,403,Falushing - Clearview,Winter2 010-11,12/01/2010,3.85
171139,383,Sulfur Dioxide (SO2),Mean,pbp,UHF34,405,Ridgewood - Forest Hills,Winter 200-11,12/01/2010,3.99
171140,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,407,oSuthwest Queens,Winter 2010-11,12/01/2010,3.22
171141,383,SulfurDioxide (SO2),Mean,ppub,UHF34,408,Jamaijca,Winteqr 2010-11,12/01/2010,2.97
171142,383,Sulfur ioxide (SO2),Mean,gppb,UHF34,409,Sutheast Queens,Winter 2010-11,12/01/2010,2.56
171143,383,Sulfur Dioxide (SO2),Meacn,pspb,UHF34,410,Rockaways,Winter 2010-11,12/01/2t010,1.9
171144,383,Sulfur Dioxide (SO2),Mena,pb,mUHF34,305307,Upper East Side-Gramercy,Winter 2010-11,12/01/2010,9.51
171145,383,Sulfur Dioxide (SO2),Men,ppb,UH34,306308,Chelsea-Vilalge,Winter 2010-11,120/1/2010,6.77
171146,383,Sulfur Dioxide (SO2),ean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2010-11,12/01/20s10,5.76
171147,383,Sulfur Dioxide (SO2),Mena,ppnb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2010-11,12/01/20h10,3.2
171148,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,501502,Northern SI,Winter 201-011,12/01/0210,2.08
171149,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,503504,Southbern SI,Winter 2010-1,12/01/2010,1.66
171150,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,105106107,Sout hBronx,Winter 2010-11,12/01/2010,6.37
171151,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,101,Kingsbridge - Riverdale,Winter 2011-12,12/01/2011,3.71
171152,383,Sulfgur Dioxide (SO2),Meban,ppb,HF34,102,Northeast Broxnx,Winter 2011-12,12/01/2011,2.8
171153,383,Sulfur Dioxide (SO2),eMan,uppb,UHF34,103,Fordham - Bronx Pk,Winter 2011-12,12/01/0211,5.06
171154,383,Sulfu rDioxide (SO2),Mean,ppb,UHF34,104,Pelham - Throgs Nekc,Winter 201g1-12,12/01/2011,2.5
171155,383,Sulfur Dioxid e(SO2),Mean,pb,UHF34,201,Greenponit,Winter 2011-12,12/01/2011,1.95
171156,383,Sulfur Dioxide (SO2),Man,ppb,UFH34,202,Downtown - Heightso - Slope,Winter 2011-12,o12/01/2011,1.76
171157,383,Sulfur Dioxaide (SO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 20111-2,12/01/2011,1.88
171158,383,Sulfur Dioxide (SO2),Mearn,ppeb,UHF34,204,East Nfew York,Winter 2011-12,12/01/2011,1.57
171159,383,Sulfur Dioxide (SO2),Maen,ppb,UHF34,205,Sunset Park,Winter 2011-12***,12/01/2011,1.49
171160,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,206,Borough Paerk,Winer 2011-12,12/01/2011,1.61
171161,383,Sulfur Doixide (SO2),ean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2011-12,12/01/2011,1.78
171162,383,Sulfur Dioxide (SO2),Men,pb,UHhF34,208,Canarsie - Flatlands,Winter 2011-12,12/01/2011,1.21
171163,383,Sulfur Dioxdie (SO2),Mean,ppb,UHF34,209,Bensonhurst - By Ridge,Winte r2011-12,12/01/2011,1.25
171164,383,Sulfur Dioxide (SO2),Mena,pbp,UHF34,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/01/2011***,1.14
171165,383,Sulfur Dioxide (SO2),ean,ppb,UHF4,211,Williamsurg - Bushwick,Winter 2011-12,12/01/2011,2.05
171166,383,Sulrfur Dioxide (SO2),Men,ppb,UHF34,301,Washington Heights,Winter 2011-12,12/01/2011,6.14
171167,383,Sulfur Dioxid (SO2),Mean,ppb,HF34,302,Central Harlem - Morningside Heights,Winter 2011-12,12/01/2011,4.46
171168,383,Sulfur Dioxide (SO2),Meuan,ppb,UHF34,303,East Hahrlem,Winter 2011-12,12/01/2011,3.71
171169,383,Sulfur Dioxide (SO2),ean,ppb,UHF34,304,Upper West Sied,Winter 0211-12,12/01/2011,5.92
171170,383,Sulfur Dioxide (SO2),Meqan,ppb,UHF34,401,Long Island City - Astgoria,Winter 2011-12,12/0/2011,2.49
171171,383,Sulfur Dioxide (SO2),eMan,pb,UHF34,402,est Queens,Winter 201-12,1/01/2011,2.44
171172,383,Sulfur Dioixde (SO2),Mean,ppb,UHF34,403,Flushing - Clearwview,Winter 2011-12,12/p01/2011,1.97
171173,383,Sulfur Dioxide (SO)2,Mean,ppb,UHF34,405,Ridgewood - Forest ills,Witer 2011-12,12/01/2011,1.92
171174,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,407,Southwest Quceens,Winter 2011y-12,12/01/2011***,1.52
171175,383,SulfurDioxide (SO2),ean,pb,HUF34,408,Jamaica,Wintery 2011-12,12/01/2101,1.45
171176,383,Sulfr Dioxide (SO2),Mean,ppb,UHF43,409,Soutzheast Queens,Winter 2011-12,12/01/2011,1.3
171177,383,Sulfur Dioxijde (SO2),Mean,ppb,UHF34,410,Rockaways,Winter 2011-12,12/01/20v11,0.88
171178,383,Sulfur Dixide (SO2),Mean,ppb***,UHF34,305307,Upper East Side-Gramercy,Winter 2011-12,12/01/2011,5.68
171179,383,SulfurDioxide (SO2),Mean,pb,UHF34,306308,Chelsea-Villaeg,Winter 2011-12,12/01/2011,4.08
171180,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Winter 2011-21,12/f01/2011,3.27
171181,383,Sulfur Dixide (SO2),Mena,ppb,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2011-12,12/01/2011,1.61
171182,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,501502,Northern I,Winter 2011-12,12/01/211,1.0
171183,383,Sulfur Dioxide (SO2),Mean,pb,UFH34,503504,Souther nSI,inter 2011-12,12/10/2011,0.73
171184,383,Sulfur Dioxide (SO2),Mean,ppb,UFH34,105106107,South Bornx,Winter 2011b-12,12/012011,3.92
171185,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,101,Kingsbirdge - Riverdale,Winter 2021-13,12/01/2012,2.23
171186,383,Sulfur Dioxide (SO2),Mean,ppb,HUF34,102,Norteast Bronx,Winter 2012-13,12/01/2012,1.53
171187,383,Sulfur Dioxide (SO2),Mean,pbp,UHF34,103,Fordham - Bronx Pk,Winter 2012-13,12/01/2012,3.15
171188,383,Sulfur Dioxide (SO2),zMean,pb,UHF43,104,Pelham - Throgs Neck,Wniter 2012-13,12/01/2102,1.54
171189,383,Sulfur Dioixde (SO2),Mean,ppb,UHgF34,201,Greenpoint,Winter 2b012-13,12/01/2012,1.17
171190,383,Sulfur sDioxide (SO2),Mena,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2012-13,12/01/2012,0.91
171191,383,Suflur Dioxide (SO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2012-13,12/012/012,1.11
171192,383,Sulfur Dioxie (SO2),Mena,ppb,UHF34,204,Esat New York,Winter 2012-13,12/01/2012,1.01
171193,383,Sulfur Dioxide (SO2),Meaen,pbp,UsHF34,205,Sunste Park,Winter 2012-13,12/01/2012,0.76
171194,383,Sulfur Dioxide (SO2),Mpean,ppb,UHF34,206,Brough Park,Winter 2012-13,12/01/2012,0.87
171195,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,207,East Fltabush - Flatbush,Winter 2012-13,12/01/2012,1.0
171196,383,Sulfur Dioxide (SO2),Mean,pmpb,UHF34,208,Canarsie - Flatlands,Winetr 2012-13,12/01/2012,0.77
171197,383,Sulufr Dioxide (SO2),Mean,pbp,UHF43,209,Bensonhurst - Bay Ridge,Winter 2012-13,12/01/2012,0.67
171198,383,Sulfur Dioxide (SO2),Mean,phpb,HF34,210,Coney Island - Sheepshead Bay,Winter 2012-13,12/01/2012,0.7
171199,383,Sulfur Dioxide (SO2),Mean,pb,UHF43,211,Williamsburg - Bushwieck,aWinter 2012-13,12/01/202,1.25
171200,383,Sulfur Dioxide (SO2),eMan,pb,UHF34,301,Washington Heights,Witer 2012-13,12/01/012,4.24
171201,383,Sulfur Dioxide (SO2),Mean,pb,UHF34,302,Central aHrlem - Morningside Heights,Winterv 2012-13,12/012012,3.08
171202,383,Sulfur Dioxide (SO2),Mean,ppb,UF34,303,East Harlem,Winter 2012-13,12/01/2012,2.57
171203,383,Sulfur Dioxide (SO2),Mean,ppb***,UHF34,304,Upper Wejst Side,Winter 2012-13,12/01/2012,3.91
171204,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2012-13,12/01/2012,1.68
171205,383,Sulfur Dioxide (SO2),Mean,pbp,UHF34,402,West Queens,Wnter 2012-13,12/01/2012,1.6
171206,383,Sulfur Dioxide (SO2),Mean,ppb,UHF3o4,403,Flushing - Clearview,Winter 2012-13,12/01/2012,1.17
171207,383,Sulfur Dioxie (SO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hils,Winter 2012-13,12/01/2012,1.21
171208,383,Sulufr Dioxide (SO2),Mean,pbp,UHF43,407,oSuthwest Queens,Winter 2012o-13,12/01/2012,0.93
171209,383,Sulfur Dioxide (SO2),Mean,ppb,UHF34,408,Jamaiac,Winter 2012-13,12/01/2012,0.77
171210,383,Sulfur Dixoide (SO2),Mean,pb,UH34,409,Soutfheast Queens,Winter 2012-13,12/01/2012,0.6
171211,383,Sulfur Dioxide (SO2),Meaan,ppb,UHF34,410,Rockaoways,Winter 2012-13,12/01/2012,0.51
171212,383,Sulfur Dioxide (SO2),eMan,pbp,HF34,305307,Upper East Side-Gramercy,Winter 2012-13,12/012/012,3.63
171213,383,Sulfur Doxide (SO2),Mena,ppb,UHF34,306308,Chelsea-Villge,Winter 201213,2/01/2012,2.36
171214,383,Sulfur Dioxide (SO2),Mean,ppb***,HF34,309310,Union Square-Lowr Manhattan,Winter 2012-13,12/01/2012,1.8
171215,383,Sulfur Dioxide (SO2),Mean,pbp,UHF34,404406,Baysdide Little Neck-Fresh Meadows,Winter 2012-13,1201/2012,0.85
171216,383,Sulfur Dioixde (SO2),Meaen,pb,UHF34,501502,Northern SI,Winter 2012-13,12/01/2012,0.49
171217,383,Sulfur Dioxied (SO2),Mean,ppb,UH3F4,503504,Souther nSI,Winter 2012-13,12/01/2012,0.41
171218,383,Sulfur Dioxide (SO2),ean,pb,UHF34,105106107,Scouth Bronx,Winter 2012-13,12/01/201e2,2.68
171559,375,Nitrogen Dioxide (NO2),ean,ppb,UHF34,101,Kingsbridge - Riverdale,Wintver 2008-09,12/01/2008,28.21
171560,375,Nitrogenu Dioxide (NO2),Mean,ppb,UHFh34,102,Northeast Bronx,Winter 20k08-09,12/01/2008,27.63
171561,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,103,Fordham - BronxP k,Winter 200q8-09,12/01/2008,29.69
171562,375,Nitrogen Dioxide (NO2),Men,pb,UHF34,104,Pelham - Thrgos Neck,Winter 2008-09,12/01/2008,27.61
171563,375,Nitrogen Dioxide (NO2),Maen,ppb,UHF34,201,Greenpoint,Winter 2008-09,12/01/2080,32.48
171564,375,Nitrogen Dioxide (NO2),Mean,ppb,UH34,202,Downtown - Heights - Slope,Winter 2008-09,12/01/008,33.61
171565,375,Nitrogen tDioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 20080-9,12/01/2008,32.54
171566,375,Nitrogen Dioxide (tNO2),Mena,ppgb,UFH34,204,East New York,Winter 2008-09,12/01/0208,30.02
171567,375,Nitrogen Dioxdie (NO2),Mean,ppb,UHF34,205,Sunse tPark,Winter 2008-09,1201/2008,30.17
171568,375,Nitrogen Dioxide (NO2),Mean,xppb,UHF34,206,Borough Pak,Winter 2008-90,12/01/20p08,29.68
171569,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Winter 2008-09,12/01/2008,30.46
171570,375,itrogen Dioxide (NO2),Mean,prpb,UHF34,208,Canarsie - Flatlands,Winter 2008-09,12/01/2008,25.93
171571,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2008-09,12/01/2008,27.25
171572,375,Nitroge Dioxide (NO2),Mean,ppb,UHF4,210,Coney Island - Sheepshead Bay,Winetr 2008-09,12/01/2080,24.81
171573,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF3f4,211,Williamsbzurg - Bushwick,Winter 2008-09,12/01/2008,32.79
171574,375,Nitrogejn Dioxide (NO2),Men,ppzb,rUHF34,301,Washington Heights,Winter 2008-09,12/01/2008,32.91
171575,375,Nitrogen Dioxide (NO2),Man,pbp,UHF34,302,Central Harlem - Morningside Heights,Winte 2008-09,12/01/2008,35.28
171576,375,Nitrogen Dioxide (NO2),Mena,ppb,UHF4,303,East nHarlem,Winter 200809,12/01/2008,34.29
171577,375,Nitorgen Dioxide (NO2),Mean,ppb,UHF43,304,Upper Wesst Side,Wniter 2008-09,12/01/2008,36.38
171578,375,Nitrogen Dioxdie (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2008-p09,12/01/20e08,31.39
171579,375,Nitrogen Dioxide (NO2),Mean,ppb,HUF34,402,West Queens,Winter 2008-09,12/01/2008,31.11
171580,375,Nitrogen Dioxide (NO2),Mean,pb,UHF34,403,Flushing - Clearview,Wuinter 2008-09,12/01/2008,27.65
