ID,Q1a_Services_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Efforts_to_promote_diversity,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Ethical_employees_conduct_business,Q1l_Citys_sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_streets,Q2b_Condition_sidewalks,Q2c_Maintainence_of_private_property,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q2h_Condition_of_neighborhood,Q4_Services/Facility_used_past_12_mo,Q4_2nd,Q4_3rd,Q4_4th,Q4_5th,Q4_6th,Q4_7th,Q4_8th,Q4_9th,Q4_10th,Q4_11th,Q4_12th,Q4_13th,Q4_14th,Q4_15th,Q5a_Quality_of_larger_City_parks,Q5b_Neighborhood_parks,Q5c_Recreation/community_centers,Q5d_City_swimming_pools,Q5e_Outdoor_athletic_fields,Q5f_City_golf_courses,Q5g_Tempe_Center_for_the_Arts,Q5h_Tempe_History_Museum,Q5i_Tempe_Public_Library,Q5j_Disability_access_to_City_programs,Q6a_Condition_of_City_streets,Q6b_Condition_of_City_signs,Q6c_Mgmt_of_traffis_flow-streets,Q6d_Cleanliness_City_streets,Q6e_Landscape_maint-streets/sidewalks,Q6f_Property_maint_envorcement_codes,Q6g_Appearance_residential_property,Q6h_Appearance_commercial_property,Q6i_Transit_sve-bus/rail/Orbit,Q6j_Walking/biking_paths,Q6k_Quality_local_police_services,Q6l_Enforcement_of_traffic_laws,Q6m_Effors_to_prevent_crime,Q6n_Quality_of_fire_services,Q6o_Availability_of_information,Q6p_Arts_&_recreattion_prog/svc,Q6q_Social/Human_services,Q6r_Maint_City_parks,Q6s_Library_services_&_programs,Q6t_Tempe_Center-Arts_programs,Q6u_Before/after_school_programs,Q6v_Residential_trash_collection_svc,Q6w_Recycling_services,Q6x_Bulk_trash_pickup/removal_svc,Q6y_Water/sewer_services,Q7_Social/human_services_used,Q7_2nd,Q7_3rd,Q7_4th,Q7_5th,Q7_6th,Q7_7th,Q7_8th,Q7_9th,Q8_Most_emphasis,Q8_2nd,Q8_3rd,Q9_Which_use_to_get_information,Q9_2nd,Q9_3rd,Q9_4th,Q9_5th,Q9_6th,Q9_7th,Q9_8th,Q9_9th,Q9_10th,Q9_11th,Q10a_Contacted_the_city_past_12_mo,Q10b_How_easy_city_was_to_contact,Q10c_Way_you_were_treated,Q10d_Accuracy_of_information_given,Q10e_How_quickly_responded_to_request,Q10f_How_well_issue_was_handled,Q11_1st_Priority,Q11_2nd,Q13a_How_many_years_lived_in_Tempe,Q13b_What_is_your_age,Q13c_Gender,Q13d_Used_public_transit_past_year,Q13e_Are_you_full-time_student,Q13f_Own_or_rent,Q13g_Does_home_have_alley,Q13h_Highest_level_of_education,Q13i_Describe_your_home,Q13j_Have_cable_TV,Q13j-Have_internet_access_home,Q13j_A_smart_phone,Q13k_Visited_downtown_past_year,Q13l_Race/ethnicity,Q13l_2nd,Q13l_3rd,Q13l_4th,Q13l_5th,Q13l_Other,QA_Are_Arts/Culture_important_to_you,QB_Best_describes_opinion-Arts/Culture,QCa-Variety_of_offering,QCb-Availability_of_offerings,QCc-Quality_of_offerings,QCd-Affordabiity_of_offerings,OBJECTID
318,4,4,3,1,4,5,4,1,1,1,3,4,3,3,2,4,3,3,5,5,4,3,B,C,D,E,L,,,,,,,,,,,5,5,5,9,3,9,5,9,4,9,2,4,1,4,4,3,3,3,9,3,9,9,3,9,4,4,4,4,4,4,4,2,5,1,4,A,,,,,,,,,Z,,,B,E,G,H,,,,,,,,2,,,,,,K,M,5,3,2,2,2,2,1,3,1,1,1,1,1,2,,,,,,1,2,5,5,4,4,317
319,4,4,4,4,4,4,3,3,3,9,9,9,9,3,4,4,4,3,4,4,4,4,C,,,,,,,,,,,,,,,4,4,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Z,,,,,,,,,A,B,G,B,E,G,H,K,,,,,,,2,,,,,,A,G,4,3,1,2,2,1,2,3,1,1,1,1,1,5,,,,,,2,2,4,3,4,3,318
320,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,C,D,E,F,N,,,,,,,,,,,4,4,4,4,4,5,4,4,4,4,3,4,3,3,4,4,4,4,3,4,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,Z,,,,,,,,,Z,,,B,C,E,G,I,,,,,,,1,4,5,5,5,5,B,C,5,4,1,1,2,2,1,1,1,2,1,2,1,2,,,,,,2,2,4,4,4,4,319
321,5,4,5,4,4,4,5,9,5,4,9,5,4,9,5,5,3,3,4,4,4,4,A,C,F,K,N,,,,,,,,,,,5,5,5,9,9,9,9,9,5,9,4,4,4,4,5,5,9,4,5,5,5,5,4,5,5,9,9,5,5,5,9,5,5,5,5,Z,,,,,,,,,Z,,,B,E,H,I,,,,,,,,1,5,5,5,5,5,Z,,5,5,1,1,2,1,1,3,1,1,1,2,1,2,,,,,,3,5,9,9,9,9,320
322,4,5,5,4,5,5,5,4,4,9,4,4,9,9,5,5,4,9,5,3,4,5,B,C,D,J,L,N,,,,,,,,,,5,4,4,9,9,9,4,9,5,9,4,5,5,5,5,9,5,5,9,5,5,5,5,3,3,9,4,5,4,5,5,5,2,2,4,Z,,,,,,,,,F,G,H,A,E,H,K,,,,,,,,1,4,5,5,4,4,A,H,5,2,2,1,2,2,1,2,1,1,1,1,1,2,,,,,,2,3,4,4,3,4,321
323,4,3,1,1,2,3,9,1,1,1,5,5,3,3,4,4,4,4,3,1,4,3,C,F,I,L,,,,,,,,,,,,9,1,3,1,9,9,3,9,9,9,4,4,2,3,3,9,3,3,9,9,5,3,9,9,2,9,9,1,9,3,9,2,5,2,9,Z,,,,,,,,,Z,,,E,F,H,,,,,,,,,1,5,5,4,5,4,J,K,5,4,2,2,2,1,1,5,1,2,1,1,1,2,,,,,,1,3,3,9,2,3,322
324,4,4,4,4,4,4,9,9,4,9,4,9,9,9,4,4,2,4,4,9,9,2,F,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,2,2,4,9,9,4,4,9,9,9,9,9,9,9,9,4,4,4,4,4,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,A,C,5,6,1,2,2,1,1,4,1,1,2,2,1,2,,,,,,2,5,9,9,9,9,323
325,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,B,C,D,F,G,H,K,L,M,,,,,,,5,4,4,3,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,A,D,H,E,K,,,,,,,,,,2,,,,,,A,C,5,5,1,1,2,1,1,4,1,1,1,2,1,2,5,,,,,2,3,4,4,3,3,324
326,5,5,5,5,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,5,C,D,K,L,M,N,,,,,,,,,,4,4,4,4,4,4,5,5,5,4,4,5,2,4,2,4,4,4,5,5,4,2,3,5,5,5,3,4,5,5,4,5,5,3,4,Z,,,,,,,,,A,H,G,E,F,H,I,K,,,,,,,2,,,,,,D,F,5,3,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,1,2,4,4,4,4,325
327,4,4,4,4,4,4,9,4,4,9,9,4,4,9,4,4,4,9,4,4,4,4,B,D,G,,,,,,,,,,,,,4,4,4,9,9,9,9,4,4,9,4,4,4,4,4,4,4,4,9,9,4,9,4,9,9,4,4,9,4,4,4,9,4,4,4,Z,,,,,,,,,Z,,,E,G,I,,,,,,,,,2,,,,,,Z,,5,6,2,1,2,2,2,1,2,1,2,2,1,2,,,,,,2,3,3,3,3,3,326
328,4,4,5,3,4,2,2,3,3,3,4,3,2,3,2,4,2,2,2,4,4,2,B,C,D,G,H,K,L,N,O,,,,,,,4,4,4,3,3,3,4,4,4,3,2,2,4,2,2,1,2,3,4,4,3,2,3,9,3,4,9,2,4,4,9,4,4,2,4,Z,,,,,,,,,A,B,G,B,C,E,G,,,,,,,,2,,,,,,G,J,5,3,2,1,2,1,1,1,1,1,1,1,1,2,,,,,,2,2,4,3,3,3,327
329,4,3,4,4,3,3,3,4,4,3,3,3,4,3,4,4,3,3,4,4,4,4,C,D,E,H,K,,,,,,,,,,,4,4,9,9,3,2,3,9,3,9,4,4,3,3,3,2,2,2,3,3,4,3,4,4,4,4,4,4,4,9,4,4,4,4,4,Z,,,,,,,,,Z,,,C,E,H,,,,,,,,,1,9,9,9,9,9,A,F,2,2,1,1,2,1,1,4,1,1,1,1,1,2,,,,,,2,2,4,4,4,4,328
330,4,4,4,5,4,4,4,4,4,4,9,9,3,3,4,4,4,4,4,5,5,4,B,C,D,G,K,,,,,,,,,,,4,4,3,3,3,3,4,5,5,4,4,5,4,4,5,3,4,4,5,5,4,4,4,5,5,4,4,5,4,3,5,5,5,5,4,Z,,,,,,,,,F,B,D,E,G,I,,,,,,,,,2,,,,,,A,F,5,4,1,1,1,1,1,4,1,1,1,1,1,9,,,,,,2,2,5,4,4,4,329
331,4,4,4,4,3,4,3,3,3,3,3,3,2,3,4,4,4,4,4,4,4,4,C,D,,,,,,,,,,,,,,4,4,4,2,3,3,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,2,4,Z,,,,,,,,,A,B,G,A,B,E,,,,,,,,,2,,,,,,A,H,5,4,2,2,2,2,1,4,1,1,1,2,1,2,,,,,,2,3,3,3,3,3,330
332,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,C,D,K,L,M,N,O,,,,,,,,,5,5,5,9,5,9,5,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,3,5,Z,,,,,,,,,B,A,G,H,I,,,,,,,,,,2,,,,,,A,H,5,4,2,1,1,2,1,2,1,2,1,1,1,2,,,,,,1,2,5,5,5,5,331
333,4,4,4,9,5,5,9,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,Z,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,G,A,F,C,,,,,,,,,,,2,,,,,,A,C,5,1,1,1,1,1,1,2,1,2,1,1,1,9,,,,,,3,6,9,9,9,9,332
334,5,4,4,4,5,5,3,4,5,4,9,5,9,4,4,4,5,9,5,4,5,5,A,B,O,,,,,,,,,,,,,4,4,5,9,9,9,9,9,5,9,4,5,9,4,4,9,4,4,9,9,4,9,4,5,5,9,9,4,5,9,9,5,5,9,5,B,,,,,,,,,B,C,,E,I,,,,,,,,,,2,,,,,,A,C,5,6,2,2,2,1,2,3,1,2,2,2,2,2,,,,,,3,1,5,5,5,5,333
335,3,4,3,3,3,3,3,3,3,2,3,4,3,2,3,3,3,3,9,3,4,2,C,D,E,F,,,,,,,,,,,,4,4,9,9,3,9,5,9,2,9,3,2,3,3,3,9,3,3,9,4,4,3,3,9,3,9,9,9,9,9,3,3,3,3,3,Z,,,,,,,,,D,G,A,C,E,G,,,,,,,,,1,4,2,3,3,3,C,H,3,2,2,2,2,1,2,4,1,2,1,1,1,1,,,,,,2,3,4,3,3,4,334
336,4,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,3,3,4,4,2,4,B,C,K,L,N,O,,,,,,,,,,4,4,3,9,9,9,4,4,5,9,4,4,3,4,4,3,4,4,5,3,4,3,4,9,4,9,9,4,4,9,9,4,4,4,5,Z,,,,,,,,,Z,,,E,F,G,H,I,,,,,,,1,4,5,5,5,5,J,,5,5,2,1,2,1,1,4,1,1,1,1,1,2,,,,,,2,1,4,4,4,4,335
337,4,4,4,3,4,4,5,3,3,9,9,4,4,4,3,3,4,9,4,4,1,4,N,O,,,,,,,,,,,,,,3,4,4,9,9,9,9,2,4,9,3,4,4,4,3,9,4,4,9,3,3,4,3,3,3,4,9,3,3,9,9,5,5,5,4,Z,,,,,,,,,B,C,F,C,F,G,,,,,,,,,2,,,,,,B,C,5,5,2,2,2,1,1,4,1,1,2,1,2,2,,,,,,3,3,3,3,3,3,336
338,5,4,4,3,4,5,5,4,4,5,4,4,4,4,2,4,4,9,4,4,4,5,A,B,C,D,E,G,H,J,L,N,,,,,,5,4,4,9,4,4,5,4,5,9,2,4,2,4,2,3,4,4,9,5,4,4,5,4,4,4,9,4,4,4,9,5,5,4,4,A,D,,,,,,,,A,E,G,A,B,C,E,G,K,,,,,,2,,,,,,A,J,4,3,1,1,2,1,1,2,1,1,1,1,1,2,5,,,,,1,2,4,4,5,3,337
339,2,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,9,4,4,3,4,C,D,E,,,,,,,,,,,,,4,4,4,4,4,4,9,9,4,9,3,4,3,4,3,1,4,3,3,4,3,2,3,3,4,4,9,3,4,9,4,4,4,3,3,Z,,,,,,,,,Z,,,E,H,I,,,,,,,,,1,2,2,2,2,1,E,J,5,3,1,2,2,1,2,5,1,1,2,2,1,2,,,,,,1,3,4,4,3,3,338
340,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,4,B,C,D,F,N,,,,,,,,,,,5,5,5,5,5,3,3,3,5,5,5,3,5,5,4,2,3,5,5,5,5,5,5,3,5,3,3,5,5,3,3,5,5,5,5,Z,,,,,,,,,Z,,,E,G,I,,,,,,,,,2,,,,,,A,I,5,6,1,1,1,2,1,1,1,1,2,1,2,5,,,,,,1,2,5,5,5,5,339
341,4,4,4,9,4,4,9,4,4,9,9,4,4,4,4,4,4,4,4,4,4,4,B,C,H,,,,,,,,,,,,,4,4,9,4,4,9,9,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,9,9,4,4,9,9,4,4,4,4,Z,,,,,,,,,F,G,A,Z,,,,,,,,,,,2,,,,,,A,M,5,5,1,2,2,1,1,4,1,1,1,1,2,2,,,,,,2,5,9,9,9,9,340
342,4,5,4,3,4,5,5,3,5,2,3,2,2,2,5,5,5,4,3,5,3,2,B,C,D,G,K,,,,,,,,,,,4,3,3,3,3,5,2,2,2,5,5,5,5,2,5,4,5,5,2,3,5,5,5,1,3,3,4,2,2,2,5,5,5,5,5,Z,,,,,,,,,G,E,B,I,K,,,,,,,,,,2,,,,,,F,K,5,4,1,1,2,2,2,4,2,2,2,2,1,5,,,,,,2,3,3,3,4,4,341
343,5,5,5,4,5,2,3,9,2,1,3,3,2,2,5,5,5,5,2,5,5,5,B,C,D,E,F,G,K,,,,,,,,,5,5,5,5,5,9,9,5,5,5,5,5,4,5,4,4,5,5,5,5,2,5,1,5,3,9,4,5,5,9,3,5,3,5,5,B,C,F,,,,,,,A,D,H,D,H,K,,,,,,,,,2,,,,,,A,F,4,5,1,1,2,1,1,5,1,2,1,1,1,5,5,,,,,4,6,9,9,9,9,342
344,5,4,4,3,4,4,4,3,4,3,9,9,3,4,3,3,4,9,4,9,4,4,B,C,G,L,N,,,,,,,,,,,4,4,4,9,9,9,5,4,5,9,3,4,3,4,4,9,4,4,4,4,4,9,9,9,4,4,3,4,4,4,9,3,4,2,5,A,,,,,,,,,A,B,H,E,H,I,,,,,,,,,2,,,,,,A,C,5,5,2,2,2,1,2,4,1,1,1,1,2,5,,,,,,3,2,4,4,4,4,343
345,5,4,4,4,4,2,9,4,4,4,4,4,4,4,4,4,2,3,2,4,4,3,C,D,K,L,,,,,,,,,,,,5,4,4,9,4,4,5,9,9,9,4,4,4,4,4,4,2,2,4,5,4,4,2,4,4,4,4,4,4,5,9,3,3,4,4,Z,,,,,,,,,A,B,C,E,H,,,,,,,,,,2,,,,,,A,B,4,2,1,1,2,1,1,4,1,1,1,1,1,5,,,,,,3,1,4,5,5,5,344
346,2,3,3,9,3,3,9,2,2,9,2,3,9,2,2,3,3,1,3,4,4,3,B,C,D,H,K,,,,,,,,,,,3,3,3,9,3,4,9,9,3,3,2,1,2,3,4,9,3,3,3,1,3,3,3,9,9,1,3,3,9,9,3,2,3,3,3,I,,,,,,,,,G,I,C,G,,,,,,,,,,,1,9,3,2,2,2,C,H,4,4,1,1,2,2,1,4,2,1,1,1,1,2,,,,,,1,3,4,3,2,2,345
347,4,4,3,9,4,4,9,9,9,3,1,9,9,3,9,5,5,4,9,2,2,5,B,C,,,,,,,,,,,,,,4,4,5,9,9,9,9,9,5,9,4,5,4,5,5,9,9,4,4,2,4,4,4,5,4,9,9,4,5,9,9,1,4,1,5,Z,,,,,,,,,B,A,G,B,E,G,I,,,,,,,,2,,,,,,G,M,5,6,1,2,2,1,1,4,1,2,2,1,2,2,,,,,,3,3,4,9,9,9,346
348,4,5,5,5,4,5,4,4,5,5,4,4,9,9,4,4,3,5,5,9,4,4,D,H,,,,,,,,,,,,,,9,9,9,9,9,4,9,9,9,9,4,4,4,4,4,3,4,4,4,4,4,4,4,9,4,9,9,9,9,9,9,4,4,4,4,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,C,J,5,6,2,1,2,1,1,2,1,1,2,2,1,2,,,,,,2,2,4,4,4,4,347
349,5,5,4,3,4,3,9,4,4,3,9,4,4,4,4,5,4,4,4,5,4,5,C,D,,,,,,,,,,,,,,4,4,9,3,9,9,9,9,4,9,4,4,4,4,4,4,4,4,9,4,9,4,9,9,4,9,9,4,4,9,9,4,4,4,4,Z,,,,,,,,,Z,,,F,H,I,,,,,,,,,1,4,5,5,5,5,A,F,5,3,1,2,2,1,1,3,1,1,1,2,2,3,,,,,,3,3,4,4,9,4,348
350,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,C,D,E,H,J,K,L,N,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,Z,,,,,,,,,A,H,I,H,I,,,,,,,,,,1,4,4,4,4,4,A,J,5,3,1,1,2,1,2,4,1,1,1,1,1,2,,,,,,2,3,4,4,4,4,349
351,4,4,5,3,4,4,4,5,3,4,9,4,3,4,4,4,4,3,4,4,4,4,B,D,G,K,L,M,,,,,,,,,,5,4,9,9,4,9,5,5,5,9,4,4,4,4,4,4,4,4,4,4,9,9,3,9,4,5,9,4,5,5,9,4,4,4,4,Z,,,,,,,,,H,B,C,A,B,C,E,G,H,K,,,,,2,,,,,,F,G,4,3,2,1,2,1,1,5,1,1,2,1,1,1,,,,,,1,2,5,5,5,5,350
352,4,3,4,2,3,4,3,3,4,4,4,3,4,4,1,3,1,9,4,3,4,1,D,,,,,,,,,,,,,,,4,4,3,9,9,4,9,9,9,9,2,4,3,2,1,1,2,3,9,4,3,4,3,3,4,9,9,3,9,9,9,5,5,1,3,Z,,,,,,,,,H,G,B,E,,,,,,,,,,,1,4,5,4,3,3,C,J,4,4,1,2,2,1,2,3,1,1,1,1,1,2,,,,,,3,3,4,4,4,3,351
353,4,4,4,2,4,4,4,3,3,4,9,9,4,4,4,4,3,2,3,1,4,2,D,F,,,,,,,,,,,,,,4,1,3,9,4,4,9,9,4,9,2,4,2,4,4,4,4,4,4,4,4,4,2,3,9,4,9,9,2,4,9,9,4,4,4,Z,,,,,,,,,G,A,I,B,C,,,,,,,,,,1,5,5,4,4,4,F,I,4,4,2,2,2,1,1,3,1,1,1,2,1,2,,,,,,2,3,4,4,4,4,352
354,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,4,D,O,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,5,5,Z,,,,,,,,,Z,,,E,H,,,,,,,,,,2,,,,,,E,H,5,5,1,2,2,1,1,3,1,1,2,2,1,2,,,,,,2,2,4,4,4,4,353
355,5,5,5,5,5,5,5,5,5,5,9,5,5,9,5,5,4,5,5,5,5,5,B,C,D,F,K,N,,,,,,,,,,5,5,9,9,9,9,9,9,5,9,5,5,5,5,5,3,4,4,5,5,5,4,9,5,9,9,5,5,9,9,4,5,5,3,5,Z,,,,,,,,,Z,,,E,G,I,K,,,,,,,,1,2,2,1,1,4,C,J,4,4,1,2,2,1,1,4,2,2,1,1,1,6,,,,,,2,1,5,5,5,5,354
356,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,Z,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,1,1,Z,,,,,,,,,Z,,,Z,,,,,,,,,,,2,,,,,,Z,,5,4,1,2,2,1,1,5,1,2,1,1,2,2,,,,,,4,6,1,1,1,1,355
357,4,4,5,4,4,4,3,9,4,3,3,9,9,3,5,5,2,2,3,4,4,4,B,F,J,M,,,,,,,,,,,,5,3,5,9,9,9,4,5,3,4,5,5,4,5,2,2,3,2,9,4,5,5,5,4,4,9,3,5,4,9,3,4,2,4,4,Z,,,,,,,,,B,G,A,B,D,E,F,G,H,,,,,,1,5,4,4,4,3,D,J,5,4,2,2,2,1,1,4,1,1,1,1,1,5,,,,,,1,3,4,4,4,3,356
358,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,B,C,J,N,,,,,,,,,,,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,Z,,,,,,,,,H,I,,A,B,,,,,,,,,,1,3,3,3,3,3,A,C,4,4,1,2,2,1,2,5,1,1,1,1,1,1,,,,,,4,3,3,3,3,3,357
359,3,4,3,3,3,3,3,3,9,9,9,9,9,9,2,2,2,9,4,4,3,3,B,C,D,J,,,,,,,,,,,,3,4,3,3,9,9,4,3,3,9,2,3,4,4,3,9,3,4,9,3,9,3,3,9,2,9,9,3,3,4,9,4,4,3,2,Z,,,,,,,,,A,B,E,E,F,G,,,,,,,,,1,4,4,3,9,2,C,,5,3,2,1,2,2,1,2,1,2,1,1,1,2,,,,,,2,3,9,9,9,9,358
360,4,2,5,2,4,4,4,2,2,5,4,4,4,4,5,5,5,9,5,4,2,4,C,N,,,,,,,,,,,,,,4,5,9,9,9,9,9,9,9,9,2,4,2,4,4,2,2,2,4,9,4,4,4,4,4,9,9,4,9,9,9,4,4,4,2,Z,,,,,,,,,A,B,G,B,E,H,I,,,,,,,,2,,,,,,B,J,5,5,2,2,2,1,2,5,1,1,1,2,1,2,,,,,,2,3,4,3,2,3,359
361,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,9,5,9,2,5,B,C,F,G,K,N,,,,,,,,,,5,5,5,9,9,9,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,2,5,Z,,,,,,,,,G,B,A,E,G,,,,,,,,,,2,,,,,,B,H,5,5,2,1,2,2,1,2,1,1,1,1,1,2,,,,,,1,2,4,4,4,4,360
362,4,5,4,3,3,5,5,3,9,2,5,5,5,3,4,4,4,3,5,5,5,5,D,K,L,N,,,,,,,,,,,,5,5,5,3,3,3,5,5,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,B,F,G,,,,,,,B,G,,G,I,K,,,,,,,,,2,,,,,,A,F,4,5,2,1,2,1,2,3,1,1,1,2,2,2,,,,,,2,5,9,9,9,9,361
363,4,4,4,9,4,4,9,9,9,4,9,9,9,9,4,4,4,4,4,4,2,4,C,N,,,,,,,,,,,,,,4,4,9,9,9,9,9,9,9,9,4,4,2,4,4,4,4,4,9,9,9,9,9,9,4,9,9,4,9,9,9,5,5,5,3,Z,,,,,,,,,Z,,,B,E,,,,,,,,,,2,,,,,,A,H,2,2,2,2,2,1,1,4,1,1,1,1,1,9,,,,,,1,5,9,9,9,9,362
364,4,4,4,4,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,B,C,D,E,F,G,J,,,,,,,,,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,B,D,H,A,B,C,E,G,,,,,,,1,5,5,5,5,5,C,E,5,5,1,2,2,1,2,5,1,1,1,1,1,5,,,,,,2,2,5,5,5,5,363
365,5,4,4,5,5,3,5,5,4,5,3,4,3,5,3,4,3,3,4,5,4,4,C,D,L,M,,,,,,,,,,,,5,5,3,3,3,3,5,3,5,4,4,4,4,4,5,4,3,4,4,5,4,3,4,4,5,5,5,5,5,5,5,5,5,4,5,A,B,C,G,,,,,,A,H,B,C,E,G,H,K,,,,,,,1,4,4,4,4,5,A,C,3,3,2,2,2,1,1,4,1,2,1,1,1,2,5,,,,,1,2,5,5,5,4,364
366,4,2,3,4,4,4,3,4,3,3,4,4,3,3,4,4,2,9,3,3,3,2,B,D,F,L,N,,,,,,,,,,,3,3,9,4,3,4,3,3,3,3,3,4,3,1,1,1,2,2,3,3,4,4,3,4,3,4,3,3,3,4,9,3,4,2,3,Z,,,,,,,,,C,G,B,C,G,H,,,,,,,,,1,4,4,4,4,4,B,C,5,2,2,1,2,2,1,2,1,1,1,1,1,5,,,,,,2,3,4,3,4,4,365
367,4,4,5,4,5,5,4,4,4,3,4,4,3,4,2,4,4,4,5,4,4,4,C,D,K,N,,,,,,,,,,,,5,4,3,1,4,3,5,3,4,3,4,5,4,4,4,3,4,4,2,4,2,4,4,4,4,4,3,4,4,4,5,5,5,1,4,Z,,,,,,,,,D,B,A,B,E,H,I,,,,,,,,1,4,5,5,5,5,C,F,5,4,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,2,2,4,4,4,2,366
368,5,5,5,9,5,5,9,9,5,9,9,9,5,5,5,5,5,5,5,9,5,5,Z,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,9,9,5,5,5,5,5,9,9,9,9,9,9,9,5,5,5,5,Z,,,,,,,,,H,B,A,B,E,G,K,,,,,,,,2,,,,,,H,L,5,4,2,2,2,1,1,4,1,2,1,2,2,2,,,,,,2,5,9,9,9,9,367
369,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,B,C,D,E,G,J,L,M,O,,,,,,,5,5,5,4,4,9,5,5,5,9,4,5,4,5,5,4,5,4,5,5,5,4,4,5,5,5,9,5,5,5,9,4,5,4,4,Z,,,,,,,,,Z,,,B,C,E,H,,,,,,,,2,,,,,2,A,K,4,2,2,2,2,1,1,5,1,1,1,1,1,2,,,,,,1,1,5,9,9,9,368
370,4,5,5,5,5,5,5,5,9,4,4,4,9,9,5,5,5,9,5,5,2,5,C,D,,,,,,,,,,,,,,5,4,9,9,9,4,9,5,5,9,5,5,5,5,9,5,5,9,5,9,4,9,9,4,9,4,5,9,9,5,5,5,5,5,5,Z,,,,,,,,,A,B,E,E,G,K,,,,,,,,,2,,,,,,A,F,4,3,2,1,2,2,1,2,1,1,2,1,1,1,4,,,,,2,3,5,5,5,5,369
371,3,4,4,4,3,3,4,4,2,3,2,3,3,3,4,4,4,9,4,3,4,5,B,E,F,H,K,,,,,,,,,,,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,1,2,3,2,5,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,Z,,,,,,,,,F,I,C,A,C,D,E,F,G,H,I,J,,,1,4,4,4,4,4,A,C,5,1,1,1,2,1,2,4,1,1,1,1,1,2,,,,,,3,5,3,3,3,3,370
