OBJECTID,COMPKEY,UNITID,UNITDESC_ASSET,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,SEGKEY,UNITDESC_SEG,UNITTYPE,INSTALL_DATE,MAINTAINED_BY,MAINTFINANCIALRESP,STRWALLRATING,STRWALLCONDITION,SDWRATING,SDWCONDITION,INSPECTIONKEY,INSPCOMPDATE,STRWALLTYPE,SDWSURFACETYPE,SDWSUPPORTTYPE,ARWWALLMAXHT,ARWWALLMINHT,ARWWALLLENGTH,SDWWIDTH,RDWYSTR_DBID,ARWFUNCTION,OVERRIDEYN,OVERRIDECOMMENT,ARWWIDTH,CURRENT_STATUS_DATE,ADDDTTM,MODDTTM,EXPBY,EXPDATE,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,NUM_ATTACHMENTS,SHAPE_Length,SHAPE_Area
28242,512421,ARW-028,621 S KING ST BETWEEN MAYNARD AVE S AND 6TH AVE S,,INSVC,DISTRICT2,,16,20599,S KING ST BETWEEN 6TH AVE S AND MAYNARD AVE S,ARW,,,,82.5,Good,72,Fair,14519,2022/07/26 11:29:59+00,Concrete,RC Reinforced Concrete,,16,12,129,0,A027A,,N,,9,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/08/02 00:00:00+00,,,,,,,,,,,,0,262.264440344674,973.08590672201
28243,512423,ARW-030,515 MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,,INSVC,DISTRICT2,,16,11702,MAYNARD AVE S BETWEEN S WELLER ST AND S LANE ST,ARW,,,,80,Good,85,Good,14521,2022/06/22 14:50:00+00,Concrete,Steel Grating,,13,,60,0,A028,,N,,8.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/06/23 00:00:00+00,,,,,,,,,,,,0,134.36959755795,560.656788990401
28244,512424,ARW-031,525 MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,,INSVC,DISTRICT2,,16,11701,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,ARW,,,,0,,0,,14522,2022/03/31 14:28:00+00,Concrete,,,20,18,60,0,A029,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,146.257428590344,635.189438324828
28245,512425,ARW-032,506 MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,,INSVC,DISTRICT2,,16,11701,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,ARW,,,,80,Good,86.7,Good,14523,2022/04/18 14:28:00+00,Concrete Gravity,Concrete,Concrete Slabs,8,8,37,15,A030,Storage,N,,7.33,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/04/29 00:00:00+00,,,,,,,,,,,,0,137.657517435599,554.248607933703
28246,512434,ARW-041,553 1ST AVE S BETWEEN S KING ST AND RAILROAD WAY S,,INSVC,DISTRICT2,,16,1189,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,ARW,,,,,,,,,,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab,9,,21,16,A036,Storage,N,,6.1,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,116.08821357067,475.266790993954
28247,512433,ARW-040,216 4TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,,INSVC,DISTRICT2,DISTRICT7,16,6227,4TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,0,,0,,14532,2022/03/31 14:28:00+00,,,,12,,60,0,A035,,N,,10.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,131.115021415251,284.772525896563
28248,512436,ARW-043,419 OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING ST,,INSVC,DISTRICT2,,16,12023,OCCIDENTAL AVE S BETWEEN S JACKSON ST AND S KING E ST,ARW,,,,,,,,,,Concrete,RC Reinforced Concrete,RC Slab,7,,35,0,A038,,N,,7,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,87.8759267926758,407.002030108277
28249,601068,ARW-054,821 2ND AVE BETWEEN 1ST AVE AND 2ND AVE,SDOT,INSVC,DISTRICT7,,16,11663,MARION ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,SDOT,,0,,0,,14666,2022/06/30 12:00:00+00,Material is covered and unable to view,Concrete,Material is covered and unable to view,0,0,0,12,A047B,,N,,6,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,181.229322933248,938.478532149246
28250,577526,ARW-044,WESTLAKE AVE N AND MERCER ST,,OUTSVC,DISTRICT7,,16,13536,WESTLAKE AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,ARW,2011/11/30 00:00:00+00,,,,,,,,,,RC Reinforced Concrete,,9,9,50,0,A039,,N,,16,2021/12/10 00:00:00+00,2011/12/02 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,141.962666148312,785.234923753938
28251,601060,ARW-047,700 3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,,,DISTRICT7,,16,4376,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,ARW,,,,0,,0,,14660,2022/06/30 12:00:00+00,,,,0,0,0,0,A042,,N,,0,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,259.331283278519,1363.48269605581
28252,601058,ARW-045,500 4TH AVE BETWEEN 4TH AVE AND 5TH AVE,CNTY,,DISTRICT7,,16,11062,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,ARW,1971/12/31 00:00:00+00,,,0,,0,,14658,2022/06/30 12:00:00+00,,,,,,0,0,A040A,,N,,0,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,201.683640090381,1970.7441515394
28253,601064,ARW-051,710 2ND AVE BETWEEN 2ND AVE AND CHERRY ST,SDOT,INSVC,DISTRICT7,,16,2750,2ND AVE BETWEEN CHERRY ST AND COLUMBIA ST,ARW,,SDOT,,0,,0,,14663,2022/06/30 12:00:00+00,Concrete Gravity,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,14,14,58,18,A043D,Utility,N,,15.3,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,279.076017134333,2085.6451008706
28254,601059,ARW-046,500 4TH AVE BETWEEN 4TH AVE AND 5TH AVE,CNTY,,DISTRICT7,,16,11062,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,ARW,1971/12/31 00:00:00+00,,,0,,0,,14659,2022/06/30 12:00:00+00,,,,,,0,0,A040B,,N,,0,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,69.1375749522276,296.325706602572
28255,602995,ARW-052,814 2ND AVE BETWEEN MARION ST AND COLUMBIA ST,,INSVC,DISTRICT7,,16,2751,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,ARW,,,,0,,0,,14664,2022/06/30 12:00:00+00,Stone Block,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,9,0,60,18,A046,,N,,14.5,,2013/07/24 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,149.51632700435,950.090939626917
28256,601067,ARW-053,821 2ND AVE BETWEEN COLUMBIA ST AND MARION ST,,INSVC,DISTRICT7,,16,2751,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,ARW,,,,0,,0,,14665,2022/06/30 12:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab,15,0,78,18,A047A,,N,,8,,2013/06/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,217.773288403895,1496.28898660315
28257,512431,ARW-038,220 4TH AVE S BETWEEN 5TH AVE S AND 4TH AVE S,,INSVC,DISTRICT2,DISTRICT7,16,6227,4TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,0,,0,,14530,2022/03/31 14:28:00+00,Concrete,RC Reinforced Concrete,,12,,71,0,A034A,,N,,8.83,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,77.8632767344516,317.69214697501
28258,512432,ARW-039,220 4TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,,INSVC,DISTRICT2,DISTRICT7,16,6227,4TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,0,,0,,14531,2022/03/31 14:28:00+00,Concrete,RC Reinforced Concrete,,12,,58,0,A034B,,N,,10.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,127.247519672509,210.397609727386
28259,512449,ARW-078,633 POST ST BETWEEN COLUMBIA ST. AND CHERRY ST.,PRIV,INSVC,DISTRICT7,,16,12254,POST AVE BETWEEN COLUMBIA ST AND MARION ST,ARW,,,,,,,,,,Brick,RC Reinforced Concrete,,9,9,92,0,A10013A,,N,,4.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,188.167875470492,1219.83997981106
28260,512609,ARW-239,100 1ST AVE S BETWEEN YESLER AND WASHINGTON,PRIV,INSVC,DISTRICT7,,16,1185,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,0,Poor,0,Poor,15094,2021/08/19 09:59:59+00,Stone Block,Concrete,Concrete Filled Metal Deck,10,10,79,16,A901A,Storage,N,,14.1,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/10 00:00:00+00,,,,,,,,,,,,0,196.839259992846,1508.19177261961
28261,512442,ARW-071,83 S KING ST BETWEEN 1ST AVE S AND ALASKAN WAY S,PRIV,INSVC,DISTRICT2,,16,20593,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,ARW,,,,0,Poor,0,Poor,12694,2020/10/29 11:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,Arch on Steel Beam,6,6,105,17,A10011A,None,N,,14.33,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,191.317589120192,1427.13669316477
28262,512626,ARW-256,EASTLAKE AVE E AT NELSON ST,SDOT,INSVC,DISTRICT3,,16,14519,E NELSON PL BETWEEN EASTLAKE AVE E AND DEAD END,ARW,,SDOT,,,,,,,,Concrete Gravity,RC Reinforced Concrete,,30,20,272,0,A914,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,248.161831347114,1636.77113364936
28263,512450,ARW-079,WESTERN ST BETWEEN COLUMBIA ST. AND CHERRY ST.,PRIV,INSVC,DISTRICT7,,16,13496,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,ARW,,,,,,,,,,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab,7,5,98,10,A10013B,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,186.813392859537,1291.01707480866
28264,512444,ARW-073,83 S KING ST BETWEEN 1ST AVE S AND ALASKAN WAY S,PRIV,INSVC,DISTRICT2,,16,20593,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,ARW,,,,0,Poor,0,Poor,12854,2020/11/25 11:29:59+00,RC Reinforced Concrete,RC Reinforced Concrete,Arch on Steel Beam,7,6,119,17,A10011C,None,N,,14.4,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,320.956575353397,2618.53319357499
28265,512577,ARW-207,506 MAYNARD AVE S BETWEEN KING ST AND WELLER ST,,INSVC,DISTRICT2,,16,11701,MAYNARD AVE S BETWEEN S KING ST AND S WELLER ST,ARW,,,,0,,0,,14535,2022/03/31 14:28:00+00,,,,,,0,0,A506,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,141.358065119899,587.984062675578
28266,512445,ARW-074,83 S KING ST BETWEEN S KING ST AND RAILROAD WAY S,PRIV,INSVC,DISTRICT2,,16,20592,S KING ST BETWEEN ALASKAN WAY S AND ALASKAN E RDWY WAY S,ARW,,,,0,Poor,0,Poor,12859,2020/11/25 12:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,Concrete Arch on Steel Beam,8,6,58,16,A10011D,Utility,N,,13.9,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,194.92433625733,1359.3358872496
28267,512578,ARW-208,610 PIKE ST BETWEEN 6TH AVE AND 7TH AVE,PRIV,INSVC,DISTRICT7,,16,12202,PIKE ST BETWEEN 6TH AVE AND 7TH AVE,ARW,,PRIV,,0,,0,,14762,2023/09/30 12:00:00+00,,,Arch on Steel Beam,8,8,120,0,A600,,N,,8,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,154.867233268209,1269.68995385195
28268,512462,ARW-091,MARION ST BETWEEN POST ST. AND 1ST AVE,,INSVC,DISTRICT7,,16,11662,MARION ST BETWEEN POST AVE AND 1ST AVE,ARW,,,,,,,,,,Concrete Gravity,,Arch on Steel Beam,24,,111,0,A102,,N,,12,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,241.932791895979,1209.75507266666
28269,512446,ARW-075,101 KING ST BETWEEN FIRST AVE AND ALASKAN FY,,INSVC,DISTRICT2,,16,20593,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,ARW,,,,0,Not Rated,0,Not Rated,17274,2023/06/22 13:15:59+00,RC Reinforced Concrete,RC Reinforced Concrete,,8,8,,0,A10012A,,N,,10.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,197.336093654956,1576.84272183905
28270,512592,ARW-222,706 PIKE ST BETWEEN 7TH AVE AND 8TH AVE,PRIV,INSVC,DISTRICT7,,16,12203,PIKE ST BETWEEN 7TH AVE AND 8TH AVE,ARW,,PRIV,,0,,0,,14763,2023/09/30 12:00:00+00,,RC Reinforced Concrete,,,,120,0,A706,,N,,16,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,279.83423769129,1713.74922008919
28271,512597,ARW-227,206 3RD AVE S BETWEEN MAIN AND WASHINGTON,,INSVC,DISTRICT7,,16,4515,3RD AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,Concrete Gravity,,Arch on Steel Beam,10,,30,0,A8003,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,85.350470131652,382.574459777725
28272,512504,ARW-133,1ST AVE S BETWEEN MAIN AND JACKSON,PRIV,INSVC,DISTRICT7,,16,1187,1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,ARW,,,,,,,,,,Stone Block,Concrete,Concrete Arch on Steel Beam,9,0,28,0,A1702,Utility,N,,14,2020/07/14 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,89.359275528315,440.942937878549
28273,512490,ARW-119,209 2ND AVE S BETWEEN WASHINGTON AND MAIN,,OUTSVC,DISTRICT7,,16,2869,2ND AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,,,,,,,Concrete Gravity,Concrete,,0,0,60,0,A1402,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,139.583770515775,594.589080581942
28274,601082,ARW-061,1100 2ND AVE BETWEEN 2ND AVE AND 3RD AVE,,,DISTRICT7,,16,2756,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,70,Fair,76.7,Fair,14680,2023/01/31 01:30:00+00,RC Reinforced Concrete,RC Reinforced Concrete,,25,7,72,0,A058A,,N,,11,,2013/06/25 00:00:00+00,2023/02/17 00:00:00+00,,,,,,,,,,,,0,241.308527123644,1332.12002025733
28275,512629,ARW-259,2115 WESTLAKE AVE AT LENORA ST,,INSVC,DISTRICT7,,16,11373,LENORA ST BETWEEN 7TH AVE AND 8TH AVE,ARW,,SDOT,,,,,,,,RC Reinforced Concrete,,,,,104,0,A917,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,445.438132068038,4232.89002266885
28276,512447,ARW-076,101 KING ST BETWEEN FIRST AVE AND ALASKAN FY,,OUTSVC,DISTRICT2,,16,20593,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,ARW,,,,,,,,,,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab,8,8,69,16,A10012B,None,N,,10,2019/12/06 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,282.157443850449,2227.13945295924
28277,512448,ARW-077,101 KING ST BETWEEN FIRST AVE AND ALASKAN FY,,INSVC,DISTRICT2,,16,20593,S KING ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,ARW,,,,,,,,,,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab,7,8,76,16,A10012C,Utility,N,,4.25,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,110.372114959346,616.159219352652
28278,512416,ARW-023,214 WASHINGTON ST BETWEEN 2ND AVE EXT AND 3RD AVE,,INSVC,DISTRICT7,,16,21492,S WASHINGTON ST BETWEEN 2ND AV ET S AND 3RD AVE S,ARW,,,,,,,,,,,,,,,0,0,A023,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,144.719285147456,833.134906477669
28279,512546,ARW-175,4TH AVE S BETWEEN MAIN AND JACKSON,,INSVC,DISTRICT2,DISTRICT7,16,6228,4TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,ARW,,,,0,,0,,14533,2022/03/31 14:28:00+00,,,,,,0,0,A212B,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/05 00:00:00+00,,,,,,,,,,,,0,128.45476329374,289.560669576711
28280,512395,ARW-002,CHERRY ST BETWEEN 2ND AVE AND 1ST AVE,,INSVC,DISTRICT7,,16,9659,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,,,,,,,Brick,,,8,,49,12,A002,,N,,4,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,234.859128246786,1032.00211059997
28281,601075,ARW-059,"1118 5TH AVE, SENECA ST BETWEEN 5TH AVE AND 6TH AVE",,INSVC,DISTRICT7,,16,7231,5TH AVE BETWEEN SPRING ST AND SENECA ST,ARW,,,,73.3,Fair,71.7,Fair,14678,2023/01/10 11:00:00+00,RC Reinforced Concrete,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,12,9,53,12,A056,Storage,N,,10,2023/01/10 00:00:00+00,2013/06/25 00:00:00+00,2023/01/13 00:00:00+00,,,,,,,,,,,,0,163.117964083829,618.404002574492
28282,618596,ARW-275,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,,INSVC,DISTRICT7,,16,1001,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,ARW,,,,,,,,,,,,,0,0,144,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,389.381072738053,2579.45682722004
28283,512396,ARW-003,CHERRY ST BETWEEN 3RD AVE AND 2ND AVE,,INSVC,DISTRICT7,,16,9660,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,0,,0,,14654,2022/06/30 12:00:00+00,RC Reinforced Concrete,,,15,1,116,7,A003,Utility,N,,7,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,357.108499581863,3072.91423154416
28284,512535,ARW-164,203 PIKE ST BETWEEN 2ND AVE AND 3RD AVE,PRIV,INSVC,DISTRICT7,,16,12198,PIKE ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,PRIV,,0,,0,,14761,2023/09/30 12:00:00+00,,,,,,0,0,A203,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,102.790851832917,487.619030461889
28285,512627,ARW-257,1501 4TH AVE BETWEEN PIKE ST AND PINE ST,PRIV,INSVC,DISTRICT7,,16,6131,4TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,PRIV,,0,,0,,14764,2023/09/30 12:00:00+00,,,,0,0,0,0,A915,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/05/27 00:00:00+00,,,,,,,,,,,,0,930.741993718897,9669.1544757817
28286,618560,ARW-264,551  1ST  AVE S,,INSVC,DISTRICT2,,16,1189,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,113.894090547459,459.396047095516
28287,512496,ARW-125,2ND EXT AVE S BETWEEN WASHINGTON AND MAIN,,INSVC,DISTRICT7,,16,2925,2ND AV ET S BETWEEN S MAIN ST AND S WASHINGTON ST,ARW,,,,,,,,,,,,,,,0,0,A1501C,,N,,0,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,161.013195679535,731.652004055768
28288,618565,ARW-269,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST at 90 YESLER WAY,,INSVC,DISTRICT7,,16,13496,WESTERN AVE BETWEEN YESLER WAY AND COLUMBIA ST,ARW,,,,,,,,,,,Concrete,,0,0,0,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,171.917950072948,716.414850337615
28289,512410,ARW-017,5TH AVE AT DENNY WAY,PRIV,INSVC,DISTRICT7,,16,7250,5TH AVE N BETWEEN DENNY WAY AND JOHN ST,ARW,,,,0,,0,,14515,2022/03/31 14:28:00+00,Stone Block,,,8,7,100,0,A017,,N,,9.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,227.110978288024,1289.24377438699
28290,512394,ARW-001,1ST AVE BETWEEN BAY ST AND EAGLE ST,,INSVC,DISTRICT7,,16,1023,1ST AVE BETWEEN WARREN PL AND BAY ST,ARW,,,,,,,,,,,RC Reinforced Concrete,,8,0,36,0,A001,,N,,15,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,117.087406495994,726.456439154557
28291,618561,ARW-265,500  1ST  AVE S,,INSVC,DISTRICT2,,16,1189,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,ARW,,,,,,,,,,,,,0,0,300,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,613.006263640282,4524.76888564466
28292,512545,ARW-174,212 4TH AVE S BETWEEN WASHINGTON AND MAIN,,INSVC,DISTRICT2,DISTRICT7,16,6227,4TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,0,Not Rated,0,Not Rated,16595,2023/03/01 14:18:00+00,Concrete Gravity,,,18,14,0,0,A212A,,N,,9.5,2023/03/01 00:00:00+00,2009/12/21 00:00:00+00,2023/03/13 00:00:00+00,,,,,,,,,,,,0,271.824860709603,917.662294120422
28293,512545,ARW-174,212 4TH AVE S BETWEEN WASHINGTON AND MAIN,,INSVC,DISTRICT2,DISTRICT7,16,6227,4TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,ARW,,,,0,Not Rated,0,Not Rated,16595,2023/03/01 14:18:00+00,Concrete Gravity,,,18,14,0,0,A212A,,N,,9.5,2023/03/01 00:00:00+00,2009/12/21 00:00:00+00,2023/03/13 00:00:00+00,,,,,,,,,,,,0,136.881467619201,292.311051149211
28294,618562,ARW-266,501 1ST AVE S,,INSVC,DISTRICT2,,16,1189,1ST AVE S BETWEEN S KING ST AND RAILROAD N WAY S,ARW,,,,,,,,,,RC Reinforced Concrete,RC Reinforced Concrete,Concrete Arch on Steel Beam,7,0,58,16,,,N,,14.25,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,354.824646738004,2784.89848508746
28295,618563,ARW-267,7TH AVE S BETWEEN S JACKSON ST AND S KING ST,,INSVC,DISTRICT2,,16,8207,7TH AVE S BETWEEN S JACKSON ST AND S KING ST,ARW,,,,0,,0,,14536,2022/03/31 14:28:00+00,,,,0,0,0,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2023/03/30 00:00:00+00,,,,,,,,,,,,0,69.7075375627738,256.931482617945
28296,618597,ARW-276,COLUMBIA ST BETWEEN 1ST AVE AND 2ND AVE,,INSVC,DISTRICT7,,16,9728,COLUMBIA ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,,,,,,,,,,0,0,133,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,253.944934272948,1384.84758706731
28297,618570,ARW-274,4TH AVE S BETWEEN 4TH AVE AND S WASHINGTON ST,,INSVC,DISTRICT2,DISTRICT7,16,6226,4TH AVE S BETWEEN 4TH AVE AND S WASHINGTON ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/25 00:00:00+00,2014/07/25 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,135.678895602576,449.072055365766
28298,618598,ARW-277,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,,INSVC,DISTRICT7,,16,4376,3RD AVE BETWEEN CHERRY ST AND COLUMBIA ST,ARW,,,,0,,0,,14668,2022/06/30 12:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,28,28,56,18,,Business,N,,17,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,278.951674631971,2180.69053684964
28299,618599,ARW-278,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE at 215 COLUMBIA ST,PRIV,INSVC,DISTRICT7,,16,9729,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,PRIV,,0,Not Rated,91.7,Good,14669,2022/11/02 01:30:00+00,RC Reinforced Concrete,Concrete,RC Slab,19,13,101,6,,Mechanical Room,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/11/03 00:00:00+00,,,,,,,,,,,,0,70.4408717158881,283.474481148935
28300,618600,ARW-279,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,,INSVC,DISTRICT7,,16,9729,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,0,,0,,14670,2022/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,106.033538810689,630.719349636673
