1823.fipstwo,31011,f31011
2423.county,Edgefielpd ,Edgefield 
259.fipstwo,f01053,f08017
614.statefips,77,19
2652.statevalue,X,TX
133.fipstwo,f02105,f05073
2639.statevalue,X,TX
1668.county,nAson ,Anson 
148.statefips,2.0,5
608.county,Jefferso n,Jefferson 
275.fips,2013.0,8049
2642.county,Camron ,Cameron 
958.statevalue,S,KS
237.fips,2068.0,6091
1194.fipstwo,f250w21,f25021
2523.fipstwo,f74013,f47013
411.countytwo,Cadlhoun ,Calhoun 
401.fips,2016.0,13017
1969.countytwo,Sievrra ,Sierra 
1513.fipstwo,kf29211,f29211
144.countytwo,Monro e,Monroe 
1622.county,Ferus ,Fergus 
235.statecounty,AK_Dillingham Census Area,CA_Santa Cruz
569.statefips,99,19
328.statevalue,L,FL
207.county,Lake and Peninsula Borough,Kings 
225.statevalue,AK,CA
78.statevalue,LA,AL
2280.countytwo,Fayette ***,Fayette 
978.statecounty,KS_ussell,KS_Russell
3131.statecounty,WIO_zaukee,WI_Ozaukee
428.statevalue,A,GA
1868.county,Keiuth ,Keith 
339.statevalue,L,FL
2872.countytwo,avis ,Davis 
435.statefips,64,13
2577.countytwo,eMigs ,Meigs 
51.county,Cullwman ,Cullman 
68.statevalue,LA,AL
1273.statecounty,M_IIron,MI_Iron
348.statevalue,FcL,FL
2305.fipstwo,jf42101,f42101
2230.statecounty,R_Grant,OR_Grant
237.statefips,2.0,6
1811.statevalue,aND,ND
958.statecounty,KS_Morris***,KS_Morris
178.county,Hoonah-Angoon Census Area,Cochise 
355.fips,2068.0,12061
2459.countytwo,gButte ,Butte 
2554.countytwo,Hbaywood ,Haywood 
622.statecounty,IA_Mills***,IA_Mills
446.statefips,42,13
2738.fipstwo,f4823,f48253
2954.statecounty,VA_Harrisonbur gcity,VA_Harrisonburg city
220.statecounty,AK_Kenai Peninsula Borough,CA_Nevada
2082.countytwo,Greeen ,Greene 
2100.fipstwo,f3093,f39093
1777.countytwo,Dun ,Dunn 
1165.statevalue,LoA,LA
507.fipstwo,1f3233,f13233
1560.fipstwo,f2067,f28067
547.statefips,46,13
1418.countytwo,Buhanan ,Buchanan 
205.county,Hoonah-Angoon Census Area,Inyo 
70.fips,2130.0,1081
993.countytwo,Wabaupnsee ,Wabaunsee 
2270.countytwo,Carion ,Clarion 
1719.county,dLincoln ,Lincoln 
138.statecounty,AR_Crawford,AR_Logan
74.fips,2100.0,1089
646.county,nVan Buren ,Van Buren 
2067.statevalue,HO,OH
413.statefips,54,13
598.statecounty,IA_Hacock,IA_Hancock
189.statecounty,AK_Nome Census Area,AZ_Santa Cruz
1247.county,Benzei ,Benzie 
2385.countytwo,an German Municipio,San German Municipio
1734.county,asquotank ,Pasquotank 
300.county,Denali Borough,Prowers 
694.county,Payette ***,Payette 
894.countytwo,Whvitley ,Whitley 
921.fipstwo,f20035,f20053
543.statefips,103,13
1144.countytwo,Jackon ,Jackson 
1538.countytwo,Clanrke ,Clarke 
2228.fipstwo,f410l19,f41019
129.statefips,2.0,5
2369.countytwo,Maricao Muncipio,Maricao Municipio
1451.fipstwo,2f9087,f29087
429.fipstwo,f02016,f13075
373.fipstwo,f02050,f12095
3039.county,Garnd Isle ,Grand Isle 
443.statevalue,pGA,GA
1955.statecounty,MN_Lea,NM_Lea
2547.statevalue,N,TN
73.county,Miacon ,Macon 
1985.county,Lyqon ,Lyon 
1513.countytwo,Sullvian ,Sullivan 
299.statecounty,AL_Cherokee,CO_Pitkin
1509.statecounty,MO_Stv. Louis city,MO_St. Louis city
213.fipstwo,f02013,f06043
206.fipstwo,f02016,f06029
