1125.address,z2655 Iberville St,2655 Iberville St
1460.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9651717001607, -90.0364666764789)"
271.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9780449910934, -90.1049937889135)"
257.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9476064212803, -90.0736778552943)"
1212.locationvalue,"(29.9476920583311, -90.0733334294844)","(29.9648481336828, -90.0402259022415)"
781.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9805129189438, -90.0833543180853)"
1545.type,4701  -HOTELS (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
2594.locationvalue,"(29.9701450027, -90.0595173806745)","(29.97019450027, -90.0595173806745)"
1189.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9664345098907, -90.086073281642)"
1800.locationvalue,"(29.9298825295208, -90.0755864593125)","(29.9518921087275, -90.0715033446081)"
772.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9637506792249, -90.0558881588377)"
1133.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9697848011653, -90.0676972224186)"
2480.y,527856.29,527799.29
1611.locationvalue,"(28.0988907068706, -101.517799134252)","(29.931780474389, -90.0971895976311)"
829.locationvalue,"(29.9647071287253, -90.0837190697134)","(29.9680982924113, -90.0812730386247)"
1195.expirationdate,07/15/2023 12:00:0 AM,07/15/2023 12:00:00 AM
1353.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9710988775408, -90.0893513018979)"
2576.locationvalue,"(29.9188192004532, -9m0.0931634603163)","(29.9188192004532, -90.0931634603163)"
794.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9597939524838, -90.0893217415139)"
1828.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9389236767493, -90.0709822418899)"
625.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.955035950579, -90.0724089681311)"
797.locationvalue,"(29.9663236986569, -90.0626983550869)","(30.0109135909557, -90.107813094218)"
1872.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9637115457021, -90.036320845599)"
1337.address,2411 Burwgundy St,2411 Burgundy St
2645.namevalue,2915 Pairs Ave,2915 Paris Ave
1874.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9460649871294, -90.0672728506824)"
2139.y,524600.31,524586.31
2215.x,3672121.07,3672069.07
1062.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9657627113271, -90.0614469605815)"
256.locationvalue,"(29.9397085402145, -90.0769715356914)","(29.9721734770562, -90.1076093383604)"
1230.expirationdate,08/25/2023 w11:59:59 PM,08/25/2023 11:59:59 PM
32.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9287184836197, -90.0773857520082)"
807.expirationdate,06/12/2023 11:u59:59 PM,06/12/2023 11:59:59 PM
529.namevalue,4855 Mgaazine St,4855 Magazine St
1668.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9692671802428, -90.0661073529398)"
2135.expirationdate,08/28/202302:57:08 PM,08/28/2023 02:57:08 PM
1246.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9706195788767, -90.0904481909188)"
505.address,638 S Rocheblavke St,638 S Rocheblave St
1562.locationvalue,"(29.9797552672736, -90.0746251213215)","(29.9599514881259, -90.0620410103638)"
1501.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9519018979106, -90.0714774522878)"
1549.address,221 CAMPb ST,221 CAMP ST
2777.expirationdate,03/01/2023 12:00:00 MA,03/01/2023 12:00:00 AM
252.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9394874516221, -90.0835934439949)"
1107.locationvalue,"(29.9419771752916, -90.0721996382078)","(29.9509195758468, -90.071331664973)"
101.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9398345561541, -90.0780991746326)"
1572.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9585803032916, -90.0199780799606)"
1578.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.952617600004, -90.0496927733629)"
593.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9698471121716, -90.0868053903864)"
1323.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9764420068768, -90.0520883461921)"
1698.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9712614285621, -90.0483140789121)"
2670.locationvalue,"(29.9637208197491,h -90.041583292277)","(29.9637208197491, -90.041583292277)"
2545.address,2543 N Roman St Apt A,2453 N Roman St Apt A
1316.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9815167439907, -90.0906057464517)"
1539.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9384344490459, -90.0717195711501)"
655.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9634906457807, -90.035146171629)"
527.expirationdate,05/16/2203 11:59:59 PM,05/16/2023 11:59:59 PM
1680.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9299029872033, -90.0895883267456)"
1075.address,62 Pacific Ave,632 Pacific Ave
1517.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9758232481703, -90.0412405666411)"
1511.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9746499350423, -90.0513529110907)"
1740.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9692578038653, -90.0802422539881)"
1540.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9497577899405, -90.0723891075552)"
869.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9437862158387, -90.0486480502736)"
515.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9613336822367, -90.1218337337039)"
1408.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9718894038335, -90.0793692398078)"
1890.type,4701-  HOTELS (EXC CASINO HOTELS) & MOTELS,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS
1526.type,Short Term Rental Residential Ownre,Short Term Rental Residential Owner
2456.address,427 Orleans Ave,2427 Orleans Ave
474.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9773030554562, -90.0464704981358)"
1557.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9677708776907, -90.0511579866841)"
2773.locationvalue,"(29.9511193987627, -90.07614221028)","(29.9511193987627, -90.07164221028)"
1459.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9495363880042, -90.0764049746947)"
422.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9435768753863, -90.0784924033028)"
1620.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.960112114912, -90.0644025345515)"
185.address,33j14 Carondelet St Unit A,3314 Carondelet St Unit A
684.address,2908 Louisianna Ave,2908 Louisiana Ave
1061.namevalue,5015 S Johnson tS,5015 S Johnson St
410.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9406938618497, -90.0687618395514)"
1063.expirationdate,08/17/2023 1:59:59 PM,08/17/2023 11:59:59 PM
1419.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.950966788486, -90.0685054235266)"
2774.expirationdate,03/01/2023 12:000:0 AM,03/01/2023 12:00:00 AM
853.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9683726255635, -90.061968339967)"
1575.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9761589929875, -90.0806888136871)"
1754.namevalue,426 Gravie rSt,426 Gravier St
1006.expirationdate,04/18/2023 11:5:59 PM,04/18/2023 11:59:59 PM
1339.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9204853585791, -90.1077884635317)"
2225.locationvalue,"(29.973891253l3389, -90.0695346656366)","(29.9738912533389, -90.0695346656366)"
1502.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9749178463269, -90.0645237792433)"
1686.locationvalue,"(29.9314269620729, -90.0734543476571)","(29.9510151516853, -90.0712183830334)"
1068.locationvalue,"(29.9699506312954, -90.0496908172654)","(29.9670692069235, -90.0939731468884)"
110.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9779717900254, -90.0572560413245)"
527.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9706495416602, -90.0331485692467)"
2403.y,523313.13,523232.13
1234.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9713414245159, -90.0819948031365)"
456.locationvalue,"(29.9861617021688, -90.0616040310795)","(29.9674401110273, -90.0553114118681)"
1748.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9471587334654, -90.1076115633955)"
432.address,2425 Baeyou Rd,2425 Bayou Rd
296.expirationdate,06/1/2023 11:59:59 PM,06/14/2023 11:59:59 PM
1728.locationvalue,"(28.0988907068706, -101.517799134252)","(29.9484041719003, -90.0721543198545)"
539.namevalue,126 N Rampart St,2126 N Rampart St
561.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9689557626919, -90.0982919661504)"
243.address,3130 Milan St,3103 Milan St
1420.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9692905828372, -90.0581208479729)"
332.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.939719226075, -90.0984116085477)"
2588.expirationdate,09/20/2n023 11:59:59 PM,09/20/2023 11:59:59 PM
801.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9201529871236, -90.105110637492)"
438.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9453933043394, -90.049996322177)"
839.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9614131056613, -90.0387405174752)"
943.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.9501845930965, -90.0689321810152)"
1733.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9819998842026, -90.0752518507932)"
1900.type,Short Term RentalR esidential Owner,Short Term Rental Residential Owner
1151.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9300128689953, -90.1106841291711)"
1499.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9293266395834, -90.0770019511891)"
111.namevalue,628 BaronneSt Apt 204,628 Baronne St Apt 204
113.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9545222352273, -90.0528494476073)"
1533.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9366023897362, -90.0761916351789)"
287.address,114 Touro St,1314 Touro St
1474.locationvalue,"(29.9614736430167, -90.0345747956616)","(29.9732450665584, -90.0747253923069)"
1675.address,120 S PIERCE T,120 S PIERCE ST
1573.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9550487442215, -90.0723981323925)"
1737.address,7135 S Claniborne Ave,7135 S Claiborne Ave
577.type,Short Term Rental Commbercial Owner,Short Term Rental Commercial Owner
1184.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9261905602868, -90.0788574488532)"
1629.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9635737355964, -90.065958690206)"
2176.type,Short Term Rental Residenital Owner,Short Term Rental Residential Owner
9.expirationdate,11/01/2022 11:59:59 wPM,11/01/2022 11:59:59 PM
251.locationvalue,"(29.9298147625628, -90.0924066302005)","(30.0179895893918, -90.0728530554801)"
219.locationvalue,"(29.9452594846043, -90.0747577308854)","(29.9438452662446, -90.1101700394508)"
69.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9372910692434, -90.0747617942331)"
1198.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9567676067903, -90.0688598593748)"
834.locationvalue,"(29.9605816137577, -90.0892762017721)","(30.0107815883785, -90.0598112578041)"
2520.address,1017 ourth St Unit C,1017 Fourth St Unit C
1694.namevalue,221 Hawthorne Pl,5221 Hawthorne Pl
2027.namevalue,600 Ccanal St Apt 507,600 Canal St Apt 507
220.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.970292536702, -90.0686073752641)"
2372.address,6397 Wet End Blvd,6397 West End Blvd
2731.address,1572 Magazine St AptG ,1572 Magazine St Apt G
866.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9365663088521, -90.109391690612)"
306.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9419609150981, -90.072261953553)"
2613.type,Short Term Rental Residnetial Owner,Short Term Rental Residential Owner
1367.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9459198243832, -90.0660207724941)"
233.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9303701733476, -90.1126990852311)"
1081.locationvalue,"(29.9689363252531, -90.0551921852486)","(29.9669597327154, -90.0615213670071)"
1792.locationvalue,"(29.9614736430167, -90.0345747956616)","(30.0082714140845, -90.0386878285962)"
1331.locationvalue,"(29.9327405195896, -90.0727472007548)","(29.9691687820748, -90.0644279811535)"
1761.locationvalue,"(29.9327357007606, -90.0727235818619)","(30.1474969074048, -89.7423062193333)"
2307.locationvalue,"29.9542079683087, -90.0149498649133)","(29.9542079683087, -90.0149498649133)"
349.locationvalue,"(29.9327357007606, -90.0727235818619)","(29.9320528305872, -90.0741173371821)"
235.locationvalue,"(29.9476920583311, -90.0733334294844)","(29.9538776915858, -90.0490149349868)"
1706.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9710889878376, -90.0558487414209)"
1132.type,Short Term Rental Residiential Owner,Short Term Rental Residential Owner
2533.locationvalue,"(29.924388016462, -90.10728d65953566)","(29.924388016462, -90.1072865953566)"
1010.type,Short Temr Rental Residential Owner,Short Term Rental Residential Owner
738.type,Short Term Rental Residentila Owner,Short Term Rental Residential Owner
1408.namevalue,INN AT THE OLD AIL,INN AT THE OLD JAIL
1366.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9530193328643, -90.0713358730272)"
1390.namevalue,MAISONy PERRIER,MAISON PERRIER
1521.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9659893307997, -90.0707933722152)"
1436.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9662007058991, -90.0541142093417)"
1781.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9700642179252, -90.1199756487179)"
1683.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9386409621489, -90.0804319085913)"
195.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9671043985957, -90.1015408228297)"
1756.locationvalue,"(29.9605816137577, -90.0892762017721)","(29.9417734992648, -90.0751591338871)"
873.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9639519543433, -90.0966237057566)"
1643.type,4703 - BE D& BREAKFAST INNS,4703 - BED & BREAKFAST INNS
1132.locationvalue,"(29.9663236986569, -90.0626983550869)","(29.9638155635503, -90.035022570689)"
1217.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9717371529575, -90.0980520078637)"
1416.locationvalue,"(29.9298147625628, -90.0924066302005)","(29.9378939424183, -90.0746249125391)"
612.namevalue,7001 Bellair Dr,7001 Bellaire Dr
2705.x,3684310.03,3684291.03
590.type,Shordt Term Rental Commercial Owner,Short Term Rental Commercial Owner
938.namevalue,621 DesireSt,621 Desire St
929.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9659136041867, -90.0668761734802)"
150.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9944806941943, -90.0487248151332)"
2707.expirationdate,10/26/2023 11:5:59 PM,10/26/2023 11:59:59 PM
962.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9418004230795, -90.1337921533487)"
1890.namevalue,FRENCH QUARTER SUTES,FRENCH QUARTER SUITES
663.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9393972907506, -90.076274360436)"
1191.locationvalue,"(29.9337663755801, -90.0882303310459)","(29.9456630265268, -90.0713850382623)"
1953.type,4703 - BED s& BREAKFAST INNS,4703 - BED & BREAKFAST INNS
1428.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9307863182422, -90.0938288373345)"
1352.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9660917299893, -90.0661771784602)"
915.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9512606677943, -90.1295255768671)"
805.locationvalue,"(29.9436221825203, -90.0784593414273)","(29.9666507455557, -90.0590370092164)"
1175.locationvalue,"(29.9327284399725, -90.0726833232675)","(29.9457158689747, -90.0715270986014)"
916.address,101 Columbus St Apt 2,1201 Columbus St Apt 2
50.namevalue,114 Atlantic Acve,114 Atlantic Ave
1476.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9659449955824, -90.0522408115212)"
275.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9811547591672, -90.091855339705)"
881.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9736398581834, -90.0964525649688)"
144.locationvalue,"(30.0946255291455, -89.7670573024888)","(29.9694938929712, -90.0559802498644)"
1905.locationvalue,"(29.9606030466068, -90.0892656704537)","(29.9701619743748, -90.1028527512951)"
821.locationvalue,"(29.9295658135833, -90.1043947464636)","(29.9941607528411, -90.0818884633901)"
2337.namevalue,x1209 Magazine St,1209 Magazine St
1063.locationvalue,"(29.9453933043394, -90.049996322177)","(29.9542361893832, -90.0149394811741)"
1222.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9411276015474, -90.0722725470795)"
2623.namevalue,1427 eDsire St,1427 Desire St
1435.locationvalue,"(29.935070719781, -90.1066658406292)","(29.9715320444404, -90.0676467241531)"
1704.locationvalue,"(28.0988907068706, -101.517799134252)","(30.001782772497, -90.0467356638302)"
1124.locationvalue,"(29.9580154964913, -90.0871467011987)","(29.9810090503804, -90.081170753989)"
1726.locationvalue,"(29.9662728133743, -90.0590256023681)","(29.9635794944336, -90.0667252653026)"
1161.locationvalue,"(29.9477103063624, -90.0733695134786)","(29.9636820508735, -90.0363332937031)"
1840.locationvalue,"(29.9684668112717, -90.074357136476)","(29.9675282678134, -90.0613536408444)"
631.locationvalue,"(29.9409105746801, -90.0673505685156)","(29.9340732600851, -90.0719875702876)"
1970.locationvalue,"(29.9531843163355, -90.0723445776528)","(29.9531843163535, -90.0723445776528)"
