namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1734 Henriette Delille St Apt C,1734 Henrieptte Delille St Apt C,Short Term Rental Commercial Owner,1.0,2.0,01/30/2023 11:59:59 PM,"(29.9680599417833, -90.0624712921575)",3683222.28,536108.45
1927 Iberville St,1927 bIerville St,Short Term Rental Residentiabl Owner,1.0,2.0,07/05/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3677914.09,533750.71
1486 N Prieur St,1486 N Prieur St,Short Term Rental Residential Owner,3.0,6.0,02/02/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3680882.44,537783.32
1111 Governor Ncholls St Apt A,1111 Governor Nicholls St Apt A,Short Term Rental Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3682424.78,534942.4
3715 Magazine St,3715 Magazine St,Short Term Rental Commercial Owner,1.0,2.0,02/03/2023 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3673504.34,519152.61
5808 Magazine St Apt 3A,5808 Magazine St Apt 3A,Short Term Rental Residential Owner,2.0,4.0,07/11/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3665347.02,518990.76
4615 Dart St,4e615 Dart St,Short Term Rental Residential Owner,3.0,6.0,02/01/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3669294.57,531635.96
1812 Elysian Fields Ave,1812 Elysian Fields Ave,Short Term Rental Residentila Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3684681.81,539004.99
1407 St Anthony St,1407 St Anthony St,Short Term Rental Residential Owner,2.0,4.0,02/03/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3683456.47,537373.32
7445 Dominican St,7445 Dominican St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9614736430167, -90.0345747956616)",3661851.82,524812.46
929 Harding Dr,929 Harding Dr,Short Term Rental Residential Owner,1.0,2.0,02/02/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3674310.94,539890.36
1240C arondelet St,1240 Carondelet St,Short Term Rental Commercial Owner,2.0,4.0,06/28/2023 11:59:59 aPM,"(29.9337663755801, -90.0882303310459)",3679179.79,526300.75
1109 Governor Nihcolls St Apt A,1109 Governor Nicholls St Apt A,Short Term Rental Commerzcial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3682434.23,534929.63
80 Cypress Grove Ct Unit 36,80 Cypress Grove Ct Unit 36,Short Term Rental Residential Owner,2.0,4.0,07/04/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3705239.48,511773.8
836 Pine St,836 Pine St,Short Term Rental Residentia Owner,4.0,8.0,02/01/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3663262.87,525754.48
2207 Louisiana Ave,2207 Louisiana Ave,Short Term Rental Commercial Owner,5.0,10.0,02/01/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3673381.49,523604.55
2522 S Carrollton Ave,2522 S Carrollton Ave,Short Term Rental Residential Owner,2.0,4.0,02/02/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3665208.72,532010.85
734 Union St Unit 201,734 Union St Unit 201,Short Term Rental Commercial Owner,2.0,4.0,12/20/2022 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3680564.73,529955.65
2228 N Rapart St,2228 N Rampart St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3685337.03,535939.67
2200 Oretha Castle Haley Blvd Apt 8,2200 Oretha Castle Haley Blvd Apt 8,Short Term Rental Commercial Owner,1.0,2.0,10/30/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3676776.96,524622.09
4537 Constance St,4537 Constance St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3670377.04,518427.68
625 S Dupre St,625 S Dupre St,Short Term Rental Commercial Owner,3.0,6.0,12/20/2022 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3673264.59,534031.24
2749 Conti St,2749 Colnti St,Short Term Rental Commercial Owner,3.0,6.0,12/19/2022 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3675713.42,536343.51
2455 Laharpe St,2455 Lahbarpe St,Short Term Rental Residential Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9687139909187, -90.1005070615226)",3679386.7,539505.5
735 S Salcedo St,735 S Salcedo St,Short Term Rental Commercial Owner,5.0,10.0,01/21/2023 12:00:00 AM,"(29.9614736430167, -90.0345747956616)",3672350.79,533872.44
2030 General Taylor St,2030 General Taylor St,Short Term xRental Residential Owner,3.0,6.0,07/06/2023 11:59:59 PM,"(29.9327357007606, -90.0727235818619)",3672156.52,522702.94
h1723 Pauger St,1723 Pauger St,Short Term Rental Commercial Owner,3.0,6.0,12/17/2022 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3683924.04,536046.44
1808 Fourth St,1808 Fourth St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9606030466068, -90.0892656704537)",3675697.11,523371.64
3943 General Taylor St,3943 General Taylor St,Short Term Rental Residential Owner,1.0,2.0,03/01/202 312:00:00 AM,"(29.9606030466068, -90.0892656704537)",3670746.41,529231.87
24108 Chef Menteur Hwy,24108 Chef Menteur Hwy,Short Term Rental Commercial Owner,3.0,6.0,10/31/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3777834.65,590712.63
137 N Cortez St,137 N Cortez St,Short Term Rental Commerical Owner,5.0,10.0,12/17/2022 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3672284.73,537941.96
2114 Jackson ve,2114 Jacksotn Ave,Short Term Rental Commercial Owner,3.0,6.0,06/08/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3676116.76,525587.6
5340 Pasteur Blvd,5340 Pasteur Blvd,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3682848.08,552711.48
339 Carondelet St Apt 4B,339 Carondelet St Apt 4B,Short Term Rental Commercial Owner,1.0,2.0,12/20/2022 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3680393.42,529914.62
1t228 Music St,1228 Music St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9298147625628, -90.0924066302005)",3686753.29,537058.97
4600 Kendall Dr,4600 Kendall Dr,Short Term Rental Residential Ownexr,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3690678.46,550418.43
2620 Magazine St Unit B,2620 Magazine St Unit B,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3677434.88,520999.54
028 Walnut St Apt A,208 Walnut St Apt A,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3661204.2,521128.82
1520 St Roch Ave,1520 St Roch Ave,Short Term Rental Residential Owner,2.0,4.0,07/02/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3686277.57,538055.25
7318 Pitt St,7318 Pitt St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 1z2:00:00 AM,"(29.9605816137577, -90.0892762017721)",3661450.34,523276.77
515 First St,515 First St,Short Term Rental Commercial Owner,5.0,10.0,07/04/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3679273.07,519746.85
2213 Chartres St Apt 2,2213 Chartres St Apt 2,hort Term Rental Commercial Owner,1.0,2.0,12/20/2022 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3685324.06,534564.62
4217 Camp St,4127 Camp St,Short Term Rental Residential Owner,4.0,8.0,03/0/2023 12:00:00 AM,"(29.94521586214, -90.0748345709834)",3671610.88,519253.75
2313 Royal St,2313 Royal St,Short Term Rental Residential Owner,1.0,2.0,01/31/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3685653.7,534941.11
1809 Coliseum St,1809 Coliseum St,Short Term Rental Residential Owner,3.0,6.0,07/05/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3679137.27,523771.98
917 Whitney Ave,917 Whitney Ave,Short Term Rental Residential Owner,2.0,4.0,07/04/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3690101.96,528084.93
4214 Dauphine St,4214 Dauphine St,Short Term Rental Residential Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3692218.83,533950.16
327 Newton St,327 Newton St,Short Term Rental Resiedntial Owner,2.0,4.0,01/29/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3686424.03,527858.43
1111 Governor Nicholls St Apt B,1111 Governor Nicholls St Apt B,Short Term Rental Commercial Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3682435.62,534956.01
816 Second St,816 Second St,Short Term Rental Residential Owner,2.0,4.0,02/01/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3678321.12,520509.16
160 3N Lopez St,1603 N Lopez St,Short Term Rental Residential Owner,1.0,2.0,07/05/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3676561.02,540564.1
1734 Henriette Delille St Apt E,1734 Henriette Delille St Apt E,Short Term Rental Commercial Owner,1.0,2.0,01/30/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3683223.21,536094.68
5423 Seminary Pl,5423 Seminary Pl,Short Term Rental Residential Owner,2.0,4.0,06/01/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3688754.95,553247.34
2111 Elysian Fields Ave,211 1Elysian Fields Ave,Short Term Rental Residential Owner,3.0,6.0,05/30/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3684814.93,540108.17
834 France St,834 France St,Shordt Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9298147625628, -90.0924066302005)",3692140.94,534298.55
4510 Magazine St,4510 Magazine St,Short Term Rental Commercial Owner,3.0,6.0,05/31/2023 11:59:59 PM,"(29.9452594846043, -90.0747577308854)",3670561.43,518704.4
1615 Columbus St,1615 Columbus St,Short Term Rental Commercial Owner,3.0,6.0,05/30/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3681587.13,537336.94
2504 Dumaine St,2504 Dumaine St,Short Term Rental Residential Owner,3.0,6.0,04/20/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3677886.1,536917.14
837 Jackson Ave Apt A,837 Jackson Ave Apt A,Short Term Rental Commercial Owner,2.0,4.0,06/14/2023 11:59:59 PM,"(29.9627907980921, -90.0576065708806)",3679392.73,521472.0
1306 Elysian Fields Ave,1306 Elysian Fields Ave,Short Term Rental Residential rOwner,5.0,10.0,04/14/2023 11:59:59 PM,"(29.9298147625628, -90.0924066302005)",3684838.0,537098.74
8135 Panola St,813 5Panola St,Short Term Rental Residential Owner,2.0,4.0,05/16/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3663925.0,530916.25
3104 Royal St,3104 Royal St,Short Term Rental Residential Owner,1.0,2.0,06/16/2023 11:59:59 PM,"(29.9298147625628, -90.0924066302005)",3688678.2,534456.17
2327 Aubry St,2327 Aubry St,Short Term Rental Commercial Owner,3.0,6.0,06/11/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3680728.55,540341.23
2523 Gravier St,2523 Gravier St,Short Term Rental Commercial Owner,2.0,4.0,11/03/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3674753.68,533009.33
8237 Pritchard Pl,8237 Pritchard Pl,Short Term Rental Residential Owner,3.0,6.0,05/31/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3665623.4,533394.93
1126 N Dorgenois St,1126 N Dorgenois St,Short Term Renta Residential Owner,3.0,6.0,01/29/2023 11:59:59 PM,"(29.9337663755801, -90.0882303310459)",3678254.2,537982.55
6612 Canal Blvd,6612 Cnal Blvd,Sort Term Rental Residential Owner,1.0,2.0,02/03/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3668699.74,551535.37
353 Baronne St Apt 201,353 Baronne St Apt 201,Short Term Rental Commercial Owner,2.0,4.0,12/22/2022 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3679952.02,529962.1
3673 Tchoupitoulas St,3673 Tchoupitoulas St,Short Term Rental Commercial Owner,1.0,2.0,12/24/2022 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3674024.89,517791.55
812 Carondelet St Unit 1,1812 Carondelet St Unit 1,Short Term Rental Commercial Owner,4.0,8.0,12/26/2022 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3678154.33,524709.14
828 Valence St,828 Valence St,Short Term Rental Commercial Owner,1.0,2.0,12/26/222 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3669908.78,518540.46
INDIGO ST. CHARLES,705 COMMON STREET,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9327405195896, -90.0727472007548)",-1.0,-1.0
4130 Dauphine St,4130 Dauphine St,Short Term Rental Residential Owner,1.0,2.0,02/02/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3692023.03,534003.18
1629 Toledano St Unit 103,1629 Toledano St Unit 103,Short Term Rental Residential Owner,1.0,2.0,06/16/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3674514.39,521996.58
909 Touro St,909 Touro St,Short Term Rental Residential Owner,1.0,2.0,01/31/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3684315.32,535608.09
1932 S Lopez St,1932 S Lopez St,Short Term Rental Residential Owner,2.0,4.0,06/16/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3669513.03,529783.75
1035 Port St,1035 Port St,Short Term Rental Residential Owner,2.0,4.0,06/12/2023 11:u59:59 PM,"(29.9337663755801, -90.0882303310459)",3687407.69,536223.55
1033 Port St,1033 Pormt St,Short Term Rental Resdidential Owner,4.0,8.0,06/12/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3687404.56,536208.62
2018N Broad St,2018 N Broad St,Short Term Rental Residential Owner,2.0,4.0,06/01/2023 11:59:59 PM,"(29.9298147625628, -90.0924066302005)",3680630.61,542002.57
2718 Magazine St,2718 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,04/16/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3677208.96,520852.07
2518 Dryades St,2518 Dryades St,Short Term Rental Residential Owner,2.0,4.0,06/02/2023 11:59:59 PM,"(29.9327284399725, -90.0726833232675)",3675964.48,523824.22
2419 Pine St,2419 Pine St,Short Term Rental Residential Owner,1.0,2.0,05/30/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3666513.24,530377.85
4025 Magazine St,4025 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,04/28/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3672302.4,518962.95
336 Camp St Apt 301,336 Camp St Apt 301,Short Term Rental Commercial Owner,2.0,4.0,05/26/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3681242.5,529587.86
6600 Harbourview Dr,6600 Harbourview Dr,Short Term Rental Residential Owner,3.0,6.0,06/01/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3699055.88,555932.52
628 Oragne St,628 Orange St,Short Term Rental Commercial Owner,3.0,6.0,04/06/2023 11j:59:59 PM,"(29.9452594846043, -90.0747577308854)",3681737.33,523054.69
4508 Magazine St,4508 Magazine St,Short Term Rental Commercial Owner,3.0,6.0,05/31/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3670574.67,518706.57
7824 Marquis St,7824 Marquis St,Short Term Rental Residential Owner,1.0,2.0,05/30/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3710751.0,566938.67
2724 General Pershing St,2724 General Pershing St,Short Term oRental Commercial Owner,5.0,10.0,06/02/2023 11:9:59 PM,"(29.9663236986569, -90.0626983550869)",3670798.96,524984.33
216 N Bernadotte St,216 N Bernadotte St,Short Term Rbental Residential Owner,1.0,2.0,06/01/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3669237.87,540497.05
3624 Cadillac St,3624 Cadillac St,Short Term Rental Residential Owner,1.0,2.0,05/30/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3676970.87,545532.05
3233 St Thomas St,3233 St Thomas St,Short Term Rental Commercial Owner,5.0,10.0,05/08/2023 11e:59:59 PM,"(29.9606030466068, -90.0892656704537)",3676315.65,518313.21
4327 N Derbigny St,4327 N Derbigny St,Short Term Rental Residential Owner,1.0,2.0,05/31/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3693436.67,537323.77
4519 Baudin St,4519 Baudin St,Short Term Rental Residential Owner,1.0,2.0,05/30/2023 11:59:59 PM,"(29.9362238388348, -90.0993604988315)",3668619.98,538254.21
"1814 Martin Luther King, Jr Blvd","1814 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,4.0,8.0,05/31/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3678283.33,526066.53
2439 Decatur t,2439 Decatur St,Short Term Rental Residential Owner,2.0,4.0,06/02/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3686261.74,534268.56
1513 St Charles Ave Apt A,1513 St Charles Ave Apt A,Short Term Rental Commercial Owner,2.0,4.0,06/02/2023 11:59:59 PM,"(29.9614736430167, -90.0345747956616)",3679077.4,525465.64
"1812 Martin Luther King, Jr Blvd","1812 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,4.0,8.0,05/31/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3678290.36,526061.67
617 N Rocheblave St,617 N Rocheblave St,Short Term Rental Commercial Owner,5.0,10.0,06/02/2023 11:59:59 PM,"(29.9647071287253, -90.0837190697134)",3677269.23,536056.86
1935 Duels St,1935 Duels St,Short Term Rental Residential Owner,5.0,10.0,04/20/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3682557.61,542447.68
124 S Cortez St,124 S Cortez St,Short Term Rental Residential Owner,1.0,2.0,04/21/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3671957.49,537338.21
1320 Mandeville St,1320 Mandeville St,Short Term Rental Residential Owner,1.0,2.0,04/19/2023 11:59:59 PM,"(29.9662728133743, -90.0590256023681)",3685667.16,537282.83
1825 Seventh St,1825 Seventh St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9687139909187, -90.1005070615226)",3674744.13,522898.94
5133 Elysian Fields Ave,5133 Elysian Fields Ave,Short Term Rental Residential Owner,2.0,4.0,05/31/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3683891.82,551653.03
2233 Brainard St,2233 Brainard St,Short Temr Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9614736430167, -90.0345747956616)",3676948.91,524114.08
2439 Gravier St,2439 Gravier St,Short Term Rental Commercial Ownre,3.0,6.0,11/01/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3674953.64,532892.41
2441 Decatur St,2441 Decatur St,Short Term Rental Residential Owner,2.0,4.0,06/02/k2023 11:59:59 PM,"(29.9325310912306, -90.0728517634704)",3686276.67,534269.6
2127 Milan St,2127 Milan St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",3671442.86,522916.49
620 Pauline St,260 Pauline St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0946255291455, -89.7670573024888)",3690763.07,533775.53
4516 Pitt St,4516 Pitt St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9409105746801, -90.0673505685156)",3670279.48,520473.7
2911 Laurel St,2911 Laurel St,Short Term Rental Residential Owner,1.0,2.0,10/06/2023 01:41:42 PM,"(30.0946255291455, -89.7670573024888)",3676923.76,519902.77
1415 Burgundy St,1415 Burgundy St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9295658135833, -90.1043947464636)",3683254.44,535218.85
4631 Clara St,463 1Clara St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9663236986569, -90.0626983550869)",3669481.11,525029.12
3015C hartres St,3015 Chartres St,Short Term Rental Commercial Owner,5.0,10.0,10/31/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3688121.48,534285.92
1734 Clio St,1734 Clio St,Short Term Rental Commercial Owner,3.0,6.0,06/01/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3679061.47,526734.46
1433 Kentucky St,1433 Kentucky St,Short Term Rental Residential Owner,1.0,2.0,06/01/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3693701.32,536297.83
4219 Lasalle St,4219 Laalle St,hort Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3671145.36,523798.14
1423 Henriette Dellle St Unit D,1423 Henriette Delille St Unit D,Short Term Rental Residential Owner,2.0,4.0,06/10/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3682683.68,535768.76
2820 Eagle St,2820 Eagle St,Short Term Rental Residential Owner,5.0,10.0,06/15/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3664087.22,534442.69
839 Jackson Ave Apt A,839 Jackson Ave Apt A,Short Term Rental Commercial Owner,2.0,4.0,06/14/2023 11:59:59 PM,"(29.9280167627574, -90.0751408186039)",3679370.82,521503.01
1537 Dublin St,1537 Dublin St,Short Term Rental Residential Owner,3.0,6.0,05/27/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3662644.75,529585.89
1807 S Lopez St,1807 S Lopez St,Short Term Rental Residential Owner,3.0,6.0,06/01/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3669709.32,530308.16
