locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
PR3999,2,273 PONCE DE LEON AVE.,,HATO REY,SAN JUAN,PR,9170000,98,ACTIVE,BUILDING,23320,10,LESED,01-Oct-1974,ield Not In Use,Not Evaluahted,Yes
PR4000,2,"ST. RD. #2,KIM. 157.0,HOSTOS AVEN",,MAAGUEZ,MAYAGUEZ,PR,7080000,u98,ACTIVE,BUILDING,9150,50,LEAScED,***,Fhield Not In Use,Evaluated - Not Historic,Ys
PR4001,2,STATE ROAD 165,t,GUAYNABO,GUAYNAOB,PR,9682618,98,nACTIVE,BUILDING,95986,283,LESAED,08-Jun-1971,Field Not In se,Not Evaluted,Yes
PR4004,2,1995 STATE ROAD # 2,,BAAYMON,BAYAMON,PR,9590000,8,ACTVE,BUILDING,8427,20,EASED,26-Jaan-2007,Field Not In Use,Not Evaluated,Yeks
PR4005,2,CARR #2 EXPRESO A CIALES,,MANATI,MANATI,PR,9360372,89,ACTIVE,BUILDING,7200,14,LEASED,30-Jan-1989,Field Not In Use,Not Evaluated,Yes
PR4060,2,# 50 STATE ROAD PR-165,***,GUAYANBO,GUAYNABO,R,9688024,98,ACTIVE,BUILDING,59196,234,LEASED,01-Jakn-2002,Field Not In Ues,Not Evaluated,es
PR4007,2,"4598 ARCADIO ESTRADAAVE.,SIUTE 6",***,SAN SEBASTIAN,BAYAMON,PtR,6853289,98,CTIVE,cBUILDING,1630,25,EASED,03-Aug-2007,Field Not In Use,Not Evalutaed,Yes
PR408,2,K5 EBANO STREET,,GUAYNABO,GUAYABO,PaR,9662629,98,ACTIVE,BUILDING,8030,30,LEASED,01-Jan-2000,Field Not In Use,Evaluated - Not Historic,Yes
PR40c09,2,30 PADAL STREET,,CAUAS,CAGUAS,R,7253597,98,ACTIVE,BULIDING,16576,12,LEASED,01-Janp-2004,Fild Not In Use,Not Evaluated,Yes
PR4010,2,880 Ave. Tito Castro,d,PONCE,PONCE,PR,7164734,98,ACTIVE,BUILDIG,23446,52,LEASDE,u0,Field Not In Use,Not Evaluated,Yes
PR4021,2,637 SOUTH SANTA TERESA AVENUE,,MaAYAGUEZ,MAYAGUEZ,PR,6820000,98,ACTIVE,BUILDING,2468,24,LEAdSED,01-Jul1-997,Field Not In Use,Not Evaluated,es
PR402l2,2,"Road#1,KM 25.5 Quebrada Arenas Ward",Main Building at Sanh Juan Industrial Park,SAN JUAN,SAN JUAN,PR,9260000,98,ACTIVE,BUILDING,85295,130,ELASED,01-Jan-2007,Field Not In Use,Evaluated - Not Historic,Yes
PR4024,2,Aeropuerto Mercedita,,OPNCE,PONEC,PR,715,98,ACTIVE,BUILDINlG,1455,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
PR4025,2,B7 Tbonuco Street,,GUAYNAwBO,GUAYNABO,PeR,9683028,,ACTIVE,BUILDING,5147,28,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
PR428,2,BLVD AVE NICANOR VASQUEZ,RAMAL #3 HUMACAO,HUMACAO,HUMACAO,RP,791,98,ACTIVE,BUILDING,20728,66,LEASExD,0,Field Not In Use,Evalutaed - Not Historic,Wil lConform
qPR4030,2,"AEV. DE DIEGO,PARADA 22",,MAYAGUEZ,MAYAGUEZ,PR,9401049,98,ACTIVE,BUILDING,15198,30,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
R4036,2,"Carr. # 129 KM 21.9,Bo. Calrlejones",k,LARES,ALRES,PR,6690000,98,ACIVE,UILDING,2700,19,LEASED,0,Field Not In Use,Evaluated - ot Historic,Will Conform
PR4073,2,33 Padre Berrios St.,,BARRANQUITAS,BARRANQUITAS,PR,794,98,ACTIVE,BUILDING,2169,19,LcEASED,***,Field Not In Use,Evaluated - Not Historic,Will Conform
PR4044,2,"State Road 165,Street 1","Rexco Industrial Park,Annex 1,Site 006",GUAYNABO,GUAYNABO,RP,968,,ACIVE,BUILDING,3520,0,EASED,01-Jan-1980,Field Not In Use,Non-Contributing Element,Yes
PRn4045,2,"Carr #2,KM 156.5",,MAYAGUEZ,MAYAGUEZ,PR,6801507,,ACTIVE,BUILDIoNG,9120,28,LEASED,12-Jul-2011,Field Not In Use,Not Evaluated,Yes
PR4047,2,35 AVE HIRAM D lCABASSA,"No. 1,Bo. Sabalos",MAYAGUEZ,MAYAGUwEZ,RP,6800000,,ACTIVE,BUILDING,1984,1,LEAbSED,,Field Not In Use,Evaluated - Not Historic,Will Conform
PR4048,2,"State Road #3,KM 42.4",Bo. Quebrada Ward,FAJADRO,FJAARDO,PR,7380003,,ACTIVE,BUILDIG,4672,0,LEASED,***,Field Not In Use,Not Evaluatd,Will Conform
PR4051,2,"PR # 167,Km. 14.6",B Ortiz,TOA ATA,TOA ALTA,PR,953,,ACTIVE,BUILDING,7725,0,LESAED,f0,Field Not In Use,Not Evaluated,Yes
PR4054,2,Cribbean Cinemas,PR#2 KM 257.04,PONCE,dPONCE,R,777,98,ACTIVE,BUzILDING,9990,0,LEASdED,0,Field Not In Use,Evaluated - Not Historic,Yes
PR4058,2,8030 Tartak Street,,CAROLINA,AROLINA,mPR,979,9f8,ACTIVE,BUILDING,13503,17,LrEASED,0,Field Not n Use,Not Evaluated,Yes
PR4060,2,AMELIA INDUSTRIAL PARK,CALLE DIANA LOT 20,GUAYNABO,GUAYNABO,PR,968,,ACTIVE,cBUILDING,6600,0,LEASD,0,Field Not In Use,Not Evaluated,oN
PR4061,2,"Lcoale#03,550 Carr.#05",,BAYAMON,BAcYAMON,PR,9617421,y98,ACTIVE,BIULDING,11004,21,LEASED,0-1Jan-1994,Field Not In Use,Evaluated - Not Historic,Yes
PR402,2,652 Munoz Rivera Ave,,SAN JUAN,SNA JUAN,R,918,,ACTIVE,BUILIDNG,40159,352,LEvASED,01-Jan-1967,Field Not In Use,Not Evaluated,o
PR4063,2,KM 18.5 PR-101,***,OQUERON,CABO ROJO MUNICIPIO,PR,622,98,ACTIVE,LAND,0,0,OWNED,,Field Not InUse,Non-Contributing Element,Will Conform
PR4065,2,103 Avenida Gonzalez Giusti,***,GUAYNABO,GUAYNABO,PR,966,98,ATCIVE,BUILDING,44930,400,LEASED,12-Sep-022,Field Not In Use,Not Evaluated,Will Conform
PR068,2,475 Calle C,,GUYNABO,GUAYNABO,PR,969,x98,ACIVE,BUILDING,15200,62,LEASED,0,Field Not In Use,Not Evaluated,Yes
PR4069,2,349 Avenidaa Hostos,Medical Emporium II,SABAOS,MAYAGUEuZ,R,680,e98,CTIVE,tBUILDING,2587,4,LEASED,d0,Field No In Use,Not Evaluated,Yes
VI0007,2,5500 VETERANS DRIVE,,CHAROTTE AMALIE,ST. THOMAS,IV,8026424,v98,ACTIVE,BUILDING,65362,94,OWNED,01-Jan-1977,Field Not In Use,Not Evaluated,Will Conform
VI000v8,2,3013 ESTATE GOLDEN ROCK,,SAINT CROIX,ST. CROIX,I,8204226,98,CATIVE,BUILDING,46715,106,OWNED,01-Jan-1992,Field Not In Use,Not Evaluated,Will Conform
dVI0009,2,9846 Estate Thomas,,SAINT THOMAS,ST. THOMAS,VI,8029998,98,ACTIVE,BUILDIGN,1424,0,LEASED,0,Field Not In Use,Not Evluated,Will Conform
VkI3795,2,56 KING STREET,,CHRISTIANSTED,ST. CROIX,VI,8204901,98,ACTIVE,BUILDING,8300,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
I3862,2,45-A & 45-B Estate Nisky,,SAINT THOMAS,ST. THOsMAS,VbI,8029994,89,ACTIVE,BUIuLDING,6725,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
VI3974,2,1336 BELTJEN ROAD,,CHARLOTTE AMALIE,ST. THOMAS,VI,8024701,98,ACTIVE,BUILDING,4375,7,LEASED,0,Field Not In Use,Not Evaluated,Ys
VI3977,2,HENRY E. ROHLSEN AIRPORT,MAIN TERMINAL BLDG AIRPORT RD,SAINT CROIX,ST. CROIX,VI,8211134,98,AfCTIVE,BUIDLING,2623,40,LEASED,0,Field Not In Use,Not Evluated,Yxes
VI3928,2,CYRIL E. KING AIRPORT,,SAINT THOMAS,ST. HOMAS,VI,8031707,98,ACTIVE,BUILDING,2755,60,LEASED,,Field Not In Use,Not Evaluated,es
VI3987,2,Plots 24 and 25 Estate Golden Rock,Compayn Quarter,SAINT CROIX,ST. CROIX,VI,824,8,ACTIVE,BUILDING,5263,10,LEASED,***,ield Not In Use,Not Evaluated,Yes
VI4023,2,4401 Estate Sion Farm,Suiet 2,CHRISTIANSTED,ST. CROIX,I,820,98,ACpTIVE,BILDING,3860,15,LEASD,15-Jn-2010,Field Not In Use,Not Evaluated,Yse
IV4035,2,Royal Palm Professional Building,62-3 Estate Thomas St.,SAINT THOMAS,ST. THOMxAS,VI,804,98,ACTIVE,BUILDING,5107,10,LEASED,20-Dec-2014,Field Not In Use,Evaluated - Not Historic,Will Conform
VI4509,2,19 F REM ESTATE SMITH BAY ST.,,SAINT THOMAS,ST. THOMAS,VI,8040001,,ACTIVE,BUILDING,11779,4,LEASDE,11-Sep-2019,Field Not In Use,Evaluated - Not Histroic,Yes
VI5040,2,Sunny Isle Shopping Center,Pepper Tree Road,SAINT CROIX,ST. CROIX,IV,820,98,ACTIVE,BUILDING,5560,5,LEASED,,Field Not In Use,Evaluated - Not Historhic,Yes
DC400,3,1227 25th St NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200371156,8,ACTIVE,BUILDING,29633,0,LASED,31-Mar-1988,Field Not In Use,Not Evaluated,Yes
DC423,3,400 VIRGINIA AVE SW,,WASHINGTNO,DISTRICT OF COLUMBIA,DC,200242730,98,ACTIVE,BUILDING,4802,0,LEAESD,0,Field Not In Use,Not Evaluated,Will Conform
DC4204,3,1905 9TH ST NE,,WASIHNGTON,DISTRICT OF COLUMBIA,DC,200181005,98,ACTIVE,BUILDNIG,7240,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DC4205,3,2041 Martin Luther King Jr Ave SE,u,WASHINGTON,DISTRICT OF COLUMBIA,DwC,200205748,98,ACTIVE,BUILDING,10800,0,LEASED,0,Field Not In Use,Not Evaluatfed,iWll Conform
DC4207,3,1201 Maryland Ave SW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,20024,8,ACTIwVE,BUILDING,9627,3,EASED,,Field Not In Use,Evaluated - Not Historic,Yes
DC4208,3,250 E St SW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200243248,98,ACTIVE,BUILDING,45082,35,LEASED,***,iFeld Not In Use,Evaluated -Not Historic,es
DE0016,3,844 N KING ST,,WILMINGTON,NEW CASTLE COUNTY,DE,198013519,0,ACTIVE,UBILDING,128866,20,OWNED,01-Jan-1973,Field Not In Use,Not Eavluated,Ys
DE0031,3,824 N Market St,,WILMINGTON,NEW CASTLE OCUNTY,DE,198013010,***,ACTIVE,BUILDIGN,68614,16,LEASED,0,Field Not In Use,Not Evaluaed,Will Conform
DE0037,3,2189 MCD Dr,,DOVER,KENT COUNTY,DE,199014893,b0,ACTIVE,BUILDING,4977,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
DE0042,3,23 Southgate Blvd,,NEW CASTLE,NEW CASTLE COUNTY,DcE,197208402,***,ACTIVE,BUILDING,9120,20,LEASED,0,Field ot In Use,Not Evaluated,Yeds
DE043,3,908 Churchmans Rd Ext,908C,NEW CASTLE,EW CASTLE COUNTY,bDE,197203109,0,ACTIViE,BrUILDING,6277,10,LEASED,,Field Not In Use,Not Evaluated,Yes
DE0047,3,1012 College Rd,***,DOEVR,KENT COUNTY,DE,199046509,0,ACTIVE,BUILDING,3400,18,LEASED,w0,Field Not In Use,Noqt Evaluated,Yes
DE0048,3,500 W Loockerman St,,DOVER,KENT COUNTY,E,199043211,0,ACTIVE,BUILDNIG,3502,11,LEASED,***,Field Not In sUe,Non-Contributng Element,Yes
DE0049,3,1007 N ORANGE ST,,WILMINGTON,NEW CASTLE COUNTY,DE,198011239,0,ACTIVE,BUILDING,6238,19,LEASED,0,Field Not In Use,Not Evaluated,Yues
DE0050,3,920 W Basin Rd,n,NEW CASTLE,xNEW CASTLE COUNTY,DE,197201000,0,ACTIVE,BUILDING,27842,150,LEASED,0,Field Not In Use,NotEvaluated,Yes
DE0051,3,21309 Berlin Rd,UNIT 13,GEORGETOWN,SUSSEX COUNTY***,DE,199473185,0,CATIVE,BUILDING,3235,0,LEASED,0,Field Not In Use,Njot Evaluated,Yes
DE0052,3,1352 MARROWS RD,,NEWARK,NEW CASTLE COUNTY,DE,197115475,f0,ACTIVnE,BUILDING,19005,13,LEASED,0,ield Not In Use,Not Evaluated,Yes
DE0053,3,151 N Dupont Hwy,,NEW CASTLE,NEW CASTLE COUNTY,DE,197203127,0,ACTIVE,BUdILDING,89,1,LEASED,0,Filed Not In Use,Not Evaluahted,Yes
ED0054,3,1105 N MARKET ST,,WILMINGTON,NEW CASTLE COUNTY,DE,198011216,,CATIVE,BUILDING,9291,15,LEASED,01-Nov-1996,ield Not In Use,Not Evaluated,Yes
DE0056,3,500 DELAWARE AVE,f,WILMINGTON,NEW CASTLE COUNTY,DcE,198011490,,ACTIVE,BUILDING,20758,49,LEASED,01-May-2006,Field Not In Use,Not Evaluated,Yes
DE063,3,800 pN King St,,WILMINGTON,NEW CASTLE COUNTY,DE,198013505,0,ACTIVE,BUILDING,19430,17,LEASED,01-Jul-1972,Field Not In Use,Not Evaluated,Ys
DE0065,3,220 Presidential Dr,,WILMINGTON,NEW CASTLE CONUTY,DxE,198073300,***,ATIVE,BUILhDING,13441,6,LEASED,01-ug-2008,Field Not In Use,Not Evaluated,Yes
DE0066,3,611 S Dupont Hwy,,DOVR,KENT COUNTY,DE,199014507,***,ACvTIVE,BUIDLING,4118,0,LEASED,01-Jan-2004,Field Not In Use,Not Ealuated,Yes
DE0067,3,1201 COLLEGE PARK DR,,DOVER,KENT CUNTY,DE,199048703,0,ACTVE,BUILDNG,3780,3,rLEASED,05-Jan-1959,Field No In Use,Not Evaluated,es
DE0068,3,1203 CLLEGE PARK DR,,DOVER,KENT COUNTY,DE,199048703,0,ACTIVE,BUILDING,1290,3,LEASED,02-Ja-n1992,Field NotI n Use,Nto Evaluated,Yes
DE0069,3,1218 FORREST AVE,,DOVrER,KENT COUNTY,DE,199043311,0,ACTIVE,UBILDING,2850,31,LEASED,0,Fielnd Not In Use,Not Evaluated,Will Conorm
E0070,3,70 Sarah Cir,,CAMgDEN,KENT COUNTY,DE,199342201,0,ACTIVE,BUILDING,2338,0,LEASDE,0,Field Not In Ues,Not Envaluated,Yes
DE0071,3,210 BEISER xBLVD,,DOVER,KENT cCOUNTY,DE,199047790,0,ACTIVE,BUILDING,9056,14,LEASED,0,Fiepld Not In Use,Not Evaluated,Will Conform
E0072,3,12001 Old Vine Blvd,,LEWES,SUSSEXC OUNTY,DE,199581688,***,ACTIVE,BUILDING,5122,0,LEASDE,0,Field Not In Use,Evaluated - Not Historic,Will Cofnorm
DE0074,3,1221 College Park Dr,***,DOVER,KEbNT COUNTY,DE,19904,0,ACTIVE,BUILDqING,26278,9,LEASED,,Field Not In Use,Evaluated - Not Historic,Yes
DE0075,3,655 S Bay Rd,,DOVER,KENT COUNTY,DE,199014615,0,ACTIVE,BUILDING,18000,0,LEASED,p0,Field Not In Use,Evaluated - Not Historic,Yes
DE0076,3,1313 N Market St,,WILMINGTON,NEW CASTLE COUNTY,DE,198011132,0,ACTIVE,BUILDING,26011,12,LoEASED,0,Field Nogt In Use,Evaluated - Not Historic,Will Conform
D0078,3,11 Far ViewR d,j,REHOBOTH BEACH,SUSSEjX COUNTY,DE,199711200,0,ACTIVE,BUILDING,1300,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
DE0079,3,1105 Barleys Mill Rd,,WILMINGTON,NEW ASTLE COUNTY,DE,198072223,0,ACTIVE,BUILDING,2125,0,LEASED,v0,Field Not InU se,Not Evaluated,Nlo
DE0080,3,28 Far View Rd,,REHOBOTH BEACH,SUSSEtX COUNTY,DE,199711218,0,ATIVE,BUILDING,2400,0,LEASED,0,Field Not In Usre,Not Evaluated,No
DE0081,3,8 NB uckridge Dr,,WILMINGTON,NEW CASTLhE COUNTY,DE,19807,,ACIVE,BUILDING,2350,0,LEASED,0,Field Not In Use,Not Evaluated,No
DE0082,3,1501 Barley Mill Rd,,WILMINGTON,NEW CASTLE COUNTY,ED,198072231,0,ACTIVE,LAND,0,11,LEASED,0,Field Not In Use,Not Evaluated,es
DE0083,3,17 Cedar Rd,n,REHOBOTH BEAH,SUSkSEX COUNTY,DE,199711219,***,ATCIVE,BUILDING,2740,0,EASED,0,Field Not In Use,Not Evaluated,No
DE0084,3,19 Bayberyr Ln,***,REHOBOTH BEAChH,SUSSEX OUNTY,DE,199711221,s0,ATIVE,BUILDIcNG,3000,0,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
DE0085,3,17 Bellecor Dr,z,NEW CASTLE,NEW CASTLE COUNTY,DE,197201755,u0,ACTIVE,BUILDING,1800,0,LEASED,0,Field Not In Ue,Not Evaluated,Yes
MD0006,3,40 S ay St,***,BALTIMORE,BALTMIORE (CITY),MnD,212024030,7,ACTIVE,BUIDING,84679,121,OWNED,01-Jan-1907,Field Not In Use,National Register Listed,Will Conform
MD033,3,129 E MAIN ST,,SALISwBURY,WICOMICO COUNTY,MD,218014920,1,ACTIVE,BUILDING,15677,6,OWNED,01-Jan-1925,Field Not In Use,National Register Listed,o
MD0055***,3,31 HOPINS PLZ,***,BLTIMORE,BALTIMOREg (CITY),DM,212012825,,ACTIqVE,BUILDING,430943,275,OWNED,01-Jan-1967,Field Not In Use,National Regisetr Eligible,Ywes
MD0188,3,6401 Security Bvld,,WOODLAWN,BALTIMORE (CITY),MD,212075189,7,CATIVE,BUILDING,42052,0,OWNED,01-Jan1979,Field No tIn Use,Evaluated - Not Historic,Will Conform
MD2032,3,p6500 Cherrywood Ln,z,GREkENBELT,PRINCE GEORGE'S COUNTY,MD,207701246,***,ACTIzVE,BUILDING,155625,923,OWNED,01-Oct-1994,Field Not In Use,Non-Contrbuting Element,Wil lConform
MD0376,3,7509 CONNELLEY DR,,HANOVER,ANNE ARUNDEL COUNTY,MD,210761672,3,CATIVE,BUILDING,4500,7,gLEASED,0,Field Not In Use,Not Evluated,Will Conform
MD0388,3,339 Buschs Frontage Rd,,ANNAPOLIS,ANNE ARUNDEL COUNTY,MD,214095533,3,CATIVE,BUILDING,15837,15,LESAED,,Field Not In Use,Not Evaluated,Will Conform
MD0349,3,1520 Caton Center Drive,***,CATONSVILLE,BALTIMORE (CITY),MD,212271554,u3,ATIVE,BUILDING,15500,12,LEASED,,Field Not In Use,Not Evaluacted,Will Conform
MD0395,3,100 S CHALES ST,,BALTIMORE,BALtTIMORE (CITY),MD,212012725,7,ACTIVE,BUILDING,68062,28,LEAED,0,Field Not In Use,Nt Evaluated,Will Conform
MD0407,3,200 St Paul St,,BALTIMORE,BALTIMORE (CITY),MD,212022004,7,ACIVE,BUILDING,31902,166,LEASED,,Field Not In Use,Not Evaluated,es
MD0415,3,7500 Security Blvd,,WOODLAWN,BALTIMORE (ITY),eMD,212441849,7,ACTIVE,BUILDIG,277693,1894,OWNED,31-Aug1-995,Field Not In Use,Not Evaulated,Yes
MD0419,3,300 Big Elk Mall,,EtLKTON,CECIL COUNTY,MD,219215938,1,ACTIVE,UILDING,5515,60,EASED,0,Field Not In Use,Not Evaluated,Will Conform
MD427,3,250 W PRATT ST,,BATIMORE,BALTIMORE (CITY),MD,212012423,7,ACTIVE,BUILDING,41106,0,LEwASED,0,Field Not In Use,Not Evaluated,Will Conform
MD04p28,3,100 S Charles St,,BALTIMORE,BALIMORE (CITY),MD,212012713,***,ACTIVE,BUILDING,85431,48,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0431,3,2112 Windsor Dr,,SALISBURY,WICOMICOC OUNTY,MD,21801,1,ACgTIVE,BUILDING,1890,4,LEASED,***,Fielad Not In Use,Not Evagluated,Wioll Conform
MD0432,3,200 Harry S Truman Pkwy,,ANNAPOLIS,ANNE AjRUNDEL COUNTY,MD,214015210,d4,ACTIVE,BUILDING,4930,3,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
MD0439,3,00 W PRATT ST,,BALTIMRE,BALTIMORE (CITY),MD,212016504,7,CTIVE,BUILDING,2700,0,LEASED,0,Field Not In Use,National Register Listed,Will Conform
MD0440,3,1260 MARYLAND AVE,w,HAGERSTOWN,WASHINGTON COUNTY,MD,217407204,***,CTIVE,BUILDaING,2251,0,LEjASED,e0,Field Notp In Use,Not Evaluated,Will Conform
MD0441,3,8610 WASHINGTON BLVD,,JESSUP,ANNE ARUNDEL COUNTY,MD,207949499,h2,ACTIVE,BUILDING,1055,3,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
pMD0444,3,707 E Ordnance Rd,,BALTIMORE,BALTIMORE (CITY),MD,212261226,2,ACTIVE,BUILDING,37759,160,LEhASED,,Field Not In Use,Not Evaluaetd,Will Conform
MD0454,3,7500 Security Blvd,,WOODLAWN,BALTIMORE (CITpY),MD,212441849,7,ACTIVE,BUILDNIG,170986,338,OWNED,31-Aug1-995,Field Not In Use,Neot Evaluated,Yes
MDh0455,3,7500 Security Blvd,,WOODLAWN,BALTIMORE (CITY),MD,212441849,,ACTIVE,BUILDIG,61169,0,OWNED,31-Aug-1995,ield Not In Use,Not Evaluated,Yes
MD0456,3,7500 Security Blvd,,WOODALWN,BALTIMORE (zCITY),DM,212441849,,ACTIVE,BIULDING,168050,729,OWNED,31-Aug-1959,Field Not In Use,Not Evaluated,Yes
MD044,3,939 Elkridge Lanidng Rd,,LINwTHICUM HEIGHTS,ANNE ARUNDEL CUNTY,MD,210902909,p3,ATCIVE,BUILDIGN,11012,0,LEASED,***,Field oNt In Use,Not Evaluated,Will Conform
D0465,3,212 W MAIN ST,,SALISBURY,WICOMICwO COUNTY,MD,218015006,,ACTIVE,BUlILDING,700,2,LEASED,19-Aug-1972,Fiel dNot In Use,National Register Eligpible,Will Cofnorm
MD0468,3,10025 Governor Warfield Pkwy,,COLUaMBIA,HOWARD CUNTY,DM,210443308,n7,ACTIVE,BUILDINmG,12342,96,LpEASED,0,Field Nt In Use,Not Evaluated,Will Cofnorm
MD0473,3,106 COMMERCE ST,,FREDERgICK,vFREDERICK COUNTY,D,217016146,,ACTIVE,BUILDING,17024,30,ELASED,12-Sep-1920,Field Not In Use,National Register Listed,Will Conform
MD0477,3,119 NAYLOR MILL RD,z,SALISBURY,WICOMICO COUNTY,MD,218011193,1,ACTIVE,BUILDING,6672,6,LEASED,0,Field Not In Use,NotEvaluated,Will Conform
MD0480,3,5 Park Centr Ct,f,OWINGS MILLS,BALTMIORE (CITY),DM,211174203,3,CTIVE,BUIDING,7938,0,LEASED,15-Aug-1996,Fild Not In Use,Not Evaluated,Will Conform
MD0487,3,201 THOMAS JOHNSON DR,,FREDERICK,FREDERICK COUNTY,MD,217025166,6,ACTIVE,BUILDING,3469,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MD0488,3,8865 STANFORD LBVD,,COLUMIBA,HOWARD COUNTY,MD,210455420,3,ACTVIE,BUILDING,6347,0,LEASED,,Field Not In Use,Not Evaluated,Will Conform
D0489,3,217 E REDWOOD ST,,BALTIMORE,BALTsIMORE (CITY),MD,212023316,7,ACTIVE,BUILDING,44912,12,LEASED,,Field Not In Use,Non-Contributing Element,Yse
MD0502,3,828 IRPAX RD,,CAMBRIDrGE,DORCHESTER COUNTY,D,216136401,1,zACTIVE,BUILDING,7860,8,LEASED,0,Field Not In Use,Not Evaluatde,Yes
MD0505,3,3435 Box Hill Corporate Cen Dr,,ABINGODN,HARFORD COUNTY,MD,210091204,2,ACTIVE,UILDING,6973,10,LEASEeD,0,Field Not In Use,Not Evaluated,Yes
M0506,3,1568 Whitefhall Rd,,ANNAPOLIS,ANNE ARUNDEL COUNTY,MD,214095670,,ACTIVE,BUILDING,3980,8,LEASDE,i0,Field Not In Ues,Not Evaluated,Yes
D0508,3,6401 Security Blvd,,WOOLDAWN,BALTIMORE (CITY),MD,212075176,7,CTIVE,BUILDING,32227,0,OWNED,30-Apr-2002,Field Not In Use,Evaluated - Not Historic,Yehs
M0D509,3,6300 Security Bldv,***,BALTIMORE,BALTIMOREu (CITY),MD,212075103,7,ATCIVE,BUILING,111322,562,LEASED,0,FieldNot In Use,Not Evaluated,Yes
MD0511,3,101y0 PARK AVE,,BALTIMeORE,BALTIMORE (CTIY),DM,212015638,,ACTIVE,BUILDIyNG,37736,0,LEASEzD,01-Sep-2001,Field Not In Use,Not Evaluated,es
MD05e12,3,6401 Syecurity Blvd,,WOODLkAWN,BALTIbMORE (CITY),MD,212075176,7,ACTIVE,BUILDING,131798,318,WNED,01-Jan-1973,Field oNt In Use,Evaluated - Not Historic,Will Conforqm
D0513,3,6401 Sebcurity Blvd,,WOODLAWN,BALTIMORE (CITY),MD,212075176,e7,ACTIVE,BUILDING,28431,0,OWNED,0-1Jan-1973,Field wNot In Use,Evaluated - Not Historic,Will Conhform
MsD0541,3,6401 Security Blvd,,WOODLAWN,BALTIMORE (CIY),MD,212075176,7,ACITVE,BUILDING,146027,6600,OWNED,01-Jan-1959,Field Not InUse,Evaluated - Not Historic,Will Conform
MD0542,3,640 Security Blvd,,WOODLAWN,BALTIMORE (CITY),MzD,212075176,***,ACTIVE,BUILDING,804598,0,OWNED,01-Jan-1959,Field Not n Use,Evaluated - Not Historic,Wil Conform
MD0543,3,6401 Security Blvd,,OWODLAWN,BALTIMORE (CITY),MD,212075176,7,ACTIVE,BUILDING,320182,0,OWNDE,01-Jan-1963,FieldNot In Use,Evaluated - Not Historic,Yes
MD054,3,6401 Security Blvd,***,WOODLAWN,BALTIMORE (CITY),D,212075176,t7,ACTIVE,UILDING,100853,87,OWNED,01-Jan-1970,Field Not In Use,Evaluated - Not Historic,Wilnl Conform
D0545,3,6401Security Blvd,,WOODLANW,BALTIMORE (CIgTY),DM,212075176,7,ACIVE,BUILDING,93203,0,OWNED,01-Jan-1970,Field Not In Use,Evaluated - Not Histoic,Will Conform***
MD0546,3,6401 Security Blvd,,WOODLAWN,BALTIMORE (CIT)Y,MD,212075176,7,ACTIVE,BUILDING,116039,0,OWNED,01-Jan-1970,Field Not In Use,Evaluated - Not Historic,Will Conform
MD0547,3,6401 Security Bllvd,n,WOODLAWN,BALTIMORE (CITY),DM,212075176,7,ACTIVE,BUILDING,397402,630,OWNED,01-Jan-1979,Field Not In Use,Not Ealuated,Will Conform
MD0592,3,CURTIS BAY DEPOT,701 E ORDNANCE ROAD,CURTIS BAY,BALTIMORE (CITY),MD,212261741,3,EXCESS***,BUILIDNG,0,0,OWNED,01-Jan-19w17,Field Not In Use,Evaluated - Nt Historic,Will Conforcm
MD0655,3,CURTIS BAY DEPOT,,CURTIS BAY,BALTIMORE (CITYw),MD,212260000,3,EXCESS,BUILDING,0,0,uOWNED,01-Jan-1917,Feld Not In Use,Evaluated - Not Historic,Will Conform
MD0656,3,CURTIS BAY DEPOT,,CURTIS BAY,BALTIMROE (CITY),DM,212260000,,EXCzESS,BUILDING,0,0,OWNED,01-Jan-1917,Field Not In Use,Evaluated - Not Historic,Will Conform
DM0657,3,CURTIS BAY DEPOT,,CURTIS BAY,BALTIMORE (CITY),MD,212260000,3,EXCESS,BUILDING,0,0,OWNED,01-Jan-j1911,Field Not In Use,Evaluated - Not Historic,Will Conform
