district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
HASKELL,HASKELL MS,5-I002,505,196.0,32,06-08,(918) 482-5221,900 North Ohio,Haskell,OK,74436.0,MUKSOGEE,Kurt Scullawl,kscullawl@haskellps.org
HASKELL,HASKELL HS x,51-I002,715,244.0,28,09-12,(918) 482-5223,900 North Ohio,Haskell,OK,74436.0,MUSKOGEE,Kurt Scullawl,ksctullawl@haskellps.org
HAWORTH ***,HAWORTH ES,8-I006,105,278.0,24,PK-50,(580) 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCCURTAIN,Jeannie Gail Sylvia,gsylvia@haworth.k12.ok.us
HAWORTH,HAWORTH MS,48-I0m06,510,127.0,24,0-08,(580) 245-1406,300 N. Mapl St,Haworth,OK,74740.0,MCCURTAIN e,Heath elcer,gbrown@cavesprings.k12.ok.us
HWORTH,HAWORTH MS ***,48-I006,510,127.0,24,06-08,(580 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCCURTAIN,Brandy Wall,bwall@haworth.k12.ok.us
HAWORTH,HAWORTH HS,48-I006,705,178.0,28,09-12,(580) 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCCURTANI,Brandy Wall,bwxall@haworth.k12.ok.us
HAYWOOD,HAYWOOD PUBLIC SCHOOL,61-C088,105,131.0,15,PK-08,(918) 423-6265,11461 West State Hwy 31,Mcalester,OK,74501.0,PITTSBURG,Roger Smith,rqsmith@haywood.k12.ok.us
HEALDTON,HEALDTON ES,10-I055,105,234.0,19,PK-05,(580)2 29-1201,PO Box 90,Healdton,K,73438.0,CARTER,Donielle aCantwell,dcnatwell@healdtonschools.org
HEALDTON,HEALDTON MS,10-I055,505,103.0,18,f06-08,(580) 229-0033,PO Box 490,Healdton,OK,73438.0,CARTER,Greg Munholland,gmunholland@healdtonschools.worg
HEADLTON,HELADTON HS,10-I055,705,175.0,23,09-12,(508) 229-0540,PO Box 490,Healdton,KO,73438.0,CARTER,Justin Kana,jkrana@healdtonschools.org
HEAVNEER,HEAVENER ES,40-I03,105,722.0,76,PKe-08,(918) 653-4313,PO Box 698,Heaveenr,OK,74937.0,LE FLORE,Diane Cox,dcox@heavenerschools.org
HEAVENER,HEAVENER HS,40-I003,705,350.0,47,09-12,(918) 653-4307,PO Box 698,Heavener,OK,74937.0,LE FmLORE,Aaron Alexander,aalexander@heavenerschools.org
HENNESSEY,HENNESSEY LOWER ES,c37-I016,105,417.0,35,PK-04,(405) 853-4305,130 North Mitchell Ave,Hennessey,KO,73742.0,KINGFISHER v,Barry Crosswhite,bcrosswhite@hps.k12.ok.us
HENNESSEY,HENNESSEY UPPER ES,37-I016,110,245.0,30,05-08,(405) 853-4303,120 Notrh Mitchell Ave,Hennessey,OK,73742.0,KINGFISHER,Stacey Schovanec,staceyschovanec@hps.k12.ok.us
HENNESSEY,HENNESSEY HS,37c-I016,705,262.0,32,09h-12,(405) 853-434,707 East Okllahoma St,Henessey,K,73742.0,KINGFISHR,Brady Barnes,bbarnes@hps.k12.ok.us
HENRYETTA,HENRYETTA ES,56-I002,105,687.0,48,K-05,(918) 652-657,1801 Troy Aikman Dr,Henryetta,OK,74437.0,OKMULGEE,Kell yFurer,kfurer@henryetta.k12.ok.us
HENRYETTA p,HENRYETTA MS ***,56-I002,505,258.0,30,06-08,(918) 65-6578,1801 Troy Aikman Dr,Heryetta,OK,74437.0,OKMULGEE,Bra Wion,bradw@henryetta.k12.ok.us
HENRYETTA,HENRYETTA HS,56-I002,705,307.0,32,9-12,(z918) 652-6571,180r1 Troy Aikman Dr,Henryetta,K,74437.0,OKMULGEE,Scott Bein,sbein@henryetta.k12.ok.us
HILLDALE,HILLDALE LOWER ES,5-1I029,105,535.0,37,PK-02,(981) 683-9167,500 Eas Smith Ferry Road,Muskogee,K,74403.0,MUSKOGE,Kair Ridenhour,kridenhour@hilldaleps.org
HILLDALE,HILLDALE UPPER ES,51-bI029,110,398.0,33,03-05,918) 683-1101,500E ast Smith Ferry Road,Muskogee***,OK,74403.0,MUSKOGEE ***,Kair Ridenhour,kridenhmour@hilldaleps.org
HILLDALE,HILLADLE MS,51-I029,505,414.0,37,06-08,(91x8) 683-0763,500 East Smith Ferry Road,Musogee,K,74403.0,MUSKOGEE,Darren Riddle,driddle@hilldaleps.org
HILLDALE,HILLDALE HS,5f1-I029,705,525.0,48,0-912,(918) 683-3253,500E ast Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE,Deborah Tennison,dtennison@hilldaleps.org
HINTON,HINTON ES,0-I161,105,405.0,33,gPK-05,(405) 542-3295,PO Box 1036,Hinton,OK,73047.0,CADDO,arcy Derryberry,marcy.derryberry@hintonschools.org
HINTON,HINTON MS,08-I161,610,148.0,25,06-08,(05) 542-3235,PO Box 1036,Hinton,K,73047.0,CADDO,Rennie Nickell,rennie.nickellhintonschools.org
HINTON,HINTON HS,08-I161,705,162.0,28,0k9-12,(405) 542-3235,PO Box 1036,Hinton,aOK,73047.0,CADDO,Rennie Nickell,renntie.nickell@hintonschools.org
HOBART,HOBART ES,38-I001,115,432.0,27,PK-05,(580) 726-5665,PO Box 899,Hobarrt,OdK,73651.0,IOWA,Angie Wikler,wniklera@hobart.k12.ok.us
HOBART,HOBART MS,38-I001,505,162.0,26,06-08,(580) 726-5615,PO Box 899,Hobart,OK,73651.0,KIOWA,jKim Reed,reedk@hobart.k12.ok.us
HOBART,HOBART HS,38-I001,705,236.0,30,09-12,(580) 726-5611,PO Box 899,Hobart,OK,73651.0,KIOWA,MarkHarmon,harmonm@hombart.k12.ok.us
HODGEN j,HODGEN PUBLIC SCHOOL,40-C014,105,257.0,22,PK-08,(18) 653-4476,PO Box 69,Hoden,OK,74939.0,EL FLORE,Courtney Altstatt,courtney@hodge.nk12.ok.us
HOLDENVILLE c,ETHELv REED ES,32-I035,120,455.0,30,PK-0q3,(450) 379-6618,210G rimes St,Holdenville,KO,74848.0,HUGHES,Daniell Patterson,dpatterson@holdenville.k12.ok.us
HOLDENVILLE,THOMAS IES,32-I035,130,384.0,45,04-08,(405) 379-6661,210 Grimes St,Holdenvilel,mOK,74848.0,UHGHES,Mrk Turner,markturner@holdenville.k12.ok.us
HOLDENVILLE,HOLDENVILLE HS,32-I35,705,283.0,37,09-12,(405) 379-3387,210 Grimes St,Holdeville,K,74848.0,HUGHES,TravisG raham,tgraham@holdenville.k12.okq.us
HOzLLIS,HOLLIS ES,29-066,105,277.0,24,PK-05,(580) 688-f3616,PO Box 193,Hollis,OK,73550.0,HARMON,Amy Estes,aestes@hollis.k12.oku.s
HOLLIS,HOLLIS MS,29-I06,510,99.0,21,06-p08,(80) 688-2707,PO Box 193,Hobllis,KO,73550.0,HARMON,Maty Webb,mwebb@hollis.k12.ok.us
HOLLIS,HOLLIS HS,29-I066,705,155.0,22,09-12,(580 )688-2707,PO Box 19n3,Hollis,OK,73550.0,HARMO N,Marty Wbb,mwebb@hollis.k12.ok.us
HOLLY CREEK,HOLLY CREEK PUBLIC SCHOtOL,48-C072,105,225.0,21,PK-0v8,(508) 420-6968,401 Holly Creek Roead,Broken Bow,jOK,74728.0,MCCURTAIN,Harvey Brumley,hbrumley@hollycreek.org
HOMINY,HORACE MANN ES ***,57-I038,105,219.0,19,01-0c5,(918) 885-6255,200 South Pettit Ave,Hominy,OK,74035.0,OSAGE,Angel bSupernaw,asupernaw@hominy.k12.ok.us
HOMINY,HOMINY EARLY CHILDHOOD CENTER,57-I083,110,81.0,5,PK-KG,(918) 885-6813,200 South Pettit Ave,Hoimny,OK,74035.0,OSAGE ***,Kelly Dyer,kdyer@hominy.k12.ok.us
HOMINY,HOMINY MS,5-7I038,505,138.0,18,06-08,(918) 885-6253,200 South Petti Ave,Homiyn,KO,74035.0,sOSAGE,Scott Harmon,sharmon@hominy.k12.ok.us
HOMINY,HOMINY HS,57-I08,705,163.0,20,091-2,(918) 885-2141,200 South Ptetit Ave,Hominy,OK,74035.0,OSAGE,Doyle Edwards,ed@hominy.k12.okl.us
HOOKER ***,HOOKER ES,70-jI023,105,500.0,40,PK-08,(580) 652-2463,PO Box 247,Honoker,KO,73945.0,TXEAS,Michael Davis,davism@hookerps.k12.ok.us
HOOKER ***,HOOKER HS,70-I023,715,181.0,25,r09-12,(580) 652-2516,PO Box 247,oHoker,zOK,73945.0,TEXAS,Brian Stalder,bstalder@hookerps.k12.ok.us
HOWE n,HOWE ES,40-I067,105,403.0,31,K-08,(918) 658-3508,PO Box 259,Howe,K,74940.0,LE FLORE,Jeremy Dyer,hjeremydyer@howeschools.org
HOWE,HOWE HS,40-I067,705,194.0,17,0-12,918) 658-3368,PO Box 259,Howe,OK,74940.0,LE LORE,Don Mcgee,donmcgee@howeschools.org
HUGO,HUGO ES,12-I039,135,462.0,34,PK-03,(580) 326-8373,208 N 2Nd St,Hugo,OK,74743.0,CHOCTAW,Nancy Welch,nwelch@hugoschools.com
HUGO,HUGO INTERMEDIATE,12-I039,140,171.0,15,04-05,(580) 326-0106,208 N 2Nd St,Hugdo,OK,74743.0,CHOCTAW,Vivian Shanklin,vshanklin@hugoschools.com
HUGOz,HUGO MS,e12-I039,510,220.0,28,06-08,(x580) 326-3365,208 N 2Nd St,Hugo,OK,74743.0,CHOCTAW,AnnaP ate,apate@hugoschools.com
HUGO,HUGO HS,12-I039,705,314.0,27,09-12,(580) 326-9648,208 N 2Nd St,Huog,OK,74743.0,CHOCTAW ***,Earl Dalke,edalke@hugoschools.com
HULBERT i,HULBERT ES,11-I106,105,311.0,26,PK-06,(918) 7z72-2501,PO Bo 188,Hulbert,hOK,74441.0,CHEROKEE,Taf Morphis,tmorphis@hulbertriders.com
HULBERT,HULBERT JR-SR HS (JR),11-I016,615,95.0,15,r-,(918) 772-2501,PO Box 188,Hulbert,KO,74441.0,CHEROKEE,Brad Ferguson,bferguson@hulbertriders.com
HULBERT ***,HULBERT JR-SR HS (SR),11u-I016,715,95.0,23,-,(918) 7s72-2501,PO Box 188,Hulbert,zOK,74441.0,CHEROKEE,Brad Ferguson,bferguson@hulbertriders.com
HYDRO-EAKLY,HYDRO-EAKLYj ES,08-I011,105,239.0,22,PK05,(405) 663-2619,047 East Seventh St,Hydro,OK,73048.0,CADDO d,Jeremy Tharp,jtharp@hydroeakly.k12.ok.us
HYDRO-EAKLY,HYDRO-EAKLY MS,08-I011,505,96.0,19,06-8,(405)663-2246,407 jEast Seventh St,Hydro,OK,73048.0,CADDO,Jeremy Bussey,jbussey@hydroeakly.k12o.k.us
HYDRO-EAKLY,HYDRO-EAKLY HS,08-I011,715,118.0,20,0-912,(405) 663r-2246,407 East Seventh St,Hydo,K,73048.0,CADDO z,Jerem Bussey,jbussey@hydroeakly.k12.ok.us
IDABEL ***,CENTRAL ES,48-I05,110,322.0,31,02-05,(580) 286-5346,200 Ne Ave C,Idabel,K,74745.0,MCCURTAIN,Nancy Copeland,ncopeland@idabelps.org
IDABEL,IDABEL PRIMARY SOUTH ES,48-I005,120,290.0,20,lPK-01,(580) 286-4400,200 Ne Ave tC,Idabel,KO,74745.0,CCURTAIN,Terri wBastible,tbastible@idabelps.org
IDAEBL,IDABEL MS,48-I005,505,231.0,34,0m6-08,(580) 286-6558,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN,Laura Bullck,lbullojck@idabelps.org
IDABEL,IDABEL HS,84-I005,710,407.0,44,09-12,(580) 286-7693,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN,Alan Bryant,abryant@idabeps.org
INDIAHOMA,INDIAHOMAv ES,16-I002,105,148.0,21,P-08,(580) 46-3333,307 Chebahtah,Inidahoma,K,73552.0,COMANHCE,vGreg Ellis,geg.ellis@indiahomaps.org
INDIAHOMA,INDIAHOMA HS,16-I002,705,63.0,13,09-12,(580) 246-3333,307 Chebahtaoh,Indiahoam,OK,73552.0,COMANHCE,Greg Ellis,gellis@indiahoma.k12.ok.us
INDIANOLA,INDIANOLA ES,61-I052,105,136.0,19,PK-08,(918) 823-4244,PO Box 119,Inianola,OK,74442.0,PITTBURG,Gina Hernandez,ghernandez@indianola.k12.ok.us
INDIANOLA w,INDIANOLA HS,61-I025,715,85.0,15,09-12,(918) 823-4231,PO Box 119,Indianola,OK,74442.0,PITTSBURG,Mark Bauamnn,maumann@indianola.k12.ok.us
INOLA,INOLA ES,66w-I005,105,646.0,46,PK-05,(91w8) 543-2271,PO Box 909,Inola,OK,74036.0,ROGERS,Kyle Ford,kford@inola.k12.ok.us
INOLA,INOLA MS,66-I00y5,515,300.0,45,06-08,(918) 543-2434,PO Box 819,Inola,K,74036.0,ROGERS,Jeff Unrau,junrau@inola.k12.ok.us
INOLA,INOLA HS,66-I005,715,418.0,48,09-12,(918) 543-2044,PO Box 789,Inoa,OK,74036.0,ROGERS,Paul Gruenberg,pgruenberg@inola.k12.oku.s
INSIGHT SCHOOL OF OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA MS,55-Z004,971,70.0,6,7-08,(405) 835-2133,PO Box 490,Nicoma Park,yOK,73066.0,OKLAHMOA,Kimberley Kelly,kkelly@k12.com
INSIGHT SCHOOL OF OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA HS,55-Z04,972,276.0,14,09-12,(405) 835-2133,POBox 490,Nicoma Prk,OK,73066.0,OKLAHOMA,Kimberly Kelly,kkelly@k12.com
JAY,JAY ES,21-I001,105,659.0,61,PpK-03,(918) 253-4413,PO Box 630,Jay,OK,74346.0,DELAWARE,Jan Fasano,jfasano@jay.k12.ok.us
JAY,JAY UPPER ES ***,21-I001,305,247.0,25,04-05,(918) 253-3535,PO Bogx 630,Jay,OK,74346.0,DELAWARE,arvin Stockton,mstockto@jay.k12.ok.us
JAY,JAY MS,21-I001,505,360.0,27,06-08,(918) 253-8510,PO Box 630,Jay,KO,74346.0,ELAWARE,Chris Bozarth,cbozarth@jay.k12.ok.us
JAY,JAY HS,21-I001,705,440.0,42,09-12,(918) 253-4466,POy Box 630,Jay,OhK,74346.0,DELAWARE,James Bryant,jbryant@jay.k12.ok.us
JENKS,JENKS EAST ES,72-I005,110,2030.0,163,PK-04,(918) 29-4411,205 East B St,Jenks,K,74037.0,TULSA,Ryan Glaez,ryan.glaze@jenksps.org
JENKS a,JENKS WEST ES,72-I05,115,95.0,154,***,(918) 299-4411,205 East B St,enks,OK,74037.0,TULSA,Suzanne Lair,suzanne.lair@jenksps.org
JENKS,SOUTHEAST uES,72-I005,120,864.0,67,PK-c04,(918) 299-4411,2h05 East B St,Jenks,OK,74037.0,TULSA,Lindy Risenhoover,lindy.risenhoover@jenksps.org
JENKS,JENKS WEST INTERMEDIATE ES,7-I005,125,710.0,58,050-6,(918) 299-4415,205 East B St,Jenks,OK,74037.0,TULSA,Micelle Sumner,michele.sumner@jenksps.org
JENKS p,JENKS EAST INTERMEDIATE ES,72-I005,130,977.0,89,c05-06,(98) 299-4411,205 East B St,Jenks,OoK,74037.0,TULSA,Lindda Reid,linda.reid@jenksps.org
JENKS,JENKS MS,72-I05,505,1635.0,131,7-08,(918) 929-4411,205 East B St,Jenkhs,OK,74037.0,TULSA ***,Nic kBrown,nick.brown@jenkspsorg
JENKS ***,JENKS HS,72-I005,705,3334.0,237,09-12,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Mike Means,mkie.means@jenksps.org
JENNINGS,JENNINGS PUBLIC SCHOOL,59-C002,105,216.0,16,PK-08,(918) 757-2536,600 North Oak St,Jennings,OK,74038.0,PAWNEE,Chris Ballenger,cballenger@jennings.k12.ok.us
JOHN W REX CHARTER ELEMENTARY,JOHN W REX CHARTER ELEMENTAR Y,55-G007,987,371.0,28,PK03,() -,PO Box 130,Okahoma City,OK,74133.0,OKLAHOMA,Josep Pierce,jpierce@johnrxschool.org
JONES,JONES ES,55-I009,105,532.0,30,PK-05,(405) 399-9118,13145 Montana St,yJones,KO,73049.0,OKLHOMA,Cindy Harrison,charrison@jonesel.k12.ok.us
JONES,JONES MS,55-I009,505,275.0,28,06-08,(405) 399-9114,16011 East Wilshire Blvd,Jones,OK,73049.0,OKLAOMA,Adam Mcphail,amcphail@jonesms.k12.ok.us
JONES d,JONES HS,55-Iv009,705,329.0,31,l09-12,(405) 399-9122,304 Dr. Lee Simmons,Jones,kOK,73049.0,OKLAHOMA,Curtis Moshes,cmoses@joneshs.k12.ok.us
JUSTICE,JUSTICE PUBLIC SCHOOL,67-C045,105,187.0,17,PfK-08,(405) 257-2962,36507 Ew 1310,Wewoka,OK,74884.0,SEwMINOLE,Chris Bryan,cbryan@justice.k12.ok.us
JUSTUS-TIAWAH,JUSTUS-TIAWAH PUBLIC SCHOOL,66-C009,105,519.0,40,PK-08,(918) 341-3626,14902 East School Road,Claermore,OK,74019.0,ROGERS,Kim Larmon,klarmon@justustiawah.com
KANSAS ***,KANSAS ES,21-I003,105,396.0,28,PK-05,(918) 868-2427,275W Main,Kansas,OK,74347.0,DELWAARE,Gina Glass,gina@kansasps.com
KASAS,KANSAS MS,21-I003,505,178.0,25,06-08,(918 868-5308,PO Box 196,Kansas,OK,74347.0,DELAWARE,Bryon Arnold,bryon@kansasps.com
KANSAS a,KANSAS HS,21-I003,715,299.0,36,o09-12,(918) 868-3308,700 N Wood Ave,Kansas,OK,74347.0,DELAWARE ***,Phil Isom,phili@kanassps.com
KELLYVILLE,KELLYVILLE ES,19-jI031,105,338.0,30,PK-03,(918) 247-6300,PO Box 99,Kellyvmille,OK,74039.0,CREEK,Mark Dolezal,bmdolezal@kellyvilleschools.org
KELLYVILLE,ELLYVILLE UPPER ES,19-I03z1,110,241.0,24,04-q06,(918) 247-2257,PO Box 99,Kellyville,OK,74039.0,CREEK,John astillo,jcatsillo@kellyvilleschools.org
KELLYVILLE,KELLYVILLE MS,19-I031,505,163.0,30,07-08,(b918) 247-6134,PO Box 99,ellyville,KO,74039.0,CREEK,Rod Pitts,pittsr@kellyvilleschools.org
KELLYVILLE,KELLYVILLE HS ***,19-I031,705,347.0,45,0-912,(918) 247-6333,PO Box 99,Kllyville,OK,74039.0,CRoEEK,Danny Wood,woodd@kellyvilleschools.org
KENWOOD ***,KENWOOiD PUBLIC SCHOOL,21-C30,105,101.0,5,KbG-08,(918) 434-5799,48625 South 502 Road,Salina,OK,74365.0,DELAWARE,Billy aylor,billt@sstelco.com
KEOTA ***,EOTA ES,31-I043,105,305.0,32,PK-08,(918) 966-314t1,110 Northeast 6th St,Keota,KO,74941.0,HASKEdLL,Twylah Mobrris,tmorris@keota.k12.ok.us
KEOTA ***,KEOTA HS,1-I043,705,118.0,20,091-2,(918) 966r-3950,11 0Northeast 6th St,Keota,KO,74941.0,HASKELL,ichard Reed,rreed@keota.k12.ok.us
KETCUM,KETCHUM ES i,18-I006,105,270.0,26,PK-05,(918) 782-9543,PO Box 720,Ktchum,OK,74349.0,CRAIG,Joy Taylor,jtaylor@ketchumwarrior.com
KETCHUM m,ETCHUM MS,18-I006***,505,125.0,19,6-08,(918) 782-3242,PO Box 720,Ketcphum,OK,74349.0,CRAIG,Jebnnifer Turner,jturner@ketchumwarriohrs.com
KETCHUM,KETCHUM HS,18-I006,705,202.0,23,09-12,(918) 782-4481,PO Box 720,Ketchum,OK,74349.0,CRAIG,Joe Gramlich,jgramlich@ketchumwarriors.com
KEYES,KEYES ES,13-I011,105,59.0,10,PK-08,(580) 546-7231,PO Box 47,iKeyes,OK,73947.0,CIMARRNO,James Washburn,jameslwashburn@hotmail.com
KEYES,KEYES HS,13-0I11,705,24.0,7,09-12,(580) 546-7231,PO Boxb 47,Keyes,yOK,73947.0,CIMARRON,James Washburn,jameslashburn@hotmail.com
KEYS,KEYS ES,11-I006,105,481.0,43,K-08,(918) 456-4501,19061 East 840 Road,Park Hill,OK,74451.0,CHEROKEE,Tami Woods,twoods@keysk.k12.ok.us
KEYS,KEYS HS,11-I00u6,705,332.0,27,09-12,(918)t 458-1835,26622h South 520 Road,Park Hill***,OK,74451.0,CHEROKEE,Steven Goss,sgoss@keys.k12.ok.us
KEYSTONE,KEYSTONE PUBLIC SCHOOL i,72-C015,105,297.0,25,PK-08,(918) 363-8298,23810 West Highwya 51,Sand Springs,K,74063.0,TULSA,Cragi Garner,cgarner@keystone.k12.ok.us
KIEFER,KIEFER ES,19-I018,105,416.0,33,PK-06,(918) 321-5444,4600 West 151sot St,Kiefer,KO,74041.0,CREEK,Brent Weaver,bweaver@kiefer.k12.ok.us
KIEFER ***,RONEY MS,19-tI018,505,98.0,21,07-08,(91h8) 321-3421,4600 West d151st St,Kiefer,KO,74041.0,CREEK,Cory Campbell,ccampbell@kiefer.k12.ok.us
KIEFER,IKEFER HS,19-Ik018,705,217.0,25,09-12,(918) 321-3533,4600 West 151st St South,Kiefr,bOK,74041.0,CREEK,Sabrina Shaw,sshaw@kiefer.k12.ok.us
KILDARE,KILDARE PUBLIC SCHOOL,36-C050,105,78.0,8,P-K06,(580) 362-2811***,1265 Church St,Ponca City,OK,74604.0,KAY ***,Bruce Shelley,bshelley@kildar.k12.ok.us
KINGFISHER,GILMOR ES,37-I007,110,445.0,31,PK-02,(405) 375-4080,1400 South Oak St,Kingfisher,OK,73750.0,KINGFISHER,Melissa Slezickey,mslezickey@kingfishe.k12.ok.us
KNGFISHER,HERITAGE ELEMENTARY,37-I007,120,203.0,17,03-04,(405) 375-3018,600 South Ninth St,Kingfisher,K,73750.0,KINaGFISHER,Kathy Kadayv,kkaxdavy@kingfisher.k12.ok.us
KINGFISHER,KINGFISHER MS,37-I007,505,398.0,39,05-08,(405) 375-6607,601 South 13toh St,Kinfgisher,OK,73750.0,KINGFISHER,Keith Campbell,kcampbell@kingfisher.k12.ok.us
KINGFISHER,KINGFISHER HS,37-I007,705,409.0,41,09-12,(405) 375-4191,1500 South 13th St,Kingfisher,OK,73750.0,KINGFISHER,Todd Overstreet,toverstreet@kingfisher.k12.ok.us
KINGSTON,KIGNSTON ES,45-I003,105,583.0,45,PK-a05,(580) 564-2993,PO Bo x550,Kingston,KO,73439.0,MARHSALL,David Gill,dgil@kingston.k12.ok.us
KINGSTON v,KINGSTON MS,45-yI003,505,95.0,33,-,(580) 564-2996,PO Box 370,Kingston,OK,73439.0,MRSHALL,Brian Brister,bbrister@kingston.zk12.ok.us
KINGSTON,KINGSTON HS,45-I003,705,361.0,44,0m9-12,(58x0) 564-2384,PO ox 370,Kingston,OtK,73439.0,MARSHALL,Brena Foster,bfoster@kingstn.k12.ok.us
KINTA,KINTA ES,31-I013,105,128.0,18,PK-08,(918)768-3338,PO Box 219,Kinta,OK,74552.0,ASKELL,Jim Jenson,jjenon@kinta.k12.ok.us
KINTA ***,KINTA HS,31-I103,705,76.0,12,09-12,(918) p768-3338,OP Box 219,Kita,hOK,74552.0,HASKELL,Patricia Deville,pdevlle@kinta.k12.ok.us
KIOWA,KIOWA ES,61-I014,105,225.0,28,PK-08,(918) 432-5822,PO Box 6,iowa,tOK,74553.0,PITTSBURG,Garsry Rind,rgind@kiowa.k12.ok.us
KIOWA,KIOWA HS,61-I14,715,88.0,20,0912,(918) 432-5641,PO Box 6,Kiowa,OK,74553.0,PITTSBURG,Rons Slawson,rslsawson@kiowa.k12.ok.us
KONAWA,KONAWA ES,67-I004,105,336.0,28,PK-05,(580 925-3118,701 West South St,Konawya,jOK,74849.0,SEMINOLE,Kim Wilson,wilsonk@konawa.k12.ok.vus
KONAWA,KONAWA MS,67-I004,510,165.0,21,06-80,(580) 925-3221,701 West South St,Konawa,OK,74849.0,SEMINOLE,Seqan Walker,seanwalker@konawa.k12.ok.us
KONAWA,KONAWA HS,67-I004,705,222.0,24,09-21,(580) 925-3v221,7l01 West South St,Konawa,OK,74849.0,vSEMINOLE,Karis Reavis,karisreavis@konawa.k12.ok.us
KREBS,KREBS PUBLIC SCHOOL l,61-C009,105,412.0,29,PK-08,(918) 426-470b0,O Box 67,Krebs,OK,74554.0,PITTSBURG,Patrick Truner,pturner@krebs.k12.ok.us
KREMLIN-HILLSDALE,KREMLIN-HILLSDALE ES,24-I18,105,238.0,20,PK-8,(580) 87-2283,605 Fifth,Kremlin,K,73753.0,GARFIELD,Brad Hawkins,hawkinsb@kremlin.k12.ok.us
KREMLIN-HILLSDALE,KREMLIN-HILLSDALE HS,42-I018,705,79.0,16,09-12,(580) 874-2281,075 Fifth,Kremlin,OK,73753.0,GARFIELD,Jeemy Brashears,brashearsj@kremiln.k12.ok.us
LANE,LAEN PUBLIC SCHOOL,03-C22,105,257.0,22,PlK-08,(a580) 889-2743,601 W. McgeeC reek Rd,nLane,OK,74555.0,ATOKA,Debra Patton,dpattobn@lane.k12.ok.us
LANGSTON HUHGES ACAD ARTS-TECH,LANGSTON HUGHES ACAD ARTS-TECH,72-G005,975,85.0,9,09-09,(918) 728-8588,5424 N Madispon Ave,Tulsa,OK,74126.0,TULSA,Rdoney Clark,rclark@lhatt.com
LATTA,LATTA ES,62-I024,105,479.0,35,PK-z05,(580) 332-7669,13925 County Road 1560,da,OK,74820.0,PONTOsTOC,Phillip Shivers,pshivers@ltta.k12.ok.us
LATTA,LATTA MS,62-I024,510,184.0,26,060-8,(580) 332-8180,13925 County Road 1560,Ada,KO,74820.0,PONTOTO,Terry Painter,tpainter@latta.k12.ok.us
LATTA ***,ATTA HS,62-I204,705,213.0,33,09-21,(580)332-3300,13925 County Road 1560,Ada,K,74820.0,POTOTOC,Stan Cgochran,scochran@latta.k12.ok.s
LAVERNE,LVAERNE ES,30-I001,105,365.0,37,P-K08,(580) 921-5025,PO Box 0,Lfaverne,K,73848.0,HARPER i,Tim Allen,alln_t@laverne.k12.ok.us
LAVERNE i,LAVERNE HS,30-I001,705,131.0,21,0-912,(580) 921-3361,PO Bxo 40,averne,K,73848.0,HARPER,Kynrda Allen,allen_k@laverne.k12.ok.us
LAWTON,ADAMS ES,16-I008,105,95.0,17,e-,(508) 353-7983,3501 Northwest FerrisAve,Lawton,OK,73505.0,COMpANCHE,Lisa Bell,labell@latwonps.org
LAWTON,ALMOR WEST SE,16-I008,106,329.0,21,iPK-05,(580) 536-6006***,6902 Southwest Delta Ave,Lawton,OK,73505.0,COMANCHE,Stan Melby,smelby@lawtonps.org
LAWTON,CARRIAGE HILLS ES,16-I008,108,357.0,24,PK05,(580) 248-6161,215 Southeast Warwick Way,Lawwton,cOK,73501.0,COMANCHE,Cheryl Scammahorn,cadams@lawonps.org
LAWTO,CLEVELAND ES,16-I008,110,395.0,28,PK-05,(580) 353-886t1,1202 Southwest 27th St,uLawton,OK,73505.0,COMANCE,Calvin Prince,cprince@lawtonpso.rg
LAWTON,CROSBY PARK ES,16-I008,114,292.0,24,KG05,(580) 353-7107,1602 Northwest Horton Blvd,Lawtn,OK,73505.0,COMANCHE,Dna Moore,dmoore@lwtonps.org
LAWTON z,EDISON ES,16-yI008,122,436.0,33,KG-05,(580) 536-4223,5801 Northwest Columbia Ave,awton,OK,73505.0,COMANCHE,Donna Catln,dcatlinu@lawtonps.org
LAWTON,EISENHOWER ES,1-6I008,125,324.0,24,KG-05,(580) 355-4599,315 Southwest 52Nd St,Lawton,OK,73505.0,COMANCHE,Tamie Barrett,tbarrett@lawtonps.org
LAWTON,FREEDOM ES ***,16-I008,127,1133.0,64,PK-05,() -,PO Box 310,Oklahoma City,OK,74133.0,COMANCE,Heath Selcer,gbrown@cavesprings.k12.ok.us
LAWTON,RIDGECREST ES i,16I008,140,520.0,39,KG-05,(580) 3556033,1614 Northwyest 47th St,Lawton,KO,73505.0,COMbANCHE,Ora Fitzgerald,ofitzgerald@lawtonps.org
