1624.mailingaddress,b3101 West Edison St,3101 West Edison St
1734.schoolsite,WAURIKA MS         b           ,WAURIKA MS                    
1187.city,Oklahmoa City,Oklahoma City
742.city,Ketcphum,Ketchum
1694.mailingaddress,PO Box l99,PO Box 99
1651.district,TURNER         y               ,TURNER                        
864.principalemail,rwilliams@mason.k12.oku.s,rwilliams@mason.k12.ok.us
671.principal,Angie Wikler,Angie Winkler
363.statevalue,K,OK
1474.district,SvPIRO                         ,SPIRO                         
267.mailingaddress,P OBox 289,PO Box 289
1511.principalemail,shannon.muck@sulphurk1.2org,shannon.muck@sulphurk12.org
768.telephone,(580) 87-2283,(580) 874-2283
1340.county,OLAHOMA    ,OKLAHOMA    
247.statevalue,K,OK
1500.codistcode,52-I002,25-I002
209.mailingaddress,102 ast H Ave,102 East H Ave
989.principal,Angela Williasm,Angela Williams
324.statevalue,nOK,OK
1326.county,OKLAHOMA    ***,OKLAHOMA    
54.county,CARTER      ***,CARTER      
1436.statevalue,lOK,OK
1269.codistcode,09-I022***,09-I022
1621.codistcode,72-I010,72-I001
1455.district,SKIATOOK                      ***,SKIATOOK                      
181.statevalue,K,OK
559.codistcode,71-I18,71-I158
1344.district,PUTNAM CITY                  ,PUTNAM CITY                   
1401.district,SANKOFA MIDDLE SCHL (CHRATER) ,SANKOFA MIDDLE SCHL (CHARTER) 
337.statevalue,K,OK
1591.telephone,918) 925-1500,(918) 925-1500
1649.principal,Tarmyra Larson,Tamyra Larson
1084.statevalue,KO,OK
932.principal,TroyW ittrock,Troy Wittrock
958.principal,Paula Giffrd,Paula Gifford
354.statevalue,OhK,OK
658.county,KINGFISHER v ,KINGFISHER  
1416.city,rSayre,Sayre
1488.principal,endra Rider,Kendra Rider
298.principalemail,jgwartney@chouteawuildcats.com,jgwartney@chouteauwildcats.com
1728.telephone,(580)623-7362,(580) 623-7362
389.principal,Jeff Jenninsg,Jeff Jennings
1329.statevalue,KO,OK
320.codistcode,20-Ig099,20-I099
1099.codistcode,06-I0d09,06-I009
1157.principalemail,hdibullock@okcps.org,hdbullock@okcps.org
141.mailingaddress,qPO Box 158,PO Box 158
1069.principal,Bron Willimas,Bron Williams
1299.codistcode,5-I088,51-I088
339.statevalue,sOK,OK
1173.telephone,(405) 587-500,(405) 587-5400
203.codistcode,67-I05,67-I015
1119.principal,Gayla Goff***,Gayla Goff
602.mailingaddress,PO Boix 159,PO Box 159
564.statevalue,K,OK
1752.principalemail,rjohnon@weleetka.k12.ok.us,rjohnson@weleetka.k12.ok.us
1821.gradeslowhigh,PK-0k3,PK-03
1199.county,NOWAAT      ,NOWATA      
902.city,kOlahoma City,Oklahoma City
1266.principalemail,lisa.campbell@piedmotnschools.org,lisa.campbell@piedmontschools.org
1685.county,MCCpURTAIN   ,MCCURTAIN   
650.telephone,(580 245-1406,(580) 245-1406
513.telephone,(580) 36-68300,(580) 366-8300
684.county,sOSAGE       ,OSAGE       
970.statevalue,OmK,OK
1786.district,WILSON                       ,WILSON                        
1203.principal,hris Pitts,Chris Pitts
1108.schoolsite,BUCHANAN ES                  ,BUCHANAN ES                   
740.mailingaddress,11 0Northeast 6th St,110 Northeast 6th St
1207.gradeslowhigh,091-2,09-12
1024.district,NEWCASTLE                     ***,NEWCASTLE                     
1449.county,BRAN       ,BRYAN       
1683.principalemail,robwen@vpsd.org,rbowen@vpsd.org
1355.mailingaddress,PO tBox 44,PO Box 44
138.codistcode,13-I00o2,13-I002
517.principalemail,khill@erckps.k12.ok.us,khill@erickps.k12.ok.us
1405.telephone,(918) 224-1429,(918) 224-1492
1025.principalemail,kfergsuon@newcastle.k12.ok.us,kferguson@newcastle.k12.ok.us
1643.county,TULSA      b ,TULSA       
329.statevalue,OpK,OK
607.city,Grvoe,Grove
1364.district,RNIGLING                      ,RINGLING                      
627.city,Depwe,Depew
1243.principal,Mitzoi Winters,Mitzi Winters
1290.district,PONCA CIToY                    ,PONCA CITY                    
344.codistcode,4-I004,74-I004
99.schoolsite,BNENINGTON HS                 ,BENNINGTON HS                 
137.mailingaddress,PO Boxh 1117,PO Box 1117
1401.mailingaddress,111 East FirstS t,111 East First St
1420.mailingaddress,PO Box 230,PO Box 203
653.principalemail,dcnatwell@healdtonschools.org,dcantwell@healdtonschools.org
173.principal,Janet otson,Janet Dotson
1379.mailingaddress,PO Box 30g8,PO Box 308
1688.statevalue,KO,OK
1495.principal,Larry Raburn,Larry Rayburn
45.schoolsite,MISSION ES      r              ,MISSION ES                    
442.principal,heryl Conditt,Cheryl Conditt
81.county,WASzHINGTON  ,WASHINGTON  
39.city,Avla,Alva
1415.gradeslowhigh,09-21,09-12
967.county,CLEVELAND x  ,CLEVELAND   
1135.statevalue,KO,OK
166.codistcode,7-I003,72-I003
1030.telephone,(580) 3622516,(580) 362-2516
1172.telephone,(40) 587-9000,(405) 587-9000
1383.county,JEFFERSON   ***,JEFFERSON   
998.district,MUSKOEE                      ,MUSKOGEE                      
91.telephone,(50) 625-3444,(580) 625-3444
1530.principalemail,hornc@tceumseh.k12.ok.us,hornc@tecumseh.k12.ok.us
164.district,BROKEN ARROW              m    ,BROKEN ARROW                  
1125.mailingaddress,1240 Southwest 29th Sut,1240 Southwest 29th St
543.district,FORT GIBSON                  ,FORT GIBSON                   
168.codistcode,72-003,72-I003
761.statevalue,hOK,OK
1647.principal,Lacnce Britt,Lance Britt
1714.codistcode,17-If001,17-I001
1106.principalemail,nacoshow@kcps.org,nacoshow@okcps.org
1012.mailingaddress, 906 S. HeightsD rive, 906 S. Heights Drive
386.telephone,(580) 658-2511,(580) 568-2511
418.mailingaddress,4821 South72Nd East Ave,4821 South 72Nd East Ave
263.principalemail,rhedge@chandlfer.k12.ok.us,rhedge@chandler.k12.ok.us
1777.county,GARVN      ,GARVIN      
1714.principal,Danna Thompsno,Danna Thompson
1699.principal,Kthy Wingo,Kathy Wingo
1508.county,LyINCOLN     ,LINCOLN     
1575.gradeslowhigh,zPK-06,PK-06
465.telephone,(405) 340-800,(405) 340-2800
39.county,WOODS       ***,WOODS       
1355.statevalue,K,OK
984.schoolsite,MOUNTAIN VIEW-GOTEBO E S      ,MOUNTAIN VIEW-GOTEBO ES       
1313.county,MAYE S      ,MAYES       
31.district,ALUS                         ,ALTUS                         
600.principal,Listena Pirickett,Listena Prickett
215.principal,J.Tc. Busby,J.T. Busby
1781.principal,Melissa Cagel,Melissa Cagle
1638.telephone,(981) 925-1580,(918) 925-1580
675.mailingaddress,210G rimes St,210 Grimes St
352.city,Cowgeta,Coweta
1323.gradeslowhigh,P-KPK,PK-PK
542.schoolsite,FORT COBB-BROXTO HS          ,FORT COBB-BROXTON HS          
1108.gradeslowhigh,PK0-6,PK-06
1714.county,COTOTN      ,COTTON      
154.gradeslowhigh,091-2,09-12
1648.principal,Jeff Hiatit,Jeff Hiatt
1686.gradeslowhigh,PrK-08,PK-08
447.principalemail,mmaloy@earlsboro.k1.ok.us,mmaloy@earlsboro.k12.ok.us
851.telephone,(918) 86-54062,(918) 865-4062
94.principalemail,khurs@beggs.k12.ok.us,khurst@beggs.k12.ok.us
1647.statevalue,rOK,OK
581.district,GLENPOkOL                      ,GLENPOOL                      
1276.codistcode,0-I027,10-I027
1342.gradeslowhigh,06-8,06-08
878.schoolsite,MCALESTER HS                  ***,MCALESTER HS                  
440.county,BRYA       ,BRYAN       
1280.principalemail,aodonnell@pg.sk12.ok.us,aodonnell@pgs.k12.ok.us
41.schoolsite,AMBER-POCASSET JHS           ,AMBER-POCASSET JHS            
1298.district,PORTER CONSOLIDATED          ,PORTER CONSOLIDATED           
859.schoolsite,MARIETA HS                   ,MARIETTA HS                   
975.district,MORRIS                       ,MORRIS                        
25.mailingaddress,P Box 430,PO Box 430
250.mailingaddress,PO lBox 200,PO Box 200
988.county,gSEQUOYAH    ,SEQUOYAH    
68.principal,Amnada James,Amanda James
815.city,Lidnsay,Lindsay
509.county,GARFInELD    ,GARFIELD    
1146.principalemail,mdisenby@okcps.org,mdlisenby@okcps.org
1405.principal,Tom bWalsh,Tom Walsh
164.schoolsite,ARRWO SPRINGS EARLY CHILDHOOD ,ARROW SPRINGS EARLY CHILDHOOD 
1351.gradeslowhigh,09z-12,09-12
1202.district,OKLAHOMA VIRTULA CHARTER ACAD ,OKLAHOMA VIRTUAL CHARTER ACAD 
1724.schoolsite,WASHINGTON MS  o               ,WASHINGTON MS                 
1472.telephone,(918) 96k2-2413,(918) 962-2413
367.gradeslowhigh,e-,-
765.principal,Seqan Walker,Sean Walker
1422.county,DEWEY       ***,DEWEY       
20.district,ALEX                         ,ALEX                          
1270.county,GRADY       ***,GRADY       
660.county,KINGFISHR  ,KINGFISHER  
1373.schoolsite,ROCKY MOUNTAINPUBLIC SCHOOL  ,ROCKY MOUNTAIN PUBLIC SCHOOL  
80.county,WASHINTGON  ,WASHINGTON  
1309.telephone,(981) 756-8636,(918) 756-8636
765.gradeslowhigh,06-80,06-08
1063.city,orman,Norman
1210.district,OLIVE                         ***,OLIVE                         
1055.county,CLEELAND   ,CLEVELAND   
1252.statevalue,OyK,OK
1346.city,Oklaohma City,Oklahoma City
1013.telephone,(405) 256-6x955,(405) 256-6955
1115.district,OKLAHOMA CIY                 ,OKLAHOMA CITY                 
1151.county,OKLAHOMA    ***,OKLAHOMA    
1085.county,OKLAHOtMA    ,OKLAHOMA    
900.district,MIDWAY                p        ,MIDWAY                        
1308.codistcode,56-I050,56-I005
969.principalemail,markhutn@mooreschools.com,markhunt@mooreschools.com
1167.mailingaddress,3323 Southwest 44th St,3233 Southwest 44th St
1773.city,Wewka,Wewoka
604.principal,Jason Midkiff***,Jason Midkiff
329.county,DELAWARE    ***,DELAWARE    
1649.telephone,(918) 786-b4902,(918) 786-4902
495.principal,Josh Skilzes,Josh Skiles
188.statevalue,tOK,OK
1459.schoolsite,SMITHVILLE HS          z       ,SMITHVILLE HS                 
621.principal,LoireA ubrey,Loire Aubrey
1775.mailingaddress,27355 South 4340 mRoad,27355 South 4340 Road
944.schoolsite,KINGSGTE ES                  ,KINGSGATE ES                  
152.telephone,(91)8 487-5265,(918) 487-5265
890.city,lk City,Elk City
759.statevalue,OtK,OK
312.principal,Daa Wilson,Dana Wilson
1827.county,CANADIN    ,CANADIAN    
878.city,Mcaleser,Mcalester
346.codistcode,5-I078,75-I078
1246.gradeslowhigh,10-21,10-12
184.county,TULSA      ,TULSA       
1481.mailingaddress,309 Northwset 'e' St,309 Northwest 'e' St
1265.schoolsite,STONE RIDGE ES                ***,STONE RIDGE ES                
249.district,CATOOSA                      ,CATOOSA                       
1276.principal,Lisa Mooer,Lisa Moore
1752.telephone,(405) r786-2203,(405) 786-2203
423.district,DRUMMOND    s                  ,DRUMMOND                      
706.schoolsite,INDIANOLA ES                 ,INDIANOLA ES                  
285.codistcode,24-I402,24-I042
256.gradeslowhigh,091-2,09-12
286.mailingaddress,4018 West Carrer Road,4018 West Carrier Road
1468.district,SPAVINAW                     ,SPAVINAW                      
110.principalemail,idanelar@yahoo.com,dianelar@yahoo.com
931.schoolsite,MILLWOOD HS                  ,MILLWOOD HS                   
68.mailingaddress,"2401 Nw 23rd St,Ste. 3","2401 Nw 23rd St, Ste. 3"
546.mailingaddress,500 South RossA ve,500 South Ross Ave
444.telephone,(580) 8352-242,(580) 835-2242
366.gradeslowhigh,0-608,06-08
748.statevalue,K,OK
1190.district,OKLAHOMA CITY                 ***,OKLAHOMA CITY                 
1269.gradeslowhigh,09-o12,09-12
1083.principal,Yunus Bicii,Yunus Bicici
943.principal,DebraHendrix,Debra Hendrix
1693.mailingaddress,PbO Box 99,PO Box 99
1683.codistcode,4t8-I011,48-I011
1653.principalemail,gwallcae@turpinps.org,gwallace@turpinps.org
875.statevalue,yOK,OK
840.telephone,(40) 277-3263,(405) 277-3263
82.city,Barltesville,Bartlesville
1212.telephone,(580) 684-2243,(580) 648-2243
1810.county,OSAGE      ,OSAGE       
585.county,TkEXAS       ,TEXAS       
1479.schoolsite,STIDHAM PUBLIC SCHOO L        ,STIDHAM PUBLIC SCHOOL         
865.schoolsite,MASON H S                     ,MASON HS                      
146.codistcode,12-I00y1,12-I001
404.schoolsite,DEPEW HS               z       ,DEPEW HS                      
156.codistcode,26-I0g95,26-I095
1173.principalemail,adadavis@okcps.org,addavis@okcps.org
1520.gradeslowhigh,KG0-5,KG-05
1661.telephone,(918) 733-2513,(918) 733-2531
775.principalemail,alln_t@laverne.k12.ok.us,allen_t@laverne.k12.ok.us
165.mailingaddress,101  WTwin Oaks St,101 W Twin Oaks St
1553.telephone,(58u0) 628-2592,(580) 628-2592
1394.mailingaddress,POB ox 970,PO Box 970
1682.codistcode,09-I07,09-I057
124.principal,Melliosa Moore,Mellisa Moore
1580.schoolsite,JACKSON ES                   ,JACKSON ES                    
333.district,COLLINSVILLE            w      ,COLLINSVILLE                  
78.mailingaddress,PO Box x629,PO Box 629
1767.gradeslowhigh,***,-
136.city,oise City,Boise City
357.district,OWETA                        ,COWETA                        
919.county,mOKLAHOMA    ,OKLAHOMA    
447.schoolsite,EARLSBOR OHS                  ,EARLSBORO HS                  
102.statevalue,KO,OK
891.codistcode,05-002,05-I002
1250.principal,Tracy Bournett,Tracy Burnett
997.schoolsite,IRVING ES                    ,IRVING ES                     
1160.principal,LynnKellert,Lynn Kellert
1768.county,ADAIR      ,ADAIR       
1681.gradeslowhigh,PK08,PK-08
484.telephone,(580w) 492-3670,(580) 492-3670
811.city,Lexingtno,Lexington
94.mailingaddress,1201 West Ninth Sut,1201 West Ninth St
1229.codistcode,7-I011,72-I011
120.codistcode,72-004,72-I004
1354.city,qRattan,Rattan
217.telephone,5(80) 434-5158,(580) 434-5158
1465.county,NOWAAT      ,NOWATA      
793.statevalue,K,OK
677.statevalue,K,OK
1280.principal,Alicia O'donnll,Alicia O'donnell
175.gradeslowhigh,G-05,KG-05
1099.district,OKEENE                       ,OKEENE                        
871.principalemail,jprice@mcalestera.k12.ok.us,jprice@mcalester.k12.ok.us
968.gradeslowhigh,09-y12,09-12
759.gradeslowhigh,0m9-12,09-12
1707.county,CRAIG      ,CRAIG       
337.telephone,(918) 371-3382***,(918) 371-3382
1243.principalemail,mwinters@paulsvalley.k12.o.us,mwinters@paulsvalley.k12.ok.us
86.telephone,(918) 333-3s176,(918) 333-3176
1774.district,WEWOKA      y                  ,WEWOKA                        
1809.statevalue,K,OK
1304.county,LE FLORE   ,LE FLORE    
34.statevalue,KO,OK
1403.gradeslowhigh,PK0-5,PK-05
1076.codistcode,9-I020,19-I020
1005.statevalue,OaK,OK
1545.telephone,(580) 661c-3522,(580) 661-3522
915.principal,Jon "Bryan" alsu,Jon "Bryan" Kalsu
998.codistcode,51x-I020,51-I020
431.statevalue,KO,OK
170.principal,Vikci Beckwith,Vicki Beckwith
1707.principalemail,gibsontm@vinitahornetsa.com,gibsontm@vinitahornets.com
1650.mailingaddress,POB ox 159,PO Box 159
1152.city,Oklahoma Cidty,Oklahoma City
1487.codistcode,60-Ig016,60-I016
631.city,Hammnon,Hammon
718.gradeslowhigh,***,-
1018.principal,Charles Cauhgern Jr.,Charles Caughern Jr.
1494.district,STILWELL                     ,STILWELL                      
749.mailingaddress,4600 West 151sot St,4600 West 151st St
45.mailingaddress,1200S outh Mission St,1200 South Mission St
617.principalemail,jadna.schreiner@guymontigers.com,jana.schreiner@guymontigers.com
758.county,MRSHALL    ,MARSHALL    
226.codistcode,61-I02,61-I002
1753.city,Welemetka,Weleetka
1129.mailingaddress,1810 Sheffield Road***,1810 Sheffield Road
384.principalemail,memmons@davenport.k12.ok.us***,memmons@davenport.k12.ok.us
941.principalemail,nealjohnson@ooreschools.com,nealjohnson@mooreschools.com
31.mailingaddress,1100 North oFrrest St,1100 North Forrest St
403.schoolsite,DEPEW ES                     ,DEPEW ES                      
603.statevalue,KO,OK
1771.principalemail,rjasnja@wps.k12.ok.us,rjasna@wps.k12.ok.us
540.principalemail,jbiddy@fcbmustangs.om,jbiddy@fcbmustangs.com
427.schoolsite,DUKE ES                       ***,DUKE ES                       
1189.statevalue,K,OK
199.principal,Shamne Feely,Shane Feely
656.gradeslowhigh,PKe-08,PK-08
490.codistcode,0-5I006,05-I006
951.mailingaddress,1800 Southwood Drive,11800 Southwood Drive
1612.district,TULSA                  w       ,TULSA                         
63.statevalue,K,OK
1207.county,OKMLUGEE    ,OKMULGEE    
1334.city,ethany,Bethany
1090.county,OKLAHOMAu    ,OKLAHOMA    
678.telephone,(580) 688-f3616,(580) 688-3616
1584.statevalue,K,OK
1658.principalemail,cwilliams@tuttleschoolsinfo,cwilliams@tuttleschools.info
378.mailingaddress,PO Box 494,PO Box 449
1602.statevalue,KO,OK
1151.principalemail,sajasckson@okcps.org,sajackson@okcps.org
863.telephone,(918) 696-225,(918) 696-2285
1445.schoolsite,SHANEE HS                    ,SHAWNEE HS                    
1070.codistcode,60j-C104,60-C104
396.city,Emdond,Edmond
536.schoolsite,FLOWER MOUND PUBLIC SCHOL    ,FLOWER MOUND PUBLIC SCHOOL    
12.schoolsite,ADAIR MS                  q    ,ADAIR MS                      
1538.gradeslowhigh,PK-80,PK-08
564.principalemail,kakue@frontierok.com,kauke@frontierok.com
1120.gradeslowhigh,PK-5,PK-05
235.city,anute,Canute
69.mailingaddress,PO Box 20,PO Box 720
748.district,KEYSTONE                     ,KEYSTONE                      
398.city,Edomnd,Edmond
215.gradeslowhigh,091-2,09-12
563.mailingaddress,485 rFink Rd,485 Frink Rd
1131.city,Oqklahoma City,Oklahoma City
1070.principalemail,kburden@oakgrove.k12.k.us,kburden@oakgrove.k12.ok.us
1709.mailingaddress,601 Soutehast Sixth St,601 Southeast Sixth St
901.district,IDWAY                        ,MIDWAY                        
522.statevalue,bOK,OK
796.gradeslowhigh,06-8,06-08
1350.statevalue,OxK,OK
370.principal,Terjesa Mcafee,Teresa Mcafee
263.principal,Rndy Hedge,Randy Hedge
452.principalemail,michele.milner@edmondschool.snet,michele.milner@edmondschools.net
496.principalemail,jroberts@empireschoolsorg,jroberts@empireschools.org
862.district,MARLOW                       ,MARLOW                        
937.codistcode,14I-002,14-I002
1274.county,PITTSBURG   ***,PITTSBURG   
297.telephone,(918) 467-5389,(918) 476-5389
1388.principalemail,tjasnaq@sallisaw.k12.ok.us,tjasna@sallisaw.k12.ok.us
287.statevalue,KO,OK
1490.district,STILLWATE                    ,STILLWATER                    
1417.mailingaddress,716 oNrtheast Highway 66,716 Northeast Highway 66
1472.principalemail,lgeenwood@spiro.k12.ok.us,lgreenwood@spiro.k12.ok.us
856.gradeslowhigh,PKe-08,PK-08
946.statevalue,tOK,OK
100.city,Tula,Tulsa
200.gradeslowhigh,PK-g08,PK-08
89.principalemail,ullenixd@battiest.k12.ok.us,mullenixd@battiest.k12.ok.us
526.statevalue,K,OK
351.district,COVINGTN-DOUGLAS             ,COVINGTON-DOUGLAS             
1763.telephone,(405) 3503455,(405) 350-3455
1587.county,TULSA       ***,TULSA       
1000.city,vMuskogee,Muskogee
1824.codistcode,a09-I027,09-I027
