district,schoolsite,codistcode,sitecode,enrollment,certifiedstaff,gradeslowhigh,telephone,mailingaddress,city,statevalue,zip,county,principal,principalemail
GORE,GORE ES,68-I006,105,217.0,22,PK-05,(918) 489-5638,1200 North Hwy 10,Gore,OK,74435.0,SEQUOYAH,Tonya Pugh,pught@gorepublicschools.org
GORE,GORE UPPER ES,68-I006,115,106.0,22,06-08,(918) 489-5587,1200 North Highway 10,Gore,OK,74435.0,SEQUOYAH,Beverly Robison,brobison@gorepublicschools.org
GORE,GORE HS,68-I006,715,126.0,23,09-12,(918) 489-5587,1200 North Highway 10,Gore,OK,74435.0,SEQUOYAH,Beverly Robison,brobison@gorepublicschools.org
GRACEMONT,GRACEMONT ES,08-I086,105,108.0,18,PK-08,(405) 966-2551,PO Box 5,Gracemont,OK,73042.0,CADDO,Roberta Fullbright,rfullbright@gracemont.k12.ok.us
GRACEMONT,GRACEMONT HS,08-I086,705,32.0,12,09-12,(405) 966-2233,PO Box 5,Gracemont,OK,73042.0,CADDO,Mike Jones,mjones@gracemont.k12.ok.us
GRAHAM-DUSTIN,GRAHAM ES,54-I054,105,51.0,15,05-08,(918) 652-8935,116118 Hwy 84,Weleetka,OK,74880.0,OKFUSKEE,Linda Riddle,lriddle@graham-dustin.k12.ok.us
GRAHAM-DUSTIN,DUSTIN ES,54-I054,110,71.0,11,PK-04,(918) 652-8935,116118 Hwy 84,Weleetka,OK,74880.0,OKFUSKEE,C J Buesser,cbuesser@graham-dustin.k12.ok.us
GRAHAM-DUSTIN,DUSTIN ES,54-I054,110,71.0,11,PK-04,(918) 652-8935,116118 Hwy 84,Weleetka,OK,74880.0,OKFUSKEE,Joe Cummings,jcummings@dustin.k12.ok.us
GRAHAM-DUSTIN,GRAHAM HS,54-I054,705,64.0,12,09-12,(918) 652-8935,116118 Hwy 84,Weleetka,OK,74880.0,OKFUSKEE,Linda Riddle,lriddle@graham-dustin.k12.ok.us
GRAND VIEW,GRAND VIEW PUBLIC SCHOOL,11-C034,105,630.0,59,PK-08,(918) 456-5131,15481 North Jarvis Road,Tahlequah,OK,74464.0,CHEROKEE,Allen Rule,arule@grandview.k12.ok.us
GRAND VIEW,GRAND VIEW PUBLIC SCHOOL,11-C034,105,630.0,59,PK-08,(918) 456-5131,15481 North Jarvis Road,Tahlequah,OK,74464.0,CHEROKEE,Steve Gillman,sgillman@grandview.k12.ok.us
GRANDFIELD,GRANDFIELD ES,71-I249,105,170.0,17,PK-08,(580) 479-3288,PO Box 639,Grandfield,OK,73546.0,TILLMAN,Megan Newton,mnewton@grandfield.k12.ok.us
GRANDFIELD,GRANDFIELD HS,71-I249,715,77.0,13,09-12,(580) 479-3140,PO Box 639,Grandfield,OK,73546.0,TILLMAN,Matthew Fox,mfox@grandfield.k12.ok.us
GRANDVIEW,GRANDVIEW PUBLIC SCHOOL,69-C082,105,141.0,6,PK-08,(580) 439-2467,Box 277062 E. 1840 Rd.,Comanche,OK,73529.0,STEPHENS,Gary Wade,garywade@grandviewschool.k12.ok.us
GRANITE,GRANITE ES,28-I003,105,202.0,23,PK-08,(580) 535-2104,PO Box 98,Granite,OK,73547.0,GREER,Listena Prickett,lprickett@granite.k12.ok.us
GRANITE,GRANITE HS,28-I003,715,77.0,17,09-12,(580) 535-2104,PO Box 98,Granite,OK,73547.0,GREER,Listena Prickett,lprickett@granite.k12.ok.us
GRANT,GRANT PUBLIC SCHOOL,12-C003,105,118.0,12,PK-08,(580) 326-8315,PO Box 159,Grant,OK,74738.0,CHOCTAW,Buck Hammers,bhammers@grant.k12.ok.us
GREASY,GREASY PUBLIC SCHOOL,01-C032,105,90.0,11,PK-08,(918) 696-7768,Rural Route 1 Box 1589,Bunch,OK,74931.0,ADAIR,Michael Wolfe,michael.wolfe@greasy.k12.ok.us
GREENVILLE,GREENVILLE PUBLIC SCHOOL,43-C003,105,135.0,11,PK-08,(580) 276-2968,4671 Wolfpac Rd,Marietta,OK,73448.0,LOVE,Jason Midkiff,jmidkiff@greenville.k12.ok.us
GROVE,GROVE UPPER ES,21-I002,105,528.0,34,04-06,(918) 786-2297,PO Box 450789,Grove,OK,74345.0,DELAWARE,Shelly Barnes,sbarnes@ridgerunners.net
GROVE,GROVE LOWER ES,21-I002,110,897.0,58,PK-03,(918) 786-5573,PO Box 450789,Grove,OK,74345.0,DELAWARE,Kelly Trumbull,ktrumbull@ridgerunners.net
GROVE,GROVE MS,21-I002,505,361.0,48,07-08,(918) 786-3003,PO Box 450789,Grove,OK,74345.0,DELAWARE,Pat Dodson,pndodson@ridgerunners.net
GROVE,GROVE HS,21-I002,705,675.0,65,09-12,(918) 786-3003,PO Box 450789,Grove,OK,74345.0,DELAWARE,Renae Dozier,rdozier@ridgerunners.net
GROVE,GROVE PUBLIC SCHOOL,63-C027,105,461.0,33,PK-08,(405) 275-7435,2800 North Bryan Ave,Shawnee,OK,74804.0,POTTAWATOMIE,Sheril Payne,spayne@grove.k12.ok.us
GUTHRIE,FOGARTY ES,42-I001,110,570.0,43,02-03,(405) 282-5932,902 North Wentz St,Guthrie,OK,73044.0,LOGAN,Marsha Todd,marsha.todd@guthrieps.net
GUTHRIE,COTTERAL ES,42-I001,120,423.0,28,PK-KG,(405) 282-5928,2001 West Noble Ave,Guthrie,OK,73044.0,LOGAN,Scot Graham,scot.graham@guthrieps.net
GUTHRIE,GUTHRIE UPPER ES,42-I001,125,765.0,58,04-06,(405) 282-5924,702 North Crooks Drive,Guthrie,OK,73044.0,LOGAN,Susan Davison,susan.davison@guthrieps.net
GUTHRIE,CENTRAL ES,42-I001,130,272.0,23,01-01,(405) 282-0352,321 East Noble Ave,Guthrie,OK,73044.0,LOGAN,Dani Watson,dani.watson@guthrieps.net
GUTHRIE,GUTHRIE JHS,42-I001,610,495.0,49,07-08,(405) 282-5936,705 East Oklahoma Ave,Guthrie,OK,73044.0,LOGAN,Robbie Rainwater,robbie.rainwater@guthrieps.net
GUTHRIE,GUTHRIE HS,42-I001,705,1012.0,75,09-12,(405) 282-5906,200 North Crooks Drive,Guthrie,OK,73044.0,LOGAN,Chris Legrande,chris.legrande@guthrieps.net
GUYMON,ACADEMY ES,70-I008,105,416.0,34,03-04,(580) 338-4370,712 North Academy,Guymon,OK,73942.0,TEXAS,Jana Schreiner,jana.schreiner@guymontigers.com
GUYMON,ACADEMY ES,70-I008,105,416.0,34,03-04,(580) 338-4370,712 North Academy,Guymon,OK,73942.0,TEXAS,Jana Schriener,jana.schreiner@guymontigers.com
GUYMON,NORTHEAST ES,70-I008,115,173.0,16,KG-02,(580) 338-4380,220 Medical Drive,Guymon,OK,73942.0,TEXAS,Melissa Watson,melissa.watson@guymontigers.com
GUYMON,HOMER LONG ES,70-I008,120,235.0,19,KG-02,(580) 338-4380,1500 N Beaver,Guymon,OK,73942.0,TEXAS,Meilssa Watson,melissa.watson@guymontigers.com
GUYMON,HOMER LONG ES,70-I008,120,235.0,19,KG-02,(580) 338-4380,1500 N Beaver,Guymon,OK,73942.0,TEXAS,Melissa Watson,melissa.watson@guymontigers.com
GUYMON,SALYER ES,70-I008,125,129.0,15,KG-02,(580) 338-0420,North 1st Ellison,Guymon,OK,73942.0,TEXAS,Loire Aubrey,loire.aubrey@guymontigers.com
GUYMON,CARRIER ES,70-I008,130,170.0,12,PK-PK,(580) 338-0420,103 N Perkins,Guymon,OK,73942.0,TEXAS,Loire Aubrey,loire.aubrey@guymontigers.com
GUYMON,NORTH PARK ES,70-I008,135,427.0,34,05-06,(580) 338-4390,1400 North Crumley,Guymon,OK,73942.0,TEXAS,Mark Strickland,mark.strickland@guymontigers.com
GUYMON,PRAIRIE ES,70-I008,140,193.0,21,KG-02,(580) 338-0420,1501 E Hwy 3,Guymon,OK,73942.0,TEXAS,Loire Aubrey,loire.aubrey@guymontigers.com
GUYMON,CENTRAL JHS,70-I008,610,427.0,45,07-08,(580) 338-4360,801 North Beaver,Guymon,OK,73942.0,TEXAS,Claudia Winters,claudia.winters@guymontigers.com
GUYMON,GUYMON HS,70-I008,705,848.0,69,09-12,(580) 338-4350,1900 North James,Guymon,OK,73942.0,TEXAS,Randy Williams,randy.williams@guymontigers.com
GYPSY,GYPSY PUBLIC SCHOOL,19-C012,105,82.0,11,PK-08,(918) 324-5365,30899 South 417th West Ave,Depew,OK,74028.0,CREEK,Rachel Collins,rcollins@gypsy.k12.ok.us
HAILEYVILLE,HAILEYVILLE ES,61-I011,105,242.0,25,PK-08,(918) 297-2626,PO Box 29,Haileyville,OK,74546.0,PITTSBURG,Brandie Kirkes,bkirkes@haileyville.k12.ok.us
HAILEYVILLE,HAILEYVILLE HS,61-I011,705,108.0,19,09-12,(918) 297-2626,PO Box 29,Haileyville,OK,74546.0,PITTSBURG,Brandie Kirkes,bkirkes@haileyville.k12.ok.us
HAMMON,HAMMON ES,65-I066,105,201.0,28,PK-08,(580) 473-2289,PO Box 279,Hammon,OK,73650.0,ROGER MILLS,Jeff Morton,jmorton@hammon.k12.ok.us
HAMMON,HAMMON HS,65-I066,705,60.0,21,09-12,(580) 473-2737,PO Box 279,Hammon,OK,73650.0,ROGER MILLS,Mike Higgins,mhiggins@hammon.k12.ok.us
HANNA,HANNA ES,49-I064,105,78.0,13,PK-08,(918) 657-2527,PO Box 10,Hanna,OK,74845.0,MCINTOSH,David Dewalt,ddewalt@hanna.k12.ok.us
HANNA,HANNA HS,49-I064,705,35.0,9,09-12,(918) 657-2527,PO Box 10,Hanna,OK,74845.0,MCINTOSH,David Dewalt,ddewalt@hanna.k12.ok.us
HARDESTY,HARDESTY ES,70-I015,105,66.0,14,PK-08,(580) 888-4258,PO Box 129,Hardesty,OK,73944.0,TEXAS,Mike Harris,mharris@hardesty.k12.ok.us
HARDESTY,HARDESTY HS,70-I015,705,25.0,11,09-12,(580) 888-4258,PO Box 129,Hardesty,OK,73944.0,TEXAS,Greg Faris,gfaris@hardesty.k12.ok.us
HARMONY,HARMONY PUBLIC SCHOOL,03-C021,105,200.0,20,PK-08,(580) 889-3687,490 South Bentley Road,Atoka,OK,74525.0,ATOKA,Brian Walker,bwalker@harmonyps.org
HARRAH,RUSSELL BABB ES,55-I007,105,288.0,30,04-05,(405) 454-6213,20901 Northeast Tenth St,Harrah,OK,73045.0,OKLAHOMA,Brad Hurley,bhurley@harrahschools.com
HARRAH,CLARA REYNOLDS ES,55-I007,110,344.0,26,02-03,(405) 454-6201,755 Harrison St,Harrah,OK,73045.0,OKLAHOMA,Cheryl Hessman,chessman@harrahschools.com
HARRAH,VIRGINIA SMITH ES,55-I007,115,451.0,27,PK-01,(405) 454-3638,20227 Northeast Tenth St,Harrah,OK,73045.0,OKLAHOMA,Doug Parker,dparker@harrahschools.com
HARRAH,HARRAH MS,55-I007,505,453.0,42,06-08,(405) 454-2406,20665 Walker St,Harrah,OK,73045.0,OKLAHOMA,Dianna Hilburn,dhilburn@harrahschools.com
HARRAH,HARRAH HS,55-I007,705,598.0,54,09-12,(405) 454-2416,20370 Elm St,Harrah,OK,73045.0,OKLAHOMA,Kenneth Riddle,kriddle@harrahschools.com
HARTSHORNE,HARTSHORNE ES,61-I001,105,365.0,29,PK-05,(918) 297-2345,821 Arapahoe St,Hartshorne,OK,74547.0,PITTSBURG,Brian Akins,bakins@hartshorne.k12.ok.us
HARTSHORNE,HARTSHORNE MS,61-I001,510,181.0,29,06-08,(918) 297-2433,520 South Fifth St,Hartshorne,OK,74547.0,PITTSBURG,Jason Lindley,jlindley@hartshorne.k12.ok.us
HARTSHORNE,HARTSHORNE HS,61-I001,705,256.0,31,09-12,(918) 297-2536,520 South Fifth St,Hartshorne,OK,74547.0,PITTSBURG,Mike Reddick,mreddick@hartshorne.k12.ok.us
HASKELL,MARY WHITE ES,51-I002,110,396.0,29,PK-05,(918) 482-1402,408 West Franklin,Haskell,OK,74436.0,MUSKOGEE,Scott Mccullah,smccullah@haskellps.org
HASKELL,HASKELL MS,51-I002,505,196.0,32,06-08,(918) 482-5221,900 North Ohio,Haskell,OK,74436.0,MUSKOGEE,Kurt Scullawl,kscullawl@haskellps.org
HASKELL,HASKELL HS,51-I002,715,244.0,28,09-12,(918) 482-5223,900 North Ohio,Haskell,OK,74436.0,MUSKOGEE,Kurt Scullawl,kscullawl@haskellps.org
HAWORTH,HAWORTH ES,48-I006,105,278.0,24,PK-05,(580) 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCCURTAIN,Jeannie Gail Sylvia,gsylvia@haworth.k12.ok.us
HAWORTH,HAWORTH MS,48-I006,510,127.0,24,06-08,(580) 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCCURTAIN,Heath Selcer,gbrown@cavesprings.k12.ok.us
HAWORTH,HAWORTH MS,48-I006,510,127.0,24,06-08,(580) 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCCURTAIN,Brandy Wall,bwall@haworth.k12.ok.us
HAWORTH,HAWORTH HS,48-I006,705,178.0,28,09-12,(580) 245-1406,300 N. Maple St,Haworth,OK,74740.0,MCCURTAIN,Brandy Wall,bwall@haworth.k12.ok.us
HAYWOOD,HAYWOOD PUBLIC SCHOOL,61-C088,105,131.0,15,PK-08,(918) 423-6265,11461 West State Hwy 31,Mcalester,OK,74501.0,PITTSBURG,Roger Smith,rsmith@haywood.k12.ok.us
HEALDTON,HEALDTON ES,10-I055,105,234.0,19,PK-05,(580) 229-1201,PO Box 490,Healdton,OK,73438.0,CARTER,Donielle Cantwell,dcantwell@healdtonschools.org
HEALDTON,HEALDTON MS,10-I055,505,103.0,18,06-08,(580) 229-0303,PO Box 490,Healdton,OK,73438.0,CARTER,Greg Munholland,gmunholland@healdtonschools.org
HEALDTON,HEALDTON HS,10-I055,705,175.0,23,09-12,(580) 229-0540,PO Box 490,Healdton,OK,73438.0,CARTER,Justin Kana,jkana@healdtonschools.org
HEAVENER,HEAVENER ES,40-I003,105,722.0,76,PK-08,(918) 653-4313,PO Box 698,Heavener,OK,74937.0,LE FLORE,Diane Cox,dcox@heavenerschools.org
HEAVENER,HEAVENER HS,40-I003,705,350.0,47,09-12,(918) 653-4307,PO Box 698,Heavener,OK,74937.0,LE FLORE,Aaron Alexander,aalexander@heavenerschools.org
HENNESSEY,HENNESSEY LOWER ES,37-I016,105,417.0,35,PK-04,(405) 853-4305,130 North Mitchell Ave,Hennessey,OK,73742.0,KINGFISHER,Barry Crosswhite,bcrosswhite@hps.k12.ok.us
HENNESSEY,HENNESSEY UPPER ES,37-I016,110,245.0,30,05-08,(405) 853-4303,120 North Mitchell Ave,Hennessey,OK,73742.0,KINGFISHER,Stacey Schovanec,staceyschovanec@hps.k12.ok.us
HENNESSEY,HENNESSEY HS,37-I016,705,262.0,32,09-12,(405) 853-4394,707 East Oklahoma St,Hennessey,OK,73742.0,KINGFISHER,Brady Barnes,bbarnes@hps.k12.ok.us
HENRYETTA,HENRYETTA ES,56-I002,105,687.0,48,PK-05,(918) 652-6587,1801 Troy Aikman Dr,Henryetta,OK,74437.0,OKMULGEE,Kelly Furer,kfurer@henryetta.k12.ok.us
HENRYETTA,HENRYETTA MS,56-I002,505,258.0,30,06-08,(918) 652-6578,1801 Troy Aikman Dr,Henryetta,OK,74437.0,OKMULGEE,Brad Wion,bradw@henryetta.k12.ok.us
HENRYETTA,HENRYETTA HS,56-I002,705,307.0,32,09-12,(918) 652-6571,1801 Troy Aikman Dr,Henryetta,OK,74437.0,OKMULGEE,Scott Bein,sbein@henryetta.k12.ok.us
HILLDALE,HILLDALE LOWER ES,51-I029,105,535.0,37,PK-02,(918) 683-9167,500 East Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE,Kair Ridenhour,kridenhour@hilldaleps.org
HILLDALE,HILLDALE UPPER ES,51-I029,110,398.0,33,03-05,(918) 683-1101,500 East Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE,Kair Ridenhour,kridenhour@hilldaleps.org
HILLDALE,HILLDALE MS,51-I029,505,414.0,37,06-08,(918) 683-0763,500 East Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE,Darren Riddle,driddle@hilldaleps.org
HILLDALE,HILLDALE HS,51-I029,705,525.0,48,09-12,(918) 683-3253,500 East Smith Ferry Road,Muskogee,OK,74403.0,MUSKOGEE,Deborah Tennison,dtennison@hilldaleps.org
HINTON,HINTON ES,08-I161,105,405.0,33,PK-05,(405) 542-3295,PO Box 1036,Hinton,OK,73047.0,CADDO,Marcy Derryberry,marcy.derryberry@hintonschools.org
HINTON,HINTON MS,08-I161,610,148.0,25,06-08,(405) 542-3235,PO Box 1036,Hinton,OK,73047.0,CADDO,Rennie Nickell,rennie.nickell@hintonschools.org
HINTON,HINTON HS,08-I161,705,162.0,28,09-12,(405) 542-3235,PO Box 1036,Hinton,OK,73047.0,CADDO,Rennie Nickell,rennie.nickell@hintonschools.org
HOBART,HOBART ES,38-I001,115,432.0,27,PK-05,(580) 726-5665,PO Box 899,Hobart,OK,73651.0,KIOWA,Angie Winkler,winklera@hobart.k12.ok.us
HOBART,HOBART MS,38-I001,505,162.0,26,06-08,(580) 726-5615,PO Box 899,Hobart,OK,73651.0,KIOWA,Kim Reed,reedk@hobart.k12.ok.us
HOBART,HOBART HS,38-I001,705,236.0,30,09-12,(580) 726-5611,PO Box 899,Hobart,OK,73651.0,KIOWA,Mark Harmon,harmonm@hobart.k12.ok.us
HODGEN,HODGEN PUBLIC SCHOOL,40-C014,105,257.0,22,PK-08,(918) 653-4476,PO Box 69,Hodgen,OK,74939.0,LE FLORE,Courtney Altstatt,courtney@hodgen.k12.ok.us
HOLDENVILLE,ETHEL REED ES,32-I035,120,455.0,30,PK-03,(405) 379-6618,210 Grimes St,Holdenville,OK,74848.0,HUGHES,Danielle Patterson,dpatterson@holdenville.k12.ok.us
HOLDENVILLE,THOMAS IES,32-I035,130,384.0,45,04-08,(405) 379-6661,210 Grimes St,Holdenville,OK,74848.0,HUGHES,Mark Turner,markturner@holdenville.k12.ok.us
HOLDENVILLE,HOLDENVILLE HS,32-I035,705,283.0,37,09-12,(405) 379-3387,210 Grimes St,Holdenville,OK,74848.0,HUGHES,Travis Graham,tgraham@holdenville.k12.ok.us
HOLLIS,HOLLIS ES,29-I066,105,277.0,24,PK-05,(580) 688-3616,PO Box 193,Hollis,OK,73550.0,HARMON,Amy Estes,aestes@hollis.k12.ok.us
HOLLIS,HOLLIS MS,29-I066,510,99.0,21,06-08,(580) 688-2707,PO Box 193,Hollis,OK,73550.0,HARMON,Marty Webb,mwebb@hollis.k12.ok.us
HOLLIS,HOLLIS HS,29-I066,705,155.0,22,09-12,(580) 688-2707,PO Box 193,Hollis,OK,73550.0,HARMON,Marty Webb,mwebb@hollis.k12.ok.us
HOLLY CREEK,HOLLY CREEK PUBLIC SCHOOL,48-C072,105,225.0,21,PK-08,(580) 420-6968,401 Holly Creek Road,Broken Bow,OK,74728.0,MCCURTAIN,Harvey Brumley,hbrumley@hollycreek.org
HOMINY,HORACE MANN ES,57-I038,105,219.0,19,01-05,(918) 885-6255,200 South Pettit Ave,Hominy,OK,74035.0,OSAGE,Angel Supernaw,asupernaw@hominy.k12.ok.us
HOMINY,HOMINY EARLY CHILDHOOD CENTER,57-I038,110,81.0,5,PK-KG,(918) 885-6813,200 South Pettit Ave,Hominy,OK,74035.0,OSAGE,Kelly Dyer,kdyer@hominy.k12.ok.us
HOMINY,HOMINY MS,57-I038,505,138.0,18,06-08,(918) 885-6253,200 South Pettit Ave,Hominy,OK,74035.0,OSAGE,Scott Harmon,sharmon@hominy.k12.ok.us
HOMINY,HOMINY HS,57-I038,705,163.0,20,09-12,(918) 885-2141,200 South Pettit Ave,Hominy,OK,74035.0,OSAGE,Doyle Edwards,ed@hominy.k12.ok.us
HOOKER,HOOKER ES,70-I023,105,500.0,40,PK-08,(580) 652-2463,PO Box 247,Hooker,OK,73945.0,TEXAS,Michael Davis,davism@hookerps.k12.ok.us
HOOKER,HOOKER HS,70-I023,715,181.0,25,09-12,(580) 652-2516,PO Box 247,Hooker,OK,73945.0,TEXAS,Brian Stalder,bstalder@hookerps.k12.ok.us
HOWE,HOWE ES,40-I067,105,403.0,31,PK-08,(918) 658-3508,PO Box 259,Howe,OK,74940.0,LE FLORE,Jeremy Dyer,jeremydyer@howeschools.org
HOWE,HOWE HS,40-I067,705,194.0,17,09-12,(918) 658-3368,PO Box 259,Howe,OK,74940.0,LE FLORE,Don Mcgee,donmcgee@howeschools.org
HUGO,HUGO ES,12-I039,135,462.0,34,PK-03,(580) 326-8373,208 N 2Nd St,Hugo,OK,74743.0,CHOCTAW,Nancy Welch,nwelch@hugoschools.com
HUGO,HUGO INTERMEDIATE,12-I039,140,171.0,15,04-05,(580) 326-0106,208 N 2Nd St,Hugo,OK,74743.0,CHOCTAW,Vivian Shanklin,vshanklin@hugoschools.com
HUGO,HUGO MS,12-I039,510,220.0,28,06-08,(580) 326-3365,208 N 2Nd St,Hugo,OK,74743.0,CHOCTAW,Anna Pate,apate@hugoschools.com
HUGO,HUGO HS,12-I039,705,314.0,27,09-12,(580) 326-9648,208 N 2Nd St,Hugo,OK,74743.0,CHOCTAW,Earl Dalke,edalke@hugoschools.com
HULBERT,HULBERT ES,11-I016,105,311.0,26,PK-06,(918) 772-2501,PO Box 188,Hulbert,OK,74441.0,CHEROKEE,Taf Morphis,tmorphis@hulbertriders.com
HULBERT,HULBERT JR-SR HS (JR),11-I016,615,95.0,15,-,(918) 772-2501,PO Box 188,Hulbert,OK,74441.0,CHEROKEE,Brad Ferguson,bferguson@hulbertriders.com
HULBERT,HULBERT JR-SR HS (SR),11-I016,715,95.0,23,-,(918) 772-2501,PO Box 188,Hulbert,OK,74441.0,CHEROKEE,Brad Ferguson,bferguson@hulbertriders.com
HYDRO-EAKLY,HYDRO-EAKLY ES,08-I011,105,239.0,22,PK-05,(405) 663-2619,407 East Seventh St,Hydro,OK,73048.0,CADDO,Jeremy Tharp,jtharp@hydroeakly.k12.ok.us
HYDRO-EAKLY,HYDRO-EAKLY MS,08-I011,505,96.0,19,06-08,(405) 663-2246,407 East Seventh St,Hydro,OK,73048.0,CADDO,Jeremy Bussey,jbussey@hydroeakly.k12.ok.us
HYDRO-EAKLY,HYDRO-EAKLY HS,08-I011,715,118.0,20,09-12,(405) 663-2246,407 East Seventh St,Hydro,OK,73048.0,CADDO,Jeremy Bussey,jbussey@hydroeakly.k12.ok.us
IDABEL,CENTRAL ES,48-I005,110,322.0,31,02-05,(580) 286-5346,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN,Nancy Copeland,ncopeland@idabelps.org
IDABEL,IDABEL PRIMARY SOUTH ES,48-I005,120,290.0,20,PK-01,(580) 286-4400,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN,Terri Bastible,tbastible@idabelps.org
IDABEL,IDABEL MS,48-I005,505,231.0,34,06-08,(580) 286-6558,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN,Laura Bullock,lbullock@idabelps.org
IDABEL,IDABEL HS,48-I005,710,407.0,44,09-12,(580) 286-7693,200 Ne Ave C,Idabel,OK,74745.0,MCCURTAIN,Alan Bryant,abryant@idabelps.org
INDIAHOMA,INDIAHOMA ES,16-I002,105,148.0,21,PK-08,(580) 246-3333,307 Chebahtah,Indiahoma,OK,73552.0,COMANCHE,Greg Ellis,greg.ellis@indiahomaps.org
INDIAHOMA,INDIAHOMA HS,16-I002,705,63.0,13,09-12,(580) 246-3333,307 Chebahtah,Indiahoma,OK,73552.0,COMANCHE,Greg Ellis,gellis@indiahoma.k12.ok.us
INDIANOLA,INDIANOLA ES,61-I025,105,136.0,19,PK-08,(918) 823-4244,PO Box 119,Indianola,OK,74442.0,PITTSBURG,Gina Hernandez,ghernandez@indianola.k12.ok.us
INDIANOLA,INDIANOLA HS,61-I025,715,85.0,15,09-12,(918) 823-4231,PO Box 119,Indianola,OK,74442.0,PITTSBURG,Mark Baumann,mbaumann@indianola.k12.ok.us
INOLA,INOLA ES,66-I005,105,646.0,46,PK-05,(918) 543-2271,PO Box 909,Inola,OK,74036.0,ROGERS,Kyle Ford,kford@inola.k12.ok.us
INOLA,INOLA MS,66-I005,515,300.0,45,06-08,(918) 543-2434,PO Box 819,Inola,OK,74036.0,ROGERS,Jeff Unrau,junrau@inola.k12.ok.us
INOLA,INOLA HS,66-I005,715,418.0,48,09-12,(918) 543-2404,PO Box 789,Inola,OK,74036.0,ROGERS,Paul Gruenberg,pgruenberg@inola.k12.ok.us
INSIGHT SCHOOL OF OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA MS,55-Z004,971,70.0,6,07-08,(405) 835-2133,PO Box 490,Nicoma Park,OK,73066.0,OKLAHOMA,Kimberley Kelly,kkelly@k12.com
INSIGHT SCHOOL OF OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA HS,55-Z004,972,276.0,14,09-12,(405) 835-2133,PO Box 490,Nicoma Park,OK,73066.0,OKLAHOMA,Kimberly Kelly,kkelly@k12.com
JAY,JAY ES,21-I001,105,659.0,61,PK-03,(918) 253-4413,PO Box 630,Jay,OK,74346.0,DELAWARE,Jan Fasano,jfasano@jay.k12.ok.us
JAY,JAY UPPER ES,21-I001,305,247.0,25,04-05,(918) 253-3535,PO Box 630,Jay,OK,74346.0,DELAWARE,Marvin Stockton,mstockto@jay.k12.ok.us
JAY,JAY MS,21-I001,505,360.0,27,06-08,(918) 253-8510,PO Box 630,Jay,OK,74346.0,DELAWARE,Chris Bozarth,cbozarth@jay.k12.ok.us
JAY,JAY HS,21-I001,705,440.0,42,09-12,(918) 253-4466,PO Box 630,Jay,OK,74346.0,DELAWARE,James Bryant,jbryant@jay.k12.ok.us
JENKS,JENKS EAST ES,72-I005,110,2030.0,163,PK-04,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Ryan Glaze,ryan.glaze@jenksps.org
JENKS,JENKS WEST ES,72-I005,115,95.0,154,-,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Suzanne Lair,suzanne.lair@jenksps.org
JENKS,SOUTHEAST ES,72-I005,120,864.0,67,PK-04,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Lindy Risenhoover,lindy.risenhoover@jenksps.org
JENKS,JENKS WEST INTERMEDIATE ES,72-I005,125,710.0,58,05-06,(918) 299-4415,205 East B St,Jenks,OK,74037.0,TULSA,Michelle Sumner,michele.sumner@jenksps.org
JENKS,JENKS EAST INTERMEDIATE ES,72-I005,130,977.0,89,05-06,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Linda Reid,linda.reid@jenksps.org
JENKS,JENKS MS,72-I005,505,1635.0,131,07-08,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Nick Brown,nick.brown@jenksps.org
JENKS,JENKS HS,72-I005,705,3334.0,237,09-12,(918) 299-4411,205 East B St,Jenks,OK,74037.0,TULSA,Mike Means,mike.means@jenksps.org
JENNINGS,JENNINGS PUBLIC SCHOOL,59-C002,105,216.0,16,PK-08,(918) 757-2536,600 North Oak St,Jennings,OK,74038.0,PAWNEE,Chris Ballenger,cballenger@jennings.k12.ok.us
JOHN W REX CHARTER ELEMENTARY,JOHN W REX CHARTER ELEMENTARY,55-G007,987,371.0,28,PK-03,() -,PO Box 130,Oklahoma City,OK,74133.0,OKLAHOMA,Joseph Pierce,jpierce@johnrexschool.org
JONES,JONES ES,55-I009,105,532.0,30,PK-05,(405) 399-9118,13145 Montana St,Jones,OK,73049.0,OKLAHOMA,Cindy Harrison,charrison@jonesel.k12.ok.us
JONES,JONES MS,55-I009,505,275.0,28,06-08,(405) 399-9114,16011 East Wilshire Blvd,Jones,OK,73049.0,OKLAHOMA,Adam Mcphail,amcphail@jonesms.k12.ok.us
