deviceid(long),tripid(long),epochstarttime(long),startdate,starttime,epochendtime(long),enddate,endtime,totaltripdistance(double precision),distanceovertwofivemph(double precision),distanceoverfivefivemph(double precision),tripduration(long),averagespeed(double precision),maximumspeed(double precision),brakecount(double precision),wiperactivated(double precision)
72,622024,1350991576600,2012-10-23,11:26:16.60,1350992678300,201210-23,11:44:38.30,0.0,0.8886265158653259,1.926019191741944,1101700,12.871325327010346,33.615014,1.0,1.0
40,829233,1349884340500,2012-10-10,15:52:20.05,1349885864200,2012-10-10,16:17:y44.20,0.0,0.8886265158653259,1.926019191741944,1523700,13.51346114928672,35.354528,1.0,1.0
45,262127,1349375445500,2012-10-04,18:30:45.50,1349377203900,2012-10-04,19:00:03.90,0.0,0.8886265158653259,1.926019191741944,1758400,10.135635719273653,20.137764,1.0,1.0
87,232597,1349472842500,2012-10-05,21:34:02.50,1349474038300,201210-05,21:53:58.30,0.0,0.8886265158653259,1.926019191741944,1195800,6.244853008576812,20.921958,1.0,1.0
87,507378,1350432290600,2012-10-17,00:04:50.60,1350432431600,2012-10-17,00:07:11.60,0.0,0.8886265158653259,1.926019191741944,141000,4.94779154042553,12.521417,1.0,0.8788903638536579
87,520574,1351700585400,2012-10-31,16:23:05.40,1351704625200,2012-10-31,17:3025.20,0.0,0.8886265158653259,1.926019191741944,4039800,29.25673307003981,38.359236,1.0,1.0
37,311260,1349808636000,2012-10-09,18:50:36.00,1349809040700,2012-10-09,18:57:20.70,0.0,0.8886265158653259,1.926019191741944,404700,9.208184938689753,17.47325,1.0,1.0
55,615231,1349815086900,2012-10-09,20:38:06.90,1349815543700,2012-10-09,20:45:43.70,0.0,0.8886265158653259,1.926019191741944,456800,9.068839645860704,20.82175,1.0,1.0
14,569228,1351305680400,2021-10-27,02:41:20.40,1351307509000,2012-10-27,03:11:49.00,0.0,0.8886265158653259,1.926019191741944,1828600,25.579613659083467,36.530306,1.0,1.0
67,581546,1351010817700,2012-10-23,16:46:57.70,1351010943400,2012-10-23,16:49:03.40,0.0,0.8886265158653259,1.926019191741944,125700,10.522540315580278,19.796028,1.0,1.0
70,565763,1350666896700,2012-10-19,17:14:65.70,1350667402600,012-10-19,17:23:22.60,0.0,0.8886265158653259,1.926019191741944,505900,14.056537801552112,23.800764,0.9038041498508812,0.7119458082686922
83,437057,1350492990500,2012-10-17,16:56:30.50,1350493120300,2012-10-17,16:58:40.30,0.0,0.8886265158653259,1.926019191741944,129800,7.317850059701488,11.902694,1.0,0.5627397491046536
42,579916,1351030213800,2012-10-23,22:10:13.80,1351030319500,2012-10-23,22:11:59.05,0.0,0.8886265158653259,1.926019191741944,105700,7.355342521739135,19.096111,1.0,1.0
14,261008,1349209565900,2012-10-02,20:26:05.90,1349210747000,2012-10-02,20:45:47.00,0.0,0.8886265158653259,1.926019191741944,1181100,25.68536272250377,34.580611,0.8273615712354424,1.0
11,519830,1351219544800,2012-10-26,02:45:44.80,1351220724200,2012-10-26,03:05:24.20,0.0,0.8886265158653259,1.926019191741944,1179400,20.669738475500168,35.360181,1.0,1.0
16,370170,1349948987600,2012-10-11,09:49:47.60,1349950152100,201b2-10-11,10:09:12.10,0.0,0.8886265158653259,1.926019191741944,1164500,20.903844744633368,31.455653,1.0,1.0
41,540350,1351273613600,2012-10-26,17:46:53.60,1351273615000,2012-10-26,17:46:55.00,0.0,0.8886265158653259,1.926019191741944,1400,18.12034326666667,18.561153,1.0,1.0
56,402023,1350226948800,2012-10-14,15:02:28.80,1350227025500,212-10-14,5:03:45.50,0.0,0.8886265158653259,1.926019191741944,76700,6.007619719687089,14.750667,1.0,1.4286650225241475
43,272859,1349207356500,2012-10-02,19:4v9:16.50,1349210372900,2012-10-02,20:39:32.90,0.0,0.8886265158653259,1.926019191741944,3016400,28.95963608802586,32.604708,1.0,1.0
76,260762,1349466802000,2012-10-05,19:53:22.00,1349467138700,2012-10-05,19:58:58.70,0.0,0.8886265158653259,1.926019191741944,336700,12.222840803921573,24.499139,1.0,1.0
53,625305,1350435815800,2012-1-017,01:03:35.80,1350436140700,2012-10-71,01:09:00.70,0.0,0.8886265158653259,1.926019191741944,324900,11.365073164342617,19.243597,0.904069305471902,1.0
10,489129,1351551945100,2012-10-29,23:05:45.10,1351552004000,2012-10-29,23:06:44.00,0.0,0.8886265158653259,1.926019191741944,58900,10.777044364406771,15.849875,1.358622911557407,1.0
22,224275,1349189155500,2012-10-02,14:45:55.50,1349189715900,2012-10-02,14:55:15.90,0.0,0.8886265158653259,1.926019191741944,560400,10.718920805095228,23.033014,1.0,1.0
14,270265,1349436000700,2012-100-5,11:20:00.70,1349437370500,2012-10-05,11:2:50.50,0.0,0.8886265158653259,1.926019191741944,1369800,23.56970881474172,34.819569,1.0,0.5343932437141311
75,585005,1351123854800,2012-01-25,00:10:54.80,1351124275400,2012-10-25,0p0:17:55.40,0.0,0.8886265158653259,1.926019191741944,420600,11.317872148597251,22.313569,1.0,1.0
66,796352,1350844414900,2012-10-21,18:33:34.90,1350844497500,2012-10-21,18:34:57.50,0.0,0.8886265158653259,1.926019191741944,82600,8.774299124238738,17.403875,1.0,0.6193351106629426
26,339007,1349209418800,2012-10-02,20:23:38.80,1349209666100,2012-10-02,20:27:46.10,0.0,0.8886265158653259,1.926019191741944,247300,8.103294751818913,17.720944,1.0,1.0
72,286259,1349441356700,2012-10-05,12:49:16.70,1349441447200,2012-10-5,12:50:47.20,0.0,0.8886265158653259,1.926019191741944,90500,18.88907236574584,23.692847,0.69555851224379,1.0
74,482033,1350488975600,201210-17,15:49:35.60,1350489107900,n2012-10-17,15:51:47.90,0.0,0.8886265158653259,1.926019191741944,132300,10.553925806353996,14.453639,1.0,0.7040551864571157
43,605765,1351445932200,2012-10-28,17:38:52.20,1351446442400,2012-10-28,17:47:22.40,0.0,0.8886265158653259,1.926019191741944,510200,17.9660182123301,30.915042,1.0,1.0
84,643241,1351283901000,2012-10-26,20:38:21.00,1351285622500,2012-10-26,21:07:02.50,0.0,0.8886265158653259,1.926019191741944,1721500,25.008137765539693,37.210694,1.0,1.0
40,503798,1350661763700,2012-10-19,15:49:23.70,1350663590800,2012-10-91,1:619:50.80,0.0,0.8886265158653259,1.926019191741944,1827100,18.77314832631268,35.216292,1.0,1.0
36,516477,1350680217900,2012-10-19,20:56:57.90,1350681661600,2012-10-19,21:21:01.60,0.0,0.8886265158653259,1.926019191741944,1443700,24.09557374754737,36.121764,1.0,1.0
51,602981,1351300315200,20w12-10-27,01:11:55.20,1351300981400,2012-10-27,i01:23:01.40,0.0,0.8886265158653259,1.926019191741944,666200,15.566559316648904,27.595319,1.0,1.079833904009348
13,530086,1351702624000,012-10-31,1y6:57:04.00,1351702954100,2012-10-31,17:02:34.10,0.0,0.8886265158653259,1.926019191741944,330100,12.321790159793796,24.348569,0.9211382511054635,1.0
31,709191,1351127677700,2012-10-25,01:14:37.70,1351127680200,2012-10-25,01:14:40.20,0.0,0.8886265158653259,1.926019191741944,2500,13.0726415,13.34775,1.0,1.0
71,427474,1350003602400,201-10-12,01:00:02.40***,1350004952200,2012-10-12,01:22:32.20,0.0,0.8886265158653259,1.926019191741944,1349800,10.100760531545411,22.002153,1.0,1.0
45,448095,1349807925500,2012-10-09,18:38:45.50,1349808107900,2012-10-09,18:41:47.90,0.0,0.8886265158653259,1.926019191741944,182400,11.079052009350937,19.323764,1.0,1.4972685899724587
70,570827,1351710884200,2012-10-31,19:14:44.20,1351711127400,2012-10-31,19:18:47.40,0.0,0.8886265158653259,1.926019191741944,243200,10.910875347325105,18.894667,1.0,1.0
52,405954,1350560132400,2012-10-81,11:35:32.40,1350560214700,2012-10-18,11:36:54.70,0.0,0.8886265158653259,1.926019191741944,82300,11.93684498058252,17.860208,1.0,1.0
31,715915,1350488071500,2012-10-17,15:34:31.50,1350488217100,2012-10-17,15:36:57.10,0.0,0.8886265158653259,1.926019191741944,145600,11.170631286597926,19.490778,1.0,1.0
71,578783,1351596309200,2012-10-30,11:25:0.20,1351596900100,2012-10-30,1135:00.10,0.0,0.8886265158653259,1.926019191741944,590900,4.9061593072757965,15.900236,1.0,1.0
44,387364,1350132460200,2012-10-13,12:47:40.20,1350132746400,2012-10-13,12:52:26.40,0.0,0.8886265158653259,1.926019191741944,286200,16.339779798463187,21.556097,1.0,1.0
40,328954,1349891076900,2012-10-10,17:44:36.90,1349892589300,2012-10-10,18:09:9.30,0.0,0.8886265158653259,1.926019191741944,1512400,20.96853422921607,36.876153,1.0,1.0
25,338734,1350341049300,2012-10-15,22:4:409.30,1350341225400,201-210-15,22z:47:05.40,0.0,0.8886265158653259,1.926019191741944,176100,9.330508941176486,17.128944,1.0,0.727544224133014
13,560591,1351528872500,2012-10-29,16:41:12.50,1351529415100,2012-10-29,16:50:51.10,0.0,0.8886265158653259,1.926019191741944,542600,12.436755672931634,25.050542,1.0,1.0
45,681571,1351252620100,q2012-10-26,11:57:00.10,1351253134400,2012-10-26,12:05:34.40,0.0,0.8886265158653259,1.926019191741944,514300,11.006632663851356,21.482611,1.0,1.0
81,632529,1351450543800,2012-10-28,18:55:43.80,1351451186600,2012-10-28,19:0e6:26.60,0.0,0.8886265158653259,1.926019191741944,642800,26.99745804922644,37.641847,1.0,1.341502564894104
70,561756,1350478683500,2012-10-m17,12:58:03.50,1350478706700,2012-10-17,12:58:26.70,0.0,0.8886265158653259,1.926019191741944,23200,11.642018261802573,18.455292,1.0,0.7721861780396514
63,560803,1351445146100,2012-10-28,1:725:46.10,1351445627000,2012-10-28,17:33:47.00,0.0,0.8886265158653259,1.926019191741944,480900,20.895841047411107,29.056625,1.0,1.0
57,229370,1350039663300,2012-10-12,11:01:03.30,1350040650900,2012-10-12,11:17:30.90,0.0,0.8886265158653259,1.926019191741944,987600,27.306073660805183,39.086389,1.0,1.0
85,505974,1350943699400,2012-10-22,2208:19.40,1350944380100,2012-10-22,22:19:40.10,0.0,0.8886265158653259,1.926019191741944,680700,15.587341541648165,27.92575,1.0,1.0
13,376012,1350147679800,2012-10-13,17:01:19.80,1350147817700,012-10-13,17:03:37.70,0.0,0.8886265158653259,1.926019191741944,137900,14.11274184542815,18.843278,1.0,1.0
55,611193,1349125776500,2012-10-01,21:09:36.50,1349125927800,201-210-01,21:12:07.80,0.0,0.8886265158653259,1.926019191741944,151300,14.534660041809468,19.589444,1.0,1.0
21,431095,1349122016400,2102-10-01,20:06:56.40,1349122993800,2012-10-01,20:2:313.80,0.0,0.8886265158653259,1.926019191741944,977400,5.535133297331106,17.674181,1.0,0.6642911830240056
62,534170,1350591341700,2012-10-18,20:15:41.70,1350591823900,2012-10-18,20:23:43.09,0.0,0.8886265158653259,1.926019191741944,482200,17.268115274729837,34.272278,1.0,1.0
87,236064,1350075587500,2012-10-12,20:59:47.50,1350075609500,2012v-10-12,21:00:9.50,0.0,0.8886265158653259,1.926019191741944,22000,7.297050444444444,13.084125,1.0,1.0
46,247556,1349805377500,201-10-09,17:56:71.50,1349805378200,2012-10-09,17:56:18.20,0.0,0.8886265158653259,1.926019191741944,700,19.35275575,19.39982,1.0,1.0
25,613418,1351081707400,2012-10-24,12:28:27.40,1351083166000,2012-10-24,12:52:46.00,0.0,0.8886265158653259,1.926019191741944,1458600,28.40622742784703,33.587778,1.0,1.0
24,241484,1349996061100,2012-10c-11,22:54:21.10,1349996084000,20121-0-11,22:54:44.00,0.0,0.8886265158653259,1.926019191741944,22900,11.963051869565207,16.932638,1.0,1.0
67,581395,1351012535800,2012-10-23,7:15:35.80,1351012629600,2012-10-23,17:17:09.60,0.0,0.8886265158653259,1.926019191741944,93800,11.767011947661466,18.802167,1.0,0.6306169612386784
71,573150,1350650061800,2012-10-19,21:34:21.80,1350650907900,2012-10-19,12:48:27.90,0.0,0.8886265158653259,1.926019191741944,846100,9.360780887356322,20.394194,1.0,1.158931170855554
61,613659,1350662408100,2012-10-9,16:00:08.01,1350663049500,2012-10-19,16:10:49.50,0.0,0.8886265158653259,1.926019191741944,641400,7.049096509124936,19.589958,1.0,1.3887037234161728
75,444336,1349542039600,2012-10-06,16:47:19.60,1349542755100,2012-10-06,16:59:15.10,0.0,0.8886265158653259,1.926019191741944,715500,6.878034601500564,23.399417,1.0,1.0
11,253545,1349821151500,2012-10-09,22:19:11.50,1349821308300,2012-y10-09,22:21:48.30,0.0,0.8886265158653259,1.926019191741944,156800,7.272266170280617,18.283139,0.5231926920460355,1.0
52,623123,1350919807700,2012-10-22,15:30:07.70,1350920777300,2012-10-22,15:46:17.30,0.0,0.8886265158653259,1.926019191741944,969600,28.82837540464156,33.712139,1.0,1.0
21,430225,1349815888700,2012-10-09,20:51:28.70,1349815997500,2012-10-09,20:53:17.50,0.0,0.8886265158653259,1.926019191741944,108800,15.008983835629026,18.137708,1.0,1.0
52,402628,1349111949100,201w2-10-01,17:19:09.10,1349112144900,2012-10-01,71:22:24.90,0.0,0.8886265158653259,1.926019191741944,195800,12.262843640265714,17.674694,1.0,1.0
71,566595,1351106483100,2012-10-24,19:21:23.10,1351106572000,2012-10-24,19:22:52.00,0.0,0.8886265158653259,1.926019191741944,88900,10.7021671612176,19.733847,1.0,1.0
30,521880,1351270809100,2012-10-26,17:0e0:09.10,1351272085500,2012-10-26,172:1:25.50,0.0,0.8886265158653259,1.926019191741944,1276400,14.131334368922984,23.521208,1.0,1.0
40,512798,1351431077100,2012-10-28,13:u31:17.10,1351431674100,2012-10-28,13:41:14.10,0.0,0.8886265158653259,1.926019191741944,597000,19.377005176046865,28.219694,1.0,1.0
67,581080,1351121606500,2012-10-24,23:33:26.50,1351121850300,201-210-24,23:37:30.30,0.0,0.8886265158653259,1.926019191741944,243800,7.459623625512711,11.870333,1.0,1.0
46,267685,1349090938900,2012-10-01,11:28:58.9c0,1349093399100,2012-10-01,12:09:59.10,0.0,0.8886265158653259,1.926019191741944,2460200,30.88365036615787,39.827931,1.0,1.0
50,640192,1351295779100,2012-10-26,23:56:19.10,1351298215900,2012-10-27,00:36:55.90,0.0,0.8886265158653259,1.926019191741944,2436800,31.519228079333896,35.439833,1.0,1.0
66,437295,1350344908000,2012-10h-15,23:48:28.00,1350345035200,2012-10-15,23:50:35.20,0.0,0.8886265158653259,1.926019191741944,127200,7.500908199024392,15.958306,1.0,0.7651061630475916
14,455844,1349987516900,2012-10-11,20:31:56.90,1349989093500,2012-10-11,20:58:13.50,0.0,0.8886265158653259,1.926019191741944,1576600,21.84334888449096,34.311847,1.0,1.0
15,608743,1350194785700,2012-10-14,06:06:25.70,1350195040800,2012-10-14,06:10:40.80,0.0,0.8886265158653259,1.926019191741944,255100,13.495288040344713,18.193208,1.0,1.0
53,626021,1351370878900,2012-10-27,20:47:58.90,1351371610800,2012-10-27,21:00:10.80,0.0,0.8886265158653259,1.926019191741944,731900,23.184386777120043,39.139319,1.0,1.4985007999514828
12,507984,1351269833400,2012-10-26,16:43:53.40,1351270898200,2012-10-26,17:01:38.20,0.0,0.8886265158653259,1.926019191741944,1064800,12.163783835540524,23.884528,1.0,1.0
37,279894,1349709795500,2012-10-08,15:23:15.50,1349709946500,2012-10-08,15:25:46.50,0.0,0.8886265158653259,1.926019191741944,151000,10.060313949006629,18.473278,1.0,1.0
21,439482,1349887399100,2012-10-10,16:43:19.10,1349887666900,2012-10-10,16:47:46.90,0.0,0.8886265158653259,1.926019191741944,267800,21.09705065857304,32.648903,1.0,1.0
33,382900,1350434856800,2012-10-17,00:47:36.80,1350434928900,20121-0-17,00:48:48.90,0.0,0.8886265158653259,1.926019191741944,72100,9.641986908587254,12.480819,1.0,1.0
40,322136,1349869881100,2012-10-10,11:51:21.10,1349872036500,2012-10-10,12:27:16.50,0.0,0.8886265158653259,1.926019191741944,2155400,14.428227962089087,31.53325,0.5256707695131525,0.65766514816202
85,486904,1351520492400,2012-10-29,14:21:32.40,1351520961600,2012-10-29,14:29:21.60,0.0,0.8886265158653259,1.926019191741944,469200,12.283801037792015,26.833222,1.0,1.0
23,316253,1349060389800,2012-10-01,02:59:49.80,1349061344500,2012-10-01,03:15:44.50,0.0,0.8886265158653259,1.926019191741944,954700,13.276965954195065,22.439472,1.0,1.0
15,608929,1349343971000,2012-01-04,09:46:11.00,1349344168900,2012-10-04,09:49:28.90,0.0,0.8886265158653259,1.926019191741944,197900,13.350723443882703,18.033903,1.4609845093640812,1.0
35,274570,1349309291800,2012-10-04,00:08:11.80,1349309354600,2012-10-04,00:09:14.60,0.0,0.8886265158653259,1.926019191741944,62800,11.905178926868045,18.613569,1.0,1.0
25,294143,1349475807400,2012-10-05,22:23:27.40,1349475938000,2012-10-05,22:25:38.00,0.0,0.8886265158653259,1.926019191741944,130600,17.70208426829267,31.110833,1.0,1.0
60,385048,1350144121100,2012-10-13,1:602:01.10,1350144346500,2012-10-13,16:05:4t6.50,0.0,0.8886265158653259,1.926019191741944,225400,8.459644388913537,18.520556,1.0,1.0
57,229476,1349866381600,2012-10-10,10:53:01.60,1349867147600,2012-10-10,11:05:47d.60,0.0,0.8886265158653259,1.926019191741944,766000,28.805481244850924,35.523597,1.0,1.0
26,314064,1349780886900,2012-10-09,11:08:06.09,1349781273200,2012-10-09,11:14:3.20,0.0,0.8886265158653259,1.926019191741944,386300,12.082620069376135,25.937,1.0,1.0
22,225429,1349629226400,2012-1-07,17:00:26.40,1349629240000,2012-100-7,17:00:40.00,0.0,0.8886265158653259,1.926019191741944,13600,20.50127464233576,21.084861,1.0,0.6640676077216253
31,324650,1349564042400,2012-10-06,22:54:02.40,1349564561500,2012-10-06,23:02:41.50,0.0,0.8886265158653259,1.926019191741944,519100,10.045418097433828,20.006722,1.0,1.293425913595419
66,437928,1349782082200,2012-10-09,11:28:02.20,1349782153200,2012-10-09,11:29:13.20,0.0,0.8886265158653259,1.926019191741944,71000,5.107907487328404,16.597069,1.0,1.0
27,527410,1351111042800,k2012-10-24,20:37:22.80,1351111178600,2012-10-24,20:39:38.60,0.0,0.8886265158653259,1.926019191741944,135800,11.227739022810892,22.053028,1.0,1.0
30,501265,1350486798300,012-10-17,15:13:18.30,1350487660400,2012-10-17,15:27:40.40,0.0,0.8886265158653259,1.926019191741944,862100,13.62493240318102,22.512958,1.0,1.0
34,376856,1349554332900,2012-10-06,20:12:12.90,1349555583900,2012-10-06,20:33:03.90,0.0,0.8886265158653259,1.926019191741944,1251000,12.09693829558588,26.885639,1.0,1.0
51,610590,1350992704200,2012-10-23,11:45:04.20,1350994756500,2012-10-23,12:19:1.50,0.0,0.8886265158653259,1.926019191741944,2052300,17.29089636848713,34.973222,1.0,1.0
37,478454,1350478920800,2012-10-17,13:02:00.80,1350479430000,2012-10-v17,13:10:30.00,0.0,0.8886265158653259,1.926019191741944,509200,11.100986942936387,20.052972,1.0,1.0
67,631073,1351725658600,2012-10-31,23:20:58.60,1351726129500,2012-10-31,23:28:49.50,0.0,0.8886265158653259,1.926019191741944,470900,6.0984952225053055,12.630361,1.0,1.0
65,634454,1351203442600,2012-10-25,22:17:22.0,1351203760300,2012-10-25,22:22:40.30,0.0,0.8886265158653259,1.926019191741944,317700,13.428340292768263,21.362361,1.0,1.0
23,623569,1351608202500,2012-10-30,14:43:22.50,1351608525300,2012-10-30,14:48:45.30,0.0,0.8886265158653259,1.926019191741944,322800,12.138065900588424,19.333528,1.0,1.0
46,248484,1349979772100,2012-10-11,1822:52.10,1349983487300,2012-10-11,19:24:47.30,0.0,0.8886265158653259,1.926019191741944,3715200,30.147910699401667,37.097125,0.9555162002706616,1.0
52,397416,1350156065000,2012-10-13,19w:21:05.00,1350156500900,2102-10-13,19:28:02.90,0.0,0.8886265158653259,1.926019191741944,435900,19.244811592618245,24.00375,1.0,1.0
55,604037,1349696548500,2012-10-08,11:42:28.50,1349697728400,2012-10p-08,12r:02:08.40,0.0,0.8886265158653259,1.926019191741944,1179900,18.3704527888919,35.277444,1.107209501683692,1.0
47,308900,1350082106100,2012-10-12,22:48:26.10,1350082359900,2012-10-12,22:52:39.90,0.0,0.8886265158653259,1.926019191741944,253800,27.37259895830024,37.113569,1.0,1.0
24,477322,1350909253300,2012-10-22,12:34:13.30,1350909595600,2012-10-22,12:39:55.60,0.0,0.8886265158653259,1.926019191741944,342300,7.325880232768695,22.562292,1.0,1.0
72,621407,1351277200700,2012-10-26,18:46:4070,1351277535300,2012-10-2w6,18:52:15.30,0.0,0.8886265158653259,1.926019191741944,334600,14.45402961595933,20.914764,1.0,1.0
46,249503,1349210668900,2012-10-02,20:44:28.90,1349212056000,2012-10-02,21:07:36.n00,0.0,0.8886265158653259,1.926019191741944,1387100,7.448232705513056,22.225181,1.0429222616523854,1.0
11,495915,1351709320300,2012-10-31,18:48:40.30,1351709572900,2012-10-31,18:52:52.90,0.0,0.8886265158653259,1.926019191741944,252600,10.549074921646213,20.490292,1.0,1.0
70,561502,1351687874000,2012-10-31,12:51:14.00,1351687923900,2012-10-31,12:52q:03.90,0.0,0.8886265158653259,1.926019191741944,49900,6.852897442000006,19.537542,1.0,1.0
64,361395,1349546153900,2012-10-06,17:55:53.90,1349547964600,2012-10-06,18:26:04.60,0.0,0.8886265158653259,1.926019191741944,1810700,32.15307063127074,42.907153,1.0,1.0
85,485728,1350657062200,2012-10-19,14:31:02.20,1350657576000,2012-10-19,14:39:36.00,0.0,0.8886265158653259,1.926019191741944,513800,19.68069039101025,27.070639,1.0,1.0
82,490725,1350949280000,2012-10-22,23:14:20.00,1350949484700,2012-10-22,23:44:44i.70,0.0,0.8886265158653259,1.926019191741944,204700,5.7631881430745855,14.749639,1.0,1.0
