year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",6,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",229,1,1.29
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",135,0,0.6
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",73,1,0.53
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",126,0,0.77
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",158,0,1.05
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",9,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",6,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",126,1,0.4
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",123,0,0.34
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",235,0,1.39
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",85,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",529,2,0.9
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",38,0,0.72
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",153,3,3.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",231,2,1.25
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",12,0,0.09
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000149.0,"Scripps Memorial Hospital, La Jolla",Acute Care Hospital,"Community, >250 Beds",93,0,0.25
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",1246,12,5.54
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",97,0,0.32
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",237,3,0.21
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",34,0,0.75
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",91,2,0.54
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",147,0,0.43
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",10,0,0.11
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",97,0,0.48
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",36,1,0.17
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",5,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",10,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",98,1,0.28
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",67,3,0.19
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",104,1,0.53
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",24,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",51,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",8,0,0.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",28,0,0.51
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",72,1,0.68
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000150.0,"Scripps Memorial Hospital, Encinitas",Acute Care Hospital,"Community, 125-250 Beds",29,0,0.06
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",1145,14,6.27
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",42,0,0.09
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",7,0,0.06
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",7,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",213,0,0.3
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",46,2,1.02
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",19,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",63,0,0.31
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",94,1,0.38
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",13,1,0.11
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",82,0,0.53
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",45,1,0.33
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",5,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",18,0,0.06
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",74,1,0.32
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",59,0,0.19
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",86,2,0.49
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",13,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",6,0,0.05
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",43,4,0.77
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",183,2,1.08
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000152.0,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",17,0,0.05
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,1602,13,3.98
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,12,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,1238,7,2.2
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,6,1,0.17
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,41,0,0.13
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,203,4,1.25
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,95,1,0.08
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,3,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80001470.0,Sharp Mary Birch Hospital For Women And Newborns,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",716,2,3.24
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",44,0,0.11
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",184,0,0.14
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",27,2,0.62
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",67,0,0.46
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",112,0,0.3
2020H1,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.18
2020H1,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",38,0,0.24
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.11
2020H1,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",28,0,0.09
2020H1,California,San Diego,Surgical Site Infections (SSI),Laminectomy,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",8,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",41,0,0.22
2020H1,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",21,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.02
2020H1,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",21,0,0.36
2020H1,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",39,0,0.17
2020H1,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,90000016.0,Scripps Mercy Hospital Chula Vista,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.03
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,90000021.0,Sharp Chula Vista Medical Center,Acute Care Hospital,"Community, >250 Beds",1250,4,6.21
